unit_name	unit_level	unit_type	percentage_num_men	percentage_num_health	reduce_max_number
wh2_dlc15_hef_inf_mistwalkers_sentinels_0	0	wh2_dlc15_hef_inf_mistwalkers_sentinels_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_sentinels_0_tier_4	4	wh2_dlc15_hef_inf_mistwalkers_sentinels_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	0	wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0_tier_4	4	wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_spireguard_0_tier_4	0	wh2_dlc15_hef_inf_mistwalkers_spireguard_0	100	100	false
wh2_dlc15_hef_inf_rangers_0	0	wh2_dlc15_hef_inf_rangers_0	100	100	false
wh2_dlc15_hef_inf_rangers_0_tier_6	6	wh2_dlc15_hef_inf_rangers_0	100	100	false
wh2_dlc15_hef_inf_silverin_guard_0	0	wh2_dlc15_hef_inf_silverin_guard_0	100	100	false
wh2_dlc15_hef_inf_silverin_guard_0_tier_6	6	wh2_dlc15_hef_inf_silverin_guard_0	100	100	false
wh2_dlc15_hef_mon_arcane_phoenix_0	0	wh2_dlc15_hef_mon_arcane_phoenix_0	100	100	false
wh2_dlc15_hef_mon_arcane_phoenix_0_tier_4	4	wh2_dlc15_hef_mon_arcane_phoenix_0	100	100	false
wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	1	wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	100	100	false
wh2_dlc16_skv_mon_brood_horror_0	0	wh2_dlc16_skv_mon_brood_horror_0	100	100	false
wh2_dlc16_skv_mon_brood_horror_0_tier_4	4	wh2_dlc16_skv_mon_brood_horror_0	100	100	false
wh2_dlc16_skv_mon_rat_ogre_mutant	1	wh2_dlc16_skv_mon_rat_ogre_mutant	100	100	false
wh2_dlc16_skv_mon_rat_ogre_mutant_rank_7	7	wh2_dlc16_skv_mon_rat_ogre_mutant	100	100	false
wh2_dlc16_skv_mon_wolf_rats_0	0	wh2_dlc16_skv_mon_wolf_rats_0	100	100	false
wh2_dlc16_skv_mon_wolf_rats_0_tier_4	4	wh2_dlc16_skv_mon_wolf_rats_0	100	100	false
wh2_dlc16_skv_mon_wolf_rats_1	0	wh2_dlc16_skv_mon_wolf_rats_1	100	100	false
wh2_dlc16_skv_mon_wolf_rats_1_tier_4	4	wh2_dlc16_skv_mon_wolf_rats_1	100	100	false
wh2_dlc16_wef_cav_glade_riders_2	0	wh2_dlc16_wef_cav_glade_riders_2	100	100	false
wh2_dlc16_wef_cav_great_stag_knights_0	0	wh2_dlc16_wef_cav_great_stag_knights_0	100	100	false
wh2_dlc16_wef_cav_great_stag_knights_0_rank_4	4	wh2_dlc16_wef_cav_great_stag_knights_0	100	100	false
wh2_dlc16_wef_inf_bladesingers_0	0	wh2_dlc16_wef_inf_bladesingers_0	100	100	false
wh2_dlc16_wef_inf_bladesingers_0_rank_4	4	wh2_dlc16_wef_inf_bladesingers_0	100	100	false
wh2_dlc16_wef_inf_malicious_dryads_0	0	wh2_dlc16_wef_inf_malicious_dryads_0	100	100	false
wh2_dlc16_wef_mon_cave_bats_0	1	wh2_dlc16_wef_mon_cave_bats	100	100	false
wh2_dlc16_wef_mon_giant_spiders_0	0	wh2_dlc16_wef_mon_giant_spiders_0	100	100	false
wh2_dlc16_wef_mon_giant_spiders_0_rank_9	9	wh2_dlc16_wef_mon_giant_spiders_0	100	100	false
wh2_dlc16_wef_mon_hawks_0	0	wh2_dlc16_wef_mon_hawks_0	100	100	false
wh2_dlc16_wef_mon_malicious_treekin_0	0	wh2_dlc16_wef_mon_malicious_treekin_0	100	100	false
wh2_dlc16_wef_mon_malicious_treeman_0	0	wh2_dlc16_wef_mon_malicious_treeman_0	100	100	false
wh2_dlc16_wef_mon_spider_hatchlings_0	0	wh2_dlc16_wef_mon_spider_hatchlings_0	100	100	false
wh2_dlc16_wef_mon_wolves_0	0	wh2_dlc16_wef_mon_wolves_0	100	100	false
wh2_dlc16_wef_mon_zoats	0	wh2_dlc16_wef_mon_zoats	100	100	false
wh2_dlc16_wef_mon_zoats_rank_4	4	wh2_dlc16_wef_mon_zoats	100	100	false
wh2_dlc17_bst_cav_tuskgor_chariot_0	0	wh2_dlc17_bst_cav_tuskgor_chariot_0	100	100	false
wh2_dlc17_bst_feral_manticore_tier_0	0	wh_dlc03_bst_feral_manticore	100	100	false
wh2_dlc17_bst_feral_manticore_tier_4	4	wh_dlc03_bst_feral_manticore	100	100	false
wh2_dlc17_bst_inf_bestigor_herd_0_tier_4	4	wh_dlc03_bst_inf_bestigor_herd_0	100	100	false
wh2_dlc17_bst_inf_minotaurs_2_tier_3	3	wh_dlc03_bst_inf_minotaurs_2	100	100	false
wh2_dlc17_bst_inf_razorgor_herd_0_tier_2	2	wh_dlc03_bst_inf_razorgor_herd_0	100	100	false
wh2_dlc17_bst_mon_ghorgon_0_tier_0	0	wh2_dlc17_bst_mon_ghorgon_0	100	100	false
wh2_dlc17_bst_mon_ghorgon_0_tier_5	5	wh2_dlc17_bst_mon_ghorgon_0	100	100	false
wh2_dlc17_bst_mon_harpies_0_tier_2	2	wh_dlc05_bst_mon_harpies_0	100	100	false
wh2_dlc17_bst_mon_jabberslythe_0	1	wh2_dlc17_bst_mon_jabberslythe_0	100	100	false
wh2_dlc17_dwf_mon_carnosaur_thorek_0	5	wh2_dlc17_dwf_mon_carnosaur_thorek_0	100	100	false
wh2_dlc17_emp_inf_prisoners_0	0	wh2_dlc17_emp_inf_prisoners_0	100	100	false
wh2_dlc17_lzd_inf_chameleon_stalkers_0_final_battle	7	wh2_dlc17_lzd_inf_chameleon_stalkers_0	100	100	false
wh2_dlc17_lzd_inf_chameleon_stalkers_0_tier_0	0	wh2_dlc17_lzd_inf_chameleon_stalkers_0	100	100	false
wh2_dlc17_lzd_inf_chameleon_stalkers_0_tier_4	4	wh2_dlc17_lzd_inf_chameleon_stalkers_0	100	100	false
wh2_dlc17_lzd_inf_saurus_spearmen_0_tier_4	4	wh2_main_lzd_inf_saurus_spearmen_0	100	100	false
wh2_dlc17_lzd_inf_saurus_warriors_0_tier_4	4	wh2_main_lzd_inf_saurus_warriors_0	100	100	false
wh2_dlc17_lzd_mon_coatl_0	0	wh2_dlc17_lzd_mon_coatl_0	100	100	false
wh2_dlc17_lzd_mon_troglodon_0_final_battle	6	wh2_dlc17_lzd_mon_troglodon_0	100	100	false
wh2_dlc17_lzd_mon_troglodon_0_tier_0	0	wh2_dlc17_lzd_mon_troglodon_0	100	100	false
wh2_dlc17_lzd_mon_troglodon_0_tier_5	5	wh2_dlc17_lzd_mon_troglodon_0	100	100	false
wh2_dlc17_nor_cav_marauder_horsemen_0_tier_4	4	wh_main_nor_cav_marauder_horsemen_0	100	100	false
wh2_dlc17_nor_inf_chaos_marauders_0_tier_4	4	wh_main_nor_inf_chaos_marauders_0	100	100	false
wh2_dlc17_nor_inf_chaos_marauders_1_tier_4	4	wh_main_nor_inf_chaos_marauders_1	100	100	false
wh2_dlc17_nor_inf_marauder_champions_0_tier_4	4	wh_dlc08_nor_inf_marauder_champions_0	100	100	false
wh2_dlc17_nor_inf_marauder_hunters_1_tier_4	4	wh_dlc08_nor_inf_marauder_hunters_1	100	100	false
wh2_dlc17_nor_mon_norscan_giant_0_tier_4	4	wh_dlc08_nor_mon_norscan_giant_0	100	100	false
wh2_dlc17_nor_mon_norscan_ice_trolls_0_tier_4	4	wh_dlc08_nor_mon_norscan_ice_trolls_0	100	100	false
wh2_dlc25_qb_def_cha_master_0	0	wh2_dlc14_def_cha_master_0	100	100	false
wh2_dlc25_qb_def_war_hydra	2	wh2_main_def_mon_war_hydra	100	100	false
wh2_main_def_art_reaper_bolt_thrower	0	wh2_main_def_art_reaper_bolt_thrower	100	100	false
wh2_main_def_art_reaper_bolt_thrower_final_battle	4	wh2_main_def_art_reaper_bolt_thrower	100	100	false
wh2_main_def_art_reaper_bolt_thrower_tier_2	2	wh2_main_def_art_reaper_bolt_thrower	100	100	false
wh2_main_def_art_reaper_bolt_thrower_tier_4	4	wh2_main_def_art_reaper_bolt_thrower	100	100	false
wh2_main_def_cav_cold_one_chariot	0	wh2_main_def_cav_cold_one_chariot	100	100	false
wh2_main_def_cav_cold_one_chariot_final_battle	0	wh2_main_def_cav_cold_one_chariot	100	100	false
wh2_main_def_cav_cold_one_knights_0	0	wh2_main_def_cav_cold_one_knights_0	100	100	false
wh2_main_def_cav_cold_one_knights_0_tier_3	0	wh2_main_def_cav_cold_one_knights_0	100	100	false
wh2_main_def_cav_cold_one_knights_1	0	wh2_main_def_cav_cold_one_knights_1	100	100	false
wh2_main_def_cav_cold_one_knights_1_final_battle	0	wh2_main_def_cav_cold_one_knights_1	100	100	false
wh2_main_def_cav_dark_riders_0	0	wh2_main_def_cav_dark_riders_0	100	100	false
wh2_main_def_cav_dark_riders_0_tier_3	0	wh2_main_def_cav_dark_riders_0	100	100	false
wh2_main_def_cav_dark_riders_0_tier_5	0	wh2_main_def_cav_dark_riders_0	100	100	false
wh2_main_def_cav_dark_riders_1	0	wh2_main_def_cav_dark_riders_1	100	100	false
wh2_main_def_cav_dark_riders_2	0	wh2_main_def_cav_dark_riders_2	100	100	false
wh2_main_def_cav_dark_riders_2_tier_5	0	wh2_main_def_cav_dark_riders_2	100	100	false
wh2_main_def_inf_black_ark_corsairs_0	0	wh2_main_def_inf_black_ark_corsairs_0	100	100	false
wh2_main_def_inf_black_ark_corsairs_1	0	wh2_main_def_inf_black_ark_corsairs_1	100	100	false
wh2_main_def_inf_black_guard_0	0	wh2_main_def_inf_black_guard_0	100	100	false
wh2_main_def_inf_black_guard_0_final_battle	7	wh2_main_def_inf_black_guard_0	100	100	false
wh2_main_def_inf_bleakswords_0	0	wh2_main_def_inf_bleakswords_0	100	100	false
wh2_main_def_inf_bleakswords_0_tier_5	5	wh2_main_def_inf_bleakswords_0	100	100	false
wh2_main_def_inf_darkshards_0	0	wh2_main_def_inf_darkshards_0	100	100	false
wh2_main_def_inf_darkshards_0_tier_2	2	wh2_main_def_inf_darkshards_0	100	100	false
wh2_main_def_inf_darkshards_1	0	wh2_main_def_inf_darkshards_1	100	100	false
wh2_main_def_inf_darkshards_1_tier_5	5	wh2_main_def_inf_darkshards_1	100	100	false
wh2_main_def_inf_dreadspears_0	0	wh2_main_def_inf_dreadspears_0	100	100	false
wh2_main_def_inf_dreadspears_0_tier_5	5	wh2_main_def_inf_dreadspears_0	100	100	false
wh2_main_def_inf_har_ganeth_executioners_0	0	wh2_main_def_inf_har_ganeth_executioners_0	100	100	false
wh2_main_def_inf_har_ganeth_executioners_0_final_battle	6	wh2_main_def_inf_har_ganeth_executioners_0	100	100	false
wh2_main_def_inf_harpies	0	wh2_main_def_inf_harpies	100	100	false
wh2_main_def_inf_harpies_tier_4	4	wh2_main_def_inf_harpies	100	100	false
wh2_main_def_inf_shades_0	0	wh2_main_def_inf_shades_0	100	100	false
wh2_main_def_inf_shades_1	0	wh2_main_def_inf_shades_1	100	100	false
wh2_main_def_inf_shades_1_final_battle	6	wh2_main_def_inf_shades_1	100	100	false
wh2_main_def_inf_shades_2	0	wh2_main_def_inf_shades_2	100	100	false
wh2_main_def_inf_shades_2_final_battle	5	wh2_main_def_inf_shades_2	100	100	false
wh2_main_def_inf_witch_elves_0	0	wh2_main_def_inf_witch_elves_0	100	100	false
wh2_main_def_inf_witch_elves_0_tier_2	2	wh2_main_def_inf_witch_elves_0	100	100	false
wh2_main_def_mon_black_dragon	0	wh2_main_def_mon_black_dragon	100	100	false
wh2_main_def_mon_black_dragon_final_battle	3	wh2_main_def_mon_black_dragon	100	100	false
wh2_main_def_mon_war_hydra	0	wh2_main_def_mon_war_hydra	100	100	false
wh2_main_def_mon_war_hydra_final_battle	3	wh2_main_def_mon_war_hydra	100	100	false
wh2_main_def_mon_war_hydra_tier_5	5	wh2_main_def_mon_war_hydra	100	100	false
wh2_main_hef_art_eagle_claw_bolt_thrower	0	wh2_main_hef_art_eagle_claw_bolt_thrower	100	100	false
wh2_main_hef_art_eagle_claw_bolt_thrower_final_battle	4	wh2_main_hef_art_eagle_claw_bolt_thrower	100	100	false
wh2_main_hef_art_eagle_claw_bolt_thrower_tier_3	3	wh2_main_hef_art_eagle_claw_bolt_thrower	100	100	false
wh2_main_hef_cav_dragon_princes	0	wh2_main_hef_cav_dragon_princes	100	100	false
wh2_main_hef_cav_dragon_princes_final_battle	6	wh2_main_hef_cav_dragon_princes	100	100	false
wh2_main_hef_cav_dragon_princes_tier_4	4	wh2_main_hef_cav_dragon_princes	100	100	false
wh2_main_hef_cav_ellyrian_reavers_0	0	wh2_main_hef_cav_ellyrian_reavers_0	100	100	false
wh2_main_hef_cav_ellyrian_reavers_0_tier_2	2	wh2_main_hef_cav_ellyrian_reavers_0	100	100	false
wh2_main_hef_cav_ellyrian_reavers_0_tier_4	4	wh2_main_hef_cav_ellyrian_reavers_0	100	100	false
wh2_main_hef_cav_ellyrian_reavers_1	0	wh2_main_hef_cav_ellyrian_reavers_1	100	100	false
wh2_main_hef_cav_ellyrian_reavers_1_tier_4	4	wh2_main_hef_cav_ellyrian_reavers_1	100	100	false
wh2_main_hef_cav_ithilmar_chariot	0	wh2_main_hef_cav_ithilmar_chariot	100	100	false
wh2_main_hef_cav_silver_helms_0	0	wh2_main_hef_cav_silver_helms_0	100	100	false
wh2_main_hef_cav_silver_helms_1	0	wh2_main_hef_cav_silver_helms_1	100	100	false
wh2_main_hef_cav_silver_helms_1_tier_4	4	wh2_main_hef_cav_silver_helms_1	100	100	false
wh2_main_hef_cav_tiranoc_chariot	0	wh2_main_hef_cav_tiranoc_chariot	100	100	false
wh2_main_hef_cav_tiranoc_chariot_tier_4	4	wh2_main_hef_cav_tiranoc_chariot	100	100	false
wh2_main_hef_inf_archers_0	0	wh2_main_hef_inf_archers_0	100	100	false
wh2_main_hef_inf_archers_0_tier_4	4	wh2_main_hef_inf_archers_0	100	100	false
wh2_main_hef_inf_archers_1	0	wh2_main_hef_inf_archers_1	100	100	false
wh2_main_hef_inf_archers_1_tier_2	2	wh2_main_hef_inf_archers_1	100	100	false
wh2_main_hef_inf_archers_1_tier_4	4	wh2_main_hef_inf_archers_1	100	100	false
wh2_main_hef_inf_gate_guard	0	wh2_main_hef_inf_gate_guard	100	100	false
wh2_main_hef_inf_lothern_sea_guard_0	0	wh2_main_hef_inf_lothern_sea_guard_0	100	100	false
wh2_main_hef_inf_lothern_sea_guard_0_tier_1	1	wh2_main_hef_inf_lothern_sea_guard_0	100	100	false
wh2_main_hef_inf_lothern_sea_guard_0_tier_4	4	wh2_main_hef_inf_lothern_sea_guard_0	100	100	false
wh2_main_hef_inf_lothern_sea_guard_1	0	wh2_main_hef_inf_lothern_sea_guard_1	100	100	false
wh2_main_hef_inf_lothern_sea_guard_1_final_battle	7	wh2_main_hef_inf_lothern_sea_guard_1	100	100	false
wh2_main_hef_inf_lothern_sea_guard_1_tier_4	4	wh2_main_hef_inf_lothern_sea_guard_1	100	100	false
wh2_main_hef_inf_phoenix_guard	0	wh2_main_hef_inf_phoenix_guard	100	100	false
wh2_main_hef_inf_phoenix_guard_final_battle	5	wh2_main_hef_inf_phoenix_guard	100	100	false
wh2_main_hef_inf_phoenix_guard_tier_3	3	wh2_main_hef_inf_phoenix_guard	100	100	false
wh2_main_hef_inf_spearmen_0	0	wh2_main_hef_inf_spearmen_0	100	100	false
wh2_main_hef_inf_spearmen_0_fallen_gates	0	wh2_main_hef_inf_spearmen_0	90	100	false
wh2_main_hef_inf_spearmen_0_tier_3	3	wh2_main_hef_inf_spearmen_0	100	100	false
wh2_main_hef_inf_spearmen_0_tier_4	4	wh2_main_hef_inf_spearmen_0	100	100	false
wh2_main_hef_inf_swordmasters_of_hoeth_0	0	wh2_main_hef_inf_swordmasters_of_hoeth_0	100	100	false
wh2_main_hef_inf_swordmasters_of_hoeth_0_final_battle	7	wh2_main_hef_inf_swordmasters_of_hoeth_0	100	100	false
wh2_main_hef_inf_swordmasters_of_hoeth_0_tier_1	1	wh2_main_hef_inf_swordmasters_of_hoeth_0	100	100	false
wh2_main_hef_inf_swordmasters_of_hoeth_0_tier_3	3	wh2_main_hef_inf_swordmasters_of_hoeth_0	100	100	false
wh2_main_hef_inf_white_lions_of_chrace_0	0	wh2_main_hef_inf_white_lions_of_chrace_0	100	100	false
wh2_main_hef_inf_white_lions_of_chrace_0_tier_4	4	wh2_main_hef_inf_white_lions_of_chrace_0	100	100	false
wh2_main_hef_mon_great_eagle	0	wh2_main_hef_mon_great_eagle	100	100	false
wh2_main_hef_mon_great_eagle_tier_3	3	wh2_main_hef_mon_great_eagle	100	100	false
wh2_main_hef_mon_moon_dragon	0	wh2_main_hef_mon_moon_dragon	100	100	false
wh2_main_hef_mon_moon_dragon_final_battle	3	wh2_main_hef_mon_moon_dragon	100	100	false
wh2_main_hef_mon_moon_dragon_tier_5	5	wh2_main_hef_mon_moon_dragon	100	100	false
wh2_main_hef_mon_phoenix_flamespyre	0	wh2_main_hef_mon_phoenix_flamespyre	100	100	false
wh2_main_hef_mon_phoenix_flamespyre_final_battle	3	wh2_main_hef_mon_phoenix_flamespyre	100	100	false
wh2_main_hef_mon_phoenix_flamespyre_tier_1	1	wh2_main_hef_mon_phoenix_flamespyre	100	100	false
wh2_main_hef_mon_phoenix_frostheart	0	wh2_main_hef_mon_phoenix_frostheart	100	100	false
wh2_main_hef_mon_phoenix_frostheart_final_battle	4	wh2_main_hef_mon_phoenix_frostheart	100	100	false
wh2_main_hef_mon_star_dragon	0	wh2_main_hef_mon_star_dragon	100	100	false
wh2_main_hef_mon_star_dragon_final_battle	3	wh2_main_hef_mon_star_dragon	100	100	false
wh2_main_hef_mon_sun_dragon	0	wh2_main_hef_mon_sun_dragon	100	100	false
wh2_main_hef_mon_sun_dragon_final_battle	3	wh2_main_hef_mon_sun_dragon	100	100	false
wh2_main_lzd_cav_cold_one_spearriders_0	0	wh2_main_lzd_cav_cold_one_spearmen_1	100	100	false
wh2_main_lzd_cav_cold_ones_0	0	wh2_main_lzd_cav_cold_ones_1	100	100	false
wh2_main_lzd_cav_cold_ones_1	0	wh2_main_lzd_cav_cold_ones_1	100	100	false
wh2_main_lzd_cav_cold_ones_1_rank_4	4	wh2_main_lzd_cav_cold_ones_1	100	100	false
wh2_main_lzd_cav_cold_ones_feral_0	0	wh2_main_lzd_cav_cold_ones_feral_0	100	100	false
wh2_main_lzd_cav_cold_ones_feral_0_tier_3	3	wh2_main_lzd_cav_cold_ones_feral_0	100	100	false
wh2_main_lzd_cav_horned_ones_0	0	wh2_main_lzd_cav_horned_ones_0	100	100	false
wh2_main_lzd_cav_horned_ones_0_final_battle	4	wh2_main_lzd_cav_horned_ones_0	100	100	false
wh2_main_lzd_cav_horned_ones_tier_4	4	wh2_main_lzd_cav_horned_ones_0	100	100	false
wh2_main_lzd_cav_terradon_riders_0	0	wh2_main_lzd_cav_terradon_riders_0	100	100	false
wh2_main_lzd_cav_terradon_riders_0_tier_3	3	wh2_main_lzd_cav_terradon_riders_0	100	100	false
wh2_main_lzd_cav_terradon_riders_1	0	wh2_main_lzd_cav_terradon_riders_1	100	100	false
wh2_main_lzd_cav_terradon_riders_1_tier_4	4	wh2_main_lzd_cav_terradon_riders_1	100	100	false
wh2_main_lzd_cav_terradon_riders_blessed_1_tier_4	4	wh2_main_lzd_cav_terradon_riders_blessed_1	100	100	false
wh2_main_lzd_inf_chameleon_skinks_0	0	wh2_main_lzd_inf_chameleon_skinks_0	100	100	false
wh2_main_lzd_inf_chameleon_skinks_0_final_battle	6	wh2_main_lzd_inf_chameleon_skinks_0	100	100	false
wh2_main_lzd_inf_chameleon_skinks_0_tier_3	3	wh2_main_lzd_inf_chameleon_skinks_0	100	100	false
wh2_main_lzd_inf_saurus_spearmen_0	0	wh2_main_lzd_inf_saurus_spearmen_0	100	100	false
wh2_main_lzd_inf_saurus_spearmen_1	0	wh2_main_lzd_inf_saurus_spearmen_1	100	100	false
wh2_main_lzd_inf_saurus_spearmen_1_tier_3	3	wh2_main_lzd_inf_saurus_spearmen_1	100	100	false
wh2_main_lzd_inf_saurus_warriors_0	0	wh2_main_lzd_inf_saurus_warriors_0	100	100	false
wh2_main_lzd_inf_saurus_warriors_1	0	wh2_main_lzd_inf_saurus_warriors_1	100	100	false
wh2_main_lzd_inf_saurus_warriors_1_tier_3	3	wh2_main_lzd_inf_saurus_warriors_1	100	100	false
wh2_main_lzd_inf_skink_cohort_0	0	wh2_main_lzd_inf_skink_cohort_0	100	100	false
wh2_main_lzd_inf_skink_cohort_0_tier_4	4	wh2_main_lzd_inf_skink_cohort_0	100	100	false
wh2_main_lzd_inf_skink_cohort_1	0	wh2_main_lzd_inf_skink_cohort_1	100	100	false
wh2_main_lzd_inf_skink_cohort_1_tier_4	4	wh2_main_lzd_inf_skink_cohort_1	100	100	false
wh2_main_lzd_inf_skink_skirmishers_0	0	wh2_main_lzd_inf_skink_skirmishers_0	100	100	false
wh2_main_lzd_inf_skink_skirmishers_0_tier_3	3	wh2_main_lzd_inf_skink_skirmishers_0	100	100	false
wh2_main_lzd_inf_temple_guards	0	wh2_main_lzd_inf_temple_guards	100	100	false
wh2_main_lzd_inf_temple_guards_final_battle	7	wh2_main_lzd_inf_temple_guards	100	100	false
wh2_main_lzd_inf_temple_guards_tier_3	3	wh2_main_lzd_inf_temple_guards	100	100	false
wh2_main_lzd_inf_temple_guards_tier_4	4	wh2_main_lzd_inf_temple_guards_blessed	100	100	false
wh2_main_lzd_mon_ancient_stegadon	0	wh2_main_lzd_mon_ancient_stegadon	100	100	false
wh2_main_lzd_mon_ancient_stegadon_final_battle	3	wh2_main_lzd_mon_ancient_stegadon	100	100	false
wh2_main_lzd_mon_bastiladon_0	0	wh2_main_lzd_mon_bastiladon_0	100	100	false
wh2_main_lzd_mon_bastiladon_0_tier_3	3	wh2_main_lzd_mon_bastiladon_0	100	100	false
wh2_main_lzd_mon_bastiladon_1	0	wh2_main_lzd_mon_bastiladon_1	100	100	false
wh2_main_lzd_mon_bastiladon_2	0	wh2_main_lzd_mon_bastiladon_2	100	100	false
wh2_main_lzd_mon_bastiladon_2_final_battle	3	wh2_main_lzd_mon_bastiladon_2	100	100	false
wh2_main_lzd_mon_bastiladon_2_tier_3	3	wh2_main_lzd_mon_bastiladon_2	100	100	false
wh2_main_lzd_mon_bastiladon_blessed_2_tier_4	4	wh2_main_lzd_mon_bastiladon_blessed_2	100	100	false
wh2_main_lzd_mon_carnosaur_0	0	wh2_main_lzd_mon_carnosaur_0	100	100	false
wh2_main_lzd_mon_carnosaur_0_final_battle	6	wh2_main_lzd_mon_carnosaur_0	100	100	false
wh2_main_lzd_mon_kroxigors	0	wh2_main_lzd_mon_kroxigors	100	100	false
wh2_main_lzd_mon_kroxigors_blessed_tier_4	4	wh2_main_lzd_mon_kroxigors_blessed	100	100	false
wh2_main_lzd_mon_kroxigors_final_battle	4	wh2_main_lzd_mon_kroxigors	100	100	false
wh2_main_lzd_mon_kroxigors_tier_4	4	wh2_main_lzd_mon_kroxigors	100	100	false
wh2_main_lzd_mon_stegadon_0	0	wh2_main_lzd_mon_stegadon_0	100	100	false
wh2_main_lzd_mon_stegadon_0_tier_3	1	wh2_main_lzd_mon_stegadon_0	100	100	false
wh2_main_lzd_mon_stegadon_1	0	wh2_main_lzd_mon_stegadon_1	100	100	false
wh2_main_skv_art_plagueclaw_catapult	0	wh2_main_skv_art_plagueclaw_catapult	100	100	false
wh2_main_skv_art_plagueclaw_catapult_final_battle	4	wh2_main_skv_art_plagueclaw_catapult	100	100	false
wh2_main_skv_art_plagueclaw_catapult_tier_4	4	wh2_main_skv_art_plagueclaw_catapult	100	100	false
wh2_main_skv_art_warp_lightning_cannon	0	wh2_main_skv_art_warp_lightning_cannon	100	100	false
wh2_main_skv_art_warp_lightning_cannon_final_battle	5	wh2_main_skv_art_warp_lightning_cannon	100	100	false
wh2_main_skv_inf_clanrat_spearmen_0	0	wh2_main_skv_inf_clanrat_spearmen_0	100	100	false
wh2_main_skv_inf_clanrat_spearmen_1	0	wh2_main_skv_inf_clanrat_spearmen_1	100	100	false
wh2_main_skv_inf_clanrat_spearmen_1_summoned	0	wh2_main_skv_inf_clanrats_0_summoned_small	100	100	false
wh2_main_skv_inf_clanrat_spearmen_1_tier_4	4	wh2_main_skv_inf_clanrat_spearmen_1	100	100	false
wh2_main_skv_inf_clanrats_0	0	wh2_main_skv_inf_clanrats_0	100	100	false
wh2_main_skv_inf_clanrats_0_summoned	0	wh2_main_skv_inf_clanrats_0_summoned	100	100	false
wh2_main_skv_inf_clanrats_0_tier_3	3	wh2_main_skv_inf_clanrats_0	100	100	false
wh2_main_skv_inf_clanrats_0_tier_6	6	wh2_main_skv_inf_clanrats_0	100	100	false
wh2_main_skv_inf_clanrats_1	0	wh2_main_skv_inf_clanrats_1	100	100	false
wh2_main_skv_inf_clanrats_1_rank_3	3	wh2_main_skv_inf_clanrats_1	100	100	false
wh2_main_skv_inf_clanrats_1_tier_6	6	wh2_main_skv_inf_clanrats_1	100	100	false
wh2_main_skv_inf_death_globe_bombardiers	0	wh2_main_skv_inf_death_globe_bombardiers	100	100	false
wh2_main_skv_inf_death_globe_bombardiers_final_battle	6	wh2_main_skv_inf_death_globe_bombardiers	100	100	false
wh2_main_skv_inf_death_globe_bombardiers_tier_3	3	wh2_main_skv_inf_death_globe_bombardiers	100	100	false
wh2_main_skv_inf_death_runners_0	0	wh2_main_skv_inf_death_runners_0	100	100	false
wh2_main_skv_inf_death_runners_0_final_battle	7	wh2_main_skv_inf_death_runners_0	100	100	false
wh2_main_skv_inf_gutter_runner_slingers_0	0	wh2_main_skv_inf_gutter_runner_slingers_0	100	100	false
wh2_main_skv_inf_gutter_runner_slingers_1	0	wh2_main_skv_inf_gutter_runner_slingers_1	100	100	false
wh2_main_skv_inf_gutter_runner_slingers_1_rank_4	4	wh2_main_skv_inf_gutter_runner_slingers_1	100	100	false
wh2_main_skv_inf_gutter_runners_0	0	wh2_main_skv_inf_gutter_runners_0	100	100	false
wh2_main_skv_inf_gutter_runners_0_tier_3	3	wh2_main_skv_inf_gutter_runners_0	100	100	false
wh2_main_skv_inf_gutter_runners_1	0	wh2_main_skv_inf_gutter_runners_1	100	100	false
wh2_main_skv_inf_night_runners_0	0	wh2_main_skv_inf_night_runners_0	100	100	false
wh2_main_skv_inf_night_runners_1	0	wh2_main_skv_inf_night_runners_1	100	100	false
wh2_main_skv_inf_night_runners_1_tier_3	3	wh2_main_skv_inf_night_runners_1	100	100	false
wh2_main_skv_inf_plague_monk_censer_bearer	0	wh2_main_skv_inf_plague_monk_censer_bearer	100	100	false
wh2_main_skv_inf_plague_monk_censer_bearer_final_battle	5	wh2_main_skv_inf_plague_monk_censer_bearer	100	100	false
wh2_main_skv_inf_plague_monks	0	wh2_main_skv_inf_plague_monks	100	100	false
wh2_main_skv_inf_plague_monks_tier_4	4	wh2_main_skv_inf_plague_monks	100	100	false
wh2_main_skv_inf_poison_wind_globadiers	0	wh2_main_skv_inf_poison_wind_globadiers	100	100	false
wh2_main_skv_inf_skavenslave_slingers_0	0	wh2_main_skv_inf_skavenslave_slingers_0	100	100	false
wh2_main_skv_inf_skavenslave_slingers_0_tier_3	3	wh2_main_skv_inf_skavenslave_slingers_0	100	100	false
wh2_main_skv_inf_skavenslave_spearmen_0	0	wh2_main_skv_inf_skavenslave_spearmen_0	100	100	false
wh2_main_skv_inf_skavenslave_spearmen_0_tier_3	3	wh2_main_skv_inf_skavenslave_spearmen_0	100	100	false
