level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
wh2_dlc17_bst_special_settlement_oak_of_ages_2	wh2_dlc17_bst_special_settlement_oak_of_ages	2	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_oak_of_ages_3	wh2_dlc17_bst_special_settlement_oak_of_ages	3	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_oak_of_ages_4	wh2_dlc17_bst_special_settlement_oak_of_ages	4	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_oak_of_ages_5	wh2_dlc17_bst_special_settlement_oak_of_ages	5	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_oak_of_ages_ruin	wh2_dlc17_bst_special_settlement_oak_of_ages	0	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_1	wh2_dlc17_bst_special_settlement_wei_jin	1	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_2	wh2_dlc17_bst_special_settlement_wei_jin	2	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_3	wh2_dlc17_bst_special_settlement_wei_jin	3	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_4	wh2_dlc17_bst_special_settlement_wei_jin	4	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_5	wh2_dlc17_bst_special_settlement_wei_jin	5	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_wei_jin_ruin	wh2_dlc17_bst_special_settlement_wei_jin	0	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_1	wh2_dlc17_bst_special_settlement_zharr_naggrund	1	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_2	wh2_dlc17_bst_special_settlement_zharr_naggrund	2	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_3	wh2_dlc17_bst_special_settlement_zharr_naggrund	3	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_4	wh2_dlc17_bst_special_settlement_zharr_naggrund	4	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_5	wh2_dlc17_bst_special_settlement_zharr_naggrund	5	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_bst_special_settlement_zharr_naggrund_ruin	wh2_dlc17_bst_special_settlement_zharr_naggrund	0	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	false	0.0000	0	true	0	wh_dlc_cam_settlement_capital_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_arcane_1	wh2_dlc17_horde_beastmen_army_buffs_arcane	0	1	6000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_arcane	false	0.0000	0	true	1	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_arcane_2	wh2_dlc17_horde_beastmen_army_buffs_arcane	1	1	8000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_arcane	false	0.0000	0	true	2	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_arcane_3	wh2_dlc17_horde_beastmen_army_buffs_arcane	2	1	10000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_arcane	false	0.0000	0	true	4	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_terror_1	wh2_dlc17_horde_beastmen_army_buffs_terror	0	1	4000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_terror	false	0.0000	0	true	0	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_terror_2	wh2_dlc17_horde_beastmen_army_buffs_terror	1	1	6000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_terror	false	0.0000	0	true	2	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_horde_beastmen_army_buffs_terror_3	wh2_dlc17_horde_beastmen_army_buffs_terror	2	1	8000	0		false	false			true	wh2_dlc17_horde_beastmen_army_buffs_terror	false	0.0000	0	true	4	wh_dlc_cam_settlement_minor_beastmen	true	0	0		0
wh2_dlc17_silent_sanctum_ambush_0	wh2_dlc17_silent_sanctum_ambush	0	1	1000	0		false	false			true	wh2_dlc17_silent_sanctum_ambush	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_silent_sanctum_ambush_1	wh2_dlc17_silent_sanctum_ambush	1	2	2000	0		false	false			true	wh2_dlc17_silent_sanctum_ambush	false	0.0000	0	false	5		true	0	0		0
wh2_dlc17_silent_sanctum_core_0	wh2_dlc17_silent_sanctum_core	0	0	500	0		false	false			true	wh2_dlc17_silent_sanctum_core	false	0.0000	0	false	1		true	0	0		0
wh2_dlc17_silent_sanctum_core_1	wh2_dlc17_silent_sanctum_core	1	4	4000	0		false	false			true	wh2_dlc17_silent_sanctum_core	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_silent_sanctum_def_boost_0	wh2_dlc17_silent_sanctum_def_boost	0	1	1000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	2		true	0	0		0
wh2_dlc17_silent_sanctum_def_boost_1	wh2_dlc17_silent_sanctum_def_boost	1	2	2000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_silent_sanctum_melee_boost_0	wh2_dlc17_silent_sanctum_melee_boost	0	1	1000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	2		true	0	0		0
wh2_dlc17_silent_sanctum_melee_boost_1	wh2_dlc17_silent_sanctum_melee_boost	1	2	2000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_silent_sanctum_ranged_boost_0	wh2_dlc17_silent_sanctum_ranged_boost	0	1	1000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	2		true	0	0		0
wh2_dlc17_silent_sanctum_ranged_boost_1	wh2_dlc17_silent_sanctum_ranged_boost	1	2	2000	0		false	false			true	wh2_dlc17_silent_sanctum_boost_buildings	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_silent_sanctum_recruitment_0	wh2_dlc17_silent_sanctum_recruitment	0	1	500	0		false	false			true	wh2_dlc17_silent_sanctum_recruitment	false	0.0000	0	false	1		true	0	0		0
wh2_dlc17_silent_sanctum_recruitment_1	wh2_dlc17_silent_sanctum_recruitment	1	2	2000	0		false	false			true	wh2_dlc17_silent_sanctum_recruitment	false	0.0000	0	false	2		true	0	0		0
wh2_dlc17_silent_sanctum_replenishment_0	wh2_dlc17_silent_sanctum_replenishment	0	1	500	0		false	false			true	wh2_dlc17_silent_sanctum_replenishment	false	0.0000	0	false	1		true	0	0		0
wh2_dlc17_silent_sanctum_replenishment_1	wh2_dlc17_silent_sanctum_replenishment	1	2	1000	0		false	false			true	wh2_dlc17_silent_sanctum_replenishment	false	0.0000	0	false	2		true	0	0		0
wh2_dlc17_silent_sanctum_replenishment_2	wh2_dlc17_silent_sanctum_replenishment	2	3	1500	0		false	false			true	wh2_dlc17_silent_sanctum_replenishment	false	0.0000	0	false	3		true	0	0		0
wh2_dlc17_silent_sanctum_transport_0	wh2_dlc17_silent_sanctum_transport	0	3	5000	0		false	false			true	wh2_dlc17_silent_sanctum_transport	false	0.0000	0	false	5		true	0	0		0
wh2_dlc17_silent_sanctum_upkeep_0	wh2_dlc17_silent_sanctum_upkeep	0	1	1500	0		false	false			true	wh2_dlc17_silent_sanctum_upkeep	false	0.0000	0	false	3		true	0	0		0
wh2_dlc17_silent_sanctum_upkeep_1	wh2_dlc17_silent_sanctum_upkeep	1	2	3000	0		false	false			true	wh2_dlc17_silent_sanctum_upkeep	false	0.0000	0	false	4		true	0	0		0
wh2_dlc17_special_ironbrows_workshop	wh2_dlc17_special_ironbrows_workshop	0	4	8000	0		false	false			true	wh2_dlc17_special_ironbrows_workshop	true	0.0000	0	true	4		true	0	0		0
wh2_dlc17_special_lost_underway_junction	wh2_dlc17_special_lost_underway_junction	0	3	6000	0		false	false			true	wh2_dlc17_special_lost_underway_junction	true	0.0000	0	true	3		true	0	0		0
wh2_dlc17_special_marienburg_port_beastmen_1	wh2_dlc17_special_marienburg_port_beastmen	1	1	0	0		false	false			true	wh_dlc03_BEASTMEN_port	false	0.0000	0	true	1		true	0	0		0
wh2_dlc17_special_marienburg_port_beastmen_ruin	wh2_dlc17_special_marienburg_port_beastmen	0	1	0	0		false	false			true	wh_dlc03_BEASTMEN_port	false	0.0000	0	false	0		true	0	0		0
wh2_main_brt_defence_norsca_1	wh2_main_brt_defence_norsca	0	2	2000	0		false	false			true	wh_main_BRETONNIA_garrison	false	0.0000	0	true	2		true	0	0		0
wh2_main_brt_resource_animals_1	wh2_main_brt_resource_animals	0	1	500	0		false	false			true	wh2_main_emp_resource_animals	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_animals_2	wh2_main_brt_resource_animals	1	2	1000	0		false	false			true	wh2_main_emp_resource_animals	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_animals_3	wh2_main_brt_resource_animals	2	3	2000	0		false	false			true	wh2_main_emp_resource_animals	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_dyes_1	wh2_main_brt_resource_dyes	0	1	500	0		false	false			true	wh_main_HUMAN_resource_dyes	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_dyes_2	wh2_main_brt_resource_dyes	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_dyes	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_dyes_3	wh2_main_brt_resource_dyes	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_dyes	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_furs_1	wh2_main_brt_resource_furs	0	1	500	0		false	false			true	wh_main_HUMAN_resource_furs	true	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_furs_2	wh2_main_brt_resource_furs	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_furs	true	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_furs_3	wh2_main_brt_resource_furs	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_furs	true	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_gemstones_1	wh2_main_brt_resource_gemstones	0	2	500	0		false	false			true	wh_main_HUMAN_resource_gemstones	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_gemstones_2	wh2_main_brt_resource_gemstones	1	3	1000	0		false	false			true	wh_main_HUMAN_resource_gemstones	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_gemstones_3	wh2_main_brt_resource_gemstones	2	4	2000	0		false	false			true	wh_main_HUMAN_resource_gemstones	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_gold_1	wh2_main_brt_resource_gold	0	2	500	0		false	false			true	wh_main_HUMAN_resource_gold	true	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_gold_2	wh2_main_brt_resource_gold	1	3	1000	0		false	false			true	wh_main_HUMAN_resource_gold	true	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_gold_3	wh2_main_brt_resource_gold	2	4	2000	0		false	false			true	wh_main_HUMAN_resource_gold	true	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_iron_1	wh2_main_brt_resource_iron	0	2	500	0		false	false			true	wh_main_HUMAN_resource_iron	true	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_iron_2	wh2_main_brt_resource_iron	1	3	1000	0		false	false			true	wh_main_HUMAN_resource_iron	true	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_iron_3	wh2_main_brt_resource_iron	2	4	2000	0		false	false			true	wh_main_HUMAN_resource_iron	true	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
wh2_main_brt_resource_marble_1	wh2_main_brt_resource_marble	0	1	500	0		false	false			true	wh_main_HUMAN_resource_marble	true	0.0000	0	true	1	wh_cam_resource_quarry	true	0	0		0
wh2_main_brt_resource_marble_2	wh2_main_brt_resource_marble	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_marble	true	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0
wh2_main_brt_resource_marble_3	wh2_main_brt_resource_marble	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_marble	true	0.0000	0	true	3	wh_cam_resource_quarry	true	0	0		0
wh2_main_brt_resource_medicine_1	wh2_main_brt_resource_medicine	0	1	500	0		false	false			true	wh2_main_emp_resource_medicine	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_medicine_2	wh2_main_brt_resource_medicine	1	2	1000	0		false	false			true	wh2_main_emp_resource_medicine	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_medicine_3	wh2_main_brt_resource_medicine	2	3	2000	0		false	false			true	wh2_main_emp_resource_medicine	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_obsidian_1	wh2_main_brt_resource_obsidian	0	1	500	0		false	false			true	wh2_main_emp_resource_obsidian	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_obsidian_2	wh2_main_brt_resource_obsidian	1	2	1000	0		false	false			true	wh2_main_emp_resource_obsidian	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_obsidian_3	wh2_main_brt_resource_obsidian	2	3	2000	0		false	false			true	wh2_main_emp_resource_obsidian	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_pastures_1	wh2_main_brt_resource_pastures	0	1	500	0		false	false			true	wh_main_HUMAN_resource_pastures	true	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_pastures_2	wh2_main_brt_resource_pastures	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_pastures	true	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_pastures_3	wh2_main_brt_resource_pastures	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_pastures	true	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0
wh2_main_brt_resource_pottery_1	wh2_main_brt_resource_pottery	0	1	500	0		false	false			true	wh_main_HUMAN_resource_pottery	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_pottery_2	wh2_main_brt_resource_pottery	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_pottery	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_pottery_3	wh2_main_brt_resource_pottery	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_pottery	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_salt_1	wh2_main_brt_resource_salt	0	1	500	0		false	false			true	wh_main_HUMAN_resource_salt	true	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_salt_2	wh2_main_brt_resource_salt	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_salt	true	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_salt_3	wh2_main_brt_resource_salt	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_salt	true	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_spices_1	wh2_main_brt_resource_spices	0	1	500	0		false	false			true	wh2_main_emp_resource_spices	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_spices_2	wh2_main_brt_resource_spices	1	2	1000	0		false	false			true	wh2_main_emp_resource_spices	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_spices_3	wh2_main_brt_resource_spices	2	3	2000	0		false	false			true	wh2_main_emp_resource_spices	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_brt_resource_timber_1	wh2_main_brt_resource_timber	0	1	500	0		false	false			true	wh_main_HUMAN_resource_timber	true	0.0000	0	true	1	wh_cam_resource_lumber_mill	true	0	0		0
wh2_main_brt_resource_timber_2	wh2_main_brt_resource_timber	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_timber	true	0.0000	0	true	2	wh_cam_resource_lumber_mill	true	0	0		0
wh2_main_brt_resource_timber_3	wh2_main_brt_resource_timber	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_timber	true	0.0000	0	true	3	wh_cam_resource_lumber_mill	true	0	0		0
wh2_main_brt_resource_wine_1	wh2_main_brt_resource_wine	0	1	500	0		false	false			true	wh_main_HUMAN_resource_wine	true	0.0000	0	true	1	wh_cam_resource_vineyard	true	0	0		0
wh2_main_brt_resource_wine_2	wh2_main_brt_resource_wine	1	2	1000	0		false	false			true	wh_main_HUMAN_resource_wine	true	0.0000	0	true	2	wh_cam_resource_vineyard	true	0	0		0
wh2_main_brt_resource_wine_3	wh2_main_brt_resource_wine	2	3	2000	0		false	false			true	wh_main_HUMAN_resource_wine	true	0.0000	0	true	3	wh_cam_resource_vineyard	true	0	0		0
wh2_main_def_barracks_1	wh2_main_def_barracks	0	1	750	0		false	false			true	wh2_main_def_barracks	false	0.0000	0	true	1		true	0	0		0
wh2_main_def_barracks_2	wh2_main_def_barracks	1	2	1500	0		false	false			true	wh2_main_def_barracks	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_barracks_3	wh2_main_def_barracks	2	3	2500	0		false	false			true	wh2_main_def_barracks	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_beasts_1	wh2_main_def_beasts	0	4	3000	0		false	false			true	wh2_main_def_beasts	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_beasts_2	wh2_main_def_beasts	1	5	5000	0		false	false			true	wh2_main_def_beasts	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_beasts_3	wh2_main_def_beasts	2	6	10000	0		false	false			true	wh2_main_def_beasts	false	0.0000	0	true	5		true	0	0		0
wh2_main_def_coldones_1	wh2_main_def_coldones	0	5	5000	0		false	false			true	wh2_main_def_coldones	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_coldones_2	wh2_main_def_coldones	1	6	10000	0		false	false			true	wh2_main_def_coldones	false	0.0000	0	true	5		true	0	0		0
wh2_main_def_defence_major_1	wh2_main_def_defence_major	0	4	2000	0		false	false			true	wh2_main_def_defence_major	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_defence_major_2	wh2_main_def_defence_major	1	5	4000	0		false	false			true	wh2_main_def_defence_major	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_defence_major_3	wh2_main_def_defence_major	2	6	6000	0		false	false			true	wh2_main_def_defence_major	false	0.0000	0	true	5		true	0	0		0
wh2_main_def_defence_minor_1	wh2_main_def_defence_minor	0	4	2000	0		false	false			true	wh2_main_def_defence_minor	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_defence_minor_2	wh2_main_def_defence_minor	1	5	4000	0		false	false			true	wh2_main_def_defence_minor	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_defence_norsca_1	wh2_main_def_defence_norsca	0	4	2000	0		false	false			true	wh2_main_def_defence_minor	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_exiles_1	wh2_main_def_exiles	0	2	1500	0		false	false			true	wh2_main_def_exiles	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_exiles_2	wh2_main_def_exiles	1	3	2500	0		false	false			true	wh2_main_def_exiles	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_farm_1	wh2_main_def_farm	0	1	500	0		false	false			true	wh2_main_def_farm	false	0.0000	0	true	1		true	0	0		0
wh2_main_def_farm_2	wh2_main_def_farm	1	2	1000	0		false	false			true	wh2_main_def_farm	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_farm_3	wh2_main_def_farm	2	3	1500	0		false	false			true	wh2_main_def_farm	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_industry_1	wh2_main_def_industry	0	1	500	0		false	false			true	wh2_main_def_industry	false	0.0000	0	true	1		true	0	0		0
wh2_main_def_industry_2	wh2_main_def_industry	1	2	1000	0		false	false			true	wh2_main_def_industry	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_industry_3	wh2_main_def_industry	2	3	1500	0		false	false			true	wh2_main_def_industry	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_murder_1	wh2_main_def_murder	0	5	5000	0		false	false			true	wh2_main_def_murder	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_murder_2	wh2_main_def_murder	1	6	10000	0		false	false			true	wh2_main_def_murder	false	0.0000	0	true	5		true	0	0		0
wh2_main_def_order_1	wh2_main_def_order	0	2	1500	0		false	false			true	wh2_main_def_order	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_order_2	wh2_main_def_order	1	3	2000	0		false	false			true	wh2_main_def_order	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_order_3	wh2_main_def_order	2	4	3000	0		false	false			true	wh2_main_def_order	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_pleasure_cult_1	wh2_main_def_pleasure_cult	0	1	1000	0		false	false			true	wh2_main_def_pleasure_cult	false	0.0000	0	true	1		true	0	0		0
wh2_main_def_pleasure_cult_2	wh2_main_def_pleasure_cult	1	2	1500	0		false	false			true	wh2_main_def_pleasure_cult	false	0.0000	0	true	2		true	0	0		0
wh2_main_def_pleasure_cult_3	wh2_main_def_pleasure_cult	2	3	2000	0		false	false			true	wh2_main_def_pleasure_cult	false	0.0000	0	true	3		true	0	0		0
wh2_main_def_pleasure_cult_4	wh2_main_def_pleasure_cult	3	4	3000	0		false	false			true	wh2_main_def_pleasure_cult	false	0.0000	0	true	4		true	0	0		0
wh2_main_def_pleasure_cult_5	wh2_main_def_pleasure_cult	4	5	4000	0		false	false			true	wh2_main_def_pleasure_cult	false	0.0000	0	true	5		true	0	0		0
wh2_main_def_port_1	wh2_main_def_port	1	2	1500	0		false	false			true	wh_main_HUMAN_port	false	0.0000	0	true	1	Wh_Cam_Settlement_Port_Dark_Elves	true	0	0		0
wh2_main_def_port_2	wh2_main_def_port	2	4	3000	0		false	false			true	wh_main_HUMAN_port	false	0.0000	0	true	3	Wh_Cam_Settlement_Port_Dark_Elves	true	0	0		0
wh2_main_def_port_3	wh2_main_def_port	3	6	6000	0		false	false			true	wh_main_HUMAN_port	false	0.0000	0	true	5	Wh_Cam_Settlement_Port_Dark_Elves	true	0	0		0
wh2_main_def_port_ruin	wh2_main_def_port	0	1	0	0		false	false			true	wh_main_HUMAN_port	false	0.0000	0	false	0	wh_cam_settlement_generic_port	true	0	0		0
wh2_main_def_resource_animals_1	wh2_main_def_resource_animals	0	1	500	0		false	false			true	wh2_main_def_resource_animals	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_animals_2	wh2_main_def_resource_animals	1	2	1000	0		false	false			true	wh2_main_def_resource_animals	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_animals_3	wh2_main_def_resource_animals	2	3	2000	0		false	false			true	wh2_main_def_resource_animals	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_dyes_1	wh2_main_def_resource_dyes	0	1	500	0		false	false			true	wh2_main_def_resource_dyes	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_dyes_2	wh2_main_def_resource_dyes	1	2	1000	0		false	false			true	wh2_main_def_resource_dyes	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_dyes_3	wh2_main_def_resource_dyes	2	3	2000	0		false	false			true	wh2_main_def_resource_dyes	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
wh2_main_def_resource_furs_1	wh2_main_def_resource_furs	0	1	500	0		false	false			true	wh2_main_def_resource_furs	false	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0
wh2_main_def_resource_furs_2	wh2_main_def_resource_furs	1	2	1000	0		false	false			true	wh2_main_def_resource_furs	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_main_def_resource_furs_3	wh2_main_def_resource_furs	2	3	2000	0		false	false			true	wh2_main_def_resource_furs	false	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0
wh2_main_def_resource_gems_1	wh2_main_def_resource_gems	0	2	500	0		false	false			true	wh2_main_def_resource_gems	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
wh2_main_def_resource_gems_2	wh2_main_def_resource_gems	1	3	1000	0		false	false			true	wh2_main_def_resource_gems	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_main_def_resource_gems_3	wh2_main_def_resource_gems	2	4	2000	0		false	false			true	wh2_main_def_resource_gems	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
