vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height
wh2_main_bound_pit_of_shades	120		0	5	13.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\pit_of_shades.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_bound_viletide	0		23	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/viletide.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_character_abilities_arcane_vassal	0		24	12	1.0000	35.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_arcane_vassel.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_character_abilities_swiftness_of_itzl	0		0	0	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_main_abilities_swiftness_of_itzl.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_main_character_abilities_verminous_valour	0		0	0	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_main_abilities_verminous_valour.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_main_item_abilities_black_dragon_egg	0		0	16	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_black_dragon_egg.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_item_bound_gilded_horn_of_galon_konook	170		14	7	13.0000	25.0000	7.0000	false	1.0000	3.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_dlc20_gehennas_golden_hounds_main.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_lord_abilities_gaze_of_malice	0		32	0	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_gaze_of_malice.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	12.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_lord_abilities_the_ruination_of_cities	360		36	16	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_ruination_of_cities.csc	225.0000	target_near_edge	1.ignore		0.0000	0.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_mount_bound_pestilent_breath	0		20	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_pestilent_breath.csc	135.0000	activator_front	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_dark_magic_bladewind	170		14	4	7.0000	22.0000	10.0000	true	1.0000	4.0000	10.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_dark_bladewind.csc	30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_dark_magic_bladewind_upgraded	170		14	4	14.0000	22.0000	10.0000	true	1.0000	3.0000	10.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_dark_bladewind_upgraded.csc	30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_dark_magic_chillwind	5	wh2_main_spell_dark_magic_chillwind	0	16	1.0000	12.0000	6.0000	false	0.1000	60.0000	6.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_dark_chillwind.csc	125.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_dark_magic_chillwind_upgraded	5	wh2_main_spell_dark_magic_chillwind_upgraded	0	16	1.0000	12.0000	6.0000	false	0.1000	60.0000	6.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_dark_chillwind.csc	125.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_high_magic_fiery_convocation	0		0	35	3.0000	30.0000	7.0000	false	0.0000	44.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\wh2_fiery_convocation.csc	30.0000	target_near_edge	1.ignore		0.0000	4.6000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_high_magic_fiery_convocation_upgraded	0		0	60	3.0000	30.0000	7.0000	false	0.0000	44.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\wh2_fiery_convocation.csc	30.0000	target_near_edge	1.ignore		0.0000	4.6000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_plague_pestilent_breath	0		20	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_pestilent_breath.csc	135.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_plague_pestilent_breath_upgraded	0	wh_main_unit_contact_poison	30	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_pestilent_breath.csc	135.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_plague_plague	0		0	8	20.0000	0.8000	14.0000	true	0.0000	0.0000	5.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_plague_plague.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_plague_plague_upgraded	0		0	12	20.0000	0.8000	14.0000	true	0.0000	0.0000	5.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_plague_plague.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_ruin_cracks_call	0		0	35	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_cracks_call.csc	150.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_ruin_cracks_call_upgraded	0		35	35	1.0000	15.0000	7.0000	false	0.0000	60.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_cracks_call.csc	200.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_ruin_scorch	0		36	0	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh2_main_ruin_scorch.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_spell_ruin_scorch_upgraded	0		36	0	6.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh2_main_ruin_scorch.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_weapon_abilities_sunfang	0		32	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_sunfang.csc	135.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc20_abilities_violent_wind	0	wh3_dlc20_unit_contact_corrosion	16	4	3.0000	40.0000	7.0000	false	0.0000	0.0000	2.0000	0.0000	false	composite_scene\spells_and_abilities\wh3_dlc20_ability_violent_wind.csc	450.0000	target_centre	1.ignore		0.0000	2.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc20_weapon_abilities_the_spear_slaupnir	0		30	30	1.0000	40.0000	4.0000	false	0.0000	80.0000	4.0000	1.0000	true	composite_scene/spells_and_abilities/wh3_dlc20_ability_spear_of_slaupnir.csc	40.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc23_army_abilities_guns_of_zharr	0		10	20	1.0000	26.0000	15.0000	false	0.0000	55.0000	10.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc23_army_abilities_wrath_of_zharr	0		10	12	1.0000	26.0000	9.0000	false	0.0000	55.0000	7.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc23_chd_dreadquake_mortar	0	wh2_dlc11_unit_contact_monstrous_impact	1	3	10.0000	40.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene\spells_and_abilities\wh3_dlc23_dreadquake_earthquake_vortex.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc23_chd_magma_cannon	0		0	12	6.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	1.0000	false	composite_scene\spells_and_abilities\wh3_dlc23_magma_cannon_vortex.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc23_item_abilities_daemon_flask_of_ashak	0	wh3_dlc23_item_contact_daemon_flask_of_ashak	1	3	5.0000	40.0000	15.0000	false	0.0000	0.0000	0.5000	0.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_daemon_flask_of_ashak_earthquake.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_dlc23_item_abilities_hammer_of_smednir	0		10	20	1.0000	25.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_wrath_and_ruin.csc	225.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000	wh2_dlc17_ability_rune_of_wrath_and_ruin_windup	1.0000	false	circle	0.0000	0.0000
wh3_dlc23_spell_hashut_burning_wrath	360		14	4	5.0000	-20.0000	3.0000	false	0.1000	2.0000	3.0000	1.0000	true	composite_scene/spells_and_abilities/wh3_dlc23_burning_wrath_vortex.csc	200.0000	target_centre	1.ignore		0.0000	0.1000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc23_spell_hashut_flames_of_azgorh	0		36	20	5.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\empty.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc23_spell_hashut_flames_of_azgorh_upgraded	0		36	40	5.0000	-20.0000	7.0000	false	0.0000	0.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\empty.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc23_spell_hashut_hell_hammer	0		24	24	1.0000	60.0000	5.0000	false	0.0000	60.0000	0.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_abilities_hashut_hell_hammer.csc	450.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_dlc23_spell_hashut_hell_hammer_upgraded	0		24	24	1.5000	60.0000	5.0000	false	0.0000	60.0000	0.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_dlc23_abilities_hashut_hell_hammer_upgraded.csc	450.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_army_abilities_blade_of_khorne	0		48	24	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_kho_army_abilities_blade_of_khorne.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_army_abilities_thunder_charge	0		0	24	4.0000	28.0000	7.0000	false	0.0000	12.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_army_abilities_thunder_charge.csc	4000.0000	target_near_edge	1.ignore		0.0000	2.5000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_cataclysm_fire_magma_storm	0		16	12	12.0000	10.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_cataclysm_magma_storm.csc	40.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_cataclysm_metal_gehennas_golden_globe	10		0	36	10.0000	20.0000	7.0000	false	0.5000	18.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_cataclysm_gehennas_golden_globe.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_character_abilities_eruption	0		25	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_abilities_eruption.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_character_abilities_flame_incarnate	0		9	0	24.0000	14.0000	7.0000	false	0.0000	0.0000	7.0000	1.0000	true	composite_scene/spells_and_abilities/wh3_abilities_flame_incarnate.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_character_abilities_glacial_blast	0	wh_dlc08_unit_contact_frostbite	10	5	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_ability_glacial_blast.csc	200.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_daemon_arms_abilities_blue_fire	0	wh3_main_unit_contact_warpflame	16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/wh3_main_daemon_blue_fire.csc	70.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_daemon_arms_abilities_blue_fire_upgraded	0	wh3_main_unit_contact_warpflame	32	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/wh3_main_daemon_blue_fire.csc	70.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_daemon_body_passive_foreboding_ignition	0		48	64	1.0000	40.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_daemon_foreboding_ignition.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_daemon_head_abilities_sonic_boom	0	wh3_main_unit_contact_disorientated	0	4	2.0000	30.0000	30.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene/spells_and_abilities/wh3_main_daemon_sonic_boom.csc	450.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_item_abilities_bangstick	0		16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_sartosa_grapeshot.csc	135.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_item_abilities_crackleblaze	0		25	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh3_abilities_eruption.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_item_abilities_crystal_of_kunlan	0		8	10	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	6.0000	true	composite_scene/spells_and_abilities/wh3_main_daemon_foreboding_ignition.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_main_item_abilities_kovsh_breath	0		16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wind_blast.csc	135.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_lord_abilities_burning_rage	0		25	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/wh3_main_abilities_burning_rage.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_lord_passive_wrath_of_khorne	0		76	180	1.0000	15.0000	3.0000	false	0.0000	0.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_abilities_wrath_of_khorne.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_great_maw_bonecrusher	0		32	32	1.0000	16.0000	8.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_great_maw_bonecrusher.csc	450.0000	target_centre	1.ignore		0.0000	3.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_great_maw_bonecrusher_upgraded	0		32	64	1.0000	16.0000	8.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_great_maw_bonecrusher.csc	450.0000	target_centre	1.ignore		0.0000	3.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_great_maw_the_maw	0		32	16	1.0000	40.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_great_maw_the_maw.csc	200.0000	target_centre	1.ignore		0.0000	1.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_great_maw_the_maw_upgraded	0		48	24	1.0000	40.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_great_maw_the_maw.csc	200.0000	target_centre	1.ignore		0.0000	1.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_ice_ice_maidens_kiss	0	wh_dlc08_unit_contact_frostbite	18	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_ice_ice_maidens_kiss.csc	100.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_ice_ice_maidens_kiss_upgraded	0	wh_dlc08_unit_contact_frostbite	36	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_ice_ice_maidens_kiss.csc	100.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_nurgle_pestilent_pustule	0		32	16	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_nurgle_pestilent_pustule.csc	200.0000	target_centre	1.ignore		0.0000	6.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_nurgle_pestilent_pustule_upgraded	0		48	24	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_nurgle_pestilent_pustule.csc	200.0000	target_centre	1.ignore		0.0000	6.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_nurgle_stream_of_corruption	0	wh_main_unit_contact_poison	0	24	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_nurgle_stream_of_corruption.csc	350.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_nurgle_stream_of_corruption_upgraded	0	wh_main_unit_contact_poison	0	36	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_nurgle_stream_of_corruption.csc	350.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_slaanesh_lash_of_slaanesh	0		0	12	0.5000	18.0000	12.0000	false	0.0000	80.0000	3.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_slaanesh_lash_of_slaanesh.csc	135.0000	target_near_edge	1.ignore		0.0000	0.7000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_slaanesh_lash_of_slaanesh_upgraded	0		0	24	0.5000	18.0000	12.0000	false	0.0000	80.0000	3.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_slaanesh_lash_of_slaanesh.csc	135.0000	target_near_edge	1.ignore		0.0000	0.7000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_biting_wind	5		18	8	8.0000	1.0000	8.0000	true	1.0000	20.0000	4.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_tempest_biting_wind.csc	170.0000	target_near_edge	1.ignore		0.0000	3.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_biting_wind_upgraded	5		18	18	8.0000	1.0000	8.0000	true	1.0000	20.0000	4.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_tempest_biting_wind.csc	170.0000	target_near_edge	1.ignore		0.0000	3.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_blizzard	0	wh_dlc08_unit_contact_frostbite	0	4	15.0000	-20.0000	20.0000	false	0.0000	0.0000	20.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_tempest_blizzard.csc	90.0000	target_centre	1.ignore		0.0000	2.3000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_blizzard_upgraded	0	wh_dlc08_unit_contact_frostbite	0	8	15.0000	-20.0000	20.0000	false	0.0000	0.0000	20.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_tempest_blizzard.csc	90.0000	target_centre	1.ignore		0.0000	2.3000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_hawks_of_miska	170	wh3_main_spell_tempest_hawks_of_miska	6	0	20.0000	15.0000	15.0000	true	1.0000	4.0000	15.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_tempest_hawks_of_miska.csc	70.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tempest_hawks_of_miska_upgraded	170	wh3_main_spell_tempest_hawks_of_miska_upgraded	9	0	20.0000	15.0000	15.0000	true	1.0000	4.0000	15.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_tempest_hawks_of_miska_upgraded.csc	70.0000	target_centre	1.ignore		0.0000	1.0000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_infernal_gateway	120		0	5	15.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_infernal_gateway.csc	70.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_infernal_gateway_upgraded	120		0	8	15.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_infernal_gateway.csc	70.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_pink_fire_of_tzeentch	0	wh3_main_unit_contact_warpflame	16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_pink_fire.csc	70.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_pink_fire_of_tzeentch_upgraded	0	wh3_main_unit_contact_warpflame	32	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_pink_fire.csc	70.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_tzeentchs_firestorm	360	wh3_main_unit_contact_warpflame	9	4	17.0000	-22.0000	7.0000	true	2.0000	4.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_firestorm.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded	360	wh3_main_unit_contact_warpflame	9	8	17.0000	-22.0000	7.0000	true	2.0000	4.0000	7.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_tzeentch_firestorm.csc	40.0000	target_centre	1.ignore		0.0000	3.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yang_constellation_of_the_dragon	0		32	16	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_yang_constellation.csc	200.0000	target_centre	1.ignore		0.0000	3.1000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yang_constellation_of_the_dragon_upgraded	0		48	24	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_yang_constellation.csc	200.0000	target_centre	1.ignore		0.0000	3.1000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yang_dragons_breath	0		21	0	1.5000	6.0000	9.0000	false	0.0000	25.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yang_dragons_breath_upgraded	0		42	0	1.5000	6.0000	9.0000	false	0.0000	25.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
