campaign_group	effect_bundle	effect_type
wh3_dlc20_chs_authority_undivided_4	wh3_dlc20_bundle_chs_authority_undivided_4	ABSOLUTE_VALUE
wh3_dlc20_chs_authority_undivided_5	wh3_dlc20_bundle_chs_authority_undivided_5	ABSOLUTE_VALUE
wh3_dlc20_chs_authority_undivided_6	wh3_dlc20_bundle_chs_authority_undivided_6	ABSOLUTE_VALUE
wh3_dlc20_chs_authority_undivided_7	wh3_dlc20_bundle_chs_authority_undivided_7	ABSOLUTE_VALUE
wh3_dlc20_chs_authority_undivided_8	wh3_dlc20_bundle_chs_authority_undivided_8	ABSOLUTE_VALUE
wh3_dlc20_chs_authority_undivided_9	wh3_dlc20_bundle_chs_authority_undivided_9	ABSOLUTE_VALUE
wh3_dlc20_winds_of_magic_vilitch_high	wh3_dlc20_winds_of_magic_vilitch_high	ABSOLUTE_VALUE
wh3_main_corruption_chaos_0	wh3_main_bundle_corruption_chaos_0	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_1-10	wh3_main_bundle_corruption_chaos_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_11-20	wh3_main_bundle_corruption_chaos_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_21-30	wh3_main_bundle_corruption_chaos_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_31-40	wh3_main_bundle_corruption_chaos_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_41-50	wh3_main_bundle_corruption_chaos_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_51-60	wh3_main_bundle_corruption_chaos_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_61-70	wh3_main_bundle_corruption_chaos_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_71-80	wh3_main_bundle_corruption_chaos_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_81-90	wh3_main_bundle_corruption_chaos_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_chaos_bad_91-100	wh3_main_bundle_corruption_chaos_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_1-10	wh3_main_corruption_chaos_chd_1-10	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_11-20	wh3_main_corruption_chaos_chd_11-20	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_21-30	wh3_main_corruption_chaos_chd_21-30	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_31-40	wh3_main_corruption_chaos_chd_31-40	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_41-50	wh3_main_corruption_chaos_chd_41-50	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_51-60	wh3_main_corruption_chaos_chd_51-60	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_61-70	wh3_main_corruption_chaos_chd_61-70	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_71-80	wh3_main_corruption_chaos_chd_71-80	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_81-90	wh3_main_corruption_chaos_chd_81-90	ABSOLUTE_VALUE
wh3_main_corruption_chaos_chd_91-100	wh3_main_corruption_chaos_chd_91-100	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_1-10	wh3_main_bundle_corruption_chaos_daemons_1-10	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_11-20	wh3_main_bundle_corruption_chaos_daemons_11-20	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_21-30	wh3_main_bundle_corruption_chaos_daemons_21-30	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_31-40	wh3_main_bundle_corruption_chaos_daemons_31-40	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_41-50	wh3_main_bundle_corruption_chaos_daemons_41-50	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_51-60	wh3_main_bundle_corruption_chaos_daemons_51-60	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_61-70	wh3_main_bundle_corruption_chaos_daemons_61-70	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_71-80	wh3_main_bundle_corruption_chaos_daemons_71-80	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_81-90	wh3_main_bundle_corruption_chaos_daemons_81-90	ABSOLUTE_VALUE
wh3_main_corruption_chaos_daemons_91-100	wh3_main_bundle_corruption_chaos_daemons_91-100	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_1-10	wh3_main_bundle_corruption_chaos_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_11-20	wh3_main_bundle_corruption_chaos_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_21-30	wh3_main_bundle_corruption_chaos_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_31-40	wh3_main_bundle_corruption_chaos_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_41-50	wh3_main_bundle_corruption_chaos_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_51-60	wh3_main_bundle_corruption_chaos_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_61-70	wh3_main_bundle_corruption_chaos_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_71-80	wh3_main_bundle_corruption_chaos_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_81-90	wh3_main_bundle_corruption_chaos_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_chaos_good_91-100	wh3_main_bundle_corruption_chaos_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_1-10	wh3_main_bundle_corruption_chaos_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_11-20	wh3_main_bundle_corruption_chaos_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_21-30	wh3_main_bundle_corruption_chaos_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_31-40	wh3_main_bundle_corruption_chaos_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_41-50	wh3_main_bundle_corruption_chaos_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_51-60	wh3_main_bundle_corruption_chaos_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_61-70	wh3_main_bundle_corruption_chaos_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_71-80	wh3_main_bundle_corruption_chaos_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_81-90	wh3_main_bundle_corruption_chaos_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_chaos_skaven_91-100	wh3_main_bundle_corruption_chaos_skaven_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_1-10	wh3_main_bundle_corruption_khorne_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_11-20	wh3_main_bundle_corruption_khorne_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_21-30	wh3_main_bundle_corruption_khorne_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_31-40	wh3_main_bundle_corruption_khorne_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_41-50	wh3_main_bundle_corruption_khorne_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_51-60	wh3_main_bundle_corruption_khorne_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_61-70	wh3_main_bundle_corruption_khorne_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_71-80	wh3_main_bundle_corruption_khorne_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_81-90	wh3_main_bundle_corruption_khorne_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_bad_91-100	wh3_main_bundle_corruption_khorne_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_1-10	wh3_main_bundle_corruption_khorne_chaos_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_11-20	wh3_main_bundle_corruption_khorne_chaos_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_21-30	wh3_main_bundle_corruption_khorne_chaos_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_31-40	wh3_main_bundle_corruption_khorne_chaos_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_41-50	wh3_main_bundle_corruption_khorne_chaos_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_51-60	wh3_main_bundle_corruption_khorne_chaos_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_61-70	wh3_main_bundle_corruption_khorne_chaos_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_71-80	wh3_main_bundle_corruption_khorne_chaos_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_81-90	wh3_main_bundle_corruption_khorne_chaos_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chaos_91-100	wh3_main_bundle_corruption_khorne_chaos_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_1-10	wh3_main_corruption_khorne_chd_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_11-20	wh3_main_corruption_khorne_chd_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_21-30	wh3_main_corruption_khorne_chd_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_31-40	wh3_main_corruption_khorne_chd_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_41-50	wh3_main_corruption_khorne_chd_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_51-60	wh3_main_corruption_khorne_chd_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_61-70	wh3_main_corruption_khorne_chd_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_71-80	wh3_main_corruption_khorne_chd_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_81-90	wh3_main_corruption_khorne_chd_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_chd_91-100	wh3_main_corruption_khorne_chd_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_1-10	wh3_main_bundle_corruption_khorne_daemons_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_11-20	wh3_main_bundle_corruption_khorne_daemons_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_21-30	wh3_main_bundle_corruption_khorne_daemons_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_31-40	wh3_main_bundle_corruption_khorne_daemons_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_41-50	wh3_main_bundle_corruption_khorne_daemons_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_51-60	wh3_main_bundle_corruption_khorne_daemons_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_61-70	wh3_main_bundle_corruption_khorne_daemons_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_71-80	wh3_main_bundle_corruption_khorne_daemons_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_81-90	wh3_main_bundle_corruption_khorne_daemons_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_daemons_91-100	wh3_main_bundle_corruption_khorne_daemons_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_1-10	wh3_main_bundle_corruption_khorne_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_11-20	wh3_main_bundle_corruption_khorne_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_21-30	wh3_main_bundle_corruption_khorne_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_31-40	wh3_main_bundle_corruption_khorne_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_41-50	wh3_main_bundle_corruption_khorne_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_51-60	wh3_main_bundle_corruption_khorne_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_61-70	wh3_main_bundle_corruption_khorne_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_71-80	wh3_main_bundle_corruption_khorne_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_81-90	wh3_main_bundle_corruption_khorne_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_good_91-100	wh3_main_bundle_corruption_khorne_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_1-10	wh3_main_bundle_corruption_khorne_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_11-20	wh3_main_bundle_corruption_khorne_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_21-30	wh3_main_bundle_corruption_khorne_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_31-40	wh3_main_bundle_corruption_khorne_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_41-50	wh3_main_bundle_corruption_khorne_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_51-60	wh3_main_bundle_corruption_khorne_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_61-70	wh3_main_bundle_corruption_khorne_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_71-80	wh3_main_bundle_corruption_khorne_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_81-90	wh3_main_bundle_corruption_khorne_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_khorne_skaven_91-100	wh3_main_bundle_corruption_khorne_skaven_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_1-10	wh3_main_bundle_corruption_nurgle_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_11-20	wh3_main_bundle_corruption_nurgle_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_21-30	wh3_main_bundle_corruption_nurgle_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_31-40	wh3_main_bundle_corruption_nurgle_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_41-50	wh3_main_bundle_corruption_nurgle_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_51-60	wh3_main_bundle_corruption_nurgle_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_61-70	wh3_main_bundle_corruption_nurgle_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_71-80	wh3_main_bundle_corruption_nurgle_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_81-90	wh3_main_bundle_corruption_nurgle_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_bad_91-100	wh3_main_bundle_corruption_nurgle_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_1-10	wh3_main_bundle_corruption_nurgle_chaos_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_11-20	wh3_main_bundle_corruption_nurgle_chaos_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_21-30	wh3_main_bundle_corruption_nurgle_chaos_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_31-40	wh3_main_bundle_corruption_nurgle_chaos_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_41-50	wh3_main_bundle_corruption_nurgle_chaos_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_51-60	wh3_main_bundle_corruption_nurgle_chaos_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_61-70	wh3_main_bundle_corruption_nurgle_chaos_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_71-80	wh3_main_bundle_corruption_nurgle_chaos_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_81-90	wh3_main_bundle_corruption_nurgle_chaos_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chaos_91-100	wh3_main_bundle_corruption_nurgle_chaos_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_1-10	wh3_main_corruption_nurgle_chd_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_11-20	wh3_main_corruption_nurgle_chd_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_21-30	wh3_main_corruption_nurgle_chd_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_31-40	wh3_main_corruption_nurgle_chd_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_41-50	wh3_main_corruption_nurgle_chd_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_51-60	wh3_main_corruption_nurgle_chd_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_61-70	wh3_main_corruption_nurgle_chd_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_71-80	wh3_main_corruption_nurgle_chd_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_81-90	wh3_main_corruption_nurgle_chd_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_chd_91-100	wh3_main_corruption_nurgle_chd_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_1-10	wh3_main_bundle_corruption_nurgle_daemons_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_11-20	wh3_main_bundle_corruption_nurgle_daemons_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_21-30	wh3_main_bundle_corruption_nurgle_daemons_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_31-40	wh3_main_bundle_corruption_nurgle_daemons_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_41-50	wh3_main_bundle_corruption_nurgle_daemons_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_51-60	wh3_main_bundle_corruption_nurgle_daemons_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_61-70	wh3_main_bundle_corruption_nurgle_daemons_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_71-80	wh3_main_bundle_corruption_nurgle_daemons_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_81-90	wh3_main_bundle_corruption_nurgle_daemons_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_daemons_91-100	wh3_main_bundle_corruption_nurgle_daemons_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_1-10	wh3_main_bundle_corruption_nurgle_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_11-20	wh3_main_bundle_corruption_nurgle_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_21-30	wh3_main_bundle_corruption_nurgle_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_31-40	wh3_main_bundle_corruption_nurgle_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_41-50	wh3_main_bundle_corruption_nurgle_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_51-60	wh3_main_bundle_corruption_nurgle_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_61-70	wh3_main_bundle_corruption_nurgle_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_71-80	wh3_main_bundle_corruption_nurgle_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_81-90	wh3_main_bundle_corruption_nurgle_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_good_91-100	wh3_main_bundle_corruption_nurgle_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_1-10	wh3_main_bundle_corruption_nurgle_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_11-20	wh3_main_bundle_corruption_nurgle_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_21-30	wh3_main_bundle_corruption_nurgle_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_31-40	wh3_main_bundle_corruption_nurgle_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_41-50	wh3_main_bundle_corruption_nurgle_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_51-60	wh3_main_bundle_corruption_nurgle_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_61-70	wh3_main_bundle_corruption_nurgle_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_71-80	wh3_main_bundle_corruption_nurgle_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_81-90	wh3_main_bundle_corruption_nurgle_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_nurgle_skaven_91-100	wh3_main_bundle_corruption_nurgle_skaven_91-100	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_1-10	wh3_main_bundle_corruption_skaven_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_11-20	wh3_main_bundle_corruption_skaven_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_21-30	wh3_main_bundle_corruption_skaven_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_31-40	wh3_main_bundle_corruption_skaven_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_41-50	wh3_main_bundle_corruption_skaven_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_51-60	wh3_main_bundle_corruption_skaven_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_61-70	wh3_main_bundle_corruption_skaven_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_71-80	wh3_main_bundle_corruption_skaven_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_81-90	wh3_main_bundle_corruption_skaven_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_skaven_bad_91-100	wh3_main_bundle_corruption_skaven_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_0	wh3_main_bundle_corruption_skaven_good_0	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_1-10	wh3_main_bundle_corruption_skaven_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_11-20	wh3_main_bundle_corruption_skaven_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_21-30	wh3_main_bundle_corruption_skaven_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_31-40	wh3_main_bundle_corruption_skaven_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_41-50	wh3_main_bundle_corruption_skaven_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_51-60	wh3_main_bundle_corruption_skaven_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_61-70	wh3_main_bundle_corruption_skaven_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_71-80	wh3_main_bundle_corruption_skaven_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_81-90	wh3_main_bundle_corruption_skaven_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_skaven_good_91-100	wh3_main_bundle_corruption_skaven_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_1-10	wh3_main_bundle_corruption_slaanesh_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_11-20	wh3_main_bundle_corruption_slaanesh_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_21-30	wh3_main_bundle_corruption_slaanesh_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_31-40	wh3_main_bundle_corruption_slaanesh_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_41-50	wh3_main_bundle_corruption_slaanesh_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_51-60	wh3_main_bundle_corruption_slaanesh_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_61-70	wh3_main_bundle_corruption_slaanesh_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_71-80	wh3_main_bundle_corruption_slaanesh_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_81-90	wh3_main_bundle_corruption_slaanesh_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_bad_91-100	wh3_main_bundle_corruption_slaanesh_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_1-10	wh3_main_bundle_corruption_slaanesh_chaos_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_11-20	wh3_main_bundle_corruption_slaanesh_chaos_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_21-30	wh3_main_bundle_corruption_slaanesh_chaos_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_31-40	wh3_main_bundle_corruption_slaanesh_chaos_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_41-50	wh3_main_bundle_corruption_slaanesh_chaos_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_51-60	wh3_main_bundle_corruption_slaanesh_chaos_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_61-70	wh3_main_bundle_corruption_slaanesh_chaos_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_71-80	wh3_main_bundle_corruption_slaanesh_chaos_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_81-90	wh3_main_bundle_corruption_slaanesh_chaos_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chaos_91-100	wh3_main_bundle_corruption_slaanesh_chaos_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_1-10	wh3_main_corruption_slaanesh_chd_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_11-20	wh3_main_corruption_slaanesh_chd_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_21-30	wh3_main_corruption_slaanesh_chd_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_31-40	wh3_main_corruption_slaanesh_chd_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_41-50	wh3_main_corruption_slaanesh_chd_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_51-60	wh3_main_corruption_slaanesh_chd_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_61-70	wh3_main_corruption_slaanesh_chd_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_71-80	wh3_main_corruption_slaanesh_chd_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_81-90	wh3_main_corruption_slaanesh_chd_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_chd_91-100	wh3_main_corruption_slaanesh_chd_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_1-10	wh3_main_corruption_slaanesh_cult_of_pleasure_1-10	ABSOLUTE_VALUE
