key	group	unit	xp
1952700218	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_irondrakes_0	9
1955377539	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_rotting_leviathan_0	0
1959744587	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_dlc04_emp_inf_free_company_militia_0	0
1961536180	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc17_lzd_mon_coatl_0	9
1964174189	wh2_main_rogue_group_boneclubbers_tribe	wh_dlc03_bst_inf_cygor_0	7
1968591014	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_inf_dryads_0	7
1968667820	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_longbeards	0
1970116662	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_crossbowmen	0
1975911490	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_dlc04_emp_inf_free_company_militia_0	0
1988720161	wh2_main_rogue_group_mangy_houndz	wh_main_grn_inf_goblin_spearmen	0
198885989	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_dreadspears_0	0
1988902553	wh2_main_rogue_group_hung_warband	wh3_main_kho_inf_chaos_warriors_0	6
1990394491	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_mon_necrofex_colossus_0	0
1994277006	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_wardancers_0	0
1995577520	wh2_main_rogue_group_troll_skullz	wh_main_grn_mon_trolls	5
1996745807	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_rotting_prometheans_0	0
1999818499	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_cav_grail_guardians_0	5
20	wh2_main_rogue_group_vashnaar	wh_dlc01_chs_inf_chosen_2	6
20045006	wh2_main_rogue_group_scions_of_tesseninck	wh_main_emp_cav_outriders_1	0
2008511699	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_warpfire_thrower	0
2015766459	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_art_mortar	0
2024708762	wh2_main_rogue_group_morrsliebs_howlers	wh_main_grn_inf_night_goblin_fanatics_1	7
202486549	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_minotaurs_1	5
2036544124	wh2_main_rogue_group_black_spider_tribe	wh_main_grn_cav_forest_goblin_spider_riders_1	8
2038525673	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_art_carronade	0
204687328	wh2_dlc09_rogue_black_creek_raiders	wh_dlc01_chs_mon_dragon_ogre_shaggoth	9
2047218199	wh2_main_rogue_group_beastcatchas	wh_dlc06_grn_inf_squig_herd_0	8
2051584503	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_black_ark_corsairs_0	0
2052067460	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_mon_star_dragon	0
2053230923	wh2_main_rogue_group_beastcatchas	wh3_main_ogr_mon_gorgers_0	8
2053712995	wh2_main_rogue_group_stuff_snatchers	wh2_main_skv_inf_death_runners_0	6
2060918082	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_spearmen_1	0
206752306	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_slayers	0
2073420327	wh2_main_rogue_group_vauls_expedition	wh2_main_hef_inf_spearmen_0	0
2076730044	wh2_main_rogue_group_mangy_houndz	wh_main_grn_inf_goblin_archers	0
2083471662	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_berserkers_0	0
2091736748	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_mon_skinwolves_1	0
21107522	wh2_main_rogue_group_vauls_expedition	wh2_main_hef_inf_spearmen_0	0
2111627765	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_ironbreakers	0
2112238121	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_zombie	0
211700316	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_veh_gyrocopter_1	0
2119633914	wh2_main_rogue_group_beastcatchas	wh2_main_lzd_mon_carnosaur_0	8
2120338951	wh2_main_rogue_group_abominations	wh_dlc03_bst_inf_razorgor_herd_0	7
2129039224	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_irondrakes_0	0
2132010113	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc17_lzd_inf_chameleon_stalkers_0	9
2132273232	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_mon_treeman_0	5
2136400047	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_art_reaper_bolt_thrower	0
2147252644	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_dlc10_def_mon_kharibdyss_0	0
215365918	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_mon_skinwolves_1	0
217726411	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_cav_hawk_riders_0	0
221285368	wh2_main_rogue_group_abominations	wh_dlc03_bst_inf_cygor_0	7
221697626	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_zombie	0
226248902	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_art_organ_gun	9
23292608	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_death_runners_0	0
236963922	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_1	0
239294081	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_wardancers_1	0
24	wh2_main_rogue_group_vashnaar	wh_dlc01_chs_inf_chosen_2	6
240217567	wh2_main_rogue_group_vashnaar	wh_main_chs_cav_chaos_knights_0	4
241278344	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_champions_1	0
243477029	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_art_helstorm_rocket_battery	7
245362336	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_0	0
248629807	wh2_main_rogue_group_troll_skullz	wh_main_grn_mon_giant	9
256150502	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_inf_temple_guards	9
257949852	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_deck_gunners_0	0
26	wh2_main_rogue_group_tor_elithis	wh2_main_hef_inf_lothern_sea_guard_1	5
266788644	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_art_mortar	0
27768570	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_inf_orc_boyz	0
281786410	wh2_main_rogue_group_troll_skullz	wh_main_grn_mon_trolls	5
291801743	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_cav_questing_knights_0	5
296137781	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_mon_skinwolves_1	0
29682618	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_thunderers_0	0
302017858	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_darkshards_0	0
303793618	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_inf_savage_orc_big_uns	9
303937706	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_saurus_warriors_1	7
304488026	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_cav_hawk_riders_0	0
307273418	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_guard_0	0
30990014	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_art_great_cannon	0
31	wh2_main_rogue_group_tor_elithis	wh2_main_hef_cav_ellyrian_reavers_1	5
317904505	wh2_main_rogue_group_boneclubbers_tribe	wh_main_grn_inf_black_orcs	5
319541642	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_veh_gyrocopter_1	0
33	wh2_main_rogue_group_tor_elithis	wh2_main_hef_inf_archers_1	5
335602925	wh2_main_rogue_group_gerhardts_mercenaries	wh_main_grn_inf_black_orcs	9
336394391	wh2_main_rogue_group_pirates_of_the_far_sea	wh_dlc04_emp_inf_free_company_militia_0	0
339673402	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_cav_hexwraiths	0
352401259	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_mon_bastiladon_2	9
356864261	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_dlc10_def_mon_feral_manticore_0	0
357538626	wh2_main_rogue_group_vashnaar	wh_main_chs_inf_chosen_0	5
358252799	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_art_carronade	0
358587995	wh2_main_rogue_group_scourge_of_aquitaine	wh_main_brt_cav_grail_knights	6
360967160	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_inf_depth_guard_1	0
362638865	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_saurus_warriors_1	7
364019160	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_irondrakes_0	0
368096308	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_dreadspears_0	0
368221757	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_inf_savage_orc_arrer_boyz	7
369874136	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_inf_savage_orc_arrer_boyz	7
370459773	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_slayers	9
379347059	wh2_main_rogue_group_abominations	wh_main_vmp_inf_crypt_ghouls	9
379947931	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_cav_royal_hippogryph_knights_0	9
385096444	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_art_organ_gun	0
389470060	wh2_main_rogue_group_morrsliebs_howlers	wh2_main_skv_veh_doomwheel	6
39	wh2_main_rogue_group_tor_elithis	wh2_main_hef_inf_spearmen_0	5
390383748	wh2_main_rogue_group_mangy_houndz	wh_main_grn_cav_goblin_wolf_riders_0	0
396781743	wh2_main_rogue_group_morrsliebs_howlers	wh_dlc07_brt_inf_grail_reliquae_0	9
39699731	wh2_main_rogue_group_jerrods_errantry	wh_dlc04_emp_cav_knights_blazing_sun_0	9
400768818	wh2_main_rogue_group_scions_of_tesseninck	wh_main_emp_cav_empire_knights	0
412472026	wh2_main_rogue_group_abominations	wh_dlc03_bst_mon_chaos_spawn_0	6
413359858	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_berserkers_0	0
417294431	wh2_main_rogue_group_pirates_of_the_far_sea	wh_dlc04_emp_inf_free_company_militia_0	0
417804968	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0
419109231	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_waywatchers_0	0
421811126	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_veh_steam_tank	9
429864778	wh2_main_rogue_group_black_spider_tribe	wh2_main_lzd_mon_bastiladon_0	9
43238095	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_inf_lothern_sea_guard_1	0
435928962	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc04_emp_inf_flagellants_0	7
442995984	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_halberdiers	0
447723233	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_art_warp_lightning_cannon	0
454534315	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_art_cannon	9
45819329	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_handgunners	0
465276239	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_cav_dragon_princes	0
478591021	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_art_goblin_rock_lobber	0
482814020	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_art_great_cannon	0
483706686	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_inf_black_guard_0	5
489872426	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc04_emp_cav_knights_blazing_sun_0	5
49	wh2_main_rogue_group_tor_elithis	wh2_main_hef_cav_dragon_princes	5
490586757	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_inf_black_guard_0	5
496458038	wh2_main_rogue_group_jerrods_errantry	wh_main_emp_art_mortar	7
499291659	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_champions_1	0
500038373	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_irondrakes_0	0
501952916	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_dryads_0	0
50527471	wh2_main_rogue_group_scourge_of_aquitaine	wh_main_brt_cav_pegasus_knights	7
506936815	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_inf_orc_boyz	0
508904100	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_mon_vargheists	0
51	wh2_main_rogue_group_tor_elithis	wh2_main_hef_mon_great_eagle	5
5105131	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_cav_outriders_1	6
521234070	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_0	0
52242170	wh2_main_rogue_group_mangy_houndz	wh_main_grn_cav_goblin_wolf_chariot	0
525483642	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_mon_treeman_0	9
527630166	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_dryads_0	0
528060444	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_black_ark_corsairs_0	0
53	wh2_main_rogue_group_tor_elithis	wh2_main_hef_art_eagle_claw_bolt_thrower	5
536084927	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_zombie	0
541661384	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_black_ark_corsairs_0	0
543472783	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_dlc04_emp_inf_free_company_militia_0	0
550350120	wh2_main_rogue_group_celestial_storm	wh3_main_cth_inf_dragon_guard_0	7
568118071	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_inf_swordmasters_of_hoeth_0	0
568820821	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0
571870119	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_centigors_2	5
575976820	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_mournguls_0	0
58	wh2_main_rogue_group_heirs_of_mourkain	wh_main_vmp_inf_crypt_ghouls	5
582249240	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_cav_dark_riders_0	0
588098175	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_berserkers_0	0
596670548	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_berserkers_0	0
608554027	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_inf_grave_guard_0	0
610345289	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc12_lzd_cav_ripperdactyl_riders_0	9
610647233	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_mon_crypt_horrors	0
615350969	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_inf_orc_boyz	0
624944882	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_glade_guard_0	0
630024059	wh2_main_rogue_group_abominations	wh_main_vmp_mon_crypt_horrors	7
635010612	wh2_main_rogue_group_jerrods_errantry	wh_dlc07_brt_inf_battle_pilgrims_0	6
635714726	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_darkshards_0	0
637069764	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_swordsmen	0
638774927	wh2_main_rogue_group_hung_warband	wh_main_chs_cav_chaos_knights_0	6
641766862	wh2_main_rogue_group_vauls_expedition	wh2_main_hef_inf_archers_1	0
645095094	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_mon_chaos_spawn	5
648463760	wh2_main_rogue_group_gerhardts_mercenaries	wh_dlc04_emp_inf_free_company_militia_0	5
65089152	wh2_main_rogue_group_troll_skullz	wh2_dlc15_grn_mon_stone_trolls_0	5
650964120	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_mon_frost_wyrm_0	0
655155894	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc12_lzd_mon_salamander_pack_0	9
66	wh2_main_rogue_group_heirs_of_mourkain	wh_main_vmp_mon_crypt_horrors	5
661290908	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc17_lzd_inf_chameleon_stalkers_0	9
6629506	wh2_main_rogue_group_abominations	wh3_main_nur_mon_beast_of_nurgle_0	6
663658699	wh2_main_rogue_group_morrsliebs_howlers	wh_main_grn_mon_arachnarok_spider_0	6
663967415	wh2_main_rogue_group_pirates_of_the_far_sea	wh_dlc04_emp_inf_free_company_militia_0	0
669252442	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_longbeards	0
670110278	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_inf_waywatchers_0	5
671640101	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_skeleton_warriors_1	0
671781121	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_eternal_guard_0	0
672727128	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_inf_grave_guard_0	0
675633109	wh2_main_rogue_group_bernhoffs_brigands	wh_dlc04_emp_inf_free_company_militia_0	4
678038403	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_clanrats_1	0
680176649	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_temple_guards	5
680591250	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_cav_forest_goblin_spider_riders_0	7
684705174	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_bestigor_herd_0	7
687211670	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_guard_0	0
691956662	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_thunderers_0	0
693493434	wh2_main_rogue_group_troll_skullz	wh2_dlc15_grn_mon_stone_trolls_0	5
697117445	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_main_nor_inf_chaos_marauders_0	0
701506870	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_hammerers	9
701506945	wh2_main_rogue_group_teef_snatchaz	wh_main_grn_inf_night_goblins	0
70224686	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_art_mortar	0
705266208	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_0	0
707950167	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_inf_orc_big_uns	0
708479784	wh2_main_rogue_group_vashnaar	wh2_main_def_art_reaper_bolt_thrower	5
712930727	wh2_main_rogue_group_troll_skullz	wh_main_chs_mon_trolls	8
714055826	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_cairn_wraiths	0
725847102	wh2_main_rogue_group_teef_snatchaz	wh_main_grn_cav_goblin_wolf_chariot	0
726071748	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_inf_handgunners	7
727374829	wh2_main_rogue_group_stuff_snatchers	wh_main_grn_cav_forest_goblin_spider_riders_1	5
733335512	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_veh_gyrobomber	9
737137889	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_mon_terrorgheist	0
737519394	wh2_main_rogue_group_pirates_of_trantio	wh_dlc04_emp_inf_free_company_militia_0	7
74	wh2_main_rogue_group_heirs_of_mourkain	wh_main_vmp_mon_dire_wolves	5
740017718	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_art_great_cannon	0
740197808	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_art_reaper_bolt_thrower	5
744924593	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_thunderers_0	0
745722623	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_stormvermin_1	0
745887405	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_thunderers_0	9
7475667	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_mon_treekin_0	7
755579773	wh2_main_rogue_group_celestial_storm	wh3_main_cth_inf_dragon_guard_0	7
761152244	wh2_main_rogue_group_stuff_snatchers	wh_dlc06_grn_inf_nasty_skulkers_0	6
762081544	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc17_lzd_mon_troglodon_0	9
762352248	wh2_main_rogue_group_vashnaar	wh2_main_def_inf_darkshards_1	4
764148003	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_eternal_guard_0	0
765941859	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_cav_dark_riders_0	0
766675096	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_swordsmen	0
773972125	wh2_main_rogue_group_bernhoffs_brigands	wh_dlc04_emp_inf_free_company_militia_0	4
77758827	wh2_main_rogue_group_celestial_storm	wh_dlc01_chs_mon_dragon_ogre	8
779336650	wh2_main_rogue_group_scourge_of_aquitaine	wh_main_brt_cav_pegasus_knights	7
780538316	wh2_main_rogue_group_pirates_of_trantio	wh_dlc04_emp_inf_free_company_militia_0	7
78463488	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_mon_treekin_0	7
784699138	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_cav_outriders_0	0
785064907	wh2_main_rogue_group_gerhardts_mercenaries	wh_dlc04_emp_inf_free_company_militia_0	5
791970764	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_skeleton_warriors_0	0
793608156	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_slayers	9
798956340	wh2_main_rogue_group_beastcatchas	wh2_main_def_mon_war_hydra	8
8	wh2_main_rogue_group_vashnaar	wh2_main_def_cav_cold_one_knights_1	5
801280189	wh2_main_rogue_group_gerhardts_mercenaries	wh_main_emp_art_mortar	5
802035175	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_hunters_0	0
807796987	wh2_main_rogue_group_mangy_houndz	wh_main_grn_inf_goblin_archers	0
823881177	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_art_reaper_bolt_thrower	0
824097407	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_mon_frost_wyrm_0	0
828485595	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_art_reaper_bolt_thrower	0
828756787	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_warpfire_thrower	0
83	wh2_main_rogue_group_heirs_of_mourkain	wh_dlc04_vmp_veh_corpse_cart_0	5
838520136	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_dlc10_def_mon_feral_manticore_0	0
842391561	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_cav_orc_boar_boyz	0
849500104	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_deck_gunners_0	0
85	wh2_main_rogue_group_hunters_of_kurnous	wh_dlc05_wef_cav_glade_riders_1	5
855014388	wh2_main_rogue_group_morrsliebs_howlers	wh_main_grn_art_doom_diver_catapult	5
855063982	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_inf_orc_big_uns	0
861708436	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_cav_outriders_0	0
864308205	wh2_main_rogue_group_hung_warband	wh_main_chs_cav_chaos_knights_0	6
866637559	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_inf_halberdiers	0
876695606	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_champions_0	0
877768761	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_inf_handgunners	7
88	wh2_main_rogue_group_hunters_of_kurnous	wh_dlc05_wef_inf_wildwood_rangers_0	5
882751591	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_temple_guards	5
883629289	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_slayers	0
883937677	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_art_cannon	9
899226855	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_cav_royal_hippogryph_knights_0	9
8993369	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	0
901474923	wh2_main_rogue_group_celestial_storm	wh_dlc01_chs_mon_dragon_ogre	8
903793424	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_darkshards_1	0
908678787	wh2_main_rogue_group_vashnaar	wh2_main_def_art_reaper_bolt_thrower	5
909595308	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_inf_cairn_wraiths	0
91	wh2_main_rogue_group_hunters_of_kurnous	wh_dlc05_wef_cav_wild_riders_1	5
913147123	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_hammerers	0
914715719	wh2_main_rogue_group_bernhoffs_brigands	wh_main_brt_art_field_trebuchet	7
917878986	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_gutter_runner_slingers_1	0
926563412	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_slayers	9
928039416	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_mon_war_mammoth_0	0
93	wh2_main_rogue_group_hunters_of_kurnous	wh_dlc05_wef_inf_wardancers_1	5
932831357	wh2_main_rogue_group_vashnaar	wh_dlc01_chs_inf_chosen_2	6
934515390	wh2_main_rogue_group_stuff_snatchers	wh3_main_ogr_inf_gnoblars_1	6
947337153	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_temple_guards	5
952508321	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_ironbreakers	9
952917782	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_0	0
957693474	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_cav_dark_riders_2	0
961587673	wh2_main_rogue_group_black_spider_tribe	wh_main_grn_mon_arachnarok_spider_0	9
968988609	wh2_main_rogue_group_troll_skullz	wh2_dlc15_grn_mon_river_trolls_0	5
969539914	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_ironbreakers	9
971277086	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh2_dlc10_dwf_inf_giant_slayers	0
