key	image_path
icon_rite_effect	UI/Campaign UI/Effect_bundles/effect_rite.png
icon_ritual_currency	ui/skins/default/icon_ritual_currency.png
icon_rout	UI/skins/default/icon_status_route.png
icon_schematics	UI\skins\default\icon_emp_research.png
icon_schemes_changeling	UI/skins/wh3_dae_main_tze_tzeentch/icon_schemes.png
icon_scrap	ui/skins/default/icon_grn_scrap.png
icon_seductive_influence	ui/skins/default/seductive_influence_pooled_resource_icon.png
icon_shadowy_dealings	UI/Campaign UI/Effect_bundles/wh2_dlc14_skv_shadowy_dealings.png
icon_shanty	ui/skins/warhammer2/icon_sea_shanty.png
icon_shield	ui/skins/default/modifier_icon_shield.png
icon_shield_bronze	ui/skins/default/modifier_icon_shield1.png
icon_shield_gold	ui/skins/default/modifier_icon_shield3.png
icon_shield_silver	ui/skins/default/modifier_icon_shield2.png
icon_shovel	ui/Battle UI/ability_icons/wh3_dlc23_unit_passive_dig_in.png
icon_skaven_food	ui/skins/default/skaven_food_icon.png
icon_skull_throne	UI/Campaign UI/Effect_bundles/khorne_skull_throne.png
icon_skulls	ui/skins/warhammer3/khorne_skull_icon.png
icon_slann_mage_priest	UI/Campaign UI/Effect_bundles/slann_mage_priest.png
icon_slaves	ui/skins/default/icon_slaves.png
icon_soporific_musk	ui/Battle UI/ability_icons/wh3_main_unit_contact_soporific_musk.png
icon_sotek	UI/Battle UI/ability_icons/wh2_dlc12_army_abilities_great_invocation_of_sotek.png
icon_sotek_captives	UI\skins\warhammer2\sotek_sacrifieces_slaves_icon.png
icon_souls_resource	UI/skins/default/icon_souls.png
icon_spawning	UI/Campaign UI/Effect_bundles/spawning.png
icon_speed	ui/skins/default/icon_stat_speed.png
icon_spell_lore_death	UI\Battle UI\ability_icons\wh_main_lore_passive_life_leeching.png
icon_spell_lore_fire	UI\Battle UI\ability_icons\wh_main_lore_passive_kindleflame.png
icon_spell_lore_shadows	UI\Battle UI\ability_icons\wh_dlc05_lore_passive_smoke_and_mirrors.png
icon_spell_mastery	ui/battle ui/ability_icons/spell_mastery.png
icon_spell_transform	ui/battle ui/ability_icons/icon_spell_transform.png
icon_spirit_essence	ui/skins/warhammer3/icon_spirit_essence.png
icon_spirit_of_grungni	ui/skins/default/icon_horde_dwf.png
icon_stalk	UI/Battle UI/ability_icons/stalk.png
icon_stalking	UI/Campaign UI/Effect_bundles/stalking.png
icon_stalking_stance	ui/skins/default/icon_stance_stalking.png
icon_sticky_webs	ui/Battle UI/ability_icons/wh3_dlc26_unit_contact_sticky_webs.png
icon_strategic_location	UI/Campaign UI/Effect_bundles/strategic_location.png
icon_strider	ui/Battle UI/ability_icons/strider.png
icon_supplies	ui/skins/default/icon_supplies_18px.png
icon_supporters	ui/skins/warhammer3/icon_supporter.png
icon_tech	UI/Campaign UI/Effect_bundles/technology.png
icon_tech_beastmen	UI/skins/wh_dlc03_bst_beastmen/icon_technology_required.png
icon_teleport	UI/Campaign UI/Effect_bundles/teleport.png
icon_terradon_mount	ui/campaign ui/skills/mount_terradon.png
icon_terror	ui/Battle UI/ability_icons/causes_terror.png
icon_trade_agreement	ui/skins/default/treaty_trade_agreement.png
icon_transport_fleet	ui/skins/default/icon_transport_fleet.png
icon_treasure_map	UI/Campaign UI/Effect_bundles/treasure_map.png
icon_treasury	ui/skins/default/icon_treasury.png
icon_treasury_chs	ui/skins/wh_main_chs_chaos/icon_treasury.png
icon_treasury_finance_button	ui/skins/default/icon_treasury_finance_button.png
icon_treasury_vmp	ui/skins/wh_main_vmp_vampire_counts/icon_treasury.png
icon_trickster_cult	ui/skins/wh3_dlc24_tze_the_deceivers/wh3_dae_cult_building.png
icon_trickster_cult_supplies	ui/skins/default/icon_cult_supplies.png
icon_tunnelling_stance	ui/skins/default/icon_stance_use_underway.png
icon_turns	UI\Campaign UI\Effect_bundles\turns.png
icon_turns2	ui/skins/default/dlc25_nemesis_crown/icon_turns.png
icon_unbreakable	ui/Battle UI/ability_icons/unbreakable.png
icon_under_empire	UI/skins/default/icon_under_empire.png
icon_underdeep	UI/skins/default/icon_dwf_underdeep.png
icon_underway_network	UI/skins/wh_main_dwf_dwarfs/icon_underways.png
icon_unholy_manifestation	ui/skins/daemon/icon_great_game_rituals.png
icon_unspottable	UI/Battle UI/ability_icons/unspottable.png
icon_upkeep	UI/Campaign UI/Effect_bundles/military_spending.png
icon_use_beastpaths_stance	ui/skins/default/icon_stance_use_beastpaths.png
icon_vassal	ui/skins/default/treaty_vassal.png
icon_victory_condition	ui/skins/default/stamp_mission_complete.png
icon_victory_tickets	ui/skins/default/icon_score_18px.png
icon_vow_grail	UI/Campaign UI/Effect_bundles/vow_grail_positive.png
icon_waaagh	ui/skins/default/icon_waaagh.png
icon_warband	UI/Campaign UI/Effect_bundles/warband.png
icon_warden_supplies	ui/skins/warhammer2/icon_warden_supply.png
icon_warp_fuel	UI/skins/warhammer2/icon_reactor_cores.png
icon_warpflame	ui/Battle UI/ability_icons/wh3_main_unit_contact_warpflame.png
icon_weapon_damage	UI/Campaign UI/Effect_bundles/weapon_damage.png
icon_witchs_hut	UI\skins\wh3_main_ksl_kislev\icon_witchs_hut.png
icon_wom_power	ui/skins/default/icon_magic_pool.png
icon_wom_recharge	ui/skins/default/icon_magic_replenish_rate.png
icon_workload	UI\skins\default\icon_chd_workload.png
icon_worldroots_teleport	ui/skins/default/icon_worldroots_teleport_small.png
icon_wound	UI/Campaign UI/Effect_bundles/wound_time.png
icon_wrath_of_khorne	UI/Campaign UI/Effect_bundles/kho_wrath_of_khorne.png
icon_xp	UI/Campaign UI/Effect_bundles/experience.png
icon_yang	ui/skins/default/icon_yang.png
icon_yin	ui/skins/default/icon_yin.png
lzd_kroxigor	ui/Battle UI/ability_icons/kroxigor.png
lzd_skink	ui/Battle UI/ability_icons/skink.png
magic_item	UI/Campaign UI/Effect_bundles/item_ability.png
magical_forest	ui/skins/default/worldroots_glade_main.png
mist_of_yvresse	UI/Campaign UI/Effect_bundles/mist_of_yvresse.png
ogr_maw_cauldron	UI/Campaign UI/Effect_bundles/ogr_maw_bonuses.png
power_of_nature	ui/skins/default/text_icon_power_of_nature.png
prelude_settlements	UI/Campaign UI/Effect_bundles/fortification.png
prologue_attack	ui/cursors/melee_multimove.png
public_order	UI/Campaign UI/Effect_bundles/public_order.png
rank4	ui/skins/default/experience_4_16x16.png
rank7	ui/skins/default/experience_7_16x16.png
sanctum_gem	UI/Campaign UI/Effect_bundles/oxyotl_sanctum_gems.png
skv_mors	UI/Flags/wh2_main_skv_clan_mors/mon_24.png
skv_moulder	UI/Flags/wh2_main_skv_clan_moulder/mon_24.png
skv_pestilens	UI/Flags/wh2_main_skv_clan_pestilens/mon_24.png
skv_skryre	UI/Flags/wh2_main_skv_clan_skryre/mon_24.png
skv_snikch_schemes	ui/skins/warhammer2/icon_schemes.png
stage_one	ui/skins/default/icon_ability_stage1.png
stage_three	ui/skins/default/icon_ability_stage3.png
stage_two	ui/skins/default/icon_ability_stage2.png
sword_of_khaine	ui/skins/default/text_icon_sword_of_khaine.png
test	ui/skins/default/icon_stat_ammo.png
tmb_exiles_of_nehek	UI/Flags/wh2_dlc09_tmb_exiles_of_nehek/mon_24.png
tmb_followers_of_nagash	UI/Flags/wh2_dlc09_tmb_followers_of_nagash/mon_24.png
trait_chaos	UI/Campaign UI/Effect_bundles/trait_chaos.png
trait_nurgle	UI/Campaign UI/Effect_bundles/trait_nurgle.png
tyrants_demands	UI/Campaign UI/Effect_bundles/ogr_tyrants_demands.png
unbinding_stage_one	ui/skins/default/icon_ability_unbinding_stage1.png
unbinding_stage_three	ui/skins/default/icon_ability_unbinding_stage3.png
unbinding_stage_two	ui/skins/default/icon_ability_unbinding_stage2.png
unit_capacity	UI/campaign UI/effect_bundles/unit_capacity.png
vanguard	ui/skins/default/icon_status_guerrilla_deploy.png
wardens_cage	UI/Campaign UI/Effect_bundles/wardens_cage.png
water_supplies	UI/Campaign UI/Effect_bundles/wet_mitch.png
yvresse_defence_level_increase	UI/Campaign UI/Effect_bundles/yvresse_defence_level_increase.png
