id	missile_weapon	unit	battle_entity_stats_override
404375395	wh2_dlc11_gunnery_wight_rifle_bullet_blunderbuss	wh2_dlc11_cst_cha_gunnery_wight_0	
409034183	wh2_dlc17_nor_javelin_heavy_anti_large	wh3_dlc25_nur_chieftain_mon_war_mammoth_1	
412010055	wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing	wh2_main_def_art_reaper_bolt_thrower	
419253227	wh2_main_lzd_javelin_toadskin	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
422126429	wh2_dlc11_cst_luthor_harkon_pistol_explosive	wh2_dlc11_cst_cha_luthor_harkon_1	
426985056	wh_main_emp_rocket_battery_upgraded	wh_main_emp_art_helstorm_rocket_battery	
447543639	wh_main_emp_rifle_repeater_upgraded_engineer	wh3_dlc25_emp_cha_engineer_mechanical_steed	
45159837	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	
454295057	wh2_main_skv_throwing_star_gutter_runners_poison_alt	wh2_main_skv_inf_gutter_runners_1	
460379894	wh_main_emp_rifle_ironsides_upgraded	wh3_dlc25_emp_inf_nuln_ironsides	
462264013	wh3_dlc25_dwf_thunderbarge_cannon_flaming	wh3_dlc25_dwf_veh_thunderbarge_malakai	wh3_dlc25_dwf_veh_thunderbarge_cannon
46423016	wh2_dlc12_skv_warpfire_alt	wh2_main_skv_inf_warpfire_thrower	
470417001	wh2_main_lzd_blowpipe_daemonbane	wh2_main_lzd_inf_skink_skirmishers_0	
472412660	wh2_dlc15_grn_goblin_bow_poison_explosive_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
474955032	wh_main_dwf_flame_cannon_seeking	wh_main_dwf_art_flame_cannon	
481977329	wh3_dlc26_ogr_veh_gnoblar_scraplauncher_increased_projectile	wh3_main_ogr_veh_gnoblar_scraplauncher_0	
482728003	wh2_main_lzd_blowpipe_skink_chief_toadskin	wh2_main_lzd_cha_skink_chief_1	
489636722	wh2_main_lzd_blowpipe_daemonbane	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
496584992	wh2_main_lzd_blowpipe_skink_chief_daemonbane	wh2_main_lzd_cha_skink_chief_1	
503577128	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	
507592556	wh3_main_tze_herald_fire_bolt_improved	wh3_main_tze_cha_herald_of_tzeentch_metal_1	
511267213	wh2_dlc14_skv_poison_wind_mortar_ror_alt	wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	
518713989	wh3_dlc25_dwf_thunderbarge_cannon_flaming	wh3_dlc25_dwf_veh_thunderbarge	wh3_dlc25_dwf_veh_thunderbarge_cannon
523738972	wh2_dlc17_lzd_blowpipe_oxyotl_fireblood	wh2_dlc17_lzd_cha_oxyotl_0	
525674534	wh2_dlc15_grn_goblin_bow_poison_spider_rider_explosive_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
536970774	wh2_dlc15_grn_goblin_bow_poison_ap_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
542009814	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_inf_marauder_hunters_1	
545973590	wh2_dlc15_grn_goblin_bow_poison_anti_large_arrow	wh_main_grn_inf_night_goblin_archers	
553968972	wh2_main_lzd_javelin_terradon_fireblood	wh2_main_lzd_cav_terradon_riders_0	
576415301	wh3_dlc24_blue_scribe_projectile_blue_flame	wh3_dlc24_tze_cha_blue_scribes	
577439371	wh2_main_lzd_blowpipe_skink_chief_slow_death	wh2_main_lzd_cha_skink_chief_0	
577722391	wh3_dlc24_ksl_bow_mounted_anti_infantry	wh3_main_ksl_cav_horse_archers_0	
583062590	wh_main_dwf_cannon_penetrating	wh_main_dwf_art_cannon	
59621307	wh2_main_lzd_blowpipe_chamelon_skinks_slow_death	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
611808056	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
615783495	wh_dlc06_dwf_bolt_thrower_bolt_penetrating	wh_dlc06_dwf_art_bolt_thrower_0	
616762542	wh3_dlc25_emp_land_ship_hochland_upgraded	wh3_dlc25_emp_veh_marienburg_land_ship	wh3_dlc25_emp_veh_land_ship_crows_nest_hochland_long_rifle
622155568	wh2_dlc15_grn_goblin_bow_ap_arrow	wh_main_grn_inf_goblin_archers	
623481398	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
627992334	wh2_dlc15_grn_goblin_bow_wolf_riders_ap_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
631139443	wh2_dlc13_emp_bow_arrow_double_shot	wh2_dlc13_emp_inf_huntsmen_ror_0	
644136085	wh2_dlc15_grn_goblin_bow_poison_spider_rider_multi_shot	wh_main_grn_cav_forest_goblin_spider_riders_1	
646156771	wh3_dlc23_neu_cha_ulrika_bow_large	wh3_dlc23_neu_cha_ulrika	
661463756	wh2_dlc14_skv_poison_wind_mortar_alt	wh2_dlc14_skv_inf_poison_wind_mortar_0	
667792178	wh2_main_lzd_blowpipe_toadskin	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
67635849	wh2_main_skv_sling_gutter_runners_poison_alt	wh2_main_skv_inf_gutter_runner_slingers_1	
679578248	wh2_dlc15_grn_goblin_bow_explosive_arrow	wh_main_grn_inf_goblin_archers	
680073870	wh2_main_lzd_blowpipe_skink_chief_fireblood	wh2_main_lzd_cha_skink_chief_1	
681851786	wh2_dlc15_grn_goblin_bow_wolf_riders_explosive_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
685791568	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_mon_war_mammoth_1	
696485379	wh2_dlc14_skv_poison_wind_mortar_ror_alt	wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	
700439180	wh_dlc06_grn_grudge_thrower_goblin_flaming	wh_dlc06_dwf_art_gob_lobber_0	
707420047	wh_main_dwf_grudge_thrower_penetrating	wh_main_dwf_art_grudge_thrower	
714629374	wh_main_dwf_flame_cannon_penetrating	wh_main_dwf_art_flame_cannon_malakai	
715473206	wh3_dlc25_dwf_goblin_hewer_axe_penetrating	wh3_dlc25_dwf_art_goblin_hewer	
733057159	wh2_main_lzd_javelin_terradon_fireblood	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
754907880	wh2_main_lzd_javelin_terradon_daemonbane	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
759012937	wh2_dlc17_lzd_blowpipe_oxyotl_toadskin	wh2_dlc17_lzd_cha_oxyotl_0	
75967998	wh_main_dwf_cannon_flaming	wh_main_dwf_art_cannon	
761530464	wh2_main_lzd_blowpipe_chamelon_skinks_slow_death	wh2_main_lzd_inf_chameleon_skinks_0	
763358415	wh2_dlc13_emp_bow_arrow_anti_large	wh2_dlc13_emp_inf_archers_0	
770582406	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_cav_marauder_horsemasters_0	
77351126	wh_main_dwf_organ_gun_penetrating	wh_main_dwf_art_organ_gun_malakai	
774205207	wh2_dlc15_grn_goblin_bow_poison_spider_rider_anti_large_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
782615703	wh2_main_lzd_javelin_fireblood	wh2_main_lzd_inf_skink_cohort_1	
786100440	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	
786135019	wh2_dlc15_grn_goblin_bow_wolf_riders_multi_shot	wh_main_grn_cav_goblin_wolf_riders_1	
791059923	wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane	wh2_main_lzd_inf_chameleon_skinks_0	
793263249	wh2_main_lzd_javelin_terradon_daemonbane	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
798047511	wh2_dlc15_grn_goblin_bow_poison_ap_arrow	wh_main_grn_inf_night_goblin_archers	
806219079	wh2_dlc17_nor_javelin_anti_large	wh_main_nor_cav_marauder_horsemen_0	
808291663	wh_main_dwf_grudge_thrower_penetrating	wh_main_dwf_art_grudge_thrower	
816118559	wh3_main_tze_herald_fire_bolt_improved	wh3_main_tze_cha_herald_of_tzeentch_metal_0	
826731954	wh_main_dwf_grudge_thrower_seeking	wh_main_dwf_art_grudge_thrower	
831285982	wh2_main_skv_sling_night_runners_alt	wh2_main_skv_inf_night_runners_1	
837490695	wh2_main_lzd_blowpipe_skink_chief_daemonbane	wh2_main_lzd_cha_skink_chief_0	
841883063	wh_dlc04_emp_sunmaker_rocket_upgraded	wh_dlc04_emp_art_sunmaker_0	
843823161	wh2_main_lzd_blowpipe_skink_chief_fireblood	wh2_main_lzd_cha_skink_chief_0	
846140530	wh2_dlc14_skv_death_globe_alt	wh2_main_skv_inf_death_globe_bombardiers	
85429663	wh3_dlc25_emp_land_ship_hochland_upgraded	wh3_dlc25_emp_veh_marienburg_land_ship_morr	wh3_dlc25_emp_veh_land_ship_crows_nest_hochland_long_rifle
860945890	wh2_dlc15_grn_goblin_bow_poison_ap_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
867830718	wh2_dlc15_grn_goblin_bow_ap_arrow	wh_main_grn_inf_goblin_archers	
872549507	wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing	wh2_main_def_art_reaper_bolt_thrower	
881729079	wh3_dlc25_dwf_thunderbarge_fire_bomb	wh3_dlc25_dwf_veh_thunderbarge	wh3_dlc25_dwf_veh_thunderbarge_bomb
903114363	wh_main_dwf_grudge_thrower_flaming	wh_main_dwf_art_grudge_thrower	
903203687	wh2_dlc15_rogue_idol_ror	wh2_dlc15_grn_mon_rogue_idol_ror_0	
916018366	wh2_main_lzd_blowpipe_daemonbane	wh2_main_lzd_inf_skink_skirmishers_0	
916785152	wh2_dlc11_cst_luthor_harkon_pistol_explosive	wh2_dlc11_cst_cha_luthor_harkon_0	
921771250	wh_dlc04_emp_stirlands_pistol_upgraded	wh_dlc04_emp_inf_stirlands_revenge_0	
931730820	wh3_dlc25_emp_grenade_launcher_master_engineer_cluster	wh3_dlc25_emp_cha_master_engineer	
942930791	wh2_main_lzd_javelin_terradon_fireblood	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
95309893	wh2_main_lzd_blowpipe_slow_death	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
959491959	wh3_dlc25_dwf_cannon_grapeshot	wh_main_dwf_art_cannon_malakai	
959777913	wh2_dlc13_emp_bow_arrow_huntsman_anti_large	wh2_dlc13_emp_inf_huntsmen_ror_0	
965012505	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
968487044	wh2_main_lzd_blowpipe_skink_chief_toadskin	wh2_main_lzd_cha_skink_chief_0	
971462625	wh_main_dwf_cannon_penetrating	wh_main_dwf_art_cannon_malakai	
974963690	wh_main_dwf_flame_cannon_penetrating	wh_main_dwf_art_flame_cannon	
975522553	wh2_dlc17_lzd_blowpipe_oxyotl_toadskin	wh2_dlc17_lzd_cha_oxyotl_0	
977776808	wh_main_dwf_flame_cannon_flaming	wh_main_dwf_art_flame_cannon_malakai	
977854648	wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper	wh_main_dwf_cha_master_engineer_0	
979565013	wh2_main_lzd_javelin_terradon_slow_death	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
99139993	wh_dlc16_wef_orion_spear_anti_large	wh_dlc05_wef_cha_orion_0	
