effect	bonus_value_id	unit_ability
wh2_main_effect_ability_enable_battle_banner	enable	wh2_main_banner_passive_battle_banner
wh2_main_effect_ability_enable_black_dragon_egg	enable	wh2_main_item_abilities_black_dragon_egg
wh2_main_effect_ability_enable_black_lotus	enable	wh2_main_character_abilities_black_lotus
wh2_main_effect_ability_enable_blade_of_bel_korhadris	enable	wh2_main_item_abilities_blade_of_bel_korhadris
wh2_main_effect_ability_enable_bladewind	enable	wh2_main_spell_dark_magic_bladewind
wh2_main_effect_ability_enable_bless_with_filth	enable	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_ability_enable_blessed_tome	enable	wh2_main_item_passive_blessed_tome
wh2_main_effect_ability_enable_blood_statuette_of_spite	enable	wh2_main_item_abilities_blood_statuette_of_spite
wh2_main_effect_ability_enable_book_of_hoeth	enable	wh2_main_item_abilities_book_of_hoeth
wh2_main_effect_ability_enable_bound_black_staff	enable	wh2_main_spell_bound_black_staff
wh2_main_effect_ability_enable_bound_embers_of_the_phoenix	enable	wh2_main_spell_bound_embers_of_the_phoenix
wh2_main_effect_ability_enable_bound_gilded_horn_of_galon_konook	enable	wh2_main_item_bound_gilded_horn_of_galon_konook
wh2_main_effect_ability_enable_bound_hand_of_gods	enable	wh2_main_spell_bound_hand_of_gods
wh2_main_effect_ability_enable_bound_khaines_ring_of_fury	enable	wh2_main_spell_bound_khaines_ring_of_fury
wh2_main_effect_ability_enable_bound_radiant_gem_of_hoeth	enable	wh2_main_spell_bound_radiant_gem_of_hoeth
wh2_main_effect_ability_enable_bound_reaver_bow	enable	wh2_main_weapon_bound_reaver_bow
wh2_main_effect_ability_enable_bound_ring_of_corin	enable	wh2_main_spell_bound_ring_of_corin
wh2_main_effect_ability_enable_bound_rod_of_the_storm	enable	wh2_main_spell_bound_rod_of_the_storm
wh2_main_effect_ability_enable_bound_rubric_of_dark_dimensions	enable	wh2_main_spell_bound_rubric_of_dark_dimensions
wh2_main_effect_ability_enable_bound_slann_1	enable	wh_dlc05_spell_bound_the_curse_of_anraheir
wh2_main_effect_ability_enable_bound_slann_2	enable	wh_dlc04_spell_bound_banishment
wh2_main_effect_ability_enable_bound_the_gem_of_sunfire	enable	wh2_main_spell_bound_the_gem_of_sunfire
wh2_main_effect_ability_enable_bound_the_seerstaff_of_saphery	enable	wh2_main_spell_bound_the_seerstaff_of_saphery
wh2_main_effect_ability_enable_bound_tome_of_furion	enable	wh2_main_spell_bound_tome_of_furion
wh2_main_effect_ability_enable_bound_wand_of_the_kharaidon	enable	wh2_main_spell_bound_wand_of_the_kharaidon
wh2_main_effect_ability_enable_bound_whip_of_agony	enable	wh2_main_spell_bound_whip_of_agony
wh2_main_effect_ability_enable_bound_winged_staff	enable	wh2_main_weapon_bound_winged_staff
wh2_main_effect_ability_enable_bow_of_the_seafarer	enable	wh2_main_weapon_abilities_bow_of_the_seafarer
wh2_main_effect_ability_enable_chillblade	enable	wh2_main_weapon_passive_chillblade
wh2_main_effect_ability_enable_chillwind	enable	wh2_main_spell_dark_magic_chillwind
wh2_main_effect_ability_enable_circlet_of_iron	enable	wh2_main_item_passive_circlet_of_iron
wh2_main_effect_ability_enable_cracks_call	enable	wh2_main_spell_ruin_cracks_call
wh2_main_effect_ability_enable_cube_of_darkness	enable	wh2_main_item_abilities_cube_of_darkness
wh2_main_effect_ability_enable_curse_charm_of_tepok	enable	wh2_main_item_passive_curse_charm_of_tepok
wh2_main_effect_ability_enable_dark_venom	enable	wh2_main_character_abilities_dark_venom
wh2_main_effect_ability_enable_darken_the_skies	enable	wh2_main_character_passive_darken_the_skies
wh2_main_effect_ability_enable_darkstar_cloak	enable	wh2_main_item_passive_darkstar_cloak
wh2_main_effect_ability_enable_death_frenzy	enable	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_ability_enable_destroyer	enable	wh2_main_weapon_passive_destroyer
wh2_main_effect_ability_enable_diamond_guardian_phoenix	enable	wh2_main_item_passive_diamond_guardian_phoenix
wh2_main_effect_ability_enable_doombolt	enable	wh2_main_spell_dark_magic_doombolt
wh2_main_effect_ability_enable_dragonhorn	enable	wh2_main_item_abilities_dragonhorn
wh2_main_effect_ability_enable_dreaded_thirteenth	enable	wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell
wh2_main_effect_ability_enable_dwarf_gouger	enable	wh2_main_weapon_abilities_dwarf_gouger
wh2_main_effect_ability_enable_enchanted_spyglass	enable	wh2_main_item_passive_enchanted_spyglass
wh2_main_effect_ability_enable_enchanting_beauty	enable	wh2_main_lord_passive_enchanting_beauty
wh2_main_effect_ability_enable_feint_and_riposte	enable	wh2_main_lord_abilities_feint_and_reposte
wh2_main_effect_ability_enable_fiery_convocation	enable	wh2_main_spell_high_magic_fiery_convocation
wh2_main_effect_ability_enable_fire_at_will	enable	wh2_main_character_passive_loose
wh2_main_effect_ability_enable_gaze_of_malice	enable	wh2_main_lord_abilities_gaze_of_malice
wh2_main_effect_ability_enable_glamour_of_hoeth	enable	wh2_main_lord_passive_glamour_of_hoeth
wh2_main_effect_ability_enable_hand_of_glory	enable	wh2_main_spell_high_magic_hand_of_glory
wh2_main_effect_ability_enable_heart_of_avelorn	enable	wh2_main_item_passive_heart_of_averlorn
wh2_main_effect_ability_enable_heartrender_and_the_darksword	enable	wh2_main_weapon_passive_heartrender_and_the_darksword
wh2_main_effect_ability_enable_horn_of_isha	enable	wh2_main_character_passive_horn_of_isha
wh2_main_effect_ability_enable_howling_warpgale	enable	wh2_main_spell_ruin_howling_warpgale
wh2_main_effect_ability_enable_hydra_blade	enable	wh2_main_weapon_abilities_hydra_blade
wh2_main_effect_ability_enable_kindle_the_fury	enable	wh2_main_lord_passive_kindle_the_fury
wh2_main_effect_ability_enable_lamentation_of_despair	enable	wh_dlc05_lord_abilities_lamentation_of_despair
wh2_main_effect_ability_enable_loremasters_cloak	enable	wh2_main_item_passive_loremasters_cloak
wh2_main_effect_ability_enable_lucky_skullhelm	enable	wh2_dlc09_item_passive_lucky_skullhelm
wh2_main_effect_ability_enable_musk_of_fear	enable	wh2_main_lore_passive_musk_of_fear
wh2_main_effect_ability_enable_pearl_of_infinite_blackness	enable	wh2_main_item_abilities_pearl_of_infinite_bleakness
wh2_main_effect_ability_enable_pestilent_birth	enable	wh2_main_spell_plague_pestilent_birth
wh2_main_effect_ability_enable_pestilent_breath	enable	wh2_main_spell_plague_pestilent_breath
wh2_main_effect_ability_enable_pipes_of_piebald	enable	wh2_main_item_passive_pipes_of_piebald
wh2_main_effect_ability_enable_plague_rash	enable	wh2_main_lore_passive_plague_rash
wh2_main_effect_ability_enable_plague	enable	wh2_main_spell_plague_plague
wh2_main_effect_ability_enable_plaque_of_dominion	enable	wh2_main_item_abilities_plaque_of_dominion
wh2_main_effect_ability_enable_portents_of_verminous_doom	enable	wh2_main_item_passive_portents_of_verminous_doom
wh2_main_effect_ability_enable_potion_of_charoi	enable	wh2_main_lord_abilities_potion_of_charoi
wh2_main_effect_ability_enable_power_of_darkness_hidden	enable	wh2_main_spell_dark_magic_power_of_darkness
wh2_main_effect_ability_enable_power_of_darkness	enable	wh2_main_spell_dark_magic_power_of_darkness
wh2_main_effect_ability_enable_regeneration	enable	wh_main_unit_passive_regeneration
wh2_main_effect_ability_enable_ring_of_hotek	enable	wh2_main_item_passive_ring_of_hotek
wh2_main_effect_ability_enable_rival_hide_talisman	enable	wh2_main_item_abilities_rival_hide_talisman
wh2_main_effect_ability_enable_rod_of_corruption	enable	wh2_main_item_abilities_rod_of_corruption
wh2_main_effect_ability_enable_ruby_guardian_phoenix	enable	wh2_main_item_passive_ruby_guardian_phoenix
wh2_main_effect_ability_enable_ruination_of_cities	enable	wh2_main_lord_abilities_the_ruination_of_cities
wh2_main_effect_ability_enable_sacred_banner_of_the_horned_rat	enable	wh2_main_banner_passive_sacred_banner_of_the_horned_rat
wh2_main_effect_ability_enable_sacred_incense	enable	wh2_main_item_passive_sacred_incense
wh2_main_effect_ability_enable_sapphire_guardian_phoenix	enable	wh2_main_item_passive_sapphire_guardian_phoenix
wh2_main_effect_ability_enable_scroll_of_hoeth	enable	wh2_main_item_abilities_scroll_of_hoeth
wh2_main_effect_ability_enable_scrying_stone	enable	wh2_main_item_abilities_scrying_stone
wh2_main_effect_ability_enable_shadow_magnet_trinket	enable	wh2_main_item_passive_shadow_magnet_trinket
wh2_main_effect_ability_enable_shield_of_distraction	enable	wh2_main_item_passive_shield_of_distraction
wh2_main_effect_ability_enable_shield_of_ghrond	enable	wh2_main_item_passive_shield_of_ghrond
wh2_main_effect_ability_enable_shield_of_saphery	enable	wh2_main_lore_passive_shield_of_saphery
wh2_main_effect_ability_enable_skalm	enable	wh2_main_item_abilities_skalm
wh2_main_effect_ability_enable_skaven_scorch	enable	wh2_main_spell_ruin_scorch
wh2_main_effect_ability_enable_skavenbrew	enable	wh2_main_item_abilities_skavenbrew
wh2_main_effect_ability_enable_skitterleap	enable	wh2_main_spell_ruin_skitterleap
wh2_main_effect_ability_enable_skv_aura_of_pestilence	enable	wh2_main_character_passive_aura_of_pestilence
wh2_main_effect_ability_enable_skv_doomrocket_engineer	enable	wh2_main_hero_abilities_doomrocket
wh2_main_effect_ability_enable_skv_trophy_heads_assassin	enable	wh2_main_character_abilities_assassins_trophy
wh2_main_effect_ability_enable_skv_trophy_heads_queek	enable	wh2_main_lord_abilities_trophy_heads
wh2_main_effect_ability_enable_skv_verminous_valour	enable	wh2_main_character_abilities_verminous_valour
wh2_main_effect_ability_enable_slann_forcefield	enable	wh2_main_character_abilities_shield_of_the_old_ones
wh2_main_effect_ability_enable_smoke_bombs	enable	wh2_main_unit_abilities_concealment_bombs
wh2_main_effect_ability_enable_soul_quench	enable	wh2_main_spell_high_magic_soul_quench
wh2_main_effect_ability_enable_soul_stealer	enable	wh2_main_spell_dark_magic_soul_stealer
wh2_main_effect_ability_enable_spiteful_conjuration	enable	wh2_main_lore_passive_spiteful_conjuration
wh2_main_effect_ability_enable_starwood_staff	enable	wh2_main_item_abilities_starwood_staff
wh2_main_effect_ability_enable_storm_banner	enable	wh2_main_banner_passive_storm_banner
wh2_main_effect_ability_enable_strength_through_spite	enable	wh2_main_lord_passive_strength_through_spite
wh2_main_effect_ability_enable_sunburst_standard_of_hexoatl	enable	wh2_main_item_passive_sunburst_standard_of_hexoatl
wh2_main_effect_ability_enable_sunfang	enable	wh2_main_weapon_abilities_sunfang
wh2_main_effect_ability_enable_supreme_spellshield	enable	wh2_main_item_passive_supreme_spellshield
wh2_main_effect_ability_enable_swiftness_of_itzl	enable	wh2_main_character_abilities_swiftness_of_itzl
wh2_main_effect_ability_enable_sword_of_teclis	enable	wh2_main_weapon_abilities_sword_of_teclis
wh2_main_effect_ability_enable_talisman_of_loec	enable	wh2_main_item_abilities_talisman_of_loec
wh2_main_effect_ability_enable_tempest	enable	wh2_main_spell_high_magic_tempest
wh2_main_effect_ability_enable_the_bane_shield	enable	wh2_main_item_abilities_the_bane_shield
wh2_main_effect_ability_enable_the_book_of_the_phoenix	enable	wh2_main_item_passive_the_book_of_the_phoenix
wh2_main_effect_ability_enable_the_guiding_eye	enable	wh2_main_item_abilities_the_guiding_eye
wh2_main_effect_ability_enable_the_horn_of_kygor	enable	wh2_main_item_abilities_the_horn_of_kygor
wh2_main_effect_ability_enable_the_liber_bubonicus	enable	wh2_main_item_abilities_the_liber_bubonicus
wh2_main_effect_ability_enable_the_tricksters_pendant	enable	wh2_main_item_abilities_the_tricksters_pendant
wh2_main_effect_ability_enable_the_vortex_shard	enable	wh2_main_item_abilities_the_vortex_shard
wh2_main_effect_ability_enable_vermintide	enable	wh2_main_spell_plague_vermintide
wh2_main_effect_ability_enable_volley_of_arrows	enable	wh2_main_character_abilities_volley_of_high_arrows
wh2_main_effect_ability_enable_volley_of_dark_arrows	enable	wh2_main_character_abilities_volley_of_dark_arrows
wh2_main_effect_ability_enable_war_drum_of_xahutec	enable	wh2_main_item_passive_war_drum_of_xahutec
wh2_main_effect_ability_enable_warp_lightning	enable	wh2_main_spell_ruin_warp_lightning
wh2_main_effect_ability_enable_warp_shard_armour	enable	wh2_main_item_passive_warp_shard_armour
wh2_main_effect_ability_enable_warpstone_armour	enable	wh2_main_item_passive_warpstone_armour
wh2_main_effect_ability_enable_warpstorm_scroll	enable	wh2_main_item_abilities_warpstorm_scroll
wh2_main_effect_ability_enable_web_of_shadows	enable	wh2_main_weapon_abilities_web_of_shadows
wh2_main_effect_ability_enable_witchbrew	enable	wh2_main_character_abilities_witchbrew
wh2_main_effect_ability_enable_wither	enable	wh2_main_spell_plague_wither
wh2_main_effect_ability_enable_word_of_pain	enable	wh2_main_spell_dark_magic_word_of_pain
wh2_main_effect_ability_enable_worlds_edge_armour	enable	wh2_main_item_abilities_worlds_edge_armour
wh2_main_effect_ability_miscast_apotheosis_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_apotheosis_upgraded
wh2_main_effect_ability_miscast_arcane_unforging_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_arcane_unforging_upgraded
wh2_main_effect_ability_miscast_aspect_of_the_dreadknight_upgraded	miscast_percentage_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh2_main_effect_ability_miscast_banishment_upgraded	miscast_percentage_mod	wh_main_spell_light_banishment_upgraded
wh2_main_effect_ability_miscast_bironas_timewarp_upgraded	miscast_percentage_mod	wh_main_spell_light_bironas_timewarp_upgraded
wh2_main_effect_ability_miscast_bladewind_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_bladewind_upgraded
wh2_main_effect_ability_miscast_bless_with_filth_upgraded	miscast_percentage_mod	wh2_main_spell_plague_bless_with_filth_upgraded
wh2_main_effect_ability_miscast_brain_bursta_upgraded	miscast_percentage_mod	wh_main_spell_big_waaagh_brain_bursta_upgraded
wh2_main_effect_ability_miscast_bray_scream_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_bray_scream_upgraded
wh2_main_effect_ability_miscast_chillwind_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_chillwind_upgraded
wh2_main_effect_ability_miscast_comet_of_casandora_upgraded	miscast_percentage_mod	wh_main_spell_heavens_comet_of_casandora_upgraded
wh2_main_effect_ability_miscast_cracks_call_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_cracks_call_upgraded
wh2_main_effect_ability_miscast_curse_of_da_bad_moon_upgraded	miscast_percentage_mod	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded
wh2_main_effect_ability_miscast_curse_of_the_midnight_wind_upgraded	miscast_percentage_mod	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
wh2_main_effect_ability_miscast_death_frenzy_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_death_frenzy_upgraded
wh2_main_effect_ability_miscast_devolve_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_devolve_upgraded
wh2_main_effect_ability_miscast_doom_and_darkness_upgraded	miscast_percentage_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh2_main_effect_ability_miscast_doombolt_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_doombolt_upgraded
wh2_main_effect_ability_miscast_dwellers_below_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wh2_main_effect_ability_miscast_eadbutt_upgraded	miscast_percentage_mod	wh_main_spell_big_waaagh_eadbutt_upgraded
wh2_main_effect_ability_miscast_earth_blood_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_earth_blood_upgraded
wh2_main_effect_ability_miscast_fiery_convocation_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_fiery_convocation_upgraded
wh2_main_effect_ability_miscast_final_transmutation_upgraded	miscast_percentage_mod	wh_main_spell_metal_final_transmutation_upgraded
wh2_main_effect_ability_miscast_fireball_upgraded	miscast_percentage_mod	wh_main_spell_fire_fireball_upgraded
wh2_main_effect_ability_miscast_flame_storm_upgraded	miscast_percentage_mod	wh_main_spell_fire_flame_storm_upgraded
wh2_main_effect_ability_miscast_flaming_sword_of_rhuin_upgraded	miscast_percentage_mod	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded
wh2_main_effect_ability_miscast_flesh_to_stone_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wh2_main_effect_ability_miscast_flock_of_doom_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_flock_of_doom_upgraded
wh2_main_effect_ability_miscast_foot_of_gork_upgraded	miscast_percentage_mod	wh_main_spell_big_waaagh_foot_of_gork_upgraded
wh2_main_effect_ability_miscast_gaze_of_mork_upgraded	miscast_percentage_mod	wh_main_spell_big_waaagh_gaze_of_mork_upgraded
wh2_main_effect_ability_miscast_gaze_of_nagash_upgraded	miscast_percentage_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh2_main_effect_ability_miscast_gehennas_golden_hounds_upgraded	miscast_percentage_mod	wh_main_spell_metal_gehennas_golden_hounds_upgraded
wh2_main_effect_ability_miscast_glittering_robe_upgraded	miscast_percentage_mod	wh_main_spell_metal_glittering_robe_upgraded
wh2_main_effect_ability_miscast_hand_of_glory_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_hand_of_glory_upgraded
wh2_main_effect_ability_miscast_harmonic_convergence_upgraded	miscast_percentage_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wh2_main_effect_ability_miscast_howling_warpgale_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_howling_warpgale_upgraded
wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	miscast_percentage_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh2_main_effect_ability_miscast_light_of_battle_upgraded	miscast_percentage_mod	wh_main_spell_light_light_of_battle_upgraded
wh2_main_effect_ability_miscast_melkoths_enfeebling_foe_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_main_effect_ability_miscast_melkoths_mystifying_miasma_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_main_effect_ability_miscast_net_of_amyntok_upgraded	miscast_percentage_mod	wh_main_spell_light_net_of_amyntok_upgraded
wh2_main_effect_ability_miscast_night_shroud_upgraded	miscast_percentage_mod	wh_main_spell_lil_waaagh_night_shroud_upgraded
wh2_main_effect_ability_miscast_of_anraheir_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded
wh2_main_effect_ability_miscast_of_wyssans_wildform_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_wyssans_wildform_upgraded
wh2_main_effect_ability_miscast_okkams_mindrazor_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_main_effect_ability_miscast_panns_impenetrable_pelt_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded
wh2_main_effect_ability_miscast_penumbral_pendulum_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_main_effect_ability_miscast_pestilent_breath_upgraded	miscast_percentage_mod	wh2_main_spell_plague_pestilent_breath_upgraded
wh2_main_effect_ability_miscast_phas_protection_upgraded	miscast_percentage_mod	wh_main_spell_light_phas_protection_upgraded
wh2_main_effect_ability_miscast_piercing_bolts_of_burning_upgraded	miscast_percentage_mod	wh_main_spell_fire_piercing_bolts_of_burning_upgraded
wh2_main_effect_ability_miscast_pit_of_shades_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_main_effect_ability_miscast_plague_of_rust_upgraded	miscast_percentage_mod	wh_main_spell_metal_plague_of_rust_upgraded
wh2_main_effect_ability_miscast_plague_upgraded	miscast_percentage_mod	wh2_main_spell_plague_plague_upgraded
wh2_main_effect_ability_miscast_raise_dead_upgraded	miscast_percentage_mod	wh_main_spell_vampires_raise_dead_upgraded
wh2_main_effect_ability_miscast_regrowth_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_regrowth_upgraded
wh2_main_effect_ability_miscast_searing_doom_upgraded	miscast_percentage_mod	wh_main_spell_metal_searing_doom_upgraded
wh2_main_effect_ability_miscast_shems_burning_gaze_upgraded	miscast_percentage_mod	wh_main_spell_light_shems_burning_gaze_upgraded
wh2_main_effect_ability_miscast_shield_of_thorns_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wh2_main_effect_ability_miscast_skaven_scorch_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_scorch_upgraded
wh2_main_effect_ability_miscast_soul_quench_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_soul_quench_upgraded
wh2_main_effect_ability_miscast_soulblight_upgraded	miscast_percentage_mod	wh_main_spell_death_soulblight_upgraded
wh2_main_effect_ability_miscast_spirit_leech_upgraded	miscast_percentage_mod	wh_main_spell_death_spirit_leech_upgraded
wh2_main_effect_ability_miscast_tempest_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_tempest_upgraded
wh2_main_effect_ability_miscast_the_amber_spear_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_the_amber_spear_upgraded
wh2_main_effect_ability_miscast_the_burning_head_upgraded	miscast_percentage_mod	wh_main_spell_fire_the_burning_head_upgraded
wh2_main_effect_ability_miscast_the_purple_sun_of_xereus_upgraded	miscast_percentage_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh2_main_effect_ability_miscast_the_withering_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_main_effect_ability_miscast_traitor_kin_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
wh2_main_effect_ability_miscast_transmutation_of_lead_upgraded	miscast_percentage_mod	wh_main_spell_metal_transmutation_of_lead_upgraded
wh2_main_effect_ability_miscast_urannons_thunderbolt_upgraded	miscast_percentage_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
wh2_main_effect_ability_miscast_vanhels_danse_macabre_upgraded	miscast_percentage_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh2_main_effect_ability_miscast_viletide_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_viletide_upgraded
wh2_main_effect_ability_miscast_vindictive_glare_upgraded	miscast_percentage_mod	wh_main_spell_lil_waaagh_vindictive_glare_upgraded
wh2_main_effect_ability_miscast_warp_lightning_upgrade	miscast_percentage_mod	wh2_main_spell_ruin_warp_lightning_upgraded
wh2_main_effect_ability_miscast_wind_blast_upgraded	miscast_percentage_mod	wh_main_spell_heavens_wind_blast_upgraded
wh2_main_effect_ability_miscast_wind_of_death_upgraded	miscast_percentage_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh2_main_effect_ability_miscast_wither_upgraded	miscast_percentage_mod	wh2_main_spell_plague_wither_upgraded
wh2_main_effect_ability_miscast_word_of_pain_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_word_of_pain_upgraded
wh2_main_effect_ability_overcast_apotheosis	enable_overchage	wh2_main_spell_high_magic_apotheosis
wh2_main_effect_ability_overcast_apotheosis	enable	wh2_main_spell_high_magic_apotheosis
wh2_main_effect_ability_overcast_arcane_unforging	enable_overchage	wh2_main_spell_high_magic_arcane_unforging
wh2_main_effect_ability_overcast_arcane_unforging	enable	wh2_main_spell_high_magic_arcane_unforging
wh2_main_effect_ability_overcast_aspect_of_the_dreadknight	enable_overchage	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_effect_ability_overcast_aspect_of_the_dreadknight	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_effect_ability_overcast_banishment	enable_overchage	wh_main_spell_light_banishment
wh2_main_effect_ability_overcast_banishment	enable	wh_main_spell_light_banishment
wh2_main_effect_ability_overcast_bironas_timewarp	enable_overchage	wh_main_spell_light_bironas_timewarp
wh2_main_effect_ability_overcast_bironas_timewarp	enable	wh_main_spell_light_bironas_timewarp
wh2_main_effect_ability_overcast_bladewind	enable_overchage	wh2_main_spell_dark_magic_bladewind
wh2_main_effect_ability_overcast_bladewind	enable	wh2_main_spell_dark_magic_bladewind
wh2_main_effect_ability_overcast_bless_with_filth	enable_overchage	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_ability_overcast_bless_with_filth	enable	wh2_main_spell_plague_bless_with_filth
wh2_main_effect_ability_overcast_brain_bursta	enable_overchage	wh_main_spell_big_waaagh_brain_bursta
wh2_main_effect_ability_overcast_brain_bursta	enable	wh_main_spell_big_waaagh_brain_bursta
wh2_main_effect_ability_overcast_bray_scream	enable_overchage	wh_dlc03_spell_wild_bray_scream
wh2_main_effect_ability_overcast_bray_scream	enable	wh_dlc03_spell_wild_bray_scream
wh2_main_effect_ability_overcast_chillwind	enable_overchage	wh2_main_spell_dark_magic_chillwind
wh2_main_effect_ability_overcast_chillwind	enable	wh2_main_spell_dark_magic_chillwind
wh2_main_effect_ability_overcast_comet_of_casandora	enable_overchage	wh_main_spell_heavens_comet_of_casandora
wh2_main_effect_ability_overcast_comet_of_casandora	enable	wh_main_spell_heavens_comet_of_casandora
wh2_main_effect_ability_overcast_cracks_call	enable_overchage	wh2_main_spell_ruin_cracks_call
wh2_main_effect_ability_overcast_cracks_call	enable	wh2_main_spell_ruin_cracks_call
wh2_main_effect_ability_overcast_curse_of_da_bad_moon	enable_overchage	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh2_main_effect_ability_overcast_curse_of_da_bad_moon	enable	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh2_main_effect_ability_overcast_curse_of_the_midnight_wind	enable_overchage	wh_main_spell_heavens_curse_of_the_midnight_wind
wh2_main_effect_ability_overcast_curse_of_the_midnight_wind	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wh2_main_effect_ability_overcast_death_frenzy	enable_overchage	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_ability_overcast_death_frenzy	enable	wh2_main_spell_ruin_death_frenzy
wh2_main_effect_ability_overcast_devolve	enable_overchage	wh_dlc03_spell_wild_devolve
wh2_main_effect_ability_overcast_devolve	enable	wh_dlc03_spell_wild_devolve
wh2_main_effect_ability_overcast_doom_and_darkness	enable_overchage	wh_main_spell_death_doom_and_darkness
wh2_main_effect_ability_overcast_doom_and_darkness	enable	wh_main_spell_death_doom_and_darkness
wh2_main_effect_ability_overcast_doombolt	enable_overchage	wh2_main_spell_dark_magic_doombolt
wh2_main_effect_ability_overcast_doombolt	enable	wh2_main_spell_dark_magic_doombolt
wh2_main_effect_ability_overcast_dwellers_below	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wh2_main_effect_ability_overcast_dwellers_below	enable	wh_dlc05_spell_life_the_dwellers_below
wh2_main_effect_ability_overcast_eadbutt	enable_overchage	wh_main_spell_big_waaagh_eadbutt
wh2_main_effect_ability_overcast_eadbutt	enable	wh_main_spell_big_waaagh_eadbutt
wh2_main_effect_ability_overcast_earth_blood	enable_overchage	wh_dlc05_spell_life_earth_blood
wh2_main_effect_ability_overcast_earth_blood	enable	wh_dlc05_spell_life_earth_blood
wh2_main_effect_ability_overcast_fiery_convocation	enable_overchage	wh2_main_spell_high_magic_fiery_convocation
wh2_main_effect_ability_overcast_fiery_convocation	enable	wh2_main_spell_high_magic_fiery_convocation
wh2_main_effect_ability_overcast_final_transmutation	enable_overchage	wh_main_spell_metal_final_transmutation
wh2_main_effect_ability_overcast_final_transmutation	enable	wh_main_spell_metal_final_transmutation
wh2_main_effect_ability_overcast_fireball	enable_overchage	wh_main_spell_fire_fireball
wh2_main_effect_ability_overcast_fireball	enable	wh_main_spell_fire_fireball
wh2_main_effect_ability_overcast_flame_storm	enable_overchage	wh_main_spell_fire_flame_storm
