campaign_payload	token	is_triggered_conditionally	designer_description	visual_sort_order
wh3_dlc29_skv_thanquol_lose_alarm_1	wh3_dlc29_any_red_skryre_alarm_payoff_1_generated	false	Any Plan - Lose Alarm	0
wh3_dlc29_effect_bundle_action_military_pay_to_reduce_alarm	wh3_dlc29_any_red_skryre_alarm_payoff_1	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_any_red_skryre_alarm_payoff_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_any_red_warlock_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_any_red_warlock_alarm_1	false	Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_any_red_warlock_alarm_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_any_red_warlock_alarm_2	false	Alarm	0
wh3_dlc29_skv_economic_thanquol_lose_money_4000	wh3_dlc29_any_red_warlock_economic_alarm_1	false	Lose Treasury	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_any_red_warlock_economic_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_3	wh3_dlc29_any_red_warlock_economic_alarm_1	false	Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_any_red_warlock_military_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_3	wh3_dlc29_any_red_warlock_military_alarm_1	false	Alarm	0
wh3_dlc29_skv_thanquol_add_elites_2	wh3_dlc29_any_red_warlock_military_alarm_1	false	Elites - Units Removed	1
wh3_dlc29_bundle_any_red_attention_generated	wh3_dlc29_any_red_warlock_risk_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_any_red_warlock_risk_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_1_generated	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_cooldown_1	wh3_dlc29_any_tactic_reduce_risk_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_2_generated	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_cooldown_1	wh3_dlc29_any_tactic_reduce_risk_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_2	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_3_generated	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_cooldown_1	wh3_dlc29_any_tactic_reduce_risk_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_bundle_reduce_risk	wh3_dlc29_any_tactic_reduce_risk_3	false	Dummy Effect Bundles for Description	0
wh3_dlc29_bundle_economic_warlock_experience_gained	wh3_dlc29_any_yellow_warlock_experience_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_bundle_dummy_rank_up_artillery_1	wh3_dlc29_dummy_rank_up_artillery_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_artillery_1	wh3_dlc29_dummy_rank_up_artillery_1	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_artillery_2	wh3_dlc29_dummy_rank_up_artillery_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_artillery_2	wh3_dlc29_dummy_rank_up_artillery_2	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_artillery_3	wh3_dlc29_dummy_rank_up_artillery_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_artillery_3	wh3_dlc29_dummy_rank_up_artillery_3	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_melee_infantry_1	wh3_dlc29_dummy_rank_up_melee_infantry_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_1	wh3_dlc29_dummy_rank_up_melee_infantry_1	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_melee_infantry_2	wh3_dlc29_dummy_rank_up_melee_infantry_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_2	wh3_dlc29_dummy_rank_up_melee_infantry_2	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_melee_infantry_3	wh3_dlc29_dummy_rank_up_melee_infantry_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_3	wh3_dlc29_dummy_rank_up_melee_infantry_3	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_missile_infantry_1	wh3_dlc29_dummy_rank_up_missile_infantry_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_1	wh3_dlc29_dummy_rank_up_missile_infantry_1	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_missile_infantry_2	wh3_dlc29_dummy_rank_up_missile_infantry_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_2	wh3_dlc29_dummy_rank_up_missile_infantry_2	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_missile_infantry_3	wh3_dlc29_dummy_rank_up_missile_infantry_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_3	wh3_dlc29_dummy_rank_up_missile_infantry_3	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_monsters_1	wh3_dlc29_dummy_rank_up_monsters_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_monsters_1	wh3_dlc29_dummy_rank_up_monsters_1	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_monsters_2	wh3_dlc29_dummy_rank_up_monsters_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_monsters_2	wh3_dlc29_dummy_rank_up_monsters_2	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_monsters_3	wh3_dlc29_dummy_rank_up_monsters_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_monsters_3	wh3_dlc29_dummy_rank_up_monsters_3	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_weapon_teams_1	wh3_dlc29_dummy_rank_up_weapon_teams_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_1	wh3_dlc29_dummy_rank_up_weapon_teams_1	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_weapon_teams_2	wh3_dlc29_dummy_rank_up_weapon_teams_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_2	wh3_dlc29_dummy_rank_up_weapon_teams_2	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_bundle_dummy_rank_up_weapon_teams_3	wh3_dlc29_dummy_rank_up_weapon_teams_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_3	wh3_dlc29_dummy_rank_up_weapon_teams_3	false	Dummy Token for Shop - Increase Unit Rank	1
wh3_dlc29_any_action_draw_warlock_negative	wh3_dlc29_economic_action_draw_warlock	false	Warlock Red Draw	0
wh3_dlc29_bundle_economic_action_draw_warlock	wh3_dlc29_economic_action_draw_warlock	false	Dummy Effect Bundle for Description	0
wh3_dlc29_economic_action_draw_warlock	wh3_dlc29_economic_action_draw_warlock	false	Economic Draw - Warlock	0
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_economic_action_draw_warlock	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_action_remove_green_token_chance_attention	wh3_dlc29_economic_action_instant_warpstone_1	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cooldown_3	wh3_dlc29_economic_action_instant_warpstone_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_economic_action_instant_warpstone_1	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_economic_action_instant_warpstone_1	false	Targeting Component	0
wh3_dlc29_skv_thanquol_add_warpstone_instant_100	wh3_dlc29_economic_action_instant_warpstone_1	false	Gain Warpstone instantly	2
wh3_dlc29_bundle_action_remove_green_token_chance_attention	wh3_dlc29_economic_action_instant_warpstone_2	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_economic_action_instant_warpstone_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_economic_action_instant_warpstone_2	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_economic_action_instant_warpstone_2	false	Targeting Component	0
wh3_dlc29_skv_thanquol_add_warpstone_instant_150	wh3_dlc29_economic_action_instant_warpstone_2	false	Gain Warpstone instantly	2
wh3_dlc29_bundle_action_remove_green_token_chance_attention	wh3_dlc29_economic_action_instant_warpstone_3	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cooldown_1	wh3_dlc29_economic_action_instant_warpstone_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_economic_action_instant_warpstone_3	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_economic_action_instant_warpstone_3	false	Targeting Component	0
wh3_dlc29_skv_thanquol_add_warpstone_instant_200	wh3_dlc29_economic_action_instant_warpstone_3	false	Gain Warpstone instantly	2
wh3_dlc29_skv_thanquol_add_food_7	wh3_dlc29_economic_green_basic_food_mid_1	false	Economic Payload Food	0
wh3_dlc29_skv_thanquol_add_food_10	wh3_dlc29_economic_green_basic_food_mid_2	false	Economic Payload Food	0
wh3_dlc29_skv_thanquol_add_food_13	wh3_dlc29_economic_green_basic_food_mid_3	false	Economic Payload Food	0
wh3_dlc29_skv_thanquol_add_food_2	wh3_dlc29_economic_green_basic_food_small_1	false	Economic Payload Food	0
wh3_dlc29_skv_thanquol_add_food_3	wh3_dlc29_economic_green_basic_food_small_2	false	Economic Payload Food	0
wh3_dlc29_skv_thanquol_add_food_4	wh3_dlc29_economic_green_basic_food_small_3	false	Economic Payload Food	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_100	wh3_dlc29_economic_green_basic_treasury_gdp_large_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_large_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_120	wh3_dlc29_economic_green_basic_treasury_gdp_large_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_large_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_140	wh3_dlc29_economic_green_basic_treasury_gdp_large_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_large_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_160	wh3_dlc29_economic_green_basic_treasury_gdp_large_4	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_large_4	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_200	wh3_dlc29_economic_green_basic_treasury_gdp_large_5	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_large_5	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_10	wh3_dlc29_economic_green_basic_treasury_gdp_small_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_small_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_20	wh3_dlc29_economic_green_basic_treasury_gdp_small_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_small_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_30	wh3_dlc29_economic_green_basic_treasury_gdp_small_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_small_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_40	wh3_dlc29_economic_green_basic_treasury_gdp_small_4	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_small_4	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_50	wh3_dlc29_economic_green_basic_treasury_gdp_small_5	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_gdp_small_5	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_750	wh3_dlc29_economic_green_basic_treasury_large_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_large_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_1000	wh3_dlc29_economic_green_basic_treasury_large_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_large_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_1250	wh3_dlc29_economic_green_basic_treasury_large_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_large_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_1500	wh3_dlc29_economic_green_basic_treasury_large_4	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_large_4	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_2000	wh3_dlc29_economic_green_basic_treasury_large_5	false	Economic Payload Treasury	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_treasury_large_5	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_money_300	wh3_dlc29_economic_green_basic_treasury_mid_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_400	wh3_dlc29_economic_green_basic_treasury_mid_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_500	wh3_dlc29_economic_green_basic_treasury_mid_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_200	wh3_dlc29_economic_green_basic_treasury_small_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_300	wh3_dlc29_economic_green_basic_treasury_small_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_500	wh3_dlc29_economic_green_basic_treasury_small_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_1000	wh3_dlc29_economic_green_basic_treasury_very_large_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_1250	wh3_dlc29_economic_green_basic_treasury_very_large_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_1500	wh3_dlc29_economic_green_basic_treasury_very_large_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_20	wh3_dlc29_economic_green_basic_warpstone_gdp_large_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_large_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_25	wh3_dlc29_economic_green_basic_warpstone_gdp_large_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_large_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_30	wh3_dlc29_economic_green_basic_warpstone_gdp_large_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_large_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_35	wh3_dlc29_economic_green_basic_warpstone_gdp_large_4	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_large_4	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_40	wh3_dlc29_economic_green_basic_warpstone_gdp_large_5	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_large_5	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_05	wh3_dlc29_economic_green_basic_warpstone_gdp_small_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_small_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_08	wh3_dlc29_economic_green_basic_warpstone_gdp_small_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_small_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_10	wh3_dlc29_economic_green_basic_warpstone_gdp_small_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_small_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_12	wh3_dlc29_economic_green_basic_warpstone_gdp_small_4	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_small_4	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_15	wh3_dlc29_economic_green_basic_warpstone_gdp_small_5	false	Economic Payload Warpstone	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_green_basic_warpstone_gdp_small_5	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_100	wh3_dlc29_economic_green_basic_warpstone_large_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_200	wh3_dlc29_economic_green_basic_warpstone_large_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_300	wh3_dlc29_economic_green_basic_warpstone_large_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_450	wh3_dlc29_economic_green_basic_warpstone_large_4	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_600	wh3_dlc29_economic_green_basic_warpstone_large_5	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_50	wh3_dlc29_economic_green_basic_warpstone_mid_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_60	wh3_dlc29_economic_green_basic_warpstone_mid_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_70	wh3_dlc29_economic_green_basic_warpstone_mid_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_30	wh3_dlc29_economic_green_basic_warpstone_small_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_50	wh3_dlc29_economic_green_basic_warpstone_small_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_80	wh3_dlc29_economic_green_basic_warpstone_small_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_150	wh3_dlc29_economic_green_basic_warpstone_very_large_1	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_200	wh3_dlc29_economic_green_basic_warpstone_very_large_2	false	Economic Payload Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_250	wh3_dlc29_economic_green_basic_warpstone_very_large_3	false	Economic Payload Warpstone	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_100	wh3_dlc29_economic_green_eshin_all_1	false	Economic Plan - Treasury	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_20	wh3_dlc29_economic_green_eshin_all_1	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_200	wh3_dlc29_economic_green_eshin_all_2	false	Economic Plan - Treasury	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_40	wh3_dlc29_economic_green_eshin_all_2	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_300	wh3_dlc29_economic_green_eshin_all_3	false	Economic Plan - Treasury	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_60	wh3_dlc29_economic_green_eshin_all_3	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_economic_thanquol_add_money_1000	wh3_dlc29_economic_green_grey_seer_treasury_large_1	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_1500	wh3_dlc29_economic_green_grey_seer_treasury_large_2	false	Economic Payload Treasury	0
wh3_dlc29_skv_economic_thanquol_add_money_2000	wh3_dlc29_economic_green_grey_seer_treasury_large_3	false	Economic Payload Treasury	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_20	wh3_dlc29_economic_green_rictus_warpstone_1	false	Economic Plan - Warpstone	1
wh3_dlc29_skv_economic_thanquol_add_warpstone_100	wh3_dlc29_economic_green_rictus_warpstone_1	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_40	wh3_dlc29_economic_green_rictus_warpstone_2	false	Economic Plan - Warpstone	1
wh3_dlc29_skv_economic_thanquol_add_warpstone_100	wh3_dlc29_economic_green_rictus_warpstone_2	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_60	wh3_dlc29_economic_green_rictus_warpstone_3	false	Economic Plan - Warpstone	1
wh3_dlc29_skv_economic_thanquol_add_warpstone_100	wh3_dlc29_economic_green_rictus_warpstone_3	false	Economic Plan - Warpstone	0
wh3_dlc29_skv_thanquol_add_food_20	wh3_dlc29_economic_green_skill_food_huge	false	Economic Payload Food	0
wh3_dlc29_skv_economic_thanquol_add_money_2000	wh3_dlc29_economic_green_skill_treasury_huge	false	Economic Payload Food	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_300	wh3_dlc29_economic_green_skill_warpstone_huge	false	Economic Payload Food	0
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_treasury_1	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_treasury_1	wh3_dlc29_economic_green_skryre_treasury_1	false	Chance to Double	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_100	wh3_dlc29_economic_green_skryre_treasury_1	false	Economic Plan - Treasury	1
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_treasury_2	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_treasury_2	wh3_dlc29_economic_green_skryre_treasury_2	false	Chance to Double	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_150	wh3_dlc29_economic_green_skryre_treasury_2	false	Economic Plan - Treasury	1
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_treasury_3	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_treasury_3	wh3_dlc29_economic_green_skryre_treasury_3	false	Chance to Double	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_200	wh3_dlc29_economic_green_skryre_treasury_3	false	Economic Plan - Treasury	1
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_warpstone_1	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_warpstone_1	wh3_dlc29_economic_green_skryre_warpstone_1	false	Chance to Double	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_150	wh3_dlc29_economic_green_skryre_warpstone_1	false	Economic Plan - Warpstone	0
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_warpstone_2	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_warpstone_2	wh3_dlc29_economic_green_skryre_warpstone_2	false	Chance to Double	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_250	wh3_dlc29_economic_green_skryre_warpstone_2	false	Economic Plan - Warpstone	0
wh3_dlc29_any_action_draw_warlock_negative_low_chance	wh3_dlc29_economic_green_skryre_warpstone_3	false	Warlock Red Draw during a plan (low chance)	0
wh3_dlc29_draw_skryre_warpstone_3	wh3_dlc29_economic_green_skryre_warpstone_3	false	Chance to Double	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_450	wh3_dlc29_economic_green_skryre_warpstone_3	false	Economic Plan - Warpstone	0
wh3_dlc29_bundle_economic_mod_pool_eshin_all_1	wh3_dlc29_economic_mod_pool_eshin_all_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_mod_pool_grey_seer_treasury_large_1	wh3_dlc29_economic_mod_pool_grey_seer_treasury_large_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_mod_pool_rictus_warpstone_1	wh3_dlc29_economic_mod_pool_rictus_warpstone_1	false	Dummy Effect Bundle for Description	0
