achievement_key	condition_key
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SKAVEN_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SKAVEN_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_SLAANESH_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SLAANESH_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SLAANESH_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_SLAANESH_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TOMB_KINGS_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_TZEENTCH_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_TZEENTCH_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_TZEENTCH_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COAST_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_VAMPIRE_COUNTS_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_WOOD_ELVES_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
