tree_id	tree_type	tree_rigid	tree_audio	receive_decals
rocks_small_kho_02	BASE	RigidModels/campaign/generic_props/gen_rocks/kho_small_rocks_low_02.wsmodel		true
rocks_small_kho_03	BASE	RigidModels/campaign/generic_props/gen_rocks/kho_small_rocks_low_03.wsmodel		true
rocks_small_ogr_01	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_small_rocks_low_01.wsmodel		true
rocks_small_ogr_02	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_small_rocks_low_02.wsmodel		true
rocks_small_ogr_03	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_small_rocks_low_03.wsmodel		true
rocks_small_tze_01	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_small_rocks_low_01.rigid_model_v2		true
rocks_small_tze_02	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_small_rocks_low_02.rigid_model_v2		true
rocks_small_tze_03	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_small_rocks_low_03.rigid_model_v2		true
shrubs_01	BASE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_01.wsmodel		false
shrubs_01	BRETONNIA	RigidModels/campaign/vegetation/shrubs/brt_shrubs_01.wsmodel		false
shrubs_01	CATHAY	RigidModels/campaign/vegetation/shrubs/cth_shrubs_01.wsmodel		false
shrubs_01	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_01.wsmodel		false
shrubs_01	DARKELVES	RigidModels/campaign/vegetation/shrubs/def_shrubs_01.wsmodel		false
shrubs_01	DWARFS	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_01.wsmodel		false
shrubs_01	EMPIRE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_01.wsmodel		false
shrubs_01	GREENSKINS	RigidModels/campaign/vegetation/shrubs/grn_shrubs_01.wsmodel		false
shrubs_01	HIGHELVES	RigidModels/campaign/vegetation/shrubs/hef_shrubs_01.wsmodel		false
shrubs_01	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_01	KISLEV	RigidModels/campaign/vegetation/shrubs/ksl_shrubs_01.wsmodel		false
shrubs_01	LIZARDMEN	RigidModels/campaign/vegetation/shrubs/lzd_shrubs_01.wsmodel		false
shrubs_01	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_01.wsmodel		false
shrubs_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_01	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_01.wsmodel		false
shrubs_01	WOODELVES	RigidModels/campaign/vegetation/shrubs/wef_shrubs_01.wsmodel		false
shrubs_02	BASE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_02.wsmodel		false
shrubs_02	BRETONNIA	RigidModels/campaign/vegetation/shrubs/brt_shrubs_02.wsmodel		false
shrubs_02	CATHAY	RigidModels/campaign/vegetation/shrubs/cth_shrubs_02.wsmodel		false
shrubs_02	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_02.wsmodel		false
shrubs_02	DARKELVES	RigidModels/campaign/vegetation/shrubs/def_shrubs_02.wsmodel		false
shrubs_02	DWARFS	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_02.wsmodel		false
shrubs_02	EMPIRE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_02.wsmodel		false
shrubs_02	GREENSKINS	RigidModels/campaign/vegetation/shrubs/grn_shrubs_02.wsmodel		false
shrubs_02	HIGHELVES	RigidModels/campaign/vegetation/shrubs/hef_shrubs_02.wsmodel		false
shrubs_02	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_02.wsmodel		false
shrubs_02	KISLEV	RigidModels/campaign/vegetation/shrubs/ksl_shrubs_02.wsmodel		false
shrubs_02	LIZARDMEN	RigidModels/campaign/vegetation/shrubs/lzd_shrubs_02.wsmodel		false
shrubs_02	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_02.wsmodel		false
shrubs_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_02	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_02.wsmodel		false
shrubs_02	WOODELVES	RigidModels/campaign/vegetation/shrubs/wef_shrubs_02.wsmodel		false
shrubs_03	BASE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_04.wsmodel		false
shrubs_03	BRETONNIA	RigidModels/campaign/vegetation/shrubs/brt_shrubs_03.wsmodel		false
shrubs_03	CATHAY	RigidModels/campaign/vegetation/shrubs/cth_shrubs_03.wsmodel		false
shrubs_03	CHAOS	rigidmodels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
shrubs_03	DARKELVES	RigidModels/campaign/vegetation/shrubs/def_shrubs_03.wsmodel		false
shrubs_03	DWARFS	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_03.wsmodel		false
shrubs_03	EMPIRE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_03.wsmodel		false
shrubs_03	GREENSKINS	rigidmodels/campaign/vegetation/grass/grn_grass_03.wsmodel		false
shrubs_03	HIGHELVES	RigidModels/campaign/vegetation/shrubs/hef_shrubs_03.wsmodel		false
shrubs_03	KHORNE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_03	KISLEV	RigidModels/campaign/vegetation/shrubs/ksl_shrubs_03.wsmodel		false
shrubs_03	LIZARDMEN	RigidModels/campaign/vegetation/shrubs/lzd_shrubs_03.wsmodel		false
shrubs_03	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_03.wsmodel		false
shrubs_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_03	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_03.wsmodel		false
shrubs_03	WOODELVES	RigidModels/campaign/vegetation/shrubs/wef_shrubs_03.wsmodel		false
shrubs_04	BRETONNIA	RigidModels/campaign/vegetation/shrubs/brt_shrubs_04.wsmodel		false
shrubs_04	CATHAY	RigidModels/campaign/vegetation/shrubs/cth_shrubs_04.wsmodel		false
shrubs_04	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_04.wsmodel		false
shrubs_04	DARKELVES	RigidModels/campaign/vegetation/shrubs/def_shrubs_04.wsmodel		false
shrubs_04	DWARFS	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_04.wsmodel		false
shrubs_04	EMPIRE	RigidModels/campaign/vegetation/shrubs/emp_shrubs_04.wsmodel		false
shrubs_04	GREENSKINS	RigidModels/campaign/vegetation/shrubs/grn_shrubs_04.wsmodel		false
shrubs_04	HIGHELVES	RigidModels/campaign/vegetation/shrubs/hef_shrubs_04.wsmodel		false
shrubs_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_04	KISLEV	RigidModels/campaign/vegetation/shrubs/ksl_shrubs_04.wsmodel		false
shrubs_04	LIZARDMEN	RigidModels/campaign/vegetation/shrubs/lzd_shrubs_04.wsmodel		false
shrubs_04	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_04.wsmodel		false
shrubs_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
shrubs_04	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_04.wsmodel		false
shrubs_04	WOODELVES	RigidModels/campaign/vegetation/shrubs/wef_shrubs_04.wsmodel		false
shrubs_burnt_01	BASE	RigidModels/campaign/vegetation/shrubs/burnt_shrubs_01.wsmodel		false
shrubs_burnt_02	BASE	RigidModels/campaign/vegetation/shrubs/burnt_shrubs_02.wsmodel		false
shrubs_burnt_03	BASE	rigidmodels/campaign/vegetation/grass/burnt_grass_03.wsmodel		false
shrubs_coral_01	BASE	RigidModels/campaign/vegetation/shrubs_and_grass/sea_coral_shrubs_01.rigid_model_v2		false
shrubs_coral_02	BASE	RigidModels/campaign/vegetation/shrubs_and_grass/sea_coral_shrubs_02.rigid_model_v2		false
shrubs_coral_03	BASE	RigidModels/campaign/vegetation/shrubs_and_grass/sea_coral_shrubs_03.rigid_model_v2		false
shrubs_desert_01	BASE	RigidModels/campaign/vegetation/shrubs/tmb_shrubs_01.wsmodel		false
shrubs_desert_01	CHAOS	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_01.wsmodel		false
shrubs_desert_01	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_desert_01	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_desert_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_01.wsmodel		false
shrubs_desert_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_desert_01	VAMPIRE	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_01.wsmodel		false
shrubs_desert_02	BASE	RigidModels/campaign/vegetation/shrubs/tmb_shrubs_02.wsmodel		false
shrubs_desert_02	CHAOS	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_02.wsmodel		false
shrubs_desert_02	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_02.wsmodel		false
shrubs_desert_02	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_desert_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_02.wsmodel		false
shrubs_desert_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_desert_02	VAMPIRE	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_02.wsmodel		false
shrubs_desert_03	BASE	RigidModels/campaign/vegetation/shrubs/tmb_shrubs_03.wsmodel		false
shrubs_desert_03	CHAOS	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_03.wsmodel		false
shrubs_desert_03	KHORNE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_desert_03	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_desert_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_03.wsmodel		false
shrubs_desert_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_desert_03	VAMPIRE	Rigidmodels/campaign/vegetation/shrubs/tmb_shrubs_evil_03.wsmodel		false
shrubs_desert_04	BASE	Rigidmodels/campaign/generic_props/skull_mounds/skull_mound_light_vege_01.wsmodel		false
shrubs_desert_04	CHAOS	Rigidmodels/campaign/generic_props/skull_mounds/skull_mound_light_vege_01.wsmodel		false
shrubs_desert_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_desert_04	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_desert_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_04.wsmodel		false
shrubs_desert_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
shrubs_desert_04	VAMPIRE	Rigidmodels/campaign/generic_props/skull_mounds/skull_mound_light_vege_01.wsmodel		false
shrubs_desert_def_01	BASE	RigidModels/campaign/vegetation/shrubs/def_desert_shrubs_01.wsmodel		false
shrubs_desert_def_02	BASE	RigidModels/campaign/vegetation/shrubs/def_desert_shrubs_02.wsmodel		false
shrubs_desert_def_03	BASE	RigidModels/campaign/vegetation/shrubs/def_desert_shrubs_03.wsmodel		false
shrubs_desert_def_04	BASE	RigidModels/campaign/vegetation/shrubs/def_desert_shrubs_04.wsmodel		false
shrubs_evil_01	BASE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_01.wsmodel		false
shrubs_evil_01	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_evil_01	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_evil_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_01.wsmodel		false
shrubs_evil_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_evil_02	BASE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_02.wsmodel		false
shrubs_evil_02	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_02.wsmodel		false
shrubs_evil_02	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_evil_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_02.wsmodel		false
shrubs_evil_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_evil_03	BASE	rigidmodels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
shrubs_evil_03	KHORNE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_evil_03	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_evil_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_03.wsmodel		false
shrubs_evil_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_evil_04	BASE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_04.wsmodel		false
shrubs_evil_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_evil_04	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_evil_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_04.wsmodel		false
shrubs_evil_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
shrubs_grn_01	BASE	RigidModels/campaign/vegetation/shrubs/grn_shrubs_01.wsmodel		false
shrubs_grn_01	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_01.wsmodel		false
shrubs_grn_01	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_grn_01	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_grn_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_01.wsmodel		false
shrubs_grn_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_grn_01	VAMPIRE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_01.wsmodel		false
shrubs_grn_02	BASE	RigidModels/campaign/vegetation/shrubs/grn_shrubs_02.wsmodel		false
shrubs_grn_02	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_02.wsmodel		false
shrubs_grn_02	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_02.wsmodel		false
shrubs_grn_02	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_grn_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_02.wsmodel		false
shrubs_grn_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_grn_02	VAMPIRE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_02.wsmodel		false
shrubs_grn_03	BASE	rigidmodels/campaign/vegetation/grass/grn_grass_03.wsmodel		false
shrubs_grn_03	CHAOS	rigidmodels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
shrubs_grn_03	KHORNE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_grn_03	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_grn_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_03.wsmodel		false
shrubs_grn_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_grn_03	VAMPIRE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_03.wsmodel		false
shrubs_grn_04	BASE	RigidModels/campaign/vegetation/shrubs/grn_shrubs_04.wsmodel		false
shrubs_grn_04	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_04.wsmodel		false
shrubs_grn_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_grn_04	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_grn_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_04.wsmodel		false
shrubs_grn_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
shrubs_grn_04	VAMPIRE	RigidModels/campaign/vegetation/shrubs/chs_shrubs_04.wsmodel		false
shrubs_kho_01	BASE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_kho_02	BASE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_kho_03	BASE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_kho_04	BASE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_marsh_01	BASE	RigidModels/campaign/vegetation/shrubs/marsh_shrubs_01.wsmodel		false
shrubs_marsh_02	BASE	RigidModels/campaign/vegetation/shrubs/marsh_shrubs_02.wsmodel		false
shrubs_marsh_03	BASE	RigidModels/campaign/vegetation/shrubs/marsh_shrubs_03.wsmodel		false
shrubs_marsh_04	BASE	RigidModels/campaign/vegetation/shrubs/marsh_shrubs_04.wsmodel		false
shrubs_mtn_01	BASE	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_01.wsmodel		false
shrubs_mtn_01	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_01.wsmodel		false
shrubs_mtn_01	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_01.wsmodel		false
shrubs_mtn_01	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_mtn_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_01.wsmodel		false
shrubs_mtn_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_mtn_01	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_01.wsmodel		false
shrubs_mtn_02	BASE	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_02.wsmodel		false
shrubs_mtn_02	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_02.wsmodel		false
shrubs_mtn_02	KHORNE	RigidModels/campaign/vegetation/shrubs/kho_shrubs_02.wsmodel		false
shrubs_mtn_02	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_mtn_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_02.wsmodel		false
shrubs_mtn_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_mtn_02	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_02.wsmodel		false
shrubs_mtn_03	BASE	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_03.wsmodel		false
shrubs_mtn_03	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
shrubs_mtn_03	KHORNE	rigidmodels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
shrubs_mtn_03	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_mtn_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_03.wsmodel		false
shrubs_mtn_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_mtn_03	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_03.wsmodel		false
shrubs_mtn_04	BASE	RigidModels/campaign/vegetation/shrubs/mtn_shrubs_04.wsmodel		false
shrubs_mtn_04	CHAOS	RigidModels/campaign/vegetation/shrubs/chs_shrubs_04.wsmodel		false
shrubs_mtn_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_mtn_04	NURGLE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_mtn_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/sla_shrubs_04.wsmodel		false
shrubs_mtn_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
shrubs_mtn_04	VAMPIRE	RigidModels/campaign/vegetation/shrubs/vmp_shrubs_04.wsmodel		false
shrubs_nur_01	BASE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_01.wsmodel		false
shrubs_nur_02	BASE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_02.wsmodel		false
shrubs_nur_03	BASE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_03.wsmodel		false
shrubs_nur_04	BASE	RigidModels/campaign/vegetation/shrubs/nur_shrubs_04.wsmodel		false
shrubs_snow_01	BASE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_01.wsmodel		false
shrubs_snow_01	KHORNE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_kho_01.wsmodel		false
shrubs_snow_01	NURGLE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_nur_01.wsmodel		false
shrubs_snow_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_sla_01.wsmodel		false
shrubs_snow_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_tze_01.wsmodel		false
shrubs_snow_02	BASE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_02.wsmodel		false
shrubs_snow_02	KHORNE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_kho_02.wsmodel		false
shrubs_snow_02	NURGLE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_nur_02.wsmodel		false
shrubs_snow_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_sla_02.wsmodel		false
shrubs_snow_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_tze_02.wsmodel		false
shrubs_snow_03	BASE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_03.wsmodel		false
shrubs_snow_03	KHORNE	RigidModels/campaign/vegetation/grass/snow_grass_kho_03.wsmodel		false
shrubs_snow_03	NURGLE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_nur_03.wsmodel		false
shrubs_snow_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_sla_03.wsmodel		false
shrubs_snow_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_tze_03.wsmodel		false
shrubs_snow_04	BASE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_04.wsmodel		false
shrubs_snow_04	KHORNE	RigidModels/campaign/generic_props/skull_mounds/skull_mound_vege_01.rigid_model_v2		false
shrubs_snow_04	NURGLE	RigidModels/campaign/vegetation/shrubs/snow_shrubs_nur_04.wsmodel		false
shrubs_snow_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_sla_04.wsmodel		false
shrubs_snow_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/snow_shrubs_tze_04.wsmodel		false
shrubs_swamp_01	BASE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_01.wsmodel		false
shrubs_swamp_01	CHAOS	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_01	KHORNE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_01	NURGLE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_01	SLAANESH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_01	TZEENTCH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_01	VAMPIRE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_01.wsmodel		false
shrubs_swamp_02	BASE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_02.wsmodel		false
shrubs_swamp_02	CHAOS	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_02	KHORNE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_02	NURGLE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_02	SLAANESH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_02	TZEENTCH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_02	VAMPIRE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_02.wsmodel		false
shrubs_swamp_03	BASE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_03.wsmodel		false
shrubs_swamp_03	CHAOS	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_03	KHORNE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_03	NURGLE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_03	SLAANESH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_03	TZEENTCH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_03	VAMPIRE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_03.wsmodel		false
shrubs_swamp_04	BASE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_04.wsmodel		false
shrubs_swamp_04	CHAOS	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_swamp_04	KHORNE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_swamp_04	NURGLE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_swamp_04	SLAANESH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_swamp_04	TZEENTCH	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_swamp_04	VAMPIRE	RigidModels/campaign/vegetation/shrubs/swamp_shrubs_evil_04.wsmodel		false
shrubs_tze_01	BASE	RigidModels/campaign/vegetation/shrubs/tze_shrubs_01.wsmodel		false
shrubs_tze_02	BASE	RigidModels/campaign/vegetation/shrubs/tze_shrubs_02.wsmodel		false
shrubs_tze_03	BASE	RigidModels/campaign/vegetation/shrubs/tze_shrubs_03.wsmodel		false
shrubs_tze_04	BASE	RigidModels/campaign/vegetation/shrubs/tze_shrubs_04.wsmodel		false
