trait_level	effect	effect_scope	value
wh2_dlc15_trait_defeated_imrik	wh_main_effect_character_stat_fire_resistance	character_to_character_own	25.0000
wh2_dlc15_trait_defeated_imrik	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	8.0000
wh2_dlc15_trait_dragon_black_imrik	wh2_dlc15_effect_ability_uses_all_dragon_breaths	faction_to_force_own	1.0000
wh2_dlc15_trait_dragon_black_imrik	wh_main_effect_attribute_enable_immune_to_psychology	character_to_character_own	1.0000
wh2_dlc15_trait_dragon_forest_imrik	wh_main_effect_character_stat_armour	character_to_character_own	18.0000
wh2_dlc15_trait_dragon_forest_imrik	wh_main_effect_character_stat_melee_defence	character_to_character_own	12.0000
wh2_dlc15_trait_dragon_moon_imrik	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh2_dlc15_trait_dragon_moon_imrik	wh_main_effect_character_stat_weapon_strength	character_to_character_own	20.0000
wh2_dlc15_trait_dragon_star_imrik	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
wh2_dlc15_trait_dragon_star_imrik	wh_main_effect_character_stat_unit_health	character_to_character_own	10.0000
wh2_dlc15_trait_dragon_sun_imrik	wh2_dlc10_effect_attribute_enable_perfect_vigour	character_to_character_own	1.0000
wh2_dlc15_trait_dragon_sun_imrik	wh_main_effect_character_stat_speed	character_to_character_own	14.0000
wh2_dlc15_trait_mistwalker_sentinel	wh2_dlc15_effect_epithet_name_sentinel	character_to_character_own	1.0000
wh2_dlc15_trait_mistwalker_sentinel	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	100.0000
wh2_dlc15_trait_mistwalker_sentinel	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh2_dlc15_trait_mistwalker_sentinel	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_dlc15_trait_mistwalker_sentinel	wh_main_effect_public_order_characters	character_to_province_own	5.0000
wh2_dlc15_trait_mistwalker_shadow	wh2_dlc15_effect_epithet_name_shadow	character_to_character_own	1.0000
wh2_dlc15_trait_mistwalker_shadow	wh2_main_effect_attribute_enable_cause_terror_vs_grn	general_to_force_own	20.0000
wh2_dlc15_trait_mistwalker_shadow	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-70.0000
wh2_dlc15_trait_mistwalker_shadow	wh_main_effect_attribute_enable_stalk	character_to_character_own	1.0000
wh2_dlc15_trait_mistwalker_shadow	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc15_trait_mistwalker_shadow	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own_unseen	50.0000
wh2_dlc15_trait_mistwalker_watcher	wh2_dlc15_effect_epithet_name_watcher	character_to_character_own	1.0000
wh2_dlc15_trait_mistwalker_watcher	wh3_main_effect_corruption_reduction_characters	character_to_character_own_provincetext	-6.0000
wh2_dlc15_trait_mistwalker_watcher	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5.0000
wh2_dlc15_trait_mistwalker_watcher	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
wh2_dlc15_trait_mistwalker_watcher	wh_main_effect_character_stat_speed	character_to_character_own	10.0000
wh2_dlc15_trait_white_wolf	wh_main_effect_ability_enable_potion_of_toughness	character_to_character_own	1.0000
wh2_dlc15_trait_white_wolf	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	15.0000
wh2_dlc16_trait_drycha_potion_sacre	wh2_dlc10_effect_force_stat_physical_resistance_tree_units	general_to_force_own	10.0000
wh2_dlc16_trait_drycha_potion_sacre	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_dlc16_trait_sisters_mount_summons	wh2_dlc16_effect_ability_enable_call_to_ceithin_har	character_to_character_own	1.0000
wh2_dlc16_trait_sisters_mount_summons	wh2_dlc16_effect_ability_enable_call_to_gwindalor	character_to_character_own	1.0000
wh2_dlc17_trait_defeated_oxyotl	wh_main_effect_attribute_enable_vanguard_deployment	character_to_character_own	1.0000
wh2_dlc17_trait_defeated_taurox	wh_main_effect_character_stat_ap_damage	character_to_character_own	20.0000
wh2_dlc17_trait_defeated_taurox	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	15.0000
wh2_dlc17_trait_defeated_thorek	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	15.0000
wh2_dlc17_trait_defeated_thorek	wh_main_effect_force_stat_ap_damage	general_to_force_own	3.0000
wh2_dlc17_trait_kazador_thunderhorn	wh2_main_effect_attribute_enable_cause_terror_vs_grn	character_to_character_own	1.0000
wh2_dlc17_trait_kazador_thunderhorn	wh2_main_effect_attribute_enable_cause_terror_vs_skv	character_to_character_own	1.0000
wh2_dlc17_trait_kazador_thunderhorn	wh2_main_effect_force_stat_melee_attack_vs_greenskins_ogre_skaven	character_to_force_own	5.0000
wh2_dlc17_trait_kazador_thunderhorn	wh_main_effect_attribute_enable_causes_fear	character_to_character_own	1.0000
wh2_dlc17_trait_kevin_lloyd	wh2_main_effect_grant_immortality_hero	character_to_character_own	1.0000
wh2_dlc17_trait_kevin_lloyd	wh_main_effect_force_all_campaign_upkeep	agent_to_parent_army_own	-5.0000
wh2_dlc17_trait_kevin_lloyd	wh_main_effect_technology_research_points	character_to_faction_unseen	5.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_1	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	6.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_2	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_3	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_4	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_4	wh_main_effect_character_stat_weapon_strength	character_to_character_own	20.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_5	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh2_dlc17_trait_taurox_hidden_rampage_complete_5	wh_main_effect_character_stat_weapon_strength	character_to_character_own	25.0000
wh2_dlc17_trait_taurox_hidden_rampage_high_momentum	wh2_dlc17_effect_taurox_rampage_base_momentum_increase_dummy	character_to_character_own	1.0000
wh2_dlc17_trait_taurox_hidden_rampage_multiple_wins_same_turn	wh2_dlc17_effect_taurox_rampage_bst_rampage_mulitplier_dummy	character_to_character_own	20.0000
wh2_dlc17_trait_taurox_hidden_rampage_solo_army_1	wh2_main_effect_replenishment_lords	general_to_force_own	10.0000
wh2_dlc17_trait_taurox_hidden_rampage_solo_army_1	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh2_dlc17_trait_taurox_hidden_rampage_solo_army_2	wh2_main_effect_replenishment_lords	general_to_force_own	20.0000
wh2_dlc17_trait_taurox_hidden_rampage_solo_army_2	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_dlc17_trait_unique_expedient_engineer	wh2_dlc17_effect_ability_cooldown_restock	character_to_character_own	-30.0000
wh2_dlc17_trait_unique_expedient_engineer	wh2_dlc17_effect_ability_enable_vcoast_extra_powder	character_to_character_own	1.0000
wh2_dlc17_trait_unique_expedient_engineer	wh2_dlc17_effect_ability_uses_restock	character_to_character_own	3.0000
wh2_dlc17_trait_unique_expedient_engineer	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
wh2_dlc17_trait_unique_loracle	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	15.0000
wh2_dlc17_trait_unique_loracle	wh_main_effect_force_stat_speed	character_to_force_own	10.0000
wh2_dlc17_trait_unique_loracle	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
wh2_dlc17_trait_unique_rider_of_typo	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-15.0000
wh2_dlc17_trait_unique_rider_of_typo	wh2_dlc17_effect_ability_enable_wayfarer	character_to_character_own	1.0000
wh2_dlc17_trait_unique_rider_of_typo	wh_main_effect_character_stat_miscast	character_to_character_own	5.0000
wh2_main_trait_agent_action_assassinate	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	6.0000
wh2_main_trait_agent_action_assault_garrison	wh2_main_effect_agent_action_hinder_settlement_assault_garrison_buff	character_to_character_own	15.0000
wh2_main_trait_agent_action_assault_units	wh2_main_effect_agent_action_hinder_army_assault_units_buff	character_to_character_own	15.0000
wh2_main_trait_agent_action_assault_unit	wh2_main_effect_agent_action_hinder_army_assault_unit_buff	character_to_character_own	20.0000
wh2_main_trait_agent_action_block_army	wh2_main_effect_agent_action_hinder_army_block_army_buff	character_to_character_own	-10.0000
wh2_main_trait_agent_action_damage_building	wh2_main_effect_agent_action_hinder_settlement_damage_building_buff	character_to_character_own	20.0000
wh2_main_trait_agent_action_damage_walls	wh2_main_effect_agent_action_hinder_settlement_damage_walls_buff	character_to_character_own	2.0000
wh2_main_trait_agent_action_hinder_replenishment	wh2_main_effect_agent_action_hinder_army_hinder_replenishment_buff	character_to_character_own	-10.0000
wh2_main_trait_agent_action_steal_technology	wh2_main_effect_agent_action_hinder_settlement_steal_technology_buff	character_to_character_own	5.0000
wh2_main_trait_agent_action_wound	wh2_main_effect_agent_action_hinder_agent_wound_buff	character_to_character_own	9.0000
wh2_main_trait_agent_actions_against_beastmen	wh2_main_effect_attribute_enable_causes_fear_vs_bst	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_cathay	wh3_main_effect_attribute_enable_causes_fear_vs_cth	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_chaos_dwarfs	wh3_dlc23_effect_attribute_enable_causes_fear_vs_chd	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_chaos	wh2_main_effect_attribute_enable_causes_fear_vs_chs	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_daemons	wh3_main_effect_attribute_enable_causes_fear_vs_dae	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_dark_elves	wh2_main_effect_attribute_enable_causes_fear_vs_def	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_dwarfs	wh2_main_effect_attribute_enable_causes_fear_vs_dwf	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_greenskins	wh2_main_effect_attribute_enable_causes_fear_vs_grn	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_high_elves	wh2_main_effect_attribute_enable_causes_fear_vs_hef	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_humans	wh2_main_effect_attribute_enable_causes_fear_vs_human	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_khorne	wh3_main_effect_attribute_enable_causes_fear_vs_kho	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_kislev	wh3_main_effect_attribute_enable_causes_fear_vs_ksl	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_lizardmen	wh2_main_effect_attribute_enable_causes_fear_vs_lzd	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_nurgle	wh3_main_effect_attribute_enable_causes_fear_vs_nur	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_ogre_kingdoms	wh3_main_effect_attribute_enable_causes_fear_vs_ogr	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_skaven	wh2_main_effect_attribute_enable_causes_fear_vs_skv	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_slaanesh	wh3_main_effect_attribute_enable_causes_fear_vs_sla	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_tomb_kings	wh2_dlc12_effect_attribute_enable_causes_fear_vs_tmb	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_tzeentch	wh3_main_effect_attribute_enable_causes_fear_vs_tze	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_vampire_coast	wh2_dlc12_effect_attribute_enable_causes_fear_vs_cst	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_vampires	wh2_main_effect_attribute_enable_causes_fear_vs_vmp	character_to_character_own	1.0000
wh2_main_trait_agent_actions_against_wood_elves	wh2_main_effect_attribute_enable_causes_fear_vs_wef	character_to_character_own	1.0000
wh2_main_trait_agent_target_fail_1	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	5.0000
wh2_main_trait_agent_target_fail_2	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	10.0000
wh2_main_trait_agent_target_fail_3	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-5.0000
wh2_main_trait_agent_target_fail_3	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	10.0000
wh2_main_trait_agent_target_success_1	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	5.0000
wh2_main_trait_agent_target_success_2	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	10.0000
wh2_main_trait_agent_target_success_3	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	15.0000
wh2_main_trait_agent_target_success_3	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
wh2_main_trait_attacking_defeat_1	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	-15.0000
wh2_main_trait_attacking_defeat_1	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	-2.0000
wh2_main_trait_attacking_defeat_2	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	-30.0000
wh2_main_trait_attacking_defeat_2	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	-3.0000
wh2_main_trait_attacking_defeat_3	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	-50.0000
wh2_main_trait_attacking_defeat_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	-10.0000
wh2_main_trait_attacking_defeat_3	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	-4.0000
wh2_main_trait_attacking_victory_1	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	10.0000
wh2_main_trait_attacking_victory_1	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	2.0000
wh2_main_trait_attacking_victory_2	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	20.0000
wh2_main_trait_attacking_victory_2	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	3.0000
wh2_main_trait_attacking_victory_3	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	30.0000
wh2_main_trait_attacking_victory_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh2_main_trait_attacking_victory_3	wh_main_effect_force_stat_leadership_attacking	general_to_force_own	4.0000
wh2_main_trait_brutally_honest	wh2_main_effect_economy_gdp_mod_trade_local	faction_to_region_own	25.0000
wh2_main_trait_builder_1	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-3.0000
wh2_main_trait_builder_1	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	3.0000
wh2_main_trait_builder_2	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-5.0000
wh2_main_trait_builder_2	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	5.0000
wh2_main_trait_builder_3	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-7.0000
wh2_main_trait_builder_3	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	7.0000
wh2_main_trait_casualties_1	wh_main_effect_character_stat_unit_health	character_to_character_own	5.0000
wh2_main_trait_casualties_1	wh_main_effect_force_stat_leadership_vs_vampire_counts	general_to_force_own	1.0000
wh2_main_trait_casualties_2	wh_main_effect_character_stat_unit_health	character_to_character_own	10.0000
wh2_main_trait_casualties_2	wh_main_effect_force_stat_leadership_vs_vampire_counts	general_to_force_own	2.0000
wh2_main_trait_casualties_3	wh_main_effect_character_stat_unit_health	character_to_character_own	20.0000
wh2_main_trait_casualties_3	wh_main_effect_force_stat_leadership_vs_vampire_counts	general_to_force_own	3.0000
wh2_main_trait_corrupted_chaos	wh2_main_effect_character_stat_weapon_strength_base	character_to_character_own	20.0000
wh2_main_trait_corrupted_chaos	wh_main_effect_character_stat_melee_defence	character_to_character_own	-15.0000
wh2_main_trait_corrupted_chaos	wh_main_effect_public_order_characters	character_to_province_own	-5.0000
wh2_main_trait_corrupted_skaven	wh2_main_effect_character_stat_leadership_vs_skaven	character_to_character_own	-15.0000
wh2_main_trait_corrupted_skaven	wh_main_effect_public_order_characters	character_to_province_own	1.0000
wh2_main_trait_corrupted_vampire	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
wh2_main_trait_corrupted_vampire	wh_main_effect_force_stat_leadership	general_to_force_own	-2.0000
wh2_main_trait_corrupted_vampire	wh_main_effect_province_growth_characters	character_to_province_own	-10.0000
wh2_main_trait_def_assassins_end	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
wh2_main_trait_def_assassins_end	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh2_main_trait_def_favoured	wh2_main_effect_character_mod_loyalty_new_turn	region_to_character_own_text	1.0000
wh2_main_trait_def_favoured	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-5.0000
wh2_main_trait_def_favoured	wh_main_effect_public_order_characters	character_to_province_own	3.0000
wh2_main_trait_def_name_of_power_ar_01_lifequencher	wh2_main_effect_building_unit_xp_levels_def_resource_medicine	general_to_force_own	2.0000
wh2_main_trait_def_name_of_power_ar_01_lifequencher	wh2_main_effect_buildling_upkeep_reduction_def_resource_medicine	general_to_force_own	-15.0000
wh2_main_trait_def_name_of_power_ar_01_lifequencher	wh2_main_effect_force_stat_ward_save_witch_elves	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_01_lifequencher	wh2_main_title_name_of_power_lifequencher	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	wh2_main_effect_force_stat_leadership_def_coldones	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	wh2_main_effect_force_stat_weapon_strength_def_coldones	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	wh2_main_effect_tech_upkeep_cost_reduction_def_coldones	general_to_force_own	-15.0000
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	wh2_main_title_name_of_power_the_tempest_of_talons	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_03_shadowdart	wh2_main_effect_attribute_enable_causes_fear_shades	general_to_force_own	1.0000
wh2_main_trait_def_name_of_power_ar_03_shadowdart	wh2_main_effect_force_stat_range_shades	general_to_force_own	35.0000
wh2_main_trait_def_name_of_power_ar_03_shadowdart	wh2_main_effect_tech_unit_xp_levels_def_shades	general_to_force_own	2.0000
wh2_main_trait_def_name_of_power_ar_03_shadowdart	wh2_main_title_name_of_power_shadowdart	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_04_barbstorm	wh2_main_title_name_of_power_barbstorm	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_04_barbstorm	wh_main_effect_force_stat_ammunition	general_to_force_own	40.0000
wh2_main_trait_def_name_of_power_ar_04_barbstorm	wh_main_effect_force_stat_missile_damage	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_04_barbstorm	wh_main_effect_force_stat_range	general_to_force_own	5.0000
wh2_main_trait_def_name_of_power_ar_05_beastbinder	wh2_main_effect_force_stat_charge_bonus_add_def_monsters	general_to_force_own	20.0000
wh2_main_trait_def_name_of_power_ar_05_beastbinder	wh2_main_effect_force_stat_leadership_def_beasts	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_05_beastbinder	wh2_main_effect_tech_upkeep_cost_reduction_def_beasts	general_to_force_own	-20.0000
wh2_main_trait_def_name_of_power_ar_05_beastbinder	wh2_main_title_name_of_power_beastbinder	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_06_fangshield	wh2_main_effect_force_stat_leadership_def_bleakswords_dreadspears_darkshsld	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_06_fangshield	wh2_main_effect_force_stat_physical_resistance_def_bleakswords_dreadspears_darkshsld	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ar_06_fangshield	wh2_main_title_name_of_power_fangshield	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_07_wrathbringer	wh2_main_title_name_of_power_wrathbringer	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_07_wrathbringer	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_ar_07_wrathbringer	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	100.0000
wh2_main_trait_def_name_of_power_ar_08_moonshadow	wh2_main_title_name_of_power_moonshadow	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_08_moonshadow	wh_main_effect_force_stat_leadership_during_ambushes	character_to_force_own_unseen	15.0000
wh2_main_trait_def_name_of_power_ar_08_moonshadow	wh_main_effect_force_stat_speed	general_to_force_own	5.0000
wh2_main_trait_def_name_of_power_ar_09_granitestance	wh2_main_title_name_of_power_granitestance	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_09_granitestance	wh_main_effect_ability_enable_hold_the_line	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_09_granitestance	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	wh2_main_effect_force_stat_armour_shade_darkrider	character_to_force_own_unseen	30.0000
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	wh2_main_effect_force_stat_melee_attack_shade_darkriders	character_to_force_own_unseen	5.0000
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	wh2_main_effect_tech_upkeep_cost_reduction_def_shades_darkriders	general_to_force_own	-15.0000
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	wh2_main_title_name_of_power_the_grey_vanquisher	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_11_krakenclaw	wh2_main_effect_force_stat_add_ap_damage_corsairs_melee	general_to_force_own	100.0000
wh2_main_trait_def_name_of_power_ar_11_krakenclaw	wh2_main_effect_force_stat_ap_missile_damage_black_ark_corsairs	general_to_force_own	100.0000
wh2_main_trait_def_name_of_power_ar_11_krakenclaw	wh2_main_title_name_of_power_krakenclaw	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ar_12_grimgaze	wh2_main_effect_attribute_enable_causes_fear_blackguard	general_to_force_own	1.0000
wh2_main_trait_def_name_of_power_ar_12_grimgaze	wh2_main_effect_force_stat_armour_blackguard	character_to_force_own_unseen	10.0000
wh2_main_trait_def_name_of_power_ar_12_grimgaze	wh2_main_effect_tech_unit_xp_levels_def_blackguard	general_to_force_own	2.0000
wh2_main_trait_def_name_of_power_ar_12_grimgaze	wh2_main_title_name_of_power_grimgaze	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_01_dreadtongue	wh2_main_faction_political_diplomacy_mod_dark_elves	character_to_faction_unseen	5.0000
wh2_main_trait_def_name_of_power_ca_01_dreadtongue	wh2_main_title_name_of_power_dreadtongue	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_01_dreadtongue	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-5.0000
wh2_main_trait_def_name_of_power_ca_02_darkpath	wh2_main_title_name_of_power_darkpath	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_02_darkpath	wh_main_effect_agent_movement_range_mod	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_ca_02_darkpath	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	20.0000
wh2_main_trait_def_name_of_power_ca_03_khainemarked	wh2_main_effect_building_upkeep_reduction_def_executioners	general_to_force_own	-15.0000
wh2_main_trait_def_name_of_power_ca_03_khainemarked	wh2_main_effect_force_stat_ward_save_executioners	general_to_force_own	15.0000
wh2_main_trait_def_name_of_power_ca_03_khainemarked	wh2_main_effect_trait_unit_recruitment_duration_def_executioners	character_to_province_own	-1.0000
wh2_main_trait_def_name_of_power_ca_03_khainemarked	wh2_main_title_name_of_power_khainemarked	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_03_khainemarked	wh3_main_effect_corruption_reduction_characters	character_to_character_own_provincetext	-5.0000
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	wh2_main_effect_force_all_campaign_sacking_income	character_to_character_own	50.0000
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	wh2_main_title_name_of_power_the_black_conqueror	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	15.0000
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	50.0000
wh2_main_trait_def_name_of_power_ca_05_leviathanrage	wh2_main_effect_tech_upkeep_cost_reduction_def_corsairs	general_to_force_own	-15.0000
wh2_main_trait_def_name_of_power_ca_05_leviathanrage	wh2_main_title_name_of_power_leviathanrage	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_05_leviathanrage	wh_main_effect_economy_gdp_mod_trade_sea	character_to_region_own_provincewide	10.0000
wh2_main_trait_def_name_of_power_ca_06_emeraldeye	wh2_main_effect_economy_gdp_mod_industry_hef	character_to_region_own_provincewide	10.0000
wh2_main_trait_def_name_of_power_ca_06_emeraldeye	wh2_main_title_name_of_power_emeraldeye	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_06_emeraldeye	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
wh2_main_trait_def_name_of_power_ca_07_barbedlash	wh2_main_title_name_of_power_barbedlash	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_07_barbedlash	wh_main_effect_public_order_characters	character_to_province_own	8.0000
wh2_main_trait_def_name_of_power_ca_07_barbedlash	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	character_to_region_own_provincewide	10.0000
wh2_main_trait_def_name_of_power_ca_08_pathguard	wh2_main_title_name_of_power_pathguard	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_08_pathguard	wh_main_effect_force_army_campaign_attrition_all_immunity	character_to_force_own_unseen	1.0000
wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall	wh2_main_effect_tech_unit_xp_levels_def_militia	general_to_force_own	2.0000
wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall	wh2_main_effect_tech_upkeep_cost_reduction_def_militia	general_to_force_own	-30.0000
wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall	wh2_main_title_name_of_power_the_dark_marshall	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	wh2_main_title_name_of_power_the_dire_overseer	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	wh_main_effect_economy_trade_good_commodity_mod	character_to_faction	5.0000
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own	5.0000
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	wh_main_effect_province_growth_characters	character_to_province_own	20.0000
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	wh2_main_effect_force_stat_reload_time_reduction_def_boltthrower	general_to_force_own	15.0000
