effect_bundle	payload	duration
wh3_dlc29_skv_chaotic_plans_rank_up_stormvermin	wh3_dlc29_skv_chaotic_plans_rank_up_stormvermin	0
wh3_dlc29_skv_chaotic_plans_reduce_tokens_1	wh3_dlc29_skv_chaotic_plans_reduce_tokens_1_infinite	0
wh3_dlc29_skv_chaotic_plans_reduce_tokens_1	wh3_dlc29_skv_chaotic_plans_reduce_tokens_1_turns_1	2
wh3_dlc29_skv_chaotic_plans_reduce_tokens_2	wh3_dlc29_skv_chaotic_plans_reduce_tokens_2_turns_1	2
wh3_dlc29_skv_dummy_bundle_experience	wh3_dlc29_skv_dummy_bundle_experience	0
wh3_dlc29_skv_dummy_bundle_rank_up_artillery_2	wh3_dlc29_skv_dummy_bundle_rank_up_artillery_2	0
wh3_dlc29_skv_dummy_bundle_rank_up_artillery_3	wh3_dlc29_skv_dummy_bundle_rank_up_artillery_3	0
wh3_dlc29_skv_dummy_bundle_rank_up_melee_infantry_2	wh3_dlc29_skv_dummy_bundle_rank_up_melee_infantry_2	0
wh3_dlc29_skv_dummy_bundle_rank_up_melee_infantry_3	wh3_dlc29_skv_dummy_bundle_rank_up_melee_infantry_3	0
wh3_dlc29_skv_dummy_bundle_rank_up_missile_infantry_2	wh3_dlc29_skv_dummy_bundle_rank_up_missile_infantry_2	0
wh3_dlc29_skv_dummy_bundle_rank_up_missile_infantry_3	wh3_dlc29_skv_dummy_bundle_rank_up_missile_infantry_3	0
wh3_dlc29_skv_dummy_bundle_rank_up_monsters_2	wh3_dlc29_skv_dummy_bundle_rank_up_monsters_2	0
wh3_dlc29_skv_dummy_bundle_rank_up_monsters_3	wh3_dlc29_skv_dummy_bundle_rank_up_monsters_3	0
wh3_dlc29_skv_dummy_bundle_rank_up_weapon_teams_2	wh3_dlc29_skv_dummy_bundle_rank_up_weapon_teams_2	0
wh3_dlc29_skv_dummy_bundle_rank_up_weapon_teams_3	wh3_dlc29_skv_dummy_bundle_rank_up_weapon_teams_3	0
wh3_dlc29_economy_effect_bundle_food_mid_1	wh3_dlc29_skv_economy_effect_bundle_food_mid_1	0
wh3_dlc29_economy_effect_bundle_food_mid_2	wh3_dlc29_skv_economy_effect_bundle_food_mid_2	0
wh3_dlc29_economy_effect_bundle_food_mid_3	wh3_dlc29_skv_economy_effect_bundle_food_mid_3	0
wh3_dlc29_economy_effect_bundle_food_small_1	wh3_dlc29_skv_economy_effect_bundle_food_small_1	0
wh3_dlc29_economy_effect_bundle_food_small_2	wh3_dlc29_skv_economy_effect_bundle_food_small_2	0
wh3_dlc29_economy_effect_bundle_treasury_mid_1	wh3_dlc29_skv_economy_effect_bundle_treasury_mid_1	0
wh3_dlc29_economy_effect_bundle_treasury_mid_2	wh3_dlc29_skv_economy_effect_bundle_treasury_mid_2	0
wh3_dlc29_economy_effect_bundle_treasury_mid_3	wh3_dlc29_skv_economy_effect_bundle_treasury_mid_3	0
wh3_dlc29_economy_effect_bundle_treasury_very_large_1	wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_1	0
wh3_dlc29_economy_effect_bundle_treasury_very_large_2	wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_2	0
wh3_dlc29_economy_effect_bundle_treasury_very_large_3	wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_3	0
wh3_dlc29_economy_effect_bundle_warpstone_mid_1	wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_1	0
wh3_dlc29_economy_effect_bundle_warpstone_mid_2	wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_2	0
wh3_dlc29_economy_effect_bundle_warpstone_mid_3	wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_3	0
wh3_dlc29_economy_effect_bundle_warpstone_very_large_1	wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_1	0
wh3_dlc29_economy_effect_bundle_warpstone_very_large_2	wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_2	0
wh3_dlc29_economy_effect_bundle_warpstone_very_large_3	wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_3	0
wh3_dlc29_skv_magic_create_undercity_filler_token_assassins	wh3_dlc29_skv_magic_create_undercity_filler_token_assassins	0
wh3_dlc29_skv_magic_create_undercity_filler_token_crafting	wh3_dlc29_skv_magic_create_undercity_filler_token_crafting	0
wh3_dlc29_skv_magic_create_undercity_filler_token_kidnappers	wh3_dlc29_skv_magic_create_undercity_filler_token_kidnappers	0
wh3_dlc29_skv_magic_create_undercity_filler_token_mine	wh3_dlc29_skv_magic_create_undercity_filler_token_mine	0
wh3_dlc29_skv_magic_create_undercity_filler_token_refinery	wh3_dlc29_skv_magic_create_undercity_filler_token_refinery	0
wh3_dlc29_skv_magic_create_undercity_filler_token_strip_mine	wh3_dlc29_skv_magic_create_undercity_filler_token_strip_mine	0
wh3_dlc29_skv_magic_create_undercity_filler_token_thieves	wh3_dlc29_skv_magic_create_undercity_filler_token_thieves	0
wh3_dlc29_skv_magic_pull_moon_filler_token_food_dummy	wh3_dlc29_skv_magic_pull_moon_filler_token_food_dummy	0
wh3_dlc29_skv_magic_pull_moon_filler_token_food	wh3_dlc29_skv_magic_pull_moon_filler_token_food	4
wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots_dummy	wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots_dummy	0
wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots	wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots	4
wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption_dummy	wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption_dummy	0
wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption	wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption	4
wh3_dlc29_skv_magic_red_chaos_corruption_1	wh3_dlc29_skv_magic_red_chaos_corruption_1	5
wh3_dlc29_skv_magic_red_chaos_corruption_2	wh3_dlc29_skv_magic_red_chaos_corruption_2	5
wh3_dlc29_skv_magic_red_chaos_corruption_3	wh3_dlc29_skv_magic_red_chaos_corruption_3	5
wh3_dlc29_skv_magic_red_elite_chaos_corruption_1	wh3_dlc29_skv_magic_red_elite_chaos_corruption_1	5
wh3_dlc29_skv_magic_red_elite_khorne_corruption_1	wh3_dlc29_skv_magic_red_elite_khorne_corruption_1	5
wh3_dlc29_skv_magic_red_elite_nurgle_corruption_1	wh3_dlc29_skv_magic_red_elite_nurgle_corruption_1	5
wh3_dlc29_skv_magic_red_elite_slaanesh_corruption_1	wh3_dlc29_skv_magic_red_elite_slaanesh_corruption_1	5
wh3_dlc29_skv_magic_red_elite_tzeentch_corruption_1	wh3_dlc29_skv_magic_red_elite_tzeentch_corruption_1	5
wh3_dlc29_skv_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_skv_magic_red_enemy_verminlord_corruptor_1	0
wh3_dlc29_skv_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_skv_magic_red_enemy_verminlord_deceiver_1	0
wh3_dlc29_skv_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_skv_magic_red_enemy_verminlord_warbringer_1	0
wh3_dlc29_skv_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_skv_magic_red_enemy_verminlord_warpseer_1	0
wh3_dlc29_skv_magic_red_khorne_corruption_1	wh3_dlc29_skv_magic_red_khorne_corruption_1	3
wh3_dlc29_skv_magic_red_nurgle_corruption_1	wh3_dlc29_skv_magic_red_nurgle_corruption_1	3
wh3_dlc29_skv_magic_red_slaanesh_corruption_1	wh3_dlc29_skv_magic_red_slaanesh_corruption_1	3
wh3_dlc29_skv_magic_red_tzeentch_corruption_1	wh3_dlc29_skv_magic_red_tzeentch_corruption_1	3
wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	0
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	0
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	0
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	0
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	0
wh3_dlc29_skv_magic_verminlord_rank_up	wh3_dlc29_skv_magic_verminlord_rank_up	0
wh3_dlc29_skv_military_action_skill_spawn_clanrats_shields_rank_9	wh3_dlc29_skv_military_action_skill_spawn_clanrats_shields_rank_9	0
wh3_dlc29_skv_military_action_skill_spawn_clanrats_shields	wh3_dlc29_skv_military_action_skill_spawn_clanrats_shields	0
wh3_dlc29_skv_military_action_skill_spawn_stormvermin_rank_9	wh3_dlc29_skv_military_action_skill_spawn_stormvermin_rank_9	0
wh3_dlc29_military_green_effect_bundle_artillery_1	wh3_dlc29_skv_military_green_effect_bundle_artillery_1	0
wh3_dlc29_military_green_effect_bundle_infantry_2	wh3_dlc29_skv_military_green_effect_bundle_infantry_2	0
wh3_dlc29_military_green_effect_bundle_pusbags_1	wh3_dlc29_skv_military_green_effect_bundle_pusbags_1	0
wh3_dlc29_military_green_effect_bundle_pusbags_2	wh3_dlc29_skv_military_green_effect_bundle_pusbags_2	0
wh3_dlc29_skv_underlings_rank_up_artillery_1	wh3_dlc29_skv_underlings_rank_up_artillery_1	0
wh3_dlc29_skv_underlings_rank_up_artillery_2	wh3_dlc29_skv_underlings_rank_up_artillery_2	0
wh3_dlc29_skv_underlings_rank_up_artillery_3	wh3_dlc29_skv_underlings_rank_up_artillery_3	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_1	wh3_dlc29_skv_underlings_rank_up_melee_infantry_1	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_2	wh3_dlc29_skv_underlings_rank_up_melee_infantry_2	0
wh3_dlc29_skv_underlings_rank_up_melee_infantry_3	wh3_dlc29_skv_underlings_rank_up_melee_infantry_3	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_1	wh3_dlc29_skv_underlings_rank_up_missile_infantry_1	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_2	wh3_dlc29_skv_underlings_rank_up_missile_infantry_2	0
wh3_dlc29_skv_underlings_rank_up_missile_infantry_3	wh3_dlc29_skv_underlings_rank_up_missile_infantry_3	0
wh3_dlc29_skv_underlings_rank_up_monsters_1	wh3_dlc29_skv_underlings_rank_up_monsters_1	0
wh3_dlc29_skv_underlings_rank_up_monsters_2	wh3_dlc29_skv_underlings_rank_up_monsters_2	0
wh3_dlc29_skv_underlings_rank_up_monsters_3	wh3_dlc29_skv_underlings_rank_up_monsters_3	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_1	wh3_dlc29_skv_underlings_rank_up_weapon_teams_1	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_2	wh3_dlc29_skv_underlings_rank_up_weapon_teams_2	0
wh3_dlc29_skv_underlings_rank_up_weapon_teams_3	wh3_dlc29_skv_underlings_rank_up_weapon_teams_3	0
wh_dlc08_bundle_god_bar_crow_allegiance	wh3_main_nor_dilemma_crow	0
wh_dlc08_bundle_god_bar_eagle_allegiance	wh3_main_nor_dilemma_eagle	0
wh_dlc08_bundle_god_bar_hound_allegiance	wh3_main_nor_dilemma_hound	0
wh_dlc08_bundle_god_bar_serpent_allegiance	wh3_main_nor_dilemma_serpent	0
wh_dlc02_payload_all_charge_carnage	wh_dlc02_payload_all_charge_carnage	5
wh_dlc02_payload_all_magic_carnage	wh_dlc02_payload_all_magic_carnage	5
wh_dlc02_payload_all_weapon_carnage	wh_dlc02_payload_all_weapon_carnage	5
