bonus_value_id	effect	unit_upgrade_to_unit_group
percentage_cost_mod	wh3_dlc23_effect_upgrade_cost_war_machines	wh3_dlc23_chd_skullcracker_2dreadquake_add_1dreadquake
percentage_cost_mod	wh3_dlc23_effect_upgrade_cost_war_machines	wh3_dlc23_chd_skullcracker_2dreadquake_add_1magma
percentage_cost_mod	wh3_dlc23_effect_upgrade_cost_war_machines	wh3_dlc23_chd_skullcracker_add_1deathshrieker
percentage_cost_mod	wh3_dlc23_effect_upgrade_cost_war_machines	wh3_dlc23_chd_skullcracker_add_1dreadquake
percentage_cost_mod	wh3_dlc23_effect_upgrade_cost_war_machines	wh3_dlc23_chd_skullcracker_add_1magma
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_bloodletters_to_exalted
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_bloodletters_to_exalted_valkia
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_daemonette_to_exalted
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_daemonette_to_exalted_azazel
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_pink_horrors_to_exalted
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_pink_horrors_to_exalted_vilitch
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_plaguebearers_to_exalted
percentage_cost_mod	wh3_main_effect_upgrade_cost_daemons	wh3_main_chs_plaguebearers_to_exalted_festus
