key	battle_sound_event_start	battle_sound_event_stop	campaign_sound_event_start	campaign_sound_event_stop	average_position	tracked	scale	reverb	max_distance	group_sound	battle_limitation	campaign_limitation	battle_limitation_scale	campaign_limitation_scale
VFX_Magic_Persistent_Chaos_Sorcerer_Tzeentch			CAM_IND_Magic_Persistent_DLC20_Tze_Chaos_Sorcerer_Loop_Start	CAM_IND_Magic_Persistent_DLC20_Tze_Chaos_Sorcerer_Loop_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_KnightsOfTheLionhearted_Weapon_Glow	Battle_IND_Magic_Persistent_VFX_KnightsOfTheLionhearted_Weapon_Glow_Start	Battle_IND_Magic_Persistent_VFX_KnightsOfTheLionhearted_Weapon_Glow_Stop			false	true	false	false	25.0000		magic_tiny	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Beasts	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Beasts_Start	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Beasts_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Death	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Death_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Death_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Fire	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Fire_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Fire_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Heavens	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Heavens_Start	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Heavens_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_High	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_High_Start	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_High_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Life	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Life_Start	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Life_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Light	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Light_Start	BAT_IND_Magic_Persistent_Lore_of_Magic_Glow_Light_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Metal	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Metal_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Metal_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Nurgle	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Nur_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Nur_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Shadow	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Shadow_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Shadow_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Slaanesh	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Sla_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Sla_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Lore_Of_Magic_Glow_Tzeentch	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Tze_Start	BAT_IND_Magic_Persistent_Lore_Of_Magic_Glow_Tze_Stop			false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Mutalith_Vortex_Tentacles	BAT_IND_Magic_Persistent_Mutalith_Vortex_Tentacle_Loop_Play	BAT_IND_Magic_Persistent_Mutalith_Vortex_Tentacle_Loop_Stop			false	true	false	false	80.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Mutalith_Vortex_VFX	BAT_IND_Magic_Persistent_Mutalith_Vortex_VFX_Loop_Play	BAT_IND_Magic_Persistent_Mutalith_Vortex_VFX_Loop_Stop			false	true	false	false	200.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Settra_Chariot_Wheel			Campaign_Structure_Artillery_Chariot_Settra_Magic_Play	Campaign_Structure_Artillery_Chariot_Settra_Magic_Stop	false	true	false	false	15.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine	BAT_IND_Magic_Persistent_Warshrine_Tzeentch_Oneshot		CAM_IND_Magic_Persistent_Warshrine_Tzeentch_Oneshot		false	true	false	false	80.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine_Kho			CAM_IND_Magic_Persistent_Warshrine_Khorne_Play	CAM_IND_Magic_Persistent_Warshrine_Khorne_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine_Nur			CAM_IND_Magic_Persistent_Warshrine_Nurgle_Play	CAM_IND_Magic_Persistent_Warshrine_Nurgle_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine_Sla			CAM_IND_Magic_Persistent_Warshrine_Slaanesh_Play	CAM_IND_Magic_Persistent_Warshrine_Slaanesh_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine_Tze			CAM_IND_Magic_Persistent_Warshrine_Tzeentch_Play	CAM_IND_Magic_Persistent_Warshrine_Tzeentch_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Warshrine_Und			CAM_IND_Magic_Persistent_Warshrine_Chaos_Play	CAM_IND_Magic_Persistent_Warshrine_Chaos_Stop	false	true	false	false	30.0000		default	default	1.0000	1.0000
VFX_Magic_Persistent_Weapon_Light_Glow	Battle_IND_Magic_Persistent_VFX_Glowing_Hammer_Start	Battle_IND_Magic_Persistent_VFX_Glowing_Hammer_Stop			true	true	false	true	30.0000	wh_main_grp_persistent_vfx_weapon_light_glow	default	default	1.0000	1.0000
VFX_Magic_Things_In_The_Woods_Summon	Battle_Individual_Cinematic_Kit_Things_in_The_Woods_Ethereal_Portal_Open				false	true	false	false	300.0000		default	default	1.0000	1.0000
VFX_Magic_Tmb_Special_Ability_Liber_Mortis	IND_Magic_Liber_Mortis_Start	IND_Magic_Liber_Mortis_Stop			false	true	false	false	350.0000		default	default	1.0000	1.0000
VFX_Magic_Tze_Special_Ability_Tempest_Of_Blue_Flame_Base_Loop	Battle_IND_Magic_Tempest_Of_Blue_Flame_Base_Loop_Start	Battle_IND_Magic_Tempest_Of_Blue_Flame_Base_Loop_Stop			false	true	false	false	200.0000		default	default	1.0000	1.0000
VFX_Magic_Tze_Special_Ability_Tempest_Of_Blue_Flame_Lightning	Battle_IND_Magic_Tempest_Of_Blue_Flame_Lightning_Oneshot				false	true	false	false	500.0000		magic	default	1.0000	1.0000
VFX_Magic_Tze_Villitch_Special_Ability_Pulse_Start	IND_Magic_Vilitch_Special_Ability_Pulse_Start	IND_Magic_Vilitch_Special_Ability_Pulse_Stop			false	false	false	false	200.0000		default	default	1.0000	1.0000
VFX_Magic_Tzeentch_Barrier_Hit	Battle_Individual_Melee_Tzeentch_Barrier_VFX				false	false	false	false	45.0000		default	default	1.0000	1.0000
VFX_Magic_Ulrika_Special_Ability_Targeting	Battle_IND_Magic_Ability_Skjalandirs_Fall_Targeting				false	true	false	false	200.0000		default	default	1.0000	1.0000
VFX_Projectile_Magma_Cannon_Fire_Vortex	Battle_Individual_Projectile_Magma_Cannon_Fire_Vortex_Play	Battle_Individual_Projectile_Magma_Cannon_Fire_Vortex_Stop			false	true	false	true	100.0000		default	default	1.0000	1.0000
