skill	skillset_key	sort_order
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_chs_chaos_sorcerer_death	300
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_chs_chaos_sorcerer_death	410
wh_main_skill_all_magic_death_01_spirit_leech	wh_main_skill_node_set_chs_chaos_sorcerer_death	10
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	wh_main_skill_node_set_chs_chaos_sorcerer_death	20
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	wh_main_skill_node_set_chs_chaos_sorcerer_death	60
wh_main_skill_all_magic_death_03_life_leeching	wh_main_skill_node_set_chs_chaos_sorcerer_death	90
wh_main_skill_all_magic_death_04_soulblight	wh_main_skill_node_set_chs_chaos_sorcerer_death	130
wh_main_skill_all_magic_death_04_soulblight	wh_main_skill_node_set_chs_chaos_sorcerer_death	150
wh_main_skill_all_magic_death_05_doom_and_darkness	wh_main_skill_node_set_chs_chaos_sorcerer_death	160
wh_main_skill_all_magic_death_05_doom_and_darkness	wh_main_skill_node_set_chs_chaos_sorcerer_death	180
wh_main_skill_all_magic_death_09_the_fate_of_bjuna	wh_main_skill_node_set_chs_chaos_sorcerer_death	330
wh_main_skill_all_magic_death_09_the_fate_of_bjuna	wh_main_skill_node_set_chs_chaos_sorcerer_death	350
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	wh_main_skill_node_set_chs_chaos_sorcerer_death	380
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	wh_main_skill_node_set_chs_chaos_sorcerer_death	390
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_fire	230
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_fire	240
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_fire	250
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_fire	110
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_fire	80
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_fire	90
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_fire	160
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_fire	170
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_fire	190
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_chs_chaos_sorcerer_fire	220
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_chs_chaos_sorcerer_fire	260
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_chs_chaos_sorcerer_fire	300
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_chs_chaos_sorcerer_fire	420
wh_main_skill_all_magic_fire_01_fireball	wh_main_skill_node_set_chs_chaos_sorcerer_fire	10
wh_main_skill_all_magic_fire_02_cascading_fire-cloak	wh_main_skill_node_set_chs_chaos_sorcerer_fire	20
wh_main_skill_all_magic_fire_02_cascading_fire-cloak	wh_main_skill_node_set_chs_chaos_sorcerer_fire	50
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin	wh_main_skill_node_set_chs_chaos_sorcerer_fire	100
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin	wh_main_skill_node_set_chs_chaos_sorcerer_fire	70
wh_main_skill_all_magic_fire_04_kindleflame	wh_main_skill_node_set_chs_chaos_sorcerer_fire	120
wh_main_skill_all_magic_fire_05_the_burning_head	wh_main_skill_node_set_chs_chaos_sorcerer_fire	180
wh_main_skill_all_magic_fire_05_the_burning_head	wh_main_skill_node_set_chs_chaos_sorcerer_fire	200
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning	wh_main_skill_node_set_chs_chaos_sorcerer_fire	310
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning	wh_main_skill_node_set_chs_chaos_sorcerer_fire	340
wh_main_skill_all_magic_fire_10_flame_storm	wh_main_skill_node_set_chs_chaos_sorcerer_fire	360
wh_main_skill_all_magic_fire_10_flame_storm	wh_main_skill_node_set_chs_chaos_sorcerer_fire	380
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_metal	240
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_metal	250
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_chs_chaos_sorcerer_metal	260
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_metal	100
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_metal	70
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_chs_chaos_sorcerer_metal	80
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_metal	160
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_metal	170
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_chs_chaos_sorcerer_metal	190
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_chs_chaos_sorcerer_metal	210
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_chs_chaos_sorcerer_metal	230
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_chs_chaos_sorcerer_metal	280
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_chs_chaos_sorcerer_metal	410
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_chs_chaos_sorcerer_metal	30
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_chs_chaos_sorcerer_metal	60
wh_main_skill_all_magic_metal_03_metalshifting	wh_main_skill_node_set_chs_chaos_sorcerer_metal	90
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_chs_chaos_sorcerer_metal	120
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_chs_chaos_sorcerer_metal	150
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_chs_chaos_sorcerer_metal	180
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_chs_chaos_sorcerer_metal	200
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_chs_chaos_sorcerer_metal	310
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_chs_chaos_sorcerer_metal	330
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_chs_chaos_sorcerer_metal	360
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_chs_chaos_sorcerer_metal	390
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_kholek	690
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_kholek	720
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_kholek	760
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_kholek	310
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_kholek	320
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_kholek	370
wh_main_skill_all_all_self_deadly_onslaught	wh_main_skill_node_set_chs_kholek	790
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_kholek	110
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_kholek	50
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_kholek	80
wh_main_skill_all_all_self_foe-seeker	wh_main_skill_node_set_chs_kholek	410
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_kholek	210
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_kholek	260
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_kholek	290
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_kholek	640
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_kholek	660
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_kholek	670
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_kholek	550
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_kholek	570
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_kholek	580
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_kholek	130
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_kholek	170
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_kholek	200
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_kholek	430
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_kholek	450
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_kholek	480
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_kholek	390
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_chs_kholek	400
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_kholek	700
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_kholek	730
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_kholek	770
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_chs_kholek	10
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_kholek	540
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_kholek	560
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_kholek	590
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_kholek	710
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_kholek	740
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_kholek	750
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_kholek	620
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_kholek	630
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_kholek	650
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_kholek	220
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_kholek	240
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_kholek	250
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_kholek	120
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_kholek	150
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_kholek	180
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_kholek	30
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_kholek	40
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_kholek	70
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_kholek	300
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_kholek	330
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_kholek	340
wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_kholek	780
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_kholek	440
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_kholek	460
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_kholek	470
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_kholek	510
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_kholek	520
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_kholek	530
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_kholek	420
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_kholek	490
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_kholek	500
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_kholek	100
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_kholek	60
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_kholek	90
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_kholek	600
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_kholek	610
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_kholek	680
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_kholek	350
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_kholek	360
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_kholek	380
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_kholek	140
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_kholek	160
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_kholek	190
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_kholek	230
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_kholek	270
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_kholek	280
wh_main_skill_chs_lord_campaign_unholy_resilience	wh_main_skill_node_set_chs_kholek	800
wh_main_skill_chs_lord_self_eye_of_the_gods	wh_main_skill_node_set_chs_kholek	20
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_lord_of_change	350
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_chs_lord_of_change	340
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord_of_change	590
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord_of_change	620
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord_of_change	630
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_chs_lord_of_change	10
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_chs_lord_of_change	360
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_chs_lord_of_change	430
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_chs_lord_of_change	490
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_chs_lord_of_change	670
wh_main_skill_all_magic_metal_01_searing_doom	wh_main_skill_node_set_chs_lord_of_change	20
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_chs_lord_of_change	60
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_chs_lord_of_change	70
wh_main_skill_all_magic_metal_03_metalshifting	wh_main_skill_node_set_chs_lord_of_change	160
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_chs_lord_of_change	200
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_chs_lord_of_change	240
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_chs_lord_of_change	290
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_chs_lord_of_change	330
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_chs_lord_of_change	510
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_chs_lord_of_change	580
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_chs_lord_of_change	640
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_chs_lord_of_change	660
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord_of_change	440
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord_of_change	470
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord_of_change	480
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord_of_change	600
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord_of_change	610
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord_of_change	650
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord_of_change	520
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord_of_change	540
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord_of_change	550
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord_of_change	180
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord_of_change	190
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord_of_change	210
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord_of_change	130
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord_of_change	150
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord_of_change	170
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord_of_change	100
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord_of_change	30
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord_of_change	40
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord_of_change	260
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord_of_change	270
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord_of_change	280
wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_lord_of_change	680
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord_of_change	370
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord_of_change	380
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord_of_change	410
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord_of_change	450
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord_of_change	460
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord_of_change	500
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord_of_change	390
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord_of_change	400
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord_of_change	420
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord_of_change	50
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord_of_change	80
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord_of_change	90
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord_of_change	530
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord_of_change	560
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord_of_change	570
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord_of_change	300
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord_of_change	310
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord_of_change	320
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord_of_change	110
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord_of_change	120
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord_of_change	140
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord_of_change	220
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord_of_change	230
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord_of_change	250
wh_main_skill_chs_lord_campaign_unholy_resilience	wh_main_skill_node_set_chs_lord_of_change	690
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_lord	710
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_lord	750
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_lord	770
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_lord	320
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_lord	360
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_chs_lord	370
wh_main_skill_all_all_self_deadly_onslaught	wh_main_skill_node_set_chs_lord	800
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_lord	100
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_lord	60
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_chs_lord	80
wh_main_skill_all_all_self_foe-seeker	wh_main_skill_node_set_chs_lord	410
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_lord	230
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_lord	240
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_chs_lord	290
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_lord	600
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_lord	610
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_chs_lord	640
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_lord	540
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_lord	570
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_chs_lord	580
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_lord	130
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_lord	160
wh_main_skill_all_all_self_thick-skinned	wh_main_skill_node_set_chs_lord	190
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_lord	420
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_lord	480
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_chs_lord	490
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_lord	390
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_chs_lord	400
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord	690
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord	720
wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_lord	730
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_chs_lord	10
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord	510
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord	520
wh_main_skill_chs_lord_battle_chaos_vanguard	wh_main_skill_node_set_chs_lord	550
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord	700
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord	740
wh_main_skill_chs_lord_battle_doomfire	wh_main_skill_node_set_chs_lord	760
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord	650
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord	670
wh_main_skill_chs_lord_battle_freakish_mutations	wh_main_skill_node_set_chs_lord	680
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord	210
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord	260
wh_main_skill_chs_lord_battle_hearts_of_iron	wh_main_skill_node_set_chs_lord	270
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord	120
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord	140
wh_main_skill_chs_lord_battle_legion_of_doom	wh_main_skill_node_set_chs_lord	150
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord	110
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord	40
wh_main_skill_chs_lord_battle_machines_of_death	wh_main_skill_node_set_chs_lord	70
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord	310
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord	330
wh_main_skill_chs_lord_battle_riders_of_the_apocalypse	wh_main_skill_node_set_chs_lord	340
wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_lord	790
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord	430
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord	440
wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	wh_main_skill_node_set_chs_lord	460
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord	530
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord	560
wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_lord	590
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord	450
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord	470
wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_lord	500
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord	30
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord	50
wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_lord	90
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord	620
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord	630
wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_lord	660
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord	300
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord	350
wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_lord	380
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord	170
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord	180
wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_lord	200
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord	220
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord	250
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_lord	280
wh_main_skill_chs_lord_campaign_unholy_resilience	wh_main_skill_node_set_chs_lord	780
wh_main_skill_chs_lord_self_eye_of_the_gods	wh_main_skill_node_set_chs_lord	20
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_chs_sigvald	710
