key	generate	ui_image	prioritised	event_category	override_icon	is_large_incident	additional_sound_event	sepia_fade	use_revealing_text
wh2_dlc16_incident_wef_ritual_begun_gryphon_wood_drycha	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_heart_of_the_jungle	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_jungles_of_chian	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_laurelorn	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_the_haunted_forest	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_witchwood	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_failed	false	civilisation_down	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_failed_other	false	civilisation_down	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_failed_other_pvp	false	civilisation_down	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available	false	wh2_dlc16_worldroots	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_athel_loren	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_emerald_pools	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_forest_of_gloom	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_gaean_vale	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_gryphon_wood	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_gryphon_wood_drycha	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_heart_of_the_jungle	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_jungles_of_chian	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_laurelorn	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_the_haunted_forest	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_rebirth_available_witchwood	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded	false	wh2_dlc16_forest_healed	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_athel_loren	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_emerald_pools	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_forest_of_gloom	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_gaean_vale	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_gryphon_wood	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_gryphon_wood_drycha	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_heart_of_the_jungle	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_jungles_of_chian	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_laurelorn	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_the_haunted_forest	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_succeeded_witchwood	false	wh2_dlc16_forest_healed	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_sisters_intro_invasion	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_wild_hunt_begins	false	faction	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_wild_hunt_ends	false	faction	false	Event		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_batch_available	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_capacity_reached	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_1a	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_1b	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_1c	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_2a	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_2b	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_2c	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_3a	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_3b	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_3c	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_4a	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_4b	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_4c	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_5a	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_5b	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_skv_throt_flesh_lab_monster_supply_5c	false	wh2_dlc16_throts_laboratory	false	Quest		false		1.0000	false
wh2_dlc16_wef_sisters_forge_activated	false	wh2_dlc16_forge_of_daith	false	Event		false		1.0000	false
wh2_dlc16_wef_sisters_forge_incident	false	wh2_dlc16_forge_of_daith	false	Event		false		1.0000	false
wh2_dlc17_bst_taurox_rampage_over_loss	false	wh2_dlc17_taurox_rampage	false	Quest		false		1.0000	false
wh2_dlc17_bst_taurox_rampage_threshold_reached_tier_1	false	wh2_dlc17_taurox_rampage	false	Quest		false		1.0000	false
wh2_dlc17_bst_taurox_rampage_threshold_reached_tier_2	false	wh2_dlc17_taurox_rampage	false	Quest		false		1.0000	false
wh2_dlc17_bst_taurox_rampage_threshold_reached_tier_3	false	wh2_dlc17_taurox_rampage	false	Quest		false		1.0000	false
wh2_dlc17_incident_bst_ritual_of_ruin_performed	false	wh2_dlc17_bloodground_ritual_completed	false	Event		false		1.0000	false
wh2_dlc17_incident_bst_ritual_of_ruin_performed_full_moon	false	wh2_dlc17_bloodground_ritual_completed	false	Event		false		1.0000	false
wh2_dlc17_incident_bst_ritual_of_ruin_performed_lunar_eclipse	false	wh2_dlc17_bloodground_ritual_completed	false	Event		false		1.0000	false
wh2_dlc17_incident_bst_ritual_of_ruin_performed_solar_eclipse	false	wh2_dlc17_bloodground_ritual_completed	false	Event		false		1.0000	false
wh2_dlc17_incident_dwf_thorgrim_gruge_settled_reward_brewers	false	celebration	false	Event		false		1.0000	false
wh2_dlc17_incident_dwf_thorgrim_gruge_settled_reward_crafters	false	diplomacy	false	Event		false		1.0000	false
wh2_dlc17_incident_dwf_thorgrim_gruge_settled_reward_slayers	false	faction	false	Event		false		1.0000	false
wh2_dlc17_incident_dwf_thorgrim_gruge_settled_reward_thanes	false	army_morale_up	false	Event		false		1.0000	false
wh2_dlc17_lzd_oxyotl_new_threat_map_mission	false	wh2_dlc17_new_threats_available	false	Event		false		1.0000	false
wh2_dlc17_lzd_oxyotl_silent_sanctums_new_sanctum_point	false	old_ones_temples_up	false	Event		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_barracks_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_1_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_3_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_battlefield_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_1_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_2_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_2_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_3_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_3_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_4_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_black_dragons_nest_4_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_2_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_3_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_3_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_4_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_dwarfen_vaults_4_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_1_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_3_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_flooded_armoury_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_1_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_2_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_2_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_3_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_3_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_4_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_graveyard_4_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_2_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_3_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_3_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_4_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_4_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_1_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_3_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_hidden_tunnel_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_picked_clean_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_1_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_3_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_rebel_army_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_1_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_2_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_2_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_3_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_3_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_4_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_scavengers_4_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_a_horde	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a_horde	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_1_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_3_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_ambush_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_1_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_2_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_2_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_3_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_3_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_4_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_skaven_burrow_4_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_1_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_2_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_2_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_3_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_3_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_4_a	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_spider_nest_4_b	false	wh2_treasure_hunt	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_1_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_3_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_a	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_b	false	wh2_treasure_hunt_2	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_1_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_2_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_2_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_3_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_3_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_4_a	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_tattered_library_4_b	false	wh2_treasure_hunt_3	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_underworld_sea_1_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_a	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_b	false	wh2_treasure_hunt_4	false	Quest		false		1.0000	false
