key	graph	x_pos	y_pos	type	cluster
wh3_dlc29_r4-c2-cell3-1	black_pyramid	450	653	key	black_pyramid_lore_of_vampires
wh3_dlc29_r4-c2-cell3-2	black_pyramid	471	653	major	black_pyramid_lore_of_vampires
wh3_dlc29_r4-c2-cell4-1	black_pyramid	450	674	major	black_pyramid_lore_of_vampires
wh3_dlc29_r4-c3-cell0-0	black_pyramid	535	589	major	black_pyramid_great_weapons
wh3_dlc29_r4-c3-cell0-2	black_pyramid	578	589	major	black_pyramid_great_weapons
wh3_dlc29_r4-c3-cell1-0	black_pyramid	535	611	major	black_pyramid_great_weapons
wh3_dlc29_r4-c3-cell1-1	black_pyramid	556	611	major	black_pyramid_great_weapons
wh3_dlc29_r4-c3-cell2-3	black_pyramid	599	632	minor	
wh3_dlc29_r4-c3-cell3-4	black_pyramid	620	653	major	black_pyramid_magic_chariots
wh3_dlc29_r4-c3-cell4-1	black_pyramid	556	674	gate	
wh3_dlc29_r4-c3-cell4-3	black_pyramid	599	674	key	black_pyramid_magic_chariots
wh3_dlc29_r4-c4-cell0-0	black_pyramid	641	589	minor	
wh3_dlc29_r4-c4-cell2-3	black_pyramid	705	632	major	black_pyramid_guards
wh3_dlc29_r4-c4-cell3-1	black_pyramid	663	653	key	black_pyramid_guards
wh3_dlc29_r4-c4-cell3-3	black_pyramid	705	653	key	black_pyramid_guards
wh3_dlc29_r4-c4-cell4-2	black_pyramid	684	674	major	black_pyramid_guards
wh3_dlc29_r4-c4-cell4-4	black_pyramid	727	674	major	black_pyramid_guards
wh3_dlc29_r4-c5-cell0-0	black_pyramid	748	589	major	black_pyramid_nameless
wh3_dlc29_r4-c5-cell0-1	black_pyramid	769	589	major	black_pyramid_nameless
wh3_dlc29_r4-c5-cell0-3	black_pyramid	812	589	major	black_pyramid_nameless
wh3_dlc29_r4-c5-cell0-4	black_pyramid	833	589	major	black_pyramid_nameless
wh3_dlc29_r4-c5-cell1-2	black_pyramid	790	611	key	black_pyramid_nameless
wh3_dlc29_r4-c5-cell3-0	black_pyramid	748	653	key	black_pyramid_guards
wh3_dlc29_r4-c5-cell3-4	black_pyramid	833	653	key	black_pyramid_knights
wh3_dlc29_r4-c5-cell4-2	black_pyramid	790	674	key	black_pyramid_nagash
wh3_dlc29_r4-c6-cell0-4	black_pyramid	939	589	minor	
wh3_dlc29_r4-c6-cell2-1	black_pyramid	875	632	major	black_pyramid_knights
wh3_dlc29_r4-c6-cell3-1	black_pyramid	875	653	key	black_pyramid_knights
wh3_dlc29_r4-c6-cell3-3	black_pyramid	918	653	key	black_pyramid_knights
wh3_dlc29_r4-c6-cell4-0	black_pyramid	854	674	major	black_pyramid_knights
wh3_dlc29_r4-c6-cell4-2	black_pyramid	897	674	major	black_pyramid_knights
wh3_dlc29_r4-c7-cell0-2	black_pyramid	1003	589	major	black_pyramid_dual_wield
wh3_dlc29_r4-c7-cell0-4	black_pyramid	1046	589	major	black_pyramid_dual_wield
wh3_dlc29_r4-c7-cell1-3	black_pyramid	1024	611	major	black_pyramid_dual_wield
wh3_dlc29_r4-c7-cell1-4	black_pyramid	1046	611	major	black_pyramid_dual_wield
wh3_dlc29_r4-c7-cell2-1	black_pyramid	982	632	minor	
wh3_dlc29_r4-c7-cell3-0	black_pyramid	961	653	key	black_pyramid_ethereal
wh3_dlc29_r4-c7-cell4-1	black_pyramid	982	674	key	black_pyramid_ethereal
wh3_dlc29_r4-c7-cell4-3	black_pyramid	1024	674	gate	
wh3_dlc29_r4-c8-cell0-2	black_pyramid	1110	589	minor	
wh3_dlc29_r4-c8-cell1-3	black_pyramid	1131	611	minor	
wh3_dlc29_r4-c8-cell2-0	black_pyramid	1067	632	minor	
wh3_dlc29_r4-c8-cell2-4	black_pyramid	1152	632	minor	
wh3_dlc29_r4-c8-cell3-2	black_pyramid	1110	653	major	black_pyramid_lore_of_light
wh3_dlc29_r4-c8-cell3-3	black_pyramid	1131	653	key	black_pyramid_lore_of_light
wh3_dlc29_r4-c8-cell4-3	black_pyramid	1131	674	major	black_pyramid_lore_of_light
wh3_dlc29_r4-c9-cell0-0	black_pyramid	1173	589	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell0-1	black_pyramid	1195	589	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell0-2	black_pyramid	1216	589	key	black_pyramid_characters
wh3_dlc29_r4-c9-cell1-0	black_pyramid	1173	611	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell1-3	black_pyramid	1237	611	key	black_pyramid_characters
wh3_dlc29_r4-c9-cell2-3	black_pyramid	1237	632	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell3-2	black_pyramid	1216	653	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell3-3	black_pyramid	1237	653	major	black_pyramid_characters
wh3_dlc29_r4-c9-cell4-1	black_pyramid	1195	674	minor	
wh3_dlc29_r5-c1-cell1-0	black_pyramid	429	504	major	black_pyramid_settlements
wh3_dlc29_r5-c1-cell1-1	black_pyramid	450	504	major	black_pyramid_settlements
wh3_dlc29_r5-c1-cell2-0	black_pyramid	429	526	major	black_pyramid_settlements
wh3_dlc29_r5-c1-cell2-1	black_pyramid	450	526	major	black_pyramid_settlements
wh3_dlc29_r5-c1-cell3-4	black_pyramid	514	547	gate	
wh3_dlc29_r5-c1-cell4-3	black_pyramid	492	568	minor	
wh3_dlc29_r5-c2-cell1-1	black_pyramid	556	504	minor	
wh3_dlc29_r5-c2-cell1-3	black_pyramid	599	504	key	black_pyramid_morghast
wh3_dlc29_r5-c2-cell2-3	black_pyramid	599	526	major	black_pyramid_morghast
wh3_dlc29_r5-c2-cell2-4	black_pyramid	620	526	major	black_pyramid_morghast
wh3_dlc29_r5-c2-cell3-4	black_pyramid	620	547	major	black_pyramid_morghast
wh3_dlc29_r5-c2-cell4-1	black_pyramid	556	568	major	black_pyramid_great_weapons
wh3_dlc29_r5-c2-cell4-2	black_pyramid	578	568	key	black_pyramid_great_weapons
wh3_dlc29_r5-c2-cell4-4	black_pyramid	620	568	key	black_pyramid_morghast
wh3_dlc29_r5-c3-cell0-2	black_pyramid	684	483	major	black_pyramid_lore_of_death
wh3_dlc29_r5-c3-cell1-1	black_pyramid	663	504	major	black_pyramid_lore_of_death
wh3_dlc29_r5-c3-cell1-2	black_pyramid	684	504	key	black_pyramid_lore_of_death
wh3_dlc29_r5-c3-cell2-3	black_pyramid	705	526	minor	
wh3_dlc29_r5-c3-cell3-2	black_pyramid	684	547	minor	
wh3_dlc29_r5-c3-cell4-3	black_pyramid	705	568	major	black_pyramid_nameless
wh3_dlc29_r5-c3-cell4-4	black_pyramid	727	568	major	black_pyramid_nameless
wh3_dlc29_r5-c4-cell0-0	black_pyramid	748	483	minor	
wh3_dlc29_r5-c4-cell0-2	black_pyramid	790	483	minor	
wh3_dlc29_r5-c4-cell0-4	black_pyramid	833	483	minor	
wh3_dlc29_r5-c4-cell1-0	black_pyramid	748	504	major	black_pyramid_krell
wh3_dlc29_r5-c4-cell1-4	black_pyramid	833	504	major	black_pyramid_walach
wh3_dlc29_r5-c4-cell2-1	black_pyramid	769	526	major	black_pyramid_krell
wh3_dlc29_r5-c4-cell2-2	black_pyramid	790	526	major	black_pyramid_dieter
wh3_dlc29_r5-c4-cell2-3	black_pyramid	812	526	major	black_pyramid_walach
wh3_dlc29_r5-c4-cell3-1	black_pyramid	769	547	key	black_pyramid_krell
wh3_dlc29_r5-c4-cell3-2	black_pyramid	790	547	major	black_pyramid_dieter
wh3_dlc29_r5-c4-cell3-3	black_pyramid	812	547	key	black_pyramid_walach
wh3_dlc29_r5-c4-cell4-2	black_pyramid	790	568	key	black_pyramid_dieter
wh3_dlc29_r5-c5-cell0-2	black_pyramid	897	483	major	black_pyramid_lore_of_nehekhara
wh3_dlc29_r5-c5-cell1-2	black_pyramid	897	504	key	black_pyramid_lore_of_nehekhara
wh3_dlc29_r5-c5-cell1-3	black_pyramid	918	504	major	black_pyramid_lore_of_nehekhara
wh3_dlc29_r5-c5-cell2-1	black_pyramid	875	526	minor	
wh3_dlc29_r5-c5-cell3-2	black_pyramid	897	547	minor	
wh3_dlc29_r5-c5-cell4-0	black_pyramid	854	568	major	black_pyramid_nameless
wh3_dlc29_r5-c5-cell4-1	black_pyramid	875	568	major	black_pyramid_nameless
wh3_dlc29_r5-c6-cell1-1	black_pyramid	982	504	key	black_pyramid_morghast
wh3_dlc29_r5-c6-cell1-3	black_pyramid	1024	504	minor	
wh3_dlc29_r5-c6-cell2-0	black_pyramid	961	526	major	black_pyramid_morghast
wh3_dlc29_r5-c6-cell2-1	black_pyramid	982	526	major	black_pyramid_morghast
wh3_dlc29_r5-c6-cell3-0	black_pyramid	961	547	major	black_pyramid_morghast
wh3_dlc29_r5-c6-cell4-0	black_pyramid	961	568	key	black_pyramid_morghast
wh3_dlc29_r5-c6-cell4-2	black_pyramid	1003	568	key	black_pyramid_dual_wield
wh3_dlc29_r5-c6-cell4-3	black_pyramid	1024	568	major	black_pyramid_dual_wield
wh3_dlc29_r5-c7-cell1-3	black_pyramid	1131	504	major	black_pyramid_battles
wh3_dlc29_r5-c7-cell1-4	black_pyramid	1152	504	major	black_pyramid_battles
wh3_dlc29_r5-c7-cell2-3	black_pyramid	1131	526	major	black_pyramid_battles
wh3_dlc29_r5-c7-cell2-4	black_pyramid	1152	526	major	black_pyramid_battles
wh3_dlc29_r5-c7-cell3-0	black_pyramid	1067	547	gate	
wh3_dlc29_r5-c7-cell4-1	black_pyramid	1088	568	minor	
wh3_dlc29_r6-c1-cell1-0	black_pyramid	535	398	key	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell1-2	black_pyramid	578	398	major	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell1-3	black_pyramid	599	398	key	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell2-1	black_pyramid	556	419	major	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell2-2	black_pyramid	578	419	major	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell3-0	black_pyramid	535	440	major	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell3-1	black_pyramid	556	440	major	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell3-2	black_pyramid	578	440	key	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell4-0	black_pyramid	535	462	key	black_pyramid_construct_monsters
wh3_dlc29_r6-c1-cell4-3	black_pyramid	599	462	minor	
wh3_dlc29_r6-c2-cell1-1	black_pyramid	663	398	minor	
wh3_dlc29_r6-c2-cell1-4	black_pyramid	727	398	key	black_pyramid_arkhan
wh3_dlc29_r6-c2-cell2-4	black_pyramid	727	419	major	black_pyramid_arkhan
wh3_dlc29_r6-c2-cell4-0	black_pyramid	641	462	key	black_pyramid_lore_of_death
wh3_dlc29_r6-c3-cell0-0	black_pyramid	748	377	key	black_pyramid_vlad
wh3_dlc29_r6-c3-cell0-4	black_pyramid	833	377	key	black_pyramid_mannfred
wh3_dlc29_r6-c3-cell1-2	black_pyramid	790	398	key	black_pyramid_neferata
wh3_dlc29_r6-c3-cell2-1	black_pyramid	769	419	major	black_pyramid_vlad
wh3_dlc29_r6-c3-cell2-2	black_pyramid	790	419	major	black_pyramid_neferata
wh3_dlc29_r6-c3-cell2-3	black_pyramid	812	419	major	black_pyramid_mannfred
wh3_dlc29_r6-c3-cell3-0	black_pyramid	748	440	major	black_pyramid_arkhan
wh3_dlc29_r6-c3-cell3-2	black_pyramid	790	440	major	black_pyramid_neferata
wh3_dlc29_r6-c3-cell3-4	black_pyramid	833	440	major	black_pyramid_luthor
wh3_dlc29_r6-c3-cell4-1	black_pyramid	769	462	major	black_pyramid_vlad
wh3_dlc29_r6-c3-cell4-3	black_pyramid	812	462	major	black_pyramid_mannfred
wh3_dlc29_r6-c4-cell1-0	black_pyramid	854	398	key	black_pyramid_luthor
wh3_dlc29_r6-c4-cell1-3	black_pyramid	918	398	minor	
wh3_dlc29_r6-c4-cell2-0	black_pyramid	854	419	major	black_pyramid_luthor
wh3_dlc29_r6-c4-cell4-4	black_pyramid	939	462	key	black_pyramid_lore_of_nehekhara
wh3_dlc29_r6-c5-cell1-1	black_pyramid	982	398	key	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell1-2	black_pyramid	1003	398	major	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell1-4	black_pyramid	1046	398	key	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell2-2	black_pyramid	1003	419	major	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell2-3	black_pyramid	1024	419	major	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell3-2	black_pyramid	1003	440	key	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell3-3	black_pyramid	1024	440	major	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell3-4	black_pyramid	1046	440	major	black_pyramid_undead_monsters
wh3_dlc29_r6-c5-cell4-1	black_pyramid	982	462	minor	
wh3_dlc29_r6-c5-cell4-4	black_pyramid	1046	462	key	black_pyramid_undead_monsters
wh3_dlc29_r7-c0-cell1-4	black_pyramid	620	291	key	black_pyramid_vampires
wh3_dlc29_r7-c0-cell3-4	black_pyramid	620	334	key	black_pyramid_vampires
wh3_dlc29_r7-c1-cell0-4	black_pyramid	727	270	major	black_pyramid_tomb_kings
wh3_dlc29_r7-c1-cell1-1	black_pyramid	663	291	key	black_pyramid_vampires
wh3_dlc29_r7-c1-cell2-0	black_pyramid	641	313	major	black_pyramid_vampires
wh3_dlc29_r7-c1-cell2-1	black_pyramid	663	313	major	black_pyramid_vampires
wh3_dlc29_r7-c1-cell3-0	black_pyramid	641	334	major	black_pyramid_vampires
wh3_dlc29_r7-c1-cell3-2	black_pyramid	684	334	major	black_pyramid_vampires
wh3_dlc29_r7-c1-cell3-4	black_pyramid	727	334	minor	
wh3_dlc29_r7-c1-cell4-1	black_pyramid	663	355	major	black_pyramid_vampires
wh3_dlc29_r7-c1-cell4-2	black_pyramid	684	355	key	black_pyramid_vampires
wh3_dlc29_r7-c2-cell0-1	black_pyramid	769	270	major	black_pyramid_tomb_kings
wh3_dlc29_r7-c2-cell0-2	black_pyramid	790	270	minor	
wh3_dlc29_r7-c2-cell0-3	black_pyramid	812	270	major	black_pyramid_vampire_counts
wh3_dlc29_r7-c2-cell1-1	black_pyramid	769	291	minor	
wh3_dlc29_r7-c2-cell1-2	black_pyramid	790	291	major	black_pyramid_vampire_coast
wh3_dlc29_r7-c2-cell1-3	black_pyramid	812	291	minor	
wh3_dlc29_r7-c2-cell2-0	black_pyramid	748	313	minor	
wh3_dlc29_r7-c2-cell2-1	black_pyramid	769	313	major	black_pyramid_vampire_coast
wh3_dlc29_r7-c2-cell2-2	black_pyramid	790	313	key	black_pyramid_vampire_coast
wh3_dlc29_r7-c2-cell2-3	black_pyramid	812	313	major	black_pyramid_vampire_coast
wh3_dlc29_r7-c2-cell2-4	black_pyramid	833	313	minor	
wh3_dlc29_r7-c2-cell4-2	black_pyramid	790	355	key	black_pyramid_vampire_coast
wh3_dlc29_r7-c3-cell0-0	black_pyramid	854	270	major	black_pyramid_vampire_counts
wh3_dlc29_r7-c3-cell1-3	black_pyramid	918	291	key	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell2-3	black_pyramid	918	313	major	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell2-4	black_pyramid	939	313	major	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell3-0	black_pyramid	854	334	minor	
wh3_dlc29_r7-c3-cell3-2	black_pyramid	897	334	key	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell3-4	black_pyramid	939	334	major	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell4-2	black_pyramid	897	355	major	black_pyramid_siege_monsters
wh3_dlc29_r7-c3-cell4-3	black_pyramid	918	355	key	black_pyramid_siege_monsters
wh3_dlc29_r7-c4-cell1-0	black_pyramid	961	291	key	black_pyramid_siege_monsters
wh3_dlc29_r7-c4-cell3-0	black_pyramid	961	334	key	black_pyramid_siege_monsters
wh3_dlc29_r8-c0-cell0-4	black_pyramid	727	164	key	black_pyramid_nagash
wh3_dlc29_r8-c0-cell2-3	black_pyramid	705	206	key	black_pyramid_tomb_kings
wh3_dlc29_r8-c1-cell0-1	black_pyramid	769	164	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell0-2	black_pyramid	790	164	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell0-3	black_pyramid	812	164	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell1-0	black_pyramid	748	185	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell1-1	black_pyramid	769	185	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell1-2	black_pyramid	790	185	minor	
wh3_dlc29_r8-c1-cell1-3	black_pyramid	812	185	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell1-4	black_pyramid	833	185	major	black_pyramid_nagash
wh3_dlc29_r8-c1-cell3-1	black_pyramid	769	228	major	black_pyramid_tomb_kings
wh3_dlc29_r8-c1-cell3-2	black_pyramid	790	228	minor	
wh3_dlc29_r8-c1-cell3-3	black_pyramid	812	228	major	black_pyramid_vampire_counts
wh3_dlc29_r8-c1-cell4-0	black_pyramid	748	249	key	black_pyramid_tomb_kings
wh3_dlc29_r8-c1-cell4-4	black_pyramid	833	249	key	black_pyramid_vampire_counts
wh3_dlc29_r8-c2-cell0-0	black_pyramid	854	164	key	black_pyramid_nagash
wh3_dlc29_r8-c2-cell2-1	black_pyramid	875	206	key	black_pyramid_vampire_counts
wh3_dlc29_r9-c0-cell2-2	black_pyramid	790	100	key	black_pyramid_nagash
wh3_dlc29_r9-c0-cell3-1	black_pyramid	769	121	key	black_pyramid_nagash
wh3_dlc29_r9-c0-cell3-2	black_pyramid	790	121	major	black_pyramid_nagash
wh3_dlc29_r9-c0-cell3-3	black_pyramid	812	121	key	black_pyramid_nagash
wh3_dlc29_r9-c0-cell4-0	black_pyramid	748	143	key	black_pyramid_nagash
wh3_dlc29_r9-c0-cell4-2	black_pyramid	790	143	major	black_pyramid_nagash
wh3_dlc29_r9-c0-cell4-4	black_pyramid	833	143	key	black_pyramid_nagash
