key	agent_key	for_army	for_navy	faction_key	campaign_key	subculture	agent_subtype_key
wh3_dlc24_skill_node_set_tze_aekold_helbrass	champion	false	false				wh3_dlc24_tze_aekold_helbrass
wh3_dlc24_skill_node_set_tze_blue_scribes	wizard	false	false				wh3_dlc24_tze_blue_scribes
wh3_dlc24_skill_node_set_tze_exalted_lord_of_change_metal_locked_army	general	false	false				wh3_dlc24_tze_exalted_lord_of_change_metal_locked_army
wh3_dlc24_skill_node_set_tze_exalted_lord_of_change_tzeentch_locked_army	general	false	false				wh3_dlc24_tze_exalted_lord_of_change_tzeentch_locked_army
wh3_dlc24_skill_node_set_tze_the_changeling	general	false	false				wh3_dlc24_tze_the_changeling
wh3_dlc24_skill_node_set_tze_the_changeling_cultist_special	engineer	false	false				wh3_dlc24_tze_the_changeling_cultist_special
wh3_dlc25_chs_lord_mnur	general	false	false				wh3_dlc25_chs_lord_mnur
wh3_dlc25_chs_sorcerer_death_mnur	wizard	false	false				wh3_dlc25_chs_sorcerer_death_mnur
wh3_dlc25_chs_sorcerer_nurgle_mnur	wizard	false	false				wh3_dlc25_chs_sorcerer_nurgle_mnur
wh3_dlc25_dwf_lord_mikael_leadstrong	general	false	false				wh3_dlc25_dwf_lord_mikael_leadstrong
wh3_dlc25_skill_node_set_dwf_daemon_slayer	general	false	false				wh3_dlc25_dwf_daemon_slayer
wh3_dlc25_skill_node_set_dwf_dragon_slayer	dignitary	false	false				wh3_dlc25_dwf_dragon_slayer
wh3_dlc25_skill_node_set_dwf_garagrim_ironfist	champion	false	false				wh3_dlc25_dwf_garagrim_ironfist
wh3_dlc25_skill_node_set_dwf_malakai_makaisson	general	false	false				wh3_dlc25_dwf_malakai_makaisson
wh3_dlc25_skill_node_set_emp_elspeth_von_draken	general	false	false				wh3_dlc25_emp_elspeth_von_draken
wh3_dlc25_skill_node_set_emp_engineer	engineer	false	false				wh3_dlc25_emp_engineer
wh3_dlc25_skill_node_set_emp_gold_wizard	wizard	false	false				wh3_dlc25_emp_gold_wizard
wh3_dlc25_skill_node_set_emp_master_engineer	general	false	false				wh3_dlc25_emp_master_engineer
wh3_dlc25_skill_node_set_emp_theodore_bruckner	champion	false	false				wh3_dlc25_emp_theodore_bruckner
wh3_dlc25_skill_node_set_nur_bray_shaman_wild_chieftain	wizard	false	false				wh3_dlc25_nur_bray_shaman_wild_chieftain
wh3_dlc25_skill_node_set_nur_castellan_chieftain	engineer	false	false				wh3_dlc25_nur_castellan_chieftain
wh3_dlc25_skill_node_set_nur_epidemius	general	false	false				wh3_dlc25_nur_epidemius
wh3_dlc25_skill_node_set_nur_exalted_hero_chieftain	champion	false	false				wh3_dlc25_nur_exalted_hero_chieftain
wh3_dlc25_skill_node_set_nur_fimir_balefiend_shadow_chieftain	dignitary	false	false				wh3_dlc25_nur_fimir_balefiend_shadow_chieftain
wh3_dlc25_skill_node_set_nur_kayzk_the_befouled	champion	false	false				wh3_dlc25_nur_kayzk_the_befouled
wh3_dlc25_skill_node_set_nur_skin_wolf_werekin_chieftain	champion	false	false				wh3_dlc25_nur_skin_wolf_werekin_chieftain
wh3_dlc25_skill_node_set_nur_tamurkhan	general	false	false				wh3_dlc25_nur_tamurkhan
wh3_main_ie_skill_node_set_nor_burplesmirk_spewpit	general	false	false				wh3_main_ie_nor_burplesmirk_spewpit
wh3_main_ie_skill_node_set_nor_killgore_slaymaim	champion	false	false				wh3_main_ie_nor_killgore_slaymaim
wh3_main_pro_skill_node_set_kho_cultist	dignitary	false	false				wh3_main_pro_kho_cultist
wh3_main_pro_skill_node_set_ksl_boyar	general	false	false				wh3_main_pro_ksl_boyar
wh3_main_pro_skill_node_set_ksl_frost_maiden_ice	wizard	false	false				wh3_main_pro_ksl_frost_maiden_ice
wh3_main_pro_skill_node_set_ksl_patriarch	dignitary	false	false				wh3_main_pro_ksl_patriarch
wh3_main_pro_skill_node_set_tze_cultist	dignitary	false	false				wh3_main_pro_tze_cultist
wh3_main_prologue_skill_node_set_kho_bloodthirster	general	false	false				wh3_main_pro_kho_bloodthirster
wh3_main_prologue_skill_node_set_nor_slavin	general	false	false				wh3_main_pro_slavin_0
wh3_main_skill_node_set_cth_alchemist	engineer	false	false				wh3_main_cth_alchemist
wh3_main_skill_node_set_cth_astromancer	wizard	false	false				wh3_main_cth_astromancer
wh3_main_skill_node_set_cth_dragon_blooded_shugengan_yang	general	false	false				wh3_main_cth_dragon_blooded_shugengan_yang
wh3_main_skill_node_set_cth_dragon_blooded_shugengan_yin	general	false	false				wh3_main_cth_dragon_blooded_shugengan_yin
wh3_main_skill_node_set_cth_lord_caravan_master	general	false	false				wh3_main_cth_lord_caravan_master
wh3_main_skill_node_set_cth_lord_magistrate_yang	general	false	false				wh3_main_cth_lord_magistrate_yang
wh3_main_skill_node_set_cth_lord_magistrate_yin	general	false	false				wh3_main_cth_lord_magistrate_yin
wh3_main_skill_node_set_cth_miao_ying	general	false	false				wh3_main_cth_miao_ying
wh3_main_skill_node_set_cth_zhao_ming	general	false	false				wh3_main_cth_zhao_ming
wh3_main_skill_node_set_dae_cha_be_lakor_0	general	false	false				wh3_main_dae_belakor
wh3_main_skill_node_set_dae_cha_be_lakor_survival	general	false	false				wh3_survival_dae_cha_belakor_01
wh3_main_skill_node_set_dae_daemon_prince	general	false	false				wh3_main_dae_daemon_prince
wh3_main_skill_node_set_kho_bloodreaper	dignitary	false	false				wh3_main_kho_bloodreaper
wh3_main_skill_node_set_kho_cultist	runesmith	false	false				wh3_main_kho_cultist
wh3_main_skill_node_set_kho_exalted_bloodthirster	general	false	false				wh3_main_kho_exalted_bloodthirster
wh3_main_skill_node_set_kho_herald_of_khorne	general	false	false				wh3_main_kho_herald_of_khorne
wh3_main_skill_node_set_kho_skarbrand	general	false	false				wh3_main_kho_skarbrand
wh3_main_skill_node_set_ksl_ataman	general	false	false				wh3_main_ksl_ataman
wh3_main_skill_node_set_ksl_boris	general	false	false				wh3_main_ksl_boris
wh3_main_skill_node_set_ksl_boyar	general	false	false				wh3_main_ksl_boyar
wh3_main_skill_node_set_ksl_frost_maiden_ice	wizard	false	false				wh3_main_ksl_frost_maiden_ice
wh3_main_skill_node_set_ksl_frost_maiden_tempest	wizard	false	false				wh3_main_ksl_frost_maiden_tempest
wh3_main_skill_node_set_ksl_ice_witch_ice	general	false	false				wh3_main_ksl_ice_witch_ice
wh3_main_skill_node_set_ksl_ice_witch_tempest	general	false	false				wh3_main_ksl_ice_witch_tempest
wh3_main_skill_node_set_ksl_katarin	general	false	false				wh3_main_ksl_katarin
wh3_main_skill_node_set_ksl_kostaltyn	general	false	false				wh3_main_ksl_kostaltyn
wh3_main_skill_node_set_ksl_patriarch	dignitary	false	false				wh3_main_ksl_patriarch
wh3_main_skill_node_set_nur_cultist	dignitary	false	false				wh3_main_nur_cultist
wh3_main_skill_node_set_nur_exalted_great_unclean_one_death	general	false	false				wh3_main_nur_exalted_great_unclean_one_death
wh3_main_skill_node_set_nur_exalted_great_unclean_one_nurgle	general	false	false				wh3_main_nur_exalted_great_unclean_one_nurgle
wh3_main_skill_node_set_nur_herald_of_nurgle_death	general	false	false				wh3_main_nur_herald_of_nurgle_death
wh3_main_skill_node_set_nur_herald_of_nurgle_nurgle	general	false	false				wh3_main_nur_herald_of_nurgle_nurgle
wh3_main_skill_node_set_nur_kugath	general	false	false				wh3_main_nur_kugath
wh3_main_skill_node_set_nur_plague_cultist	dignitary	false	false				wh3_main_nur_cultist_plague_ritual
wh3_main_skill_node_set_nur_plagueridden_death	spy	false	false				wh3_main_nur_plagueridden_death
wh3_main_skill_node_set_nur_plagueridden_nurgle	spy	false	false				wh3_main_nur_plagueridden_nurgle
wh3_main_skill_node_set_ogr_butcher_beasts	wizard	false	false				wh3_main_ogr_butcher_beasts
wh3_main_skill_node_set_ogr_butcher_great_maw	wizard	false	false				wh3_main_ogr_butcher_great_maw
wh3_main_skill_node_set_ogr_firebelly	dignitary	false	false				wh3_main_ogr_firebelly
wh3_main_skill_node_set_ogr_greasus_goldtooth	general	false	false				wh3_main_ogr_greasus_goldtooth
wh3_main_skill_node_set_ogr_hunter	spy	false	false				wh3_main_ogr_hunter
wh3_main_skill_node_set_ogr_skrag_the_slaughterer	general	false	false				wh3_main_ogr_skrag_the_slaughterer
wh3_main_skill_node_set_ogr_slaughtermaster_beasts	general	false	false				wh3_main_ogr_slaughtermaster_beasts
wh3_main_skill_node_set_ogr_slaughtermaster_great_maw	general	false	false				wh3_main_ogr_slaughtermaster_great_maw
wh3_main_skill_node_set_ogr_tyrant	general	false	false				wh3_main_ogr_tyrant
wh3_main_skill_node_set_sla_alluress_shadow	engineer	false	false				wh3_main_sla_alluress_shadow
wh3_main_skill_node_set_sla_alluress_slaanesh	engineer	false	false				wh3_main_sla_alluress_slaanesh
wh3_main_skill_node_set_sla_cultist	dignitary	false	false				wh3_main_sla_cultist
wh3_main_skill_node_set_sla_exalted_keeper_of_secrets_shadow	general	false	false				wh3_main_sla_exalted_keeper_of_secrets_shadow
wh3_main_skill_node_set_sla_exalted_keeper_of_secrets_slaanesh	general	false	false				wh3_main_sla_exalted_keeper_of_secrets_slaanesh
wh3_main_skill_node_set_sla_herald_of_slaanesh_shadow	general	false	false				wh3_main_sla_herald_of_slaanesh_shadow
wh3_main_skill_node_set_sla_herald_of_slaanesh_slaanesh	general	false	false				wh3_main_sla_herald_of_slaanesh_slaanesh
wh3_main_skill_node_set_sla_nkari	general	false	false				wh3_main_sla_nkari
wh3_main_skill_node_set_tze_cultist	dignitary	false	false				wh3_main_tze_cultist
wh3_main_skill_node_set_tze_exalted_lord_of_change_metal	general	false	false				wh3_main_tze_exalted_lord_of_change_metal
wh3_main_skill_node_set_tze_exalted_lord_of_change_tzeentch	general	false	false				wh3_main_tze_exalted_lord_of_change_tzeentch
wh3_main_skill_node_set_tze_herald_of_tzeentch_metal	general	false	false				wh3_main_tze_herald_of_tzeentch_metal
wh3_main_skill_node_set_tze_herald_of_tzeentch_tzeentch	general	false	false				wh3_main_tze_herald_of_tzeentch_tzeentch
wh3_main_skill_node_set_tze_iridescent_horror_metal	runesmith	false	false				wh3_main_tze_iridescent_horror_metal
wh3_main_skill_node_set_tze_iridescent_horror_tzeentch	runesmith	false	false				wh3_main_tze_iridescent_horror_tzeentch
wh3_main_skill_node_set_tze_kairos	general	false	false				wh3_main_tze_kairos
wh3_pro10_skill_node_set_chs_daemon_prince_tzeentch	general	false	false				wh3_pro10_chs_daemon_prince_tzeentch
wh3_pro10_skill_node_set_tze_cultist	dignitary	false	false				wh3_pro10_tze_cultist
wh3_pro11_chs_cha_harald_hammerstorm	champion	false	false				wh3_pro11_chs_cha_harald_hammerstorm
wh3_pro12_kho_cha_karanak	champion	false	false				
wh3_prologue_skill_node_set_ksl_test	general	false	false				wh3_main_pro_ksl_yuri_0
wh_dlc03_skill_node_set_bst_beastlord	general	false	false				wh_dlc03_bst_beastlord
wh_dlc03_skill_node_set_bst_bray_shaman_beast	wizard	false	false				wh_dlc03_bst_bray_shaman_beasts
wh_dlc03_skill_node_set_bst_bray_shaman_death	wizard	false	false				wh_dlc03_bst_bray_shaman_death
wh_dlc03_skill_node_set_bst_bray_shaman_shadows	wizard	false	false				wh_dlc03_bst_bray_shaman_shadows
wh_dlc03_skill_node_set_bst_bray_shaman_wild	wizard	false	false				wh_dlc03_bst_bray_shaman_wild
wh_dlc03_skill_node_set_bst_gorebull	champion	false	false				wh_dlc03_bst_gorebull
wh_dlc03_skill_node_set_bst_khazrak	general	false	false				wh_dlc03_bst_khazrak
wh_dlc03_skill_node_set_bst_malagor	general	false	false				wh_dlc03_bst_malagor
wh_dlc03_skill_node_set_bst_morghur	general	false	false				wh_dlc05_bst_morghur
wh_dlc03_skill_node_set_emp_amber_wizard	wizard	false	false				wh_dlc03_emp_amber_wizard
wh_dlc03_skill_node_set_emp_boris_todbringer	general	false	false				wh_dlc03_emp_boris_todbringer
wh_dlc04_skill_node_set_emp_arch_lector	general	false	false				wh_dlc04_emp_arch_lector
wh_dlc04_skill_node_set_emp_volkmar	general	false	false				wh_dlc04_emp_volkmar
wh_dlc04_skill_node_set_vmp_helman_ghorst	general	false	false				wh_dlc04_vmp_helman_ghorst
wh_dlc04_skill_node_set_vmp_strigoi_ghoul_king	general	false	false				wh_dlc04_vmp_strigoi_ghoul_king
wh_dlc04_skill_node_set_vmp_vlad_von_carstein	general	false	false				wh_dlc04_vmp_vlad_con_carstein
wh_dlc04_skill_node_set_vmp_vlad_von_carstein_hero	runesmith	false	false				wh_dlc04_vmp_vlad_von_carstein_hero
wh_dlc05_skill_node_set_grey_wizard	wizard	false	false				wh_dlc05_emp_grey_wizard
wh_dlc05_skill_node_set_jade_wizard	wizard	false	false				wh_dlc05_emp_jade_wizard
wh_dlc05_skill_node_set_vmp_red_duke	general	false	false				wh_dlc05_vmp_red_duke
wh_dlc05_skill_node_set_vmp_vampire_shadow	dignitary	false	false				wh_dlc05_vmp_vampire_shadow
wh_dlc05_skill_node_set_wef_ancient_treeman	general	false	false				wh_dlc05_wef_ancient_treeman
wh_dlc05_skill_node_set_wef_branchwraith	champion	false	false				wh_dlc05_wef_branchwraith
wh_dlc05_skill_node_set_wef_durthu	general	false	false				wh_dlc05_wef_durthu
wh_dlc05_skill_node_set_wef_glade_lord	general	false	false				wh_dlc05_wef_glade_lord
wh_dlc05_skill_node_set_wef_glade_lord_fem	general	false	false				wh_dlc05_wef_glade_lord_fem
wh_dlc05_skill_node_set_wef_orion	general	false	false				wh_dlc05_wef_orion
wh_dlc05_skill_node_set_wef_spellsinger_beasts	wizard	false	false				wh_dlc05_wef_spellsinger_beasts
wh_dlc05_skill_node_set_wef_spellsinger_life	wizard	false	false				wh_dlc05_wef_spellsinger_life
wh_dlc05_skill_node_set_wef_spellsinger_shadow	wizard	false	false				wh_dlc05_wef_spellsinger_shadow
wh_dlc05_skill_node_set_wef_waystalker	spy	false	false				wh_dlc05_wef_waystalker
wh_dlc06_skill_node_set_dwf_belegar	general	false	false				wh_dlc06_dwf_belegar
wh_dlc06_skill_node_set_dwf_master_engineer_ghost	engineer	false	false				wh_dlc06_dwf_master_engineer_ghost
wh_dlc06_skill_node_set_dwf_runelord	general	false	false				wh_dlc06_dwf_runelord
wh_dlc06_skill_node_set_dwf_runesmith_ghost	runesmith	false	false				wh_dlc06_dwf_runesmith_ghost
wh_dlc06_skill_node_set_dwf_thane_ghost_1	champion	false	false				wh_dlc06_dwf_thane_ghost_1
wh_dlc06_skill_node_set_dwf_thane_ghost_2	champion	false	false				wh_dlc06_dwf_thane_ghost_2
wh_dlc06_skill_node_set_grn_night_goblin_warboss	general	false	false				wh_dlc06_grn_night_goblin_warboss
wh_dlc06_skill_node_set_grn_skarsnik	general	false	false				wh_dlc06_grn_skarsnik
wh_dlc06_skill_node_set_grn_wurrzag_da_great_prophet	general	false	false				wh_dlc06_grn_wurrzag_da_great_prophet
wh_dlc07_skill_node_set_brt_alberic	general	false	false				wh_dlc07_brt_alberic
wh_dlc07_skill_node_set_brt_damsel_beasts	wizard	false	false				wh_dlc07_brt_damsel_beasts
wh_dlc07_skill_node_set_brt_damsel_life	wizard	false	false				wh_dlc07_brt_damsel_life
wh_dlc07_skill_node_set_brt_fay_enchantress	general	false	false				wh_dlc07_brt_fay_enchantress
wh_dlc07_skill_node_set_brt_green_knight	champion	false	false				wh_dlc07_brt_green_knight
wh_dlc07_skill_node_set_brt_paladin	champion	false	false				wh_main_brt_paladin
wh_dlc07_skill_node_set_brt_prophetess_beast	general	false	false				wh_dlc07_brt_prophetess_beasts
wh_dlc07_skill_node_set_brt_prophetess_heavens	general	false	false				wh_dlc07_brt_prophetess_heavens
wh_dlc07_skill_node_set_brt_prophetess_life	general	false	false				wh_dlc07_brt_prophetess_life
wh_dlc07_skill_node_set_chs_sorcerer_lord_shadow	general	false	false				wh_dlc07_chs_sorcerer_lord_shadow
wh_dlc07_skill_node_set_chs_sorcerer_shadow	wizard	false	false				wh_dlc07_chs_chaos_sorcerer_shadow
wh_dlc08_skill_node_set_chs_challenger_khorne	general	false	false				wh_dlc08_chs_challenger_khorne
wh_dlc08_skill_node_set_chs_challenger_nurgle	general	false	false				wh_dlc08_chs_challenger_nurgle
wh_dlc08_skill_node_set_chs_challenger_slaanesh	general	false	false				wh_dlc08_chs_challenger_slaanesh
wh_dlc08_skill_node_set_chs_challenger_tzeentch	general	false	false				wh_dlc08_chs_challenger_tzeentch
wh_dlc08_skill_node_set_nor_arzik	general	false	false				wh_dlc08_nor_arzik
wh_dlc08_skill_node_set_nor_fimir_balefiend_fire	dignitary	false	false				wh_dlc08_nor_fimir_balefiend_fire
wh_dlc08_skill_node_set_nor_fimir_balefiend_shadow	dignitary	false	false				wh_dlc08_nor_fimir_balefiend_shadow
wh_dlc08_skill_node_set_nor_kihar	wizard	false	false				wh_dlc08_nor_kihar
wh_dlc08_skill_node_set_nor_marauder_chieftain	general	false	false				wh_main_nor_marauder_chieftain
wh_dlc08_skill_node_set_nor_shaman_sorcerer_death	wizard	false	false				wh_dlc08_nor_shaman_sorcerer_death
wh_dlc08_skill_node_set_nor_shaman_sorcerer_fire	wizard	false	false				wh_dlc08_nor_shaman_sorcerer_fire
wh_dlc08_skill_node_set_nor_shaman_sorcerer_metal	wizard	false	false				wh_dlc08_nor_shaman_sorcerer_metal
wh_dlc08_skill_node_set_nor_skin_wolf_werekin	champion	false	false				wh_dlc08_nor_skin_wolf_werekin
wh_dlc08_skill_node_set_nor_throgg	general	false	false				wh_dlc08_nor_throgg
wh_dlc08_skill_node_set_nor_wulfrik	general	false	false				wh_dlc08_nor_wulfrik
wh_dlc16_skill_node_set_wef_ariel	wizard	false	false				wh2_dlc16_wef_ariel
wh_dlc16_skill_node_set_wef_coeddil	champion	false	false				wh2_dlc16_wef_coeddil
wh_dlc16_skill_node_set_wef_drycha	general	false	false				wh2_dlc16_wef_drycha
wh_dlc17_skill_node_set_dwf_thorek	general	false	false				wh2_dlc17_dwf_thorek
wh_main_skill_node_set_all_engineer	engineer	false	false				wh_main_dwf_master_engineer
wh_main_skill_node_set_all_runesmith	runesmith	false	false				wh_main_dwf_runesmith
wh_main_skill_node_set_brt_damsel	wizard	false	false				wh_main_brt_damsel_heavens
wh_main_skill_node_set_brt_lord	general	false	false				wh_main_brt_lord
wh_main_skill_node_set_brt_louen	general	false	false				wh_main_brt_louen_leoncouer
wh_main_skill_node_set_chs_archaon	general	false	false				wh_main_chs_archaon
wh_main_skill_node_set_chs_chaos_sorcerer_death	wizard	false	false				wh_main_chs_chaos_sorcerer_death
wh_main_skill_node_set_chs_chaos_sorcerer_fire	wizard	false	false				wh_main_chs_chaos_sorcerer_fire
wh_main_skill_node_set_chs_chaos_sorcerer_metal	wizard	false	false				wh_main_chs_chaos_sorcerer_metal
wh_main_skill_node_set_chs_kholek	general	false	false				wh_dlc01_chs_kholek_suneater
wh_main_skill_node_set_chs_lord	general	false	false				wh_main_chs_lord
wh_main_skill_node_set_chs_lord_of_change	general	false	false				wh_main_chs_lord_of_change
wh_main_skill_node_set_chs_sigvald	general	false	false				wh_dlc01_chs_prince_sigvald
wh_main_skill_node_set_chs_sorcerer_lord_death	general	false	false				wh_dlc01_chs_sorcerer_lord_death
wh_main_skill_node_set_chs_sorcerer_lord_fire	general	false	false				wh_dlc01_chs_sorcerer_lord_fire
wh_main_skill_node_set_chs_sorcerer_lord_metal	general	false	false				wh_dlc01_chs_sorcerer_lord_metal
wh_main_skill_node_set_dwf_lord	general	false	false				wh_main_dwf_lord
wh_main_skill_node_set_dwf_thorgrim	general	false	false				wh_main_dwf_thorgrim_grudgebearer
wh_main_skill_node_set_dwf_ungrim	general	false	false				wh_main_dwf_ungrim_ironfist
wh_main_skill_node_set_emp_balthasar	general	false	false				wh_main_emp_balthasar_gelt
wh_main_skill_node_set_emp_bright_wizard	wizard	false	false				wh_main_emp_bright_wizard
wh_main_skill_node_set_emp_celestial_wizard	wizard	false	false				wh_main_emp_celestial_wizard
wh_main_skill_node_set_emp_general	general	false	false				wh_main_emp_lord
wh_main_skill_node_set_emp_karl_franz	general	false	false				wh_main_emp_karl_franz
wh_main_skill_node_set_emp_light_wizard	wizard	false	false				wh_main_emp_light_wizard
wh_main_skill_node_set_grn_azhag	general	false	false				wh_main_grn_azhag_the_slaughterer
wh_main_skill_node_set_grn_goblin_great_shaman	general	false	false				wh_main_grn_goblin_great_shaman
wh_main_skill_node_set_grn_grimgor	general	false	false				wh_main_grn_grimgor_ironhide
wh_main_skill_node_set_grn_night_goblin_shaman	wizard	false	false				wh_main_grn_night_goblin_shaman
wh_main_skill_node_set_grn_orc_shaman	wizard	false	false				wh_main_grn_orc_shaman
wh_main_skill_node_set_grn_orc_warboss	general	false	false				wh_main_grn_orc_warboss
wh_main_skill_node_set_nor_chaos_sorcerer_metal	wizard	false	false				wh_main_nor_chaos_sorcerer_metal
wh_main_skill_node_set_nor_sorcerer_lord_metal	general	false	false				wh_dlc01_nor_sorcerer_lord_metal
wh_main_skill_node_set_oglok	general	false	false				wh2_dlc15_grn_orc_warboss_oglok
wh_main_skill_node_set_raknik	general	false	false				wh2_dlc15_grn_goblin_great_shaman_raknik
wh_main_skill_node_set_teb_bright_wizard	wizard	false	false				wh_main_teb_bright_wizard
wh_main_skill_node_set_teb_general	general	false	false				wh_main_teb_lord
wh_main_skill_node_set_vmp_heinrich	general	false	false				wh_main_vmp_heinrich_kemmler
wh_main_skill_node_set_vmp_lord	general	false	false				wh_main_vmp_lord
wh_main_skill_node_set_vmp_mannfred	general	false	false				wh_main_vmp_mannfred_von_carstein
wh_main_skill_node_set_vmp_master_necromancer	general	false	false				wh_main_vmp_master_necromancer
wh_main_skill_node_set_vmp_necromancer	wizard	false	false				wh_main_vmp_necromancer
wh_main_skill_node_set_vmp_vampire	dignitary	false	false				wh_main_vmp_vampire_death
wh_pro01_skill_node_set_dwf_grombrindal	general	false	false				wh_pro01_dwf_grombrindal
wh_pro02_skill_node_set_vmp_isabella_von_carstein	general	false	false				wh_pro02_vmp_isabella_von_carstein
wh_pro02_skill_node_set_vmp_isabella_von_carstein_hero	runesmith	false	false				wh_pro02_vmp_isabella_von_carstein_hero
