unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wh2_main_def_cha_sorceress_dark_2		-1	hero	1	false	wh2_main_def_cha_sorceress_dark_2	1	0	650	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wh2_main_wizard_dark	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true		650.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_dark_3		-1	hero	1	false	wh2_main_def_cha_sorceress_dark_3	1	0	850	wh_main_shp_transport	1	1	1	1500	375	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wh2_main_wizard_dark	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_fire_0		-1	hero	1	false	wh2_main_def_cha_sorceress_fire_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_fire	0	true	emp_general_foot		true		300.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_fire_1		-1	hero	1	false	wh2_main_def_cha_sorceress_fire_1	1	0	500	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	true		500.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_fire_2		-1	hero	1	false	wh2_main_def_cha_sorceress_fire_2	1	0	650	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true		650.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_fire_3		-1	hero	1	false	wh2_main_def_cha_sorceress_fire_3	1	0	850	wh_main_shp_transport	1	1	1	1500	375	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_shadow_0		-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_shadows	0	true	emp_general_foot		true		300.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_shadow_1		-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_1	1	0	500	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	true		500.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_shadow_2		-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_2	1	0	650	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true		650.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_cha_sorceress_shadow_3		-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_3	1	0	850	wh_main_shp_transport	1	1	1	1500	375	heavy		0	false	wh2_main_vo_culture_Dark_Elves	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_def_inf_black_ark_corsairs_0		-1	melee_infantry	1	false	wh2_main_def_inf_black_ark_corsairs_0	100	0	650	wh_main_shp_transport	1	1	100	650	163	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_infantry_dual_swords	2	false	wef_infantry_15_degrees		false		650.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_black_ark_corsairs_1		-1	missile_infantry	1	false	wh2_main_def_inf_black_ark_corsairs_1	100	0	750	wh_main_shp_transport	1	1	100	750	188	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_handbow	2	false	wef_infantry_15_degrees		false		375.0000	375.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_black_guard_0		-1	melee_infantry	2	false	wh2_main_def_inf_black_guard_0	100	0	1300	wh_main_shp_transport	1	1	100	1300	325	medium		0	true	wh2_main_vo_culture_Dark_Elves	infantry_spear_halberd	3	false	def_black_guard		false		1300.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_bleakswords_0		-1	melee_infantry	1	false	wh2_main_def_inf_bleakswords_0	120	0	450	wh_main_shp_transport	1	1	120	450	113	medium		0	true	wh2_main_vo_culture_Dark_Elves	infantry_sword	1	false	wef_infantry_30_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_darkshards_0		-1	missile_infantry	1	false	wh2_main_def_inf_darkshards_0	90	0	550	wh_main_shp_transport	1	1	90	550	138	medium		0	true	wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	2	false	wef_infantry_15_degrees		false		100.0000	450.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_darkshards_1		-1	missile_infantry	1	false	wh2_main_def_inf_darkshards_1	90	0	600	wh_main_shp_transport	1	1	90	650	163	medium		0	true	wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	2	false	wef_infantry_15_degrees		false		200.0000	450.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_dreadspears_0		-1	melee_infantry	1	false	wh2_main_def_inf_dreadspears_0	120	0	450	wh_main_shp_transport	1	1	120	450	113	medium		0	true	wh2_main_vo_culture_Dark_Elves	infantry_spear	1	false	wef_infantry_30_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_har_ganeth_executioners_0		-1	melee_infantry	2	false	wh2_main_def_inf_har_ganeth_executioners_0	100	0	1150	wh_main_shp_transport	1	1	100	1150	287	medium		0	true	wh2_main_vo_culture_Dark_Elves	infantry_sword_great	3	false	wef_infantry_15_degrees		false		1150.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_harpies		-1	monstrous_infantry	1	false	wh2_main_def_inf_harpies	60	0	500	wh_main_shp_transport	1	1	60	600	150	medium		0	true	wh2_main_vo_culture_Harpy	wh_dlc05_bst_harpies	2	false	def_harpy		false		600.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_shades_0		-1	missile_infantry	1	false	wh2_main_def_inf_shades_0	80	0	950	wh_main_shp_transport	1	1	80	950	238	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades	2	false	wef_infantry_15_degrees		false		285.0000	665.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_shades_1		-1	missile_infantry	1	false	wh2_main_def_inf_shades_1	80	0	1000	wh_main_shp_transport	1	1	80	1050	263	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_dual_weapons	3	false	wef_infantry_15_degrees		false		330.0000	720.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_shades_2		-1	missile_infantry	1	false	wh2_main_def_inf_shades_2	80	0	1100	wh_main_shp_transport	1	1	80	1050	288	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_great_weapons	3	false	wef_infantry_15_degrees		false		360.0000	790.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_def_inf_witch_elves_0		-1	melee_infantry	1	false	wh2_main_def_inf_witch_elves_0	100	0	750	wh_main_shp_transport	1	1	100	800	200	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_infantry_dual_daggers	2	false	emp_soldier_15_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	true	false	4	false	false		0.0000	true	1	false
wh2_main_def_mon_black_dragon		-1	monster	3	false	wh2_main_def_mon_black_dragon	1	0	1900	wh_main_shp_transport	1	1	1	2100	525	heavy		0	true	wh2_main_vo_culture_Black_Dragon	dragon	4	true	hef_dragon		true		2100.0000	0.0000	true	wh2_main_vo_culture_Dark_Elves	false	wh_main_vo_actor_default	0	false	true	2	true	false		0.0000	true	1	false
wh2_main_def_mon_war_hydra		-1	monster	2	false	wh2_main_def_mon_war_hydra_0	1	0	1600	wh_main_shp_transport	1	1	1	1600	400	very_heavy		0	true	wh2_main_vo_culture_Hydra	wh2_main_def_mon_war_hydra	4	true	def_war_hydra		true		1600.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	true	false		0.0000	true	1	false
wh2_main_hef_art_eagle_claw_bolt_thrower		-1	warmachine	1	false	wh2_main_hef_art_eagle_claw_bolt_thrower	32	0	700	wh_main_shp_transport	1	1	32	700	175	very_heavy		0	true	wh2_main_vo_culture_High_Elves	wh_dlc06_bolt_thrower	2	false	default		false		70.0000	630.0000	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_dragon_princes		-1	melee_cavalry	2	false	wh2_main_hef_cav_dragon_princes	60	0	1400	wh_main_shp_transport	1	1	60	1400	350	heavy		0	true	wh2_main_vo_culture_High_Elves	shock_cavalry	3	false	emp_reiksguard		false		1400.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_ellyrian_reavers_0		-1	melee_cavalry	1	false	wh2_main_hef_cav_ellyrian_reavers_0	60	0	550	wh_main_shp_transport	1	1	60	550	138	heavy		0	true	wh2_main_vo_culture_High_Elves	shock_cavalry	2	false	emp_reiksguard		false		550.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_ellyrian_reavers_1		-1	missile_cavalry	1	false	wh2_main_hef_cav_ellyrian_reavers_1	60	0	600	wh_main_shp_transport	1	1	60	700	175	heavy		0	true	wh2_main_vo_culture_High_Elves	missile_cavalry_bow	2	false	emp_reiksguard		false		150.0000	450.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	5	false	false		0.0000	true	1	false
wh2_main_hef_cav_ithilmar_chariot		-1	chariot	2	false	wh2_main_hef_cav_ithilmar_chariot	8	0	950	wh_main_shp_transport	1	1	8	950	238	heavy		0	true	wh2_main_vo_culture_High_Elves	chariot	2	true	default		false	composite_scene\porthole\ithilmar_chariot_porthole_01.csc	950.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_silver_helms_0		-1	melee_cavalry	1	false	wh2_main_hef_cav_silver_helms_0	60	0	900	wh_main_shp_transport	1	1	60	850	225	heavy		0	true	wh2_main_vo_culture_High_Elves	shock_cavalry	2	false	emp_reiksguard		false		900.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_silver_helms_1		-1	melee_cavalry	2	false	wh2_main_hef_cav_silver_helms_1	60	0	1000	wh_main_shp_transport	1	1	60	950	250	heavy		0	true	wh2_main_vo_culture_High_Elves	shock_cavalry	3	false	emp_reiksguard		false		1000.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
wh2_main_hef_cav_tiranoc_chariot		-1	chariot	1	false	wh2_main_hef_cav_tiranoc_chariot	12	0	900	wh_main_shp_transport	1	1	12	900	225	heavy		0	true	wh2_main_vo_culture_High_Elves	missile_chariot	2	true	default		false	composite_scene\porthole\tiranoc_chariot_porthole_01.csc	230.0000	500.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	5	false	false		0.0000	true	1	false
wh2_main_hef_cha_alastair_0		-1	lord	1	false	wh2_main_hef_cha_alastar_0	1	0	1000	wh_main_shp_transport	1	1	1	1000	300	heavy		0	false	wh2_main_vo_culture_High_Elves	hero_infantry_axe	0	true	hef_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_alastair_3		-1	lord	1	false	wh2_main_hef_cha_alastar_3	1	0	1400	wh_main_shp_transport	1	1	1	1400	500	heavy		0	false	wh2_main_vo_culture_High_Elves	dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1400.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_alastair_4		-1	lord	1	false	wh2_main_hef_cha_alastar_4	1	0	1950	wh_main_shp_transport	1	1	1	2050	650	heavy		0	false	wh2_main_vo_culture_High_Elves	dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	true		2050.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_alastair_5		-1	lord	1	false	wh2_main_hef_cha_alastar_5	1	0	2550	wh_main_shp_transport	1	1	1	2750	650	heavy		0	false	wh2_main_vo_culture_High_Elves	dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	true		2750.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_loremaster_of_hoeth_0		-1	hero	1	false	wh2_main_hef_cha_loremaster_of_hoeth_0	1	0	750	wh_main_shp_transport	1	1	1	800	200	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_loremaster	0	true	hef_general_foot		true		800.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_high_0		-1	hero	1	false	wh2_main_hef_cha_mage_high_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	0	true	emp_general_foot		true		300.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_high_1		-1	hero	1	false	wh2_main_hef_cha_mage_high_1	1	0	550	wh_main_shp_transport	1	1	1	1100	275	medium		0	false	wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	0	true	emp_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		550.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_high_4		-1	hero	1	false	wh2_main_hef_cha_mage_high_4	2	0	750	wh_main_shp_transport	1	1	2	1500	375	medium		0	false	wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true		800.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_life_0		-1	hero	1	false	wh2_main_hef_cha_mage_life_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_life	0	true	emp_general_foot		true		300.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_life_1		-1	hero	1	false	wh2_main_hef_cha_mage_life_1	1	0	550	wh_main_shp_transport	1	1	1	1100	275	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_life	0	true	emp_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		550.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_life_4		-1	hero	1	false	wh2_main_hef_cha_mage_life_4	2	0	750	wh_main_shp_transport	1	1	2	1500	375	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_life	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true		800.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_light_0		-1	hero	1	false	wh2_main_hef_cha_mage_light_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_light	0	true	emp_general_foot		true		300.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_light_1		-1	hero	1	false	wh2_main_hef_cha_mage_light_1	1	0	550	wh_main_shp_transport	1	1	1	1100	275	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_light	0	true	emp_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		550.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_mage_light_4		-1	hero	1	false	wh2_main_hef_cha_mage_light_4	2	0	750	wh_main_shp_transport	1	1	2	1500	375	medium		0	false	wh2_main_vo_culture_High_Elves	wizard_light	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true		800.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_noble_0		-1	hero	1	false	wh2_main_hef_cha_noble_0	1	0	600	wh_main_shp_transport	1	1	1	750	187	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot		true		600.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_noble_2		-1	hero	1	false	wh2_main_hef_cha_noble_2	1	0	850	wh_main_shp_transport	1	1	1	950	237	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_noble_3		-1	hero	1	false	wh2_main_hef_cha_noble_3	1	0	1100	wh_main_shp_transport	1	1	1	1250	275	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1100.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_noble_4		-1	hero	1	false	wh2_main_hef_cha_noble_4	2	0	1050	wh_main_shp_transport	1	1	2	1200	300	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true		1050.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false		0.0000	true	1	false
wh2_main_hef_cha_prince_0		-1	lord	1	false	wh2_main_hef_cha_prince_0	1	0	850	wh_main_shp_transport	1	1	1	850	213	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_infantry_sword	0	true	hef_general_foot		true		850.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_prince_2		-1	lord	1	false	wh2_main_hef_cha_prince_2	1	0	1100	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_cavalry	0	true	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		1100.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_prince_3		-1	lord	1	false	wh2_main_hef_cha_prince_3	1	0	1400	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1400.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_prince_4		-1	lord	1	false	wh2_main_hef_cha_prince_4	1	0	1800	wh_main_shp_transport	1	1	1	1900	500	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	true		1900.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_prince_5		-1	lord	1	false	wh2_main_hef_cha_prince_5	1	0	2400	wh_main_shp_transport	1	1	1	2600	650	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	true		2600.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_princess_0		-1	lord	1	false	wh2_main_hef_cha_princess_0	1	0	850	wh_main_shp_transport	1	1	1	850	213	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_infantry_hybrid	0	true	emp_general_foot		true		450.0000	400.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_princess_1		-1	lord	1	false	wh2_main_hef_cha_princess_1	1	0	1100	wh_main_shp_transport	1	1	1	1050	263	heavy		0	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_cavalry_hybrid	0	true	emp_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		650.0000	450.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_princess_3		-1	lord	1	false	wh2_main_hef_cha_princess_3	1	0	1400	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		900.0000	500.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_princess_4		-1	lord	1	false	wh2_main_hef_cha_princess_4	1	0	2000	wh_main_shp_transport	1	1	1	2200	550	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_moon_dragon	true		1700.0000	500.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_princess_5		-1	lord	1	false	wh2_main_hef_cha_princess_5	1	0	2400	wh_main_shp_transport	1	1	1	2600	650	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_star_dragon	true		2100.0000	500.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	true	1	false
wh2_main_hef_cha_teclis_0		-1	lord	1	false	wh2_main_hef_cha_teclis_0	1	0	450	wh_main_shp_transport	1	1	1	1000	250	medium		0	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	0	true	hef_general_foot		true		450.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Teclis	0	true	false	0	false	false		0.0000	false	1	false
wh2_main_hef_cha_teclis_1		-1	lord	1	false	wh2_main_hef_cha_teclis_1	1	0	700	wh_main_shp_transport	1	1	1	1300	337	medium		0	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	0	true	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true		700.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Teclis	0	true	false	0	false	false		0.0000	false	1	false
wh2_main_hef_cha_tyrion_0		-1	lord	1	false	wh2_main_hef_cha_tyrion_0	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_infantry_sword	0	true	hef_general_foot		true		1300.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Tyrion	0	true	false	0	false	false		0.0000	false	1	false
wh2_main_hef_cha_tyrion_1		-1	lord	1	false	wh2_main_hef_cha_tyrion_1	1	0	1600	wh_main_shp_transport	1	1	1	1600	400	heavy		0	false	wh2_main_vo_culture_High_Elves	lord_cavalry	0	true	hef_general_foot	wh2_main_cam_mnt_hef_malhandhir	true		1600.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Tyrion	0	true	false	0	false	false		0.0000	false	1	false
