template_key	is_defender	battle_type	config_key	composition
wh_mp_force_gen_tilea	false	settlement_unfortified	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	false	survival	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	false	underground_intercept	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	land_ambush	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	land_bridge	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	land_normal	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	settlement_standard	WH_mp_TEB_siege_defence	default
wh_mp_force_gen_tilea	true	settlement_unfortified	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	survival	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	true	underground_intercept	WH_mp_TEB_land	default
wh_mp_force_gen_tomb_kings	false	domination	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	land_ambush	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	land_bridge	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	land_normal	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	settlement_standard	WH_mp_Tomb_Kings_siege_attack	default
wh_mp_force_gen_tomb_kings	false	settlement_unfortified	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	survival	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	false	underground_intercept	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	domination	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	land_ambush	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	land_bridge	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	land_normal	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	settlement_standard	WH_mp_Tomb_Kings_siege_defence	default
wh_mp_force_gen_tomb_kings	true	settlement_unfortified	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	survival	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tomb_kings	true	underground_intercept	WH_mp_Tomb_Kings_land	default
wh_mp_force_gen_tzeentch	false	domination	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	land_ambush	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	land_bridge	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	land_normal	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	settlement_standard	WH_mp_Tzeentch_siege_attack	default
wh_mp_force_gen_tzeentch	false	settlement_unfortified	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	survival	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	false	underground_intercept	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	domination	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	land_ambush	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	land_bridge	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	land_normal	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	settlement_standard	WH_mp_Tzeentch_siege_defence	default
wh_mp_force_gen_tzeentch	true	settlement_unfortified	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	survival	WH_mp_Tzeentch_land	default
wh_mp_force_gen_tzeentch	true	underground_intercept	WH_mp_Tzeentch_land	default
wh_mp_force_gen_vampire_coast	false	domination	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	land_ambush	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	land_bridge	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	land_normal	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	settlement_standard	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	settlement_unfortified	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	survival	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	false	underground_intercept	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	domination	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	land_ambush	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	land_bridge	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	land_normal	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	settlement_standard	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	settlement_unfortified	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	survival	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_coast	true	underground_intercept	WH_Vampire_Coast_land	default
wh_mp_force_gen_vampire_counts	false	domination	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	land_ambush	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	land_bridge	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	land_normal	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	settlement_standard	WH_mp_Vampire_Counts_siege_attack	default
wh_mp_force_gen_vampire_counts	false	settlement_unfortified	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	survival	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	false	underground_intercept	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	domination	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	land_ambush	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	land_bridge	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	land_normal	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	settlement_standard	WH_mp_Vampire_Counts_siege_defence	default
wh_mp_force_gen_vampire_counts	true	settlement_unfortified	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	survival	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_vampire_counts	true	underground_intercept	WH_mp_Vampire_Counts_land	default
wh_mp_force_gen_varg	false	land_ambush	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	false	land_bridge	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	false	land_normal	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	false	settlement_standard	WH_mp_Norsca_siege_attack	default
wh_mp_force_gen_varg	false	settlement_unfortified	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	false	survival	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	false	underground_intercept	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	land_ambush	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	land_bridge	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	land_normal	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	settlement_standard	WH_mp_Norsca_siege_defence	default
wh_mp_force_gen_varg	true	settlement_unfortified	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	survival	WH_mp_Norsca_land	default
wh_mp_force_gen_varg	true	underground_intercept	WH_mp_Norsca_land	default
wh_mp_force_gen_wood_elves	false	domination	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	land_ambush	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	land_bridge	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	land_normal	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	settlement_standard	WH_mp_Wood_Elves_siege_attack	default
wh_mp_force_gen_wood_elves	false	settlement_unfortified	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	survival	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	false	underground_intercept	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	domination	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	land_ambush	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	land_bridge	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	land_normal	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	settlement_standard	WH_mp_Wood_Elves_siege_defence	default
wh_mp_force_gen_wood_elves	true	settlement_unfortified	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	survival	WH_mp_Wood_Elves_land	default
wh_mp_force_gen_wood_elves	true	underground_intercept	WH_mp_Wood_Elves_land	default
