key	icon	parent_group
wh3_main_nur_rot_flies	wh3_nur_rot_flies	monster_beasts
wh3_main_nur_rot_flies_missile	wh3_nur_rot_flies_missile	missile_monster_beasts
wh3_main_nur_toads	wh3_nur_toads	monster_beasts
wh3_main_ogr_hunter	wh3_main_ogr_hunter	heroes_agents
wh3_main_ogr_monstrous	wh3_ogr_monstrous	infantry
wh3_main_ogr_monstrous_cannon	wh3_ogr_monstrous_cannon	missile_infantry
wh3_main_ogr_monstrous_dual_weapons	wh3_ogr_monstrous_dual_weapons	infantry
wh3_main_ogr_monstrous_great_weapons	wh3_ogr_monstrous_great_weapons	infantry
wh3_main_ogr_monstrous_ironfist	wh3_ogr_monstrous_ironfist	infantry
wh3_main_ogr_monstrous_pistol	wh3_ogr_monstrous_pistol	missile_infantry
wh3_main_ogr_mournfang_cavalry	wh3_ogr_monstrous_cavalry_great_weapons	cavalry_chariots
wh3_main_ogr_rhinox_cavalry	wh3_ogr_monstrous_cavalry	cavalry_chariots
wh3_main_ogr_stonehorn	wh3_ogr_stonehorn	monster_beasts
wh3_main_ogr_stonehorn_missile	wh3_ogr_stonehorn_missile	missile_monster_beasts
wh3_main_ogr_throwing_dagger_infantry	wh3_ogr_gnoblar_throwing_knives	missile_infantry
wh3_main_sla_cultist	wh3_main_sla_cultist	heroes_agents
wh3_main_sla_daemonettes	wh3_sla_daemonettes	infantry
wh3_main_sla_exalted_seeker_chariot	wh3_main_sla_exalted_seeker_chariot	cavalry_chariots
wh3_main_sla_fiend	wh3_main_sla_fiend	monster_beasts
wh3_main_sla_keeper_of_secrets	wh3_main_sla_keeper_of_secrets	monster_beasts
wh3_main_sla_seeker_chariot	wh3_main_sla_seeker_chariot	cavalry_chariots
wh3_main_sla_steed_daemonette	wh3_main_sla_steed_daemonette	cavalry_chariots
wh3_main_sla_steed_spear	wh3_main_sla_steed_spear	cavalry_chariots
wh3_main_sla_steed_whip	wh3_main_sla_steed_whip	cavalry_chariots
wh3_main_soul_grinder_melee	wh3_soul_grinder_melee	monster_beasts
wh3_main_soul_grinder_missile	wh3_soul_grinder_missile	missile_monster_beasts
wh3_main_tze_blue_horror	wh3_main_tze_horror_melee	infantry
wh3_main_tze_burning_chariot	wh3_main_tze_burning_chariot	missile_cavalry_chariots
wh3_main_tze_cultist	wh3_main_tze_cultist	heroes_agents
wh3_main_tze_exalted_flamer	wh3_main_tze_flamer	missile_monster_beasts
wh3_main_tze_flamer	wh3_main_tze_flamer	missile_monster_beasts
wh3_main_tze_lord_of_change	wh3_main_tze_lord_of_change	monster_beasts
wh3_main_tze_pink_horror	wh3_main_tze_horror	missile_infantry
wh3_main_tze_screamer	wh3_main_tze_screamer	monster_beasts
wh3_main_wizard_great_maw	wh3_main_lore_the_great_maw	heroes_agents
wh3_main_wizard_ice	wh3_main_lore_ice	heroes_agents
wh3_main_wizard_nurgle	wh3_main_lore_nurgle	heroes_agents
wh3_main_wizard_slaanesh	wh3_main_lore_slaanesh	heroes_agents
wh3_main_wizard_tempest	wh3_main_lore_tempest	heroes_agents
wh3_main_wizard_tzeentch	wh3_main_lore_tzeentch	heroes_agents
wh3_pro12_kho_cha_karanak	kho_hero_karanak	heroes_agents
wh_dlc03_bst_centigor	wh_dlc03_bst_centigor	cavalry_chariots
wh_dlc03_bst_centigor_great_weapon	wh_dlc03_bst_centigor_great_weapon	cavalry_chariots
wh_dlc03_bst_centigor_missile	wh_dlc03_bst_centigor_missile	missile_cavalry_chariots
wh_dlc03_bst_cygor	wh_dlc03_bst_cygor	monster_beasts
wh_dlc03_bst_gorebull	wh_dlc03_bst_gorebull	heroes_agents
wh_dlc03_bst_razorgor	wh_dlc03_bst_razorgor	monster_beasts
wh_dlc03_minotaurs_great_weapon	wh_dlc03_minotaurs_great_weapon	monster_beasts
wh_dlc04_emp_flagelllents	wh_dlc04_flagellant	infantry
wh_dlc05_bst_harpies	wh_dlc05_wef_harpies	monster_beasts
wh_dlc05_wef_dryad	wh_dlc05_wef_dryad	infantry
wh_dlc05_wef_glade_lord	wh_dlc05_wef_waystalker	commander
wh_dlc05_wef_glaive_infantry	infantry_sword_great	infantry
wh_dlc05_wef_great_eagle	wh_dlc05_wef_great_eagle	monster_beasts
wh_dlc05_wef_hawk_riders	wh_dlc05_wef_hawk_riders	missile_cavalry_chariots
wh_dlc05_wef_orion	infantry_spear	commander
wh_dlc05_wef_sisters_thorn	wh_dlc05_wef_sisters_thorn	missile_cavalry_chariots
wh_dlc05_wef_treeman	wh_dlc05_wef_treeman	monster_beasts
wh_dlc05_wef_waystalker	wh_dlc05_wef_waystalker	heroes_agents
wh_dlc05_wef_wild_riders	wh_dlc05_wef_wild_riders	cavalry_chariots
wh_dlc06_bolt_thrower	wh_dlc06_dwf_bolt_thrower	artillery_war_machines
wh_dlc06_grn_nasty_skulker	wh_dlc06_grn_nasty_skulker	infantry
wh_dlc06_grn_squig	wh_dlc06_grn_squig	monster_beasts
wh_dlc06_grn_squig_sword	wh_dlc06_grn_squig_cavalry	cavalry_chariots
wh_dlc07_brt_grail_relique	wh_dlc07_brt_grail_relique	infantry
wh_dlc07_brt_green_knight	wh_dlc07_brt_green_knight	heroes_agents
wh_dlc08_nor_frost_wyrm	dragon	monster_beasts
wh_dlc08_nor_giant	giant	monster_beasts
wh_dlc08_nor_hunters_javelin	wh2_main_missile_infantry_javelin	missile_infantry
wh_dlc08_nor_skin_wolf	wh_dlc08_nor_skin_wolves	monster_beasts
wh_dlc08_nor_skin_wolf_werekin	wh_dlc08_nor_skin_wolf_werekin	heroes_agents
wizard_beasts	wh_dlc03_lore_beasts	heroes_agents
wizard_beasts_cavalry	wh_dlc03_lore_beasts	heroes_agents
wizard_beasts_chariot	wh_dlc03_lore_beasts	heroes_agents
wizard_beasts_flying_monster	wh_dlc03_lore_beasts	heroes_agents
wizard_big_waaagh	wh_main_lore_big_waaagh	heroes_agents
wizard_big_waaagh_cavalry	wh_main_lore_big_waaagh	heroes_agents
wizard_death	wh_main_lore_death	heroes_agents
wizard_death_cavalry	wh_main_lore_death	heroes_agents
wizard_death_cavalry_flying	wh_main_lore_death	heroes_agents
wizard_death_chariot	wh_main_lore_death	heroes_agents
wizard_death_flying_monster	wh_main_lore_death	heroes_agents
wizard_death_pegasus	wh_main_lore_death	heroes_agents
wizard_deep	wh2_dlc11_cst_lore_deeps	heroes_agents
wizard_fire	wh_main_lore_fire	heroes_agents
wizard_fire_cavalry	wh_main_lore_fire	heroes_agents
wizard_fire_chariot	wh_main_lore_fire	heroes_agents
wizard_fire_manticore	wh_main_lore_fire	heroes_agents
wizard_fire_pegasus	wh_main_lore_fire	heroes_agents
wizard_hag_chariot	wh3_dlc24_lore_hag	heroes_agents
wizard_hashut	wh3_dlc23_lore_hashut	heroes_agents
wizard_heavens	wh_main_lore_heavens	heroes_agents
wizard_heavens_cavalry	wh_main_lore_heavens	heroes_agents
wizard_heavens_cavalry_flying	wh_main_lore_heavens	heroes_agents
wizard_life	wh_dlc05_wef_lore_life	heroes_agents
wizard_life_cavalry	wh_dlc05_wef_lore_life	heroes_agents
wizard_life_flying_monster	wh_dlc05_wef_lore_life	heroes_agents
wizard_light	wh_main_lore_light	heroes_agents
wizard_light_cavalry	wh_main_lore_light	heroes_agents
wizard_light_cavalry_flying	wh_main_lore_light	heroes_agents
wizard_lil_waaagh	wh_main_lore_lil_waaagh	heroes_agents
wizard_metal	wh_main_lore_metal	heroes_agents
wizard_metal_cavalry	wh_main_lore_metal	heroes_agents
wizard_metal_chariot	wh_main_lore_metal	heroes_agents
wizard_metal_manticore	wh_main_lore_metal	heroes_agents
wizard_metal_pegasus	wh_main_lore_metal	heroes_agents
wizard_nehekhara	wh2_dlc09_lore_nehekhara	heroes_agents
wizard_nehekhara_cavalry	wh2_dlc09_lore_nehekhara	heroes_agents
wizard_shadows	wh_dlc05_wef_lore_shadow	heroes_agents
wizard_shadows_cavalry	wh_dlc05_wef_lore_shadow	heroes_agents
wizard_shadows_cavalry_flying	wh_dlc05_wef_lore_shadow	heroes_agents
wizard_shadows_chariot	wh_dlc05_wef_lore_shadow	heroes_agents
wizard_shadows_flying_monster	wh_dlc05_wef_lore_shadow	heroes_agents
wizard_vampires	wh_main_lore_vampires	heroes_agents
wizard_vampires_cavalry	wh_main_lore_vampires	heroes_agents
wizard_wild	wh_dlc03_bst_lore_wild	heroes_agents
wizard_wild_chariot	wh_dlc03_bst_lore_wild	heroes_agents
