key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	tile_upgrade	battle_environment	battle_environment_audio	battle_script	culture	author
wh2_def_desert_ravine_infield_a_02	classic	false	terrain\battles\def_desert_ravine_infield_a\	UI/Frontend UI/battle_map_images/womp_rat_gulch.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dark_elves_desert		*	Creative Assembly
wh2_def_forest_infield_a_03	classic	false	terrain\battles\def_forest_infield_a\	UI/Frontend UI/battle_map_images/the_black_forests.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dark_elves_hills		*	Creative Assembly
wh2_def_hills_infield_a_04_2	ambush	false	terrain\battles\def_hills_infield_a\	UI/Frontend UI/battle_map_images/shadow_wood.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			dark_elves_hills		*	Creative Assembly
wh2_def_mtn_pass_infield_a_01	classic	false	terrain\battles\def_mtn_pass_infield_a\	UI/Frontend UI/battle_map_images/iron_mountain_pass.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dark_elves_cold		*	Creative Assembly
wh2_def_mtn_pass_infield_a_02_2	ambush	false	terrain\battles\def_mtn_pass_infield_a\	UI/Frontend UI/battle_map_images/ice_rock_gorge.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dark_elves_cold		*	Creative Assembly
wh2_def_mtn_pass_infield_a_03	classic	false	terrain\battles\def_mtn_pass_infield_a\	UI/Frontend UI/battle_map_images/spite_reach_pass.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			volcanic		*	Creative Assembly
wh2_def_nor_coast_infield_a_01	classic	false	terrain\battles\def_nor_coast_infield_a\	UI/Frontend UI/battle_map_images/shagrath_strand.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_01			dark_elves_cold		*	Creative Assembly
wh2_def_nor_forest_infield_a_03	classic	false	terrain\battles\def_nor_forest_infield_a\	UI/Frontend UI/battle_map_images/deadwood.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dark_elves_cold		*	Creative Assembly
wh2_def_nor_ravine_infield_a_01	classic	false	terrain\battles\def_nor_ravine_infield_a\	UI/Frontend UI/battle_map_images/the_crack_of_karkan.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dark_elves_cold		*	Creative Assembly
wh2_def_nor_river_infield_a_03	classic	false	terrain\battles\def_nor_river_infield_a\	UI/Frontend UI/battle_map_images/the_chill_flow.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dark_elves_cold		*	Creative Assembly
wh2_def_pet_forest_infield_a_03	classic	false	terrain\battles\def_pet_forest_infield_a\	UI/Frontend UI/battle_map_images/the_ember_glades.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dark_elves_volcanic_forest		*	Creative Assembly
wh2_def_pet_hills_infield_a_03	classic	false	terrain\battles\def_pet_hills_infield_a\	UI/Frontend UI/battle_map_images/rackdo_ridge.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dark_elves_hills		*	Creative Assembly
wh2_def_pet_ravine_infield_a_02	classic	false	terrain\battles\def_pet_ravine_infield_a\	UI/Frontend UI/battle_map_images/doom_reach.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dark_elves_desert		*	Creative Assembly
wh2_def_pet_ravine_infield_a_04_1	classic	false	terrain\battles\def_pet_ravine_infield_a\	UI/Frontend UI/battle_map_images/the_ash_plains.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			dark_elves_desert		*	Creative Assembly
wh2_def_pet_ravine_infield_a_04_2	classic	false	terrain\battles\def_pet_ravine_infield_a\	UI/Frontend UI/battle_map_images/the_ash_plains.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			dark_elves_desert		*	Creative Assembly
wh2_def_plains_infield_a_04	classic	false	terrain\battles\def_plains_infield_a\	UI/Frontend UI/battle_map_images/doom_gate.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			dark_elves_hills		*	Creative Assembly
wh2_def_plains_infield_a_05	classic	false	terrain\battles\def_plains_infield_a\	UI/Frontend UI/battle_map_images/glooming_wood.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_05			dark_elves_hills		*	Creative Assembly
wh2_def_ravine_infield_a_01_1	classic	false	terrain\battles\def_ravine_infield_a\	UI/Frontend UI/battle_map_images/wyvern_lake.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_01			dark_elves_hills		*	Creative Assembly
wh2_def_ravine_infield_a_06_conquest	conquest	false	terrain\battles\def_ravine_infield_a\	UI/Frontend UI/battle_map_images/wyvern_lake.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_06			dark_elves_hills		*	Creative Assembly
wh2_def_river_infield_a_02	classic	false	terrain\battles\def_river_infield_a\	UI/Frontend UI/battle_map_images/sulphur_river.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dark_elves_marsh		*	Creative Assembly
wh2_def_swamps_infield_a_01	classic	false	terrain\battles\def_swamps_infield_a\	UI/Frontend UI/battle_map_images/the_broken_land.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dark_elves_marsh		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_01	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_tomb_of_the_shifting_sands.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_02	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_vulture_ridge.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_03	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_lost_crater.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_03			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_04_1	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_valley_of_thieves.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_04_2	ambush	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_valley_of_thieves.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_05_conquest	conquest	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_lost_crater.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_05			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_01_06_conquest	conquest	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_valley_of_thieves.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_06			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_01_1	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_deserts_bounty.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_01_2	ambush	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_deserts_bounty.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_02	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_ash_plains.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_03	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_mortis_wastes.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_03			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_04	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_spice_dunes.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_05_conquest	conquest	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_mortis_wastes.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_05			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_02_06_conquest	conquest	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_ash_plains.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_06			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_03_01	classic	false	terrain\battles\tmb_desert_infield_03\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_plains_of_the_dead.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_03_02	classic	false	terrain\battles\tmb_desert_infield_03\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_plateau_of_the_dead.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_03_03	conquest	false	terrain\battles\tmb_desert_infield_03\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_plateau_of_the_dead.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_03			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_04_01	classic	false	terrain\battles\tmb_desert_infield_04\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_bitter_dunes.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_01			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_04_02	classic	false	terrain\battles\tmb_desert_infield_04\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_silver_plains.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_04_03	classic	false	terrain\battles\tmb_desert_infield_04\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_city_of_bones.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_tmb_desert_infield_04_04_conquest	conquest	false	terrain\battles\tmb_desert_infield_04\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_bitter_dunes.png		4	4	true	true	true		0	0.0000	false	true	0.0000	0.0000	false	false	false	catchment_04			tomb_kings_desert		*	Creative Assembly
wh2_dlc09_unfortified_tmb_a	unfortified_settlement	false	terrain\battles\unfortified_tmb_a\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_city_of_the_mighty_flame.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	tomb_kings_desert		*	Creative Assembly
wh2_dlc09_unfortified_tmb_b	unfortified_settlement	false	terrain\battles\unfortified_tmb_b\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_palace_of_the_golden_skull.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	tomb_kings_desert		*	Creative Assembly
wh2_dlc09_unfortified_tmb_c	unfortified_settlement	false	terrain\battles\unfortified_tmb_c\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_c.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	tomb_kings_desert		*	Creative Assembly
wh2_dlc09_unfortified_tmb_d	unfortified_settlement	false	terrain\battles\unfortified_tmb_d\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_d.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	tomb_kings_desert		*	Creative Assembly
wh2_dlc09_unfortified_tmb_e	unfortified_settlement	false	terrain\battles\unfortified_tmb_e\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_e.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	tomb_kings_desert		*	Creative Assembly
wh2_dlc10_shadow_forest	underground_intercept	false	terrain\battles\wh2_dlc10_shadow_forest\	ui/frontend ui/battle_map_images/shadow_realm.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	true			weather/battle/wh_rotten_03.environment_group	dlc10_high_elves_qb_shadow_realm		*	Creative Assembly
wh2_dlc11_cst_island_1	classic	false	terrain\battles\cst_island_1\	UI/Frontend UI/battle_map_images/the_glass_isles_grassy.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_1_desert	classic	false	terrain\battles\cst_island_1_desert\	UI/Frontend UI/battle_map_images/the_glass_isles_desert.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_1_rocky	classic	false	terrain\battles\cst_island_1_rocky\	UI/Frontend UI/battle_map_images/the_maruka_isles.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc11_cst_island_1_snowy	classic	false	terrain\battles\cst_island_1_snowy\	UI/Frontend UI/battle_map_images/the_glass_isles_snowy.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc11_cst_island_2	classic	false	terrain\battles\cst_island_2\	UI/Frontend UI/battle_map_images/ironfrost_isles_desert.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_2_grassy	classic	false	terrain\battles\cst_island_2_grass\	UI/Frontend UI/battle_map_images/ironfrost_isles_grassy.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_2_rocky	classic	false	terrain\battles\cst_island_2_rocky\	UI/Frontend UI/battle_map_images/ironfrost_isles_rocky.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc11_cst_island_2_snowy	classic	false	terrain\battles\cst_island_2_snowy\	UI/Frontend UI/battle_map_images/the_marthenil_archipelago.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc11_cst_island_3	classic	false	terrain\battles\cst_island_3\	UI/Frontend UI/battle_map_images/the_dragon_isles_grassy.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_3_desert	classic	false	terrain\battles\cst_island_3_desert\	UI/Frontend UI/battle_map_images/the_dragon_isles.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc11_cst_island_3_rocky	classic	false	terrain\battles\cst_island_3_rocky\	UI/Frontend UI/battle_map_images/the_dragon_isles_rocky.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc11_cst_island_3_snowy	classic	false	terrain\battles\cst_island_3_snowy\	UI/Frontend UI/battle_map_images/the_dragon_isles_snowy.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc11_cst_island_3_tombking	classic	false	terrain\battles\cst_island_3_desert_tomb\	UI/Frontend UI/battle_map_images/the_dragon_isles_tomb.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false				tomb_kings_desert		*	Creative Assembly
wh2_dlc11_cst_island_galleons_graveyard_0	classic	false	terrain\battles\cst_island_galleons_graveyard\	UI/Frontend UI/battle_map_images/the_galleons_graveyard_03.png		2	2	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_cloudy_rain_03.environment_group	dlc11_coast_galleons_graveyard		*	Creative Assembly
wh2_dlc11_cst_island_galleons_graveyard_2	ambush	false	terrain\battles\cst_island_galleons_graveyard\	UI/Frontend UI/battle_map_images/the_galleons_graveyard_03.png		1	1	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03		weather/battle/wh_day_cloudy_rain_03.environment_group	dlc11_coast_galleons_graveyard		*	Creative Assembly
wh2_dlc12_island_desert_01	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc12_island_desert_02	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert_shore_a.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc12_island_desert_03	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert_shore_b.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dlc11_coast_desert_island		*	Creative Assembly
wh2_dlc12_island_grassy_01	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc12_prophet_grassy_island		*	Creative Assembly
wh2_dlc12_island_grassy_02	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass_shore_a.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dlc12_prophet_grassy_island		*	Creative Assembly
wh2_dlc12_island_grassy_03	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass_shore_b.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dlc12_prophet_grassy_island		*	Creative Assembly
wh2_dlc12_island_rocky_01	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc12_island_rocky_02	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky_shore_a.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc12_island_rocky_03	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky_shore_b.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dlc11_coast_rocky_island		*	Creative Assembly
wh2_dlc12_island_snowy_01	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc12_island_snowy_02	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy_shore_a.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc12_island_snowy_03	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy_shore_b.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dlc11_coast_snowy_island		*	Creative Assembly
wh2_dlc12_island_tropical_01	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			dlc12_prophet_tropical_island		*	Creative Assembly
wh2_dlc12_island_tropical_02	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical_shore_a.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			dlc12_prophet_tropical_island		*	Creative Assembly
wh2_dlc12_island_tropical_03	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical_shore_b.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			dlc12_prophet_tropical_island		*	Creative Assembly
wh2_dlc13_emp_unfortified	classic	false	terrain\battles\emp_minor_outfield\	ui/frontend ui/battle_map_images/wh2_dlc13_emp_unfort.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			empire		*	Creative Assembly
wh2_dlc13_minor_settlement_empire_fort	siege	false	terrain\battles\city_empire_fort\	UI/Frontend UI/battle_map_images/wh2_dlc13_helmgart.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:emp		empire		wh_main_emp_empire	Creative Assembly
wh2_lzd_coast_infield_a_01	classic	false	terrain\battles\lzd_coast_infield_a\	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			lizardmen_mountain		*	Creative Assembly
wh2_lzd_coast_infield_a_02	classic	false	terrain\battles\lzd_coast_infield_a\	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			lizardmen_mountain		*	Creative Assembly
wh2_lzd_coast_infield_a_03_1	classic	false	terrain\battles\lzd_coast_infield_a\	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			lizardmen_mountain		*	Creative Assembly
wh2_lzd_coast_infield_a_03_2	ambush	false	terrain\battles\lzd_coast_infield_a\	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			lizardmen_mountain		*	Creative Assembly
wh2_lzd_coast_infield_a_04	classic	false	terrain\battles\lzd_coast_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			lizardmen_mountain		*	Creative Assembly
wh2_lzd_hills_infield_a_01	classic	false	terrain\battles\lzd_hills_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			lizardmen_mountain		*	Creative Assembly
wh2_lzd_hills_infield_a_02	classic	false	terrain\battles\lzd_hills_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			lizardmen_mountain		*	Creative Assembly
wh2_lzd_hills_infield_a_03	classic	false	terrain\battles\lzd_hills_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			lizardmen_mountain		*	Creative Assembly
wh2_lzd_hills_infield_a_04	classic	false	terrain\battles\lzd_hills_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			lizardmen_mountain		*	Creative Assembly
wh2_lzd_lakes_infield_a_01	classic	false	terrain\battles\lzd_lakes_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			lizardmen_mountain		*	Creative Assembly
wh2_lzd_lakes_infield_a_02_1	classic	false	terrain\battles\lzd_lakes_infield_a\	UI/Frontend UI/battle_map_images/temple_of_huanchi.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			lizardmen_swamp		*	Creative Assembly
wh2_lzd_lakes_infield_a_02_2	ambush	false	terrain\battles\lzd_lakes_infield_a\	UI/Frontend UI/battle_map_images/temple_of_huanchi.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_02			lizardmen_swamp		*	Creative Assembly
wh2_lzd_lakes_infield_a_03	classic	false	terrain\battles\lzd_lakes_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_03			lizardmen_mountain		*	Creative Assembly
wh2_lzd_lakes_infield_a_04_1	classic	false	terrain\battles\lzd_lakes_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		1	1	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			lizardmen_swamp		*	Creative Assembly
wh2_lzd_lakes_infield_a_04_2	ambush	false	terrain\battles\lzd_lakes_infield_a\	UI/Frontend UI/battle_map_images/lake_incatol.png		1	1	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_04			lizardmen_swamp		*	Creative Assembly
wh2_lzd_lakes_infield_a_05	classic	false	terrain\battles\lzd_lakes_infield_a\	UI/Frontend UI/battle_map_images/xuhua_lake.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_05			lizardmen_mountain		*	Creative Assembly
wh2_lzd_mtn_pass_infield_a_01_1	classic	false	terrain\battles\lzd_mtn_pass_infield_a\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.0000	false	false	0.0000	0.0000	false	false	false	catchment_01			lizardmen_mountain		*	Creative Assembly
