name	can_weather_disable	event_start	event_stop	intensity_rtpc	make_rtpc_global	sample_distance	height_influence	height_scale	use_building_height	use_tree_height	always_play
lizardmen_jungle_forest	true	Battle_Environment_Lizardmen_Jungle_Forest_Play	Battle_Environment_Lizardmen_Jungle_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
lizardmen_jungle_lake	false	Battle_Environment_Element_Water_Lake_Lizardmen_Jungle_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Jungle_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
lizardmen_jungle_primary	true	Battle_Environment_Lizardmen_Jungle_Primary_Play	Battle_Environment_Lizardmen_Jungle_Primary_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_jungle_wind	false	Battle_Environment_Element_Wind_Lizardmen_Jungle_Play	Battle_Environment_Element_Wind_Lizardmen_Jungle_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
lizardmen_mountain_forest	true	Battle_Environment_Lizardmen_Mountain_Forest_Play	Battle_Environment_Lizardmen_Mountain_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
lizardmen_mountain_lake	false	Battle_Environment_Element_Water_Lake_Lizardmen_Mountain_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Mountain_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
lizardmen_mountain_primary	true	Battle_Environment_Lizardmen_Mountain_Primary_Play	Battle_Environment_Lizardmen_Mountain_Primary_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_mountain_thunder_wind	false	Battle_Environment_Element_Wind_Lizardmen_Mountain_Thunder_Play	Battle_Environment_Element_Wind_Lizardmen_Mountain_Thunder_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
lizardmen_mountain_wind	false	Battle_Environment_Element_Wind_Lizardmen_Mountain_Play	Battle_Environment_Element_Wind_Lizardmen_Mountain_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
lizardmen_qb_fallen_gates_primary	true	Battle_Environment_Lizardmen_QB_Fallen_Gates_Primary_Play	Battle_Environment_Lizardmen_QB_Fallen_Gates_Primary_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_qb_lord_kroak_temple	true	Battle_Environment_DLC12_Lzd_Lord_Kroak_Temple_Ambience_Loop_Play	Battle_Environment_DLC12_Lzd_Lord_Kroak_Temple_Ambience_Loop_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_spawning_pool_primary	true	Battle_Environment_DLC24_Lizardmen_Domination_Spawning_Pool_Primary_Play	Battle_Environment_DLC24_Lizardmen_Domination_Spawning_Pool_Primary_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_swamp_forest	true	Battle_Environment_Lizardmen_Swamp_Forest_Play	Battle_Environment_Lizardmen_Swamp_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
lizardmen_swamp_lake	false	Battle_Environment_Element_Water_Lake_Lizardmen_Swamp_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Swamp_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
lizardmen_swamp_primary	true	Battle_Environment_Lizardmen_Swamp_Primary_Play	Battle_Environment_Lizardmen_Swamp_Primary_Stop		false	100.0000	false	1.0000	false	false	false
lizardmen_swamp_wind	false	Battle_Environment_Element_Wind_Lizardmen_Swamp_Play	Battle_Environment_Element_Wind_Lizardmen_Swamp_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
nordic_ambience	true	Battle_Environment_Nordic_Ambience_Play	Battle_Environment_Nordic_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
nordic_forest	true	Battle_Environment_Nordic_Forest_Play	Battle_Environment_Nordic_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
nordic_lake	false	Battle_Environment_Element_Water_Lake_Nordic_Play	Battle_Environment_Element_Water_Lake_Nordic_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
nordic_wind	false	Battle_Environment_Element_Wind_Nordic_Play	Battle_Environment_Element_Wind_Nordic_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
nurgle_river	false	Battle_Environment_Nurgle_River_2D_Start	Battle_Environment_Nurgle_River_2D_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
skaven_cavern_forest	true	Battle_Environment_Skaven_Cavern_Forest_Play	Battle_Environment_Skaven_Cavern_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
skaven_cavern_lake	false	Battle_Environment_Element_Water_Lake_Skaven_Cavern_Play	Battle_Environment_Element_Water_Lake_Skaven_Cavern_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
skaven_cavern_primary	true	Battle_Environment_Skaven_Cavern_Primary_Play	Battle_Environment_Skaven_Cavern_Primary_Stop		false	100.0000	false	1.0000	false	false	false
skaven_cavern_wind	false	Battle_Environment_Element_Wind_Skaven_Cavern_Play	Battle_Environment_Element_Wind_Skaven_Cavern_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
skaven_desert_forest	true	Battle_Environment_Skaven_Desert_Forest_Play	Battle_Environment_Skaven_Desert_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
skaven_desert_lake	false	Battle_Environment_Element_Water_Lake_Skaven_Desert_Play	Battle_Environment_Element_Water_Lake_Skaven_Desert_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
skaven_desert_primary	true	Battle_Environment_Skaven_Desert_Primary_Play	Battle_Environment_Skaven_Desert_Primary_Stop		false	100.0000	false	1.0000	false	false	false
skaven_desert_wind	false	Battle_Environment_Element_Wind_Skaven_Desert_Play	Battle_Environment_Element_Wind_Skaven_Desert_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
skaven_dlc12_qb_storm_daemon	true	Battle_Environment_DLC12_Skaven_QB_Storm_Daemon_Primary_Play	Battle_Environment_DLC12_Skaven_QB_Storm_Daemon_Primary_Stop		false	100.0000	false	1.0000	false	false	false
skaven_marsh_forest	true	Battle_Environment_Skaven_Marsh_Forest_Play	Battle_Environment_Skaven_Marsh_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
skaven_marsh_lake	false	Battle_Environment_Element_Water_Lake_Skaven_Marsh_Play	Battle_Environment_Element_Water_Lake_Skaven_Marsh_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
skaven_marsh_primary	true	Battle_Environment_Skaven_Marsh_Primary_Play	Battle_Environment_Skaven_Marsh_Primary_Stop		false	100.0000	false	1.0000	false	false	false
skaven_marsh_wind	false	Battle_Environment_Element_Wind_Skaven_Marsh_Play	Battle_Environment_Element_Wind_Skaven_Marsh_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
tomb_kings_cavern_primary	true	Battle_Environment_Tomb_Kings_Cavern_Primary_Play	Battle_Environment_Tomb_Kings_Cavern_Primary_Stop		false	100.0000	false	1.0000	false	false	false
tomb_kings_cavern_secondary	true	Battle_Environment_Tomb_Kings_Cavern_Secondary_Play	Battle_Environment_Tomb_Kings_Cavern_Secondary_Stop	Generic_Urban_Percentage	false	150.0000	false	1.0000	false	false	false
tomb_kings_desert_primary	true	Battle_Environment_Tomb_Kings_Desert_Primary_Play	Battle_Environment_Tomb_Kings_Desert_Primary_Stop		false	100.0000	false	1.0000	false	false	false
tomb_kings_desert_secondary	true	Battle_Environment_Tomb_Kings_Desert_Secondary_Play	Battle_Environment_Tomb_Kings_Desert_Secondary_Stop	Generic_Urban_Percentage	false	150.0000	false	1.0000	false	false	false
tomb_kings_qb_final_battle_primary	true	Battle_Environment_Tomb_Kings_Generic_Final_Battle_Primary_Play	Battle_Environment_Tomb_Kings_Generic_Final_Battle_Primary_Stop		false	100.0000	false	1.0000	false	false	false
tomb_kings_qb_staff_of_nagash_primary	true	Battle_Environment_Tomb_Kings_Generic_Black_Tower_Primary_Play	Battle_Environment_Tomb_Kings_Generic_Black_Tower_Primary_Stop		false	100.0000	false	1.0000	false	false	false
vampire_ambience	true	Battle_Environment_Vampire_Ambience_Play	Battle_Environment_Vampire_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_desert_island_forest	false	Battle_Environment_Vampire_Coast_Tropical_Island_Forest_Play	Battle_Environment_Vampire_Coast_Tropical_Island_Forest_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_desert_island_plains	false	Battle_Environment_Vampire_Coast_Tropical_Island_Plains_Play	Battle_Environment_Vampire_Coast_Tropical_Island_Plains_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_final_battle_plains	false	Battle_Environment_Vampire_Coast_Final_Battle_Plains_Play	Battle_Environment_Vampire_Coast_Final_Battle_Plains_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_galleons_graveyard_plains	false	Battle_Environment_Vampire_Coast_Galleons_Graveyard_Plains_Play	Battle_Environment_Vampire_Coast_Galleons_Graveyard_Plains_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_galleons_graveyard_wind	false	Battle_Environment_Element_Wind_Skaven_Desert_Play	Battle_Environment_Element_Wind_Skaven_Desert_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
vampire_coast_rocky_island_forest	false	Battle_Environment_Vampire_Coast_Desert_Island_Forest_Play	Battle_Environment_Vampire_Coast_Desert_Island_Forest_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_rocky_island_plains	false	Battle_Environment_Vampire_Coast_Desert_Island_Plains_Play	Battle_Environment_Vampire_Coast_Desert_Island_Plains_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_snowy_island_forest	false	Battle_Environment_Vampire_Coast_Snowy_Island_Forest_Play	Battle_Environment_Vampire_Coast_Snowy_Island_Forest_Stop		false	100.0000	false	1.0000	false	false	false
vampire_coast_snowy_island_plains	false	Battle_Environment_Vampire_Coast_Snowy_Island_Plains_Play	Battle_Environment_Vampire_Coast_Snowy_Island_Plains_Stop		false	100.0000	false	1.0000	false	false	false
vampire_forest	true	Battle_Environment_Vampire_Forest_Play	Battle_Environment_Vampire_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
vampire_lake	false	Battle_Environment_Element_Water_Lake_Vampire_Play	Battle_Environment_Element_Water_Lake_Vampire_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
vampire_wind	false	Battle_Environment_Element_Wind_Vampire_Play	Battle_Environment_Element_Wind_Vampire_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
volcanic_lake	false	Battle_Environment_Element_Water_Lake_Chaos_Play	Battle_Environment_Element_Water_Lake_Chaos_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
weather_rain_heavy	false	Battle_Environment_Element_Rain_Heavy_Play	Battle_Environment_Element_Rain_Heavy_Stop	Battle_Rain_Intensity	false	100.0000	false	1.0000	false	false	false
weather_rain_heavy_on_trees	false	Battle_Environment_Element_Rain_Heavy_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Heavy_On_Tree_Tops_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
weather_rain_light	false	Battle_Environment_Element_Rain_Light_Play	Battle_Environment_Element_Rain_Light_Stop	Battle_Rain_Intensity	false	100.0000	false	1.0000	false	false	false
weather_rain_light_on_trees	false	Battle_Environment_Element_Rain_Light_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Light_On_Tree_Tops_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
weather_rain_medium	false	Battle_Environment_Element_Rain_Medium_Play	Battle_Environment_Element_Rain_Medium_Stop	Battle_Rain_Intensity	false	100.0000	false	1.0000	false	false	false
weather_rain_medium_on_trees	false	Battle_Environment_Element_Rain_Medium_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Medium_On_Tree_Tops_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
wood_elves_autumn_ambience	true	Battle_Environment_Woodelves_Autumn_Ambience_Play	Battle_Environment_Woodelves_Autumn_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
wood_elves_autumn_forest	true	Battle_Environment_Woodelves_Autumn_Forest_Play	Battle_Environment_Woodelves_Autumn_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
wood_elves_autumn_lake	false	Battle_Environment_Element_Water_Lake_Wood_Elves_Autumn_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Autumn_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
wood_elves_autumn_wind	false	Battle_Environment_Element_Wind_Wood_Elves_Autumn_Play	Battle_Environment_Element_Wind_Wood_Elves_Autumn_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
wood_elves_generic_ambience	true	Battle_Environment_Woodelves_Generic_Ambience_Play	Battle_Environment_Woodelves_Generic_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
wood_elves_generic_forest	true	Battle_Environment_Woodelves_Generic_Forest_Play	Battle_Environment_Woodelves_Generic_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
wood_elves_generic_lake	false	Battle_Environment_Element_Water_Lake_Wood_Elves_Generic_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Generic_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
wood_elves_generic_wind	false	Battle_Environment_Element_Wind_Wood_Elves_Generic_Play	Battle_Environment_Element_Wind_Wood_Elves_Generic_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
wood_elves_night_ambience	true	Battle_Environment_Woodelves_Night_Ambience_Play	Battle_Environment_Woodelves_Night_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
wood_elves_night_forest	true	Battle_Environment_Woodelves_Night_Forest_Play	Battle_Environment_Woodelves_Night_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
wood_elves_night_lake	false	Battle_Environment_Element_Water_Lake_Wood_Elves_Night_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Night_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
wood_elves_night_wind	false	Battle_Environment_Element_Wind_Wood_Elves_Night_Play	Battle_Environment_Element_Wind_Wood_Elves_Night_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
wood_elves_winter_ambience	true	Battle_Environment_Woodelves_Winter_Ambience_Play	Battle_Environment_Woodelves_Winter_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
wood_elves_winter_forest	true	Battle_Environment_Woodelves_Winter_Forest_Play	Battle_Environment_Woodelves_Winter_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
wood_elves_winter_lake	false	Battle_Environment_Element_Water_Lake_Wood_Elves_Winter_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Winter_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
wood_elves_winter_wind	false	Battle_Environment_Element_Wind_Wood_Elves_Winter_Play	Battle_Environment_Element_Wind_Wood_Elves_Winter_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
