bonus_value_id	effect	resource_factor
base_amount	wh3_main_effect_corruption_reduction_commandment	wh3_main_corruption_skaven_factor_commandment
base_amount	wh3_main_effect_corruption_reduction_commandment	wh3_main_corruption_slaanesh_factor_commandment
base_amount	wh3_main_effect_corruption_reduction_commandment	wh3_main_corruption_tzeentch_factor_commandment
base_amount	wh3_main_effect_corruption_reduction_commandment	wh3_main_corruption_vampiric_factor_commandment
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_chaos_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_khorne_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_nurgle_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_skaven_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_slaanesh_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_tzeentch_factor_compass
base_amount	wh3_main_effect_corruption_reduction_compass	wh3_main_corruption_vampiric_factor_compass
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_chaos	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_khorne	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_nurgle	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_skaven	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_slaanesh	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_tzeentch	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_untainted	wh3_main_corruption_vampiric_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_chaos_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_khorne_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_nurgle_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_skaven_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_slaanesh_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_crackdown_vampiric	wh3_main_corruption_tzeentch_factor_local_forces
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_chaos_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_khorne_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_nurgle_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_skaven_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_slaanesh_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_tzeentch_factor_events
base_amount	wh3_main_effect_corruption_reduction_events	wh3_main_corruption_vampiric_factor_events
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_chaos_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_khorne_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_nurgle_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_slaanesh_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_tzeentch_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_except_skaven	wh3_main_corruption_vampiric_factor_other_corruption
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_chaos_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_khorne_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_nurgle_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_skaven_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_slaanesh_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_tzeentch_factor_faction
base_amount	wh3_main_effect_corruption_reduction_faction	wh3_main_corruption_vampiric_factor_faction
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_chaos_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_khorne_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_nurgle_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_skaven_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_slaanesh_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_tzeentch_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_horde_buildings	wh3_main_corruption_vampiric_factor_horde_buildings
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_chaos_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_khorne_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_nurgle_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_skaven_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_slaanesh_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_tzeentch_factor_possession
base_amount	wh3_main_effect_corruption_reduction_possession	wh3_main_corruption_vampiric_factor_possession
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_chaos_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_khorne_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_nurgle_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_skaven_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_slaanesh_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_tzeentch_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_power_of_nature	wh3_main_corruption_vampiric_factor_power_of_nature
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_chaos_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_khorne_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_nurgle_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_skaven_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_slaanesh_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_tzeentch_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_ruins	wh3_main_corruption_vampiric_factor_ruins
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_chaos_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_khorne_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_nurgle_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_skaven_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_slaanesh_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_tzeentch_factor_technology
base_amount	wh3_main_effect_corruption_reduction_technology	wh3_main_corruption_vampiric_factor_technology
neighbouring_area_base_amount	wh3_main_effect_corruption_skaven_adjacent_provinces	wh3_main_corruption_skaven_factor_adjacent_provinces
base_amount	wh3_main_effect_corruption_skaven_buildings	wh3_main_corruption_skaven_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_characters	wh3_main_corruption_skaven_factor_characters
base_amount	wh3_main_effect_corruption_skaven_commandment	wh3_main_corruption_skaven_factor_commandment
base_amount	wh3_main_effect_corruption_skaven_events	wh3_main_corruption_skaven_factor_events
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_chaos_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_khorne_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_nurgle_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_slaanesh_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_tzeentch_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_high_reduction	wh3_main_corruption_vampiric_factor_buildings
base_amount	wh3_main_effect_corruption_skaven_horde_buildings	wh3_main_corruption_skaven_factor_horde_buildings
base_amount	wh3_main_effect_corruption_skaven_ruins	wh3_main_corruption_skaven_factor_ruins
base_amount	wh3_main_effect_corruption_skaven_technology	wh3_main_corruption_skaven_factor_technology
neighbouring_area_base_amount	wh3_main_effect_corruption_slaanesh_adjacent_provinces	wh3_main_corruption_slaanesh_factor_adjacent_provinces
base_amount	wh3_main_effect_corruption_slaanesh_buildings	wh3_main_corruption_slaanesh_factor_buildings
base_amount	wh3_main_effect_corruption_slaanesh_characters_no_tr	wh3_main_corruption_slaanesh_factor_characters
base_amount	wh3_main_effect_corruption_slaanesh_characters	wh3_main_corruption_slaanesh_factor_characters
base_amount	wh3_main_effect_corruption_slaanesh_commandment	wh3_main_corruption_slaanesh_factor_commandment
base_amount	wh3_main_effect_corruption_slaanesh_daemonic_progression	wh3_main_corruption_slaanesh_factor_daemonic_progression
base_amount	wh3_main_effect_corruption_slaanesh_events_bad	wh3_main_corruption_slaanesh_factor_events
base_amount	wh3_main_effect_corruption_slaanesh_events	wh3_main_corruption_slaanesh_factor_events
base_amount	wh3_main_effect_corruption_slaanesh_gift_of_slaanesh	wh3_main_corruption_slaanesh_factor_gift_of_slaanesh
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_chaos_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_khorne_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_nurgle_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_skaven_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_tzeentch_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_high_reduction	wh3_main_corruption_vampiric_factor_other_corruption
base_amount	wh3_main_effect_corruption_slaanesh_horde_buildings	wh3_main_corruption_slaanesh_factor_horde_buildings
base_amount	wh3_main_effect_corruption_slaanesh_possession	wh3_main_corruption_slaanesh_factor_possession
base_amount	wh3_main_effect_corruption_slaanesh_rifts	wh3_main_corruption_slaanesh_factor_rifts
base_amount	wh3_main_effect_corruption_slaanesh_ruins	wh3_main_corruption_slaanesh_factor_ruins
base_amount	wh3_main_effect_corruption_slaanesh_seductive_influence	wh3_main_corruption_slaanesh_seductive_influence
base_amount	wh3_main_effect_corruption_slaanesh_technology	wh3_main_corruption_slaanesh_factor_technology
base_amount	wh3_main_effect_corruption_slaanesh_unholy_manifestations	wh3_main_corruption_slaanesh_factor_unholy_manifestations
neighbouring_area_base_amount	wh3_main_effect_corruption_tzeentch_adjacent_provinces	wh3_main_corruption_tzeentch_factor_adjacent_provinces
base_amount	wh3_main_effect_corruption_tzeentch_buildings	wh3_main_corruption_tzeentch_factor_buildings
base_amount	wh3_main_effect_corruption_tzeentch_characters	wh3_main_corruption_tzeentch_factor_characters
base_amount	wh3_main_effect_corruption_tzeentch_commandment	wh3_main_corruption_tzeentch_factor_commandment
base_amount	wh3_main_effect_corruption_tzeentch_daemonic_progression	wh3_main_corruption_tzeentch_factor_daemonic_progression
base_amount	wh3_main_effect_corruption_tzeentch_events_bad	wh3_main_corruption_tzeentch_factor_events
base_amount	wh3_main_effect_corruption_tzeentch_events	wh3_main_corruption_tzeentch_factor_events
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_chaos_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_khorne_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_nurgle_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_skaven_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_slaanesh_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_high_reduction	wh3_main_corruption_vampiric_factor_other_corruption
base_amount	wh3_main_effect_corruption_tzeentch_horde_buildings	wh3_main_corruption_tzeentch_factor_horde_buildings
base_amount	wh3_main_effect_corruption_tzeentch_rifts	wh3_main_corruption_tzeentch_factor_rifts
base_amount	wh3_main_effect_corruption_tzeentch_ruins	wh3_main_corruption_tzeentch_factor_ruins
base_amount	wh3_main_effect_corruption_tzeentch_technology	wh3_main_corruption_tzeentch_factor_technology
base_amount	wh3_main_effect_corruption_tzeentch_unholy_manifestations	wh3_main_corruption_tzeentch_factor_unholy_manifestations
neighbouring_area_base_amount	wh3_main_effect_corruption_vampiric_adjacent_provinces	wh3_main_corruption_vampiric_factor_adjacent_provinces
base_amount	wh3_main_effect_corruption_vampiric_bloodlines	wh3_main_corruption_vampiric_factor_bloodline_lords_awoken
base_amount	wh3_main_effect_corruption_vampiric_buildings_bad	wh3_main_corruption_vampiric_factor_buildings
base_amount	wh3_main_effect_corruption_vampiric_buildings	wh3_main_corruption_vampiric_factor_buildings
base_amount	wh3_main_effect_corruption_vampiric_characters_bad	wh3_main_corruption_vampiric_factor_characters
base_amount	wh3_main_effect_corruption_vampiric_characters	wh3_main_corruption_vampiric_factor_characters
base_amount	wh3_main_effect_corruption_vampiric_commandment	wh3_main_corruption_vampiric_factor_commandment
base_amount	wh3_main_effect_corruption_vampiric_events_bad	wh3_main_corruption_vampiric_factor_events
base_amount	wh3_main_effect_corruption_vampiric_events	wh3_main_corruption_vampiric_factor_events
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_chaos_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_khorne_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_nurgle_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_skaven_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_slaanesh_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_high_reduction	wh3_main_corruption_tzeentch_factor_other_corruption
base_amount	wh3_main_effect_corruption_vampiric_horde_buildings	wh3_main_corruption_vampiric_factor_horde_buildings
base_amount	wh3_main_effect_corruption_vampiric_ruins	wh3_main_corruption_vampiric_factor_ruins
base_amount	wh3_main_effect_corruption_vampiric_technology	wh3_main_corruption_vampiric_factor_technology
percentage_multiplier_mod	wh3_main_effect_ksl_devotion_chaos_mod	wh3_main_ksl_devotion_factor_fighting_chaos
base_amount	wh3_main_effect_ksl_devotion_gain_characters	wh3_main_ksl_devotion_factor_characters
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_crow_events
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_crow_razing
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_eagle_events
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_eagle_razing
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_hound_events
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_hound_razing
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_serpent_events
income_disabled	wh3_main_effect_lock_norscan_favour_changes	nor_progress_serpent_razing
base_amount	wh3_main_effect_ogr_camp_meat_building	wh3_main_ogr_meat_factor_camp_buildings
base_amount	wh3_main_effect_ogr_camp_meat_character	wh3_main_ogr_meat_factor_characters
percentage_multiplier_mod	wh3_main_effect_ogr_camp_meat_local_sphere_of_influence_mod	wh3_main_ogr_meat_factor_camp_buildings
percentage_multiplier_mod	wh3_main_effect_ogr_camp_meat_local_sphere_of_influence_mod	wh3_main_ogr_meat_factor_camps
base_amount	wh3_main_effect_ogr_camp_meat_sphere_of_influence	wh3_main_ogr_meat_factor_camps
base_amount	wh3_main_effect_ogr_meat_events	wh3_main_ogr_meat_factor_events
base_amount	wh3_main_effect_ogr_meat_technology	wh3_main_ogr_meat_factor_technology
percentage_multiplier_mod	wh3_main_effect_pooled_resource_income_mod_resistance	wh3_main_sla_seductive_influence_resistance_culture
base_amount	wh3_main_effect_pooled_resource_kho_skulls_buildings	wh3_main_kho_skulls_factor_buildings
base_amount	wh3_main_effect_pooled_resource_kho_skulls_technology	wh3_main_kho_skulls_factor_technology
base_amount	wh3_main_effect_pooled_resource_ksl_devotion_buildings	wh3_main_ksl_devotion_factor_buildings
base_amount	wh3_main_effect_pooled_resource_ksl_devotion_commandments	wh3_main_ksl_devotion_factor_commandments
base_amount	wh3_main_effect_pooled_resource_ksl_devotion_conquering_chaos	devotion_chaos_wasteland
base_amount	wh3_main_effect_pooled_resource_ksl_followers_buildings	wh3_main_ksl_followers_factor_buildings
base_amount	wh3_main_effect_pooled_resource_seductive_influence_corruption	wh3_main_sla_seductive_influence_slaanesh_corruption
base_amount	wh3_main_effect_pooled_resource_seductive_influence_cult	wh3_main_sla_seductive_influence_cults
base_amount	wh3_main_effect_pooled_resource_seductive_influence_culture	wh3_main_sla_seductive_influence_resistance_culture
base_amount	wh3_main_effect_pooled_resource_seductive_influence_diplomacy	wh3_main_sla_seductive_influence_diplomacy_with_slaanesh
base_amount	wh3_main_effect_pooled_resource_seductive_influence_mark_of_slaanesh	wh3_main_sla_seductive_influence_gift_of_slaanesh
base_amount	wh3_main_effect_pooled_resource_seductive_influence_resistance	wh3_main_sla_seductive_influence_resistance_regions
base_amount	wh3_main_effect_pooled_resources_sacrifices_per_turn	wh2_dlc12_resource_factor_sacrifices
base_amount	wh3_main_effect_sla_devotees_buildings	wh3_main_sla_devotees_factor_buildings
base_amount	wh3_main_effect_sla_devotees_cults	wh3_main_sla_devotees_factor_cults
percentage_multiplier_mod	wh3_main_effect_sla_devotees_disciple_armies_upkeep_mod	wh3_main_sla_devotees_factor_disciple_armies
base_amount	wh3_main_effect_sla_devotees_disciple_armies	wh3_main_sla_devotees_factor_disciple_armies
base_amount	wh3_main_effect_sla_devotees_gift_of_slaanesh	wh3_main_sla_devotees_factor_gift_of_slaanesh
base_amount	wh3_main_effect_sla_devotees_rituals	wh3_main_sla_devotees_factor_pleasure_activities
base_amount	wh3_main_effect_unholy_manifestations_tze_grimoires	wh3_main_tze_grimoires_factor_unholy_manifestations
base_amount	wh3_main_effect_winds_of_magic_channelling_stance	wh3_main_winds_of_magic_factor_channelling_stance
base_amount	wh3_main_effect_winds_of_magic_character	wh3_main_winds_of_magic_factor_characters
base_amount	wh3_main_effect_winds_of_magic_daemonic_progression	wh3_main_winds_of_magic_factor_daemonic_progression
base_amount	wh3_main_effect_winds_of_magic_enemy_character	wh3_main_winds_of_magic_factor_characters
base_amount	wh3_main_effect_winds_of_magic_events	wh3_main_winds_of_magic_factor_events
base_amount	wh3_main_effect_winds_of_magic_give_me_gut_magic	wh3_main_winds_of_magic_factor_give_me_gut_magic
base_amount	wh3_main_effect_winds_of_magic_hero_actions	wh3_main_winds_of_magic_factor_hero_actions
base_amount	wh3_main_effect_winds_of_magic_invocation_of_hoeth	wh3_main_winds_of_magic_factor_invocation_of_hoeth
base_amount	wh3_main_effect_winds_of_magic_lileaths_blessing_stance	wh3_main_winds_of_magic_factor_lileaths_blessing_stance
base_amount	wh3_main_effect_winds_of_magic_other	wh3_main_winds_of_magic_factor_winds_of_magic_other
base_amount	wh3_main_effect_winds_of_magic_pooled_resource_change_negative	wh3_main_winds_of_magic_factor_winds_of_magic_negative
base_amount	wh3_main_effect_winds_of_magic_pooled_resource_change_positive	wh3_main_winds_of_magic_factor_winds_of_magic_positive
base_amount	wh3_main_effect_winds_of_magic_technology	wh3_main_winds_of_magic_factor_technology
base_amount	wh3_main_effect_winds_of_magic_unholy_manifestations	wh3_main_winds_of_magic_factor_unholy_manifestations
base_amount	wh3_main_ie_pooled_resource_scrap_gained_technology	grn_salvage_tech
base_amount	wh3_main_ie_pooled_resource_skaven_food_low_corruption	wh3_main_ie_low_skaven_corruption
base_amount	wh3_main_pooled_resource_dae_khorne_points_base	wh3_main_dae_khorne_points_factor_passive_gain
base_amount	wh3_main_pooled_resource_dae_khorne_points_buildings	wh3_main_dae_khorne_points_factor_buildings
base_amount	wh3_main_pooled_resource_dae_khorne_points_commandment	wh3_main_dae_khorne_points_factor_commandments
base_amount	wh3_main_pooled_resource_dae_nurgle_points_base	wh3_main_dae_nurgle_points_factor_passive_gain
base_amount	wh3_main_pooled_resource_dae_nurgle_points_buildings	wh3_main_dae_nurgle_points_factor_buildings
base_amount	wh3_main_pooled_resource_dae_nurgle_points_commandment	wh3_main_dae_nurgle_points_factor_commandments
base_amount	wh3_main_pooled_resource_dae_slaanesh_points_base	wh3_main_dae_slaanesh_points_factor_passive_gain
base_amount	wh3_main_pooled_resource_dae_slaanesh_points_buildings	wh3_main_dae_slaanesh_points_factor_buildings
base_amount	wh3_main_pooled_resource_dae_slaanesh_points_commandment	wh3_main_dae_slaanesh_points_factor_commandments
base_amount	wh3_main_pooled_resource_dae_tzeentch_points_base	wh3_main_dae_tzeentch_points_factor_passive_gain
base_amount	wh3_main_pooled_resource_dae_tzeentch_points_buildings	wh3_main_dae_tzeentch_points_factor_buildings
base_amount	wh3_main_pooled_resource_dae_tzeentch_points_commandment	wh3_main_dae_tzeentch_points_factor_commandments
base_amount	wh3_main_pooled_resource_dae_undivided_points_base	wh3_main_dae_undivided_points_factor_passive_gain
base_amount	wh3_main_pooled_resource_def_slaves_buildings_gained	def_slaves_buildings
percentage_multiplier_mod	wh3_main_pooled_resource_def_slaves_buildings_used_mod	def_slaves_buildings_negative
base_amount	wh3_main_pooled_resource_def_slaves_buildings_used	def_slaves_buildings_negative
base_amount	wh3_main_pooled_resource_def_slaves_characters_gained	def_slaves_characters
base_amount	wh3_main_pooled_resource_def_slaves_commandment_gained	def_slaves_commandments
base_amount	wh3_main_pooled_resource_def_slaves_corruption_gained	def_slaves_corruption
base_amount	wh3_main_pooled_resource_harmony_buildings_yang	wh3_dlc24_cth_province_harmony_factor_buildings
base_amount	wh3_main_pooled_resource_harmony_buildings_yin	wh3_dlc24_cth_province_harmony_factor_buildings
percentage_multiplier_mod	wh3_main_pooled_resource_kho_skulls_razed_settlements_mod	wh3_main_kho_skulls_factor_razed_settlements
base_amount	wh_dlc02_effect_winds_of_magic_events_all_factions	wh3_main_winds_of_magic_factor_events
base_amount	wh_dlc07_effect_chivalry_building	chivalry_buildings
base_amount	wh_dlc07_effect_chivalry_events	chivalry_events
base_amount	wh_dlc07_effect_chivalry_per_turn_stances	chivalry_stances
base_amount	wh_dlc07_effect_chivalry_per_turn_traits_bad	chivalry_traits_bad
base_amount	wh_dlc07_effect_chivalry_per_turn_traits_good	chivalry_traits_good
base_amount	wh_dlc07_effect_chivalry_technology	chivalry_tech
