existing_building_chain_key	existing_building_level_inclusive_end	existing_building_level_inclusive_start	potential_buiding_chain_key	potential_building_level_inclusive_end	potential_building_level_inclusive_start	synergy_policy_key	existing_building_instance	existing_building_super_chain	potential_building_instance	potential_building_super_chain	synergy_scope_key	synergy_level_key
wh3_main_kho_settlement_minor	wh3_main_kho_settlement_minor_3	wh3_main_kho_settlement_minor_1	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh3_main_ksl_erengrad_city			wh3_main_ksl_artillery			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_erengrad_city			wh3_main_ksl_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_erengrad_city			wh3_main_ksl_cavalry			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_growth_xp			wh3_main_ksl_corruption_land			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure3_order	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_ksl_kislev_city			wh3_main_ksl_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_kislev_city			wh3_main_ksl_cavalry			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_kislev_city			wh3_main_ksl_ice_guard			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_praag_city			wh3_main_ksl_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_ksl_praag_city			wh3_main_ksl_cavalry			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_growth_gold			wh3_main_tze_corruption			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure7_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh3_main_tze_growth_gold			wh3_main_tze_library			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure8_major	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh3_main_tze_settlement_major_a			wh3_main_tze_horror_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_settlement_major			wh3_main_tze_horror_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_settlement_minor			wh3_main_tze_caster			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support5_extra	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_settlement_minor			wh3_main_tze_flamer			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_settlement_minor			wh3_main_tze_monster_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_tze_settlement_minor			wh3_main_tze_mounted			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_major_wurrzag			wh_dlc06_GREENSKIN_squigs			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_skarsnik			wh_dlc06_GREENSKIN_boars_skarsnik			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_skarsnik			wh_dlc06_GREENSKIN_military_skarsnik			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_skarsnik			wh_main_GREENSKIN_forest_beasts			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_wurrzag			wh_main_GREENSKIN_boars			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_wurrzag			wh_main_GREENSKIN_forest_beasts			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_dlc06_GREENSKIN_settlement_minor_wurrzag			wh_main_GREENSKIN_military			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_BRETONNIA_settlement_major			wh_main_BRETONNIA_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_major			wh_main_BRETONNIA_smith			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_major			wh_main_BRETONNIA_stables			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_minor			wh_main_BRETONNIA_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_BRETONNIA_settlement_minor			wh_main_BRETONNIA_stables			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_DWARFS_industry			wh_main_DWARFS_trade_depot			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh_main_DWARFS_settlement_major			wh_dlc06_DWARFS_ranger_hub_all			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_DWARFS_settlement_major			wh_dlc06_DWARFS_ranger_hub			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_DWARFS_settlement_major			wh_main_DWARFS_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_DWARFS_settlement_major			wh_main_DWARFS_workshops			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_DWARFS_settlement_major	wh_main_dwf_settlement_major_5	wh_main_dwf_settlement_major_5	wh_main_DWARFS_farm	wh_main_dwf_farm_4	wh_main_dwf_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_DWARFS_settlement_minor			wh_main_DWARFS_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_DWARFS_settlement_minor			wh_main_DWARFS_workshops			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_barracks			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh_main_EMPIRE_forges			wh_main_EMPIRE_settlement_minor			cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh_main_sch_main_settlement	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_forges			wh_main_EMPIRE_stables			cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_low
wh_main_EMPIRE_industry_basic			wh2_main_EMPIRE_roads			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh_main_EMPIRE_settlement_major			wh_main_EMPIRE_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_settlement_major			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_EMPIRE_settlement_major	wh_main_emp_settlement_major_5	wh_main_emp_settlement_major_5	wh_main_EMPIRE_farm_basic	wh_main_emp_farm_basic_3	wh_main_emp_farm_basic_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_EMPIRE_settlement_minor			wh_main_EMPIRE_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh_main_EMPIRE_settlement_minor			wh_main_EMPIRE_forges			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_settlement_minor			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh_main_EMPIRE_settlement_minor			wh_main_EMPIRE_stables			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_stables			wh_main_EMPIRE_forges			cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_low
wh_main_EMPIRE_stables			wh_main_EMPIRE_settlement_minor			cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh_main_sch_main_settlement	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_EMPIRE_stables			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh_main_GREENSKIN_industry			wh2_main_grn_raiders			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh_main_GREENSKIN_settlement_major			wh_dlc06_GREENSKIN_squigs			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_GREENSKIN_settlement_minor			wh_main_GREENSKIN_boars			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_GREENSKIN_settlement_minor			wh_main_GREENSKIN_forest_beasts			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_GREENSKIN_settlement_minor			wh_main_GREENSKIN_military			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_NORSCA_settlement_major			wh_main_NORSCA_creatures			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_NORSCA_settlement_major			wh_main_NORSCA_military			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_NORSCA_settlement_major			wh_main_NORSCA_offerings			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_NORSCA_settlement_major			wh_main_NORSCA_smith			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_NORSCA_settlement_major			wh_main_NORSCA_stables			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_NORSCA_settlement_major			wh_main_NORSCA_worship			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure3_order	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_NORSCA_settlement_minor			wh_main_NORSCA_creatures			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_NORSCA_settlement_minor			wh_main_NORSCA_military			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_NORSCA_settlement_minor			wh_main_NORSCA_stables			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_VAMPIRES_settlement_major			wh_main_VAMPIRES_cemetary			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_VAMPIRES_settlement_major			wh_main_VAMPIRES_forest			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_VAMPIRES_settlement_major	wh_main_vmp_settlement_major_5	wh_main_vmp_settlement_major_5	wh_main_VAMPIRES_ossuary	wh_main_vmp_ossuary_3	wh_main_vmp_ossuary_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh_main_special_reiksfort			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh_main_sch_special_reiksfort		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh3_main_tze_settlement_minor	wh3_main_tze_settlement_minor_3	wh3_main_tze_settlement_minor_1	wh3_main_tze_walls_minor	wh3_main_tze_walls_minor_2	wh3_main_tze_walls_minor_1	cai_cs_synergy_policy_wh3_prologue		wh_main_sch_main_settlement		wh2_main_sch_defence_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
