resource	strategic_component	trade_falloff	trade_value	ownership_falloff	ownership_value
res_rom_textiles	wh3_strategic_component_nurgle_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_nurgle_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_nurgle_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_nurgle_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_nurgle	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_opportunistic_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_opportunistic	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue_bellicose	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue_ignore_threat	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_gems	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_gold	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_furs	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_glass	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_iron	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_lead	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_marble	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_oil	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_textiles	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_timber	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_rom_wine	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_savage	wh3_strategic_component_prologue	0.2500	0.5000	0.2500	0.5000
res_dyes	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_rift_spawned	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_sentinel_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_sentinel	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_simple_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_simple	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vampire_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vampire	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vengeful_hard	0.2500	0.5000	0.2500	1.0000
res_dyes	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_gems	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_gold	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_furs	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_glass	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_iron	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_lead	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_marble	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_oil	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_textiles	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_timber	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_rom_wine	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
res_savage	wh3_strategic_component_vengeful	0.2500	0.5000	0.2500	1.0000
