character_skill	character_skill_node	level
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_fire_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_fire_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_fire_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_fire_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_fire_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_fire_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_heavens_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_high_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_life_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_light_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_metal_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_dlc15_skill_node_hef_archmage_metal_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_dlc15_skill_node_hef_archmage_metal_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_dlc15_skill_node_hef_archmage_metal_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_dlc15_skill_node_hef_archmage_metal_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_dlc15_skill_node_hef_archmage_metal_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_dlc15_skill_node_hef_archmage_metal_dedication_4	1
