key	use_unit_exp_level_range	min_unit_exp_level_inclusive	max_unit_exp_level_inclusive	special_category
mp_cap_hero_ariel	false	-1	-1	
mp_cap_hero_blue_scribes	false	-1	-1	
mp_cap_hero_dragon_slayer	false	-1	-1	
mp_cap_hero_epidemius	false	-1	-1	
mp_cap_hero_felix	false	-1	-1	
mp_cap_hero_garagrim_ironfist	false	-1	-1	
mp_cap_hero_ghoritch	false	-1	-1	
mp_cap_hero_golden_knight	false	-1	-1	
mp_cap_hero_gorduz_backstabber	false	-1	-1	
mp_cap_hero_gotrek	false	-1	-1	
mp_cap_hero_green_knight	false	-1	-1	
mp_cap_hero_harald_hammerstorm	false	-1	-1	
mp_cap_hero_henri_le_massif	false	-1	-1	
mp_cap_hero_hertwig	false	-1	-1	
mp_cap_hero_jorek	false	-1	-1	
mp_cap_hero_kalara	false	-1	-1	
mp_cap_hero_karanak	false	-1	-1	
mp_cap_hero_kayzk	false	-1	-1	
mp_cap_hero_lord_kroak	false	-1	-1	
mp_cap_hero_rodrik	false	-1	-1	
mp_cap_hero_saytang	false	-1	-1	
mp_cap_hero_theodore_bruckner	false	-1	-1	
mp_cap_hero_ulrika	false	-1	-1	
mp_cap_unit_brt_art_blessed_field_trebuchet	false	-1	-1	
mp_cap_unit_brt_art_field_trebuchet	false	-1	-1	
mp_cap_unit_brt_cav_grail_guardians	false	-1	-1	
mp_cap_unit_brt_cav_grail_knights	false	-1	-1	
mp_cap_unit_brt_cav_hippogryph_knights	false	-1	-1	
mp_cap_unit_brt_cav_knights_errant	false	-1	-1	
mp_cap_unit_brt_cav_knights_errant_ror_0	false	-1	-1	
mp_cap_unit_brt_cav_knights_of_the_realm	false	-1	-1	
mp_cap_unit_brt_cav_knights_of_the_realm_ror_0	false	-1	-1	
mp_cap_unit_brt_cav_mounted_yeomen_0	false	-1	-1	
mp_cap_unit_brt_cav_mounted_yeomen_1	false	-1	-1	
mp_cap_unit_brt_cav_mounted_yeomen_ror_0	false	-1	-1	
mp_cap_unit_brt_cav_pegasus_knights	false	-1	-1	
mp_cap_unit_brt_cav_questing_knights	false	-1	-1	
mp_cap_unit_brt_cav_questing_knights_ror_0	false	-1	-1	
mp_cap_unit_brt_cav_royal_pegasus_knights	false	-1	-1	
mp_cap_unit_brt_inf_battle_pilgrims	false	-1	-1	
mp_cap_unit_brt_inf_battle_pilgrims_ror_0	false	-1	-1	
mp_cap_unit_brt_inf_foot_squires	false	-1	-1	
mp_cap_unit_brt_inf_foot_squires_ror_0	false	-1	-1	
mp_cap_unit_brt_inf_grail_relique	false	-1	-1	
mp_cap_unit_brt_inf_men_at_arms	false	-1	-1	
mp_cap_unit_brt_inf_men_at_arms_polearms	false	-1	-1	
mp_cap_unit_brt_inf_men_at_arms_shields	false	-1	-1	
mp_cap_unit_brt_inf_peasant_bowmen	false	-1	-1	
mp_cap_unit_brt_inf_peasant_bowmen_fire	false	-1	-1	
mp_cap_unit_brt_inf_peasant_bowmen_pox	false	-1	-1	
mp_cap_unit_brt_inf_peasant_mob	false	-1	-1	
mp_cap_unit_brt_inf_spearmen_at_arms	false	-1	-1	
mp_cap_unit_brt_inf_spearmen_at_arms_shields	false	-1	-1	
mp_cap_unit_bst_cav_centigors	false	-1	-1	
mp_cap_unit_bst_cav_centigors_great_weapons	false	-1	-1	
mp_cap_unit_bst_cav_centigors_throwing_axes	false	-1	-1	
mp_cap_unit_bst_cav_tuskgor_chariot	false	-1	-1	
mp_cap_unit_bst_centigors_throwing_axes_ror	false	-1	-1	
mp_cap_unit_bst_inf_bestigor_herd_ror_0	false	-1	-1	
mp_cap_unit_bst_inf_bestigors	false	-1	-1	
mp_cap_unit_bst_inf_centigors_ror_0	false	-1	-1	
mp_cap_unit_bst_inf_chaos_warhounds_0	false	-1	-1	
mp_cap_unit_bst_inf_chaos_warhounds_1	false	-1	-1	
mp_cap_unit_bst_inf_cygor_ror_0	false	-1	-1	
mp_cap_unit_bst_inf_gor_herd_0	false	-1	-1	
mp_cap_unit_bst_inf_gor_herd_1	false	-1	-1	
mp_cap_unit_bst_inf_gor_herd_ror_0	false	-1	-1	
mp_cap_unit_bst_inf_harpies	false	-1	-1	
mp_cap_unit_bst_inf_minotaurs_ror_0	false	-1	-1	
mp_cap_unit_bst_inf_ungor_herd	false	-1	-1	
mp_cap_unit_bst_inf_ungor_raiders	false	-1	-1	
mp_cap_unit_bst_inf_ungor_spearmen_0	false	-1	-1	
mp_cap_unit_bst_inf_ungor_spearmen_1	false	-1	-1	
mp_cap_unit_bst_inf_ungor_spearmen_ror_0	false	-1	-1	
mp_cap_unit_bst_mon_chaos_spawn	false	-1	-1	
mp_cap_unit_bst_mon_cygor	false	-1	-1	
mp_cap_unit_bst_mon_ghorgon	false	-1	-1	
mp_cap_unit_bst_mon_ghorgon_ror	false	-1	-1	
mp_cap_unit_bst_mon_giant	false	-1	-1	
mp_cap_unit_bst_mon_jabberslythe	false	-1	-1	
mp_cap_unit_bst_mon_jabberslythe_ror	false	-1	-1	
mp_cap_unit_bst_mon_minotaurs_0	false	-1	-1	
mp_cap_unit_bst_mon_minotaurs_1	false	-1	-1	
mp_cap_unit_bst_mon_minotaurs_2	false	-1	-1	
mp_cap_unit_bst_mon_razorgor_herd	false	-1	-1	
mp_cap_unit_bst_veh_razorgor_chariot	false	-1	-1	
mp_cap_unit_chd_cav_bull_centaurs_axe	false	-1	-1	
mp_cap_unit_chd_cav_bull_centaurs_dual_axe	false	-1	-1	
mp_cap_unit_chd_cav_bull_centaurs_dual_axe_ror	false	-1	-1	
mp_cap_unit_chd_cav_bull_centaurs_greatweapons	false	-1	-1	
mp_cap_unit_chd_cav_hobgoblin_wolf_raiders_bows	false	-1	-1	
mp_cap_unit_chd_cav_hobgoblin_wolf_raiders_ror	false	-1	-1	
mp_cap_unit_chd_cav_hobgoblin_wolf_raiders_spears	false	-1	-1	
mp_cap_unit_chd_cav_hobgoblin_wolf_raiders_swords	false	-1	-1	
mp_cap_unit_chd_inf_chaos_dwarf_blunderbusses	false	-1	-1	
mp_cap_unit_chd_inf_chaos_dwarf_blunderbusses_ror	false	-1	-1	
mp_cap_unit_chd_inf_chaos_dwarf_warrior_ror	false	-1	-1	
mp_cap_unit_chd_inf_chaos_dwarf_warriors	false	-1	-1	
mp_cap_unit_chd_inf_chaos_dwarf_warriors_great_weapons	false	-1	-1	
mp_cap_unit_chd_inf_goblin_labourers	false	-1	-1	
mp_cap_unit_chd_inf_hobgoblin_archers	false	-1	-1	
mp_cap_unit_chd_inf_hobgoblin_cutthroats	false	-1	-1	
mp_cap_unit_chd_inf_hobgoblin_cutthroats_summoned	false	-1	-1	
mp_cap_unit_chd_inf_hobgoblin_sneaky_gits	false	-1	-1	
mp_cap_unit_chd_inf_infernal_guard	false	-1	-1	
mp_cap_unit_chd_inf_infernal_guard_fireglaives	false	-1	-1	
mp_cap_unit_chd_inf_infernal_guard_great_weapons	false	-1	-1	
mp_cap_unit_chd_inf_infernal_ironsworn	false	-1	-1	
mp_cap_unit_chd_inf_infernal_ironsworn_ror	false	-1	-1	
mp_cap_unit_chd_inf_orc_labourers	false	-1	-1	
mp_cap_unit_chd_mon_bale_taurus	false	-1	-1	
mp_cap_unit_chd_mon_great_taurus	false	-1	-1	
mp_cap_unit_chd_mon_kdaai_destroyer	false	-1	-1	
mp_cap_unit_chd_mon_kdaai_fireborn	false	-1	-1	
mp_cap_unit_chd_mon_kdaai_fireborn_summoned	false	-1	-1	
mp_cap_unit_chd_mon_lammasu	false	-1	-1	
mp_cap_unit_chd_veh_deathshrieker_rocket_launcher	false	-1	-1	
mp_cap_unit_chd_veh_dreadquake_mortar	false	-1	-1	
mp_cap_unit_chd_veh_iron_daemon	false	-1	-1	
mp_cap_unit_chd_veh_iron_daemon_ror	false	-1	-1	
mp_cap_unit_chd_veh_magma_cannon	false	-1	-1	
mp_cap_unit_chd_veh_skullcracker	false	-1	-1	
mp_cap_unit_chs_art_hellcannon	false	-1	-1	
mp_cap_unit_chs_art_hellcannon_ror_0	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariot_mkho	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariot_mnur	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariot_msla	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariot_msla_ror	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariot_mtze	false	-1	-1	
mp_cap_unit_chs_cav_chaos_chariots	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_lances	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mkho	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mkho_lances	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mnur	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mnur_lances	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_msla	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_msla_lances	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mtze	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_mtze_lances	false	-1	-1	
mp_cap_unit_chs_cav_chaos_knights_ror	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemasters	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_javelins	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_mkho	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_mnur	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_msla	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_mtze	false	-1	-1	
mp_cap_unit_chs_cav_marauder_horsemen_throwing_axes	false	-1	-1	
mp_cap_unit_chs_cav_skullcrushers_mkho_ror	false	-1	-1	
mp_cap_unit_chs_inf_aspiring_champions	false	-1	-1	
mp_cap_unit_chs_inf_aspiring_champions_mtze_ror	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_dualweapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_greatweapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_hellscourges	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_mkho	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_mnur	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_mnur_great_weapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_msla	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_mtze	false	-1	-1	
mp_cap_unit_chs_inf_chaos_marauders_spears	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warhounds_0	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warhounds_1	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_dualweapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_greatweapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_halberds	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_hellscourges	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mkho	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mkho_halberds	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mnur	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mnur_greatweapons	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_msla	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mtze	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_mtze_halberds	false	-1	-1	
mp_cap_unit_chs_inf_chaos_warriors_ror	false	-1	-1	
mp_cap_unit_chs_inf_chosen	false	-1	-1	
mp_cap_unit_chs_inf_chosen_dualweapons	false	-1	-1	
mp_cap_unit_chs_inf_chosen_greatweapons	false	-1	-1	
mp_cap_unit_chs_inf_chosen_halberds	false	-1	-1	
mp_cap_unit_chs_inf_chosen_hellscourges	false	-1	-1	
mp_cap_unit_chs_inf_chosen_mkho	false	-1	-1	
mp_cap_unit_chs_inf_chosen_mnur	false	-1	-1	
mp_cap_unit_chs_inf_chosen_mnur_greatweapons	false	-1	-1	
mp_cap_unit_chs_inf_chosen_msla	false	-1	-1	
mp_cap_unit_chs_inf_chosen_mtze	false	-1	-1	
mp_cap_unit_chs_inf_chosen_mtze_halberds	false	-1	-1	
mp_cap_unit_chs_inf_forsaken	false	-1	-1	
mp_cap_unit_chs_inf_forsaken_mkho	false	-1	-1	
mp_cap_unit_chs_inf_forsaken_mnur	false	-1	-1	
mp_cap_unit_chs_inf_forsaken_msla	false	-1	-1	
mp_cap_unit_chs_inf_forsaken_mtze	false	-1	-1	
mp_cap_unit_chs_inf_forsaken_ror_0	false	-1	-1	
mp_cap_unit_chs_mon_chaos_spawn	false	-1	-1	
mp_cap_unit_chs_mon_chaos_spawn_ror_0	false	-1	-1	
mp_cap_unit_chs_mon_chaos_trolls_0	false	-1	-1	
mp_cap_unit_chs_mon_chaos_trolls_1	false	-1	-1	
mp_cap_unit_chs_mon_dragon_ogre_ror_0	false	-1	-1	
mp_cap_unit_chs_mon_dragon_ogre_shaggoth	false	-1	-1	
mp_cap_unit_chs_mon_dragon_ogres	false	-1	-1	
mp_cap_unit_chs_mon_feral_manticore	false	-1	-1	
mp_cap_unit_chs_mon_giant	false	-1	-1	
mp_cap_unit_chs_mon_giant_mnur_ror	false	-1	-1	
mp_cap_unit_chs_mon_warshrine	false	-1	-1	
mp_cap_unit_chs_veh_gorebeast_chariot	false	-1	-1	
mp_cap_unit_cst_art_carronade	false	-1	-1	
mp_cap_unit_cst_art_mortar	false	-1	-1	
mp_cap_unit_cst_art_queen_bess	false	-1	-1	
mp_cap_unit_cst_cav_deck_droppers_0	false	-1	-1	
mp_cap_unit_cst_cav_deck_droppers_1	false	-1	-1	
mp_cap_unit_cst_cav_deck_droppers_2	false	-1	-1	
mp_cap_unit_cst_cav_deck_droppers_ror_0	false	-1	-1	
mp_cap_unit_cst_inf_deck_gunners_0	false	-1	-1	
mp_cap_unit_cst_inf_deck_gunners_ror_0	false	-1	-1	
mp_cap_unit_cst_inf_deckhands_mob_0	false	-1	-1	
mp_cap_unit_cst_inf_deckhands_mob_1	false	-1	-1	
mp_cap_unit_cst_inf_deckhands_syreens	false	-1	-1	
mp_cap_unit_cst_inf_depth_guard_0	false	-1	-1	
mp_cap_unit_cst_inf_depth_guard_1	false	-1	-1	
mp_cap_unit_cst_inf_depth_guard_ror_0	false	-1	-1	
mp_cap_unit_cst_inf_fellbats	false	-1	-1	
mp_cap_unit_cst_inf_gunnery_mob_0	false	-1	-1	
mp_cap_unit_cst_inf_gunnery_mob_1	false	-1	-1	
mp_cap_unit_cst_inf_gunnery_mob_2	false	-1	-1	
mp_cap_unit_cst_inf_gunnery_mob_3	false	-1	-1	
mp_cap_unit_cst_inf_sartosa_free_company	false	-1	-1	
mp_cap_unit_cst_inf_sartosa_militia	false	-1	-1	
mp_cap_unit_cst_inf_scurvy_dogs	false	-1	-1	
mp_cap_unit_cst_inf_zombie_deckhands_mob_ror_0	false	-1	-1	
mp_cap_unit_cst_inf_zombie_gunnery_mob_ror_0	false	-1	-1	
mp_cap_unit_cst_mon_animated_hulks	false	-1	-1	
mp_cap_unit_cst_mon_bloated_corpse	false	-1	-1	
mp_cap_unit_cst_mon_mournguls	false	-1	-1	
mp_cap_unit_cst_mon_mournguls_ror_0	false	-1	-1	
mp_cap_unit_cst_mon_necrofex_colossus	false	-1	-1	
mp_cap_unit_cst_mon_necrofex_colossus_ror_0	false	-1	-1	
mp_cap_unit_cst_mon_rotting_leviathan	false	-1	-1	
mp_cap_unit_cst_mon_rotting_promethean_gunnery_mob_0	false	-1	-1	
mp_cap_unit_cst_mon_rotting_prometheans	false	-1	-1	
mp_cap_unit_cst_mon_rotting_prometheans_gunnery_mob_ror	false	-1	-1	
mp_cap_unit_cst_mon_terrorgheist	false	-1	-1	
mp_cap_unit_cth_art_fire_rain_rocket_battery_0	false	-1	-1	
mp_cap_unit_cth_art_grand_cannon_0	false	-1	-1	
mp_cap_unit_cth_cav_jade_lancers_0	false	-1	-1	
mp_cap_unit_cth_cav_jade_longma_riders_0	false	-1	-1	
mp_cap_unit_cth_cav_jade_longma_riders_ror_0	false	-1	-1	
mp_cap_unit_cth_cav_peasant_horsemen_0	false	-1	-1	
mp_cap_unit_cth_inf_crane_gunners_0	false	-1	-1	
mp_cap_unit_cth_inf_dragon_guard_0	false	-1	-1	
mp_cap_unit_cth_inf_dragon_guard_crossbowmen_0	false	-1	-1	
mp_cap_unit_cth_inf_dragon_guard_crossbowmen_ror	false	-1	-1	
mp_cap_unit_cth_inf_dragon_guard_ror_0	false	-1	-1	
mp_cap_unit_cth_inf_iron_hail_gunners_0	false	-1	-1	
mp_cap_unit_cth_inf_jade_warrior_crossbowmen_0	false	-1	-1	
mp_cap_unit_cth_inf_jade_warrior_crossbowmen_1	false	-1	-1	
mp_cap_unit_cth_inf_jade_warriors_0	false	-1	-1	
mp_cap_unit_cth_inf_jade_warriors_1	false	-1	-1	
mp_cap_unit_cth_inf_onyx_crowmen	false	-1	-1	
mp_cap_unit_cth_inf_onyx_crowmen_ror	false	-1	-1	
mp_cap_unit_cth_inf_peasant_archers_0	false	-1	-1	
mp_cap_unit_cth_inf_peasant_archers_ror	false	-1	-1	
mp_cap_unit_cth_inf_peasant_spearmen_1	false	-1	-1	
mp_cap_unit_cth_mon_terracotta_sentinel_0	false	-1	-1	
mp_cap_unit_cth_mon_terracotta_sentinel_0_ror	false	-1	-1	
mp_cap_unit_cth_veh_sky_junk_0	false	-1	-1	
mp_cap_unit_cth_veh_sky_lantern_0	false	-1	-1	
mp_cap_unit_cth_veh_war_compass_0	false	-1	-1	
mp_cap_unit_cth_veh_zhangu_war_drum	false	-1	-1	
mp_cap_unit_cth_veh_zhangu_war_drum_ror	false	-1	-1	
mp_cap_unit_dae_inf_chaos_furies_0	false	-1	-1	
mp_cap_unit_def_art_reaver_bolt_thrower	false	-1	-1	
mp_cap_unit_def_cav_cold_one_chariot	false	-1	-1	
mp_cap_unit_def_cav_cold_one_dread_knights	false	-1	-1	
mp_cap_unit_def_cav_cold_one_knights	false	-1	-1	
mp_cap_unit_def_cav_dark_riders_0	false	-1	-1	
mp_cap_unit_def_cav_dark_riders_1	false	-1	-1	
mp_cap_unit_def_cav_dark_riders_2	false	-1	-1	
mp_cap_unit_def_cav_doomfire_warlocks	false	-1	-1	
mp_cap_unit_def_cav_knights_of_the_ebon_claw_ror_0	false	-1	-1	
mp_cap_unit_def_cav_raven_heralds_ror_0	false	-1	-1	
mp_cap_unit_def_cav_scourgerunner_chariot	false	-1	-1	
mp_cap_unit_def_cav_scourgerunner_chariot_ror	false	-1	-1	
mp_cap_unit_def_cav_slaanesh_harvesters_ror_0	false	-1	-1	
mp_cap_unit_def_inf_black_ark_corsairs_0	false	-1	-1	
mp_cap_unit_def_inf_black_ark_corsairs_1	false	-1	-1	
mp_cap_unit_def_inf_black_guard	false	-1	-1	
mp_cap_unit_def_inf_blades_of_the_blood_queen_ror_0	false	-1	-1	
mp_cap_unit_def_inf_bleakswords	false	-1	-1	
mp_cap_unit_def_inf_darkshards_0	false	-1	-1	
mp_cap_unit_def_inf_darkshards_1	false	-1	-1	
mp_cap_unit_def_inf_dreadspears	false	-1	-1	
mp_cap_unit_def_inf_har_ganeth_executioners	false	-1	-1	
mp_cap_unit_def_inf_harpies_ror	false	-1	-1	
mp_cap_unit_def_inf_shades	false	-1	-1	
mp_cap_unit_def_inf_sisters_of_slaughter	false	-1	-1	
mp_cap_unit_def_inf_sisters_of_the_singing_doom_ror_0	false	-1	-1	
mp_cap_unit_def_inf_the_bolt_fiends_ror_0	false	-1	-1	
mp_cap_unit_def_inf_the_hellebronai_ror_0	false	-1	-1	
mp_cap_unit_def_inf_witch_elves	false	-1	-1	
mp_cap_unit_def_mon_black_dragon	false	-1	-1	
mp_cap_unit_def_mon_bloodwrack_medusa	false	-1	-1	
mp_cap_unit_def_mon_bloodwrack_medusa_ror	false	-1	-1	
mp_cap_unit_def_mon_chill_of_sontar_ror_0	false	-1	-1	
mp_cap_unit_def_mon_feral_manticore	false	-1	-1	
mp_cap_unit_def_mon_harpies	false	-1	-1	
mp_cap_unit_def_mon_kharibdyss	false	-1	-1	
mp_cap_unit_def_mon_war_hydra	false	-1	-1	
mp_cap_unit_def_veh_bloodwrack_shrine_0	false	-1	-1	
mp_cap_unit_def_veh_cold_one_chariot	false	-1	-1	
mp_cap_unit_dwf_art_bolt_thrower	false	-1	-1	
mp_cap_unit_dwf_art_cannon	false	-1	-1	
mp_cap_unit_dwf_art_flame_cannon	false	-1	-1	
mp_cap_unit_dwf_art_gob_lobber_0	false	-1	-1	
mp_cap_unit_dwf_art_goblin_hewer	false	-1	-1	
mp_cap_unit_dwf_art_grudge_thrower	false	-1	-1	
mp_cap_unit_dwf_art_organ_gun	false	-1	-1	
mp_cap_unit_dwf_cha_master_engineer_ghost_0	false	-1	-1	
mp_cap_unit_dwf_cha_rune_casters	false	-1	-1	
mp_cap_unit_dwf_cha_runesmith_ghost_0	false	-1	-1	
mp_cap_unit_dwf_cha_thane_ghost_0	false	-1	-1	
mp_cap_unit_dwf_cha_thane_ghost_1	false	-1	-1	
mp_cap_unit_dwf_cha_thane_ghost_2	false	-1	-1	
mp_cap_unit_dwf_inf_bugmans_rangers_0	false	-1	-1	
mp_cap_unit_dwf_inf_doomseekers	false	-1	-1	
mp_cap_unit_dwf_inf_doomseekers_ror	false	-1	-1	
mp_cap_unit_dwf_inf_dragonback_slayers_0	false	-1	-1	
mp_cap_unit_dwf_inf_dwarf_warriors_0	false	-1	-1	
mp_cap_unit_dwf_inf_dwarf_warriors_1	false	-1	-1	
mp_cap_unit_dwf_inf_ekrund_miners_0	false	-1	-1	
mp_cap_unit_dwf_inf_giant_slayers_0	false	-1	-1	
mp_cap_unit_dwf_inf_hammerers_0	false	-1	-1	
mp_cap_unit_dwf_inf_ironbreakers_0	false	-1	-1	
mp_cap_unit_dwf_inf_irondrakes_0	false	-1	-1	
mp_cap_unit_dwf_inf_irondrakes_1	false	-1	-1	
mp_cap_unit_dwf_inf_longbeards_0	false	-1	-1	
mp_cap_unit_dwf_inf_longbeards_1	false	-1	-1	
mp_cap_unit_dwf_inf_miners_0	false	-1	-1	
mp_cap_unit_dwf_inf_miners_1	false	-1	-1	
mp_cap_unit_dwf_inf_mp_cap_warriors_dragonfire_pass_0	false	-1	-1	
mp_cap_unit_dwf_inf_norgrimlings_ironbreakers_0	false	-1	-1	
mp_cap_unit_dwf_inf_norgrimlings_irondrakes_0	false	-1	-1	
mp_cap_unit_dwf_inf_old_grumblers_0	false	-1	-1	
mp_cap_unit_dwf_inf_peak_gate_guard_0	false	-1	-1	
mp_cap_unit_dwf_inf_quarrellers_0	false	-1	-1	
mp_cap_unit_dwf_inf_quarrellers_1	false	-1	-1	
mp_cap_unit_dwf_inf_rangers_0	false	-1	-1	
mp_cap_unit_dwf_inf_rangers_1	false	-1	-1	
mp_cap_unit_dwf_inf_slayer_pirates	false	-1	-1	
mp_cap_unit_dwf_inf_slayer_pirates_ror	false	-1	-1	
mp_cap_unit_dwf_inf_slayers_0	false	-1	-1	
mp_cap_unit_dwf_inf_thunderers_0	false	-1	-1	
mp_cap_unit_dwf_inf_thunderers_grudge_rakers	false	-1	-1	
mp_cap_unit_dwf_inf_thunderers_ror	false	-1	-1	
mp_cap_unit_dwf_inf_ulthars_raiders_0	false	-1	-1	
mp_cap_unit_dwf_veh_gyrobomber_0	false	-1	-1	
mp_cap_unit_dwf_veh_gyrocopter_0	false	-1	-1	
mp_cap_unit_dwf_veh_gyrocopter_1	false	-1	-1	
mp_cap_unit_dwf_veh_skyhammer_0	false	-1	-1	
mp_cap_unit_dwf_veh_thunderbarge	false	-1	-1	
mp_cap_unit_emp_art_great_cannon	false	-1	-1	
mp_cap_unit_emp_art_hammer_of_the_witches_0	false	-1	-1	
mp_cap_unit_emp_art_helblaster_volley_gun	false	-1	-1	
mp_cap_unit_emp_art_helstorm_rocket_battery	false	-1	-1	
mp_cap_unit_emp_art_mortar	false	-1	-1	
mp_cap_unit_emp_art_mortar_ror_0	false	-1	-1	
mp_cap_unit_emp_art_sunmaker_0	false	-1	-1	
mp_cap_unit_emp_cav_demigryph_knights_0	false	-1	-1	
mp_cap_unit_emp_cav_demigryph_knights_1	false	-1	-1	
mp_cap_unit_emp_cav_empire_knights	false	-1	-1	
mp_cap_unit_emp_cav_empire_knights_ror_0	false	-1	-1	
mp_cap_unit_emp_cav_empire_knights_ror_1	false	-1	-1	
mp_cap_unit_emp_cav_empire_knights_ror_2	false	-1	-1	
mp_cap_unit_emp_cav_knights_of_the_black_rose	false	-1	-1	
mp_cap_unit_emp_cav_knights_of_the_blazing_sun	false	-1	-1	
mp_cap_unit_emp_cav_outriders_0	false	-1	-1	
mp_cap_unit_emp_cav_outriders_1	false	-1	-1	
mp_cap_unit_emp_cav_outriders_ror_0	false	-1	-1	
mp_cap_unit_emp_cav_pistoliers	false	-1	-1	
mp_cap_unit_emp_cav_pistoliers_ror_0	false	-1	-1	
mp_cap_unit_emp_cav_reiksguard	false	-1	-1	
mp_cap_unit_emp_cav_royal_altdorf_gryphites_0	false	-1	-1	
mp_cap_unit_emp_cav_zintlers_reiksguard_0	false	-1	-1	
mp_cap_unit_emp_inf_archers	false	-1	-1	
mp_cap_unit_emp_inf_archers_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_crossbowmen	false	-1	-1	
mp_cap_unit_emp_inf_crossbowmen_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_flagellants_0	false	-1	-1	
mp_cap_unit_emp_inf_free_company_militia	false	-1	-1	
mp_cap_unit_emp_inf_greatswords	false	-1	-1	
mp_cap_unit_emp_inf_greatswords_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_halberdiers	false	-1	-1	
mp_cap_unit_emp_inf_halberdiers_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_handgunners	false	-1	-1	
mp_cap_unit_emp_inf_handgunners_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_hochland_long_rifles	false	-1	-1	
mp_cap_unit_emp_inf_hochland_long_rifles_ror	false	-1	-1	
mp_cap_unit_emp_inf_huntsmen	false	-1	-1	
mp_cap_unit_emp_inf_huntsmen_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_nuln_ironsides	false	-1	-1	
mp_cap_unit_emp_inf_sigmars_sons_0	false	-1	-1	
mp_cap_unit_emp_inf_silver_bullets_0	false	-1	-1	
mp_cap_unit_emp_inf_spearmen_0	false	-1	-1	
mp_cap_unit_emp_inf_spearmen_1	false	-1	-1	
mp_cap_unit_emp_inf_spearmen_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_spearmen_shields_ror	false	-1	-1	
mp_cap_unit_emp_inf_stirlands_revenge_0	false	-1	-1	
mp_cap_unit_emp_inf_swordsmen_0	false	-1	-1	
mp_cap_unit_emp_inf_swordsmen_ror_0	false	-1	-1	
mp_cap_unit_emp_inf_tattersouls_0	false	-1	-1	
mp_cap_unit_emp_veh_luminark_of_hysh	false	-1	-1	
mp_cap_unit_emp_veh_marienburg_land_ship	false	-1	-1	
mp_cap_unit_emp_veh_marienburg_land_ship_ror	false	-1	-1	
mp_cap_unit_emp_veh_steam_tank	false	-1	-1	
mp_cap_unit_emp_veh_steam_tank_ror_0	false	-1	-1	
mp_cap_unit_emp_veh_templehof_luminark_0	false	-1	-1	
mp_cap_unit_emp_veh_war_wagon_0	false	-1	-1	
