name	distance_scaled	density_scaled	event_start	event_stop	grouping_size	max_distance	split	split_close	split_far	split_offset	spotlight	use_reverb	max_start_delay_near	max_start_delay_far	stop_delay	min_refire_time	size_game_parameter	grouping_switch	linked_group_sound	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	grouping	rtpc_1_max_grouping_difference	rtpc_2_max_grouping_difference	size_scaler	min_distance	dual_group_sound	min_size	one_shot_influence_duration	scaled_azimuth_rtpc	doppler_rtpc_name	obstruction_size	trigger_charge_time_to_target	disable_group_merging	grid_multiplier	focus_pool
wh2_grp_vocalisation_skaven_unit_response	false	false	Battle_Group_Vocalisation_Skaven_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_Idle	false	false	Battle_Group_Vocalisation_Skinks_Idle_Play	Battle_Group_Vocalisation_Skinks_Idle_Stop	32.0000	250.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_charge	false	false	Battle_Group_Vocalisation_Skinks_Charge		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_grp_vocalisation_skinks_melee	false	false	Battle_Group_Vocalisation_Skinks_Melee_Play	Battle_Group_Vocalisation_Skinks_Melee_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_nasal	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_pain	false	false	Battle_Group_Vocalisation_Skinks_Pain		18.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_taunting	false	false	Battle_Group_Vocalisation_Skinks_Taunt_Play	Battle_Group_Vocalisation_Skinks_Taunt_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_nasal	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_unit_response	false	false	Battle_Group_Vocalisation_Skinks_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_skinks_unit_selection	false	false	Battle_Group_Vocalisation_Skinks_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_syreen_charge	false	false	Battle_Group_Vocalisation_Syreens_Charge	Battle_Group_Vocalisation_do_nothing	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	3.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_grp_vocalisation_syreen_pain	false	false	Battle_Group_Vocalisation_Syreens_Pain		18.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_syreens_idle	false	false	Battle_Group_Vocalisation_Syreens_Idle_Play	Battle_Group_Vocalisation_Syreens_Idle_Stop	18.0000	250.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size_Slew								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_syreens_melee	false	false	Battle_Group_Vocalisation_Syreens_Melee_Play	Battle_Group_Vocalisation_Syreens_Melee_Stop	24.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.6000	0.5000	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100.0000	100.0000	1.0000	0.0000		6.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_syreens_unit_selection	false	false	Battle_Group_Vocalisation_Syreens_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_terradon_idle	false	false	Battle_Group_Vox_Loop_Terradon_idle_play	Battle_Group_Vox_Loop_Terradon_idle_stop	22.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size_Slew								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_charge	false	false	Battle_Group_Vocalisation_TMB_Carrion_Charge		32.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_grp_vocalisation_tmb_carrion_idle	false	false	Battle_Group_Vocalisation_TMB_Carrion_Idle_Play	Battle_Group_Vocalisation_TMB_Carrion_Idle_Stop	32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000	wh_grp_melee_generic_distant	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_melee	false	false	Battle_Group_Vocalisation_TMB_Carrion_Melee_Play	Battle_Group_Vocalisation_TMB_Carrion_Melee_Stop	32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_creature	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_pain	false	false	Battle_Group_Vocalisation_TMB_Carrion_Pain		18.0000	180.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_running	false	false	Battle_Group_Vocalisation_TMB_Carrion_Running_Play	Battle_Group_Vocalisation_TMB_Carrion_Running_Stop	32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_taunt	false	false	Battle_Group_Vocalisation_TMB_Carrion_Charge		32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_carrion_unit_response	false	false	Battle_Group_Vocalisation_TMB_Carrion_Unit_Selection		32.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Movement_Beast_Medium_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_charge	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Charge		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_grp_vocalisation_tmb_skeleton_melee	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Melee_Play	Battle_Group_Vocalisation_tmb_Skeletons_Melee_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_creature	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_pain	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Pain		18.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_resurrecting	false	false	Battle_Group_Vocalisation_Skeletons_Resurrecting_Play	Battle_Group_Vocalisation_Skeletons_Resurrecting_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_taunt	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Taunt		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_taunting	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Taunting_Play	Battle_Group_Vocalisation_tmb_Skeletons_Taunting_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_creature	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_unit_response	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_skeleton_unit_selection	false	false	Battle_Group_Vocalisation_tmb_Skeletons_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_ushabti_charge	false	false	Battle_Group_Vocalisation_Ushabti_Charge		32.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_grp_vocalisation_tmb_ushabti_melee	false	false	Battle_Group_Vocalisation_Ushabti_Melee_Play	Battle_Group_Vocalisation_Ushabti_Melee_Stop	32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_creature	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_ushabti_pain	false	false	Battle_Group_Vocalisation_Ushabti_Pain		18.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_ushabti_taunt	false	false	Battle_Group_Vocalisation_Ushabti_Taunt		32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_ushabti_unit_response	false	false	Battle_Group_Vocalisation_Ushabti_Unit_Response		32.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_vocalisation_tmb_ushabti_unit_selection	false	false	Battle_Group_Vocalisation_Ushabti_Unit_Selection		32.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_warpfiregun_fire_start	false	false	Battle_Group_Small_Arms_Warpfire_Gun_Fire_Start		16.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1500	0.3000	0.1500	0.5000	Battle_Group_Size_Warpfiregun								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_warpfiregun_fire_stop	false	false	Battle_Group_Small_Arms_Warpfire_Gun_Fire_Stop		16.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1500	0.3000	0.1500	0.5000	Battle_Group_Size_Warpfiregun								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_grp_warpfiregun_loop	false	false	Battle_Group_Small_Arms_Warpfire_Gun_Loop_Start	Battle_Group_Small_Arms_Warpfire_Gun_Loop_Stop	22.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.3500	Battle_Group_Size_Warpfiregun								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh2_main_ability_amulet_of_itzl_group	false	false	Battle_IND_Magic_Amulet_Of_Itzl_Loop_Start	Battle_IND_Magic_Amulet_Of_Itzl_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_armour_of_the_stars_group	false	false	Battle_IND_Magic_Armour_Of_The_Stars_Loop_Start	Battle_IND_Magic_Armour_Of_The_Stars_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_channeling_spire_group	false	false	Battle_IND_Magic_Channeling_Spire_Loop_Start	Battle_IND_Magic_Channeling_Spire_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_cold_blooded_group	false	false	Battle_IND_Magic_Cold_Blooded_Loop_Start	Battle_IND_Magic_Cold_Blooded_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_murderous_prowess_group	false	false	Battle_IND_Magic_Murderous_Prowess_Loop_Start	Battle_IND_Magic_Murderous_Prowess_Loop_Stop	1000.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_plaque_of_dominion_group	false	false	Battle_IND_Magic_Plaque_Of_Dominion_Start	Battle_IND_Magic_Plaque_Of_Dominion_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_scrying_stone_group	false	false	Battle_IND_Magic_Scrying_Stone_Loop_Start	Battle_IND_Magic_Scrying_Stone_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_shield_of_the_old_ones_group	false	false	Battle_IND_Magic_Shield_Of_The_Old_Ones_Loop_Start	Battle_IND_Magic_Shield_Of_The_Old_Ones_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_soul_rain_inflight	false	false	Battle_IND_Magic_Soul_Rain_Inflight_Start	Battle_IND_Magic_Soul_Rain_Inflight_Stop	300.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_soul_storm_inflight	false	false	Battle_IND_Magic_Soul_Storm_Inflight_Start	Battle_IND_Magic_Soul_Storm_Inflight_Stop	50.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_ability_soul_torrent_inflight	false	false	Battle_IND_Magic_Soul_Torrent_Inflight_Start	Battle_IND_Magic_Soul_Torrent_Inflight_Stop	50.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_high_magic_apotheosis	false	false	Battle_IND_Magic_High_Magic_Apotheosis_Start	Battle_IND_Magic_High_Magic_Apotheosis_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_high_magic_arcane_unforging	false	false	Battle_IND_Magic_High_Magic_Arcane_Unforging_Start	Battle_IND_Magic_High_Magic_Arcane_Unforging_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_high_magic_hand_of_glory	false	false	Battle_IND_Magic_High_Magic_Hand_Of_Glory_Start	Battle_IND_Magic_High_Magic_Hand_Of_Glory_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_high_magic_soul_quench_tail	false	false	Battle_IND_Magic_High_Magic_Soul_Quench_Impact_Tail_Loop_Play	Battle_IND_Magic_High_Magic_Soul_Quench_Impact_Tail_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_plague_bless_with_filth	false	false	Battle_IND_Magic_Plague_Bless_With_Filth_Start	Battle_IND_Magic_Plague_Bless_With_Filth_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_spell_plague_wither	false	false	Battle_IND_Magic_Plague_Wither_Start	Battle_IND_Magic_Plague_Wither_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_unit_abilities_concealment_bombs_group	false	false	Battle_IND_Magic_Ruin_Concealment_Bombs_Start	Battle_IND_Magic_Ruin_Concealment_Bombs_Stop	350.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_main_unit_abilities_snare_net	false	false	Battle_IND_Magic_Light_Net_Of_Amyntok_Loop_Start	Battle_IND_Magic_Light_Net_Of_Amyntok_Loop_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	8.0000			0.0000	0.0000	false	0.0000	
wh2_tmb_spell_nehekhara_djafs_incantation_of_cursed_blades	false	false	IND_Magic_Nehekhara_Djafs_Incantation_of_Cursed_Blades_Start	IND_Magic_Nehekhara_Djafs_Incantation_of_Cursed_Blades_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_tmb_spell_nehekhara_nerus_incantation_of_protection	false	false	IND_Magic_Nehekhara_Nerus_Incantation_of_Protection_Start	IND_Magic_Nehekhara_Nerus_Incantation_of_Protection_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_tmb_spell_nehekhara_ptras_incantation_of_righteous_smiting	false	false	IND_Magic_Nehekhara_Ptras_Incantation_of_Righteous_Smiting_Start	IND_Magic_Nehekhara_Ptras_Incantation_of_Righteous_Smiting_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	false	false	IND_Magic_Nehekhara_Usekhps_Incantation_of_Desiccation_Start	IND_Magic_Nehekhara_Usekhps_Incantation_of_Desiccation_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_tmb_spell_nehekhara_usirians_incantation_of_vengeance	false	false	IND_Magic_Nehekhara_Usirians_Incantation_of_Vengeance_Start	IND_Magic_Nehekhara_Usirians_Incantation_of_Vengeance_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_twa05_grp_vocalisation_mournfang_charge	false	false	Battle_Group_Vocalisation_Mournfang_Charge	Battle_Group_Vocalisation_do_nothing	32.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	4.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh2_twa05_grp_vocalisation_ogres_charge	false	false	Battle_Group_Vocalisation_Ogres_Charge		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	5.0000			0.0000	0.0000	true	0.0000	
wh2_twa05_grp_vocalisation_ogres_collision	false	false	Battle_Group_Vocalisation_Ogres_Collision		20.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_twa05_grp_vocalisation_ogres_encouragement	false	false	Battle_Group_Vocalisation_Ogres_Encouragement_Play	Battle_Group_Vocalisation_Ogres_Encouragement_Stop	18.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size_Slew								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_twa05_grp_vocalisation_ogres_melee	false	false	Battle_Group_Vocalisation_Ogres_Melee_Play	Battle_Group_Vocalisation_Ogres_Melee_Stop	24.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.6000	0.5000	Battle_Group_Size_Slew			Battle_Unit_Morale	Entity_Morale_Level				100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	6.0000	0.0000			0.0000	0.0000	true	0.0000	
wh2_twa05_grp_vocalisation_ogres_pain	false	false	Battle_Group_Vocalisation_Ogres_Pain		6.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000			0.0000	0.0000	false	0.0000	
wh2_twa05_grp_vocalisation_ogres_unit_response	false	false	Battle_Group_Vocalisation_Ogres_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000			0.0000	0.0000	false	0.0000	
