variant_name	skeleton	root_joint
wh3_main_dae_cha_daemon_prince_torso_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_fiend_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_livingarmour_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_magical_medium_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_angelic_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_base_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_bird_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_chaos_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_magical_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_rotfly_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_sensuous_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_slaughterbrute_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_tentacles_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_wings_trophies_06	humanoid10e	
