base_unit	mounted_unit	icon_name
wh2_dlc17_dwf_cha_thorek_ironbrow_0	wh2_dlc17_dwf_cha_thorek_ironbrow_1	ui/campaign ui/mounts/mount_anvil_of_doom.png
wh2_main_def_cha_death_hag_0	wh2_main_def_cha_death_hag_1	ui/campaign ui/mounts/mount_cauldron_of_blood.png
wh2_main_def_cha_dreadlord_0	wh2_main_def_cha_dreadlord_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_main_def_cha_dreadlord_0	wh2_main_def_cha_dreadlord_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_dreadlord_0	wh2_main_def_cha_dreadlord_4	ui/campaign ui/mounts/mount_black_dragon.png
wh2_main_def_cha_dreadlord_0	wh2_main_def_cha_dreadlord_5	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_def_cha_dreadlord_female_0	wh2_main_def_cha_dreadlord_female_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_main_def_cha_dreadlord_female_0	wh2_main_def_cha_dreadlord_female_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_dreadlord_female_0	wh2_main_def_cha_dreadlord_female_4	ui/campaign ui/mounts/mount_black_dragon.png
wh2_main_def_cha_dreadlord_female_0	wh2_main_def_cha_dreadlord_female_5	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_def_cha_malekith_0	wh2_main_def_cha_malekith_1	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_malekith_0	wh2_main_def_cha_malekith_2	ui/campaign ui/mounts/mount_cold_one_chariot.png
wh2_main_def_cha_malekith_0	wh2_main_def_cha_malekith_3	ui/campaign ui/mounts/mount_black_dragon.png
wh2_main_def_cha_morathi_0	wh2_main_def_cha_morathi_1	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_main_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_def_cha_sorceress_fire_0	wh2_main_def_cha_sorceress_fire_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_main_def_cha_sorceress_fire_0	wh2_main_def_cha_sorceress_fire_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_sorceress_fire_0	wh2_main_def_cha_sorceress_fire_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_def_cha_sorceress_shadow_0	wh2_main_def_cha_sorceress_shadow_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_main_def_cha_sorceress_shadow_0	wh2_main_def_cha_sorceress_shadow_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_def_cha_sorceress_shadow_0	wh2_main_def_cha_sorceress_shadow_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_main_hef_cha_alastair_0	wh2_dlc15_hef_cha_alastair_1	ui/campaign ui/mounts/mount_white_lion_chariot.png
wh2_main_hef_cha_alastair_0	wh2_main_hef_cha_alastair_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_main_hef_cha_alastair_0	wh2_main_hef_cha_alastair_4	ui/campaign ui/mounts/mount_sun_dragon.png
wh2_main_hef_cha_alastair_0	wh2_main_hef_cha_alastair_5	ui/campaign ui/mounts/mount_star_dragon.png
wh2_main_hef_cha_mage_high_0	wh2_main_hef_cha_mage_high_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_mage_high_0	wh2_main_hef_cha_mage_high_4	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_main_hef_cha_mage_life_0	wh2_main_hef_cha_mage_life_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_mage_life_0	wh2_main_hef_cha_mage_life_4	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_main_hef_cha_mage_light_0	wh2_main_hef_cha_mage_light_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_mage_light_0	wh2_main_hef_cha_mage_light_4	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_main_hef_cha_noble_0	wh2_main_hef_cha_noble_2	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_noble_0	wh2_main_hef_cha_noble_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_main_hef_cha_noble_0	wh2_main_hef_cha_noble_4	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_main_hef_cha_prince_0	wh2_dlc15_hef_cha_prince_6	ui/campaign ui/mounts/mount_hef_griffon.png
wh2_main_hef_cha_prince_0	wh2_main_hef_cha_prince_2	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_prince_0	wh2_main_hef_cha_prince_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_main_hef_cha_prince_0	wh2_main_hef_cha_prince_4	ui/campaign ui/mounts/mount_sun_dragon.png
wh2_main_hef_cha_prince_0	wh2_main_hef_cha_prince_5	ui/campaign ui/mounts/mount_star_dragon.png
wh2_main_hef_cha_princess_0	wh2_dlc15_hef_cha_princess_6	ui/campaign ui/mounts/mount_hef_griffon.png
wh2_main_hef_cha_princess_0	wh2_main_hef_cha_princess_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_princess_0	wh2_main_hef_cha_princess_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_main_hef_cha_princess_0	wh2_main_hef_cha_princess_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_main_hef_cha_princess_0	wh2_main_hef_cha_princess_5	ui/campaign ui/mounts/mount_star_dragon.png
wh2_main_hef_cha_teclis_0	wh2_dlc15_hef_cha_teclis_2	ui/campaign ui/mounts/mount_arcane_phoenix.png
wh2_main_hef_cha_teclis_0	wh2_main_hef_cha_teclis_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_hef_cha_tyrion_0	wh2_main_hef_cha_tyrion_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_1	ui/campaign ui/mounts/mount_grymloq.png
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_3	ui/campaign ui/mounts/mount_horned_one.png
wh2_main_lzd_cha_lord_mazdamundi_0	wh2_main_lzd_cha_lord_mazdamundi_1	ui/campaign ui/mounts/mount_ancient_stegadon.png
wh2_main_lzd_cha_saurus_old_blood_0	wh2_main_lzd_cha_saurus_old_blood_1	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_lzd_cha_saurus_old_blood_0	wh2_main_lzd_cha_saurus_old_blood_2	ui/campaign ui/mounts/mount_carnosaur.png
wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_cha_saurus_scar_veteran_1	ui/campaign ui/mounts/mount_cold_one.png
wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_cha_saurus_scar_veteran_2	ui/campaign ui/mounts/mount_carnosaur.png
wh2_main_lzd_cha_skink_chief_0	wh2_main_lzd_cha_skink_chief_1	ui/campaign ui/mounts/mount_terradon.png
wh2_main_lzd_cha_skink_chief_0	wh2_main_lzd_cha_skink_chief_2	ui/campaign ui/mounts/mount_stegadon.png
wh2_main_lzd_cha_skink_chief_0	wh2_main_lzd_cha_skink_chief_3	ui/campaign ui/mounts/mount_ancient_stegadon.png
wh2_main_lzd_cha_skink_priest_beasts_0	wh2_dlc12_lzd_cha_skink_priest_beasts_4	ui/campaign ui/mounts/mount_stegadon_engine_gods.png
wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_cha_skink_priest_beasts_1	ui/campaign ui/mounts/mount_terradon.png
wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_cha_skink_priest_beasts_2	ui/campaign ui/mounts/mount_stegadon.png
wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_cha_skink_priest_beasts_3	ui/campaign ui/mounts/mount_ancient_stegadon.png
wh2_main_lzd_cha_skink_priest_heavens_0	wh2_dlc12_lzd_cha_skink_priest_heavens_4	ui/campaign ui/mounts/mount_stegadon_engine_gods.png
wh2_main_lzd_cha_skink_priest_heavens_0	wh2_main_lzd_cha_skink_priest_heavens_1	ui/campaign ui/mounts/mount_terradon.png
wh2_main_lzd_cha_skink_priest_heavens_0	wh2_main_lzd_cha_skink_priest_heavens_2	ui/campaign ui/mounts/mount_stegadon.png
wh2_main_lzd_cha_skink_priest_heavens_0	wh2_main_lzd_cha_skink_priest_heavens_3	ui/campaign ui/mounts/mount_ancient_stegadon.png
wh2_main_lzd_cha_slann_mage_priest_campaign_0	wh2_main_lzd_cha_slann_mage_priest_campaign_0	placeholder
wh2_main_lzd_cha_slann_mage_priest_life_0_qb	wh2_main_lzd_cha_slann_mage_priest_life_0_qb	placeholder
wh2_main_skv_cha_grey_seer_plague_0	wh2_main_skv_cha_grey_seer_plague_1	ui/campaign ui/mounts/mount_screaming_bell.png
wh2_main_skv_cha_grey_seer_ruin_0	wh2_main_skv_cha_grey_seer_ruin_1	ui/campaign ui/mounts/mount_screaming_bell.png
wh2_main_skv_cha_plague_priest_0	wh2_main_skv_cha_plague_priest_2	ui/campaign ui/mounts/mount_plague_furnace.png
wh2_main_skv_cha_warlord_0	wh2_dlc16_skv_cha_warlord_2	ui/campaign ui/mounts/mount_brood_horror.png
wh2_main_skv_cha_warlord_0	wh2_main_skv_cha_warlord_1	ui/campaign ui/mounts/mount_rat_ogre.png
wh2_pro07_emp_cha_wizard_death_0	wh2_pro07_emp_cha_wizard_death_2	ui/campaign ui/mounts/mount_imperial_pegasus.png
wh2_pro07_emp_cha_wizard_death_0	wh2_pro07_emp_cha_wizard_death_3	ui/campaign ui/mounts/mount_barded_warhorse.png
wh2_pro09_grn_cha_black_orc_big_boss_0	wh2_pro09_grn_cha_black_orc_big_boss_1	ui/campaign ui/mounts/mount_war_boar.png
wh2_twa02_wef_cha_glade_captain_0	wh2_twa02_wef_cha_glade_captain_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_twa02_wef_cha_glade_captain_0	wh2_twa02_wef_cha_glade_captain_2	ui/campaign ui/mounts/mount_great_eagle.png
wh2_twa02_wef_cha_glade_captain_0	wh2_twa02_wef_cha_glade_captain_3	ui/campaign ui/mounts/mount_great_stag.png
wh2_twa03_def_cha_rakarth_0	wh2_twa03_def_cha_rakarth_1	ui/campaign ui/mounts/mount_scourgerunner_chariot.png
wh2_twa03_def_cha_rakarth_0	wh2_twa03_def_cha_rakarth_2	ui/campaign ui/mounts/mount_manticore.png
wh2_twa03_def_cha_rakarth_0	wh2_twa03_def_cha_rakarth_3	ui/campaign ui/mounts/mount_black_dragon.png
wh2_twa04_bst_cha_great_bray_shaman_beasts_0	wh2_twa04_bst_cha_great_bray_shaman_beasts_1	ui/campaign ui/mounts/mount_razorgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_beasts_0	wh2_twa04_bst_cha_great_bray_shaman_beasts_2	ui/campaign ui/mounts/mount_tuskgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_death_0	wh2_twa04_bst_cha_great_bray_shaman_death_1	ui/campaign ui/mounts/mount_razorgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_death_0	wh2_twa04_bst_cha_great_bray_shaman_death_2	ui/campaign ui/mounts/mount_tuskgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_shadows_0	wh2_twa04_bst_cha_great_bray_shaman_shadows_1	ui/campaign ui/mounts/mount_razorgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_shadows_0	wh2_twa04_bst_cha_great_bray_shaman_shadows_2	ui/campaign ui/mounts/mount_tuskgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_wild_0	wh2_twa04_bst_cha_great_bray_shaman_wild_1	ui/campaign ui/mounts/mount_razorgor_chariot.png
wh2_twa04_bst_cha_great_bray_shaman_wild_0	wh2_twa04_bst_cha_great_bray_shaman_wild_2	ui/campaign ui/mounts/mount_tuskgor_chariot.png
wh3_dlc20_chs_cha_chaos_lord_mkho	wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed	ui/campaign ui/mounts/mount_barded_chaos_steed.png
wh3_dlc20_chs_cha_chaos_lord_mkho	wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot	ui/campaign ui/mounts/mount_gorebeast_chariot.png
wh3_dlc20_chs_cha_chaos_lord_mkho	wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut	ui/campaign ui/mounts/mount_juggernaut.png
wh3_dlc20_chs_cha_chaos_lord_msla	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot	ui/campaign ui/mounts/mount_chaos_chariot.png
wh3_dlc20_chs_cha_chaos_lord_msla	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc20_chs_cha_exalted_hero_mkho	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_exalted_hero_mkho	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	ui/campaign ui/mounts/mount_gorebeast_chariot.png
wh3_dlc20_chs_cha_exalted_hero_mkho	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	ui/campaign ui/mounts/mount_juggernaut.png
wh3_dlc20_chs_cha_exalted_hero_mnur	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	ui/campaign ui/mounts/mount_chaos_chariot.png
wh3_dlc20_chs_cha_exalted_hero_mnur	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc20_chs_cha_exalted_hero_mnur	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_drazhoath_the_ashen	wh3_dlc23_chd_cha_drazhoath_the_ashen_bale_taurus_cinderbreath	ui/campaign ui/mounts/mount_bale_taurus_cinderbreath.png
wh3_dlc23_chd_cha_gorduz_backstabber	wh3_dlc23_chd_cha_gorduz_backstabber_giant_wolf	ui/campaign ui/mounts/mount_giant_wolf.png
wh3_dlc23_chd_cha_overseer	wh3_dlc23_chd_cha_overseer_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_overseer	wh3_dlc23_chd_cha_overseer_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_sorcerer_prophet_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_sorcerer_prophet_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_sorcerer_prophet_hashut	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_hashut	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_hashut	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_sorcerer_prophet_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus	ui/campaign ui/mounts/mount_bale_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_sorcerer_prophet_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_chd_cha_zhatan_the_black	wh3_dlc23_chd_cha_zhatan_the_black_great_taurus	ui/campaign ui/mounts/mount_great_taurus.png
wh3_dlc23_chd_cha_zhatan_the_black	wh3_dlc23_chd_cha_zhatan_the_black_lammasu	ui/campaign ui/mounts/mount_lammasu.png
wh3_dlc23_neu_cha_ulrika	wh3_dlc23_neu_cha_ulrika_warhorse	ui/campaign ui/mounts/mount_barded_warhorse.png
wh3_dlc24_chs_cha_chaos_lord_mtze	wh3_dlc24_chs_cha_chaos_lord_mtze_chaos_chariot	ui/campaign ui/mounts/mount_chaos_chariot.png
wh3_dlc24_chs_cha_chaos_lord_mtze	wh3_dlc24_chs_cha_chaos_lord_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc24_chs_cha_chaos_lord_mtze	wh3_dlc24_chs_cha_chaos_lord_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc24_chs_cha_exalted_hero_mtze	wh3_dlc24_chs_cha_exalted_hero_mtze_chaos_chariot	ui/campaign ui/mounts/mount_chaos_chariot.png
wh3_dlc24_chs_cha_exalted_hero_mtze	wh3_dlc24_chs_cha_exalted_hero_mtze_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc24_chs_cha_exalted_hero_mtze	wh3_dlc24_chs_cha_exalted_hero_mtze_disc	ui/campaign ui/mounts/mount_disc_of_tzeentch.png
wh3_dlc24_cth_cha_celestial_general_yang	wh3_dlc24_cth_cha_celestial_general_yang_cathayan_horse	ui/campaign ui/mounts/mount_warhorse.png
wh3_dlc24_cth_cha_celestial_general_yang	wh3_dlc24_cth_cha_celestial_general_yang_celestial_lion	ui/campaign ui/mounts/mount_celestial_lion.png
wh3_dlc24_cth_cha_celestial_general_yang	wh3_dlc24_cth_cha_celestial_general_yang_longma	ui/campaign ui/mounts/mount_jade_longma.png
wh3_dlc24_cth_cha_gate_master	wh3_dlc24_cth_cha_gate_master_warhorse	ui/campaign ui/mounts/mount_warhorse.png
wh3_dlc24_ksl_cha_druzhina	wh3_dlc24_ksl_cha_druzhina_warhorse	ui/campaign ui/mounts/mount_warhorse.png
wh3_dlc24_ksl_cha_golden_knight	wh3_dlc24_ksl_cha_golden_knight_warhorse	ui/campaign ui/mounts/mount_warhorse.png
wh3_dlc25_chs_cha_chaos_lord_mnur	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot	ui/campaign ui/mounts/mount_chaos_chariot.png
wh3_dlc25_chs_cha_chaos_lord_mnur	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc25_chs_cha_chaos_lord_mnur	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed	ui/campaign ui/mounts/mount_chaos_steed.png
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast	ui/campaign ui/mounts/mount_rot_beast.png
wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine	ui/campaign ui/mounts/mount_warshrine.png
wh3_dlc25_emp_cha_elspeth_von_draken	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon	ui/campaign ui/mounts/mount_carmine_dragon.png
