child_node	parent_node
wh3_dlc29_r4-c3-cell1-0	wh3_dlc29_r4-c2-cell2-4
wh3_dlc29_r4-c2-cell2-0	wh3_dlc29_r4-c2-cell3-1
wh3_dlc29_r4-c2-cell3-2	wh3_dlc29_r4-c2-cell3-1
wh3_dlc29_r4-c2-cell4-1	wh3_dlc29_r4-c2-cell3-1
wh3_dlc29_r3-c3-cell0-3	wh3_dlc29_r4-c2-cell3-2
wh3_dlc29_r5-c2-cell4-1	wh3_dlc29_r4-c3-cell0-0
wh3_dlc29_r5-c2-cell4-2	wh3_dlc29_r4-c3-cell0-2
wh3_dlc29_r4-c3-cell0-0	wh3_dlc29_r4-c3-cell1-0
wh3_dlc29_r4-c3-cell1-1	wh3_dlc29_r4-c3-cell1-0
wh3_dlc29_r4-c3-cell0-2	wh3_dlc29_r4-c3-cell1-1
wh3_dlc29_r4-c2-cell2-4	wh3_dlc29_r4-c3-cell4-1
wh3_dlc29_r4-c3-cell2-3	wh3_dlc29_r4-c3-cell4-1
wh3_dlc29_r4-c3-cell4-3	wh3_dlc29_r4-c3-cell4-1
wh3_dlc29_r3-c4-cell0-4	wh3_dlc29_r4-c3-cell4-3
wh3_dlc29_r4-c3-cell3-4	wh3_dlc29_r4-c3-cell4-3
wh3_dlc29_r4-c3-cell2-3	wh3_dlc29_r4-c4-cell0-0
wh3_dlc29_r5-c2-cell4-4	wh3_dlc29_r4-c4-cell0-0
wh3_dlc29_r5-c3-cell3-2	wh3_dlc29_r4-c4-cell0-0
wh3_dlc29_r4-c4-cell3-3	wh3_dlc29_r4-c4-cell2-3
wh3_dlc29_r4-c4-cell2-3	wh3_dlc29_r4-c4-cell3-1
wh3_dlc29_r4-c4-cell4-2	wh3_dlc29_r4-c4-cell3-1
wh3_dlc29_r4-c5-cell3-0	wh3_dlc29_r4-c4-cell4-4
wh3_dlc29_r4-c5-cell0-1	wh3_dlc29_r4-c5-cell0-0
wh3_dlc29_r4-c5-cell1-2	wh3_dlc29_r4-c5-cell0-1
wh3_dlc29_r4-c5-cell0-4	wh3_dlc29_r4-c5-cell0-3
wh3_dlc29_r5-c5-cell4-0	wh3_dlc29_r4-c5-cell0-4
wh3_dlc29_r4-c5-cell0-3	wh3_dlc29_r4-c5-cell1-2
wh3_dlc29_r4-c4-cell2-3	wh3_dlc29_r4-c5-cell3-0
wh3_dlc29_r4-c6-cell2-1	wh3_dlc29_r4-c5-cell3-4
wh3_dlc29_r3-c6-cell0-3	wh3_dlc29_r4-c5-cell4-2
wh3_dlc29_r3-c6-cell1-2	wh3_dlc29_r4-c5-cell4-2
wh3_dlc29_r5-c5-cell3-2	wh3_dlc29_r4-c6-cell0-4
wh3_dlc29_r5-c6-cell4-0	wh3_dlc29_r4-c6-cell0-4
wh3_dlc29_r4-c6-cell3-1	wh3_dlc29_r4-c6-cell2-1
wh3_dlc29_r4-c6-cell3-3	wh3_dlc29_r4-c6-cell2-1
wh3_dlc29_r4-c6-cell4-2	wh3_dlc29_r4-c6-cell3-3
wh3_dlc29_r4-c5-cell3-4	wh3_dlc29_r4-c6-cell4-0
wh3_dlc29_r5-c6-cell4-2	wh3_dlc29_r4-c7-cell0-2
wh3_dlc29_r4-c7-cell0-2	wh3_dlc29_r4-c7-cell1-3
wh3_dlc29_r4-c7-cell0-4	wh3_dlc29_r4-c7-cell1-4
wh3_dlc29_r4-c7-cell1-3	wh3_dlc29_r4-c7-cell1-4
wh3_dlc29_r4-c6-cell0-4	wh3_dlc29_r4-c7-cell2-1
wh3_dlc29_r3-c8-cell0-0	wh3_dlc29_r4-c7-cell4-1
wh3_dlc29_r4-c7-cell3-0	wh3_dlc29_r4-c7-cell4-1
wh3_dlc29_r3-c8-cell0-4	wh3_dlc29_r4-c7-cell4-3
wh3_dlc29_r4-c7-cell2-1	wh3_dlc29_r4-c7-cell4-3
wh3_dlc29_r4-c7-cell4-1	wh3_dlc29_r4-c7-cell4-3
wh3_dlc29_r4-c8-cell2-0	wh3_dlc29_r4-c7-cell4-3
wh3_dlc29_r5-c7-cell4-1	wh3_dlc29_r4-c8-cell0-2
wh3_dlc29_r4-c8-cell0-2	wh3_dlc29_r4-c8-cell1-3
wh3_dlc29_r4-c8-cell2-4	wh3_dlc29_r4-c8-cell1-3
wh3_dlc29_r4-c9-cell1-0	wh3_dlc29_r4-c8-cell1-3
wh3_dlc29_r4-c7-cell1-4	wh3_dlc29_r4-c8-cell2-0
wh3_dlc29_r4-c8-cell0-2	wh3_dlc29_r4-c8-cell2-0
wh3_dlc29_r4-c8-cell3-3	wh3_dlc29_r4-c8-cell2-4
wh3_dlc29_r3-c9-cell0-1	wh3_dlc29_r4-c8-cell3-2
wh3_dlc29_r4-c8-cell3-2	wh3_dlc29_r4-c8-cell3-3
wh3_dlc29_r4-c8-cell4-3	wh3_dlc29_r4-c8-cell3-3
wh3_dlc29_r3-c9-cell0-1	wh3_dlc29_r4-c8-cell4-3
wh3_dlc29_r4-c9-cell0-1	wh3_dlc29_r4-c9-cell0-0
wh3_dlc29_r4-c9-cell0-2	wh3_dlc29_r4-c9-cell0-1
wh3_dlc29_r4-c9-cell1-3	wh3_dlc29_r4-c9-cell0-2
wh3_dlc29_r4-c9-cell0-0	wh3_dlc29_r4-c9-cell1-0
wh3_dlc29_r4-c9-cell2-3	wh3_dlc29_r4-c9-cell1-3
wh3_dlc29_r4-c9-cell3-3	wh3_dlc29_r4-c9-cell3-2
wh3_dlc29_r4-c9-cell2-3	wh3_dlc29_r4-c9-cell3-3
wh3_dlc29_r4-c8-cell2-4	wh3_dlc29_r4-c9-cell4-1
wh3_dlc29_r5-c1-cell1-0	wh3_dlc29_r5-c1-cell1-1
wh3_dlc29_r5-c1-cell1-0	wh3_dlc29_r5-c1-cell2-0
wh3_dlc29_r5-c1-cell1-1	wh3_dlc29_r5-c1-cell2-1
wh3_dlc29_r5-c1-cell2-0	wh3_dlc29_r5-c1-cell2-1
wh3_dlc29_r5-c2-cell1-1	wh3_dlc29_r5-c1-cell3-4
wh3_dlc29_r5-c1-cell2-1	wh3_dlc29_r5-c1-cell4-3
wh3_dlc29_r5-c1-cell3-4	wh3_dlc29_r5-c1-cell4-3
wh3_dlc29_r6-c1-cell4-3	wh3_dlc29_r5-c2-cell1-1
wh3_dlc29_r5-c2-cell1-3	wh3_dlc29_r5-c2-cell2-3
wh3_dlc29_r5-c2-cell2-3	wh3_dlc29_r5-c2-cell2-4
wh3_dlc29_r5-c2-cell2-4	wh3_dlc29_r5-c2-cell3-4
wh3_dlc29_r5-c2-cell4-1	wh3_dlc29_r5-c2-cell4-2
wh3_dlc29_r5-c2-cell3-4	wh3_dlc29_r5-c2-cell4-4
wh3_dlc29_r6-c2-cell4-0	wh3_dlc29_r5-c3-cell1-1
wh3_dlc29_r5-c3-cell0-2	wh3_dlc29_r5-c3-cell1-2
wh3_dlc29_r5-c3-cell1-1	wh3_dlc29_r5-c3-cell1-2
wh3_dlc29_r5-c3-cell1-2	wh3_dlc29_r5-c3-cell2-3
wh3_dlc29_r5-c4-cell0-0	wh3_dlc29_r5-c3-cell2-3
wh3_dlc29_r5-c3-cell2-3	wh3_dlc29_r5-c3-cell3-2
wh3_dlc29_r5-c3-cell4-3	wh3_dlc29_r5-c3-cell3-2
wh3_dlc29_r5-c3-cell4-4	wh3_dlc29_r5-c3-cell4-3
wh3_dlc29_r4-c5-cell0-0	wh3_dlc29_r5-c3-cell4-4
wh3_dlc29_r5-c4-cell1-0	wh3_dlc29_r5-c4-cell0-0
wh3_dlc29_r6-c3-cell3-0	wh3_dlc29_r5-c4-cell0-0
wh3_dlc29_r5-c4-cell0-0	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r5-c4-cell0-4	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r5-c4-cell2-2	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r6-c3-cell3-2	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r6-c3-cell4-1	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r6-c3-cell4-3	wh3_dlc29_r5-c4-cell0-2
wh3_dlc29_r5-c5-cell2-1	wh3_dlc29_r5-c4-cell0-4
wh3_dlc29_r6-c3-cell3-4	wh3_dlc29_r5-c4-cell0-4
wh3_dlc29_r5-c4-cell2-1	wh3_dlc29_r5-c4-cell1-0
wh3_dlc29_r5-c4-cell0-4	wh3_dlc29_r5-c4-cell1-4
wh3_dlc29_r5-c4-cell3-1	wh3_dlc29_r5-c4-cell2-1
wh3_dlc29_r5-c4-cell3-2	wh3_dlc29_r5-c4-cell2-2
wh3_dlc29_r5-c4-cell1-4	wh3_dlc29_r5-c4-cell2-3
wh3_dlc29_r5-c4-cell4-2	wh3_dlc29_r5-c4-cell3-2
wh3_dlc29_r5-c4-cell2-3	wh3_dlc29_r5-c4-cell3-3
wh3_dlc29_r5-c5-cell1-2	wh3_dlc29_r5-c5-cell0-2
wh3_dlc29_r5-c5-cell0-2	wh3_dlc29_r5-c5-cell1-2
wh3_dlc29_r5-c5-cell1-3	wh3_dlc29_r5-c5-cell1-2
wh3_dlc29_r6-c4-cell4-4	wh3_dlc29_r5-c5-cell1-3
wh3_dlc29_r5-c5-cell1-2	wh3_dlc29_r5-c5-cell2-1
wh3_dlc29_r5-c5-cell3-2	wh3_dlc29_r5-c5-cell2-1
wh3_dlc29_r5-c5-cell4-1	wh3_dlc29_r5-c5-cell4-0
wh3_dlc29_r5-c5-cell3-2	wh3_dlc29_r5-c5-cell4-1
wh3_dlc29_r6-c5-cell4-1	wh3_dlc29_r5-c6-cell1-3
wh3_dlc29_r5-c6-cell2-1	wh3_dlc29_r5-c6-cell2-0
wh3_dlc29_r5-c6-cell1-1	wh3_dlc29_r5-c6-cell2-1
wh3_dlc29_r5-c6-cell2-0	wh3_dlc29_r5-c6-cell3-0
wh3_dlc29_r5-c6-cell3-0	wh3_dlc29_r5-c6-cell4-0
wh3_dlc29_r4-c7-cell0-4	wh3_dlc29_r5-c6-cell4-3
wh3_dlc29_r5-c6-cell4-2	wh3_dlc29_r5-c6-cell4-3
wh3_dlc29_r5-c7-cell1-4	wh3_dlc29_r5-c7-cell1-3
wh3_dlc29_r5-c7-cell2-4	wh3_dlc29_r5-c7-cell1-4
wh3_dlc29_r5-c7-cell1-3	wh3_dlc29_r5-c7-cell2-3
wh3_dlc29_r5-c7-cell2-4	wh3_dlc29_r5-c7-cell2-3
wh3_dlc29_r5-c7-cell4-1	wh3_dlc29_r5-c7-cell2-3
wh3_dlc29_r5-c6-cell1-3	wh3_dlc29_r5-c7-cell3-0
wh3_dlc29_r5-c7-cell3-0	wh3_dlc29_r5-c7-cell4-1
wh3_dlc29_r6-c1-cell1-3	wh3_dlc29_r6-c1-cell1-2
wh3_dlc29_r6-c1-cell1-0	wh3_dlc29_r6-c1-cell2-1
wh3_dlc29_r6-c1-cell1-2	wh3_dlc29_r6-c1-cell2-2
wh3_dlc29_r6-c1-cell4-0	wh3_dlc29_r6-c1-cell3-0
wh3_dlc29_r6-c1-cell3-0	wh3_dlc29_r6-c1-cell3-1
wh3_dlc29_r6-c1-cell2-1	wh3_dlc29_r6-c1-cell3-2
wh3_dlc29_r6-c1-cell2-2	wh3_dlc29_r6-c1-cell3-2
wh3_dlc29_r6-c1-cell3-1	wh3_dlc29_r6-c1-cell3-2
wh3_dlc29_r6-c1-cell3-2	wh3_dlc29_r6-c1-cell4-3
wh3_dlc29_r6-c2-cell1-1	wh3_dlc29_r6-c1-cell4-3
wh3_dlc29_r7-c1-cell3-4	wh3_dlc29_r6-c2-cell1-1
wh3_dlc29_r7-c1-cell4-1	wh3_dlc29_r6-c2-cell1-1
wh3_dlc29_r6-c2-cell1-4	wh3_dlc29_r6-c2-cell2-4
wh3_dlc29_r5-c3-cell0-2	wh3_dlc29_r6-c2-cell4-0
wh3_dlc29_r6-c3-cell0-0	wh3_dlc29_r6-c3-cell2-1
wh3_dlc29_r6-c3-cell1-2	wh3_dlc29_r6-c3-cell2-2
wh3_dlc29_r6-c3-cell0-4	wh3_dlc29_r6-c3-cell2-3
wh3_dlc29_r6-c2-cell2-4	wh3_dlc29_r6-c3-cell3-0
wh3_dlc29_r6-c3-cell2-2	wh3_dlc29_r6-c3-cell3-2
wh3_dlc29_r6-c4-cell2-0	wh3_dlc29_r6-c3-cell3-4
wh3_dlc29_r6-c3-cell2-1	wh3_dlc29_r6-c3-cell4-1
wh3_dlc29_r6-c3-cell2-3	wh3_dlc29_r6-c3-cell4-3
wh3_dlc29_r7-c3-cell3-0	wh3_dlc29_r6-c4-cell1-3
wh3_dlc29_r6-c4-cell1-0	wh3_dlc29_r6-c4-cell2-0
wh3_dlc29_r5-c5-cell0-2	wh3_dlc29_r6-c4-cell4-4
wh3_dlc29_r6-c5-cell1-1	wh3_dlc29_r6-c5-cell1-2
wh3_dlc29_r6-c5-cell1-2	wh3_dlc29_r6-c5-cell2-2
wh3_dlc29_r6-c5-cell1-4	wh3_dlc29_r6-c5-cell2-3
wh3_dlc29_r6-c5-cell2-2	wh3_dlc29_r6-c5-cell3-2
wh3_dlc29_r6-c5-cell2-3	wh3_dlc29_r6-c5-cell3-2
wh3_dlc29_r6-c5-cell3-3	wh3_dlc29_r6-c5-cell3-2
wh3_dlc29_r6-c5-cell4-1	wh3_dlc29_r6-c5-cell3-2
wh3_dlc29_r6-c5-cell3-4	wh3_dlc29_r6-c5-cell3-3
wh3_dlc29_r6-c5-cell4-4	wh3_dlc29_r6-c5-cell3-4
wh3_dlc29_r6-c4-cell1-3	wh3_dlc29_r6-c5-cell4-1
wh3_dlc29_r7-c0-cell1-4	wh3_dlc29_r7-c1-cell2-0
wh3_dlc29_r7-c1-cell1-1	wh3_dlc29_r7-c1-cell2-1
wh3_dlc29_r7-c1-cell2-0	wh3_dlc29_r7-c1-cell2-1
wh3_dlc29_r7-c0-cell3-4	wh3_dlc29_r7-c1-cell3-0
wh3_dlc29_r7-c1-cell2-0	wh3_dlc29_r7-c1-cell3-0
wh3_dlc29_r7-c1-cell2-1	wh3_dlc29_r7-c1-cell3-2
wh3_dlc29_r7-c1-cell4-2	wh3_dlc29_r7-c1-cell3-2
wh3_dlc29_r7-c1-cell3-2	wh3_dlc29_r7-c1-cell3-4
wh3_dlc29_r7-c2-cell2-0	wh3_dlc29_r7-c1-cell3-4
wh3_dlc29_r7-c1-cell3-0	wh3_dlc29_r7-c1-cell4-1
wh3_dlc29_r7-c1-cell4-1	wh3_dlc29_r7-c1-cell4-2
wh3_dlc29_r7-c1-cell0-4	wh3_dlc29_r7-c2-cell0-1
wh3_dlc29_r7-c2-cell0-2	wh3_dlc29_r7-c2-cell0-1
wh3_dlc29_r8-c1-cell3-1	wh3_dlc29_r7-c2-cell0-1
wh3_dlc29_r8-c1-cell4-0	wh3_dlc29_r7-c2-cell0-1
wh3_dlc29_r7-c2-cell0-3	wh3_dlc29_r7-c2-cell0-2
wh3_dlc29_r7-c2-cell1-2	wh3_dlc29_r7-c2-cell0-2
wh3_dlc29_r7-c3-cell0-0	wh3_dlc29_r7-c2-cell0-3
wh3_dlc29_r8-c1-cell3-3	wh3_dlc29_r7-c2-cell0-3
wh3_dlc29_r8-c1-cell4-4	wh3_dlc29_r7-c2-cell0-3
wh3_dlc29_r7-c2-cell0-2	wh3_dlc29_r7-c2-cell1-1
wh3_dlc29_r7-c2-cell2-1	wh3_dlc29_r7-c2-cell1-2
wh3_dlc29_r7-c2-cell2-2	wh3_dlc29_r7-c2-cell1-2
wh3_dlc29_r7-c2-cell2-3	wh3_dlc29_r7-c2-cell1-2
wh3_dlc29_r7-c2-cell0-2	wh3_dlc29_r7-c2-cell1-3
wh3_dlc29_r7-c2-cell1-1	wh3_dlc29_r7-c2-cell2-0
wh3_dlc29_r7-c2-cell4-2	wh3_dlc29_r7-c2-cell2-2
wh3_dlc29_r7-c2-cell1-3	wh3_dlc29_r7-c2-cell2-4
wh3_dlc29_r7-c3-cell1-3	wh3_dlc29_r7-c3-cell2-3
wh3_dlc29_r7-c3-cell2-4	wh3_dlc29_r7-c3-cell2-3
wh3_dlc29_r7-c3-cell3-4	wh3_dlc29_r7-c3-cell2-4
wh3_dlc29_r7-c4-cell1-0	wh3_dlc29_r7-c3-cell2-4
wh3_dlc29_r7-c2-cell2-4	wh3_dlc29_r7-c3-cell3-0
wh3_dlc29_r7-c3-cell3-2	wh3_dlc29_r7-c3-cell3-0
wh3_dlc29_r7-c3-cell2-3	wh3_dlc29_r7-c3-cell3-2
wh3_dlc29_r7-c3-cell4-2	wh3_dlc29_r7-c3-cell3-2
wh3_dlc29_r7-c4-cell3-0	wh3_dlc29_r7-c3-cell3-4
wh3_dlc29_r7-c3-cell4-3	wh3_dlc29_r7-c3-cell4-2
wh3_dlc29_r6-c4-cell1-3	wh3_dlc29_r7-c3-cell4-3
wh3_dlc29_r7-c3-cell3-4	wh3_dlc29_r7-c3-cell4-3
wh3_dlc29_r9-c0-cell4-0	wh3_dlc29_r8-c1-cell0-1
wh3_dlc29_r8-c1-cell0-1	wh3_dlc29_r8-c1-cell0-2
wh3_dlc29_r8-c1-cell0-3	wh3_dlc29_r8-c1-cell0-2
wh3_dlc29_r8-c1-cell1-1	wh3_dlc29_r8-c1-cell0-2
wh3_dlc29_r8-c1-cell1-3	wh3_dlc29_r8-c1-cell0-2
wh3_dlc29_r9-c0-cell4-2	wh3_dlc29_r8-c1-cell0-2
wh3_dlc29_r9-c0-cell4-4	wh3_dlc29_r8-c1-cell0-3
wh3_dlc29_r8-c0-cell0-4	wh3_dlc29_r8-c1-cell1-0
wh3_dlc29_r8-c1-cell1-0	wh3_dlc29_r8-c1-cell1-1
wh3_dlc29_r8-c1-cell0-2	wh3_dlc29_r8-c1-cell1-2
wh3_dlc29_r8-c1-cell1-4	wh3_dlc29_r8-c1-cell1-3
wh3_dlc29_r8-c2-cell0-0	wh3_dlc29_r8-c1-cell1-4
wh3_dlc29_r7-c2-cell0-2	wh3_dlc29_r8-c1-cell3-2
wh3_dlc29_r8-c1-cell1-2	wh3_dlc29_r8-c1-cell3-2
wh3_dlc29_r8-c0-cell2-3	wh3_dlc29_r8-c1-cell4-0
wh3_dlc29_r8-c2-cell2-1	wh3_dlc29_r8-c1-cell4-4
wh3_dlc29_r9-c0-cell2-2	wh3_dlc29_r9-c0-cell3-2
wh3_dlc29_r9-c0-cell3-1	wh3_dlc29_r9-c0-cell4-2
wh3_dlc29_r9-c0-cell3-2	wh3_dlc29_r9-c0-cell4-2
wh3_dlc29_r9-c0-cell3-3	wh3_dlc29_r9-c0-cell4-2
