battle_animations_table	culture_pack
hu17_skaven_sword_and_shield	wh2_main_skv_skaven
hu17_skaven_sword_and_sling	wh2_main_skv_skaven
hu17_skaven_sword_throwing_stars	wh2_main_skv_skaven
hu17_skaven_warlord_hu18_rat_ogre_drill	wh2_main_skv_skaven
hu17_skaven_wm_screaming_bell_staff	wh2_main_skv_skaven
hu18_rat_ogre_claws	wh2_main_skv_skaven
hu18_rat_ogre_drill	wh2_main_skv_skaven
rt1b_doomwheel01	wh2_main_skv_skaven
skv1_dlc12_weapon_team03	wh2_main_skv_skaven
skv1_dlc14_weapon_team_grinder01	wh2_main_skv_skaven
skv1_weapon_team01	wh2_main_skv_skaven
skv1_weapon_team02	wh2_main_skv_skaven
skv2_dlc14_weapon_team_mortar01	wh2_main_skv_skaven
wm_dlc12_doomflayer01	wh2_main_skv_skaven
wm_doomwheel01	wh2_main_skv_skaven
wm_doomwheel_warp_lightning01	wh2_main_skv_skaven
wm_lightning_cannon01	wh2_main_skv_skaven
wm_plagueclaw_catapult01	wh2_main_skv_skaven
wm_screamingbell01	wh2_main_skv_skaven
wm_screamingbell01_plaguefurnace	wh2_main_skv_skaven
dr04_dragon_iron	wh3_main_cth_cathay
dr04_dragon_storm	wh3_main_cth_cathay
gi1b_terracotta_sentinel_glaive	wh3_main_cth_cathay
hr1_pegasus	wh3_main_cth_cathay
hr1_warhorse	wh3_main_cth_cathay
hr1_warhorse_draught	wh3_main_cth_cathay
hr1_wh3_longma	wh3_main_cth_cathay
hr1_wh3_warhorse_peasant	wh3_main_cth_cathay
hu1e_blunderbuss_sword	wh3_main_cth_cathay
hu1e_bow_and_sword	wh3_main_cth_cathay
hu1e_crossbow_and_sword	wh3_main_cth_cathay
hu1e_crossbow_sword_and_shield	wh3_main_cth_cathay
hu1e_dlc24_bi1_eagle_mage_hero	wh3_main_cth_cathay
hu1e_dragon_guard_crossbow_sword_and_shield	wh3_main_cth_cathay
hu1e_halberd	wh3_main_cth_cathay
hu1e_halberd_and_shield	wh3_main_cth_cathay
hu1e_hr1_warhorse_lance_and_shield	wh3_main_cth_cathay
hu1e_hr1_warhorse_mage_female_hero	wh3_main_cth_cathay
hu1e_hr1_warhorse_mage_hero	wh3_main_cth_cathay
hu1e_hr1_warhorse_mage_lord	wh3_main_cth_cathay
hu1e_hr1_warhorse_spear	wh3_main_cth_cathay
hu1e_hr1_warhorse_sword_lord	wh3_main_cth_cathay
hu1e_long_spear	wh3_main_cth_cathay
hu1e_mage_female_hero	wh3_main_cth_cathay
hu1e_mage_hero	wh3_main_cth_cathay
hu1e_mage_iron_dragon	wh3_main_cth_cathay
hu1e_mage_lord	wh3_main_cth_cathay
hu1e_mage_storm_dragon	wh3_main_cth_cathay
hu1e_skyjunk01_crew_gunner_01	wh3_main_cth_cathay
hu1e_skyjunk01_crew_gunner_02	wh3_main_cth_cathay
hu1e_skyjunk01_crew_gunner_03	wh3_main_cth_cathay
hu1e_skyjunk01_crew_gunner_04	wh3_main_cth_cathay
hu1e_skyjunk01_crew_pilot	wh3_main_cth_cathay
hu1e_skylantern01_crew_gunner_01	wh3_main_cth_cathay
hu1e_skylantern01_crew_gunner_02	wh3_main_cth_cathay
hu1e_skylantern01_crew_gunner_03	wh3_main_cth_cathay
hu1e_skylantern01_crew_gunner_04	wh3_main_cth_cathay
hu1e_skylantern01_crew_pilot	wh3_main_cth_cathay
hu1e_spear	wh3_main_cth_cathay
hu1e_sword	wh3_main_cth_cathay
hu1e_sword_and_shield	wh3_main_cth_cathay
hu1e_sword_lord	wh3_main_cth_cathay
hu1e_warcompass01_mage_hero	wh3_main_cth_cathay
hu1e_weapon_team_rifle_and_shield	wh3_main_cth_cathay
hu1e_wh3_cathay_hr1_longma_halberd_and_shield	wh3_main_cth_cathay
hu1e_wh3_cathay_hr1_longma_mage_lord	wh3_main_cth_cathay
hu22_dlc24_onyx_crowmen	wh3_main_cth_cathay
ox1_wh3_cathay_oxen_draught	wh3_main_cth_cathay
sj1_wh3_skyjunk01	wh3_main_cth_cathay
sj1_wh3_skylantern01	wh3_main_cth_cathay
wm_grand_cannon_01_cannon	wh3_main_cth_cathay
wm_grand_cannon_01_rocket	wh3_main_cth_cathay
wm_wh3_warcompass01	wh3_main_cth_cathay
ap1_gorebeast	wh3_main_kho_khorne
bc4_flesh_hounds_of_khorne	wh3_main_kho_khorne
hc2_chaos_spawn	wh3_main_kho_khorne
hc7_wh3_soul_grinder	wh3_main_kho_khorne
hq4_wh3_juggernaut	wh3_main_kho_khorne
hr1_chaos_steed	wh3_main_kho_khorne
hr1_warhorse	wh3_main_kho_khorne
hr1_wh3_dlc20_large_generic_lord_heavy_horse	wh3_main_kho_khorne
hu10_belakor	wh3_main_kho_khorne
hu10_wh3_bloodthirster_axe_and_whip	wh3_main_kho_khorne
hu10_wh3_bloodthirster_great_axe	wh3_main_kho_khorne
hu10_wh3_skarbrand_dual_axe	wh3_main_kho_khorne
hu10d_wh3_furies	wh3_main_kho_khorne
hu12_minotaur_2handed_axe	wh3_main_kho_khorne
hu12_minotaur_dual_axe	wh3_main_kho_khorne
hu1c_chaos_axe_and_shield_cultist_of_khorne	wh3_main_kho_khorne
hu1c_chaos_halberd	wh3_main_kho_khorne
hu1c_chaos_hr1_warhorse_sword_and_shield	wh3_main_kho_khorne
hu1c_chaos_sword_and_shield	wh3_main_kho_khorne
hu1c_chaos_wm_chariot_halberd	wh3_main_kho_khorne
hu1c_chaos_wm_chariot_whip	wh3_main_kho_khorne
hu1c_cultist_of_khorne_hr1_warhorse_axe_and_shield	wh3_main_kho_khorne
hu1c_dlc20_chaos_lord_hq4_juggernaut_dual_axe	wh3_main_kho_khorne
hu1c_khorne_axe_and_shield	wh3_main_kho_khorne
hu1c_khorne_dual_axe	wh3_main_kho_khorne
hu1c_wh3_chaos_wm_juggernaut_lance_and_shield	wh3_main_kho_khorne
hu1c_wh3_dlc20_hr1_glhh_dual_axe	wh3_main_kho_khorne
hu6f_wh3_bloodletters_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_bloodletters_exalted_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_bloodreaper_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_herald_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_herald_hq4_juggernaught_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_herald_wm_bloodshrine_01_2handed_sword	wh3_main_kho_khorne
hu6f_wh3_herald_wm_bloodthrone_01_2handed_sword	wh3_main_kho_khorne
wf1_giant_wolf	wh3_main_kho_khorne
wm_chaos_chariot01	wh3_main_kho_khorne
wm_wh3_blood_throne01	wh3_main_kho_khorne
wm_wh3_skullcannon_blood_throne01	wh3_main_kho_khorne
bc4_wh3_snow_leopard	wh3_main_ksl_kislev
be1_wh3_elemental_bear	wh3_main_ksl_kislev
be1_wh3_warbear	wh3_main_ksl_kislev
be1_wh3_warbear_draught	wh3_main_ksl_kislev
be1_wh3_warbear_katarin	wh3_main_ksl_kislev
be1_wh3_warbear_warsled_draught	wh3_main_ksl_kislev
hr1_warhorse	wh3_main_ksl_kislev
hu1_dlc23_hr1_ulrika_dual_swords_bow	wh3_main_ksl_kislev
hu1_dlc23_ulrika_dual_swords_bow	wh3_main_ksl_kislev
hu1_empire_2handed_sword	wh3_main_ksl_kislev
hu1_empire_hr1_warhorse_staff_and_sword	wh3_main_ksl_kislev
hu1_empire_hr1_warhorse_sword	wh3_main_ksl_kislev
hu1_empire_hr1_warhorse_sword_and_bow	wh3_main_ksl_kislev
hu1_empire_spear	wh3_main_ksl_kislev
hu1_empire_sword_and_shield	wh3_main_ksl_kislev
hu1_wh3_frost_maiden_be1_warbear_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_frost_maiden_hr1_warhorse_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_frost_maiden_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_hr1_kislev_warhorse_sword	wh3_main_ksl_kislev
hu1_wh3_ice_witch_be1_warbear_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_ice_witch_hr1_warhorse_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_ice_witch_sword_and_magic	wh3_main_ksl_kislev
hu1_wh3_katarin_be1_warbear_staff_and_sword	wh3_main_ksl_kislev
hu1_wh3_katarin_hr1_warhorse_staff_and_sword	wh3_main_ksl_kislev
hu1_wh3_katarin_staff_and_sword	wh3_main_ksl_kislev
hu1_wh3_kislev_be1_warbear_mace_and_satchel	wh3_main_ksl_kislev
hu1_wh3_kislev_be1_warbear_mace_and_standard	wh3_main_ksl_kislev
hu1_wh3_kislev_claws	wh3_main_ksl_kislev
hu1_wh3_kislev_dual_sword_and_bow	wh3_main_ksl_kislev
hu1_wh3_kislev_glaive_and_bow	wh3_main_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_mace_and_satchel	wh3_main_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_mace_and_standard	wh3_main_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_sword	wh3_main_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_sword_and_bow	wh3_main_ksl_kislev
hu1_wh3_kislev_mace_and_satchel	wh3_main_ksl_kislev
hu1_wh3_kislev_mace_and_standard	wh3_main_ksl_kislev
hu1c_chaos_sword_and_shield	wh3_main_ksl_kislev
hu1c_dlc24_goldenknight_sword_and_shield	wh3_main_ksl_kislev
hu1c_wh3_boris_be1_warbear_glaive	wh3_main_ksl_kislev
hu1c_wh3_boris_glaive	wh3_main_ksl_kislev
hu1c_wh3_boris_hr1_warhorse_glaive	wh3_main_ksl_kislev
hu1c_wh3_kislev_axe_and_bow	wh3_main_ksl_kislev
hu1c_wh3_kislev_be1_warbear_dual_axe	wh3_main_ksl_kislev
hu1c_wh3_kislev_be1_warbear_glaive	wh3_main_ksl_kislev
hu1c_wh3_kislev_dual_axe	wh3_main_ksl_kislev
hu1c_wh3_kislev_gun_halberd	wh3_main_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_dual_axe	wh3_main_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_lance_and_shield	wh3_main_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_lance_and_shield_gryphon	wh3_main_ksl_kislev
hu1c_wh3_kislev_pistol_2handed_mace	wh3_main_ksl_kislev
hu1c_wh3_kislev_pistol_axe_and_shield	wh3_main_ksl_kislev
hu1c_wh3_kislev_spear_and_bow	wh3_main_ksl_kislev
hu1c_wh3_kislev_tsar_guard_2handed_sword	wh3_main_ksl_kislev
hu1c_wh3_kislev_tsar_guard_sword_and_shield	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_little_grom01_crew_01	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_little_grom01_crew_02	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_warsled01_driver	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_warsled01_rifle_01	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_warsled01_rifle_02	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_warsled01_rifle_03	wh3_main_ksl_kislev
hu1c_wh3_kislev_wm_warsled01_rifle_04	wh3_main_ksl_kislev
hu1n_dlc24_druzhina_2handed_axe_and_bow	wh3_main_ksl_kislev
hu1n_dlc24_druzhina_hr1_warhorse_2handed_axe_and_bow	wh3_main_ksl_kislev
wm_wh3_little_grom01	wh3_main_ksl_kislev
wm_wh3_warsled01	wh3_main_ksl_kislev
bc4_dlc25_rot_beast	wh3_main_nur_nurgle
dr05_dlc25_toad_dragon	wh3_main_nur_nurgle
dr05_dlc25_toad_dragon_bubebolos	wh3_main_nur_nurgle
hc2_chaos_spawn	wh3_main_nur_nurgle
hc7_wh3_nurgle_soul_grinder	wh3_main_nur_nurgle
hc7_wh3_nurgle_soul_grinder_RoR	wh3_main_nur_nurgle
hc8_wh3_beast_of_nurgle	wh3_main_nur_nurgle
hr1_chaos_steed	wh3_main_nur_nurgle
hr1_warhorse	wh3_main_nur_nurgle
hu10_belakor	wh3_main_nur_nurgle
hu10d_wh3_furies	wh3_main_nur_nurgle
hu13_dlc25_plague_ogre_2handed_sword	wh3_main_nur_nurgle
hu13_dlc25_tamurkhan_axe	wh3_main_nur_nurgle
hu13_dlc25_tamurkhan_dr05_toad_dragon_axe	wh3_main_nur_nurgle
hu1_cultist_of_nurgle_mace	wh3_main_nur_nurgle
hu1_mc_cultist_of_nurgle_hr1_warhorse	wh3_main_nur_nurgle
hu1c_chaos_2handed_axe	wh3_main_nur_nurgle
hu1c_chaos_axe_and_shield	wh3_main_nur_nurgle
hu1c_chaos_forsaken	wh3_main_nur_nurgle
hu1c_chaos_halberd	wh3_main_nur_nurgle
hu1c_dlc25_rot_knight_bc4_rot_beast_lance_and_claw	wh3_main_nur_nurgle
hu4b_dlc25_bile_troll_sword	wh3_main_nur_nurgle
hu4d_dlc25_pl1_epidemius	wh3_main_nur_nurgle
hu4d_wh3_herald_of_nurgle_in1_rot_fly_sword	wh3_main_nur_nurgle
hu4d_wh3_herald_of_nurgle_sword	wh3_main_nur_nurgle
hu4d_wh3_nurgle_in1_rot_fly_sword	wh3_main_nur_nurgle
hu4d_wh3_nurgle_in1_rot_fly_sword_death_heads	wh3_main_nur_nurgle
hu4d_wh3_nurgle_plagueridden_sword	wh3_main_nur_nurgle
hu4d_wh3_nurgle_sword	wh3_main_nur_nurgle
hu4d_wh3_nurgle_sword_death_heads	wh3_main_nur_nurgle
hu4d_wh3_nurgle_sword_on_palanquin	wh3_main_nur_nurgle
hu4d_wh3_nurgle_to1_plague_toad_sword	wh3_main_nur_nurgle
hu9b_wh3_exalted_great_unclean_one	wh3_main_nur_nurgle
hu9b_wh3_great_unclean_one_sword	wh3_main_nur_nurgle
hu9b_wh3_nurgle_kugath	wh3_main_nur_nurgle
in1_wh3_rot_fly	wh3_main_nur_nurgle
ngsw1_wh3_nurglingswarm1	wh3_main_nur_nurgle
pl1_dlc25_nurgle_palanquin01_epidemius	wh3_main_nur_nurgle
pl1_wh3_nurgle_palanquin01	wh3_main_nur_nurgle
pl2_wh3_nurgle_kugathpalanquin01	wh3_main_nur_nurgle
to1_wh3_plague_toad	wh3_main_nur_nurgle
bc3_manticore	wh3_main_ogr_ogre_kingdoms
bc4_wh3_sabretusk	wh3_main_ogr_ogre_kingdoms
hq2_wh3_mournfang	wh3_main_ogr_ogre_kingdoms
hq2_wh3_mournfang_draught	wh3_main_ogr_ogre_kingdoms
hq3b_wh3_stonehorn	wh3_main_ogr_ogre_kingdoms
hu13_wh3_hq3b_stonehorn_spear	wh3_main_ogr_ogre_kingdoms
hu13_wh3_hq3b_stonehorn_sword_and_crossbow	wh3_main_ogr_ogre_kingdoms
hu13_wh3_hq3b_stonehorn_sword_and_harpoon	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_2handed_hammer	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_2handed_sword	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_dual_sword	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_firebelly	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_hammer_and_sword	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_handblade_and_ironfist	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_hq2_mournfang_2handed_sword	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_hq2_mournfang_sword_and_ironfist	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_leadbelcher	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_slaughtermaster	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_sword	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_sword_and_harpoon	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_sword_and_ironfist	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_sword_and_pistol	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_sword_and_staff	wh3_main_ogr_ogre_kingdoms
hu13_wh3_ogre_wm_ironblaster_invisible_01	wh3_main_ogr_ogre_kingdoms
hu13d_wh3_skrag_dual_handblades	wh3_main_ogr_ogre_kingdoms
hu4_giant_club	wh3_main_ogr_ogre_kingdoms
hu5_goblin_spear_and_shield	wh3_main_ogr_ogre_kingdoms
hu5_goblin_sword	wh3_main_ogr_ogre_kingdoms
hu5_wh3_gnoblar_throwing_knives	wh3_main_ogr_ogre_kingdoms
hu8d_wh3_gorger	wh3_main_ogr_ogre_kingdoms
th2_greasus_club	wh3_main_ogr_ogre_kingdoms
wm_doomwheel_warp_lightning01	wh3_main_ogr_ogre_kingdoms
wm_wh3_ironblaster_01	wh3_main_ogr_ogre_kingdoms
wm_wh3_scraplauncher_01	wh3_main_ogr_ogre_kingdoms
bc4_wh3_snow_leopard	wh3_main_pro_ksl_kislev
be1_wh3_elemental_bear	wh3_main_pro_ksl_kislev
be1_wh3_warbear	wh3_main_pro_ksl_kislev
be1_wh3_warbear_warsled_draught	wh3_main_pro_ksl_kislev
hr1_warhorse	wh3_main_pro_ksl_kislev
hu1_empire_2handed_sword	wh3_main_pro_ksl_kislev
hu1_empire_hr1_warhorse_staff_and_sword	wh3_main_pro_ksl_kislev
hu1_empire_hr1_warhorse_sword	wh3_main_pro_ksl_kislev
hu1_empire_hr1_warhorse_sword_and_bow	wh3_main_pro_ksl_kislev
hu1_empire_spear	wh3_main_pro_ksl_kislev
hu1_empire_sword_and_shield	wh3_main_pro_ksl_kislev
hu1_wh3_frost_maiden_be1_warbear_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_frost_maiden_hr1_warhorse_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_frost_maiden_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_hr1_kislev_warhorse_sword	wh3_main_pro_ksl_kislev
hu1_wh3_ice_witch_be1_warbear_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_ice_witch_hr1_warhorse_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_ice_witch_sword_and_magic	wh3_main_pro_ksl_kislev
hu1_wh3_katarin_staff_and_sword	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_be1_warbear_mace_and_satchel	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_be1_warbear_mace_and_standard	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_claws	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_dual_sword_and_bow	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_glaive_and_bow	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_mace_and_satchel	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_hr1_warhorse_mace_and_standard	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_mace_and_satchel	wh3_main_pro_ksl_kislev
hu1_wh3_kislev_mace_and_standard	wh3_main_pro_ksl_kislev
hu1c_chaos_sword_and_shield	wh3_main_pro_ksl_kislev
hu1c_wh3_boris_be1_warbear_glaive	wh3_main_pro_ksl_kislev
hu1c_wh3_boris_glaive	wh3_main_pro_ksl_kislev
hu1c_wh3_boris_hr1_warhorse_glaive	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_axe_and_bow	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_be1_warbear_glaive	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_be1_warbear_sword_and_axe_yuri	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_dual_axe	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_gun_halberd	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_dual_axe	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_lance_and_shield	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_hr1_warhorse_sword_and_axe_yuri	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_pistol_2handed_mace	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_pistol_axe_and_shield	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_spear_and_bow	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_sword_and_axe_yuri	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_tsar_guard_2handed_sword	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_tsar_guard_sword_and_shield	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_wm_little_grom01_crew_01	wh3_main_pro_ksl_kislev
hu1c_wh3_kislev_wm_little_grom01_crew_02	wh3_main_pro_ksl_kislev
wm_wh3_little_grom01	wh3_main_pro_ksl_kislev
hc1_wh3_fiend_of_slaanesh	wh3_main_sla_slaanesh
hc2_chaos_spawn	wh3_main_sla_slaanesh
hc7_wh3_slaanesh_soul_grinder	wh3_main_sla_slaanesh
hr1_chaos_steed	wh3_main_sla_slaanesh
hr1_warhorse	wh3_main_sla_slaanesh
hu10_belakor	wh3_main_sla_slaanesh
hu10d_wh3_furies	wh3_main_sla_slaanesh
hu16_wh3_daemonette	wh3_main_sla_slaanesh
hu16_wh3_daemonette_exalted	wh3_main_sla_slaanesh
hu16_wh3_daemonette_wm_seeker_chariot01_crew	wh3_main_sla_slaanesh
hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	wh3_main_sla_slaanesh
hu16_wh3_daemonette_wm_seeker_chariot01_exalted	wh3_main_sla_slaanesh
hu16_wh3_herald_of_slaanesh	wh3_main_sla_slaanesh
hu16_wh3_slaanesh_rp1_alluress	wh3_main_sla_slaanesh
hu16_wh3_slaanesh_rp1_heartseekers_of_slaanesh	wh3_main_sla_slaanesh
hu16_wh3_slaanesh_rp1_herald_of_slaanesh	wh3_main_sla_slaanesh
hu16_wh3_slaanesh_rp1_seekers_of_slaanesh	wh3_main_sla_slaanesh
hu16b_wh3_exalted_keepers_secrets	wh3_main_sla_slaanesh
hu16b_wh3_keepers_secrets	wh3_main_sla_slaanesh
hu16b_wh3_nkari	wh3_main_sla_slaanesh
hu1_cultist_of_slaanesh_dual_swords	wh3_main_sla_slaanesh
hu1_cultist_of_slaanesh_hr1_warhorse_dual_swords	wh3_main_sla_slaanesh
hu1_wh3_hellstrider_rp1_steed_of_slaanesh_spear_arm_and_shield	wh3_main_sla_slaanesh
hu1_wh3_hellstrider_rp1_steed_of_slaanesh_whip_and_shield	wh3_main_sla_slaanesh
hu1_wh3_slaanesh_spear_arm_and_shield	wh3_main_sla_slaanesh
hu1_wh3_slaanesh_sword_arm_and_shield	wh3_main_sla_slaanesh
hu1_wh3_slaanesh_whip_and_shield	wh3_main_sla_slaanesh
hu1b_wh3_cultist_hr1_warhorse_sword	wh3_main_sla_slaanesh
hu1b_wh3_cultist_sword	wh3_main_sla_slaanesh
hu1c_chaos_2handed_axe	wh3_main_sla_slaanesh
hu1c_chaos_axe_and_shield	wh3_main_sla_slaanesh
hu1c_chaos_halberd	wh3_main_sla_slaanesh
rp1_steed_of_slaanesh	wh3_main_sla_slaanesh
rp1_wh3_steed_of_slaanesh_draught	wh3_main_sla_slaanesh
wm_wh3_seeker_chariot01	wh3_main_sla_slaanesh
gh3_wh3_flamer	wh3_main_tze_tzeentch
gh3_wh3_flamer_burningchariot01_exalted	wh3_main_tze_tzeentch
gh3_wh3_flamer_exalted	wh3_main_tze_tzeentch
hc2_chaos_spawn	wh3_main_tze_tzeentch
hc7_wh3_tzeentch_soul_grinder	wh3_main_tze_tzeentch
hr1_chaos_steed	wh3_main_tze_tzeentch
hr1_warhorse	wh3_main_tze_tzeentch
hu10_belakor	wh3_main_tze_tzeentch
hu10c_exalted_lord_of_change_staff	wh3_main_tze_tzeentch
hu10c_lord_of_change_staff	wh3_main_tze_tzeentch
hu10c_lord_of_change_staff_sarthorael	wh3_main_tze_tzeentch
hu10d_wh3_furies	wh3_main_tze_tzeentch
hu10f_wh3_fate_weaver_staff	wh3_main_tze_tzeentch
hu14_t1_dlc21_blue_scribes	wh3_main_tze_tzeentch
hu14_wh3_blue_horror_dagger_burningchariot01	wh3_main_tze_tzeentch
hu14_wh3_blue_horror_dagger_fire_bolt	wh3_main_tze_tzeentch
hu14_wh3_herald_of_tzeentch_burningchariot01_staff_and_book	wh3_main_tze_tzeentch
hu14_wh3_herald_of_tzeentch_staff_and_book	wh3_main_tze_tzeentch
hu14_wh3_herald_of_tzeentch_wm_disc01_staff_and_book	wh3_main_tze_tzeentch
hu14_wh3_iridescent_horror_burningchariot01_staff	wh3_main_tze_tzeentch
hu14_wh3_iridescent_horror_staff	wh3_main_tze_tzeentch
hu14_wh3_iridescent_horror_wm_disc01_staff	wh3_main_tze_tzeentch
hu14_wh3_pink_horror_dagger_fire_bolt	wh3_main_tze_tzeentch
hu14_wm3_horrors_wm_disc01_crew1	wh3_main_tze_tzeentch
hu14_wm3_horrors_wm_disc01_crew2	wh3_main_tze_tzeentch
hu14_wm3_horrors_wm_disc01_crew3	wh3_main_tze_tzeentch
hu1_cultist_of_tzeentch_hr1_warhorse_staff_and_sword	wh3_main_tze_tzeentch
hu1_cultist_of_tzeentch_staff_and_sword	wh3_main_tze_tzeentch
hu1c_chaos_2handed_axe	wh3_main_tze_tzeentch
hu1c_chaos_axe_and_shield	wh3_main_tze_tzeentch
hu1c_chaos_forsaken	wh3_main_tze_tzeentch
hu1c_chaos_halberd	wh3_main_tze_tzeentch
hu1c_chaos_hr1_warhorse_sword_and_shield	wh3_main_tze_tzeentch
hu1c_chaos_sword_and_shield	wh3_main_tze_tzeentch
hu1c_dlc24_helbrass_2handed_sword	wh3_main_tze_tzeentch
hu1c_wh3_chaos_wm_disc01_lance_and_shield	wh3_main_tze_tzeentch
mt1_wh3_screamers	wh3_main_tze_tzeentch
wm_wh3_burning_chariot01	wh3_main_tze_tzeentch
bc3_manticore	wh_dlc03_bst_beastmen
bo1_razorgor	wh_dlc03_bst_beastmen
bo1_warboar	wh_dlc03_bst_beastmen
bo1_warboar_draught	wh_dlc03_bst_beastmen
ce1_centigor_2handed_glaive	wh_dlc03_bst_beastmen
ce1_centigor_spear_and_shield	wh_dlc03_bst_beastmen
ce1_centigor_spear_and_throwing_axes	wh_dlc03_bst_beastmen
hc2_chaos_spawn	wh_dlc03_bst_beastmen
hu10b_harpy	wh_dlc03_bst_beastmen
hu11_cygor	wh_dlc03_bst_beastmen
hu11_cygor_boss	wh_dlc03_bst_beastmen
hu12_gorebull_2handed_axe	wh_dlc03_bst_beastmen
hu12_minotaur_2handed_axe	wh_dlc03_bst_beastmen
hu12_minotaur_axe	wh_dlc03_bst_beastmen
hu12_minotaur_dual_axe	wh_dlc03_bst_beastmen
hu4_beastmen_giant_club	wh_dlc03_bst_beastmen
hu4_giant_club	wh_dlc03_bst_beastmen
hu6_gor_2handed_axe	wh_dlc03_bst_beastmen
hu6_gor_axe_and_shield	wh_dlc03_bst_beastmen
hu6_gor_dual_axe	wh_dlc03_bst_beastmen
hu6_gor_staff_and_sword	wh_dlc03_bst_beastmen
hu6_gor_sword_and_claw_morghur	wh_dlc03_bst_beastmen
hu6_gor_sword_and_whip	wh_dlc03_bst_beastmen
hu6_gor_wm_razorgor_chariot_dual_axe	wh_dlc03_bst_beastmen
hu6_gor_wm_razorgor_chariot_spear	wh_dlc03_bst_beastmen
hu6_gor_wm_razorgor_chariot_staff_and_sword	wh_dlc03_bst_beastmen
hu6_gor_wm_razorgor_chariot_sword_and_whip	wh_dlc03_bst_beastmen
hu6_gor_wm_razorgor_chariot_whip	wh_dlc03_bst_beastmen
hu6_malagor_staff_and_sword	wh_dlc03_bst_beastmen
hu6b_ungor_axe_and_bow	wh_dlc03_bst_beastmen
hu6b_ungor_axe_and_shield	wh_dlc03_bst_beastmen
