ability	default_amount	max_amount	intensity_source	intensity_type	intensity_decay_delay	intensity_decay_duration	reset_intensity_in_reinforcement_pool
wh3_main_spell_slaanesh_phantasmagoria	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_phantasmagoria_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_phantasmagoria_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_slicing_shards	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_slicing_shards_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_slicing_shards_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_biting_wind	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_biting_wind_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_blizzard	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_blizzard_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_gust_of_true_flight	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_gust_of_true_flight_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_hailstorm	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_hailstorm_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_hawks_of_miska	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_hawks_of_miska_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_swiftwing	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tempest_swiftwing_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_blue_fire_of_tzeentch	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_blue_fire_of_tzeentch_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_glean_magic	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_glean_magic_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_glean_magic_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_infernal_gateway	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_infernal_gateway_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_infernal_gateway_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_pink_fire_of_tzeentch	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_pink_fire_of_tzeentch_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_pink_fire_of_tzeentch_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_treason_of_tzeentch	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_treason_of_tzeentch_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_tzeentchs_firestorm	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_tzeentchs_firestorm_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_constellation_of_the_dragon	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_constellation_of_the_dragon_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_dragons_breath	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_dragons_breath_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_jade_shield	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_jade_shield_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_might_of_heaven_and_earth	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_might_of_heaven_and_earth_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_stone_ground_stance	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_stone_ground_stance_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_wall_of_wind_and_fire	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yang_wall_of_wind_and_fire_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_blossom_wind	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_blossom_wind_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_cloak_of_jet	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_cloak_of_jet_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_missile_mirror	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_missile_mirror_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_storm_of_shadows	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_storm_of_shadows_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_talons_of_night	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_yin_talons_of_night_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_unit_passive_battle_harmony_yang	1.0000	2.0000	harmony	set	-1.0000	0.0000	false
wh3_main_unit_passive_battle_harmony_yin	1.0000	2.0000	harmony	set	-1.0000	0.0000	false
wh3_main_unit_passive_battlefield_indemnity	0.0000	300.0000	nearby_allied_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_main_unit_passive_feasting_on_fear	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_main_unit_passive_soul_hunters	0.0000	200.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_unit_passive_soulscent	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_main_weapon_passive_blade_of_shadows	0.0000	240.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_weapon_passive_chainsword	0.0000	500.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_weapon_passive_slaughter_and_carnage	0.0000	300.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_pro12_hero_passive_talon_of_the_skull_throne	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh_dlc03_spell_beasts_flock_of_doom	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_flock_of_doom_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_panns_impenetrable_pelt	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_the_amber_spear	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_the_amber_spear_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_the_curse_of_anraheir	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_wyssans_wildform	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_beasts_wyssans_wildform_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_bray_scream	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_bray_scream_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_devolve	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_devolve_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_mantle_of_ghorok	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_traitor_kin	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_traitor_kin_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_viletide	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_spell_wild_viletide_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc03_unit_passive_bloodgreed	0.0000	200.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh_dlc04_spell_death_doom_and_darkness_strigoi	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_death_soulblight_strigoi	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_death_spirit_leech_strigoi	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_curse_of_years_helman	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_gaze_of_nagash_helman	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_gaze_of_nagash_strigoi	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_invocation_of_nehek_helman	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_invocation_of_nehek_strigoi	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_vanhels_danse_macabre_helman	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc04_spell_vampires_wind_of_death_helman	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_awakening_of_the_wood	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_awakening_the_wood_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_earth_blood	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_earth_blood_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_earth_blood_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_flesh_to_stone	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_flesh_to_stone_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_regrowth	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_regrowth_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_shield_of_thorns	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_shield_of_thorns_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_shield_of_thorns_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_the_dwellers_below	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_life_the_dwellers_below_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_okkams_mindrazor	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_pit_of_shades	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_pit_of_shades_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_enfeebling_foe	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_penumbral_pendulum	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_withering	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_withering_branchwraith	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc05_spell_shadow_the_withering_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_lord_passive_rage	0.0000	100.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_death_soulblight_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_death_the_fate_of_bjuna_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_fire_fireball_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_metal_final_transmutation_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_metal_plague_of_rust_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_metal_searing_doom_arzik	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_metal_transmutation_of_lead_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_shadow_pit_of_shades_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_spell_shadow_the_penumbral_pendulum_kihar	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_dlc08_unit_passive_berserk	0.0000	100.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh_dlc08_unit_passive_rage	0.0000	100.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh_dlc15_quest_passive_primal_rage	0.0000	100.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh_main_character_passive_master_of_the_dead	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh_main_spell_big_waaagh_brain_bursta	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_brain_bursta_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_eadbutt	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_eadbutt_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_ere_we_go	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_fists_of_gork	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_foot_of_gork	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_foot_of_gork_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_gaze_of_mork	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_big_waaagh_gaze_of_mork_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_aspect_of_the_dreadknight	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_aspect_of_the_dreadknight_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_doom_and_darkness	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_doom_and_darkness_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_soulblight	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_soulblight_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_spirit_leech	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_spirit_leech_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_the_fate_of_bjuna	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_the_purple_sun_of_xereus	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_death_the_purple_sun_of_xereus_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_cascading_fire_cloak	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_fireball	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_fireball_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_flame_storm	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_flame_storm_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_flaming_sword_of_rhuin	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_piercing_bolts_of_burning	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_piercing_bolts_of_burning_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_the_burning_head	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_fire_the_burning_head_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_chain_lightning	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_comet_of_casandora	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_comet_of_casandora_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_curse_of_the_midnight_wind	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_harmonic_convergence	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_harmonic_convergence_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_urannons_thunderbolt	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_urannons_thunderbolt_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_wind_blast	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_heavens_wind_blast_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_banishment	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_banishment_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_bironas_timewarp	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_bironas_timewarp_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_light_of_battle	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_light_of_battle_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_net_of_amyntok	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_net_of_amyntok_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_phas_protection	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_phas_protection_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_shems_burning_gaze	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_shems_burning_gaze_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_light_shems_burning_gaze_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_gorkll_fix_it	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_itchy_nuisance	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_night_shroud	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_night_shroud_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_sneaky_stabbin	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_vindictive_glare	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_lil_waaagh_vindictive_glare_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_final_transmutation	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_final_transmutation_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_gehennas_golden_hounds	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_gehennas_golden_hounds_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_glittering_robe	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_glittering_robe_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_plague_of_rust	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_plague_of_rust_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_searing_doom	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_searing_doom_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_transmutation_of_lead	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_metal_transmutation_of_lead_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_curse_of_years	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_gaze_of_nagash	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
