key	persistant	show_instant	show_on_navigate	is_header	navigation_order
war.camp.advice.diplomacy.info_003	false	false	true	false	2
war.camp.advice.dwarfs.info_001	false	false	true	true	0
war.camp.advice.dwarfs.info_002	false	false	true	false	1
war.camp.advice.dwarfs.info_003	false	false	true	false	2
war.camp.advice.dynasties.info_001	false	false	true	true	0
war.camp.advice.dynasties.info_002	false	false	true	false	1
war.camp.advice.dynasties.info_003	false	false	true	false	2
war.camp.advice.elven_council.info_001	false	false	true	true	0
war.camp.advice.elven_council.info_002	false	false	true	false	1
war.camp.advice.elven_council.info_003	false	false	true	false	2
war.camp.advice.elven_halls.info_001	false	false	true	true	0
war.camp.advice.elven_halls.info_002	false	false	true	false	1
war.camp.advice.elven_halls.info_003	false	false	true	false	2
war.camp.advice.empire.info_001	false	false	true	true	0
war.camp.advice.empire.info_002	false	false	true	false	1
war.camp.advice.empire.info_003	false	false	true	false	2
war.camp.advice.exalted_greater_daemon.info_001	false	false	true	true	0
war.camp.advice.exalted_greater_daemon.info_002	false	false	true	false	1
war.camp.advice.exalted_greater_daemon.info_003	false	false	true	false	2
war.camp.advice.fightiness.info_001	false	false	true	true	0
war.camp.advice.fightiness.info_002	false	false	true	false	1
war.camp.advice.fightiness.info_003	false	false	true	false	2
war.camp.advice.fightiness.info_004	false	false	true	false	3
war.camp.advice.fightiness.info_005	false	false	true	false	2
war.camp.advice.forging_magic_items.info_001	false	false	true	true	0
war.camp.advice.forging_magic_items.info_002	false	false	true	false	1
war.camp.advice.forging_magic_items.info_003	false	false	true	false	2
war.camp.advice.garrison_armies.info_001	false	false	true	true	0
war.camp.advice.garrison_armies.info_002	false	false	true	false	1
war.camp.advice.garrison_armies.info_003	false	false	true	false	2
war.camp.advice.gathering_of_the_ancients.info_001	false	false	true	true	0
war.camp.advice.gathering_of_the_ancients.info_002	false	false	true	false	1
war.camp.advice.gathering_of_the_ancients.info_003	false	false	true	false	2
war.camp.advice.gods.001	false	true	true	false	0
war.camp.advice.gods.002	false	true	true	false	0
war.camp.advice.green_knight.info_001	false	false	true	true	0
war.camp.advice.green_knight.info_002	false	false	true	false	1
war.camp.advice.green_knight.info_003	false	false	true	false	2
war.camp.advice.greenskins.info_001	false	false	true	true	0
war.camp.advice.greenskins.info_002	false	false	true	false	1
war.camp.advice.greenskins.info_003	false	false	true	false	2
war.camp.advice.growth.info_001	false	false	true	true	0
war.camp.advice.growth.info_002	false	false	true	false	1
war.camp.advice.growth.info_003	false	false	true	false	2
war.camp.advice.growth.info_004	false	false	true	false	3
war.camp.advice.growth.info_005	false	false	true	false	4
war.camp.advice.grudges.info_001	false	false	true	true	0
war.camp.advice.grudges.info_002	false	false	true	false	1
war.camp.advice.grudges.info_003	false	false	true	false	2
war.camp.advice.help_pages.info_001	false	false	true	true	0
war.camp.advice.help_pages.info_002	false	false	true	false	1
war.camp.advice.help_pages.info_003	false	false	true	false	2
war.camp.advice.hero_actions.info_001	false	false	true	true	0
war.camp.advice.hero_actions.info_002	false	false	true	false	1
war.camp.advice.hero_actions.info_003	false	false	true	false	2
war.camp.advice.heroes.info_001	false	false	true	true	0
war.camp.advice.heroes.info_002	false	false	true	false	1
war.camp.advice.heroes.info_003	false	false	true	false	2
war.camp.advice.heroes.info_004	false	false	true	false	3
war.camp.advice.heroes.info_005	false	false	true	false	2
war.camp.advice.horde_growth.info_001	false	false	true	true	0
war.camp.advice.horde_growth.info_002	false	false	true	false	1
war.camp.advice.horde_growth.info_003	false	false	true	false	2
war.camp.advice.horde_growth.info_004	false	false	true	false	3
war.camp.advice.hordes.info_001	false	false	true	true	0
war.camp.advice.hordes.info_002	false	false	true	false	1
war.camp.advice.hordes.info_003	false	false	true	false	2
war.camp.advice.item_fusing.info_001	false	false	true	true	0
war.camp.advice.item_fusing.info_002	false	false	true	false	1
war.camp.advice.item_fusing.info_003	false	false	true	false	2
war.camp.advice.item_fusing.info_004	false	false	true	false	3
war.camp.advice.khorne.info_001	false	false	true	true	0
war.camp.advice.khorne.info_002	false	false	true	false	1
war.camp.advice.khorne.info_003	false	false	true	false	2
war.camp.advice.kislev.info_001	false	false	true	true	0
war.camp.advice.kislev.info_002	false	false	true	false	1
war.camp.advice.kislev.info_003	false	false	true	false	2
war.camp.advice.lords.info_001	false	false	true	true	0
war.camp.advice.lords.info_002	false	false	true	false	1
war.camp.advice.lords.info_003	false	false	true	false	2
war.camp.advice.low_devotion.info_001	false	false	true	true	0
war.camp.advice.low_devotion.info_002	false	false	true	false	1
war.camp.advice.low_devotion.info_003	false	false	true	false	2
war.camp.advice.low_devotion.info_004	false	false	true	false	3
war.camp.advice.missions.info_001	false	false	true	true	0
war.camp.advice.missions.info_002	false	false	true	false	1
war.camp.advice.missions.info_003	false	false	true	false	2
war.camp.advice.missions.info_004	false	false	true	false	3
war.camp.advice.money.info_001	false	false	true	true	0
war.camp.advice.money.info_002	false	false	true	false	1
war.camp.advice.money.info_003	false	false	true	false	2
war.camp.advice.monsters.001	false	true	true	false	0
war.camp.advice.monsters.002	false	true	true	false	0
war.camp.advice.mortuary_cult.info_001	false	false	true	true	0
war.camp.advice.mortuary_cult.info_002	false	false	true	false	1
war.camp.advice.mortuary_cult.info_003	false	false	true	false	2
war.camp.advice.motherland_ritual_other_player.info_001	false	false	true	true	0
war.camp.advice.motherland_ritual_other_player.info_002	false	false	true	false	1
war.camp.advice.motherland_ritual_other_player.info_003	false	false	true	false	2
war.camp.advice.motherland_ritual_other_player_followers.info_001	false	false	true	true	0
war.camp.advice.motherland_ritual_other_player_followers.info_002	false	false	true	false	1
war.camp.advice.motherland_ritual_other_player_followers.info_003	false	false	true	false	2
war.camp.advice.motherland_ritual_player.info_001	false	false	true	true	0
war.camp.advice.motherland_ritual_player.info_002	false	false	true	false	1
war.camp.advice.motherland_ritual_player.info_003	false	false	true	false	2
war.camp.advice.motherland_ritual_player.info_004	false	false	true	false	3
war.camp.advice.non_aggression_pact.info_001	false	false	true	true	0
war.camp.advice.non_aggression_pact.info_002	false	false	true	false	1
war.camp.advice.non_aggression_pact.info_003	false	false	true	false	2
war.camp.advice.nurgle.info_001	false	false	true	true	0
war.camp.advice.nurgle.info_002	false	false	true	false	1
war.camp.advice.nurgle.info_003	false	false	true	false	2
war.camp.advice.nurgle_recruitment.info_001	false	false	true	true	0
war.camp.advice.nurgle_recruitment.info_002	false	false	true	false	1
war.camp.advice.nurgle_recruitment.info_003	false	false	true	false	2
war.camp.advice.oak_of_ages.info_001	false	false	true	true	0
war.camp.advice.oak_of_ages.info_002	false	false	true	false	1
war.camp.advice.oak_of_ages.info_003	false	false	true	false	2
war.camp.advice.oathgold.info_001	false	false	true	false	0
war.camp.advice.oathgold.info_002	false	false	true	false	1
war.camp.advice.oathgold.info_003	false	false	true	false	2
war.camp.advice.offices.info_001	false	false	true	true	0
war.camp.advice.offices.info_002	false	false	true	false	1
war.camp.advice.offices.info_003	false	false	true	false	2
war.camp.advice.ogre_contract.info_001	false	false	true	true	0
war.camp.advice.ogre_contract.info_002	false	false	true	false	1
war.camp.advice.ogre_contract.info_003	false	false	true	false	2
war.camp.advice.ogre_contract.info_004	false	false	true	false	3
war.camp.advice.ogre_meat_pre_battle.info_001	false	false	true	true	0
war.camp.advice.ogre_meat_pre_battle.info_002	false	false	true	false	1
war.camp.advice.ogre_meat_pre_battle.info_003	false	false	true	false	2
war.camp.advice.ogre_meat_pre_battle.info_004	false	false	true	false	3
war.camp.advice.ogres.info_001	false	false	true	true	0
war.camp.advice.ogres.info_002	false	false	true	false	1
war.camp.advice.ogres.info_003	false	false	true	false	2
war.camp.advice.outposts.001	false	true	true	false	0
war.camp.advice.outposts.002	false	true	true	false	0
war.camp.advice.peasants.info_001	false	false	true	true	0
war.camp.advice.peasants.info_002	false	false	true	false	1
war.camp.advice.peasants.info_003	false	false	true	false	2
war.camp.advice.ports.info_001	false	false	true	true	0
war.camp.advice.ports.info_002	false	false	true	false	1
war.camp.advice.ports.info_003	false	false	true	false	2
war.camp.advice.post_battle_options.info_001	false	false	true	true	0
war.camp.advice.post_battle_options.info_002	false	false	true	false	1
war.camp.advice.post_battle_options.info_003	false	false	true	false	2
war.camp.advice.post_battle_options.info_004	false	false	true	false	1
war.camp.advice.pre_battle_options.info_001	false	false	true	true	0
war.camp.advice.pre_battle_options.info_002	false	false	true	false	1
war.camp.advice.pre_battle_options.info_003	false	false	true	false	2
war.camp.advice.pre_battle_options.info_004	false	false	true	false	3
war.camp.advice.pre_battle_options.info_005	false	false	true	false	2
war.camp.advice.pre_battle_panel.info_001	false	false	true	true	0
war.camp.advice.pre_battle_panel.info_002	false	false	true	false	1
war.camp.advice.pre_battle_panel.info_003	false	false	true	false	2
war.camp.advice.public_order.info_001	false	false	true	true	0
war.camp.advice.public_order.info_002	false	false	true	false	1
war.camp.advice.public_order.info_003	false	false	true	false	2
war.camp.advice.raiding.info_001	false	false	true	true	0
war.camp.advice.raiding.info_002	false	false	true	false	1
war.camp.advice.raiding.info_003	false	false	true	false	2
war.camp.advice.raiding.info_004	false	false	true	false	2
war.camp.advice.raiding.info_005	false	false	true	false	3
war.camp.advice.raise_forces.info_001	false	false	true	true	0
war.camp.advice.raise_forces.info_002	false	false	true	false	1
war.camp.advice.raise_forces.info_003	false	false	true	false	2
war.camp.advice.raise_forces.info_004	false	false	true	false	3
war.camp.advice.raising_dead.info_001	false	false	true	true	0
war.camp.advice.raising_dead.info_002	false	false	true	false	1
war.camp.advice.raising_dead.info_003	false	false	true	false	2
war.camp.advice.region_trading.info_001	false	false	true	true	0
war.camp.advice.region_trading.info_002	false	false	true	false	1
war.camp.advice.region_trading.info_003	false	false	true	false	2
war.camp.advice.region_trading.info_004	false	false	true	false	3
war.camp.advice.reinforcements.info_001	false	false	true	true	0
war.camp.advice.reinforcements.info_002	false	false	true	false	1
war.camp.advice.reinforcements.info_003	false	false	true	false	2
war.camp.advice.request_foreign_army.info_001	false	false	true	true	0
war.camp.advice.request_foreign_army.info_002	false	false	true	false	1
war.camp.advice.request_foreign_army.info_003	false	false	true	false	2
war.camp.advice.request_foreign_army.info_004	false	false	true	false	3
war.camp.advice.resources.info_001	false	false	true	true	0
war.camp.advice.resources.info_002	false	false	true	false	1
war.camp.advice.resources.info_003	false	false	true	false	2
war.camp.advice.revolts.info_001	false	false	true	true	0
war.camp.advice.revolts.info_002	false	false	true	false	1
war.camp.advice.revolts.info_003	false	false	true	false	2
war.camp.advice.revolts.info_004	false	false	true	true	0
war.camp.advice.revolts.info_005	false	false	true	false	1
war.camp.advice.revolts.info_006	false	false	true	false	2
war.camp.advice.revolts.info_007	false	false	true	false	3
war.camp.advice.settlement_types.info_001	false	false	true	true	0
war.camp.advice.settlement_types.info_002	false	false	true	false	1
war.camp.advice.settlement_types.info_003	false	false	true	false	2
war.camp.advice.siege_panel.info_001	false	false	true	true	0
war.camp.advice.siege_panel.info_002	false	false	true	false	1
war.camp.advice.siege_panel.info_003	false	false	true	false	2
war.camp.advice.siege_warfare.info_001	false	false	true	true	0
war.camp.advice.siege_warfare.info_002	false	false	true	false	1
war.camp.advice.siege_warfare.info_003	false	false	true	false	2
war.camp.advice.skaven_corruption.info_001	false	false	true	true	0
war.camp.advice.skaven_corruption.info_002	false	false	true	false	1
war.camp.advice.skaven_corruption.info_003	false	false	true	false	2
war.camp.advice.slaanesh.info_001	false	false	true	true	0
war.camp.advice.slaanesh.info_002	false	false	true	false	1
war.camp.advice.slaanesh.info_003	false	false	true	false	2
war.camp.advice.slaanesh_resurrect_faction.info_001	false	false	true	true	0
war.camp.advice.slaanesh_resurrect_faction.info_002	false	false	true	false	1
war.camp.advice.slaanesh_resurrect_faction.info_003	false	false	true	false	2
war.camp.advice.slaanesh_resurrect_faction.info_004	false	false	true	false	3
war.camp.advice.stances.info_001	false	false	true	true	0
war.camp.advice.stances.info_002	false	false	true	false	1
war.camp.advice.stances.info_003	false	false	true	false	2
war.camp.advice.stances.info_004	false	false	true	false	3
war.camp.advice.storm_of_magic.info_001	false	false	true	true	0
war.camp.advice.storm_of_magic.info_002	false	false	true	false	1
war.camp.advice.storm_of_magic.info_003	false	false	true	false	2
war.camp.advice.strategic_map.info_001	false	false	true	true	0
war.camp.advice.strategic_map.info_002	false	false	true	false	1
war.camp.advice.strategic_map.info_003	false	false	true	false	2
war.camp.advice.technology.info_001	false	false	true	true	0
war.camp.advice.technology.info_002	false	false	true	false	1
war.camp.advice.technology.info_003	false	false	true	false	2
war.camp.advice.terrain_types.info_001	false	false	true	true	0
war.camp.advice.terrain_types.info_002	false	false	true	false	1
war.camp.advice.terrain_types.info_003	false	false	true	false	2
war.camp.advice.trade.info_001	false	false	true	true	0
war.camp.advice.trade.info_002	false	false	true	false	1
war.camp.advice.trade.info_003	false	false	true	false	2
war.camp.advice.tribal.confederation.001	false	true	true	false	0
war.camp.advice.tribal.confederation.002	false	true	true	false	0
war.camp.advice.tribal_confederation.001	false	true	true	false	0
war.camp.advice.tribal_confederation.002	false	true	true	false	0
war.camp.advice.tzeentch.info_001	false	false	true	true	0
war.camp.advice.tzeentch.info_002	false	false	true	false	1
war.camp.advice.tzeentch.info_003	false	false	true	false	2
war.camp.advice.underway.info_001	false	false	true	true	0
war.camp.advice.underway.info_002	false	false	true	false	1
war.camp.advice.underway.info_003	false	false	true	false	2
war.camp.advice.underway.info_004	false	false	true	false	3
war.camp.advice.unit_exchange.info_001	false	false	true	true	0
war.camp.advice.unit_exchange.info_002	false	false	true	false	1
war.camp.advice.unit_exchange.info_003	false	false	true	false	2
war.camp.advice.unit_merging.info_001	false	false	true	true	0
war.camp.advice.unit_merging.info_002	false	false	true	false	1
war.camp.advice.unit_merging.info_003	false	false	true	false	2
war.camp.advice.unit_recruitment.info_001	false	false	true	true	0
war.camp.advice.unit_recruitment.info_002	false	false	true	false	1
war.camp.advice.unit_recruitment.info_003	false	false	true	false	2
war.camp.advice.unit_types.info_001	false	false	true	true	0
war.camp.advice.unit_types.info_002	false	false	true	false	1
war.camp.advice.unit_types.info_003	false	false	true	false	2
war.camp.advice.vampires.info_001	false	false	true	true	0
war.camp.advice.vampires.info_002	false	false	true	false	1
war.camp.advice.vampires.info_003	false	false	true	false	2
war.camp.advice.victory_conditions.info_001	false	false	true	true	0
war.camp.advice.victory_conditions.info_002	false	false	true	false	1
war.camp.advice.victory_conditions.info_003	false	false	true	false	2
war.camp.advice.waaagh.info_001	false	false	true	true	0
war.camp.advice.waaagh.info_002	false	false	true	false	1
war.camp.advice.waaagh.info_003	false	false	true	false	2
war.camp.advice.war.info_001	false	false	true	true	0
war.camp.advice.war.info_002	false	false	true	false	1
war.camp.advice.war.info_003	false	false	true	false	2
war.camp.advice.war.info_004	false	false	true	true	0
war.camp.advice.war.info_005	false	false	true	false	1
war.camp.advice.war.info_006	false	false	true	false	2
war.camp.advice.warriors_of_chaos.info_001	false	false	true	true	0
war.camp.advice.warriors_of_chaos.info_002	false	false	true	false	1
war.camp.advice.warriors_of_chaos.info_003	false	false	true	false	2
war.camp.advice.winds_of_magic.info_001	false	false	true	true	0
war.camp.advice.winds_of_magic.info_002	false	false	true	false	1
war.camp.advice.winds_of_magic.info_003	false	false	true	false	2
war.camp.advice.winds_of_magic_high_reserve.info_001	false	false	true	true	0
war.camp.advice.winds_of_magic_high_reserve.info_002	false	false	true	false	1
war.camp.advice.winds_of_magic_high_reserve.info_003	false	false	true	false	2
war.camp.advice.winds_of_magic_high_reserve.info_004	false	false	true	false	3
war.camp.advice.winds_of_magic_low_reserve.info_001	false	false	true	true	0
war.camp.advice.winds_of_magic_low_reserve.info_002	false	false	true	false	1
war.camp.advice.winds_of_magic_low_reserve.info_003	false	false	true	false	2
war.camp.advice.winds_of_magic_low_reserve.info_004	false	false	true	false	3
war.camp.advice.winds_of_magic_weak.info_001	false	false	true	true	0
war.camp.advice.winds_of_magic_weak.info_002	false	false	true	false	1
war.camp.advice.winds_of_magic_weak.info_003	false	false	true	false	2
war.camp.advice.winds_of_magic_weak.info_004	false	false	true	false	3
war.camp.advice.wood_elves.info_001	false	false	true	true	0
war.camp.advice.wood_elves.info_002	false	false	true	false	1
war.camp.advice.wood_elves.info_003	false	false	true	false	2
war.camp.advice.worldroots.info_001	false	false	true	true	0
war.camp.advice.worldroots.info_002	false	false	true	false	1
war.camp.advice.worldroots.info_003	false	false	true	false	2
war.camp.advice.zones_of_control.info_001	false	false	true	true	0
war.camp.advice.zones_of_control.info_002	false	false	true	false	1
war.camp.advice.zones_of_control.info_003	false	false	true	false	2
war.camp.hp.advisor.001	true	false	true	true	0
war.camp.hp.advisor.002	true	false	true	false	1
war.camp.hp.advisor.003	true	false	true	false	2
war.camp.hp.advisor.004	true	false	true	false	3
war.camp.hp.advisor.005	true	false	true	false	4
war.camp.hp.advisor.007	true	false	true	false	6
war.camp.hp.age_of_reckoning.001	true	false	true	true	0
war.camp.hp.age_of_reckoning.002	true	false	true	false	1
war.camp.hp.age_of_reckoning.003	true	false	true	false	2
war.camp.hp.age_of_reckoning.004	true	false	true	false	3
war.camp.hp.age_of_reckoning.005	true	false	true	false	4
war.camp.hp.age_of_reckoning.006	true	false	true	false	5
war.camp.hp.age_of_reckoning.007	true	false	true	false	6
war.camp.hp.allegiance.001	true	false	true	true	0
war.camp.hp.allegiance.002	true	false	true	false	1
war.camp.hp.allegiance.003	true	false	true	false	2
war.camp.hp.allegiance.004	true	false	true	false	3
war.camp.hp.allegiance.005	true	false	true	false	4
war.camp.hp.allegiance.006	true	false	true	false	5
war.camp.hp.allegiance.007	true	false	true	false	6
war.camp.hp.allegiance.008	true	false	true	false	7
war.camp.hp.allegiance.path	true	false	true	false	0
war.camp.hp.alliances.001	true	false	true	true	0
war.camp.hp.alliances.002	true	false	true	false	1
war.camp.hp.alliances.003	true	false	true	false	2
war.camp.hp.alliances.004	true	false	true	false	3
war.camp.hp.alliances.005	true	false	true	false	4
war.camp.hp.alliances.006	true	false	true	false	5
war.camp.hp.alliances.007	true	false	true	false	6
war.camp.hp.alliances.008	true	false	true	false	7
war.camp.hp.alliances.009	true	false	true	false	8
war.camp.hp.alliances.010	true	false	true	false	9
war.camp.hp.amanar.001	true	false	true	false	0
war.camp.hp.amanar.002	true	false	true	false	1
war.camp.hp.amanar.003	true	false	true	false	2
war.camp.hp.amanar.004	true	false	true	false	3
war.camp.hp.amanar.005	true	false	true	false	4
war.camp.hp.amber.001	true	false	true	true	0
war.camp.hp.amber.002	true	false	true	false	1
war.camp.hp.amber.003	true	false	true	false	2
war.camp.hp.amber.004	true	false	true	false	3
war.camp.hp.amber.005	true	false	true	false	4
war.camp.hp.amber.006	true	false	true	false	5
war.camp.hp.amber.007	true	false	true	false	6
war.camp.hp.ambushes.001	true	false	true	true	0
war.camp.hp.ambushes.002	true	false	true	false	1
war.camp.hp.ambushes.003	true	false	true	false	2
war.camp.hp.ambushes.004	true	false	true	false	3
war.camp.hp.ambushes.005	true	false	true	false	4
war.camp.hp.ambushes.006	true	false	true	false	5
war.camp.hp.ambushes.007	true	false	true	false	6
war.camp.hp.ambushes.008	true	false	true	false	7
war.camp.hp.armies.001	true	false	true	true	0
war.camp.hp.armies.002	true	false	true	false	1
war.camp.hp.armies.003	true	false	true	false	2
war.camp.hp.armies.004	true	false	true	false	3
war.camp.hp.armies.005	true	false	true	false	4
war.camp.hp.armies.006	true	false	true	false	5
war.camp.hp.armies.007	true	false	true	false	6
war.camp.hp.armies.008	true	false	true	false	8
war.camp.hp.armies.009	true	false	true	false	7
war.camp.hp.armies.010	true	false	true	false	9
war.camp.hp.armies.011	true	false	true	false	10
war.camp.hp.armies.012	true	false	true	false	11
war.camp.hp.armies.013	true	false	true	false	12
war.camp.hp.armies.014	true	false	true	false	13
war.camp.hp.armies.015	true	false	true	false	14
war.camp.hp.armies.016	true	false	true	false	15
war.camp.hp.armies.017	true	false	true	false	16
war.camp.hp.armies_at_sea.001	true	false	true	true	0
war.camp.hp.armies_at_sea.002	true	false	true	false	1
war.camp.hp.armies_at_sea.003	true	false	true	false	2
war.camp.hp.armies_at_sea.004	true	false	true	false	3
war.camp.hp.armies_at_sea.005	true	false	true	false	4
war.camp.hp.armies_at_sea.006	true	false	true	false	5
war.camp.hp.armies_at_sea.007	true	false	true	false	6
war.camp.hp.armies_at_sea.008	true	false	true	false	7
war.camp.hp.armies_at_sea.009	true	false	true	false	8
war.camp.hp.armies_at_sea.010	true	false	true	false	9
war.camp.hp.armies_at_sea.011	true	false	true	false	10
war.camp.hp.army_movement.001	true	false	true	true	0
war.camp.hp.army_movement.002	true	false	true	false	1
war.camp.hp.army_movement.003	true	false	true	false	2
war.camp.hp.army_movement.004	true	false	true	false	3
war.camp.hp.army_movement.005	true	false	true	false	4
war.camp.hp.army_movement.006	true	false	true	false	5
war.camp.hp.army_movement.007	true	false	true	false	6
war.camp.hp.army_movement.008	true	false	true	false	9
war.camp.hp.army_movement.009	true	false	true	false	10
war.camp.hp.army_movement.010	true	false	true	false	11
war.camp.hp.army_movement.011	true	false	true	false	12
war.camp.hp.army_panel.001	true	false	true	true	0
war.camp.hp.army_panel.002	true	false	true	false	1
war.camp.hp.army_panel.003	true	false	true	false	2
war.camp.hp.army_panel.004	true	false	true	false	3
war.camp.hp.army_panel.005	true	false	true	false	4
war.camp.hp.army_panel.006	true	false	true	false	5
war.camp.hp.army_panel.007	true	false	true	false	6
war.camp.hp.asrai_lookouts.001	true	false	true	true	0
war.camp.hp.asrai_lookouts.002	false	false	true	false	1
war.camp.hp.asrai_lookouts.003	false	false	true	false	2
war.camp.hp.asrai_lookouts.004	false	false	true	false	3
war.camp.hp.asrai_lookouts.005	false	false	true	false	4
war.camp.hp.astromancy.001	true	false	true	true	1
war.camp.hp.astromancy.002	true	false	true	false	2
war.camp.hp.astromancy.003	true	false	true	false	3
war.camp.hp.astromancy.004	true	false	true	false	4
war.camp.hp.astromancy.005	true	false	true	false	5
war.camp.hp.astromancy.006	true	false	true	false	6
war.camp.hp.atamans.001	true	false	true	true	0
war.camp.hp.atamans.002	true	false	true	false	1
war.camp.hp.atamans.003	true	false	true	false	2
war.camp.hp.atamans.004	true	false	true	false	3
war.camp.hp.atamans.005	true	false	true	false	4
war.camp.hp.atamans.006	true	false	true	false	5
war.camp.hp.attrition.001	true	false	true	true	0
war.camp.hp.attrition.002	true	false	true	false	1
war.camp.hp.attrition.003	true	false	true	false	2
war.camp.hp.attrition.004	true	false	true	false	3
war.camp.hp.attrition.005	true	false	true	false	4
war.camp.hp.attrition.006	true	false	true	false	5
war.camp.hp.attrition.007	true	false	true	false	6
war.camp.hp.autoresolving.001	true	false	true	true	0
war.camp.hp.autoresolving.002	true	false	true	false	1
war.camp.hp.autoresolving.003	true	false	true	false	2
war.camp.hp.autoresolving.004	true	false	true	false	3
war.camp.hp.bankruptcy.001	true	false	true	true	0
war.camp.hp.bankruptcy.002	true	false	true	false	1
war.camp.hp.bankruptcy.003	true	false	true	false	2
war.camp.hp.bankruptcy.004	true	false	true	false	3
war.camp.hp.bankruptcy.005	true	false	true	false	4
war.camp.hp.bankruptcy.007	true	false	true	false	6
war.camp.hp.banners_and_marks.001	true	false	true	true	0
war.camp.hp.banners_and_marks.002	true	false	true	false	1
war.camp.hp.banners_and_marks.003	true	false	true	false	2
war.camp.hp.banners_and_marks.004	true	false	true	false	3
war.camp.hp.banners_and_marks.005	true	false	true	false	4
war.camp.hp.banners_and_marks.006	true	false	true	false	5
war.camp.hp.battles.001	true	false	true	true	0
war.camp.hp.battles.002	true	false	true	false	1
war.camp.hp.battles.003	true	false	true	false	2
war.camp.hp.battles.004	true	false	true	false	3
war.camp.hp.battles.005	true	false	true	false	4
war.camp.hp.battles.006	true	false	true	false	5
war.camp.hp.battles.007	true	false	true	false	6
war.camp.hp.battles.009	true	false	true	false	8
war.camp.hp.beast_paths.001	true	false	true	true	0
war.camp.hp.beast_paths.002	true	false	true	false	1
war.camp.hp.beast_paths.003	true	false	true	false	2
war.camp.hp.beast_paths.004	true	false	true	false	3
war.camp.hp.beast_paths.005	true	false	true	false	4
war.camp.hp.beast_paths.006	true	false	true	false	5
war.camp.hp.beastmen.001	true	false	true	true	0
war.camp.hp.beastmen.002	true	false	true	false	1
war.camp.hp.beastmen.003	true	false	true	false	2
war.camp.hp.beastmen.004	true	false	true	false	3
war.camp.hp.beastmen.005	true	false	true	false	4
war.camp.hp.beastmen.006	true	false	true	false	5
war.camp.hp.beastmen.007	true	false	true	false	6
war.camp.hp.bestial_rage.001	true	false	true	true	0
war.camp.hp.bestial_rage.002	true	false	true	false	1
war.camp.hp.bestial_rage.003	true	false	true	false	2
war.camp.hp.bestial_rage.004	true	false	true	false	3
war.camp.hp.bestial_rage.005	true	false	true	false	4
war.camp.hp.bestial_rage.006	true	false	true	false	5
war.camp.hp.big_names.001	true	false	true	true	0
war.camp.hp.big_names.002	true	false	true	false	1
war.camp.hp.big_names.003	true	false	true	false	2
war.camp.hp.big_names.004	true	false	true	false	3
war.camp.hp.big_names.005	true	false	true	false	4
war.camp.hp.black_arks.001	true	false	true	true	1
war.camp.hp.black_arks.002	true	false	true	false	2
war.camp.hp.black_arks.003	true	false	true	false	3
war.camp.hp.black_arks.004	true	false	true	false	4
war.camp.hp.black_arks.005	true	false	true	false	5
war.camp.hp.black_arks.006	true	false	true	false	6
war.camp.hp.black_arks.007	true	false	true	false	7
war.camp.hp.black_arks.008	true	false	true	false	5
war.camp.hp.blessed_spawnings.001	true	false	true	true	1
war.camp.hp.blessed_spawnings.002	true	false	true	false	2
war.camp.hp.blessed_spawnings.003	true	false	true	false	3
war.camp.hp.blessed_spawnings.004	true	false	true	false	4
war.camp.hp.blessing_lady.001	true	false	true	true	0
war.camp.hp.blessing_lady.002	false	false	true	false	1
war.camp.hp.blessing_lady.003	false	false	true	false	2
war.camp.hp.blessing_lady.004	false	false	true	false	3
war.camp.hp.blood_voyage.001	false	true	true	false	0
war.camp.hp.blood_voyage.002	false	true	true	false	1
war.camp.hp.blood_voyage.003	false	true	true	false	2
war.camp.hp.blood_voyage.004	false	true	true	false	3
war.camp.hp.blood_voyage.005	false	true	true	false	4
war.camp.hp.bloodgrounds.001	true	false	true	true	0
war.camp.hp.bloodgrounds.002	true	false	true	false	1
war.camp.hp.bloodgrounds.003	true	false	true	false	2
war.camp.hp.bloodgrounds.004	true	false	true	false	3
war.camp.hp.bloodgrounds.005	true	false	true	false	4
war.camp.hp.bloodgrounds.006	true	false	true	false	5
war.camp.hp.bloodgrounds.007	true	false	true	false	6
war.camp.hp.bloodletting.001	true	false	true	true	0
war.camp.hp.bloodletting.002	true	false	true	false	1
war.camp.hp.bloodletting.003	true	false	true	false	2
war.camp.hp.bloodletting.004	true	false	true	false	3
war.camp.hp.bloodletting.005	true	false	true	false	4
war.camp.hp.bloodletting.006	true	false	true	false	5
war.camp.hp.bloodletting.007	true	false	true	false	6
war.camp.hp.bloodlines.001	true	false	true	false	0
war.camp.hp.bloodlines.002	true	false	true	false	1
war.camp.hp.bloodlines.003	true	false	true	false	2
war.camp.hp.bloodlines.004	true	false	true	false	3
war.camp.hp.bloodlines.005	true	false	true	false	4
war.camp.hp.bloodlines.006	true	false	true	false	5
war.camp.hp.bloodlines.007	true	false	true	false	6
war.camp.hp.books_of_nagash.001	true	false	true	true	0
war.camp.hp.books_of_nagash.002	true	false	true	false	1
war.camp.hp.books_of_nagash.003	true	false	true	false	2
war.camp.hp.books_of_nagash.004	true	false	true	false	3
war.camp.hp.books_of_nagash.005	true	false	true	false	4
war.camp.hp.bretonnia.001	false	false	true	true	0
war.camp.hp.bretonnia.002	false	false	true	false	1
war.camp.hp.bretonnia.003	false	false	true	false	2
war.camp.hp.bretonnia.004	false	false	true	false	3
war.camp.hp.bretonnia.005	false	false	true	false	4
