unique_id	factor	resource	minimum	maximum	specific_faction_set
wh2_dlc13_resource_factor_electoral_machinations	electoral_machinations	emp_prestige	-2147483647	0	
wh2_dlc13_resource_factor_harassment	raiding_sacking	emp_wanted	0	2147483647	
wh2_dlc13_resource_factor_high_relations	high_relations	emp_loyalty	0	3	
wh2_dlc13_resource_factor_hunters_unlocked	hunters_unlocked	emp_progress	0	2147483647	
wh2_dlc13_resource_factor_imperial_authority_bonus	positive_imperial_authority	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_imperial_authority_negative	negative_imperial_authority	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_losing_settlement	lost_territory	emp_progress	-2147483647	0	
wh2_dlc13_resource_factor_lost_general	lords_lost	emp_wanted	-2147483647	0	
wh2_dlc13_resource_factor_low_relations	low_relations	emp_loyalty	-3	0	
wh2_dlc13_resource_factor_loyalty_declared_war	declared_war_on_elector_counts	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_loyalty_events	events	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_loyalty_events_negative	events_negative	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_neutral	inactivity	emp_wanted	-2147483647	0	
wh2_dlc13_resource_factor_old_ones_income	defenders_of_the_great_plan	lzd_old_ones_favour	0	2147483647	
wh2_dlc13_resource_factor_old_ones_rites	rites	lzd_old_ones_favour	-2147483647	0	
wh2_dlc13_resource_factor_old_ones_technology	technology_negative	lzd_old_ones_favour	-2147483647	0	
wh2_dlc13_resource_factor_old_ones_temples	establishing_temples	lzd_old_ones_favour	0	2147483647	
wh2_dlc13_resource_factor_old_ones_units	temple_rewards	lzd_old_ones_favour	-2147483647	0	
wh2_dlc13_resource_factor_preserved_peace	prevented_civil_war	emp_imperial_authority	0	2147483647	
wh2_dlc13_resource_factor_region_demand	demanded_settlements	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_regions	settlements_owned	emp_prestige	0	2147483647	
wh2_dlc13_resource_factor_regions_lost	settlements_not_returned	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_regions_razed	imperial_province_capitals_razed	emp_imperial_authority	-500	0	
wh2_dlc13_resource_factor_regions_returned	empire_settlements_returned	emp_imperial_authority	0	2147483647	
wh2_dlc13_resource_factor_reinstating_elector	reinstated_elector_count	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_returning_regions	returned_settlements	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_settlement	settlements_captured	emp_wanted	0	2147483647	
wh2_dlc13_resource_factor_siege	settlements_captured	emp_progress	0	2147483647	
wh2_dlc13_resource_factor_technology	technology	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_wanted_reset	hostility_level_reset	emp_wanted	-2147483647	0	
wh2_dlc14_resource_factor_clan_rep_contract_against_mors	wh2_dlc14_resource_factor_clan_rep_contract_against	skv_clan_mors	-2147483647	0	
wh2_dlc14_resource_factor_clan_rep_contract_against_moulder	wh2_dlc14_resource_factor_clan_rep_contract_against	skv_clan_moulder	-2147483647	0	
wh2_dlc14_resource_factor_clan_rep_contract_against_pestilens	wh2_dlc14_resource_factor_clan_rep_contract_against	skv_clan_pestilens	-2147483647	0	
wh2_dlc14_resource_factor_clan_rep_contract_against_skryre	wh2_dlc14_resource_factor_clan_rep_contract_against	skv_clan_skryre	-2147483647	0	
wh2_dlc14_resource_factor_clan_rep_contract_completed_mors	wh2_dlc14_resource_factor_clan_rep_contract_completed	skv_clan_mors	0	2147483647	
wh2_dlc14_resource_factor_clan_rep_contract_completed_moulder	wh2_dlc14_resource_factor_clan_rep_contract_completed	skv_clan_moulder	0	2147483647	
wh2_dlc14_resource_factor_clan_rep_contract_completed_pestilens	wh2_dlc14_resource_factor_clan_rep_contract_completed	skv_clan_pestilens	0	2147483647	
wh2_dlc14_resource_factor_clan_rep_contract_completed_skryre	wh2_dlc14_resource_factor_clan_rep_contract_completed	skv_clan_skryre	0	2147483647	
wh2_dlc14_resource_factor_dust_actions	wh2_dlc14_resource_factor_dust_actions	skv_dust	-2147483647	0	
wh2_dlc14_resource_factor_dust_contracts	wh2_dlc14_resource_factor_dust_contracts	skv_dust	-2147483647	0	
wh2_dlc14_resource_factor_dust_per_turn	wh2_dlc14_resource_factor_dust_per_turn	skv_dust	0	2147483647	
wh2_dlc14_resource_factor_food_action_negative	wh2_dlc14_resource_factor_food_action_negative	skaven_food	-2147483647	0	wh2_main_skv_clan_eshin
wh2_dlc14_resource_factor_food_action_positive	wh2_dlc14_resource_factor_food_action_positive	skaven_food	0	2147483647	wh2_main_skv_clan_eshin
wh2_dlc14_resource_factor_sanity_battle_ability	wh2_dlc14_resource_factor_sanity_battle_ability	def_malus_sanity	0	2147483647	
wh2_dlc14_resource_factor_sanity_deterioration	wh2_dlc14_resource_factor_sanity_deterioration	def_malus_sanity	0	2147483647	
wh2_dlc14_resource_factor_sanity_in_settlement	wh2_dlc14_resource_factor_sanity_in_settlement	def_malus_sanity	-2147483647	0	
wh2_dlc14_resource_factor_sanity_medication	wh2_dlc14_resource_factor_sanity_medication	def_malus_sanity	-2147483647	0	
wh2_dlc14_resource_factor_sanity_tzarkans_whispers	wh2_dlc14_resource_factor_sanity_tzarkans_whispers	def_malus_sanity	0	2147483647	
wh2_dlc15_resource_factor_waaagh_battle_other	wh2_dlc15_resource_factor_waaagh_battle_other	grn_waaagh	0	2147483647	
wh2_dlc15_resource_factor_waaagh_other	wh2_dlc15_resource_factor_waaagh_other	grn_waaagh	-2147483647	2147483647	
wh2_dlc15_resource_factor_waaagh_per_turn	wh2_dlc15_resource_factor_waaagh_per_turn	grn_waaagh	0	2147483647	
wh2_dlc15_resource_factor_waaagh_raze	wh2_dlc15_resource_factor_waaagh_raze	grn_waaagh	0	2147483647	
wh2_dlc15_resource_factor_waaagh_success	wh2_dlc15_resource_factor_waaagh_success	grn_waaagh	0	2147483647	
wh2_dlc15_resource_factor_waaagh_triggered	wh2_dlc15_resource_factor_waaagh_triggered	grn_waaagh	-2147483647	0	
wh2_dlc16_resource_factor_food_throt_flesh_lab_negative	wh2_dlc16_resource_factor_food_throt_flesh_lab_negative	skaven_food	-2147483647	0	wh2_main_skv_clan_moulder
wh2_dlc16_resource_factor_food_throt_flesh_lab_positive	wh2_dlc16_resource_factor_food_throt_flesh_lab_positive	skaven_food	0	2147483647	wh2_main_skv_clan_moulder
wh2_dlc16_throt_flesh_lab_growth_vat_gain_battles	wh2_dlc16_throt_flesh_lab_growth_vat_gain_battles	skv_growth_vat	0	2147483647	
wh2_dlc16_throt_flesh_lab_growth_vat_gain_building	wh2_dlc16_throt_flesh_lab_growth_vat_gain_building	skv_growth_vat	0	2147483647	
wh2_dlc16_throt_flesh_lab_growth_vat_gain_passive_gain	wh2_dlc16_throt_flesh_lab_growth_vat_gain_passive_gain	skv_growth_vat	0	2147483647	
wh2_dlc16_throt_flesh_lab_growth_vat_gain_recycle	wh2_dlc16_throt_flesh_lab_growth_vat_gain_recycle	skv_growth_vat	0	2147483647	
wh2_dlc16_throt_flesh_lab_growth_vat_lose_spawn_monster	wh2_dlc16_throt_flesh_lab_growth_vat_lose_spawn_monster	skv_growth_vat	-2147483647	0	
wh2_dlc16_throt_flesh_lab_mutagen_gain_conversion	wh2_dlc16_throt_flesh_lab_mutagen_gain_conversion	skv_mutagen	0	2147483647	
wh2_dlc16_throt_flesh_lab_mutagen_gain_growth_vat	wh2_dlc16_throt_flesh_lab_mutagen_gain_growth_vat	skv_mutagen	0	2147483647	
wh2_dlc16_throt_flesh_lab_mutagen_used_augment	wh2_dlc16_throt_flesh_lab_mutagen_used_augment	skv_mutagen	-2147483647	0	
wh2_dlc16_throt_flesh_lab_mutagen_used_degeneration	wh2_dlc16_throt_flesh_lab_mutagen_used_degeneration	skv_mutagen	-2147483647	0	
wh2_dlc16_throt_flesh_lab_mutagen_used_upgrade	wh2_dlc16_throt_flesh_lab_mutagen_used_upgrade	skv_mutagen	-2147483647	0	
wh2_dlc17_bst_dread_gain_bestial_rage	wh2_dlc17_bst_dread_gain_bestial_rage	bst_dread	-2147483647	2147483647	
wh2_dlc17_bst_dread_gain_missions_events	wh2_dlc17_bst_dread_gain_missions_events	bst_dread	0	2147483647	
wh2_dlc17_bst_dread_gain_taurox_rampage	wh2_dlc17_bst_dread_gain_taurox_rampage	bst_dread	0	2147483647	wh2_dlc17_bst_taurox
wh2_dlc17_bst_dread_gained_battles	wh2_dlc17_bst_dread_gain_battles	bst_dread	0	2147483647	
wh2_dlc17_bst_dread_gained_buildings	buildings	bst_dread	0	2147483647	
wh2_dlc17_bst_dread_gained_razing	looting_sacking_and_razing_settlements	bst_dread	0	2147483647	
wh2_dlc17_bst_dread_used_panel_purchase	wh2_dlc17_bst_dread_used_panel_purchase	bst_dread	-2147483647	0	
wh2_dlc17_bst_herdstone_shard_gain_abandon_settlement	wh2_dlc17_bst_herdstone_shard_gain_abandon_settlement	bst_herdstone_shard	-2147483647	2147483647	
wh2_dlc17_bst_herdstone_shard_ruination_tier_increase	wh2_dlc17_bst_herdstone_shard_ruination_tier_increase	bst_herdstone_shard	-2147483647	2147483647	
wh2_dlc17_bst_herdstone_shard_used_create_herdstone	wh2_dlc17_bst_herdstone_shard_used_create_herdstone	bst_herdstone_shard	-2147483647	2147483647	
wh2_dlc17_bst_ruination_gained_mission_events	wh2_dlc17_bst_ruination_gained_mission_events	bst_ruination	0	2147483647	
wh2_dlc17_bst_ruination_gained_settlement	wh2_dlc17_bst_ruination_gained_settlement	bst_ruination	0	2147483647	
wh2_dlc17_resource_factor_sanctum_gem_sets_complete	wh2_dlc17_resource_factor_sanctum_sets_gained	lzd_sanctum_points	-2147483647	2147483647	
wh2_dlc17_resource_factor_sanctum_gems_retrieved	wh2_dlc17_resource_factor_retrieved	lzd_sanctum_gems	-2147483647	2147483647	
wh2_dlc17_resource_factor_sanctum_sets_complete	wh2_dlc17_resource_factor_gem_sets_completed	lzd_sanctum_gems	-2147483647	2147483647	
wh2_dlc17_resource_factor_sanctums_unlocked	wh2_dlc17_resource_factor_sanctums_unlocked	lzd_sanctum_points	-2147483647	2147483647	
wh2_dlc17_taurox_bst_momentum_gained_base	wh2_dlc17_taurox_bst_momentum_gained_base	bst_momentum	0	2147483647	
wh2_dlc17_taurox_bst_momentum_gained_battle_won	wh2_dlc17_taurox_bst_momentum_gained_battle_won	bst_momentum	0	2147483647	
wh2_dlc17_taurox_bst_momentum_lost_ap_replenish	wh2_dlc17_taurox_bst_momentum_lost_ap_replenish	bst_momentum	-2147483647	0	
wh2_dlc17_taurox_bst_momentum_lost_battle_lost	wh2_dlc17_taurox_bst_momentum_lost_battle_lost	bst_momentum	-2147483647	0	
wh2_dlc17_taurox_bst_momentum_lost_battle_retreat	wh2_dlc17_taurox_bst_momentum_lost_battle_retreat	bst_momentum	-2147483647	0	
wh2_dlc17_taurox_bst_momentum_lost_end_turn	wh2_dlc17_taurox_bst_momentum_lost_end_turn	bst_momentum	-2147483647	0	
wh2_dlc17_taurox_bst_momentum_lost_rampage_over	wh2_dlc17_taurox_bst_momentum_lost_rampage_over	bst_momentum	-2147483647	0	
wh2_dlc17_taurox_bst_rampage_gain_battles	wh2_dlc17_taurox_bst_rampage_gain_battles	bst_rampage	-2147483647	2147483647	
wh2_dlc17_taurox_bst_rampage_used_rampage_over	wh2_dlc17_taurox_bst_rampage_used_rampage_over	bst_rampage	-2147483647	2147483647	
wh2_main_resource_factor_missions_lzd_old_ones_favour	missions	lzd_old_ones_favour	0	2147483647	
wh2_main_ritual_currency_rituals	rituals	wh2_main_ritual_currency	-2147483647	2147483647	
wh3_dlc20_chs_authority_khorne_characters	characters	wh3_dlc20_chs_authority_khorne	-2147483647	2147483647	
wh3_dlc20_chs_authority_khorne_faction	faction	wh3_dlc20_chs_authority_khorne	-2147483647	2147483647	
wh3_dlc20_chs_authority_nurgle_characters	characters	wh3_dlc20_chs_authority_nurgle	-2147483647	2147483647	
wh3_dlc20_chs_authority_nurgle_faction	faction	wh3_dlc20_chs_authority_nurgle	-2147483647	2147483647	
wh3_dlc20_chs_authority_slaanesh_characters	characters	wh3_dlc20_chs_authority_slaanesh	-2147483647	2147483647	
wh3_dlc20_chs_authority_slaanesh_faction	faction	wh3_dlc20_chs_authority_slaanesh	-2147483647	2147483647	
wh3_dlc20_chs_authority_tzeentch_characters	characters	wh3_dlc20_chs_authority_tzeentch	-2147483647	2147483647	
wh3_dlc20_chs_authority_tzeentch_faction	faction	wh3_dlc20_chs_authority_tzeentch	-2147483647	2147483647	
wh3_dlc20_chs_authority_undivided_characters	characters	wh3_dlc20_chs_authority_undivided	-2147483647	2147483647	
wh3_dlc20_chs_authority_undivided_faction	faction	wh3_dlc20_chs_authority_undivided	-2147483647	2147483647	
wh3_dlc20_chs_champions_campaign_progress_other	other	wh3_dlc20_chs_champions_campaign_progress	0	2147483647	
wh3_dlc20_chs_champions_campaign_progress_souls	souls_gain	wh3_dlc20_chs_champions_campaign_progress	0	2147483647	
wh3_dlc20_chs_eotg_eotg	eye_of_the_gods	wh3_dlc20_chs_eye_of_the_gods	-2147483647	0	
wh3_dlc20_chs_eotg_gifts	gifts_of_chaos	wh3_dlc20_chs_eye_of_the_gods	0	2147483647	
wh3_dlc20_chs_souls_battle	battles	wh3_dlc20_chs_souls	0	2147483647	
wh3_dlc20_chs_souls_chaos_gifts	gifts_of_chaos	wh3_dlc20_chs_souls	-2147483647	0	
wh3_dlc20_chs_souls_factor_events	wh3_dlc20_souls_other	wh3_dlc20_chs_souls	0	2147483647	
wh3_dlc20_chs_souls_factor_events_negative	events	wh3_dlc20_chs_souls	-2147483647	0	
wh3_dlc20_chs_souls_factor_rifts	rifts	wh3_dlc20_chs_souls	-2147483647	0	
wh3_dlc20_chs_souls_factor_unholy_manifestations	unholy_manifestations	wh3_dlc20_chs_souls	-2147483647	0	belakor
wh3_dlc20_chs_souls_path_to_glory	path_to_glory	wh3_dlc20_chs_souls	-2147483647	2147483647	
wh3_dlc20_chs_souls_settlements	looting_sacking_and_razing_settlements	wh3_dlc20_chs_souls	0	2147483647	
wh3_dlc20_chs_souls_spent_kho_path_to_glory	path_to_glory	wh3_dlc20_chs_souls_spent_kho	0	2147483647	
wh3_dlc20_chs_souls_spent_kho_sacrifices	gifts_of_chaos	wh3_dlc20_chs_souls_spent_kho	0	2147483647	
wh3_dlc20_chs_souls_spent_kho_sacrifices_upkeep	gifts_of_chaos_upkeep	wh3_dlc20_chs_souls_spent_kho	0	2147483647	
wh3_dlc20_chs_souls_spent_nur_path_to_glory	path_to_glory	wh3_dlc20_chs_souls_spent_nur	0	2147483647	
wh3_dlc20_chs_souls_spent_nur_sacrifices	gifts_of_chaos	wh3_dlc20_chs_souls_spent_nur	0	2147483647	
wh3_dlc20_chs_souls_spent_nur_sacrifices_upkeep	gifts_of_chaos_upkeep	wh3_dlc20_chs_souls_spent_nur	0	2147483647	
wh3_dlc20_chs_souls_spent_sla_path_to_glory	path_to_glory	wh3_dlc20_chs_souls_spent_sla	0	2147483647	
wh3_dlc20_chs_souls_spent_sla_sacrifices	gifts_of_chaos	wh3_dlc20_chs_souls_spent_sla	0	2147483647	
wh3_dlc20_chs_souls_spent_sla_sacrifices_upkeep	gifts_of_chaos_upkeep	wh3_dlc20_chs_souls_spent_sla	0	2147483647	
wh3_dlc20_chs_souls_spent_tze_path_to_glory	path_to_glory	wh3_dlc20_chs_souls_spent_tze	0	2147483647	
wh3_dlc20_chs_souls_spent_tze_sacrifices	gifts_of_chaos	wh3_dlc20_chs_souls_spent_tze	0	2147483647	
wh3_dlc20_chs_souls_spent_tze_sacrifices_upkeep	gifts_of_chaos_upkeep	wh3_dlc20_chs_souls_spent_tze	0	2147483647	
wh3_dlc20_chs_souls_spent_und_path_to_glory	path_to_glory	wh3_dlc20_chs_souls_spent_und	0	2147483647	
wh3_dlc20_chs_souls_spent_und_sacrifices	gifts_of_chaos	wh3_dlc20_chs_souls_spent_und	0	2147483647	
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	gifts_of_chaos_upkeep	wh3_dlc20_chs_souls_spent_und	0	2147483647	
wh3_dlc20_chs_teleport_network_rift_resource	rifts	wh3_dlc20_chs_teleport_network_rift_resource	-2147483647	2147483647	
wh3_dlc20_chs_teleport_network_traversal_azazel	rifts	wh3_dlc20_chs_teleport_network_traversal_azazel	-2147483647	2147483647	
wh3_dlc20_chs_teleport_network_traversal_festus	rifts	wh3_dlc20_chs_teleport_network_traversal_festus	-2147483647	2147483647	
wh3_dlc20_chs_teleport_network_traversal_valkia	rifts	wh3_dlc20_chs_teleport_network_traversal_valkia	-2147483647	2147483647	
wh3_dlc20_chs_teleport_network_traversal_vilitch	rifts	wh3_dlc20_chs_teleport_network_traversal_vilitch	-2147483647	2147483647	
wh3_dlc23_chd_armaments_construction	building_construction	wh3_dlc23_chd_armaments	-2147483647	2147483647	
wh3_dlc23_chd_armaments_convoy	wh3_dlc23_chd_convoy	wh3_dlc23_chd_armaments	-2147483647	0	
wh3_dlc23_chd_armaments_events	events	wh3_dlc23_chd_armaments	-2147483647	2147483647	
wh3_dlc23_chd_armaments_gained_toz	wh3_dlc23_chd_tower_of_zharr_effects	wh3_dlc23_chd_armaments	0	2147483647	
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_hellforge	wh3_dlc23_chd_armaments	-2147483647	0	
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_hellforge_upkeep	wh3_dlc23_chd_armaments	-2147483647	0	
wh3_dlc23_chd_armaments_missions	missions	wh3_dlc23_chd_armaments	-2147483647	2147483647	
wh3_dlc23_chd_armaments_produced	wh3_dlc23_chd_produced	wh3_dlc23_chd_armaments	0	2147483647	
wh3_dlc23_chd_armaments_technology	technology	wh3_dlc23_chd_armaments	-2147483647	0	
wh3_dlc23_chd_conclave_influence_construction	building_construction	wh3_dlc23_chd_conclave_influence	-2147483647	0	
wh3_dlc23_chd_conclave_influence_gained_events	wh3_dlc23_chd_conclave_influence_gained_events	wh3_dlc23_chd_conclave_influence	0	2147483647	
wh3_dlc23_chd_conclave_influence_gained_labour_sacrifice	wh3_dlc23_chd_conclave_influence_gained_labour_sacrifice	wh3_dlc23_chd_conclave_influence	0	2147483647	
wh3_dlc23_chd_conclave_influence_gained_missions	missions	wh3_dlc23_chd_conclave_influence	0	2147483647	
wh3_dlc23_chd_conclave_influence_gained_settlements	wh3_dlc23_chd_conclave_gained_settlements	wh3_dlc23_chd_conclave_influence	0	2147483647	
wh3_dlc23_chd_conclave_influence_gained_temples	wh3_dlc23_chd_conclave_gained_temples	wh3_dlc23_chd_conclave_influence	0	2147483647	
wh3_dlc23_chd_conclave_influence_spent_events	wh3_dlc23_chd_conclave_influence_spent_events	wh3_dlc23_chd_conclave_influence	-2147483647	0	
wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_conclave_influence	-2147483647	0	
wh3_dlc23_chd_conclave_influence_spent_technology	technology	wh3_dlc23_chd_conclave_influence	-2147483647	0	
wh3_dlc23_chd_efficiency_other	other	wh3_dlc23_chd_efficiency	-2147483647	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_bull_centaur_unlocker	0	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_flying_beast_unlocker	0	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_kdaai_unlocker	0	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_melee_inf_unlocker	0	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_missile_inf_unlocker	0	2147483647	
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hell_forge_unit_cap	wh3_dlc23_chd_hellforge_warmachine_unlocker	0	2147483647	
wh3_dlc23_chd_labour_captured_in_battle	captured_in_battle	wh3_dlc23_chd_labour	0	2147483647	
wh3_dlc23_chd_labour_construction	building_construction	wh3_dlc23_chd_labour	-2147483647	0	
wh3_dlc23_chd_labour_convoy	wh3_dlc23_chd_convoy	wh3_dlc23_chd_labour	0	2147483647	
wh3_dlc23_chd_labour_gained_toz	wh3_dlc23_chd_tower_of_zharr_effects	wh3_dlc23_chd_labour	0	2147483647	
wh3_dlc23_chd_labour_global_temp_captured_in_battle	captured_in_battle	wh3_dlc23_chd_labour_global_temp	0	2147483647	
wh3_dlc23_chd_labour_global_temp_looting_sacking_and_razing_settlements	looting_sacking_and_razing_settlements	wh3_dlc23_chd_labour_global_temp	0	2147483647	
wh3_dlc23_chd_labour_global_temp_loss	wh3_dlc23_chd_loss	wh3_dlc23_chd_labour_global_temp	-2147483647	0	
wh3_dlc23_chd_labour_labour_actions	wh3_dlc23_chd_labour_actions	wh3_dlc23_chd_labour	-2147483647	0	
wh3_dlc23_chd_labour_loss	wh3_dlc23_chd_loss	wh3_dlc23_chd_labour	-2147483647	0	
wh3_dlc23_chd_labour_missions	missions	wh3_dlc23_chd_labour	0	2147483647	
wh3_dlc23_chd_labour_missions_temp	missions	wh3_dlc23_chd_labour_global_temp	0	2147483647	
wh3_dlc23_chd_labour_moved	wh3_dlc23_chd_labour_moved	wh3_dlc23_chd_labour	-2147483647	2147483647	
wh3_dlc23_chd_labour_other	other	wh3_dlc23_chd_labour	-2147483647	2147483647	
wh3_dlc23_chd_raw_materials_battles	battles	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_construction	building_construction	wh3_dlc23_chd_raw_materials	-2147483647	2147483647	
wh3_dlc23_chd_raw_materials_consumed	wh3_dlc23_chd_consumed	wh3_dlc23_chd_raw_materials	-2147483647	0	
wh3_dlc23_chd_raw_materials_convoy	wh3_dlc23_chd_convoy	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_gained_toz	wh3_dlc23_chd_tower_of_zharr_effects	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_mined	wh3_dlc23_chd_mined	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_missions	missions	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_settlements_razed	razed_settlements	wh3_dlc23_chd_raw_materials	0	2147483647	
wh3_dlc23_chd_raw_materials_technology	technology	wh3_dlc23_chd_raw_materials	-2147483647	0	
wh3_dlc23_chd_workload_buildings	buildings	wh3_dlc23_chd_workload	0	2147483647	
wh3_dlc23_labour_raiding	raiding	wh3_dlc23_chd_labour	0	2147483647	
wh3_dlc24_cth_mos_steel_actions	wh3_dlc24_cth_mos	wh3_dlc24_cth_mos_steel	-2147483647	2147483647	
wh3_dlc24_cth_mos_steel_per_turn	wh3_dlc24_cth_mos_per_turn	wh3_dlc24_cth_mos_steel	-2147483647	2147483647	
wh3_dlc24_cth_mos_stone_actions	wh3_dlc24_cth_mos	wh3_dlc24_cth_mos_stone	-2147483647	2147483647	
wh3_dlc24_cth_mos_stone_per_turn	wh3_dlc24_cth_mos_per_turn	wh3_dlc24_cth_mos_stone	-2147483647	2147483647	
wh3_dlc24_cth_province_harmony_factor_buildings	buildings	wh3_dlc24_cth_province_harmony	-2147483647	2147483647	
wh3_dlc24_effect_winds_of_magic_compass	wh3_dlc24_effect_winds_of_magic_compass	wh3_main_winds_of_magic	-2147483647	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_battles	battles	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_buildings	buildings	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_hexes	hexes	wh3_dlc24_ksl_spirit_essence	-2147483647	0	
wh3_dlc24_ksl_spirit_essence_factor_looting_sacking_and_razing_settlements	looting_sacking_and_razing_settlements	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_low_corruption	low_corruption	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_magical_forests	magical_forests	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_missions	missions	wh3_dlc24_ksl_spirit_essence	0	2147483647	
wh3_dlc24_ksl_spirit_essence_factor_technology	technology	wh3_dlc24_ksl_spirit_essence	-2147483647	0	
wh3_dlc24_ksl_spirit_essence_factor_witchs_hut_brews	witchs_hut_brews	wh3_dlc24_ksl_spirit_essence	-2147483647	0	
wh3_dlc24_tze_cult_supplies_buildings	buildings	wh3_dlc24_tze_cult_supplies	-2147483647	2147483647	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_cult_supplies_schemes	schemes	wh3_dlc24_tze_cult_supplies	0	2147483647	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_cult_supplies_technology	technology	wh3_dlc24_tze_cult_supplies	0	2147483647	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_grimoires_factor_rifts	rifts	wh3_main_tze_grimoires	-2147483647	0	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_grimoires_factor_schemes	schemes	wh3_main_tze_grimoires	-2147483647	2147483647	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_hidden_cultists_schemes	schemes	wh3_dlc24_tze_hidden_cultists	0	9	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_hidden_cultists_technology	technology	wh3_dlc24_tze_hidden_cultists	-9	0	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_rift_gems_schemes	schemes	wh3_dlc24_tze_rift_gems	0	9	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_rift_gems_technology	technology	wh3_dlc24_tze_rift_gems	-9	0	wh3_dlc24_tze_the_deceivers
wh3_dlc24_tze_skv_nukes_schemes	schemes	skv_nuke	0	5	wh3_dlc24_tze_the_deceivers
wh3_main_corruption_chaos_crackdown	crackdown_hidden	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_ataman	ataman	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_beastmen_herdstone	beastmen_herdstone	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_buildings	buildings	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_characters	characters	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_commandment	commandments	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_compass	cth_compass	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_events	events	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_faction	faction	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_harmony	harmony	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_chaos	-2147483647	2147483647	
