key	unit_attribute	unit_set
wh3_main_effect_attribute_enable_devestating_flanker_sla_cavalry_chariots	devastating_flanker	sla_cavalry_chariots
wh3_main_effect_attribute_enable_perfect_vigour_cth_peasant_horsemen_archer	fatigue_immune	wh3_main_cth_cav_peasant_horsemen_0
wh3_main_effect_attribute_enable_perfect_vigour_kho_bloodletters	fatigue_immune	kho_bloodletters
wh3_main_effect_attribute_enable_perfect_vigour_kho_crushers	fatigue_immune	kho_crushers
wh3_main_effect_attribute_enable_perfect_vigour_sla_cavalry	fatigue_immune	wh3_main_sla_cav
wh3_main_effect_attribute_enable_perfect_vigour_tmb_ushabti	fatigue_immune	wh2_dlc09_tmb_ushabti
wh3_main_effect_attribute_enable_stalk_peasant_archer	stalk	wh3_main_cth_inf_peasant_archers_0
wh3_main_effect_attribute_enable_unbreakable_kho_bloodthirster	unbreakable	wh3_main_kho_mon_bloodthirster_0
wh3_main_effect_attribute_enable_vanguard_deployment_nur_plague_toad_rot_flies	guerrilla_deploy	nur_plague_toad_rot_flies
wh3_main_effect_attribute_spell_mastery_ancient_treemen	spell_mastery	wh2_dlc16_wef_ancient_treemen
wh3_main_effect_attribute_spell_mastery_spellsingers	spell_mastery	wef_dlc05_spellsingers
wh3_main_effect_attribute_wallbreaker_ancient_treemen	wallbreaker	wh2_dlc16_wef_ancient_treemen
wh3_main_effect_attribute_wallbreaker_treemen	wallbreaker	wef_dlc05_treemen
wh3_main_effect_enable_attribute_expert_charge_defence_vs_large_nur_plaguebearer	charge_defense_vs_large	nur_plaguebearers
wh3_main_flesh_hounds_strider	strider	wh3_main_kho_inf_flesh_hounds_of_khorne_0
wh3_main_ogr_cha_hunter_1_perfect_vigour	fatigue_immune	wh3_main_ogr_cha_hunter_1
wh3_main_ogr_gnoblars_unbreakable	unbreakable	ogr_gnoblars
wh3_main_ogr_sabretusks_enable_guerrilla_deployment	guerrilla_deploy	ogr_sabretusks
wh3_main_ogr_sabretusks_enable_immune_to_psychology	immune_to_psychology	ogr_sabretusks
wh3_main_ogr_sabretusks_enable_stalk	stalk	ogr_sabretusks
wh3_main_ogr_sabretusks_vultures_stonehorn_thundertusk_enable_guerrilla_deployment	guerrilla_deploy	ogr_hunters_beasts
wh3_main_ogr_snow_leopard_enable_stalk	stalk	wh3_main_ksl_mon_snow_leopard_0
wh3_main_spell_mastery_tze_cultists	spell_mastery	tze_cultist
wh3_main_spell_mastery_tze_exalted_lords_of_change_kairos	spell_mastery	tze_exalted_lords_of_change_kairos
wh3_main_spell_mastery_tze_iridescent_horrors	spell_mastery	tze_iridescent_horrors
wh3_main_spell_mastery_tze_lords_of_change	spell_mastery	wh3_main_tze_mon_lord_of_change_0
wh3_pro12_kho_flesh_hounds_enable_stalk	stalk	wh3_pro12_chs_flesh_hounds_warhounds
