key	filename	range	animated
2146656068	warmachines/engines/skv_doomwheel/skv_doomwheel_01_destruct.rigid_model_v2	0.0000	skv_doomwheel_destruct
2146656069	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01_destruct.rigid_model_v2	0.0000	def_coldone_chariot_destruct
2146656074	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01_destruct.rigid_model_v2	0.0000	def_reaper_bolt_thrower_destruct
2146656077	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01_destruct.rigid_model_v2	0.0000	lzd_slann_palanquin_destruct
2146656078	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01_destruct.rigid_model_v2	0.0000	skv_plague_furnace_destruct
2146656084	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01_destruct.rigid_model_v2	0.0000	skv_screaming_bell_destruct
2146656086	warmachines\engines\def_bloodcauldron\def_bloodcauldron_01.rigid_model_v2	0.0000	def_cauldron_of_blood
2146656098	warmachines\engines\def_bloodcauldron\building_def_bloodcauldron_01_main_destruct.rigid_model_v2	0.0000	def_cauldron_of_blood_destruct
215622740	warmachines\chariot\lzd_slann_platform\lzd_lord_kroak_platform_01.rigid_model_v2	0.0000	lzd_lord_kroak_platform
229101534	warmachines/chariot/dae_seeker_chariot/dae_seeker_chariot_01.wsmodel	0.0000	dae_seeker_chariot_01
248355926	warmachines\chariot\chs_chariot\dae_chariot_khorne_01_destruct.wsmodel	0.0000	chs_chariot_mkho_small_draught_destruction
252673032	warmachines/engines/def_bloodwrack_shrine/def_bloodwrack_shrine_01.wsmodel	0.0000	def_dlc14_bloodwrack_shrine
260165719	warmachines/engines/skv_lightning_cannon/skv_lightning_cannon_zap_01_destruct.wsmodel	0.0000	skv_lightning_cannon_destruct_ror
270566497	warmachines\chariot\chs_chariot\chs_chariot_01_destruct.wsmodel	0.0000	chs_chariot_small_draught_destruction
280	RigidModels/Naval/Variant/positional_oar_L01_anim.rigid_model_animation	0.0000	positional_oar_L01_anim
28014522	warmachines/chariot/def_scourgerunner_chariot/def_scourgerunner_ravagers_chariot_01.wsmodel	0.0000	def_dlc14_scourgerunner_chariot_ror
281	RigidModels/Naval/Variant/positional_oar_L02_anim.rigid_model_animation	0.0000	positional_oar_L02_anim
283499470	warmachines\engines\tmb_casket_of_souls\tmb_casket_of_souls_01.rigid_model_v2	0.0000	tmb_casket_of_souls
308111782	warmachines\engines\chs_hellcannon\chs_hellcannon_ror_01_destruct.wsmodel	0.0000	chs_hellcannon_destruct_ror
31606219	warmachines\chariot\ksl_ostankya_sled\ksl_hag_witch_sled_01_destruct.wsmodel	0.0000	ksl_hag_witch_sled_destruct
34491315	warmachines\chariot\bst_tuskgor_chariot\bst_tuskgor_chariot_destruct_01.wsmodel	0.0000	bst_tuskgor_chariot_destruct
345089770	warmachines\engines\skv_doomwheel\skv_doomwheel_warp_01_destruct.wsmodel	0.0000	skv_doomwheel_warp_01_destruct
34988084	warmachines/engines/ksl_little_grom/ksl_little_grom_01.wsmodel	0.0000	ksl_little_grom_01
358183619	warmachines\engines\chd_dreadquake\chd_dreadquake_flame_destruct_01.wsmodel	0.0000	chd_dreadquake_ror_destruct
371544881	warmachines\chariot\lzd_slann_platform\lzd_mazdamundi_throne_01.wsmodel	0.0000	lzd_mazdamundi_palanquin
404446129	warmachines/engines/ksl_little_grom/ksl_little_grom_01_destruct.wsmodel	0.0000	ksl_little_grom_01_destruct
405847833	warmachines\engines\cth_fire_rain_rocket_battery\cth_fire_rain_rocket_battery_01.wsmodel	0.0000	cth_fire_rain_rocket_battery
427086796	warmachines/engines/ogr_ironblaster/ogr_ironblaster_01_destruct.wsmodel	0.0000	ogr_ironblaster_destruct
429040124	warmachines\engines\tmb_casket_of_souls\tmb_casket_of_souls_01_destruct.rigid_model_v2	0.0000	tmb_casket_of_souls_destruct
433288465	emp_war_wagon/emp_war_wagon_mortar_01_destruct.wsmodel	0.0000	emp_war_wagon_mortar_destruct
447674935	warmachines\engines\cth_war_compass\cth_war_compass_01.wsmodel	0.0000	cth_war_compass
486273688	warmachines\engines\chd_dreadquake\chd_dreadquake_flatbed_01.wsmodel	0.0000	chd_dreadquake_flatbed
491516821	warmachines\chariot\chs_chariot\dae_chariot_slaanesh_02.wsmodel	0.0000	chs_chariot_msla_large_draught
514722296	warmachines\engines\def_bloodwrack_shrine\def_bloodwrack_shrine_01_destruct.wsmodel	0.0000	def_dlc14_bloodwrack_shrine_destruct
542902307	warmachines\chariot\lzd_slann_platform\lzd_lord_kroak_platform_01_destruct.wsmodel	0.0000	lzd_lord_kroak_platform_destruct
543490036	warmachines/engines/skv_doom_flayer/skv_doom_flayer_destruct.wsmodel	0.0000	skv_doom_flayer_destruct
594747432	warmachines\chariot\chs_chariot\dae_chariot_tzeentch_02_destruct.wsmodel	0.0000	chs_chariot_mtze_large_draught_destruction
605808161	warmachines/engines/cst_mortar/cst_mortar_01.wsmodel	0.0000	cst_mortar
625732044	warmachines\chariot\chs_chariot\dae_chariot_slaanesh_02_destruct.wsmodel	0.0000	chs_chariot_msla_large_draught_destruction
640597532	warmachines/engines/cth_grand_cannon/cth_grand_cannon_01.wsmodel	0.0000	cth_grand_cannon
661709144	warmachines\chariot\chs_chariot\dae_chariot_slaanesh_01_destruct.wsmodel	0.0000	chs_chariot_msla_small_draught_destruction
666152631	warmachines\engines\tmb_skull_catapult\tmb_screaming_skull_catapult_01.rigid_model_v2	0.0000	tmb_skull_catapult
696194071	warmachines/chariot/emp_war_wagon/emp_war_wagon_mortar_01.wsmodel	0.0000	emp_war_wagon_mortar
698480629	warmachines\engines\chs_hellcannon\nor_hellcannon_01_destruct.wsmodel	0.0000	nor_hellcannon_destruct
700911166	warmachines\engines\chd_iron_daemon\chd_iron_daemon_01.wsmodel	0.0000	chd_iron_daemon
722952636	warmachines\chariot\chs_chariot\dae_chariot_tzeentch_01.wsmodel	0.0000	chs_chariot_mtze_small_draught
747889866	warmachines/chariot/ksl_ostankya_sled/ksl_ostankya_sled_01_destruct.rigid_model_v2	0.0000	ksl_ostankya_sled_destruct
76280040	warmachines/engines/skv_doom_flayer/skv_doom_flayer_menace_01.wsmodel	0.0000	skv_doom_flayer_ror
766547426	warmachines\engines\chd_dreadquake\chd_dreadquake_flame_01.wsmodel	0.0000	chd_dreadquake_ror
77765477	warmachines/engines/chs_hellcannon/nor_hellcannon_01.wsmodel	0.0000	nor_hellcannon
786137707	warmachines/engines/skv_doomwheel/skv_doomwheel_warp_01.wsmodel	0.0000	skv_doomwheel_warp_01
8	RigidModels/CampaignPieces/campaign_ship_model.animatable_rigid_model	0.0000	campaign_ship
821570227	warmachines\engines\chd_dreadquake\chd_dreadquake_01.wsmodel	0.0000	chd_dreadquake
824811001	warmachines\chariot\tmb_general_chariot\tmb_general_chariot_01_destruct.rigid_model_v2	0.0000	tmb_tomb_chariot_general_destruct
841953063	warmachines/chariot/emp_war_wagon/emp_war_wagon_01.wsmodel	0.0000	emp_war_wagon
84818520	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_sporesploda_01_destroyed.rigid_model_v2	0.0000	grn_snotling_pump_wagon_sporesploda_destruct
851040452	warmachines/engines/skv_doom_flayer/skv_doom_flayer_blackhole_01.wsmodel	0.0000	skv_doom_flayer_tech_lab_ror
863275400	warmachines/engines/skv_doomwheel/skv_doomwheel_doom_01_destruct.wsmodel	0.0000	skv_doomwheel_destruct_ror
88419250	warmachines\chariot\tmb_arkhan_chariot\tmb_arkhan_chariot_01.rigid_model_v2	0.0000	tmb_tomb_chariot_arkhan
890258164	warmachines/engines/skv_doomwheel/skv_doomwheel_hellfire_01.wsmodel	0.0000	skv_doomwheel_tech_lab_ror
893334361	warmachines/chariot/emp_war_wagon/emp_war_wagon_helblaster_01_destruct.wsmodel	0.0000	emp_war_wagon_hellblaster_destruct
898675554	warmachines\chariot\hef_tiranoc_chariot\hef_tiranoc_chariot01_destruct.rigid_model_v2	0.0000	hef_tiranoc_chariot_hero_destruct
905955913	warmachines/chariot/grn_grom_chariot/grn_grom_chariot_01.wsmodel	0.0000	grn_grom_chariot
921590902	warmachines\engines\chd_iron_daemon\chd_iron_daemon_destruct_01.wsmodel	0.0000	chd_iron_daemon_destruct
945530813	warmachines/engines/cth_fire_rain_rocket_battery/cth_fire_rain_rocket_battery_destruct_01.wsmodel	0.0000	cth_fire_rain_rocket_battery_destruct
949221768	warmachines/engines/skv_lightning_cannon/skv_lightning_cannon_zap_01.wsmodel	0.0000	skv_lightning_cannon_ror
958615512	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_01_destroyed.rigid_model_v2	0.0000	grn_snotling_pump_wagon_destruct
975870812	warmachines/chariot/def_scourgerunner_chariot/def_scourgerunner_chariot_01_destruct.wsmodel	0.0000	def_dlc14_scourgerunner_chariot_destruct
