quote	unit
wh2_main_game_hint_lore_of_death_unit	wh_dlc08_nor_cha_shaman_sorcerer_death_0
wh2_main_game_hint_lore_of_death_unit	wh_dlc08_nor_cha_shaman_sorcerer_death_1
wh2_main_game_hint_lore_of_death_unit	wh_dlc08_nor_cha_shaman_sorcerer_death_2
wh2_main_game_hint_lore_of_death_unit	wh_main_chs_cha_chaos_sorcerer_death_0
wh2_main_game_hint_lore_of_death_unit	wh_main_chs_cha_chaos_sorcerer_death_10
wh2_main_game_hint_lore_of_death_unit	wh_main_chs_cha_chaos_sorcerer_death_11
wh2_main_game_hint_lore_of_death_unit	wh_main_chs_cha_chaos_sorcerer_death_7
wh2_main_game_hint_lore_of_death_unit	wh_main_vmp_cha_vampire_0
wh2_main_game_hint_lore_of_death_unit	wh_main_vmp_cha_vampire_1
wh2_main_game_hint_lore_of_death_unit	wh_main_vmp_cha_vampire_2
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_cylostra_direfin_0
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_cylostra_direfin_1
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh2_main_game_hint_lore_of_deeps_unit	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh2_main_game_hint_lore_of_fire_unit	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh2_main_def_cha_sorceress_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh2_main_def_cha_sorceress_fire_1
wh2_main_game_hint_lore_of_fire_unit	wh2_main_def_cha_sorceress_fire_2
wh2_main_game_hint_lore_of_fire_unit	wh2_main_def_cha_sorceress_fire_3
wh2_main_game_hint_lore_of_fire_unit	wh3_main_ogr_cha_firebelly_0
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_fire_8
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_7
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_8
wh2_main_game_hint_lore_of_fire_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
wh2_main_game_hint_lore_of_fire_unit	wh_dlc08_nor_cha_fimir_balefiend_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh_dlc08_nor_cha_shaman_sorcerer_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh_dlc08_nor_cha_shaman_sorcerer_fire_1
wh2_main_game_hint_lore_of_fire_unit	wh_dlc08_nor_cha_shaman_sorcerer_fire_2
wh2_main_game_hint_lore_of_fire_unit	wh_main_chs_cha_chaos_sorcerer_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh_main_chs_cha_chaos_sorcerer_fire_10
wh2_main_game_hint_lore_of_fire_unit	wh_main_chs_cha_chaos_sorcerer_fire_11
wh2_main_game_hint_lore_of_fire_unit	wh_main_chs_cha_chaos_sorcerer_fire_7
wh2_main_game_hint_lore_of_fire_unit	wh_main_emp_cha_wizard_fire_0
wh2_main_game_hint_lore_of_fire_unit	wh_main_emp_cha_wizard_fire_1
wh2_main_game_hint_lore_of_fire_unit	wh_main_emp_cha_wizard_fire_2
wh2_main_game_hint_lore_of_fire_unit	wh_main_emp_cha_wizard_fire_3
wh2_main_game_hint_lore_of_fire_unit	wh_main_teb_cha_wizard_0
wh2_main_game_hint_lore_of_fire_unit	wh_main_teb_cha_wizard_1
wh2_main_game_hint_lore_of_heavens_unit	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_main_game_hint_lore_of_heavens_unit	wh2_main_lzd_cha_skink_priest_heavens_1
wh2_main_game_hint_lore_of_heavens_unit	wh2_main_lzd_cha_skink_priest_heavens_2
wh2_main_game_hint_lore_of_heavens_unit	wh2_main_lzd_cha_skink_priest_heavens_3
wh2_main_game_hint_lore_of_heavens_unit	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_game_hint_lore_of_heavens_unit	wh3_main_cth_cha_astromancer_0
wh2_main_game_hint_lore_of_heavens_unit	wh3_main_cth_cha_astromancer_1
wh2_main_game_hint_lore_of_heavens_unit	wh3_main_cth_cha_astromancer_2
wh2_main_game_hint_lore_of_heavens_unit	wh_dlc07_brt_cha_prophetess_heavens_0
wh2_main_game_hint_lore_of_heavens_unit	wh_dlc07_brt_cha_prophetess_heavens_1
wh2_main_game_hint_lore_of_heavens_unit	wh_dlc07_brt_cha_prophetess_heavens_2
wh2_main_game_hint_lore_of_heavens_unit	wh_dlc07_brt_cha_prophetess_heavens_3
wh2_main_game_hint_lore_of_heavens_unit	wh_main_brt_cha_damsel_0
wh2_main_game_hint_lore_of_heavens_unit	wh_main_brt_cha_damsel_1
wh2_main_game_hint_lore_of_heavens_unit	wh_main_brt_cha_damsel_2
wh2_main_game_hint_lore_of_heavens_unit	wh_main_brt_cha_damsel_3
wh2_main_game_hint_lore_of_heavens_unit	wh_main_emp_cha_wizard_heavens_0
wh2_main_game_hint_lore_of_heavens_unit	wh_main_emp_cha_wizard_heavens_1
wh2_main_game_hint_lore_of_heavens_unit	wh_main_emp_cha_wizard_heavens_2
wh2_main_game_hint_lore_of_heavens_unit	wh_main_emp_cha_wizard_heavens_4
wh2_main_game_hint_lore_of_heavens_unit	wh_main_ksl_cha_wizard_0
wh2_main_game_hint_lore_of_heavens_unit	wh_main_ksl_cha_wizard_1
wh2_main_game_hint_lore_of_high_magic_unit	wh2_main_hef_cha_mage_high_0
wh2_main_game_hint_lore_of_high_magic_unit	wh2_main_hef_cha_mage_high_1
wh2_main_game_hint_lore_of_high_magic_unit	wh2_main_hef_cha_mage_high_4
wh2_main_game_hint_lore_of_high_magic_unit	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_game_hint_lore_of_life_unit	wh2_dlc13_lzd_cha_slann_mage_priest_life_0
wh2_main_game_hint_lore_of_life_unit	wh2_main_hef_cha_mage_life_0
wh2_main_game_hint_lore_of_life_unit	wh2_main_hef_cha_mage_life_1
wh2_main_game_hint_lore_of_life_unit	wh2_main_hef_cha_mage_life_4
wh2_main_game_hint_lore_of_life_unit	wh3_main_cth_cha_storm_dragon_0
wh2_main_game_hint_lore_of_life_unit	wh3_main_cth_cha_storm_dragon_1
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_emp_cha_wizard_life_0
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_emp_cha_wizard_life_1
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_emp_cha_wizard_life_2
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_emp_cha_wizard_life_3
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_wef_cha_spellsinger_life_0
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_wef_cha_spellsinger_life_1
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_wef_cha_spellsinger_life_2
wh2_main_game_hint_lore_of_life_unit	wh_dlc05_wef_cha_spellsinger_life_3
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_damsel_life_0
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_damsel_life_1
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_damsel_life_2
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_damsel_life_3
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_prophetess_0
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_prophetess_1
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_prophetess_2
wh2_main_game_hint_lore_of_life_unit	wh_dlc07_brt_cha_prophetess_3
wh2_main_game_hint_lore_of_light_unit	wh2_dlc09_tmb_cha_liche_priest_light_0
wh2_main_game_hint_lore_of_light_unit	wh2_dlc09_tmb_cha_liche_priest_light_1
wh2_main_game_hint_lore_of_light_unit	wh2_main_hef_cha_mage_light_0
wh2_main_game_hint_lore_of_light_unit	wh2_main_hef_cha_mage_light_1
wh2_main_game_hint_lore_of_light_unit	wh2_main_hef_cha_mage_light_4
wh2_main_game_hint_lore_of_light_unit	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_game_hint_lore_of_light_unit	wh_main_emp_cha_wizard_light_0
wh2_main_game_hint_lore_of_light_unit	wh_main_emp_cha_wizard_light_1
wh2_main_game_hint_lore_of_light_unit	wh_main_emp_cha_wizard_light_2
wh2_main_game_hint_lore_of_light_unit	wh_main_emp_cha_wizard_light_4
wh2_main_game_hint_lore_of_metal_unit	wh2_dlc13_lzd_cha_slann_mage_priest_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_cth_cha_alchemist_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_cth_cha_alchemist_1
wh2_main_game_hint_lore_of_metal_unit	wh3_main_cth_cha_iron_dragon_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_cth_cha_iron_dragon_1
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_exalted_lord_of_change_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_herald_of_tzeentch_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_herald_of_tzeentch_metal_1
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_herald_of_tzeentch_metal_2
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_iridescent_horror_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_iridescent_horror_metal_1
wh2_main_game_hint_lore_of_metal_unit	wh3_main_tze_cha_iridescent_horror_metal_2
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_7
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_8
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_chs_cha_chaos_sorcerer_metal_8
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
wh2_main_game_hint_lore_of_metal_unit	wh_dlc01_nor_cha_chaos_sorcerer_lord_2
wh2_main_game_hint_lore_of_metal_unit	wh_dlc08_nor_cha_shaman_sorcerer_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh_dlc08_nor_cha_shaman_sorcerer_metal_1
wh2_main_game_hint_lore_of_metal_unit	wh_dlc08_nor_cha_shaman_sorcerer_metal_2
wh2_main_game_hint_lore_of_metal_unit	wh_main_chs_cha_chaos_sorcerer_metal_0
wh2_main_game_hint_lore_of_metal_unit	wh_main_chs_cha_chaos_sorcerer_metal_10
wh2_main_game_hint_lore_of_metal_unit	wh_main_chs_cha_chaos_sorcerer_metal_11
wh2_main_game_hint_lore_of_metal_unit	wh_main_chs_cha_chaos_sorcerer_metal_7
wh2_main_game_hint_lore_of_metal_unit	wh_main_nor_cha_chaos_sorcerer_0
wh2_main_game_hint_lore_of_metal_unit	wh_main_nor_cha_chaos_sorcerer_1
wh2_main_game_hint_lore_of_metal_unit	wh_main_nor_cha_chaos_sorcerer_2
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_khatep_0
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_khatep_1
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_khatep_2
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_settra_0
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_settra_1
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_settra_2
wh2_main_game_hint_lore_of_nehekhara_unit	wh2_dlc09_tmb_cha_settra_3
wh2_main_game_hint_lore_of_shadows_unit	wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh2_main_def_cha_sorceress_shadow_0
wh2_main_game_hint_lore_of_shadows_unit	wh2_main_def_cha_sorceress_shadow_1
wh2_main_game_hint_lore_of_shadows_unit	wh2_main_def_cha_sorceress_shadow_2
wh2_main_game_hint_lore_of_shadows_unit	wh2_main_def_cha_sorceress_shadow_3
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_alluress_shadow_0
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_alluress_shadow_1
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_alluress_shadow_2
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_alluress_shadow_3
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_exalted_keeper_of_secrets_shadow_0
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_herald_of_slaanesh_shadow_0
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_herald_of_slaanesh_shadow_1
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_herald_of_slaanesh_shadow_2
wh2_main_game_hint_lore_of_shadows_unit	wh3_main_sla_cha_herald_of_slaanesh_shadow_3
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc03_bst_cha_bray_shaman_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc03_bst_cha_bray_shaman_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_emp_cha_wizard_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_emp_cha_wizard_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_emp_cha_wizard_shadows_2
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_emp_cha_wizard_shadows_3
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_vmp_cha_vampire_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_vmp_cha_vampire_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_vmp_cha_vampire_shadows_2
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_wef_cha_spellsinger_shadows_0
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_wef_cha_spellsinger_shadows_1
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_wef_cha_spellsinger_shadows_2
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc05_wef_cha_spellsinger_shadows_3
wh2_main_game_hint_lore_of_shadows_unit	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
wh2_main_game_hint_lore_of_the_wild_unit	wh_dlc03_bst_cha_bray_shaman_wild_0
wh2_main_game_hint_lore_of_the_wild_unit	wh_dlc03_bst_cha_bray_shaman_wild_1
wh2_main_game_hint_lore_of_the_wild_unit	wh_dlc03_bst_cha_malagor_the_dark_omen_0
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_helman_ghorst_0
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_helman_ghorst_1
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_master_necromancer_1
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_master_necromancer_2
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_master_necromancer_3
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_necromancer_1
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_necromancer_2
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_necromancer_3
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh2_main_game_hint_lore_of_vampires_unit	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_master_necromancer_0
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_master_necromancer_4
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_master_necromancer_5
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_necromancer_0
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_necromancer_5
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_vampire_lord_0
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_vampire_lord_2
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_vampire_lord_3
wh2_main_game_hint_lore_of_vampires_unit	wh_main_vmp_cha_vampire_lord_5
wh2_main_game_hint_skaven_spells_of_plague_unit	wh2_main_skv_cha_grey_seer_plague_0
wh2_main_game_hint_skaven_spells_of_plague_unit	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_game_hint_skaven_spells_of_plague_unit	wh2_main_skv_cha_lord_skrolk
wh2_main_game_hint_skaven_spells_of_plague_unit	wh2_main_skv_cha_plague_priest_0
wh2_main_game_hint_skaven_spells_of_plague_unit	wh2_main_skv_cha_plague_priest_2
wh2_main_game_hint_skaven_spells_of_ruin_unit	wh2_main_skv_cha_grey_seer_ruin_0
wh2_main_game_hint_skaven_spells_of_ruin_unit	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_game_hint_skaven_spells_of_ruin_unit	wh2_main_skv_cha_warlock_engineer
wh2_main_grn_art_doom_diver_catapult	wh_main_grn_art_doom_diver_catapult
wh2_main_grn_art_goblin_rock_lobber	wh_main_grn_art_goblin_rock_lobber
wh2_main_grn_cav_forest_goblin_spider_riders_0	wh_main_grn_cav_forest_goblin_spider_riders_0
wh2_main_grn_cav_forest_goblin_spider_riders_1	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_grn_cav_goblin_wolf_chariot	wh_main_grn_cav_goblin_wolf_chariot
wh2_main_grn_cav_goblin_wolf_riders_0	wh_main_grn_cav_goblin_wolf_riders_0
wh2_main_grn_cav_goblin_wolf_riders_1	wh_main_grn_cav_goblin_wolf_riders_1
wh2_main_grn_cav_orc_boar_boy_big_uns	wh_main_grn_cav_orc_boar_boy_big_uns
wh2_main_grn_cav_orc_boar_boyz	wh_main_grn_cav_orc_boar_boyz
wh2_main_grn_cav_orc_boar_chariot	wh_main_grn_cav_orc_boar_chariot
wh2_main_grn_cav_savage_orc_boar_boy_big_uns	wh_main_grn_cav_savage_orc_boar_boy_big_uns
wh2_main_grn_cav_savage_orc_boar_boyz	wh_main_grn_cav_savage_orc_boar_boyz
wh2_main_grn_cav_squig_hoppers_0	wh_dlc06_grn_cav_squig_hoppers_0
wh2_main_grn_inf_black_orcs	wh_main_grn_inf_black_orcs
wh2_main_grn_inf_goblin_archers	wh_main_grn_inf_goblin_archers
wh2_main_grn_inf_goblin_spearmen	wh_main_grn_inf_goblin_spearmen
wh2_main_grn_inf_nasty_skukers_0	wh_dlc06_grn_inf_nasty_skulkers_0
wh2_main_grn_inf_night_goblin_archers	wh_main_grn_inf_night_goblin_archers
wh2_main_grn_inf_night_goblins	wh_main_grn_inf_night_goblins
wh2_main_grn_inf_orc_arrer_boyz	wh_main_grn_inf_orc_arrer_boyz
wh2_main_grn_inf_orc_big_uns	wh_main_grn_inf_orc_big_uns
wh2_main_grn_inf_orc_boyz	wh_main_grn_inf_orc_boyz
wh2_main_grn_inf_savage_orc_arrer_boyz	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_grn_inf_savage_orc_big_uns	wh_main_grn_inf_savage_orc_big_uns
wh2_main_grn_inf_savage_orcs	wh_main_grn_inf_savage_orcs
wh2_main_grn_inf_squig_herd_0	wh_dlc06_grn_inf_squig_herd_0
wh2_main_grn_mon_arachnarok_spider_0	wh_main_grn_mon_arachnarok_spider_0
wh2_main_grn_mon_giant	wh_main_grn_mon_giant
wh2_main_grn_mon_trolls	wh_main_grn_mon_trolls
wh2_main_hef_art_eagle_claw_bolt_thrower	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_hef_cav_dragon_princes	wh2_main_hef_cav_dragon_princes
wh2_main_hef_cav_ellyrian_reavers_0	wh2_main_hef_cav_ellyrian_reavers_0
wh2_main_hef_cav_ellyrian_reavers_1	wh2_main_hef_cav_ellyrian_reavers_1
wh2_main_hef_cav_ithilmar_chariot	wh2_main_hef_cav_ithilmar_chariot
wh2_main_hef_cav_silver_helms_0	wh2_main_hef_cav_silver_helms_0
wh2_main_hef_cav_silver_helms_1	wh2_main_hef_cav_silver_helms_1
wh2_main_hef_cav_tiranoc_chariot	wh2_main_hef_cav_tiranoc_chariot
wh2_main_hef_cha_alarielle_the_radiant	wh2_dlc10_hef_cha_alarielle_the_radiant_0
wh2_main_hef_cha_alarielle_the_radiant	wh2_dlc10_hef_cha_alarielle_the_radiant_1
wh2_main_hef_cha_alarielle_the_radiant	wh2_dlc10_hef_cha_alarielle_the_radiant_2
wh2_main_hef_cha_alarielle_the_radiant	wh2_dlc10_hef_cha_alarielle_the_radiant_3
wh2_main_hef_cha_alith_anar	wh2_dlc10_hef_cha_alith_anar_0
wh2_main_hef_cha_teclis_0	wh2_main_hef_cha_teclis_0
wh2_main_hef_cha_teclis_0	wh2_main_hef_cha_teclis_1
wh2_main_hef_cha_tyrion_0	wh2_main_hef_cha_tyrion_0
wh2_main_hef_cha_tyrion_0	wh2_main_hef_cha_tyrion_1
wh2_main_hef_inf_archers_0	wh2_main_hef_inf_archers_0
wh2_main_hef_inf_archers_1	wh2_main_hef_inf_archers_1
wh2_main_hef_inf_gate_guard	wh2_main_hef_inf_gate_guard
wh2_main_hef_inf_lothern_sea_guard_0	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_hef_inf_lothern_sea_guard_1	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_hef_inf_phoenix_guard	wh2_main_hef_inf_phoenix_guard
wh2_main_hef_inf_shadow_walkers_0	wh2_dlc10_hef_inf_shadow_walkers_0
wh2_main_hef_inf_shadow_warriors_0	wh2_dlc10_hef_inf_shadow_warriors_0
wh2_main_hef_inf_sisters_of_avelorn_0	wh2_dlc10_hef_inf_sisters_of_avelorn_0
wh2_main_hef_inf_spearmen_0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_inf_swordmasters_of_hoeth_0	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_hef_inf_white_lions_of_chrace_0	wh2_main_hef_inf_white_lions_of_chrace_0
wh2_main_hef_mon_great_eagle	wh2_main_hef_mon_great_eagle
wh2_main_hef_mon_moon_dragon	wh2_main_hef_mon_moon_dragon
wh2_main_hef_mon_phoenix_flamespyre	wh2_main_hef_mon_phoenix_flamespyre
wh2_main_hef_mon_phoenix_frostheart	wh2_main_hef_mon_phoenix_frostheart
wh2_main_hef_mon_star_dragon	wh2_main_hef_mon_star_dragon
wh2_main_hef_mon_sun_dragon	wh2_main_hef_mon_sun_dragon
wh2_main_lzd_cav_cold_one_spearriders_1	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_cav_cold_ones_1	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_cav_cold_ones_feral_0	wh2_main_lzd_cav_cold_ones_feral_0
wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_cav_horned_ones_0
wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_cav_horned_ones_0_nakai
wh2_main_lzd_cav_terradon_riders_0	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_cav_terradon_riders_1	wh2_main_lzd_cav_terradon_riders_1
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_0
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_1
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_2
wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_cha_kroq_gar_3
wh2_main_lzd_cha_lord_mazdamundi_0	wh2_main_lzd_cha_lord_mazdamundi_0
wh2_main_lzd_cha_lord_mazdamundi_0	wh2_main_lzd_cha_lord_mazdamundi_1
wh2_main_lzd_inf_chameleon_skinks_0	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_inf_saurus_spearmen_0	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_inf_saurus_spearmen_1	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_inf_skink_skirmishers_0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_inf_temple_guards	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_inf_temple_guards	wh2_main_lzd_inf_temple_guards_nakai
wh2_main_lzd_mon_ancient_stegadon	wh2_main_lzd_mon_ancient_stegadon
