key	ui_enable_event	ui_disable_event	ui_targetting_event_start	ui_targetting_event_stop	ui_select_event	enable_event	disable_event	max_distance	use_reverb	switch	wind_up_target_enable_event	wind_up_target_disable_event	wind_up_target_max_distance	wind_up_target_use_reverb	wind_up_target_switch	use_active_time	use_wind_up_time	casting_rtpc_name	state_affecting_ability_state_group	state_affecting_ability_state_inactive	state_affecting_ability_state_active	ui_targetting_group_sound
wh2_main_spell_high_magic_arcane_unforging_upgraded	UI_BAT_SABL_Spell_High_Magic_Arcane_Unforging_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_fiery_convocation	UI_BAT_SABL_Spell_High_Magic_Fiery_Convocation_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_fiery_convocation_upgraded	UI_BAT_SABL_Spell_High_Magic_Fiery_Convocation_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_hand_of_glory	UI_BAT_SABL_Spell_High_Magic_Hand_Of_Glory_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_hand_of_glory_upgraded	UI_BAT_SABL_Spell_High_Magic_Hand_Of_Glory_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_soul_quench	UI_BAT_SABL_Spell_High_Magic_Soul_Quench_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_soul_quench_upgraded	UI_BAT_SABL_Spell_High_Magic_Soul_Quench_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_tempest	UI_BAT_SABL_Spell_High_Magic_Tempest_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_tempest_upgraded	UI_BAT_SABL_Spell_High_Magic_Tempest_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_plague_bless_with_filth	UI_BAT_SABL_Spell_Plague_Bless_With_Filth		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			100.0000	false				100.0000	false		true	true					
wh2_main_spell_plague_dreaded_thirteenth_spell	UI_BAT_SABL_Spell_Plague_Dreaded_13th		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			900.0000	true		IND_magic_plague_dreaded_13th_pre_sfx		900.0000	true		true	true					
wh2_main_spell_plague_pestilent_birth	UI_BAT_SABL_Spell_Plague_Pestilent_Birth		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			700.0000	true		IND_magic_plague_Pestilent_Birth_pre_sfx		900.0000	true		true	true					
wh2_main_spell_plague_pestilent_breath	UI_BAT_SABL_Spell_Plague_Pestilent_Breath		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			700.0000	true				100.0000	false		false	true					
wh2_main_spell_plague_plague	UI_BAT_SABL_Spell_Plague_Plague		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			700.0000	true		IND_Magic_Plague_Plague_pre_sfx		900.0000	true		true	true					
wh2_main_spell_plague_vermintide	UI_BAT_SABL_Spell_Plague_Vermintide		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			700.0000	true		IND_magic_plague_Vermintide_pre_sfx		900.0000	true		true	true					
wh2_main_spell_plague_wither	UI_BAT_SABL_Spell_Plague_Wither		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague			100.0000	false				100.0000	false		false	true					
wh2_main_spell_ruin_cracks_call	UI_BAT_SABL_Spell_Ruin_Cracks_Call_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false		Battle_IND_Magic_Ruin_Cracks_Call_Incoming		100.0000	true		false	true					
wh2_main_spell_ruin_cracks_call_upgraded	UI_BAT_SABL_Spell_Ruin_Cracks_Call_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false		Battle_IND_Magic_Ruin_Cracks_Call_Incoming		100.0000	true		false	true					
wh2_main_spell_ruin_death_frenzy	UI_BAT_SABL_Spell_Ruin_Death_Frenzy_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_ruin_death_frenzy_upgraded	UI_BAT_SABL_Spell_Ruin_Death_Frenzy_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_ruin_howling_warpgale	UI_BAT_SABL_Spell_Ruin_Howling_Warpgale_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_ruin_howling_warpgale_upgraded	UI_BAT_SABL_Spell_Ruin_Howling_Warpgale_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_ruin_scorch	UI_BAT_SABL_Spell_Ruin_Scorch_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_main_spell_ruin_scorch_upgraded	UI_BAT_SABL_Spell_Ruin_Scorch_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_main_spell_ruin_skitterleap	UI_BAT_SABL_Spell_Ruin_Skitterleap_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_main_spell_ruin_skitterleap_upgraded	UI_BAT_SABL_Spell_Ruin_Skitterleap_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_main_spell_ruin_warp_lightning	UI_BAT_SABL_Spell_Ruin_Warp_Lightning_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_ruin_warp_lightning_upgraded	UI_BAT_SABL_Spell_Ruin_Warp_Lightning_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		true	true					
wh2_main_spell_skitterleap	UI_BAT_SABL_Spell_Ruin_Scorch_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_main_unit_abilities_drop_rocks	UI_BAT_SABL_Generic_Enable							100.0000	false				100.0000	false		false	false					wh3_ui_grp_targeting
wh2_revivification_crystal	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		true	true	Battle_Casting_Active_Slew				
wh3_dlc23_hero_abilities_crooked_dice	UI_BAT_SABL_Hero		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	Play_IND_Magic_CHD_Crooked_Dice_Start		350.0000	false				100.0000	false		false	false					
wh3_dlc23_item_abilities_daemon_flask_of_hashut	UI_BAT_SABL_Items				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh3_dlc23_item_abilities_darkened_mist	UI_BAT_SABL_Items		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh3_dlc23_spell_hashut_doom_of_hashut	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			350.0000	false				500.0000	true		false	false					
wh3_dlc23_spell_hashut_flame_and_shadow	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				500.0000	true		false	false					
wh3_dlc23_spell_hashut_modular_ash_storm	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false		Battle_IND_Magic_Hashut_Ash_Storm_Wind_Up		500.0000	true		false	false					
wh3_dlc23_spell_hashut_modular_flames_of_azgorh	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false		IND_Magic_Hashut_Flames_Of_Azgorh_Wind_Up		500.0000	true		false	false					
wh3_dlc23_spell_modular_hashut_curse_of_hashut	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false		Battle_IND_Magic_Hashut_Curse_Of_Hashut_Wind_Up		500.0000	true		false	false					
wh3_dlc23_spell_reforge	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			350.0000	false				500.0000	true		false	false					
wh3_dlc23_unit_abilities_more_power	UI_BAT_SABL_Magic_Wand				UI_BAT_SABL_Select			500.0000	false		Battle_IND_Magic_CHD_More_Power		500.0000	true		false	false					
wh3_main_ability_guardian_call	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select	IND_Magic_Ice_Guardian_Call_Spell		100.0000	false				100.0000	false		false	false					
wh3_main_ability_kho_bloodthirst	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_ability_kho_deathbringer	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_ability_kho_slaughter_and_carnage	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_ability_kis_shard_blade	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select	Battle_IND_Magic_Shard_Blade_Start	Battle_IND_Magic_Shard_Blade_Stop	100.0000	false				100.0000	false		false	false					
wh3_main_ability_modular	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_ability_ogr_flame_incarnate	UI_BAT_SABL_Character		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	IND_Magic_Ogre_Flame_Incarnate_Swirls_Start	IND_Magic_Ogre_Flame_Incarnate_Swirls_Stop	550.0000	true				100.0000	false		false	false					
wh3_main_ability_ogr_gruts_sickle	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_army_ability_ogr_butcher	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_army_ability_ogr_dismember	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_army_ability_ogr_massacre	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_kho_ability_rage_embodied	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			700.0000	false				100.0000	false		false	true					
wh3_main_nurgle_nurgling_tide	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select	IND_Magic_Nurgle_Nurgling_Tide_Start	IND_Magic_Nurgle_Nurgling_Tide_Stop	500.0000	true				900.0000	true		false	false					
wh3_main_spell_ice_frost_blade	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			100.0000	false				100.0000	false		false	false					
wh3_main_spell_tempest_gust_of_True_Flight	UI_BAT_SABL_Spell_Modular_Activate		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Spell_Modular_Select			700.0000	false				100.0000	false		false	true					
wh_dlc03_item_abilities_bound_viletide	UI_BAT_SABL_Spell_Wild_Viletide_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_lore_passive_wild_heart								100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_flock_of_doom	UI_BAT_SABL_Spell_Beasts_Flock_Of_Doom_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_flock_of_doom_upgraded	UI_BAT_SABL_Spell_Beasts_Flock_Of_Doom_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_panns_impenetrable_pelt	UI_BAT_SABL_Spell_Beasts_Panns_Impenetrable_Pelt_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	UI_BAT_SABL_Spell_Beasts_Panns_Impenetrable_Pelt_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_the_amber_spear	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_the_amber_spear_upgraded	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_the_curse_of_anraheir	UI_BAT_SABL_Spell_Beasts_The_Curse_Of_Anraheir_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded	UI_BAT_SABL_Spell_Beasts_The_Curse_Of_Anraheir_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_transformation_of_kadon	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_OneShot		500.0000	true				100.0000	false		false	false					
wh_dlc03_spell_beasts_transformation_of_kadon_emp	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_Enable_Upgraded_Enable				Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_OneShot		500.0000	true				100.0000	false		false	false					
wh_dlc03_spell_beasts_wyssans_wildform	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_beasts_wyssans_wildform_upgraded	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_wild_bray_scream	UI_BAT_SABL_Spell_Wild_Bray_Scream_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_wild_devolve	UI_BAT_SABL_Spell_Wild_Devolve_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_wild_mantle_of_ghorok	UI_BAT_SABL_Spell_Wild_Mantle_Of_Ghorok_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_wild_savage_dominion	UI_BAT_SABL_Spell_Wild_Savage_Dominion_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild	Battle_IND_Magic_Wild_Savage_Dominion_OneShot		500.0000	true				100.0000	false		false	false					
wh_dlc03_spell_wild_traitor_kin	UI_BAT_SABL_Spell_Wild_Traitor_Kin_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_spell_wild_viletide	UI_BAT_SABL_Spell_Wild_Viletide_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild			100.0000	false				100.0000	false		false	false					
wh_dlc03_weapon_abilities_hunting_spear	Battle_IND_Magic_Beasts_The_Amber_Spear_Launch				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc04_lord_abilities_beguile	UI_BAT_SABL_Hero				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_character_abilities_pray_of_anath_raema	UI_BAT_SABL_Magic_Wand				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_hero_abilities_arrow_of_kurnous	UI_BAT_SABL_Spell_Lil_Waaagh_Sneaky_Stabbin_Enable				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_item_abilities_hail_of_doom_arrow	UI_BAT_SABL_Magic_Wand				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_item_abilities_horn_of_the_wild_hunt								100.0000	false				100.0000	false		false	false					
wh_dlc05_item_abilities_horn_of_the_wild_hunt_UI	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_lord_abilities_lamentation_of_despair	UI_BAT_SABL_Spell_Fire_Fireball_Enable				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_lord_abilities_spirit_essence_of_chaos	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_lord_ablities_grey_wolves	UI_BAT_SABL_Spell_Metal_Gehennas_Golden_Hounds_Enable				UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_bound_shield_of_thorns	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_awakening_of_the_wood	UI_BAT_SABL_Spell_Life_Awakening_Of_The_Wood_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_earth_blood	UI_BAT_SABL_Spell_Life_Earth_Blood_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_earth_blood_upgraded	UI_BAT_SABL_Spell_Life_Earth_Blood_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_flesh_to_stone	UI_BAT_SABL_Spell_Life_Flesh_To_Stone_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_flesh_to_stone_upgraded	UI_BAT_SABL_Spell_Life_Flesh_To_Stone_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_regrowth	UI_BAT_SABL_Spell_Life_Regrowth_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_regrowth_upgraded	UI_BAT_SABL_Spell_Life_Regrowth_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_shield_of_thorns	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_shield_of_thorns_upgraded	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_the_dwellers_below	UI_BAT_SABL_Spell_Life_Dwellers_Below_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_life_the_dwellers_below_upgraded	UI_BAT_SABL_Spell_Life_Dwellers_Below_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	UI_BAT_SABL_Spell_Shadow_Melkoths_Mystifying_Miasma_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow			100.0000	false				100.0000	false		false	false					
