identifier	region_group_key	region_group_policy_key	turn_start
3	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_settra	100
3	cai_region_hint_area_lustria	wh3_combi_region_hint_policy_tzeentch_kairos	100
1	cai_region_hint_area_southern_wastes	wh3_combi_region_hint_policy_tzeentch_kairos	0
2	cai_region_hint_area_southern_wastes	wh3_combi_region_hint_policy_tzeentch_kairos	50
3	cai_region_hint_area_southern_wastes	wh3_combi_region_hint_policy_tzeentch_kairos	100
3	cai_region_hint_area_southlands	wh3_combi_region_hint_policy_tzeentch_kairos	100
2	cai_region_hint_sub_area_southern_southlands	wh3_combi_region_hint_policy_tzeentch_kairos	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_vampire_vlad	100
2	cai_region_hint_sub_area_southern_empire	wh3_combi_region_hint_policy_vampire_vlad	50
1	cai_region_hint_sub_area_sylvania	wh3_combi_region_hint_policy_vampire_vlad	0
2	cai_region_hint_sub_area_sylvania	wh3_combi_region_hint_policy_vampire_vlad	50
1	wh3_wood_elf_forests	wh3_combi_region_hint_policy_woodelf	0
2	wh3_wood_elf_forests	wh3_combi_region_hint_policy_woodelf	50
3	wh3_wood_elf_forests	wh3_combi_region_hint_policy_woodelf	100
