battle_name	battle_duration	battle_environment	battle_script	battle_type	is_player_attacker	bmd_layer_type	use_large_armies	battlefield_folder	teleport_cost	catchment_area	campaign_pre_battle_intro_movie	intro_movie	outro_movie_lose	outro_movie_win	screenshot_path	battle_environment_audio	culture	can_retreat	can_retreat_multiplayer	can_autoresolve_in_campaign	difficulty	campaign_loot_multiplier
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_4b	60	weather/battle/wh_day_cloudy_03.environment_group	script\battle\quest_battles\oxyotl\the_golden_blowpipe_of_ptoohee_stage_4b\battle_script.lua	ambush	true	catchment_01	true	qb_wh2_dlc17_oxyotl_the_golden_blowpipe_of_ptoohee	1000	catchment_01					ui/frontend ui/battle_map_images/wh2_dlc17_the_golden_blowpipe_of_ptoohee.png	dlc17_lizardmen_oxotyl_qb_the_golden_blowpipe_of_ptoohee	*	true	true	false	NORMAL	1.0000
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness	60	weather/battle/wh_circlet_of_iron.environment_group	script/battle\quest_battles\malekith\circlet_of_iron\battle_script.lua	classic	true		true	qb_wh2_altar_of_ultimate_darkness	500	catchment_02					UI/Frontend UI/battle_map_images/altar_of_ultimate_darkness.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil	60	weather/battle/wh_vaulsanvil_02.environment	script/battle\quest_battles\malekith\destroyer\battle_script.lua	classic	true	catchment_01	true	qb_wh2_vauls_anvil	500	catchment_01					UI/Frontend UI/battle_map_images/vauls_anvil_qb.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps	60	weather/battle/wh_day_sunset_01.environment_group	script/battle\quest_battles\malekith\supreme_spellshield\battle_script.lua	ambush	false	quest_battle_2	true	qb_wh2_mosquito_swamps	500						UI/Frontend UI/battle_map_images/mosquito_swamps.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim	60	weather/battle/wh_day_cloudy_02.environment_group	script/battle\quest_battles\morathi\heartrender_and_the_darksword\battle_script.lua	classic	true	quest_battle_1	true	qb_wh2_arnheim	500						UI/Frontend UI/battle_map_images/arnheim_qb.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil	60	weather/battle/wh_vaulsanvil_02.environment	script/battle\quest_battles\teclis\sword_of_teclis\battle_script.lua	classic	false	catchment_02	true	qb_wh2_vauls_anvil	500	catchment_02					UI/Frontend UI/battle_map_images/vauls_anvil_qb.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat	60	weather/battle/wh_day_storm_05.environment_group	script/battle\quest_battles\teclis\war_crown_of_saphery\battle_script.lua	ambush	false	quest_battle_1	true	qb_wh2_caverns_of_the_great_bat	500						UI/Frontend UI/battle_map_images/cavern_of_great_bat.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil	60	weather/battle/wh_dragon_armour_of_aenarion.environment_group	script/battle\quest_battles\tyrion\dragon_armour_of_aenarion\battle_script.lua	classic	false	catchment_01	true	qb_wh2_vauls_anvil	500	catchment_01					UI/Frontend UI/battle_map_images/vauls_anvil_qb.png	dark_elves_volcanic	*	true	true	false	NORMAL	1.0000
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth	60	weather/battle/wh_day_storm_04.environment_group	script/battle\quest_battles\tyrion\sunfang\battle_script.lua	classic	true	quest_battle_1	true	qb_wh2_tower_of_hoeth	500						UI/Frontend UI/battle_map_images/tower_of_hoeth.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates	25	weather/battle/wh_day_sunset_04.environment_group	script\battle\quest_battles\kroq_gar\hand_of_gods\battle_script.lua	classic	true		true	qb_wh2_fallen_gates	500	catchment_02					UI/Frontend UI/battle_map_images/fallen_gates.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy	25	weather/battle/wh_day_sunset_04.environment_group	script\battle\quest_battles\kroq_gar\hand_of_gods_e3\battle_script.lua	classic	true		true	qb_wh2_fallen_gates	500	catchment_02					UI/Frontend UI/battle_map_images/fallen_gates.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard	15	weather/battle/wh_day_sunset_04.environment_group	script\battle\quest_battles\kroq_gar\hand_of_gods_e3\battle_script.lua	classic	true		true	qb_wh2_fallen_gates	500	catchment_02					UI/Frontend UI/battle_map_images/fallen_gates.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps	15	weather/battle/wh_day_sunset_01.environment_group	script/battle\quest_battles\kroq_gar\revered_spear_of_tlanxla\battle_script.lua	classic	true	quest_battle_1	true	qb_wh2_mosquito_swamps	500						UI/Frontend UI/battle_map_images/mosquito_swamps.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull	60	weather/battle/wh_day_storm_05.environment_group	script/battle\quest_battles\lord_mazdamundi\cobra_mace_of_mazdamundi\battle_script.lua	classic	true	quest_battle_1	true	qb_wh2_isle_of_the_crimson_skull	500						UI/Frontend UI/battle_map_images/isle_of_crimson_skull.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates	60	weather/battle/wh_day_sunset_04.environment_group	script/battle\quest_battles\lord_mazdamundi\sunburst_standard_of_hexoatl\battle_script.lua	classic	false		true	qb_wh2_fallen_gates	500	catchment_03					UI/Frontend UI/battle_map_images/fallen_gates.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully	60		script/battle\quest_battles\queek_headtaker\dwarf_gouger\battle_script.lua	ambush	false	quest_battle_1	true	qb_wh2_gouger_gully	500						UI/Frontend UI/battle_map_images/gouger_gully.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_skv_queek_warp_shard_armour_stage_6_warp_shard_caverns	60	weather/battle/wh_rotten_03.environment_group	script/battle\quest_battles\queek_headtaker\warp_shard_armour\battle_script.lua	underground_intercept	true	quest_battle_1	false	qb_wh2_warp_shard_armour	500						UI/Frontend UI/battle_map_images/warpshard_caverns.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull	60	weather/battle/wh_day_storm_05.environment_group	script/battle\quest_battles\lord_skrolk\rod_of_corruption\battle_script.lua	classic	true	quest_battle_2	true	qb_wh2_isle_of_the_crimson_skull	500						UI/Frontend UI/battle_map_images/isle_of_crimson_skull.png		*	true	true	false	NORMAL	1.0000
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua	16	weather/battle/wh_night_clear_03.environment_group	script/battle\quest_battles\lord_skrolk\the_liber_bubonicus\battle_script.lua	ambush	false	quest_battle_1	true	qb_wh2_mortuary_of_tzulaqua	500						UI/Frontend UI/battle_map_images/mortuary_of_tzulaqua.png		*	true	true	false	NORMAL	1.0000
wh2_twa03_qb_def_rakarth_whip_of_agony	60	weather/battle/wh_arnheim_01.environment	script/battle\quest_battles\rakarth\whip_of_agony\battle_script.lua	classic	false	catchment_02	true	qb_wh2_dlc11_lokhir_black_ark	500						UI/Frontend UI/battle_map_images/black_ark.png	dark_elves_cold	*	true	true	false	NORMAL	1.0000
wh3_dlc20_qb_chs_azazel_altar_of_battle	-1	weather/battle/wh_wastes_01.environment_group	script\battle\survival_battles\coc_altar_of_battle\azazel\battle_script.lua	survival	false	catchment_01	true	qb_wh3_dlc20_altar_of_battle	-1						ui/frontend ui/battle_map_images/altar_of_battle.png	chaos	wh_main_chs_chaos	true	true	false	NORMAL	1.0000
wh3_dlc20_qb_chs_azazel_daemonblade	60	weather/battle/wh_slaa_realms_02.environment_group	script/battle\quest_battles\azazel\daemonblade\battle_script.lua	classic	true	quest_battle_1	true	wh3_main_macro_sla_realm_01	500	catchment_40					ui/frontend ui/battle_map_images/daemonblade.png		wh3_main_sla_slaanesh	true	true	false	EASY	1.0000
wh3_dlc20_qb_chs_festus_altar_of_battle	-1	weather/battle/wh_wastes_01.environment_group	script\battle\survival_battles\coc_altar_of_battle\festus\battle_script.lua	survival	false	catchment_01	true	qb_wh3_dlc20_altar_of_battle	-1						ui/frontend ui/battle_map_images/altar_of_battle.png	chaos	wh_main_chs_chaos	true	true	false	NORMAL	1.0000
wh3_dlc20_qb_chs_festus_pestilent_potions	60	weather\battle\wh_nurgle_realm_04.environment_group	script/battle\quest_battles\festus\pestilent_potions\battle_script.lua	classic	true	quest_battle_1	true	wh3_main_macro_nur_realm_01	500	catchment_40					ui/frontend ui/battle_map_images/pestilent_potions.png		wh3_main_nur_nurgle	true	true	false	EASY	1.0000
wh3_dlc20_qb_chs_valkia_altar_of_battle	-1	weather/battle/wh_wastes_01.environment_group	script\battle\survival_battles\coc_altar_of_battle\valkia\battle_script.lua	survival	false	catchment_01	true	qb_wh3_dlc20_altar_of_battle	-1						ui/frontend ui/battle_map_images/altar_of_battle.png	chaos	wh_main_chs_chaos	true	true	false	NORMAL	1.0000
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir	60	weather\battle\wh_kho_realm_02.environment_group	script/battle\quest_battles\valkia\the_spear_slaupnir\battle_script.lua	classic	true	quest_battle_1	true	wh3_main_macro_kho_realm_01	500	catchment_40					ui/frontend ui/battle_map_images/the_spear_slaupnir.png		wh3_main_kho_khorne	true	true	false	EASY	1.0000
wh3_dlc20_qb_chs_vilitch_altar_of_battle	-1	weather/battle/wh_wastes_01.environment_group	script\battle\survival_battles\coc_altar_of_battle\vilitch\battle_script.lua	survival	false	catchment_01	true	qb_wh3_dlc20_altar_of_battle	-1						ui/frontend ui/battle_map_images/altar_of_battle.png	chaos	wh_main_chs_chaos	true	true	false	NORMAL	1.0000
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos	60	weather/battle/wh_tze_realm_01.environment_group	script/battle\quest_battles\vilitch\vessel_of_chaos\battle_script.lua	classic	false	quest_battle_1	true	wh3_main_macro_tze_realm_01	500	catchment_40					ui/frontend ui/battle_map_images/vessel_of_chaos.png		wh3_main_tze_tzeentch	true	true	false	EASY	1.0000
wh3_dlc23_chd_relic_army_uncovered	-1	weather/battle/wh_night_clear_02.environment_group	script\battle\quest_battles\dwarf_relics\relic_unlock\battle_script.lua	underground_intercept	true		true	subterranean_chd_a	500	catchment_02					ui/frontend ui/battle_map_images/hazed_hallway_chaos_dwarfs.png	cave	*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_grimnir	-1	weather/battle/wh_nurgle_realm_04.environment_group	script\battle\quest_battles\dwarf_relics\grimnir\battle_script.lua	underground_intercept	true	quest_battle_2	true	qb_wh3_ngl_dwarf_underway	-1						ui/frontend ui/battle_map_images/dwarf_underway.png	cave	*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_grimnir_ie	-1	weather/battle/wh_nurgle_realm_04.environment_group	script\battle\quest_battles\dwarf_relics\grimnir\battle_script.lua	underground_intercept	true	quest_battle_2	true	qb_wh3_ngl_dwarf_underway	500						ui/frontend ui/battle_map_images/dwarf_underway.png	cave	*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_grungni	-1	weather/battle/wh_day_clear_02.environment_group	script\battle\quest_battles\dwarf_relics\grungni\battle_script.lua	underground_intercept	true	quest_battle_3	true	qb_dlc06_subterranean	-1						UI/Frontend UI/battle_map_images/halls_karak_azul.png		*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_grungni_ie	-1	weather/battle/wh_day_clear_02.environment_group	script\battle\quest_battles\dwarf_relics\grungni\battle_script.lua	underground_intercept	true	quest_battle_3	true	qb_dlc06_subterranean	500						UI/Frontend UI/battle_map_images/halls_karak_azul.png		*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_valaya	-1	weather/battle/wh_caverns_of_mourn_01.environment_group	script\battle\quest_battles\dwarf_relics\valaya\battle_script.lua	classic	true	quest_battle_3	true	qb_wh3_ksl_ice_caverns_of_ymirdrak_mega	-1						ui/frontend ui/battle_map_images/caverns_of_mourn_qb_skrag.png		*	true	false	false	NORMAL	1.0000
wh3_dlc23_chd_relic_of_valaya_ie	-1	weather/battle/wh_caverns_of_mourn_01.environment_group	script\battle\quest_battles\dwarf_relics\valaya\battle_script.lua	classic	true	quest_battle_3	true	qb_wh3_ksl_ice_caverns_of_ymirdrak_mega	500						ui/frontend ui/battle_map_images/caverns_of_mourn_qb_skrag.png		*	true	false	false	NORMAL	1.0000
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut	60	weather/battle/wh_day_storm_02.environment_group	script/battle\quest_battles\astragoth\black_hammer_of_hashut\battle_script.lua	classic	false		true	dar_infield_a	500	catchment_24					ui/frontend ui/battle_map_images/black_hammer_of_hashut.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	true	false	NORMAL	1.0000
wh3_dlc23_qb_chd_drazhoath_hellshard_amulet	60	weather/battle/wh_haunted_forest.environment_group	script/battle\quest_battles\drazhoath\hellshard_amulet\battle_script.lua	river_crossing_battle	false	quest_battle_1	true	wh3_main_macro_ogr_haunted_forest_01	500	catchment_13					ui/frontend ui/battle_map_images/hellshard_amulet.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	true	false	NORMAL	1.0000
wh3_dlc23_qb_chd_drill_of_hashut_astragoth	-1	weather/battle/wh_rotten_03.environment_group	script\battle\survival_battles\chd\final_battle.lua	survival	false		true	qb_wh3_dlc23_final_battle	0	catchment_02					ui/frontend ui/battle_map_images/great_drill_of_hashut.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	false	false	NORMAL	1.0000
wh3_dlc23_qb_chd_drill_of_hashut_drazhoath	-1	weather/battle/wh_rotten_03.environment_group	script\battle\survival_battles\chd\final_battle.lua	survival	false		true	qb_wh3_dlc23_final_battle	0	catchment_02					ui/frontend ui/battle_map_images/great_drill_of_hashut.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	false	false	NORMAL	1.0000
wh3_dlc23_qb_chd_drill_of_hashut_zhatan	-1	weather/battle/wh_rotten_03.environment_group	script\battle\survival_battles\chd\final_battle.lua	survival	false		true	qb_wh3_dlc23_final_battle	0	catchment_02					ui/frontend ui/battle_map_images/great_drill_of_hashut.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	false	false	NORMAL	1.0000
wh3_dlc23_qb_chd_zhatan_chaos_runeshield	60		script\battle\quest_battles\zhatan\chaos_runeshield\battle_script.lua	classic	true	catchment_25	true	dar_infield_a	500	catchment_25					ui/frontend ui/battle_map_images/chaos_runeshield.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	true	false	NORMAL	1.0000
wh3_dlc23_survival_chd_final_battle	-1	weather/battle/wh_rotten_03.environment_group	script\battle\survival_battles\chd\final_battle.lua	survival	false		true	qb_wh3_dlc23_final_battle	500	catchment_02					ui/frontend ui/battle_map_images/placeholder.png	climate_darklands	wh3_dlc23_chd_chaos_dwarfs	true	false	false	NORMAL	1.0000
wh3_dlc23_survival_greentide	-1	weather/battle/wh_day_mountains_02.environment_group	script/battle/survival_battles/endless/endless_survival.lua	survival	false		true	major_i_dwf	-1	catchment_02					ui/frontend ui/battle_map_images/placeholder.png	climate_darklands	wh_main_dwf_dwarfs	false	false	false	NORMAL	1.0000
wh3_dlc23_survival_lizardtide	-1	weather/battle/wh_day_sunset_04.environment_group	script/battle/survival_battles/endless/endless_survival.lua	survival	false		true	major_p_brt	-1	catchment_02					ui/frontend ui/battle_map_images/placeholder.png		wh_main_brt_bretonnia	false	false	false	NORMAL	1.0000
wh3_dlc23_survival_undeadtide	-1	weather/battle/wh_day_storm_01.environment_group	script/battle/survival_battles/endless/endless_survival.lua	survival	false		true	major_v_emp	-1	catchment_02					ui/frontend ui/battle_map_images/placeholder.png		wh_main_emp_empire	false	false	false	NORMAL	1.0000
wh3_dlc23_survival_vermintide	-1	weather/battle/wh_rotten_02.environment_group	script/battle/survival_battles/endless/endless_survival.lua	survival	false		true	major_c_ksl	-1	catchment_02					ui/frontend ui/battle_map_images/placeholder.png		wh3_main_ksl_kislev	false	false	false	NORMAL	1.0000
wh3_main_qb_kho_skarbrand_slaughter_and_carnage_brazen_altar	60	weather/battle/wh_brazen_altar_01.environment_group	script/battle\quest_battles\skarbrand\slaughter_and_carnage\battle_script.lua	classic	true	quest_battle_2	true	wh3_pro_brazen_altar	500	quest_battle_2					ui/frontend ui/battle_map_images/brazen_altar.png	khorne	*	true	true	false	NORMAL	1.0000
wh3_main_qb_ksl_katarin_boris_unlock	30	weather/battle/wh_boris_unlock_01.environment_group	script/battle\quest_battles\katarin\boris_campaign_unlock_katarin\battle_script.lua	classic	true	quest_battle_1	true	qb_wh3_ksl_boris_unlock	500	quest_battle_1					ui/frontend ui/battle_map_images/boris_unlock.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_ksl_katarin_the_crystal_cloak_the_fractal_labyrinth	60	weather/battle/wh_ice_witch_rescue_01.environment_group	script/battle\quest_battles\katarin\the_crystal_cloak\battle_script.lua	ambush	false	quest_battle_2	true	qb_wh3_prologue_ice_witch_rescue_mega	500	quest_battle_2					ui/frontend ui/battle_map_images/ice_witch_rescue.png	kislev	*	true	true	false	NORMAL	1.0000
wh3_main_qb_ksl_kostaltyn_boris_unlock	30	weather/battle/wh_boris_unlock_01.environment_group	script/battle\quest_battles\kostaltyn\boris_campaign_unlock_kostaltyn\battle_script.lua	classic	true	quest_battle_1	true	qb_wh3_ksl_boris_unlock	500	quest_battle_1					ui/frontend ui/battle_map_images/boris_unlock.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_ksl_kostaltyn_temple_of_ursun	60	weather/battle/wh_day_desert_03	script/battle\quest_battles\kostaltyn\the_burning_brazier\battle_script.lua	river_crossing_battle	false	quest_battle_1	true	qb_wh3_ksl_temple_of_ursun	500	quest_battle_1					ui/frontend ui/battle_map_images/temple_of_ursun.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_nur_kugath_necrotic_missiles_dwarf_underway	60	weather/battle/wh_necrotic_01.environment_group	script/battle\quest_battles\kugath\necrotic_missiles\battle_script.lua	underground_intercept	true	quest_battle_1	true	qb_wh3_ngl_dwarf_underway	500	quest_battle_1					ui/frontend ui/battle_map_images/dwarf_underway.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_ogr_greasus_overtyrants_crown_fire_mouth_volcano	60	weather/battle/wh_overtyrant_01.environment_group	script/battle\quest_battles\greasus\overtyrants_crown\battle_script.lua	classic	false	quest_battle_1	true	qb_wh3_ogr_fire_mouth_volcano	500	quest_battle_1					ui/frontend ui/battle_map_images/firemouth_volcano.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_ogr_skrag_cauldron_of_the_great_maw_caverns_of_mourn	60	weather/battle/wh_caverns_of_mourn_01.environment_group	script/battle\quest_battles\skrag\cauldron_of_the_great_maw\battle_script.lua	classic	false	quest_battle_2	true	qb_wh3_ksl_ice_caverns_of_ymirdrak_mega	500	quest_battle_2					ui/frontend ui/battle_map_images/caverns_of_mourn_qb_skrag.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_sla_nkari_sword_sea_of_dreams	60	weather/battle/wh_underwater_01.environment_group	script/battle\quest_battles\nkari\sword\battle_script.lua	river_crossing_battle	true	quest_battle_1	true	qb_wh3_sln_sea_of_dreams	500	quest_battle_1					ui/frontend ui/battle_map_images/sea_of_dreams.png		*	true	true	false	NORMAL	1.0000
wh3_main_qb_tze_kairos_staff_of_tomorrow_floating_chaos_island	60	weather/battle/wh_floating_chaos_01.environment_group	script/battle\quest_battles\kairos\staff_of_tomorrow\battle_script.lua	river_crossing_battle	true	quest_battle_1	true	qb_wh3_tze_floating_chaos_island	500	quest_battle_1					ui/frontend ui/battle_map_images/floating_chaos_island.png	tzeentch	*	true	true	false	NORMAL	1.0000
wh3_main_survival_forge_of_souls_wh3_main_cth_miao_ying	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_cth_zhao_ming	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_dae_daemon_prince	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_kho_skarbrand	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_ksl_boris	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_ksl_katarin	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_ksl_kostaltyn	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_nur_kugath	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_ogr_greasus_goldtooth	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_ogr_skrag_the_slaughterer	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_sla_nkari	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_forge_of_souls_wh3_main_tze_kairos	-1	weather/battle/wh_forge_02.environment_group	script/battle\survival_battles\chs\battle_script_campaign.lua	survival	false		true	wh3_survival_forge_of_souls	-1						ui/frontend ui/battle_map_images/the_forge_of_souls.png		wh_main_chs_chaos	true	true	false	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_cth_miao_ying	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_cth_miao_ying_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_cth_miao_ying_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_cth_zhao_ming	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_cth_zhao_ming_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_cth_zhao_ming_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_dae_daemon_prince	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_dae_daemon_prince_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_dae_daemon_prince_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_kho_skarbrand	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
