member	context	faction
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_Positive	ACTOR	wh2_main_rogue_hef_tor_elithis
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionHighElves	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionLizardmen	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionSkaven	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionTombKings	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionVamp	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionVamp_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionVamp_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionWoodElves	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_Positive	ACTOR	wh2_main_rogue_vauls_expedition
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionCathay	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionDaemon	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKhorne	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKislev	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionNurgle	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionOgre	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionSlaanesh	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionTzeentch	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Doombreeds_Followers_&_Positive	ACTOR	wh3_main_rogue_doombreeds_followers
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionCathay	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionDaemon	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKhorne	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKislev	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionNurgle	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionOgre	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionSlaanesh	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionTzeentch	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_Legion_Of_Gorehath_&_Positive	ACTOR	wh3_main_rogue_legion_of_gorehath
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionCathay	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionDaemon	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKhorne	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKislev	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionNurgle	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionOgre	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionSlaanesh	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionTzeentch	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_KHO_The_Bloody_Harvest_&_Positive	ACTOR	wh3_main_rogue_the_bloody_harvest
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBeastmen	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBretonnia	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDarkElves	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDwarf	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionEmpire	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionGreenskin	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_rogue_celestial_storm
diplomacy_FactionGroup_Rogue_LZD_Faction_CelestialStorm_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_rogue_celestial_storm
