video_name	video_type	audio_tracks	script_ref
spell_previews/kroak/wh_dlc12_spell_kroak_deliveance_of_itza_3	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_awakening_of_the_wood	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_earth_blood	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_flesh_to_stone	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_regrowth	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_shield_of_thorns	VIDEO_TUTORIAL	1	0
spell_previews/life/wh_dlc05_spell_life_the_dwellers_below	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_banishment	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_bironas_timewarp	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_light_of_battle	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_net_of_amyntok	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_phas_protection	VIDEO_TUTORIAL	1	0
spell_previews/light/wh_main_spell_light_shems_burning_gaze	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_curse_of_da_bad_moon	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_gorkll_fix_it	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_itchy_nuisance	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_night_shroud	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_sneaky_stabbin	VIDEO_TUTORIAL	1	0
spell_previews/lil_waaagh/wh_main_spell_lil_waaagh_vindictive_glare	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_final_transmutation	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_gehennas_golden_hounds	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_glittering_robe	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_plague_of_rust	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_searing_doom	VIDEO_TUTORIAL	1	0
spell_previews/metal/wh_main_spell_metal_transmutation_of_lead	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_usekphs_incantation_of_desiccation	VIDEO_TUTORIAL	1	0
spell_previews/nehekhara/wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_blight_boil	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_curse_of_the_leper	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_fleshy_abundance	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_miasma_of_pestilence	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_rancid_visitations	VIDEO_TUTORIAL	1	0
spell_previews/nurgle/wh3_main_nurgle_stream_of_corruption	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_bless_with_filth	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_pestilent_birth	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_pestilent_breath	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_plague	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_the_dreaded_thirteenth_spell	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_vermintide	VIDEO_TUTORIAL	1	0
spell_previews/plague/wh2_main_spell_plague_wither	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_dlc14_spell_ruin_flensing_ruin	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_cracks_call	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_death_frenzy	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_howling_warpgale	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_scorch	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_skitterleap	VIDEO_TUTORIAL	1	0
spell_previews/ruin/wh2_main_spell_ruin_warp_lightning	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_breaking	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_negation	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_oath_and_steel	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_slowness	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_speed	VIDEO_TUTORIAL	1	0
spell_previews/rune/wh2_dlc17_spell_rune_rune_of_wrath_and_ruin	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_melkoths_mystifying_miasma	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_okkams_mindrazor	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_pits_of_shades	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_the_enfeebling_foe	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_the_penumbral_pendulum	VIDEO_TUTORIAL	1	0
spell_previews/shadows/wh_dlc05_spell_shadows_withering	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_acquiescence	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_hysterical_frenzy	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_lash	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_lash_of_slaanesh	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_pavane_of_slaanesh	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_phantasmagoria	VIDEO_TUTORIAL	1	0
spell_previews/slaanesh/wh3_main_slaanesh_slicing_shards	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_armour_of_darkness	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_black_whirlwind	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_brittle_bones	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_skitterleap	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_veil_of_shadows	VIDEO_TUTORIAL	1	0
spell_previews/stealth/wh2_dlc14_spell_stealth_warp_stars	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_biting_wind	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_blizzard	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_gust_of_true_flight	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_hailstorm	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_hawks_of_miska	VIDEO_TUTORIAL	1	0
spell_previews/tempest/wh3_main_tempest_swiftwing	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_blue_fire_fin	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_blue_fire_of_tzeentch	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_firestorm_fin	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_glean_magic	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_glean_magic_fin	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_infernal_gateway	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_pink_fire	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_pink_fire_fin	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_pink_fire_of_tzeentch	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_treason_of_tzeentch	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_treason_of_tzeentch_fin	VIDEO_TUTORIAL	1	0
spell_previews/tzeentch/wh3_main_tzeentch_tzeentchs_firestorm	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_dlc04_spell_vampire_awaken_from_the_grave	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_dlc04_spell_vampire_command_of_the_unliving	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_curse_of_years	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_invocation_of_nehek	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_raise_dead	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_vanhels_danse_macabre	VIDEO_TUTORIAL	1	0
spell_previews/vampire/wh_main_spell_vampires_wind_of_death	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_bray_scream	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_devolve	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_mantle_of_ghorok	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_savage_dominion	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_traitor_kin	VIDEO_TUTORIAL	1	0
spell_previews/wild/wh_dlc03_spell_wild_viletide	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_constellation_of_the_dragon	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_dragon_breath	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_jade_shield	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_might_of_heaven_and_earth	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_stone_ground_stance	VIDEO_TUTORIAL	1	0
spell_previews/yang/wh3_main_yang_wall_of_wind_and_fire	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_ancestral_warriors	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_blossom_wind	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_cloak_of_jet	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_missile_mirror	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_storm_of_shadows	VIDEO_TUTORIAL	1	0
spell_previews/yin/wh3_main_yin_talons_of_night	VIDEO_TUTORIAL	1	0
startup_movie_01	FULLSCREEN_INTRO	1	12
startup_movie_02	FULLSCREEN_INTRO	1	0
startup_movie_03	FULLSCREEN_INTRO	1	0
startup_movie_04	FULLSCREEN_INTRO	1	0
startup_movie_05	FULLSCREEN_INTRO	1	0
sty_pan_ai_forge	CAMPAIGN_ESTABLISH	1	0
sty_pan_belakor_1	CAMPAIGN_ESTABLISH	1	0
sty_pan_belakor_2	CAMPAIGN_ESTABLISH	1	0
sty_pan_belakor_3	CAMPAIGN_ESTABLISH	1	0
sty_pan_belakor_win	CAMPAIGN_ESTABLISH	1	0
sty_pan_defeat	CAMPAIGN_ESTABLISH	1	0
sty_pan_faction	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_1	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_2	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_3	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_4	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_5	CAMPAIGN_ESTABLISH	1	0
sty_pan_mother_ostankya_hex_6	CAMPAIGN_ESTABLISH	1	0
sty_pan_realms	CAMPAIGN_ESTABLISH	1	0
sty_pan_rift_exit	CAMPAIGN_ESTABLISH	1	0
sty_pan_rifts_appear	CAMPAIGN_ESTABLISH	1	0
sty_pan_roar	CAMPAIGN_ESTABLISH	1	0
sty_pan_soul_1	CAMPAIGN_ESTABLISH	1	0
sty_pan_soul_2	CAMPAIGN_ESTABLISH	1	0
sty_pan_soul_3	CAMPAIGN_ESTABLISH	1	0
sty_pan_soul_4	CAMPAIGN_ESTABLISH	1	0
sty_pan_the_changeling	CAMPAIGN_ESTABLISH	1	0
sty_pan_tome	CAMPAIGN_ESTABLISH	1	0
sty_pan_yuan_bo	CAMPAIGN_ESTABLISH	1	0
sword_of_khaine	CAMPAIGN_ESTABLISH	1	0
test_movie_warhammer	FULLSCREEN_INTRO	1	0
the_changeling_scheme	CAMPAIGN_ESTABLISH	1	0
todbringer_defeated	CAMPAIGN_ESTABLISH	1	0
treachery_of_tzeenth	CAMPAIGN_ESTABLISH	1	0
under_empire_army	CAMPAIGN_ESTABLISH	1	0
warhammer3/adv_int	FULLSCREEN_INTRO	1	3
warhammer3/belakor_1	FULLSCREEN_INTRO	1	4
warhammer3/belakor_2	FULLSCREEN_INTRO	1	5
warhammer3/belakor_3	FULLSCREEN_INTRO	1	6
warhammer3/belakor_4	FULLSCREEN_INTRO	1	7
warhammer3/belakor_4_alt	FULLSCREEN_INTRO	1	33
warhammer3/belakor_4_ogr	FULLSCREEN_INTRO	1	34
warhammer3/champions/dlc20_azazel_intro	FULLSCREEN_INTRO	1	40
warhammer3/champions/dlc20_azazel_win	FULLSCREEN_INTRO	1	44
warhammer3/champions/dlc20_festus_intro	FULLSCREEN_INTRO	1	41
warhammer3/champions/dlc20_festus_win	FULLSCREEN_INTRO	1	45
warhammer3/champions/dlc20_valkia_intro	FULLSCREEN_INTRO	1	42
warhammer3/champions/dlc20_valkia_win	FULLSCREEN_INTRO	1	46
warhammer3/champions/dlc20_vilitch_intro	FULLSCREEN_INTRO	1	43
warhammer3/champions/dlc20_vilitch_win	FULLSCREEN_INTRO	1	47
warhammer3/chd/dlc23_astragoth_intro	FULLSCREEN_INTRO	1	48
warhammer3/chd/dlc23_astragoth_win	FULLSCREEN_INTRO	1	51
warhammer3/chd/dlc23_drazhoath_intro	FULLSCREEN_INTRO	1	49
warhammer3/chd/dlc23_drazhoath_win	FULLSCREEN_INTRO	1	52
warhammer3/chd/dlc23_zhatan_intro	FULLSCREEN_INTRO	1	50
warhammer3/chd/dlc23_zhatan_win	FULLSCREEN_INTRO	1	53
warhammer3/cth/cth_intro	FULLSCREEN_INTRO	1	8
warhammer3/cth/cth_win	FULLSCREEN_INTRO	1	9
warhammer3/cth/yuan_bo_intro	FULLSCREEN_INTRO	1	59
warhammer3/cth/yuan_bo_win	FULLSCREEN_INTRO	1	56
warhammer3/dae/dae_intro	FULLSCREEN_INTRO	1	10
warhammer3/dae/dae_win	FULLSCREEN_INTRO	1	11
warhammer3/dwf/malakai_intro	FULLSCREEN_INTRO	1	62
warhammer3/dwf/malakai_win	FULLSCREEN_INTRO	1	63
warhammer3/emp/elspeth_intro	FULLSCREEN_INTRO	1	60
warhammer3/emp/elspeth_win	FULLSCREEN_INTRO	1	61
warhammer3/journey_to_forge	FULLSCREEN_INTRO	1	13
warhammer3/journey_to_forge_cth	FULLSCREEN_INTRO	1	35
warhammer3/journey_to_forge_ksl	FULLSCREEN_INTRO	1	36
warhammer3/kho/kho_intro_ska	FULLSCREEN_INTRO	1	14
warhammer3/kho/kho_win_ska	FULLSCREEN_INTRO	1	15
warhammer3/ksl/ksl_intro_bor	FULLSCREEN_INTRO	1	16
warhammer3/ksl/ksl_intro_kat	FULLSCREEN_INTRO	1	17
warhammer3/ksl/ksl_intro_kot	FULLSCREEN_INTRO	1	20
warhammer3/ksl/ksl_win_bor	FULLSCREEN_INTRO	1	21
warhammer3/ksl/ksl_win_kat	FULLSCREEN_INTRO	1	22
warhammer3/ksl/ksl_win_kot	FULLSCREEN_INTRO	1	23
warhammer3/ksl/mother_ostankya_intro	FULLSCREEN_INTRO	1	57
warhammer3/ksl/mother_ostankya_win	FULLSCREEN_INTRO	1	54
warhammer3/nur/nur_intro_plg	FULLSCREEN_INTRO	1	24
warhammer3/nur/nur_win_plg	FULLSCREEN_INTRO	1	25
warhammer3/nur/tamurkhan_intro	FULLSCREEN_INTRO	1	64
warhammer3/nur/tamurkhan_win	FULLSCREEN_INTRO	1	65
warhammer3/ogr/ogr_intro	FULLSCREEN_INTRO	1	26
warhammer3/ogr/ogr_win_gre	FULLSCREEN_INTRO	1	27
warhammer3/ogr/ogr_win_skg	FULLSCREEN_INTRO	1	28
warhammer3/prologue/kislev_tutorial_01	FULLSCREEN_INTRO	1	0
warhammer3/prologue/kislev_tutorial_02	FULLSCREEN_INTRO	1	0
warhammer3/prologue/kislev_tutorial_03	FULLSCREEN_INTRO	1	0
warhammer3/prologue/pro_int	FULLSCREEN_INTRO	1	92
warhammer3/prologue/pro_int_cutdown	FULLSCREEN_INTRO	1	92
warhammer3/prologue/pro_win	FULLSCREEN_INTRO	1	122
warhammer3/prologue/pro_win_cutdown	FULLSCREEN_INTRO	1	122
warhammer3/prologue/prologue_recruit_300x300_v1	FULLSCREEN_INTRO	1	0
warhammer3/prologue/prologue_repair_300x300_v1	FULLSCREEN_INTRO	1	0
warhammer3/prologue/wh3_construct_building	FULLSCREEN_INTRO	1	0
warhammer3/prologue/wh3_construct_growth_building	FULLSCREEN_INTRO	1	0
warhammer3/prologue/wh3_construct_main_building	FULLSCREEN_INTRO	1	0
warhammer3/sla/sla_intro_nka	FULLSCREEN_INTRO	1	29
warhammer3/sla/sla_win_nka	FULLSCREEN_INTRO	1	30
warhammer3/test/pistol	FULLSCREEN_INTRO	1	0
warhammer3/tze/the_changeling_intro	FULLSCREEN_INTRO	1	58
warhammer3/tze/the_changeling_win	FULLSCREEN_INTRO	1	55
warhammer3/tze/tze_intro_fat	FULLSCREEN_INTRO	1	31
warhammer3/tze/tze_win_fat	FULLSCREEN_INTRO	1	32
wh2_desert_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_disease_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_jungle_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_maelstorm_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_naval_defeat	CAMPAIGN_ESTABLISH	1	0
wh2_naval_victory	CAMPAIGN_ESTABLISH	1	0
wh2_reef_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_sea_encounters_1	CAMPAIGN_ESTABLISH	1	0
wh2_sea_encounters_2	CAMPAIGN_ESTABLISH	1	0
wh2_skaven_underworld	CAMPAIGN_ESTABLISH	1	0
wh2_storm_attrition	CAMPAIGN_ESTABLISH	1	0
wh2_treasure_hunt	CAMPAIGN_ESTABLISH	1	0
wh2_treasure_hunt_2	CAMPAIGN_ESTABLISH	1	0
wh2_treasure_hunt_3	CAMPAIGN_ESTABLISH	1	0
wh2_treasure_hunt_4	CAMPAIGN_ESTABLISH	1	0
wh3_drag_and_select	FULLSCREEN_INTRO	1	0
wh3_form_army	FULLSCREEN_INTRO	1	0
win_streak_ended	CAMPAIGN_ESTABLISH	1	0
winds_of_magic_change	CAMPAIGN_ESTABLISH	1	0
winter_activated	CAMPAIGN_ESTABLISH	1	0
wulfhart_hunters	CAMPAIGN_ESTABLISH	1	0
wulfhart_mandate	CAMPAIGN_ESTABLISH	1	0
yuan_bo_imperial_decree	CAMPAIGN_ESTABLISH	1	0
yvresse_upgraded	CAMPAIGN_ESTABLISH	1	0
