key	token_type	number_of_uses	icon	rounds_cooldown_before_use	weight	bag_price	plan_type	tier	mod_negative_draw_pct	max_drawn_copies
wh3_dlc29_economic_green_basic_treasury_small_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	8		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economic_green_basic_treasury_very_large_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	2		wh3_dlc29_economic_plan	3	1500	0
wh3_dlc29_economic_green_basic_treasury_very_large_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	2		wh3_dlc29_economic_plan	4	1500	0
wh3_dlc29_economic_green_basic_treasury_very_large_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	2		wh3_dlc29_economic_plan	5	1500	0
wh3_dlc29_economic_green_basic_warpstone_gdp_large_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	1	2000	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	2	2000	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	3	2000	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	4	2000	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	5	2000	2
wh3_dlc29_economic_green_basic_warpstone_gdp_small_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	1	1000	0
wh3_dlc29_economic_green_basic_warpstone_gdp_small_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economic_green_basic_warpstone_gdp_small_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economic_green_basic_warpstone_gdp_small_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economic_green_basic_warpstone_gdp_small_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	5	1000	0
wh3_dlc29_economic_green_basic_warpstone_large_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	2		wh3_dlc29_economic_plan	1	1500	0
wh3_dlc29_economic_green_basic_warpstone_large_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	2		wh3_dlc29_economic_plan	2	1500	0
wh3_dlc29_economic_green_basic_warpstone_large_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	2		wh3_dlc29_economic_plan	3	1500	0
wh3_dlc29_economic_green_basic_warpstone_large_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	2		wh3_dlc29_economic_plan	4	1500	0
wh3_dlc29_economic_green_basic_warpstone_large_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	2		wh3_dlc29_economic_plan	5	1500	0
wh3_dlc29_economic_green_basic_warpstone_mid_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	6		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economic_green_basic_warpstone_mid_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	6		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economic_green_basic_warpstone_mid_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	6		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	1	1000	0
wh3_dlc29_economic_green_basic_warpstone_small_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economic_green_basic_warpstone_small_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	8		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economic_green_basic_warpstone_very_large_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	2		wh3_dlc29_economic_plan	3	1500	0
wh3_dlc29_economic_green_basic_warpstone_very_large_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	2		wh3_dlc29_economic_plan	4	1500	0
wh3_dlc29_economic_green_basic_warpstone_very_large_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	2		wh3_dlc29_economic_plan	5	1500	0
wh3_dlc29_economic_green_eshin_all_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	6		wh3_dlc29_economic_plan	2	0	2
wh3_dlc29_economic_green_eshin_all_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	6		wh3_dlc29_economic_plan	3	0	2
wh3_dlc29_economic_green_eshin_all_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	6		wh3_dlc29_economic_plan	4	0	2
wh3_dlc29_economic_green_grey_seer_treasury_large_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	4		wh3_dlc29_economic_plan	1	1000	2
wh3_dlc29_economic_green_grey_seer_treasury_large_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	4		wh3_dlc29_economic_plan	2	1000	2
wh3_dlc29_economic_green_grey_seer_treasury_large_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	4		wh3_dlc29_economic_plan	3	1000	2
wh3_dlc29_economic_green_rictus_warpstone_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	4		wh3_dlc29_economic_plan	2	500	2
wh3_dlc29_economic_green_rictus_warpstone_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	4		wh3_dlc29_economic_plan	3	500	2
wh3_dlc29_economic_green_rictus_warpstone_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	4		wh3_dlc29_economic_plan	4	500	0
wh3_dlc29_economic_green_skill_food_huge	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food.png	-1	3		wh3_dlc29_economic_plan	5	1000	1
wh3_dlc29_economic_green_skill_treasury_huge	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	3		wh3_dlc29_economic_plan	5	1000	1
wh3_dlc29_economic_green_skill_warpstone_huge	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	3		wh3_dlc29_economic_plan	5	1000	1
wh3_dlc29_economic_green_skryre_treasury_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	6		wh3_dlc29_economic_plan	2	1000	2
wh3_dlc29_economic_green_skryre_treasury_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	6		wh3_dlc29_economic_plan	3	1000	2
wh3_dlc29_economic_green_skryre_treasury_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	6		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economic_green_skryre_warpstone_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	6		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economic_green_skryre_warpstone_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	6		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economic_green_skryre_warpstone_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	6		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economic_mod_pool_eshin_all_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_mod_pool_grey_seer_treasury_large_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_mod_pool_rictus_warpstone_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_mod_pool_skryre_treasury_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_mod_pool_skryre_warpstone_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_red_have_warpstone_lose_food	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_red.png	-1	4		wh3_dlc29_economic_plan	3	0	1
wh3_dlc29_economic_upgrade_basic_treasury_gdp_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_upgrade_basic_treasury_gdp_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_basic_treasury_gdp_4	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economic_upgrade_basic_treasury_gdp_5	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	4	0	0
wh3_dlc29_economic_upgrade_basic_warpstone_gdp_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_upgrade_basic_warpstone_gdp_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_basic_warpstone_gdp_4	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economic_upgrade_basic_warpstone_gdp_5	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	4	0	0
wh3_dlc29_economic_upgrade_eshin_all_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_eshin_all_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economic_upgrade_grey_seer_treasury_large_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_upgrade_grey_seer_treasury_large_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economic_upgrade_rictus_warpstone_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_rictus_warpstone_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_eshin_operatives.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economic_upgrade_skryre_treasury_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_skryre_treasury_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_converter_green.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economic_upgrade_skryre_warpstone_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	1		wh3_dlc29_economic_plan	2	0	0
wh3_dlc29_economic_upgrade_skryre_warpstone_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill_green.png	-1	1		wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economy_action_assassin_draw	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_treasury.png	3	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_economic_plan	3	0	0
wh3_dlc29_economy_action_select_resource	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_adapt.png	-1	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_mod_pool_basic_food_mid_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_large.png	-1	1		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economy_mod_pool_basic_food_small_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_mod_pool_basic_treasury_mid_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economy_mod_pool_basic_treasury_mid_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economy_mod_pool_basic_treasury_mid_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economy_mod_pool_basic_treasury_very_large_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	3	1500	0
wh3_dlc29_economy_mod_pool_basic_treasury_very_large_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	4	1500	0
wh3_dlc29_economy_mod_pool_basic_treasury_very_large_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	1		wh3_dlc29_economic_plan	5	1500	0
wh3_dlc29_economy_mod_pool_basic_warpstone_mid_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	2	1000	0
wh3_dlc29_economy_mod_pool_basic_warpstone_mid_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	3	1000	0
wh3_dlc29_economy_mod_pool_basic_warpstone_mid_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	4	1000	0
wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_1	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	3	1500	0
wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	4	1500	0
wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	1		wh3_dlc29_economic_plan	5	1500	0
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_red.png	-1	4		wh3_dlc29_economic_plan	1	0	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_red.png	-1	4		wh3_dlc29_economic_plan	2	0	1
wh3_dlc29_economy_red_alarm_food_3	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_red.png	-1	4		wh3_dlc29_economic_plan	3	0	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_red.png	-1	4		wh3_dlc29_economic_plan	1	0	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_red.png	-1	4		wh3_dlc29_economic_plan	2	0	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_red.png	-1	4		wh3_dlc29_economic_plan	3	0	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_red.png	-1	4		wh3_dlc29_economic_plan	1	0	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_red.png	-1	4		wh3_dlc29_economic_plan	2	0	1
wh3_dlc29_economy_red_alarm_warpstone_3	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_red.png	-1	4		wh3_dlc29_economic_plan	3	0	1
wh3_dlc29_economy_upgrade_basic_food_mid_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_upgrade_basic_food_mid_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food_large.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_upgrade_basic_food_small_2	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_upgrade_basic_food_small_3	wh3_dlc29_token_type_modify_pool	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food.png	-1	1		wh3_dlc29_economic_plan	1	0	0
wh3_dlc29_economy_yellow_select_resource_speed	wh3_dlc29_token_type_yellow	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_more_rats.png	-1	1		wh3_dlc29_economic_plan	1	1000	1
wh3_dlc29_economy_yellow_select_resource_treasury	wh3_dlc29_token_type_yellow	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_perfect_crime.png	-1	1		wh3_dlc29_economic_plan	1	0	1
wh3_dlc29_economy_yellow_select_resource_warpstone	wh3_dlc29_token_type_yellow	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpmine_drill.png	-1	1		wh3_dlc29_economic_plan	1	0	1
wh3_dlc29_green_economic_dangerous_treasury_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury_large.png	-1	1		wh3_dlc29_economic_plan	1	1000	0
wh3_dlc29_green_economic_dangerous_warpstone_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone_large.png	-1	1		wh3_dlc29_economic_plan	1	1000	0
wh3_dlc29_green_military_lab_1_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_hell_pit_abomination.png	-1	1		wh3_dlc29_military_plan	3	1000	0
wh3_dlc29_green_military_lab_2_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_stormfiend.png	-1	1		wh3_dlc29_military_plan	3	1000	0
wh3_dlc29_green_military_lab_3_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_doomwheel.png	-1	1		wh3_dlc29_military_plan	3	1000	0
wh3_dlc29_green_military_mercenaries_1_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_missile_infantry.png	-1	1		wh3_dlc29_military_plan	3	0	0
wh3_dlc29_green_military_mercenaries_2_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_stormvermin.png	-1	1		wh3_dlc29_military_plan	3	500	0
wh3_dlc29_green_military_mercenaries_3_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rat_hordes.png	-1	1		wh3_dlc29_military_plan	3	500	0
wh3_dlc29_green_military_reinforcements_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_all_around_squad.png	-1	1		wh3_dlc29_military_plan	1	500	0
wh3_dlc29_green_military_warp_doom_magma_cannon	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warp_doom_magma_cannon.png	-1	4		wh3_dlc29_military_plan	5	500	0
wh3_dlc29_magic_create_undercity_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_elite_operatives.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_assassins	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_assassins_green.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_crafting	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_thieves_holes.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_kidnappers	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_kidnappers.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_mine	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_miners.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_refinery	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_ warpstone_refinery.png	-1	4		wh3_dlc29_magic_plan	1	1000	1
wh3_dlc29_magic_create_undercity_filler_token_strip_mine	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_strip_mine.png	-1	4		wh3_dlc29_magic_plan	1	1000	1
wh3_dlc29_magic_create_undercity_filler_token_thieves	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_thieves_holes.png	-1	4		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_filler_token_treasury	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_treasury.png	-1	4		wh3_dlc29_magic_plan	1	500	0
wh3_dlc29_magic_create_undercity_piece_a_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_create_undercity_piece_b_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_grey_seers.png	-1	6		wh3_dlc29_magic_plan	1	1000	1
wh3_dlc29_magic_create_undercity_piece_c_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_create_undercity_piece_d_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	6		wh3_dlc29_magic_plan	1	1000	1
wh3_dlc29_magic_draw_combo_piece	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_invigorate.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_magic_plan	1	0	0
wh3_dlc29_magic_pull_moon_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rat_hordes.png	-1	6		wh3_dlc29_magic_plan	1	0	1
