province	region	is_capital
wh3_main_combi_province_ironfrost_glacier	wh3_main_combi_region_dagraks_end	true
wh3_main_combi_province_serpent_estuary	wh3_main_combi_region_dai_cheng	false
wh3_main_combi_province_deadwood	wh3_main_combi_region_dargoth	false
wh3_main_combi_province_the_howling_wastes	wh3_main_combi_region_darkhold	false
wh3_main_combi_province_dawns_landing	wh3_main_combi_region_dawns_light	false
wh3_main_combi_province_western_jungles	wh3_main_combi_region_deaths_head_monoliths	false
wh3_main_combi_province_barrier_idols	wh3_main_combi_region_deff_gorge	true
wh3_main_combi_province_the_blasted_wastes	wh3_main_combi_region_desolation_of_drakenmoor	false
wh3_main_combi_province_broken_teeth	wh3_main_combi_region_desolation_of_nagash	false
wh3_main_combi_province_nordland	wh3_main_combi_region_dietershafen	false
wh3_main_combi_province_blood_river_valley	wh3_main_combi_region_dok_karaz	false
wh3_main_combi_province_crater_of_the_waking_dead	wh3_main_combi_region_doom_glade	false
wh3_main_combi_province_mountains_of_naglfari	wh3_main_combi_region_doomkeep	true
wh3_main_combi_province_wissenland	wh3_main_combi_region_dotternbach	false
wh3_main_combi_province_iron_coast	wh3_main_combi_region_drackla_spire	false
wh3_main_combi_province_the_dragon_isles	wh3_main_combi_region_dragon_fang_mount	false
wh3_main_combi_province_central_great_bastion	wh3_main_combi_region_dragon_gate	true
wh3_main_combi_province_western_badlands	wh3_main_combi_region_dragonhorn_mines	false
wh3_main_combi_province_eastern_steppes	wh3_main_combi_region_dragons_crossroad	false
wh3_main_combi_province_the_dragon_isles	wh3_main_combi_region_dread_rock	true
wh3_main_combi_province_eastern_badlands	wh3_main_combi_region_dringorackaz	false
wh3_main_combi_province_the_capes	wh3_main_combi_region_dusk_peaks	false
wh3_main_combi_province_gash_kadrak	wh3_main_combi_region_eagle_eyries	false
wh3_main_combi_province_eagle_gate	wh3_main_combi_region_eagle_gate	true
wh3_main_combi_province_reikland	wh3_main_combi_region_eilhart	false
wh3_main_combi_province_western_badlands	wh3_main_combi_region_ekrund	true
wh3_main_combi_province_the_cracked_land	wh3_main_combi_region_el_kalabad	false
wh3_main_combi_province_iron_coast	wh3_main_combi_region_eldar_spire	false
wh3_main_combi_province_southern_yvresse	wh3_main_combi_region_elessaeli	true
wh3_main_combi_province_chrace	wh3_main_combi_region_elisia	false
wh3_main_combi_province_river_lynsk	wh3_main_combi_region_erengrad	true
wh3_main_combi_province_southern_sylvania	wh3_main_combi_region_eschen	false
wh3_main_combi_province_ostermark	wh3_main_combi_region_essen	false
wh3_main_combi_province_avelorn	wh3_main_combi_region_evershale	false
wh3_main_combi_province_atalan_mountains	wh3_main_combi_region_eye_of_the_panther	false
wh3_main_combi_province_isthmus_of_lustria	wh3_main_combi_region_fallen_gates	false
wh3_main_combi_province_rib_peaks	wh3_main_combi_region_fallen_king_mountain	false
wh3_main_combi_province_the_abyssal_glacier	wh3_main_combi_region_fateweavers_crevasse	true
wh3_main_combi_province_bone_road	wh3_main_combi_region_fire_mouth	false
wh3_main_combi_province_gnoblar_country	wh3_main_combi_region_flayed_rock	true
wh3_main_combi_province_stirland	wh3_main_combi_region_flensburg	false
wh3_main_combi_province_chimera_plateau	wh3_main_combi_region_floating_mountain	false
wh3_main_combi_province_aymara_swamps	wh3_main_combi_region_floating_pyramid	true
wh3_main_combi_province_marshes_of_madness	wh3_main_combi_region_floating_village	false
wh3_main_combi_province_the_bleak_coast	wh3_main_combi_region_forest_of_arnheim	false
wh3_main_combi_province_forest_of_gloom	wh3_main_combi_region_forest_of_gloom	true
wh3_main_combi_province_gisoreux_gap	wh3_main_combi_region_fort_bergbres	true
wh3_main_combi_province_southern_oblast	wh3_main_combi_region_fort_jakova	true
wh3_main_combi_province_northern_sylvania	wh3_main_combi_region_fort_oberstyre	false
wh3_main_combi_province_troll_country	wh3_main_combi_region_fort_ostrosk	true
wh3_main_combi_province_winters_teeth_pass	wh3_main_combi_region_fort_soll	true
wh3_main_combi_province_troll_country	wh3_main_combi_region_fort_straghov	false
wh3_main_combi_province_dawns_landing	wh3_main_combi_region_fortress_of_dawn	true
wh3_main_combi_province_stonesky_foothills	wh3_main_combi_region_fortress_of_eyes	false
wh3_main_combi_province_the_shard_lands	wh3_main_combi_region_fortress_of_the_damned	true
wh3_main_combi_province_the_red_wastes	wh3_main_combi_region_foundry_of_bones	false
wh3_main_combi_province_goromadny_mountains	wh3_main_combi_region_frozen_landing	false
wh3_main_combi_province_jade_river_delta	wh3_main_combi_region_fu_chow	false
wh3_main_combi_province_broken_lands_of_tian_li	wh3_main_combi_region_fu_hung	true
wh3_main_combi_province_volcanic_islands	wh3_main_combi_region_fuming_serpent	false
wh3_main_combi_province_coast_of_araby	wh3_main_combi_region_fyrus	false
wh3_main_combi_province_avelorn	wh3_main_combi_region_gaean_vale	true
wh3_main_combi_province_southern_badlands	wh3_main_combi_region_galbaraz	true
wh3_main_combi_province_spiteful_peaks	wh3_main_combi_region_ghrond	true
wh3_main_combi_province_forest_of_arden	wh3_main_combi_region_gisoreux	false
wh3_main_combi_province_peak_pass	wh3_main_combi_region_gnashraks_lair	false
wh3_main_combi_province_gnoblar_country	wh3_main_combi_region_gnobbly_gorge	false
wh3_main_combi_province_the_turtle_isles	wh3_main_combi_region_golden_ziggurat	false
wh3_main_combi_province_barrier_idols	wh3_main_combi_region_gor_gazan	false
wh3_main_combi_province_gash_kadrak	wh3_main_combi_region_gorger_rock	false
wh3_main_combi_province_the_wasteland	wh3_main_combi_region_gorssel	false
wh3_main_combi_province_mountains_of_naglfari	wh3_main_combi_region_graeling_moot	false
wh3_main_combi_province_devils_backbone	wh3_main_combi_region_granite_massif	false
wh3_main_combi_province_stonesky_foothills	wh3_main_combi_region_granite_spikes	false
wh3_main_combi_province_great_desert_of_araby	wh3_main_combi_region_great_desert_of_araby	true
wh3_main_combi_province_ivory_road	wh3_main_combi_region_great_hall_of_greasus	true
wh3_main_combi_province_zorn_uzkul	wh3_main_combi_region_great_skull_lakes	false
wh3_main_combi_province_the_turtle_isles	wh3_main_combi_region_great_turtle_isle	true
wh3_main_combi_province_averland	wh3_main_combi_region_grenzstadt	false
wh3_main_combi_province_titan_peaks	wh3_main_combi_region_grey_rock_point	false
wh3_main_combi_province_griffon_gate	wh3_main_combi_region_griffon_gate	true
wh3_main_combi_province_southern_grey_mountains	wh3_main_combi_region_grimhold	false
wh3_main_combi_province_ivory_road	wh3_main_combi_region_grimtop	false
wh3_main_combi_province_southern_grey_mountains	wh3_main_combi_region_gristle_valley	false
wh3_main_combi_province_rib_peaks	wh3_main_combi_region_grom_peak	true
wh3_main_combi_province_southern_badlands	wh3_main_combi_region_gronti_mingol	false
wh3_main_combi_province_the_southern_wastes	wh3_main_combi_region_grotrilexs_glare_lighthouse	false
wh3_main_combi_province_reikland	wh3_main_combi_region_grunburg	false
wh3_main_combi_province_northern_grey_mountains	wh3_main_combi_region_grung_zint	false
wh3_main_combi_province_gryphon_wood	wh3_main_combi_region_gryphon_wood	true
wh3_main_combi_province_the_black_flood	wh3_main_combi_region_hag_graef	true
wh3_main_combi_province_doom_glades	wh3_main_combi_region_hag_hall	true
wh3_main_combi_province_plains_of_xen	wh3_main_combi_region_haichai	true
wh3_main_combi_province_wastelands_of_jinshen	wh3_main_combi_region_hanyu_port	true
wh3_main_combi_province_the_road_of_skulls	wh3_main_combi_region_har_ganeth	true
wh3_main_combi_province_iron_foothills	wh3_main_combi_region_har_kaldra	false
wh3_main_combi_province_black_blood_pass	wh3_main_combi_region_hell_pit	true
wh3_main_combi_province_axe_bite_pass	wh3_main_combi_region_helmgart	true
wh3_main_combi_province_hochland	wh3_main_combi_region_hergig	true
wh3_main_combi_province_isthmus_of_lustria	wh3_main_combi_region_hexoatl	true
wh3_main_combi_province_the_clawed_coast	wh3_main_combi_region_hoteks_column	false
wh3_main_combi_province_the_blasted_wastes	wh3_main_combi_region_howling_rock	false
wh3_main_combi_province_the_gwangee_valley	wh3_main_combi_region_hualotal	true
wh3_main_combi_province_ironsand_desert	wh3_main_combi_region_ice_rock_gorge	false
wh3_main_combi_province_path_to_the_east	wh3_main_combi_region_icespewer	false
wh3_main_combi_province_northern_wastes	wh3_main_combi_region_infernius	false
wh3_main_combi_province_death_pass	wh3_main_combi_region_iron_rock	false
wh3_main_combi_province_eastern_steppes	wh3_main_combi_region_iron_storm	false
wh3_main_combi_province_ironfrost_glacier	wh3_main_combi_region_ironfrost	false
wh3_main_combi_province_ashen_coast	wh3_main_combi_region_ironspike	false
wh3_main_combi_province_albion	wh3_main_combi_region_isle_of_wights	false
wh3_main_combi_province_river_qurveza	wh3_main_combi_region_itza	true
wh3_main_combi_province_forests_of_the_moon	wh3_main_combi_region_jade_wind_mountain	false
wh3_main_combi_province_jungles_of_chian	wh3_main_combi_region_jungles_of_chian	true
wh3_main_combi_province_shifting_sands	wh3_main_combi_region_ka_sabar	true
wh3_main_combi_province_the_night_forest_road	wh3_main_combi_region_kaiax	true
wh3_main_combi_province_talabecland	wh3_main_combi_region_kappelburg	false
wh3_main_combi_province_black_water	wh3_main_combi_region_karag_dromar	false
wh3_main_combi_province_death_pass	wh3_main_combi_region_karag_dron	false
wh3_main_combi_province_devils_backbone	wh3_main_combi_region_karag_orrud	true
wh3_main_combi_province_eastern_border_princes	wh3_main_combi_region_karak_angazhar	false
wh3_main_combi_province_blightwater	wh3_main_combi_region_karak_azgal	true
wh3_main_combi_province_southern_grey_mountains	wh3_main_combi_region_karak_azgaraz	false
wh3_main_combi_province_mountains_of_mourn	wh3_main_combi_region_karak_azorn	true
wh3_main_combi_province_southern_worlds_edge_mountains	wh3_main_combi_region_karak_azul	true
wh3_main_combi_province_the_vaults	wh3_main_combi_region_karak_bhufdar	false
wh3_main_combi_province_the_skull_road	wh3_main_combi_region_karak_dum	true
wh3_main_combi_province_eight_peaks	wh3_main_combi_region_karak_eight_peaks	true
wh3_main_combi_province_black_mountains	wh3_main_combi_region_karak_hirn	true
wh3_main_combi_province_the_vaults	wh3_main_combi_region_karak_izor	true
wh3_main_combi_province_peak_pass	wh3_main_combi_region_karak_kadrin	true
wh3_main_combi_province_ivory_road	wh3_main_combi_region_karak_krakaten	false
wh3_main_combi_province_southern_grey_mountains	wh3_main_combi_region_karak_norn	true
wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_combi_region_karak_raziak	false
wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_combi_region_karak_ungor	false
wh3_main_combi_province_goromadny_mountains	wh3_main_combi_region_karak_vlag	true
wh3_main_combi_province_gash_kadrak	wh3_main_combi_region_karak_vrag	true
wh3_main_combi_province_northern_grey_mountains	wh3_main_combi_region_karak_ziflin	false
wh3_main_combi_province_southlands_worlds_edge_mountains	wh3_main_combi_region_karak_zorn	true
wh3_main_combi_province_the_silver_road	wh3_main_combi_region_karaz_a_karak	true
wh3_main_combi_province_the_broken_lands	wh3_main_combi_region_karond_kar	true
wh3_main_combi_province_the_road_of_skulls	wh3_main_combi_region_kauark	false
wh3_main_combi_province_talabecland	wh3_main_combi_region_kemperbad	false
wh3_main_combi_province_gianthome_mountains	wh3_main_combi_region_khazid_bordkarag	false
wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_combi_region_khazid_irkulaz	true
wh3_main_combi_province_land_of_the_dead	wh3_main_combi_region_khemri	true
wh3_main_combi_province_red_desert	wh3_main_combi_region_khymerica_spire	false
wh3_main_combi_province_talsyn	wh3_main_combi_region_kings_glade	true
wh3_main_combi_province_river_urskoy	wh3_main_combi_region_kislev	true
wh3_main_combi_province_albion	wh3_main_combi_region_konquata	true
wh3_main_combi_province_blightwater	wh3_main_combi_region_kradtommen	false
wh3_main_combi_province_gianthome_mountains	wh3_main_combi_region_kraka_drak	true
wh3_main_combi_province_talabecland	wh3_main_combi_region_krugenheim	false
wh3_main_combi_province_forests_of_the_moon	wh3_main_combi_region_kunlan	true
wh3_main_combi_province_crater_of_the_waking_dead	wh3_main_combi_region_lahmia	true
wh3_main_combi_province_marches_of_couronne	wh3_main_combi_region_languille	false
wh3_main_combi_province_land_of_assassins	wh3_main_combi_region_lashiek	false
wh3_main_combi_province_the_witchs_wood	wh3_main_combi_region_laurelorn_forest	true
wh3_main_combi_province_mount_li	wh3_main_combi_region_li_temple	false
wh3_main_combi_province_mount_li	wh3_main_combi_region_li_zhu	false
wh3_main_combi_province_ice_tooth_mountains	wh3_main_combi_region_longship_graveyard	false
wh3_main_combi_province_southlands_worlds_edge_mountains	wh3_main_combi_region_lost_plateau	false
wh3_main_combi_province_eataine	wh3_main_combi_region_lothern	true
wh3_main_combi_province_tilea	wh3_main_combi_region_luccini	false
wh3_main_combi_province_crater_of_the_waking_dead	wh3_main_combi_region_lybaras	false
wh3_main_combi_province_coast_of_lyonesse	wh3_main_combi_region_lyonesse	true
wh3_main_combi_province_isthmus_of_lustria	wh3_main_combi_region_macu_peaks	false
wh3_main_combi_province_estalia	wh3_main_combi_region_magritta	true
wh3_main_combi_province_devils_backbone	wh3_main_combi_region_mahrak	false
wh3_main_combi_province_culchan_plains	wh3_main_combi_region_mangrove_coast	false
wh3_main_combi_province_the_wasteland	wh3_main_combi_region_marienburg	true
wh3_main_combi_province_headhunters_jungle	wh3_main_combi_region_marks_of_the_old_ones	false
wh3_main_combi_province_atalan_mountains	wh3_main_combi_region_martek	false
wh3_main_combi_province_barrows_of_cuileux	wh3_main_combi_region_massif_orcal	true
wh3_main_combi_province_eastern_border_princes	wh3_main_combi_region_matorca	false
wh3_main_combi_province_middenland	wh3_main_combi_region_middenheim	true
wh3_main_combi_province_middenland	wh3_main_combi_region_middenstag	false
wh3_main_combi_province_black_mountains	wh3_main_combi_region_mighdal_vongalbarak	false
wh3_main_combi_province_spine_of_sotek	wh3_main_combi_region_mine_of_the_bearded_skulls	true
wh3_main_combi_province_imperial_road	wh3_main_combi_region_ming_zhu	false
wh3_main_combi_province_tilea	wh3_main_combi_region_miragliano	true
wh3_main_combi_province_cothique	wh3_main_combi_region_mistnar	false
wh3_main_combi_province_blightwater	wh3_main_combi_region_misty_mountain	false
wh3_main_combi_province_vanaheim_mountains	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	true
wh3_main_combi_province_the_blood_marshes	wh3_main_combi_region_monolith_of_bubonicus	false
wh3_main_combi_province_bloodfire_falls	wh3_main_combi_region_monolith_of_festerlung	false
wh3_main_combi_province_mountains_of_hel	wh3_main_combi_region_monolith_of_flesh	false
wh3_main_combi_province_irrana_mountains	wh3_main_combi_region_montenas	false
wh3_main_combi_province_bastonne	wh3_main_combi_region_montfort	false
wh3_main_combi_province_the_creeping_jungle	wh3_main_combi_region_monument_of_izzatal	false
wh3_main_combi_province_jungles_of_pahualaxa	wh3_main_combi_region_monument_of_the_moon	false
wh3_main_combi_province_ostermark	wh3_main_combi_region_mordheim	false
wh3_main_combi_province_marshes_of_madness	wh3_main_combi_region_morgheim	true
wh3_main_combi_province_southlands_worlds_edge_mountains	wh3_main_combi_region_mount_arachnos	false
wh3_main_combi_province_the_ice_fire_plains	wh3_main_combi_region_mount_athull	false
wh3_main_combi_province_the_desolation_of_azgorh	wh3_main_combi_region_mount_grey_hag	false
wh3_main_combi_province_deadrock_gap	wh3_main_combi_region_mount_gunbad	true
wh3_main_combi_province_the_desolation_of_azgorh	wh3_main_combi_region_mount_silverspear	false
wh3_main_combi_province_the_silver_road	wh3_main_combi_region_mount_squighorn	false
wh3_main_combi_province_gnoblar_country	wh3_main_combi_region_mount_thug	false
wh3_main_combi_province_coast_of_lyonesse	wh3_main_combi_region_mousillon	false
wh3_main_combi_province_western_border_princes	wh3_main_combi_region_myrmidens	true
wh3_main_combi_province_broken_teeth	wh3_main_combi_region_nagashizzar	true
wh3_main_combi_province_ostermark	wh3_main_combi_region_nagenhof	false
wh3_main_combi_province_iron_foothills	wh3_main_combi_region_naggarond	true
wh3_main_combi_province_mountains_of_naglfari	wh3_main_combi_region_naglfari_plain	false
wh3_main_combi_province_deadwood	wh3_main_combi_region_nagrar	false
wh3_main_combi_province_central_jungles	wh3_main_combi_region_nahuontl	false
wh3_main_combi_province_gunpowder_road	wh3_main_combi_region_nan_gau	true
wh3_main_combi_province_gunpowder_road	wh3_main_combi_region_nan_li	false
wh3_main_combi_province_stirland	wh3_main_combi_region_niedling	false
wh3_main_combi_province_nongchang_basin	wh3_main_combi_region_nonchang	true
wh3_main_combi_province_ostland	wh3_main_combi_region_norden	false
wh3_main_combi_province_eastern_oblast	wh3_main_combi_region_novchozy	true
wh3_main_combi_province_estalia	wh3_main_combi_region_nuja	false
wh3_main_combi_province_wissenland	wh3_main_combi_region_nuln	true
wh3_main_combi_province_land_of_the_dead	wh3_main_combi_region_numas	false
wh3_main_combi_province_black_water	wh3_main_combi_region_oakenhammer	false
wh3_main_combi_province_the_daemonium_hills	wh3_main_combi_region_okkams_forever_maze	true
wh3_main_combi_province_heart_of_the_jungle	wh3_main_combi_region_oreons_camp	true
wh3_main_combi_province_the_lost_valley	wh3_main_combi_region_oyxl	true
wh3_main_combi_province_ice_tooth_mountains	wh3_main_combi_region_pack_ice_bay	false
wh3_main_combi_province_jungles_of_pahualaxa	wh3_main_combi_region_pahuax	true
wh3_main_combi_province_the_cold_mires	wh3_main_combi_region_palace_of_princes	false
wh3_main_combi_province_forest_of_chalons	wh3_main_combi_region_parravon	true
wh3_main_combi_province_titan_peaks	wh3_main_combi_region_petrified_forest	false
wh3_main_combi_province_solland	wh3_main_combi_region_pfeildorf	true
wh3_main_combi_province_phoenix_gate	wh3_main_combi_region_phoenix_gate	true
wh3_main_combi_province_mouth_of_ruin	wh3_main_combi_region_pigbarter	true
wh3_main_combi_province_the_skull_road	wh3_main_combi_region_pillar_of_skulls	false
wh3_main_combi_province_jungles_of_green_mist	wh3_main_combi_region_pillars_of_unseen_constellations	false
wh3_main_combi_province_ironsand_desert	wh3_main_combi_region_plain_of_dogs	true
wh3_main_combi_province_red_desert	wh3_main_combi_region_plain_of_spiders	false
wh3_main_combi_province_land_of_the_dervishes	wh3_main_combi_region_plain_of_tuskers	false
wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_combi_region_po_mei	true
wh3_main_combi_province_the_cracked_land	wh3_main_combi_region_pools_of_despair	false
wh3_main_combi_province_saphery	wh3_main_combi_region_port_elistor	false
wh3_main_combi_province_plain_of_illusions	wh3_main_combi_region_port_of_secrets	false
wh3_main_combi_province_the_isthmus_coast	wh3_main_combi_region_port_reaver	false
wh3_main_combi_province_vampire_coast	wh3_main_combi_region_pox_marsh	false
wh3_main_combi_province_the_cursed_city	wh3_main_combi_region_praag	true
wh3_main_combi_province_wastelands_of_jinshen	wh3_main_combi_region_qiang	false
wh3_main_combi_province_land_of_the_dead	wh3_main_combi_region_quatar	false
wh3_main_combi_province_forest_of_chalons	wh3_main_combi_region_quenelles	false
wh3_main_combi_province_river_qurveza	wh3_main_combi_region_quetza	false
wh3_main_combi_province_the_gwangee_valley	wh3_main_combi_region_quittax	false
wh3_main_combi_province_iron_mountains	wh3_main_combi_region_rackdo_gorge	true
wh3_main_combi_province_crater_of_the_waking_dead	wh3_main_combi_region_rasetra	false
wh3_main_combi_province_the_red_wastes	wh3_main_combi_region_red_fortress	true
wh3_main_combi_province_tilea	wh3_main_combi_region_riffraffa	false
wh3_main_combi_province_red_desert	wh3_main_combi_region_rothkar_spire	false
wh3_main_combi_province_mouth_of_ruin	wh3_main_combi_region_ruins_end	false
wh3_main_combi_province_path_to_the_east	wh3_main_combi_region_sabre_mountain	true
wh3_main_combi_province_nordland	wh3_main_combi_region_salzenmund	true
wh3_main_combi_province_trollheim_mountains	wh3_main_combi_region_sarl_encampment	false
wh3_main_combi_province_pirates_current	wh3_main_combi_region_sartosa	true
wh3_main_combi_province_ashen_coast	wh3_main_combi_region_scarpels_lair	false
wh3_main_combi_province_the_turtle_isles	wh3_main_combi_region_sentinels_of_xeti	false
wh3_main_combi_province_kingdom_of_beasts	wh3_main_combi_region_serpent_coast	false
wh3_main_combi_province_helspire_mountains	wh3_main_combi_region_serpent_jetty	false
wh3_main_combi_province_the_shard_lands	wh3_main_combi_region_shagrath	false
wh3_main_combi_province_celestial_riverlands	wh3_main_combi_region_shang_wu	false
wh3_main_combi_province_warpstone_desert	wh3_main_combi_region_shang_yang	true
wh3_main_combi_province_the_shard_lands	wh3_main_combi_region_shard_bastion	false
wh3_main_combi_province_the_dragon_isles	wh3_main_combi_region_shattered_cove	false
wh3_main_combi_province_the_dragon_isles	wh3_main_combi_region_shattered_stone_isle	false
wh3_main_combi_province_celestial_riverlands	wh3_main_combi_region_shi_long	true
wh3_main_combi_province_mount_li	wh3_main_combi_region_shi_wu	true
wh3_main_combi_province_nongchang_basin	wh3_main_combi_region_shiyamas_rest	false
wh3_main_combi_province_eataine	wh3_main_combi_region_shrine_of_asuryan	false
wh3_main_combi_province_nagarythe	wh3_main_combi_region_shrine_of_khaine	false
wh3_main_combi_province_chrace	wh3_main_combi_region_shrine_of_kurnous	false
wh3_main_combi_province_granite_hills	wh3_main_combi_region_shrine_of_ladrielle	false
wh3_main_combi_province_southern_yvresse	wh3_main_combi_region_shrine_of_loec	false
wh3_main_combi_province_jungles_of_pahualaxa	wh3_main_combi_region_shrine_of_sotek	false
wh3_main_combi_province_warpstone_desert	wh3_main_combi_region_shrine_of_the_alchemist	false
wh3_main_combi_province_iron_mountains	wh3_main_combi_region_shroktak_mount	false
wh3_main_combi_province_the_blasted_wastes	wh3_main_combi_region_silver_pinnacle	true
wh3_main_combi_province_gianthome_mountains	wh3_main_combi_region_sjoktraken	false
wh3_main_combi_province_the_blighted_marshes	wh3_main_combi_region_skavenblight	true
wh3_main_combi_province_the_isthmus_coast	wh3_main_combi_region_skeggi	true
wh3_main_combi_province_gnoblar_country	wh3_main_combi_region_skrap_towers	false
wh3_main_combi_province_the_broken_lands	wh3_main_combi_region_slavers_point	false
wh3_main_combi_province_western_great_bastion	wh3_main_combi_region_snake_gate	true
wh3_main_combi_province_land_of_assassins	wh3_main_combi_region_sorcerers_islands	false
wh3_main_combi_province_the_jungles_of_the_gods	wh3_main_combi_region_soteks_trail	false
wh3_main_combi_province_the_creeping_jungle	wh3_main_combi_region_spektazuma	true
wh3_main_combi_province_the_road_of_skulls	wh3_main_combi_region_spite_reach	false
wh3_main_combi_province_eastern_badlands	wh3_main_combi_region_spitepeak	false
wh3_main_combi_province_land_of_the_dead	wh3_main_combi_region_springs_of_eternal_life	false
wh3_main_combi_province_titan_peaks	wh3_main_combi_region_ssildra_tor	false
wh3_main_combi_province_western_jungles	wh3_main_combi_region_statues_of_the_gods	false
wh3_main_combi_province_solland	wh3_main_combi_region_steingart	false
wh3_main_combi_province_western_badlands	wh3_main_combi_region_stonemine_tower	false
wh3_main_combi_province_obsidian_peaks	wh3_main_combi_region_storag_kor	false
wh3_main_combi_province_southern_badlands	wh3_main_combi_region_stormhenge	false
wh3_main_combi_province_the_skull_road	wh3_main_combi_region_stormvrack_mount	false
wh3_main_combi_province_the_lost_valley	wh3_main_combi_region_subatuun	false
wh3_main_combi_province_land_of_the_dervishes	wh3_main_combi_region_sudenburg	true
wh3_main_combi_province_ashen_coast	wh3_main_combi_region_sulpharets	false
wh3_main_combi_province_southern_worlds_edge_mountains	wh3_main_combi_region_sump_pit	false
wh3_main_combi_province_central_jungles	wh3_main_combi_region_sun_tree_glades	false
wh3_main_combi_province_marshes_of_madness	wh3_main_combi_region_sunken_khernarch	false
wh3_main_combi_province_jungles_of_pahualaxa	wh3_main_combi_region_swamp_town	false
wh3_main_combi_province_southern_sylvania	wh3_main_combi_region_swartzhafen	false
wh3_main_combi_province_warpstone_desert	wh3_main_combi_region_tai_tzu	false
wh3_main_combi_province_talabecland	wh3_main_combi_region_talabheim	true
wh3_main_combi_province_the_jungles_of_the_gods	wh3_main_combi_region_temple_avenue_of_gold	true
wh3_main_combi_province_doom_glades	wh3_main_combi_region_temple_of_addaioth	false
wh3_main_combi_province_broken_lands_of_tian_li	wh3_main_combi_region_temple_of_elemental_winds	false
wh3_main_combi_province_goromadny_mountains	wh3_main_combi_region_temple_of_heimkel	false
wh3_main_combi_province_the_creeping_jungle	wh3_main_combi_region_temple_of_kara	false
wh3_main_combi_province_the_black_flood	wh3_main_combi_region_temple_of_khaine	false
wh3_main_combi_province_kingdom_of_beasts	wh3_main_combi_region_temple_of_skulls	true
wh3_main_combi_province_scorpion_coast	wh3_main_combi_region_temple_of_tlencan	false
wh3_main_combi_province_the_golden_pass	wh3_main_combi_region_teotiqua	true
wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_combi_region_terracotta_graveyard	false
wh3_main_combi_province_vampire_coast	wh3_main_combi_region_the_awakening	true
wh3_main_combi_province_the_clawed_coast	wh3_main_combi_region_the_black_forests	false
wh3_main_combi_province_the_road_of_skulls	wh3_main_combi_region_the_black_pillar	false
wh3_main_combi_province_the_misty_hills	wh3_main_combi_region_the_black_pit	true
wh3_main_combi_province_the_blood_marshes	wh3_main_combi_region_the_bleeding_spire	false
wh3_main_combi_province_the_eternal_lagoon	wh3_main_combi_region_the_blighted_grove	false
wh3_main_combi_province_jungles_of_green_mist	wh3_main_combi_region_the_blood_hall	true
wh3_main_combi_province_mosquito_swamps	wh3_main_combi_region_the_blood_swamps	false
wh3_main_combi_province_the_plain_of_bones	wh3_main_combi_region_the_bone_gulch	false
wh3_main_combi_province_bloodfire_falls	wh3_main_combi_region_the_burning_monolith	false
wh3_main_combi_province_chimera_plateau	wh3_main_combi_region_the_challenge_stone	true
wh3_main_combi_province_copper_desert	wh3_main_combi_region_the_copper_landing	false
wh3_main_combi_province_plain_of_illusions	wh3_main_combi_region_the_crystal_spires	true
wh3_main_combi_province_kingdom_of_beasts	wh3_main_combi_region_the_cursed_jungle	false
wh3_main_combi_province_the_wolf_lands	wh3_main_combi_region_the_daemons_stump	false
wh3_main_combi_province_copper_desert	wh3_main_combi_region_the_dust_gate	false
wh3_main_combi_province_the_plain_of_zharr	wh3_main_combi_region_the_falls_of_doom	false
wh3_main_combi_province_the_cold_mires	wh3_main_combi_region_the_fetid_catacombs	false
wh3_main_combi_province_the_cold_mires	wh3_main_combi_region_the_folly_of_malofex	false
wh3_main_combi_province_mountains_of_hel	wh3_main_combi_region_the_forbidden_citadel	true
wh3_main_combi_province_the_noisome_tumour	wh3_main_combi_region_the_forest_of_decay	true
wh3_main_combi_province_the_plain_of_bones	wh3_main_combi_region_the_fortress_of_vorag	true
wh3_main_combi_province_deadwood	wh3_main_combi_region_the_frozen_city	true
wh3_main_combi_province_the_great_ocean	wh3_main_combi_region_the_galleons_graveyard	true
wh3_main_combi_province_kdatha	wh3_main_combi_region_the_gallows_tree	false
wh3_main_combi_province_the_wolf_lands	wh3_main_combi_region_the_gates_of_zharr	false
wh3_main_combi_province_the_ice_fire_plains	wh3_main_combi_region_the_godless_crater	true
wh3_main_combi_province_copper_desert	wh3_main_combi_region_the_golden_colossus	true
wh3_main_combi_province_the_golden_pass	wh3_main_combi_region_the_golden_tower	false
wh3_main_combi_province_spiteful_peaks	wh3_main_combi_region_the_great_arena	false
wh3_main_combi_province_the_haunted_forest	wh3_main_combi_region_the_haunted_forest	true
wh3_main_combi_province_deadrock_gap	wh3_main_combi_region_the_high_place	false
wh3_main_combi_province_aymara_swamps	wh3_main_combi_region_the_high_sentinel	false
wh3_main_combi_province_bloodfire_falls	wh3_main_combi_region_the_howling_citadel	true
wh3_main_combi_province_the_abyssal_glacier	wh3_main_combi_region_the_lost_palace	false
wh3_main_combi_province_ivory_road	wh3_main_combi_region_the_maw_gate	false
wh3_main_combi_province_helspire_mountains	wh3_main_combi_region_the_monolith_of_katam	true
wh3_main_combi_province_granite_hills	wh3_main_combi_region_the_monoliths	false
