key	human_only	payload_base
wh2_dlc17_bst_ritual_item_uncommon_3	false	
wh2_dlc17_bst_ritual_item_unique_1	false	
wh2_dlc17_bst_ritual_item_unique_2	false	
wh2_dlc17_bst_ritual_legendary_lord_khazrak	false	
wh2_dlc17_bst_ritual_legendary_lord_malagor	false	
wh2_dlc17_bst_ritual_legendary_lord_morgur	false	
wh2_dlc17_bst_ritual_legendary_lord_taurox	false	
wh2_dlc17_bst_ritual_unit_cap_bestigor_herd	false	
wh2_dlc17_bst_ritual_unit_cap_centigors_all	false	
wh2_dlc17_bst_ritual_unit_cap_chaos_spawn_giants	false	
wh2_dlc17_bst_ritual_unit_cap_chaos_warhounds_poison_razorgor_herd	false	
wh2_dlc17_bst_ritual_unit_cap_cygor	false	
wh2_dlc17_bst_ritual_unit_cap_ghorgon	false	
wh2_dlc17_bst_ritual_unit_cap_gor_herd_all	false	
wh2_dlc17_bst_ritual_unit_cap_harpies_feral_manticore	false	
wh2_dlc17_bst_ritual_unit_cap_jabberslythe	false	
wh2_dlc17_bst_ritual_unit_cap_minotaurs	false	
wh2_dlc17_bst_ritual_unit_cap_minotaurs_great_weapons	false	
wh2_dlc17_bst_ritual_unit_cap_minotaurs_shield	false	
wh2_dlc17_bst_ritual_unit_cap_tuskgor_chariots_razorgor_chariots	false	
wh2_dlc17_bst_ritual_unit_cap_ungor_herd_spearmen_herd	false	
wh2_dlc17_bst_ritual_upgrade_horde_lvl_1	false	
wh2_dlc17_bst_ritual_upgrade_horde_lvl_2	false	
wh2_dlc17_bst_ritual_upgrade_horde_lvl_3	false	
wh2_dlc17_bst_ritual_upgrade_lord_level_10	false	
wh2_dlc17_bst_ritual_upgrade_lord_level_15	false	
wh2_dlc17_bst_ritual_upgrade_lord_level_5	false	
wh2_dlc17_dwf_ritual_rune_banner_master_ui	false	
wh2_dlc17_dwf_ritual_rune_banner_ui	false	
wh2_dlc17_dwf_ritual_rune_personal_master_ui	false	
wh2_dlc17_dwf_ritual_rune_personal_ui	false	
wh2_dlc17_dwf_ritual_thorek_artifact_1	false	
wh2_dlc17_dwf_ritual_thorek_artifact_2	false	
wh2_dlc17_dwf_ritual_thorek_artifact_3	false	
wh2_dlc17_dwf_ritual_thorek_artifact_4	false	
wh2_dlc17_dwf_ritual_thorek_artifact_5	false	
wh2_dlc17_dwf_ritual_thorek_artifact_6	false	
wh2_dlc17_dwf_ritual_thorek_artifact_7	false	
wh2_dlc17_dwf_ritual_thorek_artifact_8	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_disguise	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_immolation	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_burning	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_penetration	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_alaric_the_mad	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_adamant	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_flight	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_gromril	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_passage	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_skalf_blackhammer	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_snorri_spangelhelm	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_spite	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_cleaving	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_dismay	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fear	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fire	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_impact	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_iron	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_luck	false	
wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_shielding	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_ancestor_rune	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_battle	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_courage	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_groth_one-eye	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_grungni	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stromni_redbeard	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_valaya	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_parrying	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking	false	
wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune	false	
wh2_dlc17_oxyotl_payload_teleport	false	
wh2_dlc17_oxyotl_payload_unlock_silent_sanctum	false	
wh2_dlc17_taurox_bst_rampage_tier_1_option_1	false	
wh2_dlc17_taurox_bst_rampage_tier_1_option_2	false	
wh2_dlc17_taurox_bst_rampage_tier_1_option_3	false	
wh2_dlc17_taurox_bst_rampage_tier_1_option_4	false	
wh2_dlc17_taurox_bst_rampage_tier_2_option_1	false	
wh2_dlc17_taurox_bst_rampage_tier_2_option_2	false	
wh2_dlc17_taurox_bst_rampage_tier_2_option_3	false	
wh2_dlc17_taurox_bst_rampage_tier_2_option_4	false	
wh2_dlc17_taurox_bst_rampage_tier_3_option_1	false	
wh2_dlc17_taurox_bst_rampage_tier_3_option_2	false	
wh2_dlc17_taurox_bst_rampage_tier_3_option_3	false	
wh2_dlc17_taurox_bst_rampage_tier_3_option_4	false	
wh2_main_ritual_def_atharti	false	
wh2_main_ritual_def_hekarti	false	
wh2_main_ritual_def_khaine	false	
wh2_main_ritual_def_mathlann	false	
wh2_main_ritual_grn_waaagh_completed	false	
wh2_main_ritual_grn_waaagh_started	false	
wh2_main_ritual_hef_asuryan	false	
wh2_main_ritual_hef_hoeth	false	
wh2_main_ritual_hef_isha	false	
wh2_main_ritual_hef_vaul	false	
wh2_main_ritual_lzd_awakening	false	
wh2_main_ritual_lzd_ferocity	false	
wh2_main_ritual_lzd_primeval_glory	false	
wh2_main_ritual_lzd_sotek	false	
wh2_main_ritual_skv_ascendancy	false	
wh2_main_ritual_skv_doooom	false	
wh2_main_ritual_skv_pestilence	false	
wh2_main_ritual_skv_thirteen_eshin	false	
wh2_main_ritual_skv_thirteen_mors	false	
wh2_main_ritual_skv_thirteen_moulder	false	
wh2_main_ritual_skv_thirteen_pestilens	false	
wh2_main_ritual_skv_thirteen_skryre	false	
wh2_ritual_wef_forge_item_expires	false	
wh2_twa03_ritual_def_beasthunt	true	
wh3_dlc20_ritual_chs_eye_of_the_gods	false	
wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic	false	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic
wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic_self	false	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic_self
wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds	false	wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds
wh3_dlc20_ritual_tze_cotw_vilitch_spawnification	false	wh3_dlc20_ritual_tze_cotw_vilitch_spawnification
wh3_dlc23_chd_ritual_unit_cap_bale_taurus	false	
wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	false	
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	false	
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	false	
wh3_dlc23_chd_ritual_unit_cap_great_taurus	false	
wh3_dlc23_chd_ritual_unit_cap_hellcannon	false	
wh3_dlc23_chd_ritual_unit_cap_infernal_guard	false	
wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	false	
wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	false	
wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	false	
wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	false	
wh3_dlc23_chd_ritual_unit_cap_lammasu	false	
wh3_dlc23_chd_ritual_unit_cap_warmachines	false	
wh3_dlc23_ritual_chd_labour_example	false	wh3_dlc23_ritual_chd_labour_example
wh3_dlc23_ritual_chd_labour_example_upgraded	false	wh3_dlc23_ritual_chd_labour_example_upgraded
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund	false	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded	false	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded
wh3_dlc23_ritual_chd_labour_sell	false	wh3_dlc23_ritual_chd_labour_sell
wh3_dlc23_ritual_chd_labour_sell_upgraded	false	wh3_dlc23_ritual_chd_labour_sell_upgraded
wh3_dlc23_ritual_chd_narrative_resource_armaments	false	
wh3_dlc23_ritual_chd_narrative_resource_raw_materials	false	
wh3_dlc23_ritual_chd_narrative_resource_treasury	false	
wh3_dlc23_ritual_chd_toz_slot_t1_industry_1	false	
wh3_dlc23_ritual_chd_toz_slot_t1_industry_2	false	
wh3_dlc23_ritual_chd_toz_slot_t1_industry_3	false	
wh3_dlc23_ritual_chd_toz_slot_t1_industry_4	false	
wh3_dlc23_ritual_chd_toz_slot_t1_military_1	false	
wh3_dlc23_ritual_chd_toz_slot_t1_military_2	false	
wh3_dlc23_ritual_chd_toz_slot_t1_military_3	false	
wh3_dlc23_ritual_chd_toz_slot_t1_military_4	false	
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1	false	
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2	false	
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3	false	
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4	false	
wh3_dlc23_ritual_chd_toz_slot_t2_industry_1	false	
wh3_dlc23_ritual_chd_toz_slot_t2_industry_2	false	
wh3_dlc23_ritual_chd_toz_slot_t2_industry_3	false	
wh3_dlc23_ritual_chd_toz_slot_t2_military_1	false	
wh3_dlc23_ritual_chd_toz_slot_t2_military_2	false	
wh3_dlc23_ritual_chd_toz_slot_t2_military_3	false	
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1	false	
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2	false	
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3	false	
wh3_dlc23_ritual_chd_toz_slot_t3_industry_1	false	
wh3_dlc23_ritual_chd_toz_slot_t3_industry_2	false	
wh3_dlc23_ritual_chd_toz_slot_t3_military_1	false	
wh3_dlc23_ritual_chd_toz_slot_t3_military_2	false	
wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1	false	
wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2	false	
wh3_dlc23_ritual_chd_toz_slot_t4_astragoth	false	
wh3_dlc23_ritual_chd_toz_slot_t4_conclave	false	
wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath	false	
wh3_dlc23_ritual_chd_toz_slot_t4_zhatan	false	
wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts	false	
wh3_dlc24_bst_ritual_unit_cap_tzaangors	false	
wh3_dlc24_ostankya_teleport_wh3_dlc23_chaos_region_the_haunted_forest	false	
wh3_dlc24_ostankya_teleport_wh3_main_chaos_region_fort_dolganyeir	false	
wh3_dlc24_ostankya_teleport_wh3_main_chaos_region_laurelorn_forest	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_forest_of_gloom	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_gaean_vale	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_gryphon_wood	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_jungles_of_chian	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_laurelorn_forest	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_oreons_camp	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_the_haunted_forest	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_the_oak_of_ages	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_the_sacred_pools	false	
wh3_dlc24_ostankya_teleport_wh3_main_combi_region_the_witchwood	false	
wh3_dlc24_ritual_cth_mos_balance_army_harmony_supremacy	false	
wh3_dlc24_ritual_cth_mos_balance_faction_gain_doctrine	false	
wh3_dlc24_ritual_cth_mos_steel_army_combat_buff	false	
wh3_dlc24_ritual_cth_mos_steel_army_loan_target	false	
wh3_dlc24_ritual_cth_mos_steel_army_replenishment	false	
wh3_dlc24_ritual_cth_mos_steel_army_rush_recruitment	false	
wh3_dlc24_ritual_cth_mos_steel_army_trespassing_immunity	false	
wh3_dlc24_ritual_cth_mos_steel_faction_ancillary_generation	false	
wh3_dlc24_ritual_cth_mos_steel_faction_force_agent_success	false	
wh3_dlc24_ritual_cth_mos_steel_faction_refresh_action_points	false	
wh3_dlc24_ritual_cth_mos_steel_settlement_generate_temporary_army	false	
wh3_dlc24_ritual_cth_mos_steel_settlement_type_switch_commercial	false	
wh3_dlc24_ritual_cth_mos_stone_army_wom_restore	false	
wh3_dlc24_ritual_cth_mos_stone_character_xp	false	
wh3_dlc24_ritual_cth_mos_stone_faction_steal_background_income	false	
wh3_dlc24_ritual_cth_mos_stone_faction_treachery_reset	false	
wh3_dlc24_ritual_cth_mos_stone_province_control_corruption_reset	false	
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	false	
wh3_dlc24_ritual_cth_mos_stone_settlement_harmony_swap	false	
wh3_dlc24_ritual_cth_mos_stone_settlement_rush_construction	false	
wh3_dlc24_ritual_cth_mos_stone_settlement_type_switch_fortress	false	
wh3_dlc24_ritual_ksl_hex_1	false	
wh3_dlc24_ritual_ksl_hex_1_empowered	false	
wh3_dlc24_ritual_ksl_hex_3	false	
wh3_dlc24_ritual_ksl_hex_3_empowered	false	
wh3_dlc24_ritual_ksl_hex_4	false	
wh3_dlc24_ritual_ksl_hex_4_empowered	false	
wh3_dlc24_ritual_ksl_hex_5	false	
wh3_dlc24_ritual_ksl_hex_5_empowered	false	
wh3_dlc24_ritual_ksl_hex_6	false	
wh3_dlc24_ritual_tze_cotw_the_changeling_spread_corruption	false	wh3_dlc24_ritual_tze_cotw_the_changeling_spread_corruption
wh3_dlc25_bst_ritual_unit_cap_pestigors	false	
wh3_dlc25_college_of_magic_amber_cata_spell	false	
wh3_dlc25_college_of_magic_amber_costs	false	
wh3_dlc25_college_of_magic_amber_item	false	
wh3_dlc25_college_of_magic_amber_summon	false	
wh3_dlc25_college_of_magic_amber_wizard	false	
wh3_dlc25_college_of_magic_amethyst_cata_spell	false	
wh3_dlc25_college_of_magic_amethyst_costs	false	
wh3_dlc25_college_of_magic_amethyst_damage_enemies	false	
wh3_dlc25_college_of_magic_amethyst_item	false	
wh3_dlc25_college_of_magic_amethyst_wizard	false	
wh3_dlc25_college_of_magic_bright_cata_spell	false	
wh3_dlc25_college_of_magic_bright_costs	false	
wh3_dlc25_college_of_magic_bright_damage_walls	false	
wh3_dlc25_college_of_magic_bright_item	false	
wh3_dlc25_college_of_magic_bright_wizard	false	
wh3_dlc25_college_of_magic_celestial_action_points	false	
wh3_dlc25_college_of_magic_celestial_cata_spell	false	
wh3_dlc25_college_of_magic_celestial_costs	false	
wh3_dlc25_college_of_magic_celestial_item	false	
wh3_dlc25_college_of_magic_celestial_wizard	false	
wh3_dlc25_college_of_magic_grey_ambush_attack	false	
wh3_dlc25_college_of_magic_grey_cata_spell	false	
wh3_dlc25_college_of_magic_grey_costs	false	
wh3_dlc25_college_of_magic_grey_item	false	
wh3_dlc25_college_of_magic_grey_wizard	false	
wh3_dlc25_college_of_magic_jade_cata_spell	false	
wh3_dlc25_college_of_magic_jade_costs	false	
wh3_dlc25_college_of_magic_jade_heal	false	
wh3_dlc25_college_of_magic_jade_item	false	
wh3_dlc25_college_of_magic_jade_wizard	false	
wh3_dlc25_college_of_magic_light_barrier	false	
wh3_dlc25_college_of_magic_light_cata_spell	false	
wh3_dlc25_college_of_magic_light_costs	false	
wh3_dlc25_college_of_magic_light_item	false	
wh3_dlc25_college_of_magic_light_wizard	false	
wh3_dlc25_college_of_magic_metal_armour	false	
wh3_dlc25_college_of_magic_metal_cata_spell	false	
wh3_dlc25_college_of_magic_metal_corrosion	false	
wh3_dlc25_college_of_magic_metal_costs	false	
wh3_dlc25_college_of_magic_metal_state_troops	false	
wh3_dlc25_college_of_magic_metal_transmutation	false	
wh3_dlc25_college_of_magic_metal_weapon	false	
wh3_dlc25_college_of_magic_metal_wizard	false	
wh3_dlc25_college_of_magic_metal_wom_cap	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_1	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_2	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_4	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_5	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_6	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_7	false	
wh3_dlc25_dwf_ritual_grudges_campaign_upgrade_8	false	
wh3_dlc25_dwf_ritual_legendary_lord_belegar	false	
wh3_dlc25_dwf_ritual_legendary_lord_grombrindal	false	
wh3_dlc25_dwf_ritual_legendary_lord_malakai	false	
wh3_dlc25_dwf_ritual_legendary_lord_thorek	false	
wh3_dlc25_dwf_ritual_legendary_lord_thorgrim	false	
wh3_dlc25_dwf_ritual_legendary_lord_ungrim	false	
wh3_dlc25_dwf_ritual_mercenary_unit_pack_1	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_1
wh3_dlc25_dwf_ritual_mercenary_unit_pack_2	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_2
wh3_dlc25_dwf_ritual_mercenary_unit_pack_3	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_3
wh3_dlc25_dwf_ritual_mercenary_unit_pack_4	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_4
wh3_dlc25_dwf_ritual_mercenary_unit_pack_5	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_5
wh3_dlc25_dwf_ritual_mercenary_unit_pack_6	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_6
wh3_dlc25_dwf_ritual_mercenary_unit_pack_7	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_7
wh3_dlc25_dwf_ritual_mercenary_unit_pack_8	false	wh3_dlc25_dwf_ritual_mercenary_unit_pack_8
wh3_dlc25_elspeth_payload_teleport	false	
wh3_dlc25_emp_payload_construct_black_tower	false	
wh3_dlc25_emperors_decrees_call_to_arms	false	
wh3_dlc25_emperors_decrees_call_to_arms_upgraded	false	
wh3_dlc25_emperors_decrees_casus_belli	false	
wh3_dlc25_emperors_decrees_conscription	false	
wh3_dlc25_emperors_decrees_conscription_upgraded	false	
wh3_dlc25_emperors_decrees_imperial_commendation	false	
wh3_dlc25_emperors_decrees_imperial_commendation_upgraded	false	
wh3_dlc25_emperors_decrees_inquisition	false	
wh3_dlc25_emperors_decrees_inquisition_upgraded	false	
wh3_dlc25_emperors_decrees_open_the_gates	false	
wh3_dlc25_emperors_decrees_open_the_gates_upgraded	false	
wh3_dlc25_emperors_decrees_requisition	false	
wh3_dlc25_emperors_decrees_send_aid	false	
wh3_dlc25_emperors_decrees_send_aid_upgraded	false	
wh3_dlc25_emperors_decrees_summon_the_elector_counts	false	
wh3_dlc25_emperors_decrees_unify	false	
wh3_dlc25_emperors_decrees_unify_upgraded	false	
wh3_dlc25_malakai_feature_dragon_hunters_payload_none	false	
wh3_dlc25_malakai_feature_dragon_hunters_payload_unit	false	wh3_dlc25_malakai_feature_dragon_hunters_payload_unit
wh3_dlc25_malakai_feature_dreadquake_destruction_payload_none	false	
wh3_dlc25_malakai_feature_dreadquake_destruction_payload_unit	false	wh3_dlc25_malakai_feature_dreadquake_destruction_payload_unit
wh3_dlc25_malakai_feature_exalted_bloodthirst_payload_none	false	
wh3_dlc25_malakai_feature_exalted_bloodthirst_payload_unit	false	wh3_dlc25_malakai_feature_exalted_bloodthirst_payload_unit
wh3_dlc25_malakai_feature_malevolent_tree_spirits_payload_none	false	
wh3_dlc25_malakai_feature_malevolent_tree_spirits_payload_unit	false	wh3_dlc25_malakai_feature_malevolent_tree_spirits_payload_unit
wh3_dlc25_malakai_feature_spider_swarm_payload_none	false	
wh3_dlc25_malakai_feature_spider_swarm_payload_unit	false	wh3_dlc25_malakai_feature_spider_swarm_payload_unit
wh3_dlc25_malakai_feature_undead_empowered_payload_none	false	
wh3_dlc25_malakai_feature_undead_empowered_payload_unit	false	wh3_dlc25_malakai_feature_undead_empowered_payload_unit
wh3_dlc25_malakai_feature_warpstone_bomb_payload_none	false	
wh3_dlc25_malakai_feature_warpstone_bomb_payload_unit	false	wh3_dlc25_malakai_feature_warpstone_bomb_payload_unit
wh3_dlc25_ritual_emp_don_amethyst_ironsides_1	false	
wh3_dlc25_ritual_emp_don_amethyst_ironsides_2	false	
wh3_dlc25_ritual_emp_don_amethyst_ironsides_3	false	
wh3_dlc25_ritual_emp_don_amethyst_ironsides_4	false	
wh3_dlc25_ritual_emp_don_amethyst_ironsides_cap	false	
wh3_dlc25_ritual_emp_don_bjuna_bombard	false	
wh3_dlc25_ritual_emp_don_black_rose_1	false	
wh3_dlc25_ritual_emp_don_black_rose_2	false	
wh3_dlc25_ritual_emp_don_black_rose_3	false	
wh3_dlc25_ritual_emp_don_black_rose_4	false	
wh3_dlc25_ritual_emp_don_black_rose_cap	false	
wh3_dlc25_ritual_emp_don_buckshot_reaper_1	false	
wh3_dlc25_ritual_emp_don_buckshot_reaper_2	false	
wh3_dlc25_ritual_emp_don_buckshot_reaper_3	false	
wh3_dlc25_ritual_emp_don_buckshot_reaper_4	false	
wh3_dlc25_ritual_emp_don_buckshot_reaper_cap	false	
wh3_dlc25_ritual_emp_don_cannons_1	false	
wh3_dlc25_ritual_emp_don_cannons_2	false	
wh3_dlc25_ritual_emp_don_cannons_3	false	
wh3_dlc25_ritual_emp_don_cav_guns_1	false	
wh3_dlc25_ritual_emp_don_cav_guns_2	false	
wh3_dlc25_ritual_emp_don_cav_guns_3	false	
wh3_dlc25_ritual_emp_don_deathstorm_battery_1	false	
wh3_dlc25_ritual_emp_don_deathstorm_battery_2	false	
wh3_dlc25_ritual_emp_don_deathstorm_battery_3	false	
wh3_dlc25_ritual_emp_don_deathstorm_battery_4	false	
wh3_dlc25_ritual_emp_don_deathstorm_battery_cap	false	
wh3_dlc25_ritual_emp_don_helblasters_1	false	
wh3_dlc25_ritual_emp_don_helblasters_2	false	
wh3_dlc25_ritual_emp_don_helblasters_3	false	
wh3_dlc25_ritual_emp_don_helstorm_1	false	
wh3_dlc25_ritual_emp_don_helstorm_2	false	
wh3_dlc25_ritual_emp_don_helstorm_3	false	
wh3_dlc25_ritual_emp_don_inf_guns_1	false	
wh3_dlc25_ritual_emp_don_inf_guns_2	false	
wh3_dlc25_ritual_emp_don_inf_guns_3	false	
wh3_dlc25_ritual_emp_don_land_ship_1	false	
wh3_dlc25_ritual_emp_don_land_ship_2	false	
wh3_dlc25_ritual_emp_don_land_ship_3	false	
wh3_dlc25_ritual_emp_don_mortors_1	false	
wh3_dlc25_ritual_emp_don_mortors_2	false	
wh3_dlc25_ritual_emp_don_mortors_3	false	
wh3_dlc25_ritual_emp_don_purple_eclipse	false	
wh3_dlc25_ritual_emp_don_spirit_barrage	false	
wh3_dlc25_ritual_emp_don_steam_tank_1	false	
wh3_dlc25_ritual_emp_don_steam_tank_2	false	
wh3_dlc25_ritual_emp_don_steam_tank_3	false	
wh3_dlc25_ritual_nur_bray_shaman_centigors	false	wh3_dlc25_ritual_nur_bray_shaman_centigors
wh3_dlc25_ritual_nur_bray_shaman_cygor	false	wh3_dlc25_ritual_nur_bray_shaman_cygor
wh3_dlc25_ritual_nur_bray_shaman_ghorgon	false	wh3_dlc25_ritual_nur_bray_shaman_ghorgon
wh3_dlc25_ritual_nur_bray_shaman_recruit	false	
wh3_dlc25_ritual_nur_bray_shaman_tier_2	true	
wh3_dlc25_ritual_nur_bray_shaman_tier_3	true	
wh3_dlc25_ritual_nur_castellan_blunderbusses	false	wh3_dlc25_ritual_nur_castellan_blunderbusses
wh3_dlc25_ritual_nur_castellan_dreadquake	false	wh3_dlc25_ritual_nur_castellan_dreadquake
wh3_dlc25_ritual_nur_castellan_fireglaives	false	wh3_dlc25_ritual_nur_castellan_fireglaives
wh3_dlc25_ritual_nur_castellan_recruit	false	
wh3_dlc25_ritual_nur_castellan_tier_2	true	
wh3_dlc25_ritual_nur_castellan_tier_3	true	
wh3_dlc25_ritual_nur_exalted_hero_aspiring_champions	false	wh3_dlc25_ritual_nur_exalted_hero_aspiring_champions
wh3_dlc25_ritual_nur_exalted_hero_dragon_ogre	false	wh3_dlc25_ritual_nur_exalted_hero_dragon_ogre
wh3_dlc25_ritual_nur_exalted_hero_hellcannon	false	wh3_dlc25_ritual_nur_exalted_hero_hellcannon
wh3_dlc25_ritual_nur_exalted_hero_recruit	false	
wh3_dlc25_ritual_nur_exalted_hero_tier_2	true	
wh3_dlc25_ritual_nur_exalted_hero_tier_3	true	
wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_0	false	wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_0
wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_1	false	wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_1
wh3_dlc25_ritual_nur_fimir_balefiend_frost_wyrm	false	wh3_dlc25_ritual_nur_fimir_balefiend_frost_wyrm
wh3_dlc25_ritual_nur_fimir_balefiend_recruit	false	
wh3_dlc25_ritual_nur_fimir_balefiend_tier_2	true	
wh3_dlc25_ritual_nur_fimir_balefiend_tier_3	true	
wh3_dlc25_ritual_nur_kazyk_chaos_chariot_mnur	false	wh3_dlc25_ritual_nur_kazyk_chaos_chariot_mnur
wh3_dlc25_ritual_nur_kazyk_recruit	false	
wh3_dlc25_ritual_nur_kazyk_rot_knights	false	wh3_dlc25_ritual_nur_kazyk_rot_knights
wh3_dlc25_ritual_nur_kazyk_tier_2	true	
wh3_dlc25_ritual_nur_kazyk_tier_3	true	
wh3_dlc25_ritual_nur_kazyk_toad_dragon	false	wh3_dlc25_ritual_nur_kazyk_toad_dragon
wh3_dlc25_ritual_nur_werekin_feral_mammoth	false	wh3_dlc25_ritual_nur_werekin_feral_mammoth
wh3_dlc25_ritual_nur_werekin_recruit	false	
wh3_dlc25_ritual_nur_werekin_skin_wolves	false	wh3_dlc25_ritual_nur_werekin_skin_wolves
wh3_dlc25_ritual_nur_werekin_tier_2	true	
