region	campaign	id	owning_faction	faction_capital	base_population	base_max_population	population	base_gdp	town_wealth	rebel_faction	cultural_originator	rebel_faction_name	settler_rebellions_enabled	capture_prestige	long_description	development_points	base_fertility	slot_cap
wh3_main_chaos_region_mount_grey_hag	wh3_main_chaos	1829483536	233917443	false	10000	50000	10000	0	0	wh3_main_grn_moon_howlerz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_mount_grimfang	wh3_main_chaos	1931870288	795173571	false	10000	50000	10000	0	0	wh3_main_grn_moon_howlerz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_mount_gunbad	wh3_main_chaos	567042399	2016479166	true	10000	50000	10000	0	0	wh3_main_grn_moon_howlerz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_mount_thug	wh3_main_chaos	1132915684	838047000	true	10000	50000	10000	0	0	wh3_main_ogr_lazarghs	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_nan_gau	wh3_main_chaos	1393616121	599405884	true	10000	50000	10000	0	0	wh3_main_cth_the_northern_provinces	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_nan_li	wh3_main_chaos	527502971	1673374258	true	10000	50000	10000	0	0	wh3_main_cth_rebel_lords_of_nan_yang	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_nonchang	wh3_main_chaos	1058427266	1233876449	false	10000	50000	10000	0	0	wh_main_grn_skull-takerz	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_norden	wh3_main_chaos	95543942	1443494585	false	10000	50000	10000	0	0	wh_main_emp_nordland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_novchozy	wh3_main_chaos	157267190	1985164626	false	10000	50000	10000	0	0	wh3_main_ksl_brotherhood_of_the_bear	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_nuln	wh3_main_chaos	1438488685	619817635	true	10000	50000	10000	0	0	wh_main_emp_wissenland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_chaos_region_oakenhammer	wh3_main_chaos	1003505142	316132094	false	10000	50000	10000	0	0	wh_main_dwf_zhufbar	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_osterwald	wh3_main_chaos	390311006	784436951	false	10000	50000	10000	0	0	wh_main_emp_ostermark	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_pack_ice_bay	wh3_main_chaos	1802427952	783169615	false	10000	50000	10000	0	0	wh_main_nor_bjornling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_palace_of_princes	wh3_main_chaos	1421043869	126940812	false	10000	50000	10000	0	0	wh3_main_kho_bloody_sword	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_pigbarter	wh3_main_chaos	420575564	804805912	false	10000	50000	10000	0	0	wh3_main_ogr_thunderguts	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_pillar_of_skulls	wh3_main_chaos	286003032	454078334	true	10000	50000	10000	0	0	wh3_main_nur_maggoth_kin	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_plesk	wh3_main_chaos	44980489	1496322526	true	10000	50000	10000	0	0	wh3_main_ksl_brotherhood_of_the_bear	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_po_mei	wh3_main_chaos	1427522753	1637619212	true	10000	50000	10000	0	0	wh3_main_cth_imperial_wardens	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_praag	wh3_main_chaos	294563300	608402148	true	10000	50000	10000	0	0	wh3_main_ksl_ropsmenn_clan	wh3_main_sc_ksl_kislev		false	0		0	0	10
wh3_main_chaos_region_qiang	wh3_main_chaos	2116113788	1127428711	true	10000	50000	10000	0	0	wh2_main_grn_blue_vipers	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_red_fortress	wh3_main_chaos	1740437416	334735201	true	10000	50000	10000	0	0	wh3_dlc20_chs_azazel	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_chaos_region_rosche	wh3_main_chaos	1166412252	512305940	false	10000	50000	10000	0	0	wh_main_emp_middenland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_sabre_mountain	wh3_main_chaos	2132979156	1026901899	true	10000	50000	10000	0	0	wh3_main_ogr_sabreskin	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_salzenmund	wh3_main_chaos	1335596396	1443494585	true	10000	50000	10000	0	0	wh_main_emp_nordland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_chaos_region_seep_gore	wh3_main_chaos	1620010509	1019828114	true	10000	50000	10000	0	0	wh3_main_skv_clan_gritus	wh2_main_sc_skv_skaven		false	0		0	0	4
wh3_main_chaos_region_sepukzy	wh3_main_chaos	836783480	1985164626	true	10000	50000	10000	0	0	wh3_main_ksl_brotherhood_of_the_bear	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_serpent_jetty	wh3_main_chaos	589977863	783169615	false	10000	50000	10000	0	0	wh_main_nor_bjornling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_shambletown	wh3_main_chaos	263791844	838047000	false	10000	50000	10000	0	0	wh3_main_ogr_lazarghs	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_shang_wu	wh3_main_chaos	1536681960	701595204	true	10000	50000	10000	0	0	wh3_dlc24_cth_the_celestial_court	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_shang_yang	wh3_main_chaos	33535953	1133653520	true	10000	50000	10000	0	0	wh3_main_cth_dissenter_lords_of_jinshen	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_shattered_stone_bay	wh3_main_chaos	972702975	565687805	false	10000	50000	10000	0	0	wh3_main_ogr_thunderguts	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_shi_long	wh3_main_chaos	666058537	1233876449	true	10000	50000	10000	0	0	wh_main_grn_skull-takerz	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_shrine_of_the_alchemist	wh3_main_chaos	488024999	1133653520	false	10000	50000	10000	0	0	wh3_main_cth_dissenter_lords_of_jinshen	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_siegfriedhof	wh3_main_chaos	1396306021	235896571	false	10000	50000	10000	0	0	wh_main_emp_stirland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_sjoktraken	wh3_main_chaos	899083367	1985164626	false	10000	50000	10000	0	0	wh_dlc08_nor_goromadny_tribe	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_skrap_towers	wh3_main_chaos	685156091	565687805	true	10000	50000	10000	0	0	wh3_main_ogr_thunderguts	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_snake_gate	wh3_main_chaos	1279361551		false	10000	50000	10000	0	0	wh3_main_cth_imperial_wardens	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_stormvrack_mount	wh3_main_chaos	1914492257	145324297	false	10000	50000	10000	0	0	wh3_main_ogr_fleshgreeders	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_tai_tzu	wh3_main_chaos	1797202962	905043015	false	10000	50000	10000	0	0	wh2_main_skv_clan_eshin	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_talabheim	wh3_main_chaos	26115153	1107400604	true	10000	50000	10000	0	0	wh_main_emp_talabecland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_chaos_region_temple_of_elemental_winds	wh3_main_chaos	1458911629	91585576	false	10000	50000	10000	0	0	wh3_main_cth_burning_wind_nomads	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_temple_of_heimkel	wh3_main_chaos	1533919396	296562760	false	10000	50000	10000	0	0	wh_main_nor_baersonling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_terracotta_graveyard	wh3_main_chaos	1910831146	336270203	true	10000	50000	10000	0	0	wh3_main_tze_sarthoraels_watchers	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_the_bleeding_spire	wh3_main_chaos	2106555762	453131403	true	10000	50000	10000	0	0	wh3_main_chs_tong	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_blighted_grove	wh3_main_chaos	309146096	2098197784	false	10000	50000	10000	0	0	wh3_main_nur_septic_claw	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_brass_glacier	wh3_main_chaos	1635988114	677383490	false	10000	50000	10000	0	0	wh3_main_chs_gharhar	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_burning_monolith	wh3_main_chaos	1509883642	1089077787	true	10000	50000	10000	0	0	wh3_main_nur_maggoth_kin	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_challenge_stone	wh3_main_chaos	695508638		false	10000	50000	10000	0	0	wh3_main_ogr_fleshgreeders	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_the_crystal_spires	wh3_main_chaos	1202327583	440616951	true	10000	50000	10000	0	0	wh3_main_tze_broken_wheel	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_daemons_stump	wh3_main_chaos	1174953533	1179515434	false	10000	50000	10000	0	0	wh3_dlc23_chd_conclave	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	4
wh3_main_chaos_region_the_falls_of_doom	wh3_main_chaos	1987631057	1333936363	false	10000	50000	10000	0	0	wh3_dlc23_chd_astragoth	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	4
wh3_main_chaos_region_the_fetid_catacombs	wh3_main_chaos	1575395533	126940812	false	10000	50000	10000	0	0	wh3_main_kho_bloody_sword	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_folly_of_malofex	wh3_main_chaos	94640365	902702050	false	10000	50000	10000	0	0	wh3_main_chs_kvellig	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_forbidden_citadel	wh3_main_chaos	934002168	995499774	true	10000	50000	10000	0	0	wh_main_nor_aesling	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_chaos_region_the_forest_of_decay	wh3_main_chaos	951884734	2098197784	false	10000	50000	10000	0	0	wh3_main_nur_septic_claw	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_fortress_of_vorag	wh3_main_chaos	1832774303	458989752	true	10000	50000	10000	0	0	wh2_dlc15_hef_imrik	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_chaos_region_the_gallows_tree	wh3_main_chaos	2012755999	62893473	true	10000	50000	10000	0	0	wh3_main_nur_poxmakers_of_nurgle	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_gates_of_zharr	wh3_main_chaos	1488179295	1419984050	true	10000	50000	10000	0	0	wh3_dlc23_chd_zhatan	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	8
wh3_main_chaos_region_the_last_sky_castle	wh3_main_chaos	873771228	583160884	true	10000	50000	10000	0	0	wh3_main_ogr_sons_of_the_mountain	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_the_monolith_of_katam	wh3_main_chaos	1417437916	433530610	false	10000	50000	10000	0	0	wh_main_nor_varg	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	wh3_main_chaos	611152791	581892238	false	10000	50000	10000	0	0	wh3_main_sla_exquisite_pain	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_monolith_of_the_void	wh3_main_chaos	2023902232	440616951	false	10000	50000	10000	0	0	wh3_main_tze_broken_wheel	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_palace_of_ruin	wh3_main_chaos	488704621	1342265001	true	10000	50000	10000	0	0	wh3_main_sla_seducers_of_slaanesh	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_red_abyss	wh3_main_chaos	1528534056	62893473	true	10000	50000	10000	0	0	wh3_main_tze_flaming_scribes	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_sentinels	wh3_main_chaos	1832342588	1390786946	true	10000	50000	10000	0	0	wh3_dlc23_chd_minor_faction	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	4
wh3_main_chaos_region_the_shifting_monolith	wh3_main_chaos	1579158225	378975188	true	10000	50000	10000	0	0	wh3_main_chs_kvellig	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_silver_pinnacle	wh3_main_chaos	1447734664	634048259	true	10000	50000	10000	0	0	wh3_main_vmp_lahmian_sisterhood	wh_main_sc_vmp_vampire_counts		false	0		0	0	8
wh3_main_chaos_region_the_silvered_tower_of_sorcerers	wh3_main_chaos	1435687694	2098197784	true	10000	50000	10000	0	0	wh3_main_nur_septic_claw	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_sky_monolith	wh3_main_chaos	1973498381	87280910	false	10000	50000	10000	0	0	wh3_main_grn_tusked_sunz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_the_sunken_sewers	wh3_main_chaos	418781096	1292717374	true	10000	50000	10000	0	0	wh3_main_nur_poxmakers_of_nurgle	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_tower_of_flies	wh3_main_chaos	835873298	581892238	true	10000	50000	10000	0	0	wh3_main_kho_crimson_skull	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_tower_of_gorgoth	wh3_main_chaos	1560513084	1390786946	true	10000	50000	10000	0	0	wh3_dlc23_chd_minor_faction	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	8
wh3_main_chaos_region_the_tower_of_khrakk	wh3_main_chaos	1464525655	1043860424	true	10000	50000	10000	0	0	wh_main_nor_sarl	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_the_tower_of_torment	wh3_main_chaos	721263501	454078334	false	10000	50000	10000	0	0	wh3_main_nur_maggoth_kin	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_twisted_towers	wh3_main_chaos	625382434	581892238	false	10000	50000	10000	0	0	wh3_main_chs_gharhar	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_vale_of_nightmares	wh3_main_chaos	1744197682	453131403	false	10000	50000	10000	0	0	wh3_main_chs_tong	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_the_volary	wh3_main_chaos	1558038090	940432391	true	10000	50000	10000	0	0	wh3_main_tze_oracles_of_tzeentch	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_the_writhing_fortress	wh3_main_chaos	466565646	800574669	true	10000	50000	10000	0	0	wh3_dlc25_nur_tamurkhan	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_titans_notch	wh3_main_chaos	537786404	87280910	true	10000	50000	10000	0	0	wh3_main_grn_tusked_sunz	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_tower_of_ashshair	wh3_main_chaos	1676667563	1133653520	false	10000	50000	10000	0	0	wh3_main_cth_dissenter_lords_of_jinshen	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_tower_of_grief	wh3_main_chaos	1888535839	804805912	false	10000	50000	10000	0	0	wh3_main_grn_dark_land_orcs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_chaos_region_tree_of_damned_shades	wh3_main_chaos	1307573765	453131403	false	10000	50000	10000	0	0	wh3_main_chs_tong	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_troll_fjord	wh3_main_chaos	1899442024	783169615	true	10000	50000	10000	0	0	wh_main_nor_bjornling	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_chaos_region_turtle_gate	wh3_main_chaos	705002178	1637619212	false	10000	50000	10000	0	0	wh3_main_cth_imperial_wardens	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_ubersreik	wh3_main_chaos	1881455222	1163265541	false	10000	50000	10000	0	0	wh_main_emp_empire	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_uzkulak	wh3_main_chaos	1455898240	1333936363	true	10000	50000	10000	0	0	wh3_dlc23_chd_astragoth	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	8
wh3_main_chaos_region_uzkulany	wh3_main_chaos	3989715	1491488285	true	10000	50000	10000	0	0	wh3_main_grn_dark_land_orcs	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_chaos_region_vale_of_titans	wh3_main_chaos	720866939	2122700715	true	10000	50000	10000	0	0	wh3_main_ogr_bloodmaw	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_village_of_the_moon	wh3_main_chaos	1773988996	1463892389	true	10000	50000	10000	0	0	wh2_dlc12_grn_leaf_cutterz_tribe	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_village_of_the_tigermen	wh3_main_chaos	1905322121	91585576	true	10000	50000	10000	0	0	wh3_main_cth_burning_wind_nomads	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_volcanos_heart	wh3_main_chaos	1559761882	1663321090	true	10000	50000	10000	0	0	wh3_main_sla_subtle_torture	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_volksgrad	wh3_main_chaos	450511092	608402148	false	10000	50000	10000	0	0	wh3_main_ksl_ropsmenn_clan	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_waldenhof	wh3_main_chaos	1020521274	235896571	true	10000	50000	10000	0	0	wh_main_vmp_waldenhof	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_chaos_region_wei_jin	wh3_main_chaos	1513967616	2061945541	true	10000	50000	10000	0	0	wh3_main_cth_celestial_loyalists	wh3_main_sc_cth_cathay		false	0		0	0	10
wh3_main_chaos_region_weng_chang	wh3_main_chaos	991669392	1637619212	false	10000	50000	10000	0	0	wh3_main_cth_imperial_wardens	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_winter_pyre	wh3_main_chaos	1453891257	995499774	false	10000	50000	10000	0	0	wh_main_nor_baersonling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_chaos_region_wolfenburg	wh3_main_chaos	1514698467	1274628481	true	10000	50000	10000	0	0	wh_main_emp_ostland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_chaos_region_wurtbad	wh3_main_chaos	947352790	1757885673	true	10000	50000	10000	0	0	wh_main_emp_stirland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_chaos_region_wurzen	wh3_main_chaos	1902564588	1274628481	false	10000	50000	10000	0	0	wh_main_emp_ostland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_chaos_region_xen_wu	wh3_main_chaos	2013516709	905043015	true	10000	50000	10000	0	0	wh2_main_skv_clan_eshin	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_xing_po	wh3_main_chaos	1115020545	2061945541	false	10000	50000	10000	0	0	wh3_main_cth_celestial_loyalists	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_chaos_region_yetchitch	wh3_main_chaos	2044587172	1985164626	false	10000	50000	10000	0	0	wh3_main_ksl_brotherhood_of_the_bear	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_yhetee_peak	wh3_main_chaos	1674306791	749624153	false	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_chaos_region_zamoski	wh3_main_chaos	1869038904	1485012966	false	10000	50000	10000	0	0	wh3_dlc24_ksl_daughters_of_the_forest	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_chaos_region_zanbaijin	wh3_main_chaos	408478128	62893473	false	10000	50000	10000	0	0	wh3_main_tze_flaming_scribes	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_chaos_region_zerulous	wh3_main_chaos	1009944863	583160884	false	10000	50000	10000	0	0	wh3_main_ogr_sons_of_the_mountain	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_chaos_region_zhanshi	wh3_main_chaos	1663819756	1463892389	false	10000	50000	10000	0	0	wh3_main_cth_celestial_loyalists	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_chaos_region_zharr_naggrund	wh3_main_chaos	850354686	1179515434	true	10000	50000	10000	0	0	wh3_dlc23_chd_conclave	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	10
wh3_main_chaos_region_zhufbar	wh3_main_chaos	487093882	316132094	true	10000	50000	10000	0	0	wh_main_dwf_zhufbar	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_chaos_region_zoishenk	wh3_main_chaos	1680257983	983952412	false	10000	50000	10000	0	0	wh3_main_ksl_druzhina_enclave	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_combi_region_aarnau	wh3_main_combi	1326698762	2071806234	false	10000	50000	10000	0	0	wh_main_emp_marienburg	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_agrul_migdhal	wh3_main_combi	2030047689	1751606289	false	10000	50000	10000	0	0	wh_main_grn_top_knotz	wh_main_sc_grn_savage_orcs		false	0		0	0	4
wh3_main_combi_region_akendorf	wh3_main_combi	332187046	498737377	false	10000	50000	10000	0	0	wh_main_teb_border_princes	wh_main_sc_teb_teb		false	0		0	0	8
wh3_main_combi_region_al_haikk	wh3_main_combi	1682255746	2124070741	true	10000	50000	10000	0	0	wh2_main_brt_thegans_crusaders	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_altar_of_facades	wh3_main_combi	1979174777	1670098810	false	100000	50000	10000	0	0	wh3_main_sla_rapturous_excess	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_altar_of_spawns	wh3_main_combi	1529400694	2053564926	false	10000	50000	10000	0	0	wh_dlc08_nor_wintertooth	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_altar_of_the_crimson_harvest	wh3_main_combi	133035062	1740473616	true	10000	50000	10000	0	0	wh_main_nor_skaeling	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_combi_region_altar_of_the_horned_rat	wh3_main_combi	617682620	1392526214	true	10000	50000	10000	0	0	wh2_main_skv_clan_spittel	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_altar_of_ultimate_darkness	wh3_main_combi	841080141	566089373	true	10000	50000	10000	0	0	wh2_main_nor_mung	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_altdorf	wh3_main_combi	1501738421	1230551507	true	10000	50000	10000	0	0	wh_main_emp_empire	wh_main_sc_emp_empire		false	0		1	0	10
wh3_main_combi_region_amblepeak	wh3_main_combi	534667255	676592859	true	10000	50000	10000	0	0	wh3_main_ogr_sons_of_the_mountain	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_ancient_city_of_quintex	wh3_main_combi	532713200	2013319212	true	10000	50000	10000	0	0	wh2_main_def_cult_of_pleasure	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_angerrial	wh3_main_combi	1773204343	2063015132	false	10000	50000	10000	0	0	wh2_main_hef_eataine	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_antoch	wh3_main_combi	29353489	433034784	false	10000	50000	10000	0	0	wh2_dlc09_tmb_dune_kingdoms	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_aquitaine	wh3_main_combi	1319815104	795012507	true	10000	50000	10000	0	0	wh3_main_brt_aquitaine	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_argalis	wh3_main_combi	1917763729	498737377	false	10000	50000	10000	0	0	wh_main_teb_border_princes	wh_main_sc_teb_teb		false	0		0	0	4
wh3_main_combi_region_arnheim	wh3_main_combi	2002505019	974767229	true	10000	50000	10000	0	0	wh2_main_def_bleak_holds	wh2_main_sc_hef_high_elves		false	0		0	0	8
wh3_main_combi_region_ash_ridge_mountains	wh3_main_combi	1668691642	1295067546	true	10000	50000	10000	0	0	wh2_dlc15_dwf_clan_helhein	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_ashrak	wh3_main_combi	730954671	1456132922	false	10000	50000	10000	0	0	wh2_main_def_ghrond	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_averheim	wh3_main_combi	135506301	1287535217	true	10000	50000	10000	0	0	wh_main_emp_averland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_avethir	wh3_main_combi	624646353	253361864	false	10000	50000	10000	0	0	wh2_main_hef_tiranoc	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_axlotl	wh3_main_combi	570357938	684447420	false	10000	50000	10000	0	0	wh2_main_lzd_itza	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_baleful_hills	wh3_main_combi	1419443878	153733105	false	10000	50000	10000	0	0	wh3_dlc21_vmp_jiangshi_rebels	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_bamboo_crossing	wh3_main_combi	1171052572	730471226	false	10000	50000	10000	0	0	wh3_main_cth_the_jade_custodians	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_barag_dawazbag	wh3_main_combi	1727628218	996520110	false	10000	50000	10000	0	0	wh_main_grn_scabby_eye	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_barak_varr	wh3_main_combi	233498749	1511910055	true	10000	50000	10000	0	0	wh_main_dwf_barak_varr	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_bay_of_blades	wh3_main_combi	1901758178	305475951	false	10000	50000	10000	0	0	wh_main_nor_sarl	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_bechafen	wh3_main_combi	519270046	1503274821	true	10000	50000	10000	0	0	wh_main_emp_ostermark	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_beichai	wh3_main_combi	1144240315	1443157541	false	10000	50000	10000	0	0	wh3_main_cth_eastern_river_lords	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_bhagar	wh3_main_combi	2022168045	433034784	true	10000	50000	10000	0	0	wh2_dlc09_tmb_dune_kingdoms	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_bilbali	wh3_main_combi	2099029358	1890165015	false	10000	50000	10000	0	0	wh_main_teb_estalia	wh_main_sc_teb_teb		false	0		0	0	8
wh3_main_combi_region_bilious_cliffs	wh3_main_combi	1453136730	1877503903	false	10000	50000	10000	0	0	wh3_dlc25_nur_epidemius	wh3_main_sc_nur_nurgle		false	0		0	0	4
wh3_main_combi_region_bitter_bay	wh3_main_combi	1346523791		false	0	0	0	0	0	wh2_dlc12_skv_clan_mange	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
