key	table_name	patch_key
wh2_dlc15_special_settlement_tor_yvresse_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_main_def_outpostnorsca_major_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_def_outpostnorsca_major_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_def_outpostnorsca_major_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_def_outpostnorsca_major_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_def_outpostnorsca_major_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_def_outpostnorsca_major_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_def_outpostnorsca_minor_1	building_levels	wh2_main_def_settlement_minor_1
wh2_main_def_outpostnorsca_minor_2	building_levels	wh2_main_def_settlement_minor_2
wh2_main_def_outpostnorsca_minor_3	building_levels	wh2_main_def_settlement_minor_3
wh2_main_def_outpostnorsca_minor_ruin	building_levels	wh2_main_def_settlement_minor_ruin
wh2_main_hef_outpostnorsca_major_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_hef_outpostnorsca_major_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_hef_outpostnorsca_major_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_hef_outpostnorsca_major_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_hef_outpostnorsca_major_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_hef_outpostnorsca_major_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_hef_outpostnorsca_minor_1	building_levels	wh2_main_hef_settlement_minor_1
wh2_main_hef_outpostnorsca_minor_2	building_levels	wh2_main_hef_settlement_minor_2
wh2_main_hef_outpostnorsca_minor_3	building_levels	wh2_main_hef_settlement_minor_3
wh2_main_hef_outpostnorsca_minor_ruin	building_levels	wh2_main_hef_settlement_minor_ruin
wh2_main_lzd_outpostnorsca_major_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_lzd_outpostnorsca_major_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_lzd_outpostnorsca_major_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_lzd_outpostnorsca_major_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_lzd_outpostnorsca_major_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_lzd_outpostnorsca_major_nakai_1	building_levels	wh2_dlc13_lzd_nakai_settlement_major_1
wh2_main_lzd_outpostnorsca_major_nakai_ruin	building_levels	wh2_dlc13_lzd_nakai_settlement_major_ruin
wh2_main_lzd_outpostnorsca_major_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_lzd_outpostnorsca_minor_1	building_levels	wh2_main_lzd_settlement_minor_1
wh2_main_lzd_outpostnorsca_minor_2	building_levels	wh2_main_lzd_settlement_minor_2
wh2_main_lzd_outpostnorsca_minor_3	building_levels	wh2_main_lzd_settlement_minor_3
wh2_main_lzd_outpostnorsca_minor_nakai_1	building_levels	wh2_dlc13_lzd_nakai_settlement_minor_1
wh2_main_lzd_outpostnorsca_minor_nakai_ruin	building_levels	wh2_dlc13_lzd_nakai_settlement_minor_ruin
wh2_main_lzd_outpostnorsca_minor_ruin	building_levels	wh2_main_lzd_settlement_minor_ruin
wh2_main_rogue_outpostnorsca_major_1	building_levels	wh2_main_rogue_settlement_major_1
wh2_main_rogue_outpostnorsca_major_2	building_levels	wh2_main_rogue_settlement_major_2
wh2_main_rogue_outpostnorsca_major_3	building_levels	wh2_main_rogue_settlement_major_3
wh2_main_rogue_outpostnorsca_minor_1	building_levels	wh2_main_rogue_settlement_minor_1
wh2_main_rogue_outpostnorsca_minor_2	building_levels	wh2_main_rogue_settlement_minor_2
wh2_main_rogue_outpostnorsca_minor_3	building_levels	wh2_main_rogue_settlement_minor_3
wh2_main_rogue_outpostnorsca_minor_ruin	building_levels	wh2_main_rogue_settlement_minor_ruin
wh2_main_rogue_outpostnorsca_ruin	building_levels	wh2_main_rogue_settlement_ruin
wh2_main_skv_outpostnorsca_major_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_skv_outpostnorsca_major_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_skv_outpostnorsca_major_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_skv_outpostnorsca_major_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_skv_outpostnorsca_major_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_skv_outpostnorsca_major_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_skv_outpostnorsca_minor_1	building_levels	wh2_main_skv_settlement_minor_1
wh2_main_skv_outpostnorsca_minor_2	building_levels	wh2_main_skv_settlement_minor_2
wh2_main_skv_outpostnorsca_minor_3	building_levels	wh2_main_skv_settlement_minor_3
wh2_main_skv_outpostnorsca_minor_ruin	building_levels	wh2_main_skv_settlement_minor_ruin
wh2_main_special_settlement_altdorf_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_altdorf_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_altdorf_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_altdorf_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_altdorf_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_altdorf_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_altdorf_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_altdorf_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_altdorf_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_altdorf_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_altdorf_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_altdorf_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_altdorf_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_altdorf_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_altdorf_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_altdorf_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_altdorf_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_altdorf_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_altdorf_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_main_special_settlement_altdorf_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_main_special_settlement_altdorf_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_main_special_settlement_altdorf_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_main_special_settlement_altdorf_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_main_special_settlement_altdorf_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_main_special_settlement_altdorf_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_altdorf_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_altdorf_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_altdorf_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_altdorf_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_altdorf_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_altdorf_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_altdorf_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_altdorf_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_altdorf_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_altdorf_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_altdorf_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_altdorf_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_main_special_settlement_altdorf_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_main_special_settlement_altdorf_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_main_special_settlement_altdorf_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_main_special_settlement_altdorf_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_main_special_settlement_altdorf_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_main_special_settlement_altdorf_other_1	building_levels	wh_main_special_settlement_altdorf_1_emp
wh2_main_special_settlement_altdorf_other_2	building_levels	wh_main_special_settlement_altdorf_2_emp
wh2_main_special_settlement_altdorf_other_3	building_levels	wh_main_special_settlement_altdorf_3_emp
wh2_main_special_settlement_altdorf_other_4	building_levels	wh_main_special_settlement_altdorf_4_emp
wh2_main_special_settlement_altdorf_other_5	building_levels	wh_main_special_settlement_altdorf_5_emp
wh2_main_special_settlement_altdorf_other_ruin	building_levels	wh_main_special_settlement_altdorf_ruin
wh2_main_special_settlement_altdorf_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_main_special_settlement_altdorf_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_main_special_settlement_altdorf_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_main_special_settlement_altdorf_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_main_special_settlement_altdorf_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_altdorf_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_altdorf_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_altdorf_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_altdorf_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_special_settlement_altdorf_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_athel_loren_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_main_special_settlement_athel_loren_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_main_special_settlement_athel_loren_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_main_special_settlement_athel_loren_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_main_special_settlement_athel_loren_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_main_special_settlement_athel_loren_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_main_special_settlement_athel_loren_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_athel_loren_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_athel_loren_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_athel_loren_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_athel_loren_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_athel_loren_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_athel_loren_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_athel_loren_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_athel_loren_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_athel_loren_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_athel_loren_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_athel_loren_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_athel_loren_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_athel_loren_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_athel_loren_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_athel_loren_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_athel_loren_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_athel_loren_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_athel_loren_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_athel_loren_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_athel_loren_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_athel_loren_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_athel_loren_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_athel_loren_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_athel_loren_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_main_special_settlement_athel_loren_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_main_special_settlement_athel_loren_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_main_special_settlement_athel_loren_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_main_special_settlement_athel_loren_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_main_special_settlement_athel_loren_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_main_special_settlement_athel_loren_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_athel_loren_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_athel_loren_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_athel_loren_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_athel_loren_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_athel_loren_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_athel_loren_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_athel_loren_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_athel_loren_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_athel_loren_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_athel_loren_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_athel_loren_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_athel_loren_norsca_1	building_levels	wh_main_nor_settlement_minor_1
wh2_main_special_settlement_athel_loren_norsca_2	building_levels	wh_main_nor_settlement_minor_2
wh2_main_special_settlement_athel_loren_norsca_3	building_levels	wh_main_nor_settlement_minor_3
wh2_main_special_settlement_athel_loren_norsca_ruin	building_levels	wh_main_nor_settlement_minor_ruin
wh2_main_special_settlement_athel_loren_rogue_1	building_levels	wh_dlc05_wef_settlement_major_main_1
wh2_main_special_settlement_athel_loren_rogue_ruin	building_levels	wh_dlc05_wef_settlement_major_main_ruin
wh2_main_special_settlement_athel_loren_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_main_special_settlement_athel_loren_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_main_special_settlement_athel_loren_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_main_special_settlement_athel_loren_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_main_special_settlement_athel_loren_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_athel_loren_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_athel_loren_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_athel_loren_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_athel_loren_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_special_settlement_athel_loren_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_athel_loren_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_main_special_settlement_athel_loren_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_main_special_settlement_athel_loren_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_main_special_settlement_athel_loren_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_main_special_settlement_athel_loren_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_main_special_settlement_athel_loren_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_main_special_settlement_black_crag_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_main_special_settlement_black_crag_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_main_special_settlement_black_crag_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_main_special_settlement_black_crag_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_main_special_settlement_black_crag_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_main_special_settlement_black_crag_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_main_special_settlement_black_crag_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_black_crag_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_black_crag_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_black_crag_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_black_crag_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_black_crag_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_black_crag_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_black_crag_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_black_crag_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_black_crag_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_black_crag_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_black_crag_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_black_crag_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_black_crag_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_black_crag_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_black_crag_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_black_crag_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_black_crag_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_black_crag_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_black_crag_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_black_crag_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_black_crag_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_black_crag_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_black_crag_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_black_crag_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_black_crag_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_black_crag_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_black_crag_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_black_crag_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_black_crag_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_black_crag_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_black_crag_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_black_crag_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_black_crag_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_black_crag_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_black_crag_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_black_crag_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_black_crag_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_black_crag_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_black_crag_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_black_crag_skv_5	building_levels	wh2_main_skv_settlement_major_5
