parent_task_generator_group	task_generator_group	precedence	inheritance_is_additive
wh3_tms_generator_group_cathay	wh3_tms_generator_group_cathay_miao_ying	0	false
wh3_tms_generator_group_cathay_gatecapture_additive	wh3_tms_generator_group_cathay_minor_gatecapture	0	true
wh3_tms_generator_group_cathay_minor	wh3_tms_generator_group_cathay_minor_gatecapture	0	false
wh3_tms_generator_group_cathay	wh3_tms_generator_group_cathay_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_cathay_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_cathay_minor	1	false
wh3_tms_generator_group_cathay	wh3_tms_generator_group_cathay_yuan_bo	0	false
wh3_tms_generator_group_cathay_gatecapture_additive	wh3_tms_generator_group_cathay_zhao_ming_gatecapture	0	true
wh3_tms_generator_group_cathay_zhao_ming	wh3_tms_generator_group_cathay_zhao_ming_gatecapture	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_cathay_zhao_ming	0	true
wh3_tms_generator_group_cathay	wh3_tms_generator_group_cathay_zhao_ming	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_cathay	0	false
wh3_tms_generator_group_cathay_specific_additive	wh3_tms_generator_group_cathay	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_cathay	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_cathay	0	true
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_chaos_dwarf_astragoth	0	true
wh3_tms_generator_group_chaos_dwarf	wh3_tms_generator_group_chaos_dwarf_astragoth	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_chaos_dwarf_drazhoath	0	true
wh3_tms_generator_group_chaos_dwarf	wh3_tms_generator_group_chaos_dwarf_drazhoath	0	false
wh3_tms_generator_group_chaos_dwarf	wh3_tms_generator_group_chaos_dwarf_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_chaos_dwarf_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_chaos_dwarf_minor	1	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_chaos_dwarf_zhatan	0	true
wh3_tms_generator_group_chaos_dwarf	wh3_tms_generator_group_chaos_dwarf_zhatan	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_chaos_dwarf	0	false
wh3_tms_generator_group_chaos_dwarf_specific_additive	wh3_tms_generator_group_chaos_dwarf	0	true
wh3_tms_generator_group_chaos_dwarf_zharr_naggrund_capture_additive	wh3_tms_generator_group_chaos_dwarf	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_chaos_dwarf	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_chaos_dwarf	0	true
wh3_tms_generator_group_chaos	wh3_tms_generator_group_chaos_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_chaos_minor	0	true
wh3_tms_generator_group_chaos_settled	wh3_tms_generator_group_chaos_settled_azazel	0	false
wh3_tms_generator_group_chaos_settled	wh3_tms_generator_group_chaos_settled_festus	0	false
wh3_tms_generator_group_chaos_settled	wh3_tms_generator_group_chaos_settled_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_chaos_settled_minor	0	true
wh3_tms_generator_group_chaos_settled	wh3_tms_generator_group_chaos_settled_valkia	0	false
wh3_tms_generator_group_chaos_settled	wh3_tms_generator_group_chaos_settled_vilitch	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_chaos_settled	0	false
wh3_tms_generator_group_chaos_settled_specific_additive	wh3_tms_generator_group_chaos_settled	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_chaos_settled	0	true
wh3_combi_tms_generator_group_horde	wh3_tms_generator_group_chaos	0	false
wh3_tms_generator_group_chaos_specific_additive	wh3_tms_generator_group_chaos	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_chaos	0	true
wh3_tms_generator_group_daemonprince	wh3_tms_generator_group_daemonprince_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_daemonprince_minor	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_daemonprince	0	false
wh3_tms_generator_group_daemonprince_specific_additive	wh3_tms_generator_group_daemonprince	0	true
wh3_tms_generator_group_rift_major_chaos_additive	wh3_tms_generator_group_daemonprince	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_daemonprince	0	true
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_tms_generator_group_darkelf_minor	0	true
wh3_tms_generator_group_darkelf	wh3_tms_generator_group_darkelf_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_darkelf_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_darkelf_minor	1	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_darkelf	0	false
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_tms_generator_group_darkelf	0	true
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_darkelf	0	true
wh3_tms_generator_group_darkelf_specific_additive	wh3_tms_generator_group_darkelf	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_darkelf	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_darkelf	0	true
wh3_combi_tms_generator_group_defensive_additive	wh3_tms_generator_group_dwarf_minor	0	true
wh3_tms_generator_group_dwarf	wh3_tms_generator_group_dwarf_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_dwarf_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_dwarf_minor	1	false
wh3_tms_generator_group_dwarf	wh3_tms_generator_group_dwarfs_malakai	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_dwarf	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_dwarf	0	true
wh3_tms_generator_group_dwarf_specific_additive	wh3_tms_generator_group_dwarf	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_dwarf	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_dwarf	0	true
wh3_tms_generator_group_empire	wh3_tms_generator_group_empire_elspeth	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_empire_minor	0	true
wh3_tms_generator_group_empire	wh3_tms_generator_group_empire_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_empire_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_empire_minor	1	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_empire	0	false
wh3_tms_generator_group_empire_specific_additive	wh3_tms_generator_group_empire	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_empire	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_empire	0	true
wh3_tms_generator_group_greenskin	wh3_tms_generator_group_greenskin_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_greenskin_minor	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_greenskin	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_greenskin	0	false
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_greenskin	0	true
wh3_tms_generator_group_greenskin_specific_additive	wh3_tms_generator_group_greenskin	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_greenskin	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_greenskin	0	true
wh3_tms_generator_group_highelf	wh3_tms_generator_group_highelf_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_highelf_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_highelf_minor	1	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_highelf	0	false
wh3_tms_generator_group_highelf_specific_additive	wh3_tms_generator_group_highelf	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_highelf	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_highelf	0	true
wh3_tms_generator_group_khorne	wh3_tms_generator_group_khorne_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_khorne_minor	0	true
wh3_tms_generator_group_rift_minor_chaos_override	wh3_tms_generator_group_khorne_minor	1	false
wh3_combi_tms_generator_group_brutal_override	wh3_tms_generator_group_khorne_skarbrand	1	false
wh3_tms_generator_group_khorne	wh3_tms_generator_group_khorne_skarbrand	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_khorne	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_khorne	0	false
wh3_tms_generator_group_khorne_specific_additive	wh3_tms_generator_group_khorne	0	true
wh3_tms_generator_group_rift_major_chaos_additive	wh3_tms_generator_group_khorne	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_khorne	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_kislev_boris	0	true
wh3_tms_generator_group_kislev	wh3_tms_generator_group_kislev_boris	0	false
wh3_combi_tms_generator_group_purifier_additive	wh3_tms_generator_group_kislev_katarin	0	true
wh3_tms_generator_group_kislev	wh3_tms_generator_group_kislev_katarin	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_kislev_kostaltyn	0	true
wh3_tms_generator_group_kislev	wh3_tms_generator_group_kislev_kostaltyn	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_kislev_minor	0	true
wh3_tms_generator_group_kislev	wh3_tms_generator_group_kislev_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_kislev_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_kislev_minor	1	false
wh3_tms_generator_group_defensive_additive	wh3_tms_generator_group_kislev_ostankya	0	true
wh3_tms_generator_group_kislev	wh3_tms_generator_group_kislev_ostankya	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_kislev	0	false
wh3_tms_generator_group_kislev_specific_additive	wh3_tms_generator_group_kislev	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_kislev	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_kislev	0	true
wh3_tms_generator_group_lizardmen	wh3_tms_generator_group_lizardmen_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_lizardmen_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_lizardmen_minor	1	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_lizardmen	0	false
wh3_tms_generator_group_lizardmen_specific_additive	wh3_tms_generator_group_lizardmen	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_lizardmen	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_lizardmen	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_minor	0	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_norsca_minor	0	true
wh3_tms_generator_group_norsca	wh3_tms_generator_group_norsca_minor	0	false
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_norsca_minor	1	false
wh3_combi_tms_generator_group_norsca_vassal_additive	wh3_tms_generator_group_norsca_vassal	0	true
wh3_tms_generator_group_norsca_minor	wh3_tms_generator_group_norsca_vassal	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_norsca	0	false
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_tms_generator_group_norsca	0	true
wh3_tms_generator_group_norsca_specific_additive	wh3_tms_generator_group_norsca	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_norsca	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_norsca	0	true
wh3_tms_generator_group_nurgle	wh3_tms_generator_group_nurgle_kugath	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_nurgle_minor	0	true
wh3_tms_generator_group_nurgle	wh3_tms_generator_group_nurgle_minor	0	false
wh3_tms_generator_group_rift_minor_chaos_override	wh3_tms_generator_group_nurgle_minor	1	false
wh3_tms_generator_group_nurgle	wh3_tms_generator_group_nurgle_tamurkhan	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_nurgle	0	false
wh3_tms_generator_group_nurgle_specific_additive	wh3_tms_generator_group_nurgle	0	true
wh3_tms_generator_group_rift_major_chaos_additive	wh3_tms_generator_group_nurgle	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_nurgle	0	true
wh3_tms_generator_group_ogre	wh3_tms_generator_group_ogre_greasus	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_ogre_minor	0	true
wh3_tms_generator_group_ogre	wh3_tms_generator_group_ogre_minor	0	false
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_ogre_minor	1	false
wh3_combi_tms_generator_group_opportunistic_additive	wh3_tms_generator_group_ogre_skrag	0	true
wh3_tms_generator_group_ogre	wh3_tms_generator_group_ogre_skrag	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_ogre	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_ogre	0	false
wh3_tms_generator_group_ogre_specific_additive	wh3_tms_generator_group_ogre	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_ogre	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_ogre	0	true
wh3_tms_generator_group_cathay_specific_additive	wh3_tms_generator_group_passive_cathay	0	true
wh3_tms_generator_group_passive	wh3_tms_generator_group_passive_cathay	0	false
wh3_tms_generator_group_ogre_specific_additive	wh3_tms_generator_group_passive_ogre	0	true
wh3_tms_generator_group_passive	wh3_tms_generator_group_passive_ogre	0	false
wh3_combi_tms_generator_group_chaos_settled_specific_additive	wh3_tms_generator_group_regionless_chaos	0	true
wh3_tms_generator_group_regionless	wh3_tms_generator_group_regionless_chaos	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_rogue	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_rogue	0	false
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_rogue	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_rogue	1	false
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_rogue	0	true
wh3_tms_generator_group_rogue_specific_additive	wh3_tms_generator_group_rogue	0	true
wh3_tms_generator_group_rift_minor_chaos_override	wh3_tms_generator_group_simple	1	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_skaven_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_skaven_minor	1	false
wh3_tms_generator_group_skaven	wh3_tms_generator_group_skaven_minor	0	false
wh3_combi_tms_generator_group_coloniser_additive	wh3_tms_generator_group_skaven	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_skaven	0	false
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_skaven	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_skaven	0	true
wh3_tms_generator_group_skaven_specific_additive	wh3_tms_generator_group_skaven	0	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_slaanesh_minor	0	true
wh3_tms_generator_group_rift_minor_chaos_override	wh3_tms_generator_group_slaanesh_minor	1	false
wh3_tms_generator_group_slaanesh	wh3_tms_generator_group_slaanesh_minor	0	false
wh3_tms_generator_group_slaanesh	wh3_tms_generator_group_slaanesh_nkari	0	false
wh3_tms_generator_group_slaanesh_nkari_specific_additive	wh3_tms_generator_group_slaanesh_nkari	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_slaanesh	0	false
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_slaanesh	0	true
wh3_tms_generator_group_rift_major_chaos_additive	wh3_tms_generator_group_slaanesh	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_slaanesh	0	true
wh3_tms_generator_group_slaanesh_specific_additive	wh3_tms_generator_group_slaanesh	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_teb	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_teb	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_teb	0	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_tombking_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_tombking_minor	1	false
wh3_tms_generator_group_tombking	wh3_tms_generator_group_tombking_minor	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_tombking	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_tombking	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_tombking	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_tombking	0	true
wh3_tms_generator_group_tombking_specific_additive	wh3_tms_generator_group_tombking	0	true
wh3_tms_generator_group_tzeentch	wh3_tms_generator_group_tzeentch_changeling	0	false
wh3_tms_generator_group_tzeentch	wh3_tms_generator_group_tzeentch_kairos	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_tzeentch_minor	0	true
wh3_tms_generator_group_rift_minor_chaos_override	wh3_tms_generator_group_tzeentch_minor	1	false
wh3_tms_generator_group_tzeentch	wh3_tms_generator_group_tzeentch_minor	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_tzeentch	0	false
wh3_tms_generator_group_rift_major_chaos_additive	wh3_tms_generator_group_tzeentch	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_tzeentch	0	true
wh3_tms_generator_group_tzeentch_specific_additive	wh3_tms_generator_group_tzeentch	0	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_vampire_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_vampire_minor	1	false
wh3_tms_generator_group_vampire	wh3_tms_generator_group_vampire_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_vampirecoast_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_vampirecoast_minor	1	false
wh3_tms_generator_group_vampirecoast	wh3_tms_generator_group_vampirecoast_minor	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_vampirecoast	0	false
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_tms_generator_group_vampirecoast	0	true
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_vampirecoast	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_vampirecoast	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_vampirecoast	0	true
wh3_tms_generator_group_vampirecoast_specific_additive	wh3_tms_generator_group_vampirecoast	0	true
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_vampire	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_vampire	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_vampire	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_vampire	0	true
wh3_tms_generator_group_vampire_specific_additive	wh3_tms_generator_group_vampire	0	true
wh3_combi_tms_generator_group_defensive_additive	wh3_tms_generator_group_woodelf_minor	0	true
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_woodelf_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_woodelf_minor	1	false
wh3_tms_generator_group_woodelf	wh3_tms_generator_group_woodelf_minor	0	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_woodelf	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_woodelf	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_woodelf	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_woodelf	0	true
wh3_tms_generator_group_woodelf_specific_additive	wh3_tms_generator_group_woodelf	0	true
