army_special_ability	faction	is_hidden_in_ui
wh3_main_prisoners_dismember	wh3_main_ogr_thunderguts	false
wh3_main_prisoners_dismember	wh3_main_ogr_treehammers	false
wh3_main_prisoners_dismember	wh3_main_ogre_flamegullets	false
wh3_main_prisoners_dismember	wh3_main_ogre_sharktooth	false
wh3_main_prisoners_dismember	wh3_main_ogre_stoneshatter	false
wh3_main_prisoners_dismember	wh3_main_ogre_the_famished	false
wh3_main_prisoners_massacre	wh3_dlc26_ogr_golgfag	false
wh3_main_prisoners_massacre	wh3_main_ogr_blood_guzzlers	false
wh3_main_prisoners_massacre	wh3_main_ogr_bloodmaw	false
wh3_main_prisoners_massacre	wh3_main_ogr_crossed_clubs	false
wh3_main_prisoners_massacre	wh3_main_ogr_disciples_of_the_maw	false
wh3_main_prisoners_massacre	wh3_main_ogr_eyebiter	false
wh3_main_prisoners_massacre	wh3_main_ogr_feastmaster	false
wh3_main_prisoners_massacre	wh3_main_ogr_fleshgreeders	false
wh3_main_prisoners_massacre	wh3_main_ogr_fulg	false
wh3_main_prisoners_massacre	wh3_main_ogr_goldtooth	false
wh3_main_prisoners_massacre	wh3_main_ogr_lazarghs	false
wh3_main_prisoners_massacre	wh3_main_ogr_loose_tooth	false
wh3_main_prisoners_massacre	wh3_main_ogr_mountaineaters	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_kingdoms	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_kingdoms_invasion	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_kingdoms_qb1	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_kingdoms_qb2	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_kingdoms_qb3	false
wh3_main_prisoners_massacre	wh3_main_ogr_ogre_rebels	false
wh3_main_prisoners_massacre	wh3_main_ogr_rock_skulls	false
wh3_main_prisoners_massacre	wh3_main_ogr_sabreskin	false
wh3_main_prisoners_massacre	wh3_main_ogr_sons_of_the_mountain	false
wh3_main_prisoners_massacre	wh3_main_ogr_thunderguts	false
wh3_main_prisoners_massacre	wh3_main_ogr_treehammers	false
wh3_main_prisoners_massacre	wh3_main_ogre_flamegullets	false
wh3_main_prisoners_massacre	wh3_main_ogre_sharktooth	false
wh3_main_prisoners_massacre	wh3_main_ogre_stoneshatter	false
wh3_main_prisoners_massacre	wh3_main_ogre_the_famished	false
