unique_id	ability	agent	attribute	cannot_fail	critical_failure	critical_success	failure	opportune_failure	success	localised_action_name	localised_action_description	target_attribute	critical_success_proportion_modifier	opportune_failure_proportion_modifier	critical_failure_proportion_modifier	chance_of_success	voiceover	icon_path	show_action_info_in_ui	subculture	succeed_always_override	order
wh2_main_agent_action_champion_assist_army_replenish_troops	assist_army	champion	zeal	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
wh2_main_agent_action_champion_assist_army_scavenge	assist_army	champion	zeal	wh2_main_agent_action_assist_army_cannot_fail_scavenge	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scavenge}}	[[col:yellow]]Increases the {{tr:icon_income}}income of post-battle loot earned by the parent army by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/income.png	true		true	0
wh2_main_agent_action_champion_assist_army_scouting	assist_army	champion	zeal	wh2_main_agent_action_assist_army_cannot_fail_scouting	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scouting}}	[[col:yellow]]Increases the parent army's chance of finding a magic item after winning a battle by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/item_ability.png	true		true	0
wh2_main_agent_action_champion_assist_army_training	assist_army	champion	zeal	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Increases experience gain by %n% for units serving in the parent army.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
wh2_main_agent_action_champion_hinder_agent_assassinate	hinder_agent	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_critical_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_assassinate}}	[[col:yellow]]Kills the target [[img:icon_hero]][[/img]]Hero.[[/col]]	zeal	3.0000	0.0000	0.5000	35	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/subterfuge.png	true		false	0
wh2_main_agent_action_champion_hinder_agent_wound	hinder_agent	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	zeal	0.0000	0.0000	1.0000	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
wh2_main_agent_action_champion_hinder_army_assault_units	hinder_army	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_units	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_units	{{tr:agent_action_name_assault_units}}	[[col:yellow]]Inflicts damage upon all units in the target army.[[/col]]	zeal	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/attrition.png	true		false	0
wh2_main_agent_action_champion_hinder_army_block_army	hinder_army	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_block_army	{{tr:agent_action_name_block_army}}	[[col:yellow]]Modifies the campaign movement range of the target army by %n%.[[/col]]	zeal	0.0000	0.0000	0.5000	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		false	0
wh2_main_agent_action_champion_hinder_army_hinder_replenishment	hinder_army	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
wh2_main_agent_action_champion_hinder_settlement_assault_garrison	hinder_settlement	champion	zeal	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	zeal	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
wh2_main_agent_action_champion_hinder_settlement_damage_building	hinder_settlement	champion	zeal	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	zeal	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_champion_hinder_settlement_damage_walls	hinder_settlement	champion	zeal	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	zeal	0.0000	0.0000	0.5000	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_champion_hinder_settlement_gain_influence	hinder_settlement	champion	zeal	wh2_main_agent_action_hinder_settlement_success_gain_influence	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_gain_influence	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_gain_influence	{{tr:agent_action_name_gain_influence}}	[[col:yellow]]Generate %n [[img:icon_influence]][[/img]]influence[[/col]] per turn for 5 turns.[[/col]]	zeal	0.0000	0.0000	0.5000	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/intrigue.png	true		false	0
wh2_main_agent_action_champion_hinder_settlement_scout_settlement	hinder_settlement	champion	zeal	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	zeal	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_main_agent_action_champion_passive_increase_trade	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_increase_trade	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_trade}}	[[col:yellow]]Increases tradable resources produced in the local province by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/trade_agreement.png	true		true	0
wh2_main_agent_action_champion_passive_spread_corruption	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Reduces the amount of [[img:icon_corruption_untainted]][[/img]]corruption in the local province by %n.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption.png	true		true	0
wh2_main_agent_action_champion_passive_spread_corruption_vmp	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_vmp]][[/img]]Vampiric corruption in the local province by %n.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption_vampiric.png	true		true	0
wh2_main_agent_action_champion_passive_spread_public_order	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
wh2_main_agent_action_champion_passive_spread_public_order_horde	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_spread_public_order_horde	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Modifies [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
wh2_main_agent_action_champion_passive_stimulate_growth	passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
wh2_main_agent_action_dignitary_assist_army_replenish_troops	assist_army	dignitary	authority	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
wh2_main_agent_action_dignitary_assist_army_training	assist_army	dignitary	authority	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Increases experience gain by %n% for units serving in the parent army.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
wh2_main_agent_action_dignitary_hinder_agent_wound	hinder_agent	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	authority	0.0000	0.0000	1.0000	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
wh2_main_agent_action_dignitary_hinder_army_assault_units	hinder_army	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_units	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_units	{{tr:agent_action_name_assault_units}}	[[col:yellow]]Inflicts damage upon all units in the target army.[[/col]]	authority	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/attrition.png	true		false	0
wh2_main_agent_action_dignitary_hinder_army_hinder_replenishment	hinder_army	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	authority	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
wh2_main_agent_action_dignitary_hinder_settlement_assault_garrison	hinder_settlement	dignitary	authority	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	authority	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
wh2_main_agent_action_dignitary_hinder_settlement_damage_building	hinder_settlement	dignitary	authority	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	authority	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_dignitary_hinder_settlement_damage_walls	hinder_settlement	dignitary	authority	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	authority	0.0000	0.0000	0.5000	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_dignitary_hinder_settlement_scout_settlement	hinder_settlement	dignitary	authority	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_main_agent_action_dignitary_passive_spread_corruption	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Reduces the amount of [[img:icon_corruption_untainted]][[/img]]corruption in the local province by %n.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption.png	true		true	0
wh2_main_agent_action_dignitary_passive_spread_corruption_chs	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_chs]][[/img]]Chaos Undivided corruption in the local province by %n.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption_chaos.png	true		true	0
wh2_main_agent_action_dignitary_passive_spread_corruption_vmp	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_vmp]][[/img]]Vampiric corruption in the local province by %n.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption_vampiric.png	true		true	0
wh2_main_agent_action_dignitary_passive_spread_public_order	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
wh2_main_agent_action_dignitary_passive_stimulate_growth	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
wh2_main_agent_action_engineer_assist_army_increase_mobility	assist_army	engineer	zeal	wh2_main_agent_action_assist_army_cannot_fail_increase_mobility	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_mobility}}	[[col:yellow]]Increases the campaign movement range of the parent army by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		true	0
wh2_main_agent_action_engineer_assist_army_training	assist_army	engineer	zeal	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Increases experience gain by %n% for units serving in the parent army.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
wh2_main_agent_action_engineer_hinder_agent_assassinate	hinder_agent	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_critical_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_assassinate}}	[[col:yellow]]Kills the target [[img:icon_hero]][[/img]]Hero.[[/col]]	zeal	3.0000	0.0000	0.5000	35	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/subterfuge.png	true		false	0
wh2_main_agent_action_engineer_hinder_agent_wound	hinder_agent	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	zeal	0.0000	0.0000	1.0000	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
wh2_main_agent_action_engineer_hinder_army_assault_units	hinder_army	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_units	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_units	{{tr:agent_action_name_assault_units}}	[[col:yellow]]Inflicts damage upon all units in the target army.[[/col]]	zeal	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/attrition.png	true		false	0
wh2_main_agent_action_engineer_hinder_army_block_army	hinder_army	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_block_army	{{tr:agent_action_name_block_army}}	[[col:yellow]]Modifies the campaign movement range of the target army by %n%.[[/col]]	zeal	0.0000	0.0000	0.5000	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		false	0
wh2_main_agent_action_engineer_hinder_army_hinder_replenishment	hinder_army	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	zeal	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
wh2_main_agent_action_engineer_hinder_settlement_assault_garrison	hinder_settlement	engineer	zeal	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	zeal	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
wh2_main_agent_action_engineer_hinder_settlement_damage_building	hinder_settlement	engineer	zeal	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	zeal	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_engineer_hinder_settlement_damage_walls	hinder_settlement	engineer	zeal	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	zeal	0.0000	0.0000	0.5000	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_main_agent_action_engineer_hinder_settlement_scout_settlement	hinder_settlement	engineer	zeal	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	zeal	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_main_agent_action_engineer_hinder_settlement_steal_technology	hinder_settlement	engineer	zeal	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	{{tr:agent_action_name_steal_technology}}	[[col:yellow]]Reduces research time by %n% for 3 turns.[[/col]]	zeal	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/technology.png	true		false	0
