key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
wh2_hef_moon_dragon_breath		wh2_main_moon_dragon_breath_impact	wh2_main_moon_dragon_breath_muzzle	wh2_main_moon_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_hef_star_dragon_breath		wh2_main_star_dragon_breath_impact	wh2_main_star_dragon_breath_muzzle	wh2_main_star_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_hef_sun_dragon_breath		wh2_main_sun_dragon_breath_impact	wh2_main_sun_dragon_breath_muzzle	wh2_main_sun_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_lzd_blowpipe_daemonbane	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh2_dlc10_sisterofavalorn_impact		wh2_dlc10_sisterofavalorn_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_blowpipe_dart	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_main_impact_very_small		wh_main_weapon_trail_blowpipe				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_blowpipe_dart_hero	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh_main_weapon_trail_blowpipe_giant				0.0000	false		wh3_main_arrow_bounce	wh_dlc07_weapon_pox_arrow				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_blowpipe_fireblood	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_main_fire_fireball_impact		wh_dlc07_weapon_trail_arrow_burning_small				0.0000	false		wh_main_fire_fireball_impact	wh_main_fire_fireball_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_blowpipe_slow_death	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh_dlc07_weapon_trail_arrow_poison_small				0.0000	false		wh_dlc07_weapon_pox_arrow	wh_dlc07_weapon_pox_arrow				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_blowpipe_toadskin	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_warp_lightning_rifle_trail_purple				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_javelin	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	wh_main_impact_very_small		wh_main_weapon_trail_blowpipe				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_javelin_daemonbane	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	wh2_dlc10_sisterofavalorn_impact		wh2_dlc10_sisterofavalorn_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_javelin_fireblood	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	wh_main_fire_fireball_impact		wh_dlc07_weapon_trail_arrow_burning_small				0.0000	false		wh_main_fire_fireball_impact	wh_main_fire_fireball_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_javelin_slow_death	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh_dlc07_weapon_trail_arrow_poison_small				0.0000	false		wh_dlc07_weapon_pox_arrow	wh_dlc07_weapon_pox_arrow				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_javelin_toadskin	projectiles\wh_lzd_skink_javelin_1h_01_projectile.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_warp_lightning_rifle_trail_purple				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_lzd_terradon_fire_leech_bola	projectiles\wh2_lzd_fireleech_bolas.wsmodel	wh2_main_lzd_fire_leech_bola		wh2_main_weapon_fireleech_bolas_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_army_abilities_bloodwrack_cauldron	projectiles\wh2_vfx_bloodcauldron.rigid_model_v2	wh2_main_abilities_bloodwrack_cauldron		wh2_main_abilities_bloodwrack_cauldron_bomb_trail				0.0000	false	wh_main_unit_launch_heavy	wh2_main_abilities_bloodwrack_cauldron	wh2_main_abilities_bloodwrack_cauldron				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_bolt_of_spite		wh2_main_abilities_bolt_of_spite		wh2_main_abilities_bolt_of_spite_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_abilities_bolt_of_spite	wh2_main_abilities_bolt_of_spite				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_brazen_cauldron	projectiles\wh2_vfx_bloodcauldron.rigid_model_v2	wh2_main_abilities_brazen_cauldron		wh2_main_abilities_brazen_cauldron_bomb_trail				0.0000	false	wh_main_unit_launch_heavy	wh2_main_abilities_brazen_cauldron	wh2_main_abilities_brazen_cauldron				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_khaines_flail		wh2_main_abilities_khaines_flail_bolt	wh2_main_abilities_khaines_flail_bolt_launch					0.0000	false	wh_main_unit_launch_medium	wh2_main_abilities_khaines_flail_bolt	wh2_main_abilities_khaines_flail_bolt				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_khaines_lash		wh2_main_abilities_khaines_lash_bolt	wh2_main_abilities_khaines_lash_bolt_launch					0.0000	false	wh_main_unit_launch_medium	wh2_main_abilities_khaines_lash_bolt	wh2_main_abilities_khaines_lash_bolt				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_khaines_scourge		wh2_main_abilities_khaines_scourge_bolt	wh2_main_abilities_khaines_scourge_bolt_launch					0.0000	false	wh_main_unit_launch_medium	wh2_main_abilities_khaines_scourge_bolt	wh2_main_abilities_khaines_scourge_bolt				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_sky_cauldron	projectiles\wh2_vfx_bloodcauldron.rigid_model_v2	wh2_main_abilities_sky_cauldron		wh2_main_abilities_sky_cauldron_bomb_trail				0.0000	false	wh_main_unit_launch_heavy	wh2_main_abilities_sky_cauldron	wh2_main_abilities_sky_cauldron				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_soul_rain		wh2_main_abilities_soul_rain_impact		wh2_main_abilities_soul_rain_trail				0.0000	true	wh_main_unit_launch_medium	wh2_main_abilities_soul_rain_impact	wh2_main_abilities_soul_rain_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_soul_storm		wh2_main_abilities_soul_storm_impact		wh2_main_abilities_soul_storm_trail				0.0000	true	wh_main_unit_launch_medium	wh2_main_abilities_soul_storm_impact	wh2_main_abilities_soul_storm_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_soul_torrent		wh2_main_abilities_soul_torrent_impact		wh2_main_abilities_soul_torrent_trail				0.0000	true	wh_main_unit_launch_medium	wh2_main_abilities_soul_torrent_impact	wh2_main_abilities_soul_torrent_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_vauls_hammer		wh2_main_abilities_vauls_hammer						0.0000	false		wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_army_abilities_vortic_blast_shrapnel				wh2_main_abilities_vortic_blast_shrapnel_trail				0.0000	true	wh_main_unit_launch_light	wh2_main_army_abilities_vortic_blast_shrapnel	wh2_main_army_abilities_vortic_blast_shrapnel						1.0000
wh2_main_army_abilities_vortic_enrichment_shrapnel				wh2_main_abilities_vortic_enrichment_shrapnel_trail				0.0000	true	wh_main_unit_launch_light	wh2_main_army_abilities_vortic_enrichment_shrapnel	wh2_main_army_abilities_vortic_enrichment_shrapnel						1.0000
wh2_main_character_abilities_volley_of_dark_arrows		wh2_main_character_abilities_volley_arrows_def		wh2_main_def_volley_of_arrows				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh2_main_character_abilities_volley_arrows_def				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_character_abilities_volley_of_high_arrows		wh2_main_character_abilities_volley_arrows_hef		wh2_main_hef_volley_of_arrows				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh2_main_character_abilities_volley_arrows_hef				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_def_crossbow_bolt	projectiles\def_crossbow_bolt_01.wsmodel	arrow		wh_main_weapon_trail_arrow_small				-0.0200	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_def_handbow_bolt	projectiles\def_handbow_bolt_01.wsmodel	arrow		wh_main_weapon_trail_arrow_small				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_def_reaper_bolt	projectiles/def_reaper_bolt_bundle.wsmodel	wh_main_impact_medium		wh2_main_weapon_trail_eagleclaw_bolt				-0.0200	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_def_reaper_bolt_spread	projectiles/def_reaper_bolt.wsmodel	arrow		wh2_main_weapon_trail_eagleclaw_spread				-0.0200	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_eagleclaw_bolt	projectiles/hef_eagle_bolt_bundle.wsmodel	wh_main_impact_medium		wh2_main_weapon_trail_eagleclaw_bolt				-0.0200	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_eagleclaw_bolt_spread	projectiles/hef_eagle_bolt.wsmodel	arrow		wh2_main_weapon_trail_eagleclaw_spread				-0.0200	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_hef_bow_arrow	projectiles/hef_archers_arrow_01.wsmodel	arrow		wh_main_weapon_trail_arrow_small				-0.0800	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_hero_abilities_doomrocket	projectiles\wh_skv_rocketglaive_rocket.rigid_model_v2	wh2_main_hero_abilities_doomrocket_impact		wh2_main_abilities_doomrocket_trail				0.0000	true	wh_main_unit_launch_light	wh2_main_hero_abilities_doomrocket_impact	wh2_main_hero_abilities_doomrocket_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_hero_abilities_doomrocket_shrapnel		wh2_main_hero_abilities_doomrocket_impact		wh2_main_abilities_doomrocket_shrapnel_trail				0.0000	true	wh_main_unit_launch_light	wh2_main_hero_abilities_doomrocket_impact	wh2_main_hero_abilities_doomrocket_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_lzd_bastiladon_solar_engine		wh2_main_lzd_bastiladon_solar_engine	wh2_main_weapon_solar_engine_launch	wh2_main_weapon_solar_engine_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_lzd_bastiladon_solar_engine	wh2_main_lzd_bastiladon_solar_engine				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_lzd_stegadon_bolt	projectiles\wh_lzd_stegadon_bow_bolt_projectile.wsmodel	wh_main_impact_medium		wh_main_weapon_trail_arrow_large				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_no_visual								0.0000	false									1.0000
wh2_main_skv_death_globe	projectiles/skv_death_wind_globe.wsmodel			wh2_main_death_cloud_trail				0.0000	false	wh_main_unit_launch_light	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_plagueclaw	projectiles\skv_plagueclaw_ball.rigid_model_v2	wh2_main_skv_plagueclaw		wh2_main_machine_plagueclaw_catapult_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_skv_poison_wind_globe	projectiles/skv_poison_globe.wsmodel	wh_dlc07_weapon_pox_arrow		wh2_main_noxious_cloud_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_sling_bullet	projectiles\wh_skv_night_runners_sling_bullet_01.rigid_model_v2			wh_main_weapon_trail_rifle				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_sling_bullet_poison	projectiles\wh_skv_night_runners_sling_bullet_01.rigid_model_v2			wh2_main_skv_weapon_trail_sling_poison				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_throwing_star	VariantMeshes/wh_variantmodels/hu17/skv/skv_props/skv_assasin_throwing_star_1h_01.wsmodel	wh_main_impact_very_small		wh_main_weapon_trail_arrow_small				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_throwing_star_poison	VariantMeshes/wh_variantmodels/hu17/skv/skv_props/skv_assasin_throwing_star_1h_01.wsmodel			wh2_main_skv_weapon_trail_arrow_small_poison				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_skv_warp_lightning		wh2_main_skv_warp_lightning	wh2_main_machine_warp_lightning_cannon_launch	wh2_main_machine_warp_lightning_cannon_trail				0.0000	false		wh2_main_skv_warp_lightning	wh2_main_skv_warp_lightning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_warp_lightning_doomwheel		wh2_main_machine_warp_lightning_doomwheel_trail				0.0000	false		wh2_main_skv_warp_lightning	wh2_main_skv_warp_lightning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_skv_warpfire		wh2_main_skv_warpfire_impact	wh2_main_weapon_warpfire_thrower_beam					0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_main_spell_dark_magic_doombolt		wh2_main_spell_dark_magic_doombolt		wh2_main_dark_doombolt_bomb_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_spell_dark_magic_doombolt	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_main_spell_high_magic_soul_quench		wh2_main_spell_high_magic_soul_quench		wh2_main_high_soul_quench_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_spell_high_magic_soul_quench	wh2_main_spell_high_magic_soul_quench				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_spell_ruin_warp_lightning		wh2_main_spell_ruin_warp_lightning_impact	wh2_main_ruin_warp_lightning_launch					0.0000	false	wh_main_unit_launch_light	wh2_main_spell_ruin_warp_lightning_impact	wh2_main_spell_ruin_warp_lightning_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_unit_abilities_drop_rocks	projectiles/wh_lzd_terradon_rock_02.rigid_model_v2	wh2_main_unit_abilities_drop_rocks		wh2_main_weapon_lzd_drop_rocks_trail				0.0000	false		wh2_main_unit_abilities_drop_rocks	wh2_main_unit_abilities_drop_rocks				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_unit_abilities_wake_of_fire		wh2_main_unit_abilities_wake_of_fire_impact		wh2_main_abilities_wake_of_fire_trail				0.0000	false		wh2_main_unit_abilities_wake_of_fire_impact	wh2_main_unit_abilities_wake_of_fire_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_weapon_abilities_bow_of_the_seafarer		wh2_main_weapon_abilities_bow_of_the_seafarer		wh2_main_abilities_bow_of_the_seafarer_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_weapon_abilities_bow_of_the_seafarer	wh2_main_weapon_abilities_bow_of_the_seafarer				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_main_weapon_bound_reaver_bow	projectiles/hef_archers_arrow_01.wsmodel	wh_dlc05_impact_wef_arrow		wh_dlc05_abilities_hail_of_doom_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_vmp_terrorgheist_dragon_breath		wh2_main_terrorgheist_dragon_breath_impact	wh2_main_terrorgheist_breath_muzzle	wh2_main_terrorgheist_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_vmp_zombie_dragon_breath		wh2_main_zombie_dragon_breath_impact	wh2_main_zombie_dragon_breath_muzzle	wh2_main_zombie_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_wef_forest_dragon_breath		wh2_main_forest_dragon_breath_impact	wh2_main_forest_dragon_breath_muzzle	wh2_main_forest_dragon_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_cth_celestial_intervention	vfx\models\meteor_rock_celestial_int.wsmodel	wh3_main_celestial_intervention_impact		wh3_main_celestial_intervention_bomb_trail_large				0.0000	false	wh_main_unit_launch_heavy						wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh3_dlc20_machine_hellcannon_ror		wh_main_chs_hellcannon		wh_main_machine_hellcannon_trail_ror				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc20_marauder_axe_khorne	projectiles/chs_marauder_axe_throwing_1h_01_projectile.wsmodel	wh3_dlc20_marauder_khorne_axe_impact		wh3_dlc20_marauder_trail_axe_khorne				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc20_marauder_axe_nurgle	projectiles/chs_marauder_axe_throwing_1h_01_projectile.wsmodel	wh_dlc07_weapon_pox_arrow		wh3_dlc20_marauder_trail_axe_nurgle				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc20_marauder_javelin_slaanesh	projectiles/chs_marauder_javelin_1h_01_projectile.wsmodel	wh_main_impact_very_small		wh3_dlc20_marauder_trail_javelin_slaanesh				-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc20_marauder_javelin_tzeentch	projectiles/chs_marauder_javelin_1h_01_projectile.wsmodel	wh3_dlc20_marauder_tzeentch_javelin_impact		wh3_dlc20_marauder_trail_javelin_tzeentch				-0.1500	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc23_character_abilities_skjalandirs_fall		wh3_dlc23_ulrika_skjalandirs_fall_impact		wh3_dlc23_ulrika_special_arrow				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce					wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_chd_bale_taurus_fire_breath		wh3_dlc23_chd_bale_taurus_fire_breath	wh2_main_hydra_breath_muzzle	wh3_dlc23_entity_bale_taurus_fire_breath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_chd_blunderbuss	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh3_dlc23_chd_blunderbuss		wh3_dlc23_blunderbuss_projectile_trail				0.0000	false		wh3_dlc23_chd_blunderbuss	wh3_dlc23_chd_blunderbuss				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc23_chd_bull_centaur_throwing_axe_ror	projectiles\chd_bull_centaur_axe_1h_02_projectile.wsmodel	wh_main_impact_medium		wh_main_weapon_trail_arrow_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc23_chd_naptha_bombs	VariantMeshes\wh_variantmodels\hu3\chd\chd_props\chd_daemonsmith_sorcerer_naptha_bomb_01.wsmodel			wh_main_weapon_trail_smoke_small				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc23_deathshrieker_rocket_demolition	projectiles\chd_deathshrieker_01_projectile.wsmodel			wh3_dlc23_deathshrieker_rocket_demolition_trail				0.0000	true	wh_main_unit_launch_medium						wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_deathshrieker_rocket_part_1	projectiles\chd_deathshrieker_01_projectile.wsmodel	wh_dlc03_beasts_amber_spear_impact		wh3_dlc23_deathshrieker_rocket_trail_1				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_small	wh_dlc03_beasts_amber_spear_impact	wh_dlc03_beasts_amber_spear_impact			wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_deathshrieker_rocket_part_2				wh3_dlc23_deathshrieker_rocket_trail_2				0.0000	false	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_doom_of_hashut		wh3_dlc23_doom_of_hashut		wh3_dlc23_dreadquake_trail				0.0000	false	wh_main_unit_launch_heavy	wh3_dlc23_doom_of_hashut	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh3_dlc23_dreadquake_projectile	projectiles/chd_dreadquake_mortar_01_projectile.wsmodel	wh3_main_ksl_little_grom_impact		wh3_dlc23_dreadquake_trail				0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_dreadquake_projectile_ror	projectiles/chd_dreadquake_mortar_flame_01_projectile.wsmodel	wh3_main_ksl_little_grom_impact		wh3_dlc23_dreadquake_trail				0.0000	false	wh_main_unit_launch_heavy	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_fireglaive	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		wh3_dlc23_fireglaive_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh3_dlc23_flame_and_shadow		wh3_dlc23_flame_and_shadow		wh3_dlc23_deathshrieker_rocket_trail_1				0.0000	false	wh_main_unit_launch_heavy	wh2_dlc12_warpstorm_doomrocket_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_hashut_flames_of_azgorh_large_projectile				0.0000	false	wh_main_unit_launch_light	wh_main_spell_fire_fireball	wh_main_spell_fire_fireball				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh3_dlc23_iron_daemon_cannonade		wh3_dlc23_iron_daemon_carronade_impact		wh3_dlc23_iron_daemon_carronade				0.0000	false		wh3_dlc23_iron_daemon_carronade_impact	wh3_dlc23_iron_daemon_carronade_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
