key	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop	limitation_scale	entity_type_switch	melee_hit_category	melee_hit_type_override	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	scaled_sound_upsize	scaled_max_delay	scaled_sound_next	doppler_rtpc_name	max_probability	min_probability	is_vocalisation	play_at_bone	play_at_position	play_at_base	require_ground_type_limited	require_ground_type	require_armour_type	require_melee_weapon_type	require_shield_type	triggers_blood	is_tracked	require_reverb	require_obstruction	can_play_under_splice	ignore_if_headless	play_on_looping_sound	cinematic_only	requires_cinematic	flip_direction	blood_enabled_only	use_limitation_type_override	limitation_type_override	culling_distance_override	ignore_alpha_check	override_vo	looping_sound_mapping	is_persistent_loop	require_modular_ability_switch	require_secondary_melee_switch	default_vmd_slot_name	use_character_idle_switch	additional_actor_id	is_persistent_one_shot	persistent_one_shot_duration_override
Cam_Foley_Firebelly_Flames_Loop			Campaign_Ind_Foley_Firebelly_Persistent_Loop_Start	Campaign_Ind_Foley_Firebelly_Persistent_Loop_Stop	1.0000				Battle_Indivudual_Entity_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	90.0000	false	false		false	false	false		false		false	0.0000
Cam_SFX_SKV_Plague_Furnace_Oneshot					0.4000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Attack_Cannon_Fire			Campaign_Structure_Parts_Ship_Attack_Cannon_Fire_Oneshots_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_BST_Fish_Movement_Loop			Campaign_Structure_Parts_Ship_BST_Fish_Movement_Play	Campaign_Structure_Parts_Ship_BST_Fish_Movement_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_BST_Fish_Sinking			Campaign_Structure_Parts_Ship_BST_Fish_Sink		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Creaks_Metal_Large			Campaign_Structure_Parts_Ship_Creak_Oneshots_Metal_Large_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Creaks_Wood_Large			Campaign_Structure_Parts_Ship_Creak_Oneshots_Wood_Large_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Creaks_Wood_Small		Battle_Environment_Element_Earth_Wooden_Frame_Creaks_Stop	Campaign_Structure_Parts_Ship_Creak_Oneshots_Wood_Small_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_DLC23_Chd_Engine_Loop			Campaign_Structure_Parts_Ship_Chd_Steam_Engine_Play	Campaign_Structure_Parts_Ship_Chd_Steam_Engine_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_DLC23_Chd_Explosion			Campaign_Structure_Parts_Ship_Chd_Explosion		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_DLC23_Chd_Movement_Loop			Campaign_Structure_Parts_Ship_Chd_Propeller_Movement_Loop_Play	Campaign_Structure_Parts_Ship_Chd_Propeller_Movement_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Loop			Campaign_Structure_Parts_Ship_Idle_Play	Campaign_Structure_Parts_Ship_Idle_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Loop_Black_Ark			Campaign_Structure_Parts_Ship_Black_Ark_Idle_Play	Campaign_Structure_Parts_Ship_Black_Ark_Idle_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Loop_Lizardmen_Hover_Ship			Campaign_Structure_Parts_Ship_Idle_Lizardmen_Hover_Ship_Play	Campaign_Structure_Parts_Ship_Idle_Lizardmen_Hover_Ship_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Loop_Sail			Campaign_Structure_Parts_Ship_Idle_Sail_Play	Campaign_Structure_Parts_Ship_Idle_Sail_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Loop_Steam_Engine			Campaign_Structure_Parts_Ship_Idle_Steam_Engine_Play	Campaign_Structure_Parts_Ship_Idle_Steam_Engine_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Oneshot_Black_Ark			Campaign_Structure_Parts_Ship_Black_Ark_Idle_Misc_Oneshots_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Oneshot_Faction_Unique			Campaign_Structure_Parts_Ship_Idle_Faction_Unique_Oneshots_Play		1.0000	Generic_Faction							0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Idle_Oneshots_Vampire_Coast			Campaign_Structure_Parts_Ship_Idle_Vampire_Coast_Oneshots_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Loop			Campaign_Structure_Parts_Ship_Movement_Play	Campaign_Structure_Parts_Ship_Movement_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Loop_Black_Ark			Campaign_Structure_Parts_Ship_Black_Ark_Movement_Play	Campaign_Structure_Parts_Ship_Black_Ark_Movement_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Loop_Lizardmen_Hover_Ship			Campaign_Structure_Parts_Ship_Movement_Lizardmen_Hover_Ship_Play	Campaign_Structure_Parts_Ship_Movement_Lizardmen_Hover_Ship_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Loop_Sail			Campaign_Structure_Parts_Ship_Movement_Sail_Play	Campaign_Structure_Parts_Ship_Movement_Sail_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Loop_Steam_Engine			Campaign_Structure_Parts_Ship_Movement_Steam_Engine_Play	Campaign_Structure_Parts_Ship_Movement_Steam_Engine_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Oneshot_Black_Ark			Campaign_Structure_Parts_Ship_Black_Ark_Movement_Misc_Oneshots_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Oneshot_Faction_Unique			Campaign_Structure_Parts_Ship_Movement_Faction_Unique_Oneshots_Play		1.0000	Generic_Faction							0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Movement_Oneshots_Vampire_Coast			Campaign_Structure_Parts_Ship_Movement_Vampire_Coast_Oneshots_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Nur_Tongues_Idle			Campaign_Structure_Parts_Ship_Nur_Tongues_Idle_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Nur_Tongues_Movement			Campaign_Structure_Parts_Ship_Nur_Tongues_Movement_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Nur_Waterwheel_Movement_Loop			Campaign_Structure_Parts_Ship_Nur_Waterwheel_Movement_Loop_Play	Campaign_Structure_Parts_Ship_Nur_Waterwheel_Movement_Loop_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Seafang_Lightning_Loop			Campaign_Structure_Parts_Ship_Seafang_Lightning_Play	Campaign_Structure_Parts_Ship_Seafang_Lightning_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sinking			Campaign_Structure_Parts_Ship_Sink		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sinking_Black_Ark			Campaign_Structure_Parts_Ship_Black_Ark_Sink		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sla_Blades_Idle_Loop			Campaign_Structure_Parts_Ship_Sla_Blades_Idle_Loop_Play	Campaign_Structure_Parts_Ship_Sla_Blades_Idle_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sla_Blades_Movement_Loop			Campaign_Structure_Parts_Ship_Sla_Blades_Movement_Loop_Play	Campaign_Structure_Parts_Ship_Sla_Blades_Movement_Loop_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sla_Blades_Scrape			Campaign_Structure_Parts_Ship_Sla_Blades_Scrape_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Sla_Blades_Whoosh			Campaign_Structure_Parts_Ship_Sla_Blades_Whoosh_Play		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Tze_Wings_Idle_Loop			Campaign_Structure_Parts_Ship_Tze_Wings_Idle_Loop_Play	Campaign_Structure_Parts_Ship_Tze_Wings_Idle_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Ship_Tze_Wings_Movement_Loop			Campaign_Structure_Parts_Ship_Tze_Wings_Movement_Loop_Play	Campaign_Structure_Parts_Ship_Tze_Wings_Movement_Loop_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Moving			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cam_Skrag_Cauldron_Drag_Loop			Campaign_Individual_Foley_Skrag_Cauldron_Drag_Loop_Play	Campaign_Individual_Foley_Skrag_Cauldron_Drag_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_Astragoth_Idle_Loop			Campaign_Individual_Foley_Human_Metallic_Lord_Engine_Loop_Start	Campaign_Individual_Foley_Human_Metallic_Lord_Engine_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Flayer_Blade_Move_Slow			Campaign_Individual_WarMachine_Doom_Flayer_Blade_Move_Slow		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Flayer_Death			Campaign_Individual_WarMachine_Doom_Flayer_Death		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Flayer_Defend			Campaign_Individual_WarMachine_Doom_Flayer_Defend		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Flayer_Idle_Loop			Campaign_Individual_WarMachine_Doom_Flayer_Idle_Loop_Start	Campaign_Individual_WarMachine_Doom_Flayer_Idle_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Wheel_Attack			Campaign_Individual_WarMachine_Doom_Wheel_Attack		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Wheel_Death			Campaign_Individual_WarMachine_Doom_Wheel_Death		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Wheel_Defend			Campaign_Individual_WarMachine_Doom_Wheel_Defend		1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Wheel_Idle_Loop			Campaign_Individual_WarMachine_Doom_Wheel_Idle_Loop_Start	Campaign_Individual_WarMachine_Doom_Wheel_Idle_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Doom_Wheel_Movement_Loop			Campaign_Individual_WarMachine_Doom_Wheel_Movement_Loop_Start	Campaign_Individual_WarMachine_Doom_Wheel_Movement_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Sky_Lantern_Movement			Campaign_Individual_Warmachine_Skylantern_Movement_Loop_Start	Campaign_Individual_Warmachine_Skylantern_Movement_Loop_Stop	1.0000				Campaign_Unit_Movement_Speed	Entity_Speed_Total			0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Wu_Xing_War_Compass_Movement			Campaign_Individual_Foley_Wu_Xing_War_Compass_Movement_Loop_Start	Campaign_Individual_Foley_Wu_Xing_War_Compass_Movement_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Campaign_WM_Wu_Xing_War_Compass_Persistent			Campaign_Individual_Foley_Wu_Xing_War_Compass_Persistent_Loop_Start	Campaign_Individual_Foley_Wu_Xing_War_Compass_Persistent_Loop_Stop	1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	0.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Big_Slash	Battle_Individual_Cinematic_Kit_Melee_Archaon_Big_Slash				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Ground_Slam	Battle_Individual_Cinematic_Kit_Melee_Archaon_Ground_Slam		Campaign_Individual_Cinematic_Kit_Melee_Archaon_Ground_Slam		1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Ground_Stab	Battle_Individual_Cinematic_Kit_Melee_Archaon_Ground_Stab		Campaign_Individual_Cinematic_Kit_Melee_Archaon_Ground_Stab		1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Ground_Swipe	Battle_Individual_Cinematic_Kit_Melee_Archaon_Ground_Swipe				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Quick_Slash	Battle_Individual_Cinematic_Kit_Melee_Archaon_Quick_Slash		Campaign_Individual_Cinematic_Kit_Melee_Archaon_Quick_Slash		1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Archaon_Sword_Charge_Up	Battle_Individual_Cinematic_Kit_Melee_Archaon_Charge_Up		Campaign_Individual_Cinematic_Kit_Melee_Archaon_Charge_Up		1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Boris_Ice_Glaive_Whoosh	Battle_Individual_Cinematic_Kit_Boris_Ice_Glaive_Whoosh				1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true	false	false	false	false	Lord_Hero	75.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_A_Bolts	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_A_Bolts				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_A_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_A_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_B_Bolt	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_B_Bolt				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_B_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_B_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_C_Bolts	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_C_Bolts				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_C_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Electricity_C_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Cone_Launch	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Cone_Launch				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Cone_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Cone_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_A_Launch	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_A_Launch				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_A_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_A_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_B_Launch	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_B_Launch				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_B_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_B_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_C_Launch	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_C_Launch				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Electricity_Wind_Gust_C_Rise	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Wind_Gust_C_Rise				1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	250.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Idle_Electricity	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Idle_Electricity				1.0000					Entity_Speed_Total			0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	50.0000	false	false		false	false	false		false		false	0.0000
Cine2_Cat_Astromancer_Idle_Wind	Battle_Individual_Cinematic_Kit_Melee_Cathay_Astromancer_Idle_Wind		Campaign_Individual_Cinematic_Kit_Animation_LH_Astromancer_Idle_Wind		1.0000								0	0.0000			100.0000	100.0000	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	50.0000	false	false		false	false	false		false		false	0.0000
Cine2_DLC23_Astragoth_Fire_Blast_Loop	Battle_Individual_Cinematic_Kit_Fire_Blast_Astragoth_Start	Battle_Individual_Cinematic_Kit_Fire_Blast_Astragoth_Stop			1.0000								0	0.0000			100.0000	100.0000	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	Lord_Hero	300.0000	false	false		false	false	false		false		false	0.0000
