key	armory_item	is_removal
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_4	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_4	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_5	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_5	false
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_1	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_1	false
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_2	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_2	false
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_3	wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_3	false
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_1	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_1	false
wh3_main_dae_cha_daemon_prince_weapon_cultist_club_2	wh3_main_dae_cha_daemon_prince_weapon_cultist_club_2	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_1	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_1	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_2	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_2	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_3	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_3	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_1	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_1	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_2	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_2	false
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_3	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_3	false
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_1	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_1	false
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_2	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_2	false
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_3	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_3	false
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_4	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_4	false
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_1	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_1	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_1	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_1	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_2	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_2	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_3	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_3	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_1	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_1	false
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_2	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_2	false
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_1	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_1	false
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_2	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_3	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_1	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_1	false
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_2	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_3	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_1	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_1	false
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_2	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_2	false
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_3	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_3	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_1	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_1	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_2	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_2	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_3	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_3	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_1	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_1	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_2	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_2	false
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_3	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_3	false
wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_1	wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_1	false
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_cha_daemon_prince_wings_base_1	false
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_cha_daemon_prince_wings_base_3	false
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_cha_daemon_prince_wings_base_4	false
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_cha_daemon_prince_wings_base_5	false
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_cha_daemon_prince_wings_base_6	false
wh3_main_dae_cha_daemon_prince_wings_beast	wh3_main_dae_cha_daemon_prince_wings_beast_1	false
wh3_main_dae_cha_daemon_prince_wings_beast_2	wh3_main_dae_cha_daemon_prince_wings_beast_2	false
wh3_main_dae_cha_daemon_prince_wings_beast_3	wh3_main_dae_cha_daemon_prince_wings_beast_3	false
wh3_main_dae_cha_daemon_prince_wings_beast_4	wh3_main_dae_cha_daemon_prince_wings_beast_4	false
wh3_main_dae_cha_daemon_prince_wings_beast_5	wh3_main_dae_cha_daemon_prince_wings_beast_5	false
wh3_main_dae_cha_daemon_prince_wings_beast_6	wh3_main_dae_cha_daemon_prince_wings_beast_6	false
wh3_main_dae_cha_daemon_prince_wings_bird	wh3_main_dae_cha_daemon_prince_wings_bird_1	false
wh3_main_dae_cha_daemon_prince_wings_bird_2	wh3_main_dae_cha_daemon_prince_wings_bird_2	false
wh3_main_dae_cha_daemon_prince_wings_bird_3	wh3_main_dae_cha_daemon_prince_wings_bird_3	false
wh3_main_dae_cha_daemon_prince_wings_bird_4	wh3_main_dae_cha_daemon_prince_wings_bird_4	false
wh3_main_dae_cha_daemon_prince_wings_bird_5	wh3_main_dae_cha_daemon_prince_wings_bird_5	false
wh3_main_dae_cha_daemon_prince_wings_bird_6	wh3_main_dae_cha_daemon_prince_wings_bird_6	false
wh3_main_dae_cha_daemon_prince_wings_bird_7	wh3_main_dae_cha_daemon_prince_wings_bird_7	false
wh3_main_dae_cha_daemon_prince_wings_corpulent	wh3_main_dae_cha_daemon_prince_wings_corpulent_1	false
wh3_main_dae_cha_daemon_prince_wings_corpulent_2	wh3_main_dae_cha_daemon_prince_wings_corpulent_2	false
wh3_main_dae_cha_daemon_prince_wings_corpulent_3	wh3_main_dae_cha_daemon_prince_wings_corpulent_3	false
wh3_main_dae_cha_daemon_prince_wings_corpulent_4	wh3_main_dae_cha_daemon_prince_wings_corpulent_4	false
wh3_main_dae_cha_daemon_prince_wings_corpulent_5	wh3_main_dae_cha_daemon_prince_wings_corpulent_5	false
wh3_main_dae_cha_daemon_prince_wings_corpulent_6	wh3_main_dae_cha_daemon_prince_wings_corpulent_6	false
wh3_main_dae_cha_daemon_prince_wings_sensuous	wh3_main_dae_cha_daemon_prince_wings_sensuous_1	false
wh3_main_dae_cha_daemon_prince_wings_sensuous_2	wh3_main_dae_cha_daemon_prince_wings_sensuous_2	false
wh3_main_dae_cha_daemon_prince_wings_sensuous_3	wh3_main_dae_cha_daemon_prince_wings_sensuous_3	false
wh3_main_dae_cha_daemon_prince_wings_sensuous_4	wh3_main_dae_cha_daemon_prince_wings_sensuous_4	false
wh3_main_dae_cha_daemon_prince_wings_sensuous_5	wh3_main_dae_cha_daemon_prince_wings_sensuous_5	false
wh3_main_dae_cha_daemon_prince_wings_sensuous_6	wh3_main_dae_cha_daemon_prince_wings_sensuous_6	false
