army_name	ai_army_tactic	approach_angle	army_emblem	army_model	deployment_zone_id	faction	is_allied_to_player	is_reinforcement_army	is_frontend_player_army	use_default_deployment_zones	is_hidden_army	should_merge_army	reinforcement_is_support	override_uniform_colours	uniform_colour_primary_override	uniform_colour_secondary_override	uniform_colour_tertiary_override	override_banner_colours	banner_colour_primary_override	banner_colour_secondary_override	banner_colour_tertiary_override	flag_path	is_primary_army
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_02		290	test_emblem_army_01	5540	0	wh2_main_hef_high_elves_qb1	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_03		90	test_emblem_army_01	5574	0	wh2_main_hef_high_elves_qb1	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_01		0	test_emblem_army_01	5590	0	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_02		0	test_emblem_army_01	5590	1	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_03		180	test_emblem_army_01	5530	0	wh2_main_def_dark_elves_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_01		0	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_02		120	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb2	false	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_03		240	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb2	false	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_04_bat_01		0	test_emblem_army_01	3515	0	wh_main_vmp_vampire_counts_qb1	false	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_01		0	test_emblem_army_01	5549	0	wh2_main_hef_order_of_loremasters	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_01		0	test_emblem_army_01	5530	0	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_02		0	test_emblem_army_01	5590	1	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_01		0	test_emblem_army_01	5540	0	wh2_main_hef_eataine	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_02		270	test_emblem_army_01	5549	0	wh2_main_hef_high_elves_qb1	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_03		135	test_emblem_army_01	5574	0	wh2_main_hef_high_elves_qb1	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_attacker_01		0	test_emblem_army_01	5540	0	wh2_main_hef_eataine	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_01		0	test_emblem_army_01	5574	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_02		270	test_emblem_army_01	710272848	0	wh2_main_hef_high_elves_qb2	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_03		270	test_emblem_army_01	5667	0	wh2_main_hef_high_elves_qb3	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_attacker_01		0	test_emblem_army_01	5570	0	wh2_main_lzd_last_defenders	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_01		0	test_emblem_army_01	5674	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_02_ally		0	test_emblem_army_01	5674	1	wh2_main_hef_high_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_03_ally		0	test_emblem_army_01	5674	2	wh2_main_hef_high_elves_qb3	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_04_ally		320	test_emblem_army_01	5674	3	wh2_main_hef_high_elves_qb1	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_01		0	test_emblem_army_01	5570	0	wh2_main_lzd_last_defenders	false	false	true	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_02_ally		160	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_03_ally		160	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_04_ally		45	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_01		0	test_emblem_army_01	5674	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_02_ally		0	test_emblem_army_01	5674	1	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_03_ally		0	test_emblem_army_01	5674	2	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_04_ally		320	test_emblem_army_01	5674	3	wh2_main_hef_high_elves_qb1	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_01		0	test_emblem_army_01	5570	0	wh2_main_lzd_last_defenders	false	false	true	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_02_ally		160	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_03_ally		160	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_04_ally		45	test_emblem_army_01	5600	0	wh2_main_lzd_last_defenders	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_01		0	test_emblem_army_01	5674	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_02_ally		0	test_emblem_army_01	5674	1	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_03_ally		0	test_emblem_army_01	5674	2	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_04_ally		320	test_emblem_army_01	5674	3	wh2_main_hef_high_elves_qb1	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_01		0	test_emblem_army_01	5570	0	wh2_main_lzd_last_defenders	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_01		0	test_emblem_army_01	717893252	0	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_02		0	test_emblem_army_01	5590	1	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_03		0	test_emblem_army_01	5590	2	wh2_main_def_dark_elves_qb3	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_04		0	test_emblem_army_01	5590	3	wh2_main_def_dark_elves_qb4	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_attacker_01		0	test_emblem_army_01	5702	0	wh2_main_lzd_hexoatl	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_01		0	test_emblem_army_01	5633	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_02		250	test_emblem_army_01	5633	0	wh2_main_skv_skaven_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_01		0	test_emblem_army_01	3440	0	wh_main_chs_chaos_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_02		345	test_emblem_army_01	3440	0	wh_main_chs_chaos_qb2	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_kroqgar		0	test_emblem_army_01	5570	1	wh2_main_lzd_lizardmen_qb1	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_mazdamundi		0	test_emblem_army_01	5702	0	wh2_main_lzd_hexoatl	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_01		0	test_emblem_army_01	3447	0	wh_main_dwf_dwarfs_seperatists_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_02		0	test_emblem_army_01	3447	1	wh_main_dwf_dwarfs_seperatists_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_03		90	test_emblem_army_01	3447	0	wh_main_dwf_dwarfs_seperatists_qb1	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_04		270	test_emblem_army_01	3447	0	wh_main_dwf_dwarfs_seperatists_qb2	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_01		0	test_emblem_army_01	5558	0	wh2_main_skv_clan_mors	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_attacker_01		0	test_emblem_army_01	5558	0	wh2_main_skv_clan_mors	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_01		0	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_02		0	test_emblem_army_01	5625	1	wh2_main_skv_skaven_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_03		90	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_04		270	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_01		0	test_emblem_army_01	5596	0	wh2_main_lzd_lizardmen_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_02_ally		270	test_emblem_army_01	5584	0	wh2_main_lzd_lizardmen_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_01		0	test_emblem_army_01	5555	0	wh2_main_skv_clan_pestilens	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_01		0	test_emblem_army_01	3587	0	wh_main_vmp_vampire_counts_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_02		180	test_emblem_army_01	3587	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_03		270	test_emblem_army_01	3587	0	wh_main_vmp_vampire_counts_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_04		0	test_emblem_army_01	3587	0	wh_main_vmp_vampire_counts_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_defender_01		0	test_emblem_army_01	5555	0	wh2_main_skv_clan_pestilens	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_1		0	test_emblem_army_01	655553553	1	wh2_main_def_dark_elves_qb1	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_2		0	test_emblem_army_01	655553553	2	wh2_main_def_dark_elves_qb2	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_nakai		0	test_emblem_army_01	1011013955	0	wh2_main_lzd_lizardmen_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_beasts		270	test_emblem_army_01	5607	0	wh2_main_lzd_lizardmen_qb2	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_heavens		90	test_emblem_army_01	769800049	0	wh2_main_lzd_lizardmen_qb3	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_twa03_qb_def_rakarth_whip_of_agony_player		0	test_emblem_army_01	655553553	0	wh2_twa03_def_rakarth	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_cth_miao_ying_survival_player_reinforcements		180	test_emblem_army_01	2002987788	0	wh3_main_cth_the_northern_provinces	true	true	false	true	false	true	true	false	000000	000000	000000	false	000000	000000	000000		false
wh3_cth_zhao_ming_survival_player_reinforcements		180	test_emblem_army_01	1757776503	0	wh3_main_cth_the_western_provinces	true	true	false	true	false	true	true	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_01_1		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_01_2		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_02_1		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_02_2		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_02_3		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_03_1		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_03_2		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_defenders		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_flow_01		180	test_emblem_army_01	1495136612	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_flow_02		180	test_emblem_army_01	1495136612	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_flow_03		180	test_emblem_army_01	1495136612	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_player_reinforcements		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemon_prince	true	true	false	true	false	true	true	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_01		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_02		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_03		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_04		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_05		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dae_survival_soul_grinders_06		180	test_emblem_army_01	362647950	0	wh3_main_dae_daemons_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dlc20_chs_aob_survival_boss_1		0	test_emblem_army_01	3431	0	wh3_dlc20_chs_chaos_qb4	false	true	false	true	true	false	false	true	923232	5C4332	808080	true	191919	DEC6AA	191919	ui\flags\wh_main_chs_chaos	false
wh3_dlc20_chs_aob_survival_boss_2		0	test_emblem_army_01	3431	0	wh3_dlc20_chs_chaos_qb4	false	true	false	true	true	false	false	true	923232	5C4332	808080	true	191919	DEC6AA	191919	ui\flags\wh_main_chs_chaos	false
wh3_dlc20_chs_aob_survival_boss_3_1		90	test_emblem_army_01	3431	0	wh3_dlc20_chs_chaos_qb4	false	true	false	true	true	false	false	true	923232	5C4332	808080	true	191919	DEC6AA	191919	ui\flags\wh_main_chs_chaos	false
wh3_dlc20_chs_aob_survival_boss_3_2		270	test_emblem_army_01	3431	0	wh3_dlc20_chs_chaos_qb4	false	true	false	true	true	false	false	true	923232	5C4332	808080	true	191919	DEC6AA	191919	ui\flags\wh_main_chs_chaos	false
wh3_dlc20_chs_aob_survival_boss_3_3		180	test_emblem_army_01	3431	0	wh3_dlc20_chs_chaos_qb4	false	true	false	true	true	false	false	true	923232	5C4332	808080	true	191919	DEC6AA	191919	ui\flags\wh_main_chs_chaos	false
wh3_dlc20_chs_azazel_survival_01_1		180	test_emblem_army_01	717149534	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	68851D	8B9B73	000000	true	68851D	8B9B73	000000	ui\flags\wh3_dlc20_chs_festus	false
wh3_dlc20_chs_azazel_survival_01_2		180	test_emblem_army_01	717149534	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	68851D	8B9B73	000000	true	68851D	8B9B73	000000	ui\flags\wh3_dlc20_chs_festus	false
wh3_dlc20_chs_azazel_survival_02_1		180	test_emblem_army_01	1069582996	0	wh_main_chs_chaos_qb3	false	true	false	true	true	false	false	true	9AA4C0	C5DDE1	000000	true	9AA4C0	C5DDE1	000000	ui\flags\wh3_dlc20_chs_vilitch	false
wh3_dlc20_chs_azazel_survival_02_2		180	test_emblem_army_01	1069582996	0	wh_main_chs_chaos_qb3	false	true	false	true	true	false	false	true	9AA4C0	C5DDE1	000000	true	9AA4C0	C5DDE1	000000	ui\flags\wh3_dlc20_chs_vilitch	false
wh3_dlc20_chs_azazel_survival_defenders		180	test_emblem_army_01	2142344717	0	wh_main_chs_chaos_qb1	false	false	false	true	false	false	false	true	B52222	858487	000000	true	B52222	858487	000000	ui\flags\wh3_dlc20_chs_valkia	false
wh3_dlc20_chs_azazel_survival_player_qb		180	test_emblem_army_01	1601352192	0	wh3_dlc20_chs_azazel	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dlc20_chs_azazel_survival_player_reinforcements		180	test_emblem_army_01	1601352192	0	wh3_dlc20_chs_azazel	true	true	false	true	false	true	true	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dlc20_chs_festus_survival_01_1		180	test_emblem_army_01	1601352192	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	99549E	F2D4FF	000000	true	99549E	F2D4FF	000000	ui\flags\wh3_dlc20_chs_azazel	false
wh3_dlc20_chs_festus_survival_01_2		180	test_emblem_army_01	1601352192	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	99549E	F2D4FF	000000	true	99549E	F2D4FF	000000	ui\flags\wh3_dlc20_chs_azazel	false
wh3_dlc20_chs_festus_survival_02_1		180	test_emblem_army_01	2142344717	0	wh_main_chs_chaos_qb3	false	true	false	true	true	false	false	true	B52222	858487	000000	true	B52222	858487	000000	ui\flags\wh3_dlc20_chs_valkia	false
wh3_dlc20_chs_festus_survival_02_2		180	test_emblem_army_01	2142344717	0	wh_main_chs_chaos_qb3	false	true	false	true	true	false	false	true	B52222	858487	000000	true	B52222	858487	000000	ui\flags\wh3_dlc20_chs_valkia	false
wh3_dlc20_chs_festus_survival_defenders		180	test_emblem_army_01	1069582996	0	wh_main_chs_chaos_qb1	false	false	false	true	false	false	false	true	9AA4C0	C5DDE1	000000	true	9AA4C0	C5DDE1	000000	ui\flags\wh3_dlc20_chs_vilitch	false
wh3_dlc20_chs_festus_survival_player_qb		180	test_emblem_army_01	717149534	0	wh3_dlc20_chs_festus	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dlc20_chs_festus_survival_player_reinforcements		180	test_emblem_army_01	717149534	0	wh3_dlc20_chs_festus	true	true	false	true	false	true	true	false	000000	000000	000000	false	000000	000000	000000		false
wh3_dlc20_chs_valkia_survival_01_1		180	test_emblem_army_01	1069582996	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	9AA4C0	C5DDE1	000000	true	9AA4C0	C5DDE1	000000	ui\flags\wh3_dlc20_chs_vilitch	false
wh3_dlc20_chs_valkia_survival_01_2		180	test_emblem_army_01	1069582996	0	wh_main_chs_chaos_qb2	false	true	false	true	true	false	false	true	9AA4C0	C5DDE1	000000	true	9AA4C0	C5DDE1	000000	ui\flags\wh3_dlc20_chs_vilitch	false
wh3_dlc20_chs_valkia_survival_02_1		180	test_emblem_army_01	717149534	0	wh_main_chs_chaos_qb3	false	true	false	true	true	false	false	true	68851D	8B9B73	000000	true	68851D	8B9B73	000000	ui\flags\wh3_dlc20_chs_festus	false
