campaign_group	ritual	unlock_mission	unlock_turn	initially_unlocked
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_ring_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_ring_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_ring_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_ring_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_bow_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_bow_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_bow_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_bow_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_buff		0	true
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_mask_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_mask_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_mask_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_mask_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_quiver_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_quiver_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_quiver_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_quiver_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_vambraces_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_vambraces_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_vambraces_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_eagle_vambraces_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_buff		0	true
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_helm_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_helm_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_helm_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_helm_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_horn_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_horn_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_horn_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_horn_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_spear_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_spear_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_spear_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_spear_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_standard_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_standard_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_standard_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_twilight_standard_level_4		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_conversion		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_monster		0	true
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_monster_2		0	true
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_replenish		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_thrott		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_0		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_1		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_2		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_3		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_4		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_5		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_6		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_7		0	false
wh2_dlc16_skv_clan_moulder	wh2_dlc16_throt_flesh_lab_upgrade_8		0	false
wh2_dlc17_bst_rituals_army_upgrade	wh2_dlc17_bst_ritual_army_cap_upgrade		0	false
wh2_dlc17_bst_rituals_character_upgrade	wh2_dlc17_bst_ritual_upgrade_lord_level_10		0	true
wh2_dlc17_bst_rituals_character_upgrade	wh2_dlc17_bst_ritual_upgrade_lord_level_15		0	true
wh2_dlc17_bst_rituals_character_upgrade	wh2_dlc17_bst_ritual_upgrade_lord_level_5		0	true
wh2_dlc17_bst_rituals_herdstone_upgrade	wh2_dlc17_bst_ritual_herdstone_upgrade_1		0	true
wh2_dlc17_bst_rituals_herdstone_upgrade	wh2_dlc17_bst_ritual_herdstone_upgrade_2		0	true
wh2_dlc17_bst_rituals_herdstone_upgrade	wh2_dlc17_bst_ritual_herdstone_upgrade_3		0	true
wh2_dlc17_bst_rituals_herdstone_upgrade	wh2_dlc17_bst_ritual_herdstone_upgrade_4		0	true
wh2_dlc17_bst_rituals_hordes_upgrade	wh2_dlc17_bst_ritual_upgrade_horde_lvl_1		0	true
wh2_dlc17_bst_rituals_hordes_upgrade	wh2_dlc17_bst_ritual_upgrade_horde_lvl_2		0	true
wh2_dlc17_bst_rituals_hordes_upgrade	wh2_dlc17_bst_ritual_upgrade_horde_lvl_3		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_hero_capacity_bray_shaman		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_hero_capacity_gorebull		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_hero_capacity_wargor		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_common_1		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_common_2		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_common_3		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_rare_1		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_rare_2		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_uncommon_1		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_uncommon_2		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_uncommon_3		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_unique_1		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_item_unique_2		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_legendary_lord_khazrak		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_legendary_lord_malagor		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_legendary_lord_morgur		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_legendary_lord_taurox		0	true
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_bestigor_herd		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_centigors_all		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_chaos_spawn_giants		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_chaos_warhounds_poison_razorgor_herd		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_cygor		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_ghorgon		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_gor_herd_all		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_harpies_feral_manticore		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_jabberslythe		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_minotaurs		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_minotaurs_great_weapons		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_minotaurs_shield		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_tuskgor_chariots_razorgor_chariot		0	false
wh2_dlc17_bst_rituals	wh2_dlc17_bst_ritual_unit_cap_ungor_herd_spearmen_herd		0	true
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_1_option_1		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_1_option_2		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_1_option_3		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_1_option_4		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_2_option_1		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_2_option_2		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_2_option_3		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_2_option_4		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_3_option_1		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_3_option_2		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_3_option_3		0	false
wh2_dlc17_bst_taurox	wh2_dlc17_taurox_bst_rampage_tier_3_option_4		0	false
wh2_dlc17_oxyotl_teleport_ritual	wh3_dlc17_lzd_ritual_oxyotl_teleport		0	true
wh2_dlc17_silent_sanctum_ritual	wh2_dlc17_lzd_ritual_unlock_silent_sanctum		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_1		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_2		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_3		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_4		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_5		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_6		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_7		0	true
wh2_feature_thorek	wh2_dlc17_dwf_ritual_thorek_artifact_8		0	true
wh2_main_feature_dark_elves	wh3_main_ritual_def_slave_entertainment		0	true
wh2_main_feature_dark_elves	wh3_main_ritual_def_slave_training		0	true
wh2_main_feature_dark_elves	wh3_main_ritual_def_slave_work		0	true
wh2_main_rite_def	wh2_main_ritual_def_atharti		0	true
wh2_main_rite_def	wh2_main_ritual_def_hekarti		0	true
wh2_main_rite_def	wh2_main_ritual_def_khaine		0	true
wh2_main_rite_def	wh2_main_ritual_def_mathlann		0	true
wh2_main_ritual_def	wh2_main_ritual_def_atharti		0	true
wh2_main_ritual_def	wh2_main_ritual_def_hekarti		0	true
wh2_main_ritual_def	wh2_main_ritual_def_khaine		0	true
wh2_main_ritual_def	wh2_main_ritual_def_mathlann		0	true
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth		0	true
wh2_main_ritual_hef_isha	wh2_main_ritual_hef_isha		0	true
wh2_main_ritual_hef_vaul	wh2_main_ritual_hef_vaul		0	true
wh2_main_ritual_hef	wh2_main_ritual_hef_asuryan		0	true
wh2_main_ritual_lzd_itza	wh2_dlc13_rituals_lzd_resilience		0	true
wh2_main_ritual_lzd_itza	wh2_main_ritual_lzd_awakening		0	true
wh2_main_ritual_lzd_itza	wh2_main_ritual_lzd_ferocity		0	true
wh2_main_ritual_lzd_itza	wh2_main_ritual_lzd_primeval_glory		0	true
wh2_main_ritual_lzd_tlaqua	wh2_dlc12_lzd_tiktaqto_ritual_persistence		0	true
wh2_main_ritual_lzd_tlaqua	wh2_main_ritual_lzd_awakening		0	true
wh2_main_ritual_lzd_tlaqua	wh2_main_ritual_lzd_ferocity		0	true
wh2_main_ritual_lzd_tlaqua	wh2_main_ritual_lzd_primeval_glory		0	true
wh2_main_ritual_lzd	wh2_main_ritual_lzd_awakening		0	true
wh2_main_ritual_lzd	wh2_main_ritual_lzd_ferocity		0	true
wh2_main_ritual_lzd	wh2_main_ritual_lzd_primeval_glory		0	true
wh2_main_ritual_lzd	wh2_main_ritual_lzd_sotek		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_ambush_camp		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_assassination		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_big_robbery		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_cause_disorder		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_cause_trouble		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_coup		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_decapitation		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_extra_rations		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_fleet_bombing		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_great_fire		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_mutiny		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_plant_agent		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_sabotage		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_scout_province		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_sewer_pestilence		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_steal_ancillary		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_steal_food		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_steal_money		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_steal_technology		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_actions_take_under_empire		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_moulder_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_moulder_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_moulder_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_pestilens_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_pestilens_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_pestilens_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_skryre_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_skryre_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_mors_skryre_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_mors_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_mors_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_mors_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_pestilens_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_pestilens_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_pestilens_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_skryre_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_skryre_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_moulder_skryre_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_mors_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_mors_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_mors_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_moulder_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_moulder_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_moulder_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_skryre_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_skryre_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_pestilens_skryre_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_mors_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_mors_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_mors_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_moulder_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_moulder_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_moulder_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_pestilens_1		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_pestilens_2		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_eshin_contracts_skryre_pestilens_3		0	false
wh2_main_ritual_skv_eshin	wh2_dlc14_ritual_eshin_sudden_kill		0	true
wh2_main_ritual_skv_eshin	wh2_dlc14_rituals_skv_revitalizing		0	true
wh2_main_ritual_skv_eshin	wh2_main_ritual_skv_ascendancy		0	true
wh2_main_ritual_skv_eshin	wh2_main_ritual_skv_thirteen_eshin		0	true
wh2_main_ritual_skv_major	wh2_main_ritual_skv_ascendancy		0	true
wh2_main_ritual_skv_major	wh2_main_ritual_skv_doooom		0	true
wh2_main_ritual_skv_major	wh2_main_ritual_skv_pestilence		0	true
wh2_main_ritual_skv_minor	wh2_main_ritual_skv_ascendancy		0	true
wh2_main_ritual_skv_mors	wh2_main_ritual_skv_thirteen_mors		0	true
wh2_main_ritual_skv_moulder	wh2_main_ritual_skv_thirteen_moulder		0	true
wh2_main_ritual_skv_pestilens	wh2_dlc14_ritual_skv_pestilence_pestilens		0	true
wh2_main_ritual_skv_pestilens	wh2_main_ritual_skv_ascendancy		0	true
wh2_main_ritual_skv_pestilens	wh2_main_ritual_skv_doooom		0	true
wh2_main_ritual_skv_pestilens	wh2_main_ritual_skv_thirteen_pestilens		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_nuke_rite		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_3		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_4		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_5		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_6		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_7		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_8		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomflayer_part_9		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_3		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_4		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_5		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_6		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_7		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_8		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_doomwheel_part_9		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_gatling_part_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_gatling_part_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_gatling_part_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_jezail_part_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_jezail_part_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_jezail_part_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_0		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_1		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_2		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_3		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_4		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_nuke_part_5		0	true
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_globaldier_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_globaldier_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_globaldier_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_mortar_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_mortar_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_poison_wind_mortar_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpfire_part_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpfire_part_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpfire_part_2		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpgrinder_0		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpgrinder_1		0	false
wh2_main_ritual_skv_skryre	wh2_dlc12_ikit_workshop_warpgrinder_2		0	false
wh2_main_ritual_skv_skryre	wh2_main_ritual_skv_thirteen_skryre		0	true
wh2_twa03_ritual_def_rakarth	wh2_main_ritual_def_atharti		0	true
wh2_twa03_ritual_def_rakarth	wh2_main_ritual_def_khaine		0	true
wh2_twa03_ritual_def_rakarth	wh2_main_ritual_def_mathlann		0	true
wh2_twa03_ritual_def_rakarth	wh2_twa03_ritual_def_beasthunt		0	true
wh3_dlc20_feature_azazel	wh3_dlc20_ritual_sla_forced_vassalisation_non_devotee		0	true
wh3_dlc20_feature_festus	wh3_main_ritual_nur_plague_target_army		0	true
wh3_dlc20_feature_festus	wh3_main_ritual_nur_plague_target_settlement		0	true
wh3_dlc20_feature_sigvald	wh3_dlc20_ritual_sla_forced_vassalisation_non_devotee		0	true
wh3_dlc20_feature_vilitch	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic		0	true
wh3_dlc20_feature_vilitch	wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds		0	true
wh3_dlc20_feature_vilitch	wh3_dlc20_ritual_tze_cotw_vilitch_spawnification		0	true
wh3_dlc20_feature_vilitch	wh3_main_ritual_tze_cotw_vilitch_reveal_shroud		0	true
wh3_dlc20_feature_vilitch	wh3_main_ritual_tze_cotw_vilitch_show_ai_intentions		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_bale_taurus		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_great_taurus		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_hellcannon		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_guard		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_lammasu		0	true
wh3_dlc23_chd_ritual_hellforge	wh3_dlc23_chd_ritual_unit_cap_warmachines		0	true
wh3_dlc23_chd_ritual_narrative	wh3_dlc23_ritual_chd_narrative_resource_armaments		0	true
wh3_dlc23_chd_ritual_narrative	wh3_dlc23_ritual_chd_narrative_resource_raw_materials		0	true
wh3_dlc23_chd_ritual_narrative	wh3_dlc23_ritual_chd_narrative_resource_treasury		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_military_1		0	true
wh3_dlc23_chd_ritual_toz	wh3_dlc23_ritual_chd_toz_slot_t1_military_2		0	true
