army_name	character_name	script_name
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_ally_1	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_brt_lord	errant_knights
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_ally_2_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_prophetess_life	peasants
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_enemy_1_tombk	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_tomb_king	final_tombk_1
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_enemy_2_tombk	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_settra	final_tombk_2
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_enemy_3_tombk_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_khalida	final_tombk_3
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_enemy_4_tombk_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_khatep	final_tombk_4
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_damsel_heavens	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_green_knight	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_henri	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_crusader_repanse	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_ally_1	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_prophetess_life	peasants
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_ally_2_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_brt_lord	knights_of_the_realm
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_enemy_1_vampirates	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_aranessa	vampirates_1
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_enemy_2_vampirates_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_harkon	vampirates_2
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_enemy_3_vampirates_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_cylostra	vampirates_3
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_enemy_4_vampirates_reinforcements	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_noctilus	vampirates_4
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_damsel_heavens	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_green_knight	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_henri	player_army
wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_stage_1_player	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_repanse	player_army
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_ally_dwarf_1	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_lord_1	dwarf_1
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_ally_dwarf_2	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_runelord	dwarf_2
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_ally_dwarf_3	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_dwf_lord_2	dwarf_3
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_enemy_1_tombk	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_1	tombk_1
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_enemy_2_tombk	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_2	tombk_2
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_enemy_3_tombk	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_3	tombk_3
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_enemy_4_tombk_reinforcements	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_king_4	tombk_4_reinforce
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_enemy_4_tombk_reinforcements	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_tomb_priest	tombk_4_reinforce
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_player	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_damsel_heavens	player_army
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_player	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_henri	player_army
wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_stage_4_player	wh2_dlc14_qb_brt_repanse_sword_of_lyonesse_repanse	player_army
wh2_dlc14_qb_def_malus_final_battle_dark_elves_ally	wh2_dlc14_qb_def_malus_final_battle_def_beastmaster	ally
wh2_dlc14_qb_def_malus_final_battle_player	wh2_dlc14_qb_def_malus_final_battle_def_malus	player_army
wh2_dlc14_qb_def_malus_final_battle_player	wh2_dlc14_qb_def_malus_final_battle_def_master	player_army
wh2_dlc14_qb_def_malus_final_battle_player	wh2_dlc14_qb_def_malus_final_battle_def_sorceress_dark	player_army
wh2_dlc14_qb_def_malus_final_battle_skaven_initial	wh2_dlc14_qb_def_malus_final_battle_skv_master_assassin	enemy_army
wh2_dlc14_qb_def_malus_final_battle_snikch_enemy	wh2_dlc14_qb_def_malus_final_battle_skv_eshin_sorcerer	enemy_reinforcements
wh2_dlc14_qb_def_malus_final_battle_snikch_enemy	wh2_dlc14_qb_def_malus_final_battle_skv_snikch	enemy_reinforcements
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_chaos_reinforcements	wh2_dlc14_qb_def_malus_warpsword_of_khaine_chs_lord_metal	enemy_reinforcements
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_chaos	wh2_dlc14_qb_def_malus_warpsword_of_khaine_chs_sorcerer_shadows	enemy_army
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_chaos	wh2_dlc14_qb_def_malus_warpsword_of_khaine_kholek	enemy_army
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_player	wh2_dlc14_qb_def_malus_warpsword_of_khaine_def_sorceress_dark	player_army
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_player	wh2_dlc14_qb_def_malus_warpsword_of_khaine_malus	player_army
wh2_dlc14_qb_def_malus_warpsword_of_khaine_stage_4_player	wh2_dlc14_qb_def_malus_warpsword_of_khaine_master	player_army
wh2_dlc14_qb_skv_snikch_final_battle_dark_elf_reinforcements	wh2_dlc14_qb_skv_snikch_final_battle_def_beastmaster	enemy_reinforcements
wh2_dlc14_qb_skv_snikch_final_battle_dark_elves_flank	wh2_dlc14_qb_def_malus_final_battle_def_beastmaster	ally
wh2_dlc14_qb_skv_snikch_final_battle_malus_enemy	wh2_dlc14_qb_def_malus_final_battle_def_master	enemy_army
wh2_dlc14_qb_skv_snikch_final_battle_malus_enemy	wh2_dlc14_qb_def_malus_final_battle_def_sorceress_dark	enemy_army
wh2_dlc14_qb_skv_snikch_final_battle_malus_enemy	wh2_dlc14_qb_def_snikch_final_battle_def_malus	enemy_army
wh2_dlc14_qb_skv_snikch_final_battle_player_reinforcements	wh2_dlc14_qb_def_malus_final_battle_skv_master_assassin	reinforcements
wh2_dlc14_qb_skv_snikch_final_battle_player_reinforcements	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_assassin	reinforcements
wh2_dlc14_qb_skv_snikch_final_battle_player	wh2_dlc14_qb_def_malus_final_battle_skv_eshin_sorcerer	player_army
wh2_dlc14_qb_skv_snikch_final_battle_player	wh2_dlc14_qb_skv_snikch_final_battle_skv_snikch	player_army
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_enemy_1_skaven_patrols_2	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin_patrol_2	enemy_patrol_2
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_enemy_1_skaven_patrols	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin_patrol	enemy_patrol
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_enemy_1_skaven	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_master_assassin	enemy_army
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_enemy_2_delf_reinforcements	wh2_dlc14_def_cha_high_beastmaster_0	enemy_reinforcements
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_enemy_2_delf_reinforcements	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_sorceress_shadow	enemy_reinforcements
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_player	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_assassin	player_army
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_player	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_eshin_sorcerer	player_army
wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_stage_4_player	wh2_dlc14_qb_skv_snikch_the_cloak_of_shadows_snikch	player_army
wh2_dlc15_hef_imrik_armour_of_caledor_blood_dragon	wh2_dlc15_qb_hef_imrik_armour_of_caledor_blood_dragon	blood_dragons
wh2_dlc15_hef_imrik_armour_of_caledor_dark_elves	wh2_main_def_cha_dreadlord_0	dark_elves
wh2_dlc15_hef_imrik_armour_of_caledor_player	wh2_dlc15_qb_hef_imrik_armour_of_caledor_imrik	
wh2_dlc15_hef_imrik_armour_of_caledor_zombie_pirates	wh2_dlc15_qb_hef_imrik_armour_of_caledor_vampire_admiral	zombie_pirates
wh2_dlc15_hef_imrik_black_dragon_stage_1_dragon	wh2_dlc15_qb_hef_imrik_black_dragon_1	dragon_army
wh2_dlc15_hef_imrik_black_dragon_stage_1_zombie_wave	wh_dlc04_vmp_cha_strigoi_ghoul_king_0	undead_army
wh2_dlc15_hef_imrik_forest_dragon_stage_1_reinforcements	wh_dlc05_wef_cha_ancient_treeman_0	forest_reinforcements
wh2_dlc15_hef_imrik_forest_dragon_stage_1_reinforcements	wh_dlc05_wef_cha_branchwraith_0	forest_reinforcements
wh2_dlc15_hef_imrik_forest_dragon_stage_1	wh2_dlc15_qb_hef_imrik_forest_dragon_1	dragon_army_boss
wh2_dlc15_hef_imrik_moon_dragon_stage_1	wh2_dlc15_qb_hef_imrik_moon_dragon_1	dragon_army_boss
wh2_dlc15_hef_imrik_star_dragon_stage_1	wh2_dlc15_qb_hef_imrik_star_dragon_1	dragon_army_boss
wh2_dlc15_hef_imrik_sun_dragon_stage_1	wh2_dlc15_qb_hef_imrik_sun_dragon_1	dragon_army_boss
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_black	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_beast	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_black	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_forest	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_fire	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_forest	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_moon	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_high	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_moon	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_moon	wh2_main_qb_final_battle_hef_noble	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_star	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_star	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_loremaster_02	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_sun	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_high	
wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player_sun	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player	
wh2_dlc16_qb_wef_drycha_coeddil_unchained_ally_reinforcements_anmyr	wh_dlc16_qb_wef_drycha_coeddil_unchained_malicious_ancient_treeman_anmyr	ally_reinforcements_anmyr
wh2_dlc16_qb_wef_drycha_coeddil_unchained_ally_reinforcements_coeddil	wh_dlc16_qb_wef_drycha_coeddil_unchained_coeddil	player_reinforcements_coeddil
wh2_dlc16_qb_wef_drycha_coeddil_unchained_ally_reinforcements_modryn	wh_dlc16_qb_wef_drycha_coeddil_unchained_malicious_ancient_treeman_modryn	ally_reinforcements_modryn
wh2_dlc16_qb_wef_drycha_coeddil_unchained_drycha	wh2_dlc16_qb_wef_drycha_coeddil_unchained_malicious_branchwraith	player_army
wh2_dlc16_qb_wef_drycha_coeddil_unchained_drycha	wh_dlc16_qb_wef_drycha_coeddil_unchained_drycha	player_army
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_defender_cythral_1	wh2_dlc16_qb_wef_drycha_coeddil_unchained_gladelord	enemy_army_cythral
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_defender_cythral_1	wh2_dlc16_qb_wef_drycha_coeddil_unchained_spellsinger	enemy_army_cythral
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_defender_cythral_1	wh2_dlc16_qb_wef_drycha_coeddil_unchained_waystalker_0	enemy_army_cythral_waystone_ambush_2a
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_defender_cythral_2	wh2_dlc16_qb_wef_drycha_coeddil_unchained_gladelord_0	enemy_army_cythral_waystone_ambush_1
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_reinforcements_cythral_1	wh2_dlc16_qb_wef_drycha_coeddil_unchained_glade_captain	enemy_reinforcements_cythral_1
wh2_dlc16_qb_wef_drycha_coeddil_unchained_enemy_reinforcements_cythral_1	wh2_dlc16_qb_wef_drycha_coeddil_unchained_spellweaver	enemy_reinforcements_cythral_2
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_attacker_01	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_attacker_branchwraith_01	
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_attacker_01	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_attacker_sisters_of_twilight_01	
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_01	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_beastlord_01	ritual_beastmen_army
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_01	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_bray_shaman_beasts_01	ritual_beastmen_army
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_01	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_bray_shaman_wild_01	ritual_beastmen_army
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_02	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_beastlord_02	beastmen_ambusher_army_right
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_03	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_beastlord_03	beastmen_ambusher_army_left
wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_04	wh2_dlc16_qb_wef_sisters_dragon_stage_3_witch_wood_hollow_defender_warlock_master_4	skaven_opportunists
wh2_dlc17_great_vortex_oxyotl_lord_kroak_stage_3_player	wh2_dlc17_lzd_lord_kroak_oxyotl	player_army
wh2_dlc17_great_vortex_oxyotl_lord_kroak_stage_3_player	wh2_dlc17_qb_final_battle_lzd_oracle	player_army
wh2_dlc17_qb_bst_taurox_final_battle_enemy_01_morghur	wh2_dlc17_qb_final_battle_bst_bray_shaman_shadows	enemy_army_morghur_main
wh2_dlc17_qb_bst_taurox_final_battle_enemy_01_morghur	wh2_dlc17_qb_final_battle_bst_morghur	enemy_army_morghur_main
wh2_dlc17_qb_bst_taurox_final_battle_enemy_02_prisoners_01	wh2_dlc17_qb_final_battle_emp_general_01	reinforcement_army_prisoners_01_general
wh2_dlc17_qb_bst_taurox_final_battle_enemy_03_lizardmen	wh2_dlc17_qb_final_battle_lzd_kroxigor_ancient	enemy_army_lizardmen
wh2_dlc17_qb_bst_taurox_final_battle_enemy_04_oxyotl	wh2_dlc17_qb_final_battle_lzd_oracle	enemy_army_oxyotl_main
wh2_dlc17_qb_bst_taurox_final_battle_enemy_04_oxyotl	wh2_dlc17_qb_final_battle_lzd_oxyotl_enemy	enemy_army_oxyotl
wh2_dlc17_qb_bst_taurox_final_battle_enemy_04_oxyotl	wh2_dlc17_qb_final_battle_lzd_saurus_scar_veteran	enemy_army_oxyotl_main
wh2_dlc17_qb_bst_taurox_final_battle_player	wh2_dlc17_qb_final_battle_bst_bray_shaman_beasts_1	player_army
wh2_dlc17_qb_bst_taurox_final_battle_player	wh2_dlc17_qb_final_battle_bst_taurox_player	player_army
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_allied_reinforcements_grn	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_allied_reinforcements_grn_orc_shaman	player_ally
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_allied_reinforcements_grn	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_allied_reinforcements_grn_orc_warboss	player_ally
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main_death_hag	enemy_main
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main_dreadlord	enemy_main
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_main_sorceress	enemy_main
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_reinforcements_def	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_reinforcements_def_beastmaster	enemy_reinforcements_def
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_reinforcements_nor	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_enemy_reinforcements_nor_marauder	enemy_reinforcements_nor
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_player	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_player_bray_shaman	player_army
wh2_dlc17_qb_bst_taurox_rune_tortured_axes_player	wh2_dlc17_qb_bst_taurox_rune_tortured_axes_player_taurox	player_army
wh2_dlc17_qb_lzd_oxyotl_final_battle_ally_lizardmen	wh2_dlc17_qb_final_battle_lzd_kroxigor_ancient	reinforcement_army_lizardmen
wh2_dlc17_qb_lzd_oxyotl_final_battle_ally_prisoners_01	wh2_dlc17_qb_final_battle_emp_general_01	reinforcement_army_prisoners_01_general
wh2_dlc17_qb_lzd_oxyotl_final_battle_ally_prisoners_02	wh2_dlc17_qb_final_battle_emp_huntsmarshal_01	reinforcement_army_prisoners_02_general
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_01_taurox	wh2_dlc17_qb_final_battle_bst_battle_taurox_enemy	enemy_army_taurox_main
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_01_taurox	wh2_dlc17_qb_final_battle_bst_wargor	enemy_army_taurox_front
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_02_doombull	wh2_dlc17_qb_final_battle_bst_doombull	enemy_army_doombull
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_03_great_bray_01	wh2_dlc17_qb_final_battle_bst_gorebull_01	enemy_army_taurox_right_flank
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_03_great_bray_01	wh2_dlc17_qb_final_battle_bst_great_bray_01_death	enemy_army_great_bray_01
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_04_great_bray_02	wh2_dlc17_qb_final_battle_bst_gorebull_02	enemy_army_taurox_left_flank
wh2_dlc17_qb_lzd_oxyotl_final_battle_enemy_04_great_bray_02	wh2_dlc17_qb_final_battle_bst_great_bray_02_wild	enemy_army_great_bray_02
wh2_dlc17_qb_lzd_oxyotl_final_battle_player	wh2_dlc17_qb_final_battle_lzd_oracle	player_army
wh2_dlc17_qb_lzd_oxyotl_final_battle_player	wh2_dlc17_qb_final_battle_lzd_oxyotl_player	player_army
wh2_dlc17_qb_lzd_oxyotl_final_battle_player	wh2_dlc17_qb_final_battle_lzd_saurus_scar_veteran	player_army
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_3a_enemy_reinforcements	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_enemy_reinforcements_dreadlord	enemy_reinforcements
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_3a_enemy	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_enemy_marauder_chieftain	enemy_main
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_3a_enemy	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_enemy_sorcerer	enemy_main
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_3a_player	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_player_oracle	player_army
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_3a_player	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_player_oxyotl	player_army
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_4b_enemy	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_enemy_marauder_chieftain	enemy_main
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_4b_enemy	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_enemy_sorcerer	enemy_main
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_4b_player	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_player_oracle	player_army
wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_4b_player	wh2_dlc17_qb_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_player_oxyotl_stage_4b	player_army
wh2_dlc17_qb_lzd_taurox_final_battle_ally_01_great_bray_01	wh2_dlc17_qb_final_battle_bst_gorebull_01	ally_great_bray_01
wh2_dlc17_qb_lzd_taurox_final_battle_ally_01_great_bray_01	wh2_dlc17_qb_final_battle_bst_great_bray_01_death	ally_great_bray_01
wh2_dlc17_qb_lzd_taurox_final_battle_ally_02_great_bray_02	wh2_dlc17_qb_final_battle_bst_gorebull_02	ally_great_bray_02
wh2_dlc17_qb_lzd_taurox_final_battle_ally_02_great_bray_02	wh2_dlc17_qb_final_battle_bst_great_bray_02_wild	ally_great_bray_02
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_01	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_sorcerer_lord	enemy_army
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_02	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_exalted_hero_01	enemy_reinforcements_1
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_03	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_exalted_hero_02	enemy_reinforcements_2
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_defender_01	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_defender_malekith	player_army
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_01	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_malekith	player_army
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_02	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_dreadlord	player_ally_1
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_01	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_tyrion	enemy_tyrion
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_01	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_mage	enemy_tyrion
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_02	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_teclis	enemy_teclis_west
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_01	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_hag	player_army
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_01	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_malekith	player_army
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_01	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_saurus_01	enemy_army_1
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_02	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_saurus_02	enemy_army_2
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_02	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_skink_priest_heavens	enemy_army_2
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_attacker_01	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_attacker_assassin	player_army
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_attacker_01	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_attacker_morathi	player_army
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_defender_01	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_defender_prince	enemy_army
wh2_main_qb_final_battle_head_to_head_skv_grey_seer_clan	wh2_main_qb_final_battle_head_to_head_general	
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_01	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_teclis	player_army
