key	animation	entity	audio_armour_type	variant	voiceover
wh3_dlc20_chs_mnt_norscan_warhorse_lords	hr1_wh3_dlc20_large_generic_lord_heavy_horse	wh3_dlc20_chs_mnt_norscan_warhorse_lords	leather	wh3_dlc20_chs_norscan_warhorse_lord	wh_main_vo_culture_Horse
wh3_dlc20_chs_mnt_steed_of_slaanesh_chariots_ror	rp1_wh3_steed_of_slaanesh_draught	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_main_sla_mnt_steed_of_slaanesh_draught	vo_culture_Invalid
wh3_dlc20_chs_mnt_warhorse_sorcerers	hr1_warhorse	wh_main_cavalry_standard_360_blood	leather	wh3_dlc20_chs_norscan_warhorse	wh_main_vo_culture_Horse
wh3_dlc20_chs_mnt_warshrine	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine	body	wh3_dlc20_chs_mon_warshrine	vo_culture_None
wh3_dlc20_chs_mnt_warshrine_mkho	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine_mkho	body	wh3_dlc20_chs_mon_warshrine_mkho	vo_culture_None
wh3_dlc20_chs_mnt_warshrine_mnur	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine_mnur	body	wh3_dlc20_chs_mon_warshrine_mnur	vo_culture_None
wh3_dlc20_chs_mnt_warshrine_msla	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine_msla	body	wh3_dlc20_chs_mon_warshrine_msla	vo_culture_None
wh3_dlc20_chs_mnt_warshrine_mtze	wsh1_wh3_dlc20_warshrine	wh3_dlc20_chs_mnt_warshrine_mtze	body	wh3_dlc20_chs_mon_warshrine_mtze	vo_culture_None
wh3_main_cth_mnt_horse_heavy	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh3_main_cth_mnt_horse_heavy	wh_main_vo_culture_Horse
wh3_main_cth_mnt_horse_hero	hr1_warhorse	wh_main_cavalry_slow_blood	leather	wh3_main_cth_mnt_horse_hero	wh_main_vo_culture_Horse
wh3_main_cth_mnt_horse_light	hr1_wh3_warhorse_peasant	wh_main_cavalry_fast_blood	leather	wh3_main_cth_mnt_horse_light	wh_main_vo_culture_Horse
wh3_main_cth_mnt_jade_longma_heavy	hr1_wh3_longma	wh3_main_flying_jade_longma_blood	leather	wh3_main_cth_mnt_jade_longma_heavy	wh_main_vo_culture_Pegasus
wh3_main_cth_mnt_jade_longma_hero	hr1_wh3_longma	wh_main_flying_pegasus_hero_blood	leather	wh3_main_cth_mnt_jade_longma_lord	wh_main_vo_culture_Pegasus
wh3_main_cth_mnt_oxen_draught_artillery	ox1_wh3_cathay_oxen_draught	wh3_main_cth_veh_oxen_draught_artillery	leather	wh3_main_cth_oxen_draught	vo_culture_Invalid
wh3_main_cth_mnt_oxen_draught_compass	ox1_wh3_cathay_oxen_draught	wh3_main_cth_veh_oxen_draught_compass	leather	wh3_main_cth_oxen_draught	vo_culture_Invalid
wh3_main_cth_mnt_sky_junk	sj1_wh3_skyjunk01	wh3_main_cth_flying_sky_junk	leather	wh3_main_cth_veh_sky_junk	wh3_main_vo_culture_Cathay
wh3_main_cth_mnt_sky_lantern	sj1_wh3_skylantern01	wh3_main_cth_flying_sky_lantern	leather	wh3_main_cth_veh_sky_lantern	wh3_main_vo_culture_Cathay
wh3_main_kho_mnt_blood_shrine	wm_wh3_blood_throne01	wh3_main_kho_mnt_blood_shrine	plate	wh3_main_kho_veh_blood_shrine_0	vo_culture_Invalid
wh3_main_kho_mnt_blood_throne	wm_wh3_blood_throne01	wh3_main_kho_vehicle_blood_throne	plate	wh3_main_kho_veh_blood_throne	vo_culture_Invalid
wh3_main_kho_mnt_gorebeast	ap1_gorebeast	wh_dlc01_vehicle_chs_chariot_gorebeast	plate	wh3_main_kho_gorebeast	wh_dlc01_vo_culture_Gorebeast
wh3_main_kho_mnt_juggernaut	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	wh3_main_kho_juggernaut	vo_culture_Invalid
wh3_main_kho_mnt_juggernaut_bloodcrusher	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	wh3_main_kho_juggernaut_bloodcrusher	vo_culture_Invalid
wh3_main_kho_mnt_skullcannon	wm_wh3_skullcannon_blood_throne01	wh3_main_kho_vehicle_skullcannon	plate	wh3_main_kho_veh_skullcannon_0	vo_culture_Invalid
wh3_main_ksl_horse_heavy_corrupted	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	wh3_main_ksl_horse_heavy_corrupted	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_heavy	hr1_warhorse	wh3_main_ksl_cav_gryphon_legion_0	plate	wh3_main_ksl_horse_heavy	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_heavy_ice	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	wh3_main_ksl_horse_heavy_ice	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_heavy_lord	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	wh3_main_ksl_horse_heavy	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_heavy_tsar	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	wh3_main_ksl_horse_heavy_tzar	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_light	hr1_warhorse	wh3_main_ksl_cav_horse_archers_0	leather	wh3_main_ksl_horse_light	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_light_dervish	hr1_warhorse	wh3_main_ksl_cav_horse_archers_0	leather	wh3_main_ksl_horse_light_dervish	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_medium	hr1_warhorse	wh3_main_ksl_cav_winged_lancers_0	leather	wh3_main_ksl_horse_medium	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_horse_medium_hero	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	leather	wh3_main_ksl_horse_medium	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_urskin	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_urskin_blood	plate	wh3_main_ksl_mnt_war_bear_urskin	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_corrupted	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_corrupted	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_draught_little_grom	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_little_grom_blood	plate	wh3_main_ksl_mnt_war_bear_draught_heavy	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_draught_war_sled_heavy	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_heavy_war_sled_blood	plate	wh3_main_ksl_mnt_war_bear_draught_medium	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_draught_war_sled_light	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_light_war_sled_blood	plate	wh3_main_ksl_mnt_war_bear_draught_light	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_heavy	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_heavy	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_heavy_katarin	be1_wh3_warbear_katarin	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_heavy	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_light	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_blood	plate	wh3_main_ksl_mnt_war_bear_light	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_medium_beige	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_medium_beige	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_medium_brown	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_medium_brown	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_medium_kostaltyn	be1_wh3_warbear_katarin	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_medium_beige	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_medium_white	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_medium_white	wh_main_vo_culture_Kislev
wh3_main_nur_mnt_nurgling_palanquin	pl1_wh3_nurgle_palanquin01	wh3_main_nur_nurgling_palanquin	leather	wh3_nur_mnt_nurgling_palanquin	vo_culture_Invalid
wh3_main_nur_mnt_nurgling_palanquin_kugath	pl2_wh3_nurgle_kugathpalanquin01	wh3_main_nur_nurgling_palanquin_kugath	leather	wh3_nur_mnt_palanquin_kugath	vo_culture_Invalid
wh3_main_nur_mnt_plague_toad	to1_wh3_plague_toad	wh3_main_nur_mnt_plague_toad	body	wh3_main_nur_plaguetoad	vo_culture_None
wh3_main_nur_mnt_plague_toad_pox	to1_wh3_plague_toad	wh3_main_nur_mnt_plague_toad	body	wh3_main_nur_plaguetoad_pox	vo_culture_None
wh3_main_nur_mnt_rot_fly	in1_wh3_rot_fly	wh3_main_flying_rot_fly_blood	body	wh3_main_nur_rot_fly	vo_culture_None
wh3_main_nur_mnt_rot_fly_hero	in1_wh3_rot_fly	wh3_main_flying_rot_fly_hero_blood	body	wh3_main_nur_rot_fly	vo_culture_None
wh3_main_ogr_mnt_mournfang	hq2_wh3_mournfang	wh3_main_ogr_mnt_mournfang_blood	body	wh3_main_ogr_mournfang	wh3_main_vo_culture_Ogres
wh3_main_ogr_mnt_rhinox	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	wh3_main_ogr_rhinox	wh3_main_vo_culture_Ogres
wh3_main_ogr_mnt_stonehorn	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	body	wh3_main_ogr_mon_stonehorn	wh3_main_vo_culture_Ogres
wh3_main_ogr_veh_rhinox_draft	hq2_wh3_mournfang_draught	wh3_main_ogr_veh_rhinox_draught	body	wh3_main_ogr_veh_rhinox_draft	wh3_main_vo_culture_Ogres
wh3_main_pro_mnt_war_mammoth_warshrine	hq3_mammoth_warshrine	wh3_main_pro_nor_mon_mammoth_kurnz_blood	body	wh_dlc08_nor_war_mammoth_warshrine	vo_culture_Invalid
wh3_main_sla_mnt_steed_of_slaanesh	rp1_steed_of_slaanesh	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_main_sla_mnt_steed_of_slaanesh	vo_culture_Invalid
wh3_main_sla_mnt_steed_of_slaanesh_draught	rp1_wh3_steed_of_slaanesh_draught	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_main_sla_mnt_steed_of_slaanesh_draught	vo_culture_Invalid
wh3_main_sla_mnt_steed_of_slaanesh_hero	rp1_steed_of_slaanesh	wh3_main_sla_mnt_steed_of_slaanesh_hero_blood	body	wh3_main_sla_mnt_steed_of_slaanesh	vo_culture_Invalid
wh3_main_tze_burning_chariot	wm_wh3_burning_chariot01	wh3_main_flying_tze_burning_chariot	body	wh3_main_tze_mnt_burning_chariot_of_tzeentch_0	vo_culture_None
wh3_twa07_cth_mnt_jade_longma_heavy_ror	hr1_wh3_longma	wh3_main_flying_jade_longma_blood	leather	wh3_twa07_cth_mnt_jade_longma_heavy_ror	wh_main_vo_culture_Pegasus
wh3_twa07_kho_mnt_juggernaut_bloodcrusher_ror	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut	plate	wh3_twa07_kho_mnt_juggernaut_bloodcrusher_ror	vo_culture_Invalid
wh3_twa07_ksl_mnt_war_bear_light_ror	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_blood	plate	wh3_twa07_ksl_mnt_war_bear_light_ror	wh_main_vo_culture_Kislev
wh3_twa07_nur_mnt_plague_toad_ror	to1_wh3_plague_toad	wh3_main_nur_mnt_plague_toad	body	wh3_twa07_nur_mnt_plague_toad_ror	vo_culture_Invalid
wh3_twa07_ogr_mnt_rhinox_ror	hq2_wh3_mournfang	wh3_main_ogr_mnt_rhinox_blood	body	wh3_twa07_ogr_mnt_rhinox_ror	wh3_main_vo_culture_Ogres
wh3_twa07_sla_mnt_steed_of_slaanesh_ror	rp1_steed_of_slaanesh	wh3_main_sla_cavalry_steed_of_slaanesh_blood	body	wh3_twa07_sla_mnt_steed_of_slaanesh_ror	vo_culture_Invalid
wh3_twa08_ogr_mnt_stonehorn_ror	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	body	wh3_twa08_ogr_mon_stonehorn_0_ror	wh3_main_vo_culture_Ogres
wh_dlc01_chs_mnt_dragon	dr1b_chaos_dragon	wh_main_flying_dragon_blood	body	wh_chs_dragon	wh_main_vo_culture_Dragon_Large
wh_dlc01_chs_mnt_gorebeast	ap1_gorebeast	wh_dlc01_vehicle_chs_chariot_gorebeast	plate	wh_chs_gorebeast	wh_dlc01_vo_culture_Gorebeast
wh_dlc01_chs_mnt_manticore	bc3_manticore	wh_dlc01_flying_manticore_blood	body	wh_chs_manticore	wh_main_vo_culture_Manticore
wh_dlc02_vmp_mnt_blood_knights_steed	hr1_warhorse	wh_dlc02_vmp_cavalry_standard_blood_knight_blood	leather	wh_dlc02_vmp_blood_knights_steed	wh_main_vo_culture_Skeletal_horse
wh_dlc03_bst_mnt_razorgor	bo1_razorgor	wh_dlc03_bst_mon_razorgor	body	wh_dlc03_bst_razorgors	wh_dlc03_vo_culture_Beastmen
wh_dlc03_bst_mnt_razorgor_chariot	bo1_razorgor	wh_dlc03_bst_mnt_razorgor_chariot	body	wh_dlc03_bst_razorgor_chariot	wh_dlc03_vo_culture_Boar
wh_dlc03_bst_mnt_razorgor_mount	bo1_razorgor	wh_dlc03_bst_mon_razorgor	body	wh_dlc03_bst_razorgor_mount	wh_dlc03_vo_culture_Beastmen
wh_dlc03_emp_mnt_amber_wizard_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	wh_dlc03_emp_amber_wizard_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_dlc04_emp_mnt_blazing_sun_warhorse	hr1_warhorse	wh_dlc04_emp_cavalry_blazing_sun_blood	plate	wh_dlc04_emp_knight_blazing_sun_warhorse	wh_dlc03_vo_culture_Beastmen
wh_dlc04_emp_mnt_demigryph_altdorf	bc2_demigryph	wh_main_monster_demigryph_blood	plate	wh_dlc04_emp_demigryph_altdorf	wh_dlc03_vo_culture_Beastmen
wh_dlc04_emp_mnt_warhorse_arch_lector	hr1_warhorse	wh_dlc04_cavalry_very_slow_hero_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_dlc04_emp_mnt_warhorse_barded_arch_lector	hr1_warhorse	wh_dlc04_cavalry_ultra_slow_hero_blood	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
wh_dlc04_emp_mnt_warhorse_reiksguard_zintlers	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_dlc04_emp_warhorse_reiksguard_zintlers	wh_dlc03_vo_culture_Beastmen
wh_dlc04_emp_warhorse_armoured_war_altar	hr1_warhorse_draught	wh_main_emp_luminark_draught_blood	plate	wh_dlc04_emp_warhorse_armoured_war_altar	wh_main_vo_culture_Horse
wh_dlc04_vmp_mnt_skeletal_steed_mortis_engine	hr1_vmp_skeletal_steed_mortisengine	wh_main_cavalry_slow_blood	plate	wh_vmp_barded_skeletal_steed	wh_main_vo_culture_Skeletal_horse
wh_dlc04_vmp_mnt_terrorgheist	bi2_terrorgheist	wh_main_flying_terrorgheist_blood	bone	wh_vmp_terrorgheist	wh_main_vo_culture_Terrorgheist
wh_dlc04_vmp_mnt_zombie_corpse_cart	hu1_vampire_zombie_sword_draught	wh_dlc04_vehicle_zombie_corpse_cart	body	wh_dlc04_vmp_zombie_corpse_cart	wh_main_vo_culture_Skeletal_horse
wh_dlc05_wef_mnt_elven_steed	hr1_warhorse	wh_dlc05_wef_cavalry_fast_360_blood	leather	wh_dlc05_wef_elven_steed	wh_main_vo_culture_Horse
wh_dlc05_wef_mnt_forest_dragon	dr1_dragon	wh_main_flying_dragon_blood	body	wh_dlc05_wef_forest_dragon_saddle	wh_main_vo_culture_Dragon_Small
wh_dlc05_wef_mnt_great_eagle	bi1_eagle	wh_dlc05_wef_mon_great_eagle_blood	body	wh_dlc05_wef_great_eagle_character	wh_main_vo_culture_Eagle
wh_dlc05_wef_mnt_hawk	bi1_hawk	wh_dlc05_wef_hawk_blood	body	wh_dlc05_wef_hawk	wh_main_vo_culture_Hawk
wh_dlc05_wef_mnt_steed_of_isha	st1_stag	wh_dlc05_wef_cav_stag_blood	body	wh_dlc05_wef_steed_of_isha	wh_main_vo_culture_Horse
wh_dlc05_wef_mnt_steed_of_kurnous	st1_stag	wh_dlc05_wef_cav_stag_blood	body	wh_dlc05_wef_steed_of_kurnous	wh_main_vo_culture_Horse
wh_dlc05_wef_mnt_unicorn	hr1_warhorse	wh_main_cavalry_standard_blood	leather	wh_dlc05_wef_unicorn	wh_main_vo_culture_Horse
wh_dlc06_grn_giant_wolf_chariot_teef_robbers	wf1_giant_wolf_draught	wh3_main_grn_wolf_mount_fast_blood	leather	wh_dlc06_grn_giant_wolf_howler	wh_main_vo_culture_Wolf
wh_dlc06_grn_mnt_giant_spider_creeper	sp1_giant_spider	wh_main_monster_spider_giant_blood	body	wh_dlc06_grn_giant_spider_creepers	wh_main_vo_culture_Spider_Large
wh_dlc06_grn_mnt_giant_wolf_howlers	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	wh_dlc06_grn_giant_wolf_howler	wh_main_vo_culture_Wolf
wh_dlc06_grn_mnt_giant_wolf_marauders	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	wh_dlc06_grn_giant_wolf_marauders	wh_main_vo_culture_Wolf
wh_dlc06_grn_mnt_great_cave_squig	rp2_great_cave_squig	wh_dlc06_grn_mnt_great_cave_squig	body	wh_dlc06_grn_great_cave_squig	wh_dlc06_vo_culture_Squig
wh_dlc06_grn_mnt_squig	rp2_squig_hopper	wh_dlc06_grn_mnt_squig	body	wh_dlc06_grn_squig_saddle	wh_dlc06_vo_culture_Squig
wh_dlc06_grn_mnt_venom_queen	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	wh_dlc06_grn_venom_queen	wh_main_vo_culture_Spider_Small
wh_dlc06_grn_mnt_warboar_big_uns_mob	bo1_warboar	wh_main_grn_cav_boar_big_uns_blood	leather	wh_dlc06_grn_warboar_big_uns_mob	wh_dlc03_vo_culture_Boar
wh_dlc06_grn_mnt_warboar_spleenrippa	bo1_warboar	wh_main_grn_cav_boar_hero_blood	body	wh_dlc06_grn_warboar_spleenrippa	wh_dlc03_vo_culture_Boar
wh_dlc07_brt_mnt_hippogrpyh_1	bc2b_hippogryph	wh_dlc07_flying_hippogryph_blood_1	chainmail	wh_brt_hippogryphs	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_dlc07_brt_mnt_questing_warhorse_barded	hr1_warhorse	wh_main_brt_cavalry_blood	plate	wh_dlc07_brt_questing_knight_warhorse	wh_main_vo_culture_Horse
wh_dlc07_brt_mnt_shadowsteed_hero	hr1_warhorse	wh_dlc07_brt_cavalry_shadow_steed	leather	wh_dlc07_brt_shadowsteed	wh_dlc03_vo_culture_Beastmen
wh_dlc07_brt_mnt_silvaron_hero	hr1_warhorse	wh_dlc07_brt_silvaron	leather	wh_dlc07_brt_silvaron	wh_dlc03_vo_culture_Beastmen
wh_dlc08_mnt_war_mammoth_howdah	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	wh_dlc08_nor_war_mammoth_howdah	vo_culture_Invalid
wh_dlc08_mnt_war_mammoth_howdah_lord	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	wh_dlc08_nor_war_mammoth_howdah_lord	vo_culture_Invalid
wh_dlc08_mnt_war_mammoth_warshrine	hq3_mammoth_warshrine	wh_dlc08_nor_mon_mammoth_warshrine_blood	body	wh_dlc08_nor_war_mammoth_warshrine	vo_culture_Invalid
wh_dlc08_mnt_warwolf	wf1_norscan_giant_wolf_draught	wh_dlc08_nor_war_wolf_blood_draught	body	wh_dlc08_nor_war_wolf	wh_main_vo_culture_Wolf
wh_emp_warhorse_armoured_luminark	hr1_warhorse_draught	wh_main_emp_luminark_draught_blood	plate	wh_emp_warhorse_luminark	wh_main_vo_culture_Horse
wh_main_brt_mnt_beaquis_the_hippogryph	bc2b_hippogryph	wh_main_flying_hippogryph_blood	chainmail	wh_brt_beaquis_the_hippogryph	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_brt_mnt_hippogryph	bc2b_hippogryph	wh_main_flying_hippogryph_blood	chainmail	wh_brt_hippogryphs	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_brt_mnt_hippogryph_lords	bc2b_hippogryph	wh_main_flying_hippogryph_blood	chainmail	wh_brt_hippogryphs_lord	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_brt_mnt_hippogryph_lords_faction_colours	bc2b_hippogryph	wh_main_flying_hippogryph_blood	chainmail	wh_brt_hippogryphs_lord_faction_colours	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_brt_mnt_pegasus	hr1_pegasus	wh_main_flying_pegasus_blood	leather	wh_brt_pegasus	wh_main_vo_culture_Pegasus
wh_main_brt_mnt_royal_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh_brt_royal_pegasus	wh_main_vo_culture_Pegasus
wh_main_brt_mnt_royal_pegasus_faction_colours	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh_brt_royal_pegasus_faction_colours	wh_main_vo_culture_Pegasus
wh_main_brt_mnt_royal_pegasus_hero	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh_brt_royal_pegasus	wh_main_vo_culture_Pegasus
wh_main_brt_mnt_warhorse	hr1_warhorse	wh_main_cavalry_standard_360_blood	leather	wh_brt_warhorses	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_barded	hr1_warhorse	wh_main_brt_cavalry_barded_blood	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_barded_faction_colours	hr1_warhorse	wh_main_brt_cavalry_barded_blood	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_barded_faction_colours_hero	hr1_warhorse	wh_main_brt_cavalry_barded_blood_hero	plate	wh_brt_warhorses_barded_faction_colours	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_barded_hero	hr1_warhorse	wh_main_brt_cavalry_barded_blood_hero	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_fast	hr1_warhorse	wh_main_brt_cavalry_fast_blood	leather	wh_brt_warhorses	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_grail_guardians	hr1_warhorse	wh_main_brt_cavalry_barded_slow_blood	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_grail_knights	hr1_warhorse	wh_main_brt_cavalry_blood	plate	wh_brt_warhorses_barded	wh_main_vo_culture_Horse
wh_main_chs_mnt_norscan_warhorse_chariots	hr1_warhorse_draught	wh3_dlc20_chs_mnt_chaos_steed_chariots	leather	wh3_dlc20_chs_norscan_warhorse_chariot	wh_main_vo_culture_Horse
wh_main_dwf_mnt_throne_of_power_bearers	th1_dwarf_throneofpower	wh_main_dwf_veh_dwarf_throne_blood	chainmail	wh_dwf_throne_of_power	wh_main_vo_culture_Dwarf
wh_main_emp_mnt_deathclaw	bc2_deathclaw	wh_main_flying_griffon_blood	plate	wh_emp_deathclaw	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_emp_mnt_demigryph	bc2_demigryph	wh_main_monster_demigryph_blood	plate	wh_emp_demigryph	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_emp_mnt_imperial_griffon	bc2_griffon	wh_main_flying_griffon_blood	plate	wh_emp_imperial_griffon	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_emp_mnt_pegasus	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	wh_emp_pegasus	wh_main_vo_culture_Pegasus
wh_main_emp_mnt_warhorse	hr1_warhorse	wh_main_cavalry_standard_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_360	hr1_warhorse	wh_main_cavalry_standard_360_blood	plate	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_barded	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_barded_hero	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_fast	hr1_warhorse	wh_main_cavalry_fast_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_outriders	hr1_warhorse	wh_main_emp_cav_outriders_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_emp_mnt_warhorse_reiksguard	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_emp_warhorse_reiksguard	wh_main_vo_culture_Horse
wh_main_grn_boar_chariot	bo1_warboar_draught	wh_main_grn_cav_boar_blood	body	wh_grn_warboar_no_saddle	wh_dlc03_vo_culture_Boar
wh_main_grn_giant_wolf_chariot	wf1_giant_wolf_draught	wh_main_grn_wolf_mount_blood	leather	wh_grn_giant_wolf	wh_main_vo_culture_Wolf
wh_main_grn_mnt_arachnarok_spider	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	body	wh_grn_arachnarok	wh_main_vo_culture_Spider_Small
wh_main_grn_mnt_giant_spider	sp1_giant_spider	wh_main_monster_spider_giant_blood	body	wh_grn_giant_spider	wh_main_vo_culture_Spider_Large
wh_main_grn_mnt_giant_spider_hero	sp1_giant_spider	wh_main_monster_spider_giant_blood	body	wh_grn_giant_spider	wh_main_vo_culture_Spider_Large
wh_main_grn_mnt_giant_wolf	wf1_giant_wolf	wh_main_grn_wolf_mount_blood	leather	wh_grn_giant_wolf	wh_main_vo_culture_Wolf
wh_main_grn_mnt_giant_wolf_hero	wf1_giant_wolf	wh_main_grn_wolf_mount_hero_blood	leather	wh_grn_giant_wolf_armoured	wh_main_vo_culture_Wolf
wh_main_grn_mnt_skullmuncha	bi2_wyvern	wh_main_flying_wyvern_blood	leather	wh_grn_skullmuncha	wh_main_vo_culture_Dragon_Large
wh_main_grn_mnt_warboar	bo1_warboar	wh_main_grn_cav_boar_blood	leather	wh_grn_warboar	wh_dlc03_vo_culture_Boar
wh_main_grn_mnt_warboar_big_uns	bo1_warboar	wh_main_grn_cav_boar_big_uns_blood	leather	wh_grn_warboar_big_uns	wh_dlc03_vo_culture_Boar
wh_main_grn_mnt_warboar_hero	bo1_warboar	wh_main_grn_cav_boar_hero_blood	leather	wh_grn_warboar_big_uns	wh_dlc03_vo_culture_Boar
wh_main_grn_mnt_warboar_no_saddle	bo1_warboar	wh_main_grn_cav_boar_savage_blood	body	wh_grn_warboar_no_saddle_savage	wh_dlc03_vo_culture_Boar
wh_main_grn_mnt_warboar_no_saddle_big_uns	bo1_warboar	wh_main_grn_cav_boar_savage_big_uns_blood	body	wh_grn_warboar_no_saddle_big_uns_savage	wh_dlc03_vo_culture_Boar
