key	campaign	region_group	initial_strength	percentage_chance_to_change_per_round	max_strength_level	strength_locked
wh3_main_combi_province_the_cursed_city	wh3_main_combi	wh3_main_combi_province_the_cursed_city		5.0000	4	false
wh3_main_combi_province_the_daemonium_hills	wh3_main_combi	wh3_main_combi_province_the_daemonium_hills		5.0000	4	false
wh3_main_combi_province_the_desolation_of_azgorh	wh3_main_combi	wh3_main_combi_province_the_desolation_of_azgorh		5.0000	4	false
wh3_main_combi_province_the_dragon_isles	wh3_main_combi	wh3_main_combi_province_the_dragon_isles		5.0000	4	false
wh3_main_combi_province_the_eternal_lagoon	wh3_main_combi	wh3_main_combi_province_the_eternal_lagoon		5.0000	4	false
wh3_main_combi_province_the_forbidden_jungle	wh3_main_combi	wh3_main_combi_province_the_forbidden_jungle		5.0000	4	false
wh3_main_combi_province_the_golden_pass	wh3_main_combi	wh3_main_combi_province_the_golden_pass		5.0000	4	false
wh3_main_combi_province_the_great_canal	wh3_main_combi	wh3_main_combi_province_the_great_canal		5.0000	4	false
wh3_main_combi_province_the_great_ocean	wh3_main_combi	wh3_main_combi_province_the_great_ocean		5.0000	4	false
wh3_main_combi_province_the_gwangee_valley	wh3_main_combi	wh3_main_combi_province_the_gwangee_valley		5.0000	4	false
wh3_main_combi_province_the_haunted_forest	wh3_main_combi	wh3_main_combi_province_the_haunted_forest		5.0000	4	false
wh3_main_combi_province_the_howling_wastes	wh3_main_combi	wh3_main_combi_province_the_howling_wastes		5.0000	4	false
wh3_main_combi_province_the_ice_fire_plains	wh3_main_combi	wh3_main_combi_province_the_ice_fire_plains		5.0000	4	false
wh3_main_combi_province_the_isthmus_coast	wh3_main_combi	wh3_main_combi_province_the_isthmus_coast		5.0000	4	false
wh3_main_combi_province_the_jungles_of_the_gods	wh3_main_combi	wh3_main_combi_province_the_jungles_of_the_gods		5.0000	4	false
wh3_main_combi_province_the_lost_valley	wh3_main_combi	wh3_main_combi_province_the_lost_valley		5.0000	4	false
wh3_main_combi_province_the_maw	wh3_main_combi	wh3_main_combi_province_the_maw		5.0000	4	false
wh3_main_combi_province_the_misty_hills	wh3_main_combi	wh3_main_combi_province_the_misty_hills		5.0000	4	false
wh3_main_combi_province_the_night_forest_road	wh3_main_combi	wh3_main_combi_province_the_night_forest_road		5.0000	4	false
wh3_main_combi_province_the_noisome_tumour	wh3_main_combi	wh3_main_combi_province_the_noisome_tumour		5.0000	4	false
wh3_main_combi_province_the_plain_of_bones	wh3_main_combi	wh3_main_combi_province_the_plain_of_bones		5.0000	4	false
wh3_main_combi_province_the_plain_of_zharr	wh3_main_combi	wh3_main_combi_province_the_plain_of_zharr		5.0000	4	false
wh3_main_combi_province_the_red_wastes	wh3_main_combi	wh3_main_combi_province_the_red_wastes		5.0000	4	false
wh3_main_combi_province_the_road_of_skulls	wh3_main_combi	wh3_main_combi_province_the_road_of_skulls		5.0000	4	false
wh3_main_combi_province_the_sacred_pools	wh3_main_combi	wh3_main_combi_province_the_sacred_pools		5.0000	4	false
wh3_main_combi_province_the_shard_lands	wh3_main_combi	wh3_main_combi_province_the_shard_lands		5.0000	4	false
wh3_main_combi_province_the_silver_road	wh3_main_combi	wh3_main_combi_province_the_silver_road		5.0000	4	false
wh3_main_combi_province_the_skull_road	wh3_main_combi	wh3_main_combi_province_the_skull_road		5.0000	4	false
wh3_main_combi_province_the_southern_wastes	wh3_main_combi	wh3_main_combi_province_the_southern_wastes		5.0000	4	false
wh3_main_combi_province_the_turtle_isles	wh3_main_combi	wh3_main_combi_province_the_turtle_isles		5.0000	4	false
wh3_main_combi_province_the_vaults	wh3_main_combi	wh3_main_combi_province_the_vaults		5.0000	4	false
wh3_main_combi_province_the_wasteland	wh3_main_combi	wh3_main_combi_province_the_wasteland		5.0000	4	false
wh3_main_combi_province_the_witchs_wood	wh3_main_combi	wh3_main_combi_province_the_witchs_wood		5.0000	4	false
wh3_main_combi_province_the_witchwood	wh3_main_combi	wh3_main_combi_province_the_witchwood		5.0000	4	false
wh3_main_combi_province_the_wolf_lands	wh3_main_combi	wh3_main_combi_province_the_wolf_lands		5.0000	4	false
wh3_main_combi_province_tilea	wh3_main_combi	wh3_main_combi_province_tilea		5.0000	4	false
wh3_main_combi_province_tiranoc	wh3_main_combi	wh3_main_combi_province_tiranoc		5.0000	4	false
wh3_main_combi_province_titan_peaks	wh3_main_combi	wh3_main_combi_province_titan_peaks		5.0000	4	false
wh3_main_combi_province_torgovann	wh3_main_combi	wh3_main_combi_province_torgovann		5.0000	4	false
wh3_main_combi_province_troll_country	wh3_main_combi	wh3_main_combi_province_troll_country		5.0000	4	false
wh3_main_combi_province_trollheim_mountains	wh3_main_combi	wh3_main_combi_province_trollheim_mountains		5.0000	4	false
wh3_main_combi_province_unicorn_gate	wh3_main_combi	wh3_main_combi_province_unicorn_gate		5.0000	4	false
wh3_main_combi_province_vampire_coast	wh3_main_combi	wh3_main_combi_province_vampire_coast		5.0000	4	false
wh3_main_combi_province_vanaheim_mountains	wh3_main_combi	wh3_main_combi_province_vanaheim_mountains		5.0000	4	false
wh3_main_combi_province_volcanic_islands	wh3_main_combi	wh3_main_combi_province_volcanic_islands		5.0000	4	false
wh3_main_combi_province_warpstone_desert	wh3_main_combi	wh3_main_combi_province_warpstone_desert		5.0000	4	false
wh3_main_combi_province_wastelands_of_jinshen	wh3_main_combi	wh3_main_combi_province_wastelands_of_jinshen		5.0000	4	false
wh3_main_combi_province_western_badlands	wh3_main_combi	wh3_main_combi_province_western_badlands		5.0000	4	false
wh3_main_combi_province_western_border_princes	wh3_main_combi	wh3_main_combi_province_western_border_princes		5.0000	4	false
wh3_main_combi_province_western_great_bastion	wh3_main_combi	wh3_main_combi_province_western_great_bastion		5.0000	4	false
wh3_main_combi_province_western_jungles	wh3_main_combi	wh3_main_combi_province_western_jungles		5.0000	4	false
wh3_main_combi_province_western_oblast	wh3_main_combi	wh3_main_combi_province_western_oblast		5.0000	4	false
wh3_main_combi_province_winters_teeth_pass	wh3_main_combi	wh3_main_combi_province_winters_teeth_pass		5.0000	4	false
wh3_main_combi_province_wissenland	wh3_main_combi	wh3_main_combi_province_wissenland		5.0000	4	false
wh3_main_combi_province_wydrioth	wh3_main_combi	wh3_main_combi_province_wydrioth		5.0000	4	false
wh3_main_combi_province_yn_edri_eternos	wh3_main_combi	wh3_main_combi_province_yn_edri_eternos		5.0000	4	false
wh3_main_combi_province_zorn_uzkul	wh3_main_combi	wh3_main_combi_province_zorn_uzkul		5.0000	4	false
