key	auto_generate	is_caster	small_icon	associated_unit_override	audio_voiceover_actor_group	show_in_ui	cap	has_female_name	can_gain_xp	loyalty_is_applicable	contributes_to_agent_cap	recruitment_category	magic_lore	names_group	can_be_loaned	recruitable	saving_settings	audio_vo_culture_override	spam_click_vo_enabled	can_equip_ancillaries	cost	recruitment_button_active_icon_path	recruitment_button_background_icon_path
wh2_dlc13_lzd_slann_mage_priest_heavens_horde	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_main_lzd_cha_slann_mage_priest_heavens_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_main_lore_heavens		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_high	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_main_lzd_cha_slann_mage_priest_high_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh2_main_lore_high_magic		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_high_horde	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_main_lzd_cha_slann_mage_priest_high_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh2_main_lore_high_magic		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_life	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_life_horde	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_metal	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_metal_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_main_lore_metal		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_metal_horde	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_metal_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_main_lore_metal		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_shadows	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc13_lzd_slann_mage_priest_shadows_horde	false	true	ui/campaign ui/agents/wh2_main_lzd_slann_mage_priest.png	wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0	wh2_main_vo_actor_Lizardmen_Slann_Mage_Priest	true	-1	true	true	false	true	lzd_slann_mage_priest	wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	1150		
wh2_dlc14_brt_henri_le_massif	false	false	ui/campaign ui/agents/wh_main_brt_champion.png	wh2_dlc14_brt_cha_henri_le_massif_0	wh2_dlc14_vo_actor_Bretonnia_Henri_Le_Massif	false	1	false	true	false	false				true	true	cannot_be_saved_loaded		false	true	600		
wh2_dlc14_brt_repanse	false	false		wh2_dlc14_brt_cha_repanse_de_lyonesse_0	wh2_dlc14_vo_actor_Bretonnia_Repanse_De_Lyonese	true	-1	true	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	850		
wh2_dlc14_def_high_beastmaster	true	false		wh2_dlc14_def_cha_high_beastmaster_0	wh2_dlc14_vo_actor_Dark_Elf_High_Beastmaster	true	-1	false	true	true	true	def_high_beastmaster			true	true	can_be_saved_loaded		false	true	750		
wh2_dlc14_def_malus_darkblade	false	false		wh2_dlc14_def_cha_malus_darkblade_0	wh2_dlc14_vo_actor_Dark_Elf_Malus_Darkblade	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1600		
wh2_dlc14_def_malus_darkblade_mp	false	false		wh2_dlc14_def_cha_malus_darkblade_0_mp	wh2_dlc14_vo_actor_Dark_Elf_Malus_Darkblade	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_saved_loaded		false	true	1600		
wh2_dlc14_def_master	true	false		wh2_dlc14_def_cha_master_0	wh2_dlc14_vo_actor_Dark_Elf_Master	true	-1	false	true	true	true				true	true	can_be_saved_loaded		false	true	700		
wh2_dlc14_dummy_tzarkan	false	false			wh2_dlc14_vo_actor_Wild_TzArkan	false	-1	false	false	false	false				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc14_skv_deathmaster_snikch	false	false		wh2_dlc14_skv_cha_deathmaster_snikch_0	wh2_dlc14_vo_actor_Skaven_Snikch	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1050		
wh2_dlc14_skv_eshin_sorcerer	true	true	ui/campaign ui/agents/wh2_dlc14_lore_stealth.png	wh2_dlc14_skv_cha_eshin_sorcerer_0	wh2_dlc14_vo_actor_Skaven_Eshin_Sorcerer	true	-1	false	true	true	true				true	true	can_be_saved_loaded		false	true	850		
wh2_dlc14_skv_master_assassin	true	false		wh2_dlc14_skv_cha_master_assassin_0	wh2_dlc14_vo_actor_Skaven_Master_Assassin	true	-1	false	true	true	true	skv_master_assassin			true	true	can_be_saved_loaded		false	true	900		
wh2_dlc15_grn_goblin_great_shaman_raknik	false	true		wh_main_grn_cha_goblin_great_shaman_0	wh_main_vo_actor_Goblin_GreatShaman	true	-1	false	true	false	true	grn_workshop			true	true	cannot_be_saved_loaded		false	true	950		
wh2_dlc15_grn_grom_the_paunch	false	false		wh2_dlc15_grn_cha_grom_the_paunch_0	wh2_dlc15_vo_actor_Goblin_Grom	true	-1	false	true	false	true	legendary_lords			true	true	cannot_be_saved_loaded	WH_MAIN_VO_CULTURE_GOBLIN	false	true	1500		
wh2_dlc15_grn_orc_warboss_oglok	false	false		wh_main_grn_cha_orc_warboss_0	wh_main_vo_actor_Orc_Warboss	true	-1	false	true	false	true	grn_workshop			true	true	cannot_be_saved_loaded		false	true	1000		
wh2_dlc15_grn_river_troll_hag	true	true	ui/campaign ui/agents/wh2_main_lore_dark_magic.png	wh2_dlc15_grn_cha_river_troll_hag_0	wh2_dlc15_vo_actor_Troll_River_Troll_Hag	true	-1	true	true	false	true				true	true	can_be_saved_loaded	WH_MAIN_VO_CULTURE_TROLL	false	true	1200		
wh2_dlc15_hef_archmage_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_dlc03_lore_beasts		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_death	true	true	UI/Campaign UI/Agents/wh_main_lore_death.png	wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_main_lore_death		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_fire	true	true	UI/Campaign UI/Agents/wh_main_lore_fire.png	wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_main_lore_fire		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_heavens	true	true	ui/campaign ui/agents/wh_main_lore_heavens.png	wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_main_lore_heavens		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_high	true	true	ui/campaign ui/agents/wh2_main_lore_high_magic.png	wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh2_main_lore_high_magic		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_life	true	true	ui/campaign ui/agents/wh_dlc05_lore_life.png	wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_light	true	true	ui/campaign ui/agents/wh_main_lore_light.png	wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_main_lore_light		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_metal	true	true	UI/Campaign UI/Agents/wh_main_lore_metal.png	wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_main_lore_metal		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_archmage_shadows	true	true	ui/campaign ui/agents/wh_dlc05_lore_shadow.png	wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_vo_actor_High_Elves_Arch_Mage	true	-1	true	true	false	true	hef_archmage	wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc15_hef_black_dragon_boss_imrik	false	false		wh2_dlc15_hef_mon_black_dragon_imrik_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc15_hef_eltharion	false	true		wh2_dlc15_hef_cha_eltharion_the_grim_0	wh2_dlc15_vo_actor_High_Elves_Eltharion	true	-1	false	true	false	true	legendary_lords			true	true	cannot_be_saved_loaded		false	true	1600		
wh2_dlc15_hef_forest_dragon_boss_imrik	false	false		wh2_dlc15_hef_mon_forest_dragon_imrik_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc15_hef_imrik	false	false		wh2_dlc15_hef_cha_imrik_0	wh2_dlc15_vo_actor_High_Elves_Imrik	true	-1	false	true	false	true	legendary_lords			true	true	cannot_be_saved_loaded		false	true	1200		
wh2_dlc15_hef_mage_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc15_hef_cha_mage_beasts_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_dlc15_hef_mage_death	true	true	UI/Campaign UI/Agents/wh_main_lore_death.png	wh2_dlc15_hef_cha_mage_death_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_dlc15_hef_mage_fire	true	true	UI/Campaign UI/Agents/wh_main_lore_fire.png	wh2_dlc15_hef_cha_mage_fire_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_dlc15_hef_mage_metal	true	true	UI/Campaign UI/Agents/wh_main_lore_metal.png	wh2_dlc15_hef_cha_mage_metal_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_dlc15_hef_moon_dragon_boss_imrik	false	false		wh2_dlc15_hef_mon_moon_dragon_imrik_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc15_hef_star_dragon_boss_imrik	false	false		wh2_dlc15_hef_mon_star_dragon_imrik_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc15_hef_sun_dragon_boss_imrik	false	false		wh2_dlc15_hef_mon_sun_dragon_imrik_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	cannot_be_saved_loaded		false	true	750		
wh2_dlc16_skv_chieftain	true	false	ui/campaign ui/agents/wh2_dlc16_skv_champion.png	wh2_dlc16_skv_cha_chieftain_0	wh2_dlc16_vo_actor_Skaven_Chieftan	true	-1	false	true	true	true				true	true	can_be_saved_loaded		false	true	550		
wh2_dlc16_skv_ghoritch	false	false	ui/campaign ui/agents/wh2_dlc16_skv_ghoritch.png	wh2_dlc16_skv_cha_ghoritch_0	wh2_dlc16_vo_actor_Skaven_Ghoritch	false	1	false	true	false	false				true	true	cannot_be_loaded_in_campaign		false	true	1600		
wh2_dlc16_skv_ghoritch_boss	false	false	ui/campaign ui/agents/wh2_dlc16_skv_ghoritch.png	wh2_dlc16_skv_cha_ghoritch_0_boss	wh2_dlc16_vo_actor_Skaven_Ghoritch	false	1	false	true	false	false				true	true	cannot_be_loaded_in_campaign		false	true	1600		
wh2_dlc16_skv_packmaster	true	false	ui/campaign ui/agents/wh2_dlc16_skv_runesmith.png	wh2_dlc16_skv_cha_packmaster_0	wh2_dlc16_vo_actor_Skaven_Packmaster	true	-1	false	true	true	true				true	true	can_be_saved_loaded		false	true	500		
wh2_dlc16_skv_throt_the_unclean	false	false		wh2_dlc16_skv_cha_throt_the_unclean_0	wh2_dlc16_vo_actor_Skaven_Throt	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		true	true	1000		
wh2_dlc16_wef_ariel	false	true	ui/campaign ui/agents/wh_main_wizard.png	wh2_dlc16_wef_cha_ariel_0	wh2_dlc16_vo_actor_Wood_Elves_Ariel	false	-1	true	true	false	false				false	true	cannot_be_loaded_in_campaign		false	true	1750		
wh2_dlc16_wef_coeddil	false	true	ui/campaign ui/agents/wh_main_wizard.png	wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	false	1	false	true	false	false				true	true	cannot_be_saved_loaded		false	true	2300		
wh2_dlc16_wef_coeddil_qb	false	true	ui/campaign ui/agents/wh_main_wizard.png	wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	false	1	false	true	false	false				true	true	cannot_be_saved_loaded		false	true	2300		
wh2_dlc16_wef_drycha	false	true		wh2_dlc16_wef_cha_drycha_0	wh2_dlc16_vo_actor_Wood_Elves_Drycha	true	-1	true	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1500		
wh2_dlc16_wef_malicious_ancient_treeman_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	true	-1	false	true	false	true	wef_ancient_treeman	wh_dlc03_lore_beasts		true	true	can_be_saved_loaded		false	true	1800		
wh2_dlc16_wef_malicious_ancient_treeman_life	true	true	ui/campaign ui/agents/wh_dlc05_lore_life.png	wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	true	-1	false	true	false	true	wef_ancient_treeman	wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	1800		
wh2_dlc16_wef_malicious_ancient_treeman_shadows	true	true	ui/campaign ui/agents/wh_dlc05_lore_shadow.png	wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	true	-1	false	true	false	true	wef_ancient_treeman	wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	1800		
wh2_dlc16_wef_malicious_branchwraith_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0	wh_dlc05_vo_actor_Wood_Elves_Branchwraith	true	-1	false	true	false	true		wh_dlc03_lore_beasts		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc16_wef_malicious_branchwraith_life	true	true	ui/campaign ui/agents/wh_dlc05_lore_life.png	wh2_dlc16_wef_cha_malicious_branchwraith_life_0	wh_dlc05_vo_actor_Wood_Elves_Branchwraith	true	-1	false	true	false	true		wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc16_wef_malicious_branchwraith_shadows	true	true	ui/campaign ui/agents/wh_dlc05_lore_shadow.png	wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0	wh_dlc05_vo_actor_Wood_Elves_Branchwraith	true	-1	false	true	false	true		wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	950		
wh2_dlc16_wef_sisters_of_twilight	false	false	ui/campaign ui/agents/paladin.png	wh2_dlc16_wef_cha_sisters_of_twilight_0	wh2_dlc16_vo_actor_Wood_Elves_SistersOfTwilight	true	-1	true	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1650		
wh2_dlc16_wef_spellweaver_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc16_wef_cha_spellweaver_beasts_0	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	true	-1	true	true	false	true	wef_spellweaver	wh_dlc03_lore_beasts		true	true	can_be_saved_loaded		false	true	900		
wh2_dlc16_wef_spellweaver_dark	true	true	ui/campaign ui/agents/wh2_main_lore_dark_magic.png	wh2_dlc16_wef_cha_spellweaver_dark_0	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	true	-1	true	true	false	true	wef_spellweaver	wh2_dlc16_lore_spellweaver_dark		true	true	can_be_saved_loaded		false	true	900		
wh2_dlc16_wef_spellweaver_high	true	true	ui/campaign ui/agents/wh2_main_lore_high_magic.png	wh2_dlc16_wef_cha_spellweaver_high_0	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	true	-1	true	true	false	true	wef_spellweaver	wh2_dlc16_lore_spellweaver_high		true	true	can_be_saved_loaded		false	true	900		
wh2_dlc16_wef_spellweaver_life	true	true	ui/campaign ui/agents/wh_dlc05_lore_life.png	wh2_dlc16_wef_cha_spellweaver_life_0	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	true	-1	true	true	false	true	wef_spellweaver	wh_dlc05_lore_life		true	true	can_be_saved_loaded		false	true	900		
wh2_dlc16_wef_spellweaver_shadows	true	true	ui/campaign ui/agents/wh_dlc05_lore_shadow.png	wh2_dlc16_wef_cha_spellweaver_shadows_0	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	true	-1	true	true	false	true	wef_spellweaver	wh_dlc05_lore_shadows		true	true	can_be_saved_loaded		false	true	900		
wh2_dlc17_bst_doombull	true	false		wh2_dlc17_bst_cha_doombull_0	wh2_dlc17_vo_actor_Beastmen_Doombull	true	-1	false	true	false	true	bst_doombull			true	true	can_be_saved_loaded		false	true	1250		
wh2_dlc17_bst_taurox	false	false		wh2_dlc17_bst_cha_taurox_the_brass_bull_0	wh2_dlc17_vo_actor_Beastmen_Taurox	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1600		
wh2_dlc17_bst_wargor	true	false	ui/campaign ui/agents/wh2_dlc17_bst_wargor.png	wh2_dlc17_bst_cha_wargor_0	wh2_dlc17_vo_actor_Beastmen_Wargor	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	600		
wh2_dlc17_dwf_thane_ghost_artifact	false	true	ui/campaign ui/agents/wh_main_dwf_champion.png	wh2_dlc17_dwf_cha_thane_ghost_2	wh_dlc06_vo_actor_Dwarf_Thane1Ghost	false	1	false	true	false	true				true	true	can_be_saved_loaded		false	true	750		
wh2_dlc17_dwf_thorek	false	true		wh2_dlc17_dwf_cha_thorek_ironbrow_0	wh2_dlc17_vo_actor_Dwarf_Thorek_Ironbrow	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1500		
wh2_dlc17_lzd_mon_dread_saurian_qb_boss	false	false	UI\units\icons\wh2_dlc13_lzd_feral_dread_saurian.png	wh2_dlc17_lzd_mon_dread_saurian_qb_boss	wh_main_vo_actor_default	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	750		
wh2_dlc17_lzd_oxyotl	false	false		wh2_dlc17_lzd_cha_oxyotl_0	wh2_dlc17_vo_actor_Lizardmen_Oxyotl	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1100		
wh2_dlc17_lzd_skink_oracle_troglodon	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	wh2_dlc17_vo_actor_Lizardmen_Skink_Oracle	true	-1	false	true	false	true		wh2_dlc17_lore_oracle		true	true	can_be_saved_loaded		false	true	2650		
wh2_dlc17_vmp_kevon_lloydstein	false	false	ui/campaign ui/agents/wh_main_vmp_champion.png	wh_main_vmp_cha_wight_king_0	wh_main_vo_actor_Vampire_WightKing	false	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	500		
wh2_main_def_black_ark	false	false	ui/campaign ui/agents/wh2_main_def_black_ark.png	wh2_main_def_cha_dreadlord_0_black_ark	wh2_main_vo_actor_Dark_Elves_Dreadlord	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	1000		
wh2_main_def_black_ark_blessed_dread	false	false	ui/campaign ui/agents/wh2_main_def_black_ark.png	wh2_main_def_cha_dreadlord_0_black_ark	wh2_main_vo_actor_Dark_Elves_Dreadlord	false	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	1000		
wh2_main_def_death_hag	true	false		wh2_main_def_cha_death_hag_0	wh2_main_vo_actor_Dark_Elves_Death_Hag	true	-1	true	true	true	true				true	true	can_be_saved_loaded		false	true	600		
wh2_main_def_dreadlord	true	false		wh2_main_def_cha_dreadlord_0	wh2_main_vo_actor_Dark_Elves_Dreadlord	true	-1	false	true	true	true	def_dreadlord			true	true	can_be_saved_loaded		false	true	850		
wh2_main_def_dreadlord_fem	true	false		wh2_main_def_cha_dreadlord_female_0	wh2_main_vo_actor_Dark_Elves_DreadlordFemale	true	-1	true	true	true	true	def_dreadlord_female			true	true	can_be_saved_loaded		false	true	850		
wh2_main_def_khainite_assassin	true	false		wh2_main_def_cha_khainite_assassin_0	wh_vo_actor_silent	true	-1	false	true	true	true				true	true	can_be_saved_loaded		false	true	700		
wh2_main_def_malekith	false	true		wh2_main_def_cha_malekith_0	wh2_main_vo_actor_Dark_Elves_Malekith	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1650		
wh2_main_def_morathi	false	true		wh2_main_def_cha_morathi_0	wh2_main_vo_actor_Dark_Elves_Morathi	true	-1	true	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1250		
wh2_main_def_sorceress_dark	true	true	ui/campaign ui/agents/wh2_main_lore_dark_magic.png	wh2_main_def_cha_sorceress_dark_0	wh2_main_vo_actor_Dark_Elves_Sorceress	true	-1	true	true	true	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_def_sorceress_fire	true	true	ui/campaign ui/agents/wh_main_lore_fire.png	wh2_main_def_cha_sorceress_fire_0	wh2_main_vo_actor_Dark_Elves_Sorceress	true	-1	true	true	true	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_def_sorceress_shadow	true	true	ui/campaign ui/agents/wh_dlc05_lore_shadow.png	wh2_main_def_cha_sorceress_shadow_0	wh2_main_vo_actor_Dark_Elves_Sorceress	true	-1	true	true	true	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_hef_loremaster_of_hoeth	true	true		wh2_main_hef_cha_loremaster_of_hoeth_0	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_hef_mage_high	true	true	ui/campaign ui/agents/wh2_main_lore_high_magic.png	wh2_main_hef_cha_mage_high_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_hef_mage_life	true	true	ui/campaign ui/agents/wh_dlc05_lore_life.png	wh2_main_hef_cha_mage_life_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_hef_mage_light	true	true	ui/campaign ui/agents/wh_main_lore_light.png	wh2_main_hef_cha_mage_light_0	wh2_main_vo_actor_High_Elves_Mage	true	-1	true	true	false	true				true	true	can_be_saved_loaded		false	true	800		
wh2_main_hef_noble	true	false		wh2_main_hef_cha_noble_0	wh2_main_vo_actor_High_Elves_Noble	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	700		
wh2_main_hef_prince	true	false		wh2_main_hef_cha_prince_0	wh2_main_vo_actor_High_Elves_Prince	true	-1	false	true	false	true	hef_prince			true	true	can_be_saved_loaded		false	true	850		
wh2_main_hef_prince_alastar	false	false		wh2_main_hef_cha_alastair_0	wh2_main_vo_actor_High_Elves_Prince	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_saved_loaded		false	true	1000		
wh2_main_hef_princess	true	false		wh2_main_hef_cha_princess_0	wh2_main_vo_actor_High_Elves_Princess	true	-1	true	true	false	true	hef_princess			true	true	can_be_saved_loaded		false	true	850		
wh2_main_hef_teclis	false	true		wh2_main_hef_cha_teclis_0	wh2_main_vo_actor_High_Elves_Teclis	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	950		
wh2_main_hef_tyrion	false	false		wh2_main_hef_cha_tyrion_0	wh2_main_vo_actor_High_Elves_Tyrion	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1400		
wh2_main_lzd_kroq_gar	false	false		wh2_main_lzd_cha_kroq_gar_0	wh2_main_vo_actor_Lizardmen_Kroq_Gar_Saurus	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1100		
wh2_main_lzd_lord_mazdamundi	false	true		wh2_main_lzd_cha_lord_mazdamundi_0	wh2_main_vo_actor_Lizardmen_Lord_Mazdamundi	true	-1	false	true	false	true	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1150		
wh2_main_lzd_saurus_old_blood	true	false		wh2_main_lzd_cha_saurus_old_blood_0	wh2_main_vo_actor_Lizardmen_Saurus_Old_Blood_Lord	true	-1	false	true	false	true	lzd_saurus_old_blood			true	true	can_be_saved_loaded		false	true	1000		
wh2_main_lzd_saurus_scar_veteran	true	false		wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_vo_actor_Lizardmen_Saurus_Scar_Veteran	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	700		
wh2_main_lzd_skink_chief	true	false		wh2_main_lzd_cha_skink_chief_0	wh2_main_vo_actor_Lizardmen_Chamelion_Skink_Chief	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	400		
wh2_main_lzd_skink_priest_beasts	true	true	ui/campaign ui/agents/wh_dlc03_lore_beasts.png	wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_vo_actor_Lizardmen_Skink_Priest	true	-1	false	true	false	true				true	true	can_be_saved_loaded		false	true	750		
