attrition	faction
desertion	wh3_dlc23_rogue_sacred_host_of_tepok
desertion	wh3_dlc23_rogue_the_cult_of_morgrim
desertion	wh3_dlc24_lzd_lizardmen_invasion
desertion	wh3_main_skv_clan_carrion
desert	wh2_dlc09_rogue_black_creek_raiders
desert	wh2_dlc09_rogue_dwellers_of_zardok
desert	wh2_dlc09_rogue_eyes_of_the_jungle
desert	wh2_dlc09_rogue_pilgrims_of_myrmidia
desert	wh2_dlc09_tmb_dune_kingdoms
desert	wh2_dlc09_tmb_exiles_of_nehek
desert	wh2_dlc09_tmb_followers_of_nagash
desert	wh2_dlc09_tmb_khemri
desert	wh2_dlc09_tmb_lybaras
desert	wh2_dlc09_tmb_numas
desert	wh2_dlc09_tmb_rakaph_dynasty
desert	wh2_dlc09_tmb_the_sentinels
desert	wh2_dlc09_tmb_tomb_kings_rebels
desert	wh2_dlc11_brt_bretonnia_dil
desert	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
desert	wh2_dlc11_cst_noctilus
desert	wh2_dlc11_cst_noctilus_separatists
desert	wh2_dlc11_cst_pirates_of_sartosa
desert	wh2_dlc11_cst_pirates_of_sartosa_separatists
desert	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
desert	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
desert	wh2_dlc11_cst_rogue_freebooters_of_port_royale
desert	wh2_dlc11_cst_rogue_grey_point_scuttlers
desert	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
desert	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
desert	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
desert	wh2_dlc11_cst_shanty_dragon_spine_privateers
desert	wh2_dlc11_cst_shanty_middle_sea_brigands
desert	wh2_dlc11_cst_shanty_shark_straight_seadogs
desert	wh2_dlc11_cst_the_drowned
desert	wh2_dlc11_cst_the_drowned_separatists
desert	wh2_dlc11_cst_vampire_coast
desert	wh2_dlc11_cst_vampire_coast_rebellion_rebels
desert	wh2_dlc11_cst_vampire_coast_rebels
desert	wh2_dlc11_cst_vampire_coast_separatists
desert	wh2_dlc11_def_dark_elves_dil
desert	wh2_dlc11_emp_empire_dil
desert	wh2_dlc11_nor_norsca_dil
desert	wh2_dlc11_vmp_the_barrow_legion
desert	wh2_dlc12_grn_leaf_cutterz_tribe
desert	wh2_dlc13_grn_greenskins_invasion
desert	wh2_dlc13_lzd_avengers
desert	wh2_dlc13_nor_norsca_invasion
desert	wh2_dlc14_grn_red_cloud
desert	wh2_dlc15_grn_bonerattlaz
desert	wh2_dlc15_grn_broken_axe
desert	wh2_dlc15_grn_skull_crag
desert	wh2_dlc16_emp_empire_qb8
desert	wh2_dlc16_grn_creeping_death
desert	wh2_dlc16_grn_naggaroth_orcs
desert	wh2_dlc16_grn_savage_invasion
desert	wh2_dlc16_vmp_lahmian_sisterhood
desert	wh2_dlc16_wef_waystone_faction_1
desert	wh2_dlc16_wef_waystone_faction_2
desert	wh2_dlc16_wef_waystone_faction_3
desert	wh2_dlc17_bst_beastmen_qb4
desert	wh2_dlc17_bst_beastmen_qb5
desert	wh2_dlc17_bst_beastmen_qb6
desert	wh2_dlc17_bst_beastmen_qb7
desert	wh2_main_grn_arachnos
desert	wh2_main_grn_blue_vipers
desert	wh2_main_lzd_tlaqua
desert	wh2_main_rogue_abominations
desert	wh2_main_rogue_beastcatchas
desert	wh2_main_rogue_bernhoffs_brigands
desert	wh2_main_rogue_black_spider_tribe
desert	wh2_main_rogue_boneclubbers_tribe
desert	wh2_main_rogue_celestial_storm
desert	wh2_main_rogue_college_of_pyrotechnics
desert	wh2_main_rogue_def_chs_vashnaar
desert	wh2_main_rogue_def_mengils_manflayers
desert	wh2_main_rogue_doomseekers
desert	wh2_main_rogue_gerhardts_mercenaries
desert	wh2_main_rogue_hef_tor_elithis
desert	wh2_main_rogue_hung_warband
desert	wh2_main_rogue_jerrods_errantry
desert	wh2_main_rogue_mangy_houndz
desert	wh2_main_rogue_morrsliebs_howlers
desert	wh2_main_rogue_pirates_of_the_far_sea
desert	wh2_main_rogue_pirates_of_the_southern_ocean
desert	wh2_main_rogue_pirates_of_trantio
desert	wh2_main_rogue_scions_of_tesseninck
desert	wh2_main_rogue_scourge_of_aquitaine
desert	wh2_main_rogue_stuff_snatchers
desert	wh2_main_rogue_teef_snatchaz
desert	wh2_main_rogue_the_wandering_dead
desert	wh2_main_rogue_troll_skullz
desert	wh2_main_rogue_vauls_expedition
desert	wh2_main_rogue_vmp_heirs_of_mourkain
desert	wh2_main_rogue_wef_hunters_of_kurnous
desert	wh2_main_rogue_worldroot_rangers
desert	wh2_main_rogue_wrath_of_nature
desert	wh2_main_skv_clan_eshin
desert	wh2_main_skv_clan_eshin_separatists
desert	wh2_main_vmp_necrarch_brotherhood
desert	wh2_main_vmp_strygos_empire
desert	wh2_main_vmp_the_silver_host
desert	wh3_dlc21_cst_dead_flag_fleet
desert	wh3_dlc21_vmp_jiangshi_rebels
desert	wh3_dlc23_rogue_karaz_a_karak_expedition
desert	wh3_dlc23_rogue_sacred_host_of_tepok
desert	wh3_dlc23_rogue_the_cult_of_morgrim
desert	wh3_dlc24_cst_vampire_coast_bloated_rebels
desert	wh3_dlc24_grn_chaos_dwarfs_labourer_rebels
desert	wh3_dlc24_lzd_lizardmen_invasion
desert	wh3_main_cst_dread_rock_privateers
desert	wh3_main_emp_cult_of_sigmar
desert	wh3_main_grn_da_cage_breakaz
desert	wh3_main_grn_dark_land_orcs
desert	wh3_main_grn_dimned_sun
desert	wh3_main_grn_drippin_fangs
desert	wh3_main_grn_moon_howlerz
desert	wh3_main_grn_slaves_of_zharr
desert	wh3_main_grn_tusked_sunz
desert	wh3_main_ie_vmp_sires_of_mourkain
desert	wh3_main_kho_exiles_of_khorne
desert	wh3_main_nur_nurgle_qb1
desert	wh3_main_nur_poxmakers_of_nurgle
desert	wh3_main_ogre_the_famished
desert	wh3_main_rogue_alliance_of_order
desert	wh3_main_rogue_argfluxs_pyrocasters
desert	wh3_main_rogue_doombreeds_followers
desert	wh3_main_rogue_kurgan_warband
desert	wh3_main_rogue_legion_of_gorehath
desert	wh3_main_rogue_scaberaxs_gluttons
desert	wh3_main_rogue_scriveners_of_fate
desert	wh3_main_rogue_shadow_legion
desert	wh3_main_rogue_the_baleful_princes_muses
desert	wh3_main_rogue_the_bloody_harvest
desert	wh3_main_rogue_the_challenge_stone_pact
desert	wh3_main_rogue_the_convent
desert	wh3_main_rogue_the_fluxion_host
desert	wh3_main_rogue_the_glothal_brood
desert	wh3_main_rogue_the_pleasure_tide
desert	wh3_main_rogue_the_putrid_swarm
desert	wh3_main_rogue_the_treaty_of_ashshair
desert	wh3_main_tmb_deserters_of_khatep
desert	wh3_main_vmp_caravan_of_blue_roses
desert	wh3_main_vmp_lahmian_sisterhood
desert	wh3_main_vmp_nagashizzar
desert	wh_dlc03_grn_black_pit
desert	wh_dlc08_chs_chaos_challenger_khorne
desert	wh_dlc08_chs_chaos_challenger_nurgle
desert	wh_dlc08_chs_chaos_challenger_slaanesh
desert	wh_dlc08_chs_chaos_challenger_tzeentch
desert	wh_main_grn_black_venom
desert	wh_main_grn_bloody_spearz
desert	wh_main_grn_broken_nose
desert	wh_main_grn_crooked_moon
desert	wh_main_grn_greenskins
desert	wh_main_grn_greenskins_rebels
desert	wh_main_grn_necksnappers
desert	wh_main_grn_orcs_of_the_bloody_hand
desert	wh_main_grn_red_eye
desert	wh_main_grn_red_fangs
desert	wh_main_grn_scabby_eye
desert	wh_main_grn_skull-takerz
desert	wh_main_grn_skullsmasherz
desert	wh_main_grn_teef_snatchaz
desert	wh_main_grn_top_knotz
desert	wh_main_vmp_mousillon
desert	wh_main_vmp_rival_sylvanian_vamps
desert	wh_main_vmp_schwartzhafen
desert	wh_main_vmp_vampire_counts
desert	wh_main_vmp_vampire_rebels
desert	wh_main_vmp_waldenhof
disease	wh2_dlc13_lzd_avengers
disease	wh2_dlc16_chs_acolytes_of_the_keeper
disease	wh2_dlc17_nor_deadwood_ravagers
disease	wh2_main_chs_chaos_incursion_def
disease	wh2_main_chs_chaos_incursion_hef
disease	wh2_main_chs_chaos_incursion_lzd
disease	wh2_main_chs_chaos_incursion_skv
disease	wh2_main_nor_aghol
disease	wh2_main_nor_hung_incursion_def
disease	wh2_main_nor_hung_incursion_hef
disease	wh2_main_nor_hung_incursion_lzd
disease	wh2_main_nor_hung_incursion_skv
disease	wh2_main_nor_skeggi
disease	wh3_dlc20_chs_azazel
disease	wh3_dlc20_chs_festus
disease	wh3_dlc20_chs_kholek
disease	wh3_dlc20_chs_sigvald
disease	wh3_dlc20_chs_valkia
disease	wh3_dlc20_chs_vilitch
disease	wh3_dlc20_nor_dolgan
disease	wh3_dlc20_nor_kuj
disease	wh3_dlc20_nor_kul
disease	wh3_dlc20_nor_tong
disease	wh3_dlc20_nor_yusak
disease	wh3_dlc21_nor_wyrmkins
disease	wh3_main_chs_dreaded_wo
disease	wh3_main_chs_gharhar
disease	wh3_main_chs_khazag
disease	wh3_main_chs_kvellig
disease	wh3_main_chs_shadow_legion
disease	wh3_main_chs_tong
disease	wh_dlc03_bst_beastmen_chaos
disease	wh_dlc08_chs_chaos_challenger_khorne
disease	wh_dlc08_chs_chaos_challenger_nurgle
disease	wh_dlc08_chs_chaos_challenger_slaanesh
disease	wh_dlc08_chs_chaos_challenger_tzeentch
disease	wh_dlc08_nor_goromadny_tribe
disease	wh_dlc08_nor_helspire_tribe
disease	wh_dlc08_nor_naglfarlings
disease	wh_dlc08_nor_norsca
disease	wh_dlc08_nor_vanaheimlings
disease	wh_dlc08_nor_wintertooth
disease	wh_main_chs_chaos
disease	wh_main_chs_chaos_rebels
disease	wh_main_chs_chaos_separatists
disease	wh_main_nor_aesling
disease	wh_main_nor_baersonling
disease	wh_main_nor_bjornling
disease	wh_main_nor_graeling
disease	wh_main_nor_norsca_rebels
disease	wh_main_nor_sarl
disease	wh_main_nor_skaeling
disease	wh_main_nor_varg
event_attrition_no_immunity	wh3_prologue_kislev_expedition
event_attrition	wh2_dlc13_lzd_avengers
event_attrition	wh3_prologue_kislev_expedition
horde_infighting	wh2_dlc10_def_blood_voyage
horde_infighting	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
horde_infighting	wh2_dlc11_cst_noctilus
horde_infighting	wh2_dlc11_cst_noctilus_separatists
horde_infighting	wh2_dlc11_cst_pirates_of_sartosa
horde_infighting	wh2_dlc11_cst_pirates_of_sartosa_separatists
horde_infighting	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
horde_infighting	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
horde_infighting	wh2_dlc11_cst_rogue_freebooters_of_port_royale
horde_infighting	wh2_dlc11_cst_rogue_grey_point_scuttlers
horde_infighting	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
horde_infighting	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
horde_infighting	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
horde_infighting	wh2_dlc11_cst_shanty_dragon_spine_privateers
horde_infighting	wh2_dlc11_cst_shanty_middle_sea_brigands
horde_infighting	wh2_dlc11_cst_shanty_shark_straight_seadogs
horde_infighting	wh2_dlc11_cst_the_drowned
horde_infighting	wh2_dlc11_cst_the_drowned_separatists
horde_infighting	wh2_dlc11_cst_vampire_coast
horde_infighting	wh2_dlc11_cst_vampire_coast_encounters
horde_infighting	wh2_dlc11_cst_vampire_coast_rebellion_rebels
horde_infighting	wh2_dlc11_cst_vampire_coast_rebels
horde_infighting	wh2_dlc11_cst_vampire_coast_separatists
horde_infighting	wh2_dlc11_def_the_blessed_dread
horde_infighting	wh2_dlc11_def_the_blessed_dread_separatists
horde_infighting	wh2_dlc13_bst_beastmen_invasion
horde_infighting	wh2_dlc13_lzd_avengers
horde_infighting	wh2_dlc13_lzd_spirits_of_the_jungle
horde_infighting	wh2_dlc15_hef_dragon_encounters
horde_infighting	wh2_dlc17_bst_beastmen_qb4
horde_infighting	wh2_dlc17_bst_beastmen_qb5
horde_infighting	wh2_dlc17_bst_beastmen_qb6
horde_infighting	wh2_dlc17_bst_beastmen_qb7
horde_infighting	wh2_dlc17_bst_malagor
horde_infighting	wh2_dlc17_bst_taurox
horde_infighting	wh2_main_bst_blooded_axe
horde_infighting	wh2_main_bst_manblight
horde_infighting	wh2_main_bst_ripper_horn
horde_infighting	wh2_main_bst_shadowgor
horde_infighting	wh2_main_bst_skrinderkin
horde_infighting	wh2_main_bst_stone_horn
horde_infighting	wh2_main_def_bleak_holds
horde_infighting	wh2_main_def_blood_hall_coven
horde_infighting	wh2_main_def_clar_karond
horde_infighting	wh2_main_def_cult_of_excess
horde_infighting	wh2_main_def_cult_of_pleasure
horde_infighting	wh2_main_def_cult_of_pleasure_separatists
horde_infighting	wh2_main_def_dark_elves
horde_infighting	wh2_main_def_dark_elves_rebels
horde_infighting	wh2_main_def_deadwood_sentinels
horde_infighting	wh2_main_def_drackla_coven
horde_infighting	wh2_main_def_ghrond
horde_infighting	wh2_main_def_hag_graef
horde_infighting	wh2_main_def_hag_graef_separatists
horde_infighting	wh2_main_def_har_ganeth
horde_infighting	wh2_main_def_har_ganeth_separatists
horde_infighting	wh2_main_def_karond_kar
horde_infighting	wh2_main_def_naggarond
horde_infighting	wh2_main_def_naggarond_separatists
horde_infighting	wh2_main_def_scourge_of_khaine
horde_infighting	wh2_main_def_ssildra_tor
horde_infighting	wh2_main_def_the_forgebound
horde_infighting	wh2_twa03_def_rakarth
horde_infighting	wh2_twa03_def_rakarth_separatists
horde_infighting	wh3_dlc21_cst_dead_flag_fleet
horde_infighting	wh3_dlc23_rogue_karaz_a_karak_expedition
horde_infighting	wh3_dlc23_rogue_sacred_host_of_tepok
horde_infighting	wh3_dlc23_rogue_the_cult_of_morgrim
horde_infighting	wh3_dlc24_cst_vampire_coast_bloated_rebels
horde_infighting	wh3_main_cst_dread_rock_privateers
horde_infighting	wh_dlc03_bst_beastmen
horde_infighting	wh_dlc03_bst_beastmen_ally
horde_infighting	wh_dlc03_bst_beastmen_chaos
horde_infighting	wh_dlc03_bst_beastmen_rebels
horde_infighting	wh_dlc03_bst_jagged_horn
horde_infighting	wh_dlc03_bst_redhorn
horde_infighting	wh_dlc05_bst_morghur_herd
horde_infighting	wh_dlc08_chs_chaos_challenger_khorne
horde_infighting	wh_dlc08_chs_chaos_challenger_nurgle
horde_infighting	wh_dlc08_chs_chaos_challenger_slaanesh
horde_infighting	wh_dlc08_chs_chaos_challenger_tzeentch
hostile_territory	wh2_dlc13_lzd_avengers
hostile_territory	wh2_dlc16_emp_empire_qb8
hostile_territory	wh2_dlc17_lzd_oxyotl
low_morale	wh2_dlc13_lzd_avengers
mist_of_yvresse	wh2_dlc15_hef_dragon_encounters
mist_of_yvresse	wh2_dlc15_hef_imrik
mist_of_yvresse	wh2_dlc16_chs_acolytes_of_the_keeper
mist_of_yvresse	wh2_main_chs_chaos_incursion_def
mist_of_yvresse	wh2_main_chs_chaos_incursion_hef
mist_of_yvresse	wh2_main_chs_chaos_incursion_lzd
mist_of_yvresse	wh2_main_chs_chaos_incursion_skv
mist_of_yvresse	wh2_main_hef_avelorn
mist_of_yvresse	wh2_main_hef_caledor
mist_of_yvresse	wh2_main_hef_chrace
mist_of_yvresse	wh2_main_hef_citadel_of_dusk
mist_of_yvresse	wh2_main_hef_cothique
mist_of_yvresse	wh2_main_hef_eataine
mist_of_yvresse	wh2_main_hef_ellyrion
mist_of_yvresse	wh2_main_hef_fortress_of_dawn
mist_of_yvresse	wh2_main_hef_high_elves
mist_of_yvresse	wh2_main_hef_high_elves_rebels
mist_of_yvresse	wh2_main_hef_nagarythe
mist_of_yvresse	wh2_main_hef_order_of_loremasters
mist_of_yvresse	wh2_main_hef_saphery
mist_of_yvresse	wh2_main_hef_tiranoc
mist_of_yvresse	wh2_main_hef_tor_elasor
mist_of_yvresse	wh2_main_hef_yvresse
mist_of_yvresse	wh2_main_rogue_hef_tor_elithis
mist_of_yvresse	wh3_dlc20_chs_azazel
mist_of_yvresse	wh3_dlc20_chs_festus
mist_of_yvresse	wh3_dlc20_chs_kholek
mist_of_yvresse	wh3_dlc20_chs_sigvald
mist_of_yvresse	wh3_dlc20_chs_valkia
mist_of_yvresse	wh3_dlc20_chs_vilitch
mist_of_yvresse	wh3_main_chs_shadow_legion
mist_of_yvresse	wh_main_chs_chaos
mist_of_yvresse	wh_main_chs_chaos_rebels
mist_of_yvresse	wh_main_chs_chaos_separatists
mountain	wh2_dlc09_rogue_black_creek_raiders
mountain	wh2_dlc09_rogue_dwellers_of_zardok
mountain	wh2_dlc09_rogue_eyes_of_the_jungle
mountain	wh2_dlc09_rogue_pilgrims_of_myrmidia
mountain	wh2_dlc09_tmb_exiles_of_nehek
mountain	wh2_dlc11_brt_bretonnia_dil
mountain	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
mountain	wh2_dlc11_cst_noctilus
mountain	wh2_dlc11_cst_noctilus_separatists
mountain	wh2_dlc11_cst_pirates_of_sartosa
mountain	wh2_dlc11_cst_pirates_of_sartosa_separatists
mountain	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
mountain	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
mountain	wh2_dlc11_cst_rogue_freebooters_of_port_royale
mountain	wh2_dlc11_cst_rogue_grey_point_scuttlers
mountain	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
mountain	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
mountain	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
mountain	wh2_dlc11_cst_shanty_dragon_spine_privateers
mountain	wh2_dlc11_cst_shanty_middle_sea_brigands
mountain	wh2_dlc11_cst_shanty_shark_straight_seadogs
mountain	wh2_dlc11_cst_the_drowned
mountain	wh2_dlc11_cst_the_drowned_separatists
mountain	wh2_dlc11_cst_vampire_coast
mountain	wh2_dlc11_cst_vampire_coast_rebellion_rebels
mountain	wh2_dlc11_cst_vampire_coast_rebels
mountain	wh2_dlc11_cst_vampire_coast_separatists
mountain	wh2_dlc11_def_dark_elves_dil
mountain	wh2_dlc11_emp_empire_dil
mountain	wh2_dlc11_nor_norsca_dil
mountain	wh2_dlc11_vmp_the_barrow_legion
mountain	wh2_dlc13_lzd_avengers
mountain	wh2_dlc13_nor_norsca_invasion
mountain	wh2_dlc15_dwf_clan_helhein
mountain	wh2_dlc15_grn_bonerattlaz
mountain	wh2_dlc15_grn_broken_axe
mountain	wh2_dlc16_chs_acolytes_of_the_keeper
mountain	wh2_dlc16_emp_empire_qb8
mountain	wh2_dlc16_vmp_lahmian_sisterhood
mountain	wh2_dlc16_wef_waystone_faction_1
mountain	wh2_dlc16_wef_waystone_faction_2
mountain	wh2_dlc16_wef_waystone_faction_3
mountain	wh2_dlc17_bst_beastmen_qb4
mountain	wh2_dlc17_bst_beastmen_qb5
mountain	wh2_dlc17_bst_beastmen_qb6
mountain	wh2_dlc17_bst_beastmen_qb7
mountain	wh2_dlc17_dwf_thorek_ironbrow
mountain	wh2_dlc17_nor_deadwood_ravagers
mountain	wh2_main_chs_chaos_incursion_def
mountain	wh2_main_chs_chaos_incursion_hef
mountain	wh2_main_chs_chaos_incursion_lzd
mountain	wh2_main_chs_chaos_incursion_skv
mountain	wh2_main_dwf_greybeards_prospectors
mountain	wh2_main_dwf_karak_zorn
mountain	wh2_main_dwf_spine_of_sotek_dwarfs
mountain	wh2_main_nor_aghol
mountain	wh2_main_nor_hung_incursion_def
mountain	wh2_main_nor_hung_incursion_hef
mountain	wh2_main_nor_hung_incursion_lzd
mountain	wh2_main_nor_hung_incursion_skv
mountain	wh2_main_nor_mung
mountain	wh2_main_nor_skeggi
mountain	wh2_main_rogue_abominations
mountain	wh2_main_rogue_beastcatchas
mountain	wh2_main_rogue_bernhoffs_brigands
mountain	wh2_main_rogue_black_spider_tribe
mountain	wh2_main_rogue_boneclubbers_tribe
mountain	wh2_main_rogue_celestial_storm
mountain	wh2_main_rogue_college_of_pyrotechnics
mountain	wh2_main_rogue_def_chs_vashnaar
mountain	wh2_main_rogue_def_mengils_manflayers
mountain	wh2_main_rogue_doomseekers
mountain	wh2_main_rogue_gerhardts_mercenaries
mountain	wh2_main_rogue_hef_tor_elithis
mountain	wh2_main_rogue_hung_warband
mountain	wh2_main_rogue_jerrods_errantry
mountain	wh2_main_rogue_mangy_houndz
mountain	wh2_main_rogue_morrsliebs_howlers
mountain	wh2_main_rogue_pirates_of_the_far_sea
mountain	wh2_main_rogue_pirates_of_the_southern_ocean
mountain	wh2_main_rogue_pirates_of_trantio
mountain	wh2_main_rogue_scions_of_tesseninck
mountain	wh2_main_rogue_scourge_of_aquitaine
mountain	wh2_main_rogue_stuff_snatchers
mountain	wh2_main_rogue_teef_snatchaz
mountain	wh2_main_rogue_the_wandering_dead
mountain	wh2_main_rogue_troll_skullz
mountain	wh2_main_rogue_vauls_expedition
mountain	wh2_main_rogue_vmp_heirs_of_mourkain
mountain	wh2_main_rogue_wef_hunters_of_kurnous
mountain	wh2_main_rogue_worldroot_rangers
mountain	wh2_main_rogue_wrath_of_nature
mountain	wh2_main_skv_clan_moulder
mountain	wh2_main_vmp_necrarch_brotherhood
mountain	wh2_main_vmp_strygos_empire
mountain	wh2_main_vmp_the_silver_host
mountain	wh3_dlc20_chs_azazel
mountain	wh3_dlc20_chs_festus
mountain	wh3_dlc20_chs_kholek
mountain	wh3_dlc20_chs_sigvald
mountain	wh3_dlc20_chs_valkia
mountain	wh3_dlc20_chs_vilitch
mountain	wh3_dlc20_nor_dolgan
mountain	wh3_dlc20_nor_kuj
mountain	wh3_dlc20_nor_kul
mountain	wh3_dlc20_nor_tong
mountain	wh3_dlc20_nor_yusak
mountain	wh3_dlc21_cst_dead_flag_fleet
mountain	wh3_dlc21_nor_wyrmkins
mountain	wh3_dlc21_vmp_jiangshi_rebels
mountain	wh3_dlc23_chd_astragoth
mountain	wh3_dlc23_chd_chaos_dwarfs
mountain	wh3_dlc23_chd_chaos_dwarfs_qb1
mountain	wh3_dlc23_chd_chaos_dwarfs_qb2
mountain	wh3_dlc23_chd_chaos_dwarfs_rebels
mountain	wh3_dlc23_chd_conclave
mountain	wh3_dlc23_chd_legion_of_azgorh
mountain	wh3_dlc23_chd_minor_faction
mountain	wh3_dlc23_chd_zhatan
mountain	wh3_dlc23_rogue_karaz_a_karak_expedition
mountain	wh3_dlc23_rogue_sacred_host_of_tepok
mountain	wh3_dlc23_rogue_the_cult_of_morgrim
mountain	wh3_dlc24_cst_vampire_coast_bloated_rebels
mountain	wh3_dlc24_grn_chaos_dwarfs_labourer_rebels
mountain	wh3_dlc24_lzd_lizardmen_invasion
mountain	wh3_main_chs_dreaded_wo
mountain	wh3_main_chs_gharhar
mountain	wh3_main_chs_khazag
mountain	wh3_main_chs_kvellig
mountain	wh3_main_chs_shadow_legion
mountain	wh3_main_chs_tong
mountain	wh3_main_cst_dread_rock_privateers
mountain	wh3_main_dwf_karak_azorn
mountain	wh3_main_dwf_the_ancestral_throng
mountain	wh3_main_grn_slaves_of_zharr
mountain	wh3_main_ie_vmp_sires_of_mourkain
mountain	wh3_main_ogr_blood_guzzlers
mountain	wh3_main_ogr_bloodmaw
mountain	wh3_main_ogr_crossed_clubs
mountain	wh3_main_ogr_disciples_of_the_maw
mountain	wh3_main_ogr_eyebiter
mountain	wh3_main_ogr_feastmaster
mountain	wh3_main_ogr_fleshgreeders
mountain	wh3_main_ogr_fulg
mountain	wh3_main_ogr_goldtooth
mountain	wh3_main_ogr_lazarghs
mountain	wh3_main_ogr_loose_tooth
mountain	wh3_main_ogr_mountaineaters
mountain	wh3_main_ogr_ogre_kingdoms
mountain	wh3_main_ogr_ogre_kingdoms_invasion
mountain	wh3_main_ogr_ogre_kingdoms_qb1
mountain	wh3_main_ogr_ogre_rebels
mountain	wh3_main_ogr_rock_skulls
mountain	wh3_main_ogr_sabreskin
mountain	wh3_main_ogr_sons_of_the_mountain
mountain	wh3_main_ogr_thunderguts
mountain	wh3_main_ogr_treehammers
mountain	wh3_main_ogre_flamegullets
mountain	wh3_main_ogre_sharktooth
mountain	wh3_main_ogre_the_famished
mountain	wh3_main_rogue_alliance_of_order
mountain	wh3_main_rogue_argfluxs_pyrocasters
mountain	wh3_main_rogue_doombreeds_followers
mountain	wh3_main_rogue_kurgan_warband
mountain	wh3_main_rogue_legion_of_gorehath
mountain	wh3_main_rogue_scaberaxs_gluttons
mountain	wh3_main_rogue_scriveners_of_fate
mountain	wh3_main_rogue_shadow_legion
mountain	wh3_main_rogue_the_baleful_princes_muses
mountain	wh3_main_rogue_the_bloody_harvest
mountain	wh3_main_rogue_the_challenge_stone_pact
mountain	wh3_main_rogue_the_convent
mountain	wh3_main_rogue_the_fluxion_host
mountain	wh3_main_rogue_the_glothal_brood
mountain	wh3_main_rogue_the_pleasure_tide
mountain	wh3_main_rogue_the_putrid_swarm
mountain	wh3_main_rogue_the_treaty_of_ashshair
mountain	wh3_main_vmp_caravan_of_blue_roses
mountain	wh3_main_vmp_lahmian_sisterhood
mountain	wh3_main_vmp_nagashizzar
mountain	wh_dlc08_chs_chaos_challenger_khorne
mountain	wh_dlc08_chs_chaos_challenger_nurgle
mountain	wh_dlc08_chs_chaos_challenger_slaanesh
mountain	wh_dlc08_chs_chaos_challenger_tzeentch
mountain	wh_dlc08_nor_goromadny_tribe
mountain	wh_dlc08_nor_helspire_tribe
mountain	wh_dlc08_nor_naglfarlings
mountain	wh_dlc08_nor_norsca
mountain	wh_dlc08_nor_vanaheimlings
mountain	wh_dlc08_nor_wintertooth
mountain	wh_main_chs_chaos
mountain	wh_main_chs_chaos_rebels
mountain	wh_main_chs_chaos_separatists
mountain	wh_main_dwf_barak_varr
mountain	wh_main_dwf_dwarf_rebels
mountain	wh_main_dwf_dwarfs
mountain	wh_main_dwf_karak_azul
mountain	wh_main_dwf_karak_hirn
mountain	wh_main_dwf_karak_izor
mountain	wh_main_dwf_karak_kadrin
mountain	wh_main_dwf_karak_norn
mountain	wh_main_dwf_karak_ziflin
mountain	wh_main_dwf_kraka_drak
mountain	wh_main_dwf_zhufbar
mountain	wh_main_grn_crooked_moon
mountain	wh_main_nor_aesling
mountain	wh_main_nor_baersonling
mountain	wh_main_nor_bjornling
mountain	wh_main_nor_graeling
mountain	wh_main_nor_norsca_rebels
mountain	wh_main_nor_sarl
mountain	wh_main_nor_skaeling
mountain	wh_main_nor_varg
mountain	wh_main_vmp_mousillon
mountain	wh_main_vmp_rival_sylvanian_vamps
mountain	wh_main_vmp_schwartzhafen
mountain	wh_main_vmp_vampire_counts
mountain	wh_main_vmp_vampire_rebels
mountain	wh_main_vmp_waldenhof
non_vampire_territory	wh2_dlc09_rogue_black_creek_raiders
non_vampire_territory	wh2_dlc09_rogue_dwellers_of_zardok
non_vampire_territory	wh2_dlc09_rogue_eyes_of_the_jungle
non_vampire_territory	wh2_dlc09_rogue_pilgrims_of_myrmidia
non_vampire_territory	wh2_dlc09_skv_clan_rictus
non_vampire_territory	wh2_dlc09_skv_clan_rictus_separatists
non_vampire_territory	wh2_dlc09_tmb_dune_kingdoms
non_vampire_territory	wh2_dlc09_tmb_exiles_of_nehek
non_vampire_territory	wh2_dlc09_tmb_followers_of_nagash
non_vampire_territory	wh2_dlc09_tmb_khemri
non_vampire_territory	wh2_dlc09_tmb_lybaras
non_vampire_territory	wh2_dlc09_tmb_numas
non_vampire_territory	wh2_dlc09_tmb_rakaph_dynasty
non_vampire_territory	wh2_dlc09_tmb_the_sentinels
non_vampire_territory	wh2_dlc09_tmb_tomb_kings_rebels
non_vampire_territory	wh2_dlc10_def_blood_voyage
non_vampire_territory	wh2_dlc11_brt_bretonnia_dil
