special_ability_groups	unit_special_abilities
wh3_main_lore_daemon_prince	wh_main_spell_death_the_purple_sun_of_xereus
wh3_main_lore_daemon_prince	wh_main_spell_metal_final_transmutation
wh3_main_lore_daemon_prince	wh_main_spell_metal_gehennas_golden_hounds
wh3_main_lore_daemon_prince	wh_main_spell_metal_glittering_robe
wh3_main_lore_daemon_prince	wh_main_spell_metal_plague_of_rust
wh3_main_lore_daemon_prince	wh_main_spell_metal_searing_doom
wh3_main_lore_daemon_prince	wh_main_spell_metal_transmutation_of_lead
wh3_main_lore_iron_dragon	wh3_main_lore_passive_strength_of_yang
wh3_main_lore_iron_dragon	wh3_main_spell_yang_constellation_of_the_dragon
wh3_main_lore_iron_dragon	wh3_main_spell_yang_dragons_breath
wh3_main_lore_iron_dragon	wh3_main_spell_yang_wall_of_wind_and_fire
wh3_main_lore_iron_dragon	wh_main_lore_passive_metalshifting
wh3_main_lore_iron_dragon	wh_main_spell_metal_final_transmutation
wh3_main_lore_iron_dragon	wh_main_spell_metal_glittering_robe
wh3_main_lore_iron_dragon	wh_main_spell_metal_plague_of_rust
wh3_main_lore_kairos_custom	wh3_main_lore_passive_fires_of_change
wh3_main_lore_kairos_custom	wh3_main_spell_tzeentch_blue_fire_of_tzeentch
wh3_main_lore_kairos_custom	wh3_main_spell_tzeentch_glean_magic
wh3_main_lore_kairos_custom	wh3_main_spell_tzeentch_tzeentchs_firestorm
wh3_main_lore_kairos_custom	wh_dlc05_spell_life_regrowth
wh3_main_lore_kairos_custom	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh3_main_lore_kairos_custom	wh_main_lore_passive_life_leeching
wh3_main_lore_kairos_custom	wh_main_spell_heavens_harmonic_convergence
wh3_main_lore_kairos	wh3_main_lore_passive_fires_of_change
wh3_main_lore_kairos	wh3_main_spell_tzeentch_blue_fire_of_tzeentch
wh3_main_lore_kairos	wh3_main_spell_tzeentch_glean_magic
wh3_main_lore_kairos	wh3_main_spell_tzeentch_infernal_gateway
wh3_main_lore_kairos	wh3_main_spell_tzeentch_pink_fire_of_tzeentch
wh3_main_lore_kairos	wh3_main_spell_tzeentch_treason_of_tzeentch
wh3_main_lore_kairos	wh3_main_spell_tzeentch_tzeentchs_firestorm
wh3_main_lore_kairos	wh_dlc05_spell_life_regrowth
wh3_main_lore_kairos	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh3_main_lore_kairos	wh_main_lore_passive_life_leeching
wh3_main_lore_kairos	wh_main_spell_death_spirit_leech
wh3_main_lore_kairos	wh_main_spell_fire_piercing_bolts_of_burning
wh3_main_lore_kairos	wh_main_spell_heavens_harmonic_convergence
wh3_main_lore_kairos	wh_main_spell_light_net_of_amyntok
wh3_main_lore_mannfred	wh_main_lore_passive_life_leeching
wh3_main_lore_mannfred	wh_main_lore_passive_the_curse_of_undeath
wh3_main_lore_mannfred	wh_main_spell_death_doom_and_darkness
wh3_main_lore_mannfred	wh_main_spell_death_spirit_leech
wh3_main_lore_mannfred	wh_main_spell_death_the_fate_of_bjuna
wh3_main_lore_mannfred	wh_main_spell_vampires_invocation_of_nehek
wh3_main_lore_mannfred	wh_main_spell_vampires_raise_dead
wh3_main_lore_mannfred	wh_main_spell_vampires_wind_of_death
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_curse_of_the_leper_upgraded
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_fleshy_abundance_upgraded
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_miasma_of_pestilence_upgraded
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_pestilent_pustule_upgraded
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_rancid_visitations_upgraded
wh3_main_lore_nurgle_upgraded	wh3_main_spell_nurgle_stream_of_corruption_upgraded
wh3_main_lore_nurgle	wh3_main_lore_passive_children_of_nurgle
wh3_main_lore_nurgle	wh3_main_spell_nurgle_curse_of_the_leper
wh3_main_lore_nurgle	wh3_main_spell_nurgle_fleshy_abundance
wh3_main_lore_nurgle	wh3_main_spell_nurgle_miasma_of_pestilence
wh3_main_lore_nurgle	wh3_main_spell_nurgle_pestilent_pustule
wh3_main_lore_nurgle	wh3_main_spell_nurgle_rancid_visitations
wh3_main_lore_nurgle	wh3_main_spell_nurgle_stream_of_corruption
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_bonecrusher_upgraded
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_braingobbler_upgraded
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_bullgorger_upgraded
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_the_maw_upgraded
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_toothcracker_upgraded
wh3_main_lore_of_great_maw_upgraded	wh3_main_spell_great_maw_trollguts_upgraded
wh3_main_lore_of_great_maw	wh3_main_lore_passive_bloodgruel
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_bonecrusher
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_braingobbler
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_bullgorger
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_the_maw
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_toothcracker
wh3_main_lore_of_great_maw	wh3_main_spell_great_maw_trollguts
wh3_main_lore_of_ice_upgraded	wh3_main_spell_ice_crystal_sanctuary_upgraded
wh3_main_lore_of_ice_upgraded	wh3_main_spell_ice_death_frost_upgraded
wh3_main_lore_of_ice_upgraded	wh3_main_spell_ice_frost_blades_upgraded
wh3_main_lore_of_ice_upgraded	wh3_main_spell_ice_heart_of_winter_upgraded
wh3_main_lore_of_ice_upgraded	wh3_main_spell_ice_ice_maidens_kiss_upgraded
wh3_main_lore_of_ice	wh3_main_lore_passive_frost_shield
wh3_main_lore_of_ice	wh3_main_spell_ice_crystal_sanctuary
wh3_main_lore_of_ice	wh3_main_spell_ice_death_frost
wh3_main_lore_of_ice	wh3_main_spell_ice_frost_blades
wh3_main_lore_of_ice	wh3_main_spell_ice_heart_of_winter
wh3_main_lore_of_ice	wh3_main_spell_ice_ice_maidens_kiss
wh3_main_lore_of_ice	wh3_main_spell_ice_ice_sheet
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_biting_wind_upgraded
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_blizzard_upgraded
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_gust_of_true_flight_upgraded
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_hailstorm_upgraded
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_hawks_of_miska_upgraded
wh3_main_lore_of_tempest_upgraded	wh3_main_spell_tempest_swiftwing_upgraded
wh3_main_lore_of_tempest	wh3_main_lore_passive_freezing_winds
wh3_main_lore_of_tempest	wh3_main_spell_tempest_biting_wind
wh3_main_lore_of_tempest	wh3_main_spell_tempest_blizzard
wh3_main_lore_of_tempest	wh3_main_spell_tempest_gust_of_true_flight
wh3_main_lore_of_tempest	wh3_main_spell_tempest_hailstorm
wh3_main_lore_of_tempest	wh3_main_spell_tempest_hawks_of_miska
wh3_main_lore_of_tempest	wh3_main_spell_tempest_swiftwing
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_constellation_of_the_dragon_upgraded
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_dragons_breath_upgraded
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_jade_shield_upgraded
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_might_of_heaven_and_earth_upgraded
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_stone_ground_stance_upgraded
wh3_main_lore_of_yang_upgraded	wh3_main_spell_yang_wall_of_wind_and_fire_upgraded
wh3_main_lore_of_yang	wh3_main_lore_passive_strength_of_yang
wh3_main_lore_of_yang	wh3_main_spell_yang_constellation_of_the_dragon
wh3_main_lore_of_yang	wh3_main_spell_yang_dragons_breath
wh3_main_lore_of_yang	wh3_main_spell_yang_jade_shield
wh3_main_lore_of_yang	wh3_main_spell_yang_might_of_heaven_and_earth
wh3_main_lore_of_yang	wh3_main_spell_yang_stone_ground_stance
wh3_main_lore_of_yang	wh3_main_spell_yang_wall_of_wind_and_fire
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_ancestral_warriors_upgraded
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_blossom_wind_upgraded
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_cloak_of_jet_upgraded
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_missile_mirror_upgraded
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_storm_of_shadows_upgraded
wh3_main_lore_of_yin_upgraded	wh3_main_spell_yin_talons_of_night_upgraded
wh3_main_lore_of_yin	wh3_main_lore_passive_power_of_yin
wh3_main_lore_of_yin	wh3_main_spell_yin_ancestral_warriors
wh3_main_lore_of_yin	wh3_main_spell_yin_blossom_wind
wh3_main_lore_of_yin	wh3_main_spell_yin_cloak_of_jet
wh3_main_lore_of_yin	wh3_main_spell_yin_missile_mirror
wh3_main_lore_of_yin	wh3_main_spell_yin_storm_of_shadows
wh3_main_lore_of_yin	wh3_main_spell_yin_talons_of_night
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_acquiescence_upgraded
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_hysterical_frenzy_upgraded
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_lash_of_slaanesh_upgraded
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_pavane_of_slaanesh_upgraded
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_phantasmagoria_upgraded
wh3_main_lore_slaanesh_upgraded	wh3_main_spell_slaanesh_slicing_shards_upgraded
wh3_main_lore_slaanesh	wh3_main_lore_passive_blissful_rapture
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_acquiescence
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_hysterical_frenzy
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_lash_of_slaanesh
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_pavane_of_slaanesh
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_phantasmagoria
wh3_main_lore_slaanesh	wh3_main_spell_slaanesh_slicing_shards
wh3_main_lore_storm_dragon	wh3_main_lore_passive_power_of_yin
wh3_main_lore_storm_dragon	wh3_main_spell_yin_missile_mirror
wh3_main_lore_storm_dragon	wh3_main_spell_yin_storm_of_shadows
wh3_main_lore_storm_dragon	wh3_main_spell_yin_talons_of_night
wh3_main_lore_storm_dragon	wh_dlc05_lore_passive_life_bloom
wh3_main_lore_storm_dragon	wh_dlc05_spell_life_earth_blood
wh3_main_lore_storm_dragon	wh_dlc05_spell_life_flesh_to_stone
wh3_main_lore_storm_dragon	wh_dlc05_spell_life_regrowth
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_glean_magic_upgraded
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_infernal_gateway_upgraded
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_pink_fire_of_tzeentch_upgraded
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded
wh3_main_lore_tzeentch_upgraded	wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded
wh3_main_lore_tzeentch	wh3_main_lore_passive_fires_of_change
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_blue_fire_of_tzeentch
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_glean_magic
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_infernal_gateway
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_pink_fire_of_tzeentch
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_treason_of_tzeentch
wh3_main_lore_tzeentch	wh3_main_spell_tzeentch_tzeentchs_firestorm
wh_dlc03_lore_beasts_upgraded	wh_dlc03_spell_beasts_flock_of_doom_upgraded
wh_dlc03_lore_beasts_upgraded	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded
wh_dlc03_lore_beasts_upgraded	wh_dlc03_spell_beasts_the_amber_spear_upgraded
wh_dlc03_lore_beasts_upgraded	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded
wh_dlc03_lore_beasts_upgraded	wh_dlc03_spell_beasts_wyssans_wildform_upgraded
wh_dlc03_lore_beasts	wh_dlc03_lore_passive_wild_heart
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_flock_of_doom
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_the_amber_spear
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_transformation_of_kadon
wh_dlc03_lore_beasts	wh_dlc03_spell_beasts_wyssans_wildform
wh_dlc03_lore_wild_upgraded	wh_dlc03_spell_wild_bray_scream_upgraded
wh_dlc03_lore_wild_upgraded	wh_dlc03_spell_wild_devolve_upgraded
wh_dlc03_lore_wild_upgraded	wh_dlc03_spell_wild_traitor_kin_upgraded
wh_dlc03_lore_wild_upgraded	wh_dlc03_spell_wild_viletide_upgraded
wh_dlc03_lore_wild	wh_dlc03_lore_passive_bestial_surge
wh_dlc03_lore_wild	wh_dlc03_spell_wild_bray_scream
wh_dlc03_lore_wild	wh_dlc03_spell_wild_devolve
wh_dlc03_lore_wild	wh_dlc03_spell_wild_mantle_of_ghorok
wh_dlc03_lore_wild	wh_dlc03_spell_wild_savage_dominion
wh_dlc03_lore_wild	wh_dlc03_spell_wild_traitor_kin
wh_dlc03_lore_wild	wh_dlc03_spell_wild_viletide
wh_dlc04_lore_helman_ghorst	wh_dlc04_spell_vampires_raise_dead_helman
wh_dlc04_lore_helman_ghorst	wh_main_lore_passive_the_curse_of_undeath
wh_dlc04_lore_helman_ghorst	wh_main_spell_vampires_curse_of_years
wh_dlc04_lore_helman_ghorst	wh_main_spell_vampires_gaze_of_nagash
wh_dlc04_lore_helman_ghorst	wh_main_spell_vampires_invocation_of_nehek
wh_dlc04_lore_helman_ghorst	wh_main_spell_vampires_vanhels_danse_macabre
wh_dlc04_lore_helman_ghorst	wh_main_spell_vampires_wind_of_death
wh_dlc04_lore_strigoi	wh_dlc04_spell_vampires_raise_dead_strigoi
wh_dlc04_lore_strigoi	wh_main_lore_passive_the_curse_of_undeath
wh_dlc04_lore_strigoi	wh_main_spell_death_doom_and_darkness
wh_dlc04_lore_strigoi	wh_main_spell_death_soulblight
wh_dlc04_lore_strigoi	wh_main_spell_death_spirit_leech
wh_dlc04_lore_strigoi	wh_main_spell_vampires_gaze_of_nagash
wh_dlc04_lore_strigoi	wh_main_spell_vampires_invocation_of_nehek
wh_dlc05_lore_branchwraith	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_lore_branchwraith	wh_dlc05_spell_life_awakening_the_wood_branchwraith
wh_dlc05_lore_branchwraith	wh_dlc05_spell_life_earth_blood_branchwraith
wh_dlc05_lore_branchwraith	wh_dlc05_spell_life_shield_of_thorns_branchwraith
wh_dlc05_lore_branchwraith	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith
wh_dlc05_lore_branchwraith	wh_dlc05_spell_shadow_the_penumbral_pendulum_branchwraith
wh_dlc05_lore_branchwraith	wh_dlc05_spell_shadow_the_withering_branchwraith
wh_dlc05_lore_life_upgraded	wh_dlc05_spell_life_earth_blood_upgraded
wh_dlc05_lore_life_upgraded	wh_dlc05_spell_life_flesh_to_stone_upgraded
wh_dlc05_lore_life_upgraded	wh_dlc05_spell_life_regrowth_upgraded
wh_dlc05_lore_life_upgraded	wh_dlc05_spell_life_shield_of_thorns_upgraded
wh_dlc05_lore_life_upgraded	wh_dlc05_spell_life_the_dwellers_below_upgraded
wh_dlc05_lore_life	wh_dlc05_lore_passive_life_bloom
wh_dlc05_lore_life	wh_dlc05_spell_life_awakening_of_the_wood
wh_dlc05_lore_life	wh_dlc05_spell_life_earth_blood
wh_dlc05_lore_life	wh_dlc05_spell_life_flesh_to_stone
wh_dlc05_lore_life	wh_dlc05_spell_life_regrowth
wh_dlc05_lore_life	wh_dlc05_spell_life_shield_of_thorns
wh_dlc05_lore_life	wh_dlc05_spell_life_the_dwellers_below
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh_dlc05_lore_shadows_upgraded	wh_dlc05_spell_shadow_the_withering_upgraded
wh_dlc05_lore_shadows	wh_dlc05_lore_passive_smoke_and_mirrors
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_okkams_mindrazor
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_the_enfeebling_foe
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc05_lore_shadows	wh_dlc05_spell_shadow_the_withering
wh_dlc08_lore_arzik	wh_main_lore_passive_metalshifting
wh_dlc08_lore_arzik	wh_main_spell_death_aspect_of_the_dreadknight
wh_dlc08_lore_arzik	wh_main_spell_death_soulblight
wh_dlc08_lore_arzik	wh_main_spell_death_the_fate_of_bjuna
wh_dlc08_lore_arzik	wh_main_spell_metal_final_transmutation
wh_dlc08_lore_arzik	wh_main_spell_metal_gehennas_golden_hounds
wh_dlc08_lore_arzik	wh_main_spell_metal_searing_doom
wh_dlc08_lore_kihar	wh_dlc05_spell_shadow_pit_of_shades
wh_dlc08_lore_kihar	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh_dlc08_lore_kihar	wh_main_lore_passive_kindleflame
wh_dlc08_lore_kihar	wh_main_spell_fire_fireball
wh_dlc08_lore_kihar	wh_main_spell_fire_flaming_sword_of_rhuin
wh_dlc08_lore_kihar	wh_main_spell_metal_plague_of_rust
wh_dlc08_lore_kihar	wh_main_spell_metal_transmutation_of_lead
wh_main_lore_big_waaagh_upgraded	wh_main_spell_big_waaagh_brain_bursta_upgraded
wh_main_lore_big_waaagh_upgraded	wh_main_spell_big_waaagh_eadbutt_upgraded
wh_main_lore_big_waaagh_upgraded	wh_main_spell_big_waaagh_foot_of_gork_upgraded
wh_main_lore_big_waaagh_upgraded	wh_main_spell_big_waaagh_gaze_of_mork_upgraded
wh_main_lore_big_waaagh	wh_main_lore_passive_power_of_da_waaagh
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_brain_bursta
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_eadbutt
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_ere_we_go
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_fists_of_gork
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_foot_of_gork
wh_main_lore_big_waaagh	wh_main_spell_big_waaagh_gaze_of_mork
wh_main_lore_death_upgraded	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh_main_lore_death_upgraded	wh_main_spell_death_doom_and_darkness_upgraded
wh_main_lore_death_upgraded	wh_main_spell_death_soulblight_upgraded
wh_main_lore_death_upgraded	wh_main_spell_death_spirit_leech_upgraded
wh_main_lore_death_upgraded	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh_main_lore_death	wh_main_lore_passive_life_leeching
wh_main_lore_death	wh_main_spell_death_aspect_of_the_dreadknight
wh_main_lore_death	wh_main_spell_death_doom_and_darkness
wh_main_lore_death	wh_main_spell_death_soulblight
wh_main_lore_death	wh_main_spell_death_spirit_leech
wh_main_lore_death	wh_main_spell_death_the_fate_of_bjuna
wh_main_lore_death	wh_main_spell_death_the_purple_sun_of_xereus
wh_main_lore_fire_upgraded	wh_main_spell_fire_fireball_upgraded
wh_main_lore_fire_upgraded	wh_main_spell_fire_flame_storm_upgraded
wh_main_lore_fire_upgraded	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded
wh_main_lore_fire_upgraded	wh_main_spell_fire_piercing_bolts_of_burning_upgraded
wh_main_lore_fire_upgraded	wh_main_spell_fire_the_burning_head_upgraded
wh_main_lore_fire	wh_main_lore_passive_kindleflame
wh_main_lore_fire	wh_main_spell_fire_cascading_fire_cloak
wh_main_lore_fire	wh_main_spell_fire_fireball
wh_main_lore_fire	wh_main_spell_fire_flame_storm
wh_main_lore_fire	wh_main_spell_fire_flaming_sword_of_rhuin
wh_main_lore_fire	wh_main_spell_fire_piercing_bolts_of_burning
wh_main_lore_fire	wh_main_spell_fire_the_burning_head
wh_main_lore_heavens_upgraded	wh_main_spell_heavens_comet_of_casandora_upgraded
wh_main_lore_heavens_upgraded	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
wh_main_lore_heavens_upgraded	wh_main_spell_heavens_harmonic_convergence_upgraded
wh_main_lore_heavens_upgraded	wh_main_spell_heavens_urannons_thunderbolt_upgraded
wh_main_lore_heavens_upgraded	wh_main_spell_heavens_wind_blast_upgraded
wh_main_lore_heavens	wh_main_lore_passive_roiling_skies
wh_main_lore_heavens	wh_main_spell_heavens_chain_lightning
wh_main_lore_heavens	wh_main_spell_heavens_comet_of_casandora
wh_main_lore_heavens	wh_main_spell_heavens_curse_of_the_midnight_wind
wh_main_lore_heavens	wh_main_spell_heavens_harmonic_convergence
wh_main_lore_heavens	wh_main_spell_heavens_urannons_thunderbolt
wh_main_lore_heavens	wh_main_spell_heavens_wind_blast
wh_main_lore_light_upgraded	wh_main_spell_light_banishment_upgraded
wh_main_lore_light_upgraded	wh_main_spell_light_bironas_timewarp_upgraded
wh_main_lore_light_upgraded	wh_main_spell_light_light_of_battle_upgraded
wh_main_lore_light_upgraded	wh_main_spell_light_net_of_amyntok_upgraded
wh_main_lore_light_upgraded	wh_main_spell_light_phas_protection_upgraded
wh_main_lore_light_upgraded	wh_main_spell_light_shems_burning_gaze_upgraded
wh_main_lore_light	wh_main_lore_passive_exorcism
wh_main_lore_light	wh_main_spell_light_banishment
wh_main_lore_light	wh_main_spell_light_bironas_timewarp
wh_main_lore_light	wh_main_spell_light_light_of_battle
wh_main_lore_light	wh_main_spell_light_net_of_amyntok
wh_main_lore_light	wh_main_spell_light_phas_protection
wh_main_lore_light	wh_main_spell_light_shems_burning_gaze
wh_main_lore_lil_waaagh_upgraded	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded
wh_main_lore_lil_waaagh_upgraded	wh_main_spell_lil_waaagh_night_shroud_upgraded
wh_main_lore_lil_waaagh_upgraded	wh_main_spell_lil_waaagh_vindictive_glare_upgraded
wh_main_lore_lil_waaagh	wh_main_lore_passive_sneaky_stealin
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_gorkll_fix_it
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_itchy_nuisance
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_night_shroud
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_sneaky_stabbin
wh_main_lore_lil_waaagh	wh_main_spell_lil_waaagh_vindictive_glare
wh_main_lore_metal_upgraded	wh_main_spell_metal_final_transmutation_upgraded
wh_main_lore_metal_upgraded	wh_main_spell_metal_gehennas_golden_hounds_upgraded
wh_main_lore_metal_upgraded	wh_main_spell_metal_glittering_robe_upgraded
wh_main_lore_metal_upgraded	wh_main_spell_metal_plague_of_rust_upgraded
wh_main_lore_metal_upgraded	wh_main_spell_metal_searing_doom_upgraded
wh_main_lore_metal_upgraded	wh_main_spell_metal_transmutation_of_lead_upgraded
wh_main_lore_metal	wh_main_lore_passive_metalshifting
wh_main_lore_metal	wh_main_spell_metal_final_transmutation
wh_main_lore_metal	wh_main_spell_metal_gehennas_golden_hounds
wh_main_lore_metal	wh_main_spell_metal_glittering_robe
wh_main_lore_metal	wh_main_spell_metal_plague_of_rust
wh_main_lore_metal	wh_main_spell_metal_searing_doom
wh_main_lore_metal	wh_main_spell_metal_transmutation_of_lead
wh_main_lore_vampires_upgraded	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh_main_lore_vampires_upgraded	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh_main_lore_vampires_upgraded	wh_main_spell_vampires_raise_dead_upgraded
wh_main_lore_vampires_upgraded	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh_main_lore_vampires_upgraded	wh_main_spell_vampires_wind_of_death_upgraded
wh_main_lore_vampires	wh_main_lore_passive_the_curse_of_undeath
wh_main_lore_vampires	wh_main_spell_vampires_curse_of_years
wh_main_lore_vampires	wh_main_spell_vampires_gaze_of_nagash
wh_main_lore_vampires	wh_main_spell_vampires_invocation_of_nehek
wh_main_lore_vampires	wh_main_spell_vampires_raise_dead
wh_main_lore_vampires	wh_main_spell_vampires_vanhels_danse_macabre
wh_main_lore_vampires	wh_main_spell_vampires_wind_of_death
